"","DHR.Open","DHR.High","DHR.Low","DHR.Close","DHR.Volume","DHR.Adjusted"
"2001-05-09",10.926839,11.031084,10.877559,10.898408,3551200,7.036016
"2001-05-10",11.040561,11.353298,10.974223,11.24147,4280900,7.2575
"2001-05-11",11.372252,11.379833,11.129643,11.13533,3733200,7.188973
"2001-05-14",11.144807,11.150493,10.917361,10.981805,1951000,7.08986
"2001-05-15",10.974223,11.199773,10.95906,11.129643,2596300,7.185303
"2001-05-16",11.068992,11.559894,11.068992,11.523882,3287400,7.439826
"2001-05-17",11.523882,11.827142,11.504928,11.779757,3437800,7.605019
"2001-05-18",11.751327,11.808188,11.686884,11.777862,1567400,7.603793
"2001-05-21",11.902957,12.300985,11.859364,12.238439,4103600,7.901143
"2001-05-22",12.234648,12.357847,12.206217,12.22138,3789700,7.890129
"2001-05-23",12.187263,12.242229,12.054586,12.103867,2205800,7.814262
"2001-05-24",12.092494,12.223275,12.083017,12.177786,1904600,7.861984
"2001-05-25",12.22517,12.287718,12.170205,12.285823,2875900,7.931735
"2001-05-29",12.263078,12.314253,12.130402,12.130402,2015400,7.831393
"2001-05-30",12.092494,12.192949,11.959818,12.001516,2318800,7.748186
"2001-05-31",11.954132,11.978772,11.836618,11.937074,3673600,7.706582
"2001-06-01",11.865049,12.022366,11.760803,11.940865,2892300,7.709027
"2001-06-04",11.940865,11.959818,11.874526,11.937074,2315600,7.706582
"2001-06-05",12.01668,12.293404,12.005307,12.253601,2080800,7.910931
"2001-06-06",12.308567,12.365428,12.12282,12.14746,2075500,7.842408
"2001-06-07",12.14746,12.412813,12.14746,12.316149,1827000,7.951312
"2001-06-08",12.316149,12.34837,12.244124,12.306672,2337700,7.945193
"2001-06-11",12.338893,12.369219,12.092494,12.111448,2149900,7.819156
"2001-06-12",12.12282,12.206217,11.94276,12.151251,1046200,7.844854
"2001-06-13",12.130402,12.291509,12.130402,12.143669,1382300,7.839958
"2001-06-14",12.111448,12.111448,11.628127,11.630023,4288300,7.508349
"2001-06-15",11.61865,11.817665,11.601592,11.793025,3641400,7.613585
"2001-06-18",11.793025,11.821456,11.666035,11.722897,2410600,7.568309
"2001-06-19",11.760803,11.829037,11.571266,11.647081,1416600,7.519363
"2001-06-20",11.647081,11.789234,11.56179,11.601592,2808900,7.489992
"2001-06-21",11.582639,12.01668,11.533359,11.963609,2774100,7.723713
"2001-06-22",12.010993,12.035633,11.61865,11.901061,4590100,7.683331
"2001-06-25",11.988249,11.988249,11.757013,11.757013,2762500,7.590332
"2001-06-26",11.758908,12.409022,11.739955,12.355951,6505800,7.977006
"2001-06-27",11.609174,11.611069,10.95906,10.95906,17507300,7.077346
"2001-06-28",11.087945,11.087945,10.741092,10.746778,6345400,6.940256
"2001-06-29",10.746778,10.746778,10.519333,10.614101,7710800,6.854573
"2001-07-02",10.642532,10.888931,10.576194,10.803639,6926800,6.976976
"2001-07-03",10.841547,11.070887,10.841547,11.00834,5563000,7.109168
"2001-07-05",11.00834,11.220622,10.955269,11.027293,5154100,7.121414
"2001-07-06",10.955269,10.974223,10.689917,10.725928,3118100,6.92679
"2001-07-09",10.725928,10.852919,10.629265,10.763836,2974600,6.95127
"2001-07-10",10.756255,10.864291,10.718348,10.815011,2718100,6.984321
"2001-07-11",10.775208,10.869977,10.367702,10.411297,4288800,6.723599
"2001-07-12",10.519333,10.960956,10.517437,10.917361,5622100,7.050416
"2001-07-13",10.898408,11.070887,10.712661,10.894617,1768500,7.035728
"2001-07-16",10.993176,10.998863,10.746778,10.837756,2999400,6.999004
"2001-07-17",10.83586,10.917361,10.652009,10.68044,3382900,6.897415
"2001-07-18",10.699393,10.756255,10.585671,10.661486,1959500,6.885171
"2001-07-19",10.70887,10.8605,10.614101,10.816907,1809100,6.985545
"2001-07-20",10.864291,10.919257,10.720243,10.777103,1594900,6.959838
"2001-07-23",10.765732,10.813116,10.471949,10.509856,1950500,6.787251
"2001-07-24",10.462472,10.653905,10.432145,10.470053,2629000,6.761545
"2001-07-25",10.517437,10.600834,10.428355,10.534495,2253900,6.803162
"2001-07-26",10.538286,10.689917,10.470053,10.614101,2272900,6.854573
"2001-07-27",10.652009,10.744883,10.595148,10.661486,3819200,6.885171
"2001-07-30",10.70887,10.735406,10.585671,10.642532,1791200,6.87293
"2001-07-31",10.604625,10.78279,10.591357,10.725928,2984100,6.92679
"2001-08-01",10.216073,10.718348,10.149734,10.670963,31521900,6.891294
"2001-08-02",10.689917,10.898408,10.689917,10.858605,21701700,7.012472
"2001-08-03",10.841547,10.949583,10.765732,10.945792,8843600,7.068777
"2001-08-06",10.953374,10.974223,10.822593,10.919257,12388500,7.051641
"2001-08-07",10.993176,11.141016,10.953374,11.097423,12717200,7.166701
"2001-08-08",11.097423,11.108794,10.888931,10.945792,33637100,7.068777
"2001-08-09",10.928734,10.945792,10.773314,10.818802,19390800,6.986765
"2001-08-10",10.866186,10.928734,10.724033,10.913571,10483400,7.047966
"2001-08-13",10.913571,10.917361,10.837756,10.898408,5389900,7.038176
"2001-08-14",10.851024,10.955269,10.841547,10.945792,5255400,7.068777
"2001-08-15",10.936316,10.960956,10.83586,10.932525,5461700,7.060206
"2001-08-16",10.93442,10.974223,10.869977,10.955269,5831500,7.074896
"2001-08-17",10.907885,10.955269,10.873768,10.915466,7400600,7.049193
"2001-08-20",10.904094,10.907885,10.80743,10.894617,4656500,7.035728
"2001-08-21",10.864291,10.926839,10.847233,10.898408,4336300,7.038176
"2001-08-22",10.917361,11.00834,10.851024,10.911675,5464800,7.046744
"2001-08-23",10.911675,10.974223,10.890826,10.960956,7121500,7.078571
"2001-08-24",10.951478,11.084155,10.943897,10.991282,3160300,7.098155
"2001-08-27",11.068992,11.125853,10.968536,11.025398,2969800,7.120185
"2001-08-28",11.11069,11.11069,10.966641,10.993176,3089600,7.099379
"2001-08-29",11.040561,11.048142,10.803639,10.80743,3395600,6.979424
"2001-08-30",10.818802,10.843442,10.576194,10.610311,3701100,6.852124
"2001-08-31",10.585671,10.640636,10.462472,10.5326,4491400,6.801941
"2001-09-04",10.443518,10.784685,10.426459,10.615997,3918400,6.855798
"2001-09-05",10.614101,10.63116,10.426459,10.623578,4259800,6.86069
"2001-09-06",10.63116,10.63116,10.367702,10.388552,3771200,6.708914
"2001-09-07",10.235026,10.367702,10.121304,10.187642,6384400,6.579164
"2001-09-10",10.187642,10.236922,10.007582,10.145944,4086200,6.552237
"2001-09-17",9.666414,9.787718,9.092115,9.323351,15624800,6.021006
"2001-09-18",9.230477,9.310083,9.147081,9.205838,11104300,5.945117
"2001-09-19",9.203942,9.203942,8.559515,9.088325,13938600,5.869225
"2001-09-20",9.088325,9.088325,8.582259,8.629643,15833200,5.573008
"2001-09-21",8.339651,8.716831,8.320698,8.690295,12895500,5.612182
"2001-09-24",8.813495,9.258908,8.813495,9.183093,10577800,5.930428
"2001-09-25",9.183093,9.21721,8.917741,9.215315,9277800,5.951235
"2001-09-26",9.097801,9.190675,8.557619,8.671342,12947800,5.602246
"2001-09-27",8.771797,8.794541,8.529189,8.671342,6151200,5.602246
"2001-09-28",8.813495,8.942381,8.661865,8.942381,9690400,5.777353
"2001-10-01",8.908264,8.908264,8.637225,8.813495,5897500,5.694084
"2001-10-02",8.718726,9.059894,8.718726,9.031464,4643400,5.834906
"2001-10-03",8.898787,9.209628,8.870357,9.18878,6976900,5.93654
"2001-10-04",9.19257,9.382108,9.042835,9.281652,5733400,5.996545
"2001-10-05",9.283548,9.283548,9.021986,9.224792,3832400,5.959807
"2001-10-08",9.097801,9.313874,9.021986,9.219106,5326600,5.956137
"2001-10-09",9.19257,9.268385,9.09401,9.260803,2845800,5.983075
"2001-10-10",9.184989,9.476876,9.16414,9.4674,3976500,6.116549
"2001-10-11",9.565959,9.994314,9.486353,9.994314,9234500,6.45697
"2001-10-12",9.979151,10.083397,9.859742,10.011373,8876300,6.467992
"2001-10-15",9.963988,10.261561,9.903336,10.261561,9709400,6.629627
"2001-10-16",10.259666,10.521228,10.197119,10.310842,22088500,6.661469
"2001-10-17",10.272934,10.526915,10.263457,10.513647,11052600,6.792493
"2001-10-18",10.515542,10.739197,10.367702,10.6558,18438500,6.88433
"2001-10-19",10.6558,10.832069,10.615997,10.801744,12614900,6.978621
"2001-10-22",10.801744,11.087945,10.70887,10.739197,8148200,6.938211
"2001-10-23",10.879454,11.220622,10.803639,11.042457,15501400,7.134132
"2001-10-24",11.055724,11.16376,10.879454,10.90599,9209200,7.045973
"2001-10-25",10.803639,10.95906,10.710766,10.943897,8782900,7.070462
"2001-10-26",10.93063,11.334344,10.909781,11.268006,9141100,7.27986
"2001-10-29",11.231994,11.231994,10.78279,10.818802,4608500,6.989641
"2001-10-30",10.716452,10.822593,10.464367,10.52881,5986600,6.80229
"2001-10-31",10.538286,10.70887,10.519333,10.564822,7145800,6.825556
"2001-11-01",10.591357,10.684231,10.485216,10.646323,5032200,6.878209
"2001-11-02",10.633056,11.012131,10.593252,10.974223,5490700,7.090054
"2001-11-05",10.989386,11.106899,10.771418,10.957165,6590700,7.079036
"2001-11-06",10.957165,11.114481,10.765732,11.087945,3655700,7.163525
"2001-11-07",11.021607,11.078468,10.955269,10.987491,3380800,7.098623
"2001-11-08",10.991282,11.084155,10.907885,10.991282,8536000,7.101074
"2001-11-09",10.993176,11.002653,10.803639,10.928734,2707100,7.060666
"2001-11-12",10.936316,10.936316,10.595148,10.669067,4397500,6.892903
"2001-11-13",10.756255,10.868082,10.756255,10.843442,7563100,7.005558
"2001-11-14",10.945792,11.031084,10.833965,10.991282,4310400,7.101074
"2001-11-15",11.002653,11.26232,10.976118,11.199773,5750300,7.235775
"2001-11-16",11.239575,11.484078,11.184609,11.211144,5238000,7.243119
"2001-11-19",11.279378,11.525777,11.279378,11.398787,4136300,7.36435
"2001-11-20",11.379833,11.510614,11.345716,11.459439,5459000,7.403535
"2001-11-21",11.412055,11.434799,11.084155,11.220622,5030100,7.249247
"2001-11-23",11.268006,11.442381,11.239575,11.402577,1234000,7.366799
"2001-11-26",11.410159,11.504928,11.296436,11.489765,3542300,7.423129
"2001-11-27",11.410159,11.586429,11.362775,11.476498,2067100,7.414556
"2001-11-28",11.448067,11.713419,11.419636,11.597801,4917700,7.492929
"2001-11-29",11.597801,11.650872,11.28696,11.410159,6092700,7.371693
"2001-11-30",11.368461,11.368461,11.048142,11.116376,8378800,7.181893
"2001-12-03",10.955269,10.955269,10.710766,10.852919,7764100,7.011683
"2001-12-04",10.898408,11.372252,10.852919,11.294541,6179700,7.297003
"2001-12-05",11.268006,11.89348,11.13912,11.851782,11217800,7.657012
"2001-12-06",11.851782,12.149356,11.808188,11.889689,8373000,7.681503
"2001-12-07",11.796816,12.111448,11.722897,11.899166,8958100,7.687625
"2001-12-10",11.901061,12.073541,11.834723,11.855573,4757800,7.659464
"2001-12-11",11.857468,11.874526,11.757013,11.79113,9485700,7.617829
"2001-12-12",11.656558,11.658453,11.400682,11.449962,9265700,7.397415
"2001-12-13",11.372252,11.391206,11.235785,11.245261,4860700,7.265162
"2001-12-14",10.993176,10.995072,10.633056,10.652009,20606400,6.881883
"2001-12-17",10.727824,10.972327,10.652009,10.88514,11067400,7.0325
"2001-12-18",10.828279,11.315391,10.828279,11.279378,5573500,7.287202
"2001-12-19",11.231994,11.429113,11.114481,11.328658,6931000,7.319041
"2001-12-20",11.28696,11.520091,11.131539,11.250948,5025300,7.268835
"2001-12-21",11.249052,11.400682,11.180819,11.298332,4646500,7.299448
"2001-12-24",11.300227,11.353298,11.220622,11.292646,850400,7.295776
"2001-12-26",11.353298,11.628127,11.324867,11.362775,2461200,7.343548
"2001-12-27",11.472707,11.648976,11.408264,11.503033,2175200,7.434193
"2001-12-28",11.508718,11.590219,11.393101,11.400682,1738400,7.368047
"2001-12-31",11.400682,11.667931,11.387415,11.431008,2250700,7.387646
"2002-01-02",11.372252,11.478393,11.300227,11.429113,4105200,7.386421
"2002-01-03",11.46323,11.683093,11.417741,11.531464,4342100,7.452569
"2002-01-04",11.6395,12.001516,11.6395,11.993935,6752700,7.751452
"2002-01-07",11.974981,11.974981,11.808188,11.808188,2902800,7.631412
"2002-01-08",11.846095,11.846095,11.713419,11.751327,3750700,7.594661
"2002-01-09",11.783548,11.842305,11.739955,11.787339,3497400,7.617936
"2002-01-10",11.770281,11.8442,11.702047,11.783548,3557600,7.615485
"2002-01-11",11.86884,12.177786,11.808188,12.071645,5122400,7.801676
"2002-01-14",12.105762,12.107657,11.902957,11.952236,4426000,7.724504
"2002-01-15",11.952236,11.952236,11.3116,11.355193,14835000,7.338646
"2002-01-16",11.372252,11.448067,11.089841,11.116376,10127800,7.184305
"2002-01-17",11.220622,11.429113,11.186505,11.290751,5982400,7.296998
"2002-01-18",11.239575,11.46323,11.127748,11.449962,3974400,7.399899
"2002-01-22",11.429113,11.521986,11.315391,11.324867,6451400,7.319048
"2002-01-23",11.324867,11.324867,11.152389,11.296436,5539800,7.300675
"2002-01-24",11.366566,11.787339,11.357089,11.637605,8425200,7.521163
"2002-01-25",11.647081,11.785443,11.485974,11.751327,5488600,7.594661
"2002-01-28",11.798711,11.944655,11.751327,11.937074,4018200,7.714707
"2002-01-29",11.982563,12.149356,11.648976,11.667931,7972500,7.540764
"2002-01-30",11.667931,11.846095,11.33624,11.829037,7181600,7.644886
"2002-01-31",11.963609,12.128507,11.901061,12.081122,5496000,7.807803
"2002-02-01",11.978772,12.083017,11.806293,11.81956,3635100,7.638756
"2002-02-04",11.656558,11.779757,11.535254,11.542835,7620100,7.459918
"2002-02-05",11.542835,11.631918,11.400682,11.448067,5853100,7.39867
"2002-02-06",11.448067,11.531464,11.321076,11.381728,4930400,7.355799
"2002-02-07",11.383624,11.41395,11.239575,11.396892,5244300,7.365596
"2002-02-08",11.396892,11.575057,11.393101,11.56558,5196800,7.474616
"2002-02-11",11.666035,12.149356,11.666035,12.14746,5962400,7.850674
"2002-02-12",12.107657,12.264974,11.944655,12.071645,7970400,7.801676
"2002-02-13",12.357847,12.494314,12.321835,12.44693,8697400,8.044216
"2002-02-14",12.509477,12.509477,12.350266,12.382486,7930300,8.002569
"2002-02-15",12.490523,12.769143,12.227066,12.528431,5915400,8.096888
"2002-02-19",12.357847,12.395755,12.31994,12.37301,6702600,7.996446
"2002-02-20",12.367324,12.462092,12.22517,12.433661,5692800,8.035642
"2002-02-21",12.492418,13.000379,12.492418,12.784307,8942800,8.262256
"2002-02-22",12.642153,13.229719,12.587187,13.172858,10530800,8.51337
"2002-02-25",13.182335,13.256255,13.040182,13.159591,8777600,8.504796
"2002-02-26",13.030705,13.038286,12.769143,12.860122,7670700,8.311254
"2002-02-27",12.903715,12.95489,12.661107,12.727445,8855200,8.225507
"2002-02-28",12.80326,12.98332,12.717968,12.742608,6215600,8.23531
"2002-03-01",12.746399,12.899924,12.621304,12.894238,6476800,8.333305
"2002-03-04",13.062926,13.731994,13.038286,13.608794,9275700,8.795108
"2002-03-05",13.570887,13.576573,13.263836,13.263836,13183600,8.572166
"2002-03-06",12.888552,13.447688,12.888552,13.347233,14077900,8.626064
"2002-03-07",13.343442,13.447688,13.267627,13.428734,22121700,8.678736
"2002-03-08",13.476118,13.623958,13.457165,13.591736,10612100,8.784081
"2002-03-11",13.570887,13.788856,13.53298,13.752843,8555500,8.888206
"2002-03-12",13.580364,13.828658,13.550038,13.788856,7454900,8.911482
"2002-03-13",13.760425,13.769901,13.627748,13.705459,5964500,8.85758
"2002-03-14",13.61069,13.682714,13.605003,13.627748,5838400,8.807357
"2002-03-15",13.53298,13.730099,13.521607,13.677028,7764600,8.839206
"2002-03-18",13.71304,13.866566,13.71304,13.853298,4299400,8.953127
"2002-03-19",13.86467,14.073161,13.86467,14.052312,5979800,9.081745
"2002-03-20",14.052312,14.052312,13.726308,13.805914,4333100,8.922504
"2002-03-21",13.665656,13.75853,13.390826,13.551933,8809800,8.758361
"2002-03-22",13.542457,13.601213,13.40599,13.548142,4408600,8.755913
"2002-03-25",13.548142,13.646702,13.316907,13.322593,4003900,8.610141
"2002-03-26",13.294162,13.491282,13.254359,13.491282,5488000,8.721642
"2002-03-27",13.38135,13.453374,13.31122,13.43821,5406800,8.687334
"2002-03-28",13.485595,13.589841,13.421152,13.460956,4699300,8.702038
"2002-04-01",13.476118,13.580364,13.301744,13.546247,2674400,8.757176
"2002-04-02",13.485595,13.485595,13.315011,13.356709,3557000,8.634647
"2002-04-03",13.358605,13.358605,12.998484,13.10652,6576000,8.472906
"2002-04-04",13.104625,13.352919,13.104625,13.347233,3883100,8.628521
"2002-04-05",13.45906,13.548142,13.419257,13.453374,4139500,8.697136
"2002-04-08",13.388931,13.457165,13.286581,13.413571,3055300,8.671402
"2002-04-09",13.466641,13.591736,13.43063,13.548142,6341700,8.758402
"2002-04-10",13.644807,13.965125,13.620167,13.883624,5902200,8.975277
"2002-04-11",13.883624,13.978393,13.623958,13.648598,5085000,8.82334
"2002-04-12",13.694086,13.788856,13.608794,13.78696,4027100,8.912786
"2002-04-15",13.817286,14.012509,13.817286,13.912055,5478000,8.993658
"2002-04-16",13.997347,14.302502,13.997347,14.277862,6205600,9.230138
"2002-04-17",14.29113,14.300607,14.023882,14.035254,4268800,9.073299
"2002-04-18",14.025777,14.025777,13.781274,13.862775,6515300,8.9618
"2002-04-19",13.997347,14.186884,13.955648,14.143291,4465600,9.143143
"2002-04-22",14.116755,14.169826,13.912055,13.915845,6131200,8.996109
"2002-04-23",13.893101,13.908264,13.768006,13.768006,3675200,8.900536
"2002-04-24",13.779378,13.893101,13.667551,13.669447,2583600,8.836819
"2002-04-25",13.646702,13.906368,13.502653,13.781274,4619600,8.909114
"2002-04-26",13.760425,13.906368,13.686505,13.754739,3493200,8.89196
"2002-04-29",13.735785,13.735785,13.38135,13.413571,4138400,8.671402
"2002-04-30",13.428734,13.659969,13.428734,13.567097,4648600,8.770657
"2002-05-01",13.542457,13.63912,13.358605,13.570887,5480100,8.773106
"2002-05-02",13.570887,13.71304,13.53298,13.627748,3038400,8.809863
"2002-05-03",13.53298,13.750948,13.53298,13.686505,4819600,8.847849
"2002-05-06",13.722517,13.722517,13.261941,13.288476,4669200,8.590535
"2002-05-07",13.288476,13.38135,13.153905,13.216452,5229500,8.543975
"2002-05-08",13.457165,13.783169,13.457165,13.722517,4049800,8.871124
"2002-05-09",13.722517,13.722517,13.366186,13.375664,4566900,8.646901
"2002-05-10",13.409781,13.470432,13.191812,13.246778,3731100,8.563583
"2002-05-13",13.083776,13.218348,13.079985,13.150114,5210000,8.501093
"2002-05-14",13.398408,13.521607,13.356709,13.496967,4582700,8.725321
"2002-05-15",13.466641,13.703564,13.402199,13.595527,3137600,8.789033
"2002-05-16",13.694086,13.798332,13.593632,13.641016,3121800,8.818442
"2002-05-17",13.684609,13.73768,13.658074,13.699773,3212500,8.856424
"2002-05-20",13.750948,13.750948,13.419257,13.43063,3070100,8.682434
"2002-05-21",13.478014,13.531084,13.10273,13.125474,3000900,8.485159
"2002-05-22",13.134951,13.229719,13.038286,13.174753,3687300,8.517018
"2002-05-23",13.267627,13.56141,13.144427,13.43821,4545800,8.687334
"2002-05-24",13.43821,13.53298,13.273314,13.53298,2631600,8.748595
"2002-05-28",13.514026,13.515922,13.152009,13.186126,3082700,8.524367
"2002-05-29",13.212661,13.248673,12.989007,13.055345,3850400,8.439826
"2002-05-30",13.038286,13.040182,12.757771,12.862017,5485900,8.314847
"2002-05-31",12.964367,13.25815,12.964367,13.195602,5317100,8.530496
"2002-06-03",13.197498,13.239197,12.962472,12.971949,2702300,8.385912
"2002-06-04",12.971949,13.074299,12.869598,12.958681,4785300,8.377335
"2002-06-05",12.911297,13.174753,12.882866,13.112206,2687500,8.476587
"2002-06-06",13.112206,13.153905,12.896133,13.021228,2977700,8.417773
"2002-06-07",13.021228,13.184231,12.831691,13.184231,5344000,8.523148
"2002-06-10",12.746399,12.934041,12.541698,12.596664,16575000,8.143308
"2002-06-11",12.642153,12.723655,12.469674,12.488627,7718700,8.073464
"2002-06-12",12.395755,12.536012,12.037528,12.215693,13292800,7.897019
"2002-06-13",12.215693,12.253601,11.952236,11.956027,11261000,7.729154
"2002-06-14",11.912434,11.912434,11.61486,11.830933,11816600,7.648288
"2002-06-17",11.866944,12.354056,11.866944,12.32373,7302500,7.966861
"2002-06-18",12.300985,12.661107,12.272555,12.600455,6190800,8.145753
"2002-06-19",12.418499,12.782411,12.32373,12.335102,6859800,7.974212
"2002-06-20",12.338893,12.431767,12.105762,12.111448,4106300,7.829627
"2002-06-21",11.950341,12.22517,11.950341,12.22517,6486800,7.903149
"2002-06-24",12.132298,12.223275,11.849886,12.177786,6347500,7.872514
"2002-06-25",12.367324,12.462092,12.071645,12.098181,7227000,7.821052
"2002-06-26",11.798711,12.06975,11.751327,12.014784,6791200,7.769572
"2002-06-27",12.177786,12.414708,12.111448,12.357847,5588800,7.991421
"2002-06-28",12.424185,12.642153,12.384382,12.575815,4350500,8.132373
"2002-07-01",12.575815,12.57771,12.151251,12.1721,4362100,7.871305
"2002-07-02",12.124716,12.282032,11.884003,12.120925,4700300,7.838211
"2002-07-03",12.101972,12.244124,11.713419,11.825247,9501500,7.647005
