"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"2009-12-16",62.549999,64.400002,62.470001,63.529999,7310400,50.117748
"2009-12-17",63.060001,63.490002,62.400002,62.57,5978200,49.360424
"2009-12-18",63.200001,63.66,62.650002,62.950001,10903200,49.660202
"2009-12-21",63.450001,64.860001,63.209999,63.77,5884500,50.307087
"2009-12-22",64.040001,64.75,63.75,63.98,4906700,50.472748
"2009-12-23",65,65.910004,64.550003,65.230003,5447500,51.458862
"2009-12-24",65.410004,65.800003,65.160004,65.349998,1492400,51.553509
"2009-12-28",65.959999,66.440002,65.449997,65.720001,3665800,51.845409
"2009-12-29",66,66.279999,64.779999,65.199997,3381600,51.435188
"2009-12-30",64.949997,65.599998,64.669998,65.559998,2798700,51.719189
"2009-12-31",65.639999,66,65.050003,65.089996,3451200,51.348389
"2010-01-04",66.389999,67.199997,66.120003,67.110001,5771300,52.941959
"2010-01-05",66.989998,67.620003,66.730003,67.300003,7365300,53.091843
"2010-01-06",67.169998,68.940002,67.029999,68.800003,9950000,54.275166
"2010-01-07",68.489998,69.809998,68.209999,69.510002,7691900,54.835278
"2010-01-08",69.190002,72,69.089996,70.650002,13487200,55.734608
"2010-01-11",71.300003,71.559998,69.370003,70.650002,10301600,55.734608
"2010-01-12",69.199997,70.709999,68.800003,69.589996,9407300,54.898388
"2010-01-13",69.709999,71.080002,68.220001,70.849998,8803900,55.892384
"2010-01-14",70.110001,71.830002,70.110001,71.290001,7211800,56.23946
"2010-01-15",71.220001,71.970001,70.139999,70.830002,12585500,55.876595
"2010-01-19",69.870003,71.25,69.540001,70.93,7363000,55.955482
"2010-01-20",69.769997,70.150002,67.980003,69.089996,10724500,54.503929
"2010-01-21",69.019997,69.489998,67.519997,68.309998,11573600,53.888607
"2010-01-22",67.389999,68.379997,64.919998,65.239998,14339800,51.466732
"2010-01-25",65.690002,66.580002,64.5,65.809998,9890500,51.916393
"2010-01-26",65.25,67.75,64.769997,65.75,9105700,51.869057
"2010-01-27",65.459999,66.290001,64.82,65.699997,9693300,51.829624
"2010-01-28",66.120003,66.75,64.230003,64.629997,8888400,50.985519
"2010-01-29",65.400002,66.190002,62.889999,63.459999,11921200,50.062519
"2010-02-01",64.300003,65.199997,63.93,64.790001,8508100,51.11174
"2010-02-02",65.5,66.529999,64.970001,66.120003,7972100,52.160954
"2010-02-03",65.720001,66.879997,65.57,65.989998,6110700,52.058384
"2010-02-04",64.989998,65.190002,62.330002,62.5,9732100,49.305199
"2010-02-05",62.610001,63.169998,60.259998,62.060001,11505100,48.958092
"2010-02-08",62.23,63.68,61.57,62.119999,7956800,49.005432
"2010-02-09",63.130001,64.989998,63,63.759998,9163500,50.299191
"2010-02-10",63.610001,64.25,62.349998,63.650002,6904200,50.212421
"2010-02-11",63.560001,64.900002,62.549999,64.760002,7325000,51.088078
"2010-02-12",63.700001,64.730003,63.119999,64.300003,8400000,50.890221
"2010-02-16",65.330002,65.75,64.57,65.650002,6115900,51.958664
"2010-02-17",65.830002,66,64.879997,65.43,6430200,51.784557
"2010-02-18",65.879997,66.330002,65.089996,65.809998,7704400,52.085289
"2010-02-19",63.360001,64.389999,62.98,63.900002,18088700,50.573627
"2010-02-22",60.09,61.939999,59.75,61.57,87130600,48.729553
"2010-02-23",61.5,61.720001,60.16,60.880001,35857500,48.183449
"2010-02-24",61.130001,61.5,60.360001,60.91,22980900,48.207191
"2010-02-25",60.09,60.939999,59.419998,60.810001,17558200,48.128052
"2010-02-26",61.130001,61.400002,60.52,61.099998,15524000,48.357578
"2010-03-01",61.830002,61.98,60.959999,61.419998,12843400,48.610832
"2010-03-02",61.59,62.880001,61,62.810001,17688300,49.710964
"2010-03-03",63.389999,64.029999,63.029999,63.23,15293200,50.043358
"2010-03-04",63.240002,63.73,62.27,62.880001,12989200,49.766357
"2010-03-05",63.41,63.939999,63.209999,63.810001,11023900,50.502392
"2010-03-08",63.830002,64.650002,63.779999,64.480003,12253000,51.032681
"2010-03-09",64.040001,64.57,63.700001,64.099998,12032000,50.731918
"2010-03-10",64.010002,64.519997,63.23,64.199997,11854600,50.811069
"2010-03-11",64.059998,64.190002,63.349998,63.900002,8021300,50.573627
"2010-03-12",64.169998,64.669998,63.799999,64.540001,8398200,51.080151
"2010-03-15",64.099998,64.669998,63.299999,64.309998,10054100,50.898129
"2010-03-16",64.809998,65.660004,64.169998,65.519997,9911800,51.855782
"2010-03-17",65.769997,66.980003,65.5,66.599998,12425700,52.710548
"2010-03-18",66.5,66.730003,64.800003,65.25,12906100,51.642078
"2010-03-19",64.32,65.779999,63.740002,64.32,18665900,50.906048
"2010-03-22",62.700001,64.300003,62.040001,63.490002,15691300,50.249138
"2010-03-23",63.529999,63.970001,62.779999,63.029999,10663100,49.885075
"2010-03-24",62.41,63.310001,62.009998,62.209999,11762400,49.236076
"2010-03-25",62.849998,63.25,60.669998,60.759998,12399200,48.088482
"2010-03-26",61.119999,61.990002,61.099998,61.669998,11645300,48.808701
"2010-03-29",62.32,63.400002,62.18,63.07,10952500,49.916721
"2010-03-30",63.299999,63.830002,62.77,63.049999,10340600,49.900898
"2010-03-31",63.43,63.560001,62.939999,63.459999,11957700,50.225388
"2010-04-01",64.239998,64.870003,63.970001,64.57,11194100,51.103916
"2010-04-05",65.029999,66.230003,64.760002,65.769997,9733800,52.05365
"2010-04-06",65.889999,67.019997,65.800003,66.790001,10429500,52.860928
"2010-04-07",66.849998,66.849998,65.68,66.040001,9757000,52.267326
"2010-04-08",65.480003,66.790001,65.040001,66.620003,8790900,52.726383
"2010-04-09",67.07,67.349998,66.230003,66.529999,7648400,52.655128
"2010-04-12",66.199997,66.839996,66.150002,66.309998,5928200,52.481026
"2010-04-13",66.400002,66.400002,64.610001,65.510002,10312400,51.847858
"2010-04-14",66,67.419998,65.769997,67.099998,9175700,53.106285
"2010-04-15",67.010002,67.5,66.68,67.209999,5998100,53.193329
"2010-04-16",66.459999,67.160004,64.860001,65.800003,11292900,52.077385
"2010-04-19",65.18,65.919998,64.510002,65.239998,9762400,51.634163
"2010-04-20",66.400002,68,66.190002,67.849998,11961900,53.699863
"2010-04-21",67.889999,68.5,67.169998,68.019997,8688900,53.8344
"2010-04-22",67.260002,68.410004,66.779999,68.18,11255300,53.961033
"2010-04-23",70.139999,73.190002,69.900002,72.68,22082900,57.52256
"2010-04-26",72.599998,73.169998,72.25,72.690002,10580700,57.53046
"2010-04-27",72.389999,72.589996,70,70.309998,14671400,55.646843
"2010-04-28",70.769997,71.139999,69.120003,71.010002,10860300,56.200836
"2010-04-29",72.269997,73.989998,71.300003,73.150002,27991300,57.894535
"2010-04-30",73.330002,73.800003,70.529999,71.419998,24492000,56.525333
"2010-05-03",71.120003,71.980003,70.059998,71.309998,14228400,56.438271
"2010-05-04",69.550003,70.559998,68.510002,68.949997,14154100,54.570454
"2010-05-05",67.360001,68.32,66.440002,67.300003,14303300,53.264561
"2010-05-06",67.120003,68.110001,61,65.349998,18571600,51.72123
"2010-05-07",64.589996,65.639999,62.209999,62.860001,21513600,49.750519
"2010-05-10",65.519997,67,65.519997,66.830002,19198700,52.892574
"2010-05-11",66.029999,67.889999,65.959999,66.839996,11655400,52.90049
"2010-05-12",67.309998,67.650002,65.610001,66.650002,11561700,52.750107
"2010-05-13",67.07,68.32,65.980003,66.940002,9807600,52.979637
"2010-05-14",66.540001,66.68,64.019997,64.879997,12514100,51.349247
"2010-05-17",65.220001,65.389999,62.5,64.150002,12538500,50.771492
"2010-05-18",65.110001,66.150002,63.450001,63.740002,13130100,50.446999
"2010-05-19",63.450001,64.410004,61.639999,62.59,15471800,49.536839
"2010-05-20",60.919998,61.16,58.93,59.220001,19423500,46.869644
"2010-05-21",57.790001,60.669998,57.549999,60.5,21535400,47.88269
"2010-05-24",60.130001,60.540001,57.549999,57.599998,19525800,45.587502
"2010-05-25",56.049999,58.59,55.66,58.459999,20573000,46.268139
"2010-05-26",59.330002,60.34,58.650002,58.75,17318000,46.497658
"2010-05-27",60.580002,61.080002,58.599998,60.02,20613000,47.502808
"2010-05-28",59.48,59.810001,55.459999,56.150002,27777000,44.595932
"2010-06-01",54.450001,54.450001,51.669998,51.75,35731200,41.10133
"2010-06-02",53.720001,56.419998,53.349998,56.310001,26839300,44.723
"2010-06-03",57.330002,57.529999,54.450001,56.630001,25274400,44.977158
"2010-06-04",55.700001,57.950001,55.169998,55.740002,20070400,44.27029
"2010-06-07",55.869999,56.599998,54.110001,54.23,14146300,43.071011
"2010-06-08",54.43,55.709999,53.849998,55.560001,16140500,44.127338
"2010-06-09",56.349998,57.939999,55.209999,55.470001,13576100,44.055851
"2010-06-10",57.790001,59.349998,57.349998,59.169998,16931400,46.994503
"2010-06-11",58.439999,59.709999,58.220001,59.48,10919100,47.240707
"2010-06-14",60.400002,60.91,58.509998,58.66,11821200,46.589443
"2010-06-15",59.709999,61.060001,59.150002,60.869999,9340600,48.344688
"2010-06-16",59.790001,61.650002,59.790001,60.810001,9602000,48.297028
"2010-06-17",61.360001,61.59,60.560001,61.360001,9951400,48.733868
"2010-06-18",61.139999,61.240002,59.459999,60.529999,16572100,48.074654
"2010-06-21",61.639999,61.889999,59.810001,60.330002,10320700,47.915802
"2010-06-22",60.330002,60.560001,58.189999,58.259998,15054100,46.271751
"2010-06-23",58.23,58.740002,57.439999,58.330002,8165300,46.327354
"2010-06-24",58.040001,58.310001,56.869999,57.139999,7830400,45.382221
"2010-06-25",57.360001,58.5,56.650002,58.220001,24144300,46.239971
"2010-06-28",57.849998,58.290001,57.07,57.34,8834400,45.541061
"2010-06-29",56.119999,56.580002,54.849998,55.080002,12915500,43.746113
"2010-06-30",55.34,56.619999,55.02,55.34,13046800,43.952602
"2010-07-01",55.290001,55.799999,53.610001,55.259998,14512400,43.889061
"2010-07-02",55.259998,56.16,54.220001,54.959999,11996700,43.650795
"2010-07-06",56.150002,56.73,54.700001,55.540001,10999000,44.111454
"2010-07-07",55.68,57.549999,55.400002,57.540001,12151000,45.699905
"2010-07-08",58.360001,58.540001,57.02,58.540001,9054900,46.494133
"2010-07-09",58.599998,58.860001,57.849998,58.560001,6312900,46.510029
"2010-07-12",58.419998,58.959999,57.599998,58.25,7019600,46.263805
"2010-07-13",59.099998,59.700001,58.560001,58.619999,9267000,46.557674
"2010-07-14",58.400002,59.52,57.93,58.889999,7879700,46.772133
"2010-07-15",58.919998,58.919998,57.419998,58.669998,11485800,46.597382
"2010-07-16",58.5,58.509998,56.599998,56.68,17111800,45.016888
"2010-07-19",57.77,59.68,57.34,59.150002,14266600,46.978626
"2010-07-20",58.490002,61.330002,58.02,61.040001,13817800,48.47971
"2010-07-21",61.25,61.5,58.91,59.59,12534900,47.328075
"2010-07-22",60.5,61.869999,60.27,61.299999,12752300,48.686207
"2010-07-23",59.080002,60,58.200001,59.349998,18903000,47.137463
"2010-07-26",59.650002,59.650002,57.84,58.849998,9594800,46.740334
"2010-07-27",59.25,59.25,57.580002,58.93,13798400,46.803886
"2010-07-28",58.919998,60.07,58.610001,59.73,10541400,47.439259
"2010-07-29",60.150002,60.98,58.709999,59.810001,10262400,47.502811
"2010-07-30",58.91,60,58.720001,59.66,8901600,47.383671
"2010-08-02",60.959999,63.369999,60.889999,62.740002,15300200,49.82991
"2010-08-03",61.84,63.369999,61.84,62.860001,11709800,49.925209
"2010-08-04",62.869999,63.720001,62.349998,62.919998,8673400,49.972847
"2010-08-05",62.630001,63.279999,61.939999,63.259998,5842000,50.242905
"2010-08-06",62.759998,63.290001,61.43,62.34,7151800,49.512207
"2010-08-09",62.84,63.189999,62.439999,62.75,4657700,49.837837
"2010-08-10",61.900002,62.529999,61.16,62.150002,6889400,49.361309
"2010-08-11",60.98,61.080002,59.630001,60.060001,9892000,47.701366
"2010-08-12",58.73,59.889999,58.630001,59.299999,7802900,47.097755
"2010-08-13",59,59.84,58.720001,58.759998,5605500,46.668858
"2010-08-16",58.509998,59.830002,58.400002,59.369999,5973300,47.153358
"2010-08-17",60,60.990002,59.639999,60.310001,5836800,47.899925
"2010-08-18",60.07,60.169998,58.720001,59.18,8503600,47.002434
"2010-08-19",59.049999,59.150002,57.369999,57.82,8520200,45.922283
"2010-08-20",57.150002,57.43,55.82,56.459999,9342100,44.842148
"2010-08-23",55.630001,56.73,55.5,55.82,10497100,44.333839
"2010-08-24",54.860001,56.360001,54.669998,54.77,15218100,43.499901
"2010-08-25",54.709999,54.919998,53.950001,54.689999,9070900,43.436344
"2010-08-26",55.189999,55.419998,53.419998,53.459999,13380200,42.459461
"2010-08-27",53.919998,55.939999,53.439999,55.759998,12558600,44.286182
"2010-08-30",55.610001,55.919998,54.099998,54.169998,9392600,43.185997
"2010-08-31",53.91,54.009998,52.91,53.330002,13104300,42.516342
"2010-09-01",54.099998,55.41,53.900002,55.18,11269600,43.991199
"2010-09-02",55.529999,56.470001,55.080002,56.419998,8583300,44.979774
"2010-09-03",57.169998,57.900002,56.790001,57.369999,9442800,45.737141
"2010-09-07",57.43,57.509998,56.610001,57.130001,9281700,45.545795
"2010-09-08",57.279999,58.900002,57.130001,58.34,8950300,46.510456
"2010-09-09",59.150002,59.380001,58.360001,58.529999,7350100,46.661938
"2010-09-10",59.139999,59.779999,58.740002,59.310001,7791700,47.283775
"2010-09-13",59.93,60.450001,59.720001,60.150002,7280700,47.953445
"2010-09-14",59.98,59.990002,58.040001,58.849998,13382300,46.917034
"2010-09-15",58.52,59.43,57.279999,58.189999,15781100,46.390873
"2010-09-16",58,58.549999,57.700001,58.18,6871700,46.3829
"2010-09-17",58.669998,58.869999,58.09,58.099998,9750100,46.319111
"2010-09-20",58.209999,59.130001,57.77,58.84,9372100,46.909069
"2010-09-21",58.849998,59.810001,58.66,59.290001,8339000,47.267818
"2010-09-22",59.400002,59.93,58.790001,58.98,6702000,47.020672
"2010-09-23",58.110001,58.84,57.799999,58.110001,8540000,46.327084
"2010-09-24",59.119999,61.060001,58.91,60.639999,9836300,48.344082
"2010-09-27",61.029999,61.07,59.669998,59.860001,7828500,47.72226
"2010-09-28",59.970001,60.439999,59.389999,60.290001,8281600,48.06506
"2010-09-29",60.369999,62.169998,60.110001,61.52,9778600,49.045658
"2010-09-30",62.209999,62.959999,61.290001,61.610001,10171200,49.117405
"2010-10-01",62.369999,62.849998,61.799999,62.43,8841500,49.77113
"2010-10-04",62.279999,63,60.57,61.200001,7277500,48.790527
"2010-10-05",62.139999,63.200001,61.869999,62.959999,9926500,50.193657
"2010-10-06",62.810001,63.919998,62.73,63.130001,8339500,50.329185
"2010-10-07",63.68,63.68,62.419998,62.990002,7831300,50.217575
"2010-10-08",62.740002,63.790001,61.599998,63.560001,8344400,50.672005
"2010-10-11",63.389999,64.089996,62.869999,63.5,5621700,50.624168
"2010-10-12",63.16,63.23,61.970001,62.66,12047900,49.954491
"2010-10-13",63.490002,64.980003,63.259998,64.620003,10551300,51.517067
"2010-10-14",64.730003,64.980003,63.700001,64.260002,8009000,51.230068
"2010-10-15",64.709999,64.879997,63.52,64.5,11585900,51.421387
"2010-10-18",63.900002,65.660004,63.529999,64.510002,8083000,51.429379
"2010-10-19",63.619999,63.880001,62.360001,63.139999,13664200,50.33717
"2010-10-20",63.439999,64.75,63.110001,64.290001,8642700,51.253971
"2010-10-21",64.5,64.949997,63.5,64.309998,10354600,51.269924
"2010-10-22",66.07,68.199997,66.010002,67.769997,14852800,54.028328
"2010-10-25",68.529999,69.910004,68.489998,68.529999,12847200,54.634243
"2010-10-26",68.440002,69.589996,68.209999,69.110001,9675000,55.096634
"2010-10-27",68.239998,69.349998,67.599998,69.239998,7859900,55.200268
"2010-10-28",69.589996,69.980003,68.540001,69.779999,14198400,55.630772
"2010-10-29",69.489998,70.230003,69.029999,69.889999,12555700,55.718468
"2010-11-01",70.440002,70.459999,69.540001,70.169998,12298100,55.941689
"2010-11-02",70.870003,72.080002,70.610001,71.470001,9437600,56.978115
"2010-11-03",71.699997,72.209999,70.949997,72.209999,9473200,57.568054
"2010-11-04",73.839996,75.839996,73.639999,75.800003,14364800,60.430103
"2010-11-05",75.449997,76.330002,74.660004,75.660004,11414200,60.318504
"2010-11-08",75.389999,75.660004,74.239998,74.839996,10578800,59.664753
"2010-11-09",75.099998,76.300003,73.5,73.919998,11238400,58.931313
"2010-11-10",73.830002,74.760002,73.230003,74.650002,11753900,59.513313
"2010-11-11",73.989998,75.139999,73.519997,75.019997,9052300,59.80827
"2010-11-12",73.589996,74.900002,73.239998,74.110001,11112500,59.082794
"2010-11-15",74.309998,74.779999,73.800003,74.300003,8442000,59.234268
"2010-11-16",72.949997,74.32,72.5,73.18,12451900,58.341358
"2010-11-17",72.739998,74.769997,72.580002,74.400002,9636900,59.313984
"2010-11-18",75.18,75.980003,75,75.5,9381300,60.190937
"2010-11-19",75.489998,76.470001,74.279999,76.43,7682000,60.932358
"2010-11-22",75.900002,76.400002,74.629997,76.400002,8319400,60.908459
"2010-11-23",75.419998,75.480003,73.830002,75.440002,9621500,60.143105
"2010-11-24",75.739998,77.199997,75.699997,77.150002,6859600,61.506367
"2010-11-26",76.129997,77.349998,75.980003,75.980003,2771200,60.573616
"2010-11-29",75.900002,77.160004,75.059998,77,8594800,61.556915
"2010-11-30",75.440002,77.790001,74.730003,77.339996,11115700,61.828724
"2010-12-01",78.300003,81.199997,78.300003,80.849998,11990000,64.634743
"2010-12-02",80.559998,81.120003,80.279999,80.739998,7863000,64.546829
"2010-12-03",79.669998,83,79.669998,82.739998,10792400,66.145706
"2010-12-06",82.739998,83.209999,81.300003,82.860001,6948200,66.241638
"2010-12-07",83.889999,84.110001,80.720001,81,9649600,64.7547
"2010-12-08",81.18,81.839996,80.300003,80.900002,7405100,64.674751
"2010-12-09",82.029999,82.419998,80.510002,81.239998,5713500,64.946548
"2010-12-10",81.019997,81.839996,80.919998,81.540001,5861900,65.186378
"2010-12-13",82.309998,83.849998,82.199997,82.43,8058000,65.897873
"2010-12-14",82.43,82.589996,81.010002,81.330002,7112600,65.018509
"2010-12-15",80.599998,81.779999,80.550003,80.720001,6427800,64.53083
"2010-12-16",80.580002,81.18,79.709999,81.129997,6678700,64.858604
"2010-12-17",81.010002,81.690002,80.709999,81.339996,7632400,65.026482
"2010-12-20",81.540001,82.400002,81.389999,82.18,5902200,65.698021
"2010-12-21",82.32,82.730003,81.739998,82.440002,5391200,65.905891
"2010-12-22",82.779999,83.160004,82.230003,82.809998,4041700,66.201668
"2010-12-23",82.550003,83,82.25,82.519997,3738300,65.969849
"2010-12-27",81.849998,82.639999,81.699997,82.419998,2858000,65.889885
"2010-12-28",82.190002,82.940002,82.190002,82.209999,2753100,65.722
"2010-12-29",82.269997,84,82.269997,83.629997,4512500,66.857231
"2010-12-30",83.709999,84,82.830002,83.360001,3297200,66.641335
"2010-12-31",83.32,83.82,83,83.5,3385000,66.753296
"2011-01-03",84,84.550003,83.370003,83.650002,5429100,66.873192
"2011-01-04",83.809998,84.230003,80.650002,81.629997,8640400,65.258339
"2011-01-05",80.940002,82.699997,80.599998,82.589996,6215800,66.02578
"2011-01-06",82.599998,82.68,79.739998,80.529999,8257200,64.378952
"2011-01-07",80.559998,82.25,80.290001,81.559998,6604800,65.202393
"2011-01-10",80.93,81.470001,80.169998,80.68,6480600,64.498848
"2011-01-11",81.410004,82.459999,81.389999,82.260002,6606700,65.761963
"2011-01-12",82.93,84.489998,82.879997,84.449997,6797800,67.512756
"2011-01-13",84.300003,85.300003,83.900002,84.599998,7352900,67.632668
"2011-01-14",84.580002,86.959999,84.110001,86.910004,8400900,69.479362
"2011-01-18",86.589996,86.900002,85.940002,86.760002,7381700,69.359451
"2011-01-19",87.080002,87.699997,85.779999,86.260002,11819700,68.959747
"2011-01-20",84.589996,85.330002,82.440002,85.279999,11931900,68.176277
"2011-01-21",87.400002,87.559998,82.839996,83.480003,19141800,66.737282
"2011-01-24",84,84.760002,82,84.25,9926200,67.352859
"2011-01-25",84.260002,84.540001,82.230003,83.25,9155200,66.553429
"2011-01-26",83.989998,87.75,83.830002,87.449997,10597600,69.911057
"2011-01-27",87.349998,87.870003,85.510002,85.980003,9216100,68.735901
"2011-01-28",87.400002,87.489998,85.709999,86.669998,8792000,69.287491
"2011-01-31",86.410004,89,86.110001,88.989998,8150600,71.142204
"2011-02-01",89.480003,90.419998,88.900002,89.639999,10033100,71.661865
"2011-02-02",89.440002,89.809998,88.43,89.080002,5519300,71.214188
"2011-02-03",89.400002,89.540001,87.720001,89.43,5515400,71.493958
"2011-02-04",89.589996,89.970001,88.160004,89.330002,6035400,71.414032
"2011-02-07",89.620003,91.239998,89.099998,89.830002,6746200,71.813744
"2011-02-08",89.370003,89.690002,87.599998,89.059998,6173300,71.198166
"2011-02-09",88.389999,89.639999,87.25,88.489998,6166100,70.74247
"2011-02-10",88.589996,90.699997,88.300003,90.629997,6874100,72.453293
"2011-02-11",89.989998,91.610001,89.650002,90.370003,5893400,72.245445
"2011-02-14",90.209999,92.339996,90.209999,92.239998,5718600,73.944954
"2011-02-15",92.089996,92.660004,91.150002,92.339996,7363000,74.025101
"2011-02-16",92.360001,94.5,91.779999,94.010002,8895100,75.363899
"2011-02-17",92.459999,94.919998,92.459999,94.370003,6732700,75.652496
"2011-02-18",94.75,95.150002,93.650002,95.040001,8260700,76.189606
"2011-02-22",95,95.639999,91.410004,92.910004,13636900,74.482056
"2011-02-23",92.199997,94.610001,92.029999,92.900002,10386900,74.474075
"2011-02-24",91.849998,92.610001,89.519997,89.650002,11831400,71.868645
"2011-02-25",90.629997,92.980003,90.25,92.849998,8013200,74.433998
"2011-02-28",93.129997,93.610001,91.82,93.419998,8325600,74.8909
"2011-03-01",94.489998,95,91.400002,91.5,9201700,73.351738
"2011-03-02",90.860001,91.43,89.519997,90.989998,9360200,72.942902
"2011-03-03",92.349998,93.010002,91.529999,92.849998,7650200,74.433998
"2011-03-04",92.639999,92.980003,90.449997,91.400002,6040500,73.271584
"2011-03-07",91.779999,92.330002,89.919998,90.25,6867200,72.34967
"2011-03-08",91.300003,91.360001,89.529999,89.849998,5960800,72.028999
"2011-03-09",89.43,89.980003,88.029999,88.550003,7590600,70.986839
"2011-03-10",86.620003,86.900002,84.389999,84.610001,13749600,67.828293
"2011-03-11",83.669998,86.879997,83.650002,86.239998,8581000,69.135025
"2011-03-14",85.370003,85.809998,83.639999,85.360001,11384400,68.429573
"2011-03-15",82.150002,85.489998,82.07,84.800003,8797200,67.980614
"2011-03-16",84.07,84.860001,81.93,83.099998,13268400,66.617798
"2011-03-17",84.809998,87.5,84.120003,87.050003,11245500,69.78434
"2011-03-18",87.760002,88.150002,85.32,85.93,11632900,68.886482
"2011-03-21",87.139999,89.739998,87.139999,89.730003,8190700,71.932793
"2011-03-22",89.32,89.730003,88.269997,88.769997,6441200,71.163223
"2011-03-23",88.720001,89.019997,87.629997,88.5,4816900,70.946793
"2011-03-24",88.860001,88.989998,86.709999,88.099998,6523300,70.626091
"2011-03-25",87.730003,87.919998,86.379997,86.889999,10845300,69.656075
"2011-03-28",86.519997,91.349998,86.269997,90.43,15765500,72.493958
"2011-03-29",90.75,94.690002,90.160004,94.360001,13461600,75.64447
"2011-03-30",94.830002,94.830002,92.519997,93.650002,8207800,75.075317
"2011-03-31",94.260002,95.290001,93.150002,93.260002,7492400,74.762657
"2011-04-01",94.099998,95,93.220001,93.699997,5993200,75.115402
"2011-04-04",94.330002,94.860001,92.639999,92.769997,6643100,74.369812
"2011-04-05",92.589996,94.18,92.389999,92.870003,7527900,74.450005
"2011-04-06",93.610001,93.900002,90.889999,91.940002,7262400,73.704475
"2011-04-07",92.139999,92.400002,90.709999,91.620003,6255200,73.447929
"2011-04-08",92.699997,92.760002,90.410004,90.849998,7803400,72.830643
"2011-04-11",90.980003,91.879997,88.400002,88.800003,8314700,71.187256
"2011-04-12",87.790001,88.18,85.550003,86.239998,10670700,69.135025
"2011-04-13",86.860001,87.279999,85.650002,85.790001,7479400,68.774277
"2011-04-14",85.139999,86.349998,84.720001,86.019997,6720200,68.958626
"2011-04-15",86.699997,87.18,85.190002,86.660004,8173300,69.47171
"2011-04-18",85.110001,85.400002,83.599998,84.75,9273900,67.940529
"2011-04-19",84.639999,86.25,84.459999,86.129997,8700100,69.046814
"2011-04-20",87.620003,88.080002,87.099998,87.889999,8503200,70.457741
"2011-04-21",89.410004,91.160004,88.970001,89.779999,10957100,71.97287
"2011-04-25",89.559998,89.779999,87.599998,88.050003,5486000,70.586021
"2011-04-26",88.190002,89.739998,88.019997,89.470001,5999300,71.72438
"2011-04-27",89.839996,90.129997,87.330002,89.379997,7656300,71.652184
"2011-04-28",88.099998,89.739998,87.959999,89.110001,4793000,71.435768
"2011-04-29",88.809998,90,87.949997,89.75,6900000,71.948814
"2011-05-02",89.940002,90.919998,86.900002,87.790001,8564400,70.377579
"2011-05-03",87.209999,87.93,85.190002,85.849998,8361200,68.822357
"2011-05-04",85.889999,85.889999,83.809998,84.790001,8643300,67.972603
"2011-05-05",83.010002,85.400002,81.739998,82.839996,13356100,66.409348
"2011-05-06",84.089996,85.129997,81.959999,82.660004,10724200,66.265083
"2011-05-09",83.400002,84.029999,82.669998,83.589996,8670500,67.010628
"2011-05-10",84.029999,85.239998,83.480003,84.489998,7293700,67.732109
"2011-05-11",84.269997,84.269997,80.830002,82.25,12673300,65.936386
"2011-05-12",82.190002,84.07,81.330002,83.519997,13427300,66.954506
"2011-05-13",83.68,84.25,81.720001,82.709999,10234500,66.305161
"2011-05-16",82.199997,83.660004,81.849998,82.190002,9597500,65.888306
"2011-05-17",81.410004,82.660004,80.849998,82.059998,11787500,65.784081
"2011-05-18",82.489998,84.410004,82.25,83.75,8621700,67.138878
"2011-05-19",84.150002,84.599998,82.849998,83.580002,7768000,67.002594
"2011-05-20",83.330002,84.32,82.300003,83.5,8242200,66.938469
"2011-05-23",81.860001,82.419998,81.379997,82.080002,6315800,65.800102
"2011-05-24",82.82,84.519997,82.82,83.279999,9057800,66.762093
"2011-05-25",82.779999,84.769997,82.779999,84.089996,10897200,67.411438
"2011-05-26",84,85.43,83.849998,85.190002,6455100,68.293259
"2011-05-27",85.489998,86.480003,84.559998,84.709999,6360900,68.108353
"2011-05-31",86.07,86.339996,84.839996,85.720001,7380300,68.920403
"2011-06-01",85.730003,86.139999,82.860001,83.190002,8074900,66.88623
"2011-06-02",83.309998,84.75,82.900002,84.290001,8082900,67.770653
"2011-06-03",82.870003,86.150002,82.669998,85.040001,8344200,68.373703
"2011-06-06",85.220001,85.480003,82.809998,83.059998,7455400,66.781708
"2011-06-07",84.209999,84.589996,82.839996,82.879997,5975300,66.636986
"2011-06-08",82.900002,84.589996,82.889999,83.730003,7472100,67.320389
"2011-06-09",84.18,86.519997,84.110001,85.839996,8700500,69.016876
"2011-06-10",85.199997,85.519997,83.57,83.660004,7328400,67.264145
"2011-06-13",83.769997,84.489998,81.660004,82.699997,7053100,66.492279
"2011-06-14",84.25,85.150002,83.949997,84.5,7476300,67.939499
"2011-06-15",83.540001,85.239998,82.040001,82.660004,8695300,66.460114
"2011-06-16",82.760002,83.410004,81.400002,82.25,8468400,66.130463
"2011-06-17",82.940002,82.940002,81.330002,81.790001,7916800,65.760597
"2011-06-20",81.370003,82.730003,80.910004,82.129997,6434600,66.033958
"2011-06-21",82.480003,84.18,82.379997,83.5,6475900,67.13549
"2011-06-22",83.089996,84.790001,82.889999,83.580002,6003000,67.199791
"2011-06-23",81.040001,83.209999,80.25,83.07,10391400,66.789749
"2011-06-24",83.120003,83.199997,80.639999,80.919998,9958000,65.061111
"2011-06-27",80.309998,81.269997,79.550003,80.639999,8411700,64.836021
"2011-06-28",81.480003,84.610001,81.360001,84.349998,11133500,67.818901
