"","IR.Open","IR.High","IR.Low","IR.Close","IR.Volume","IR.Adjusted"
"2001-08-28",16.649361,16.701279,16.465654,16.509584,1419200,12.252826
"2001-08-29",16.513578,16.613419,16.313898,16.429712,2788700,12.193552
"2001-08-30",16.429712,16.453674,15.662939,15.802715,1722500,11.728214
"2001-08-31",15.8746,16.210064,15.770767,16.202076,1351400,12.02461
"2001-09-04",16.202076,16.633387,16.054314,16.341852,1552400,12.128343
"2001-09-05",16.341852,16.341852,15.938498,16.246006,1525600,12.05721
"2001-09-06",16.074282,16.154154,15.722843,15.846645,2180900,11.76082
"2001-09-07",15.563099,15.654952,15.05591,15.103834,2235000,11.209529
"2001-09-10",14.936102,15.167731,14.676517,14.984026,2358200,11.120616
"2001-09-17",14.576677,14.636581,13.578275,13.698083,3555100,10.16623
"2001-09-18",14.057508,14.157349,13.797923,14.097445,2546800,10.462626
"2001-09-19",14.257189,14.257189,13.41853,13.80591,3221600,10.246255
"2001-09-20",13.865815,13.865815,12.635783,12.827477,2781100,9.520098
"2001-09-21",12.180511,12.751597,12.140575,12.388179,4549200,9.194069
"2001-09-24",13.378594,13.410543,12.879393,13.410543,4041900,9.952827
"2001-09-25",13.266773,13.538339,13.178914,13.498403,3369100,10.018037
"2001-09-26",13.3746,13.398562,12.943291,13.019169,3066600,9.662368
"2001-09-27",13.170926,13.170926,12.579872,12.587859,4716000,9.342264
"2001-09-28",12.691693,13.538339,12.659744,13.498403,4165100,10.018037
"2001-10-01",13.498403,13.498403,12.979233,13.095048,1893200,9.718678
"2001-10-02",13.21885,13.718051,13.206869,13.65016,2128900,10.130664
"2001-10-03",13.65016,14.337061,13.458467,14.277157,2704000,10.595999
"2001-10-04",14.476837,14.736422,14.277157,14.38099,2741800,10.673061
"2001-10-05",14.480831,14.616613,14.277157,14.544728,1685900,10.794583
"2001-10-08",14.249201,14.580671,14.065495,14.345048,1904700,10.646389
"2001-10-09",14.345048,14.484824,14.153355,14.476837,2124800,10.744195
"2001-10-10",14.476837,15.04393,14.277157,14.936102,2375000,11.085048
"2001-10-11",15.3754,15.810703,15.259584,15.623003,3923200,11.594839
"2001-10-12",15.714856,15.714856,15.347445,15.599042,3232400,11.577059
"2001-10-15",15.654952,15.954473,15.61901,15.910543,2404000,11.808243
"2001-10-16",15.894568,16.333866,15.778754,16.178116,3838300,12.006824
"2001-10-17",16.373802,16.373802,15.623003,15.634984,2029900,11.603726
"2001-10-18",15.634984,15.770767,15.211661,15.287539,2878500,11.34587
"2001-10-19",15.275559,15.275559,15.011981,15.171725,2024200,11.259915
"2001-10-22",15.171725,15.535144,15.05591,15.47524,2409300,11.485174
"2001-10-23",15.67492,15.67492,15.395368,15.443291,1861400,11.461467
"2001-10-24",15.543131,15.750799,15.359425,15.603035,1450000,11.580022
"2001-10-25",15.47524,15.726837,15.14377,15.690894,1318600,11.645228
"2001-10-26",15.754792,16.09425,15.666933,16.09425,1282500,11.944587
"2001-10-29",16.034346,16.038338,15.443291,15.479233,1280700,11.488137
"2001-10-30",15.395368,15.427317,14.85623,14.920128,1961100,11.073191
"2001-10-31",14.976038,15.319489,14.896166,14.896166,2178400,11.055407
"2001-11-01",15.047923,15.415336,14.680511,15.379393,1876700,11.414042
"2001-11-02",15.415336,15.742811,15.219648,15.662939,1636600,11.624479
"2001-11-05",15.654952,15.974441,15.591054,15.894568,1500100,11.796387
"2001-11-06",15.834664,16.246006,15.778754,16.218052,1369600,12.036466
"2001-11-07",16.16214,16.433706,16.074282,16.242012,1210600,12.054246
"2001-11-08",16.242012,16.753195,16.082268,16.10623,1614500,11.95347
"2001-11-09",16.214058,16.34984,16.010384,16.054314,1545900,11.914944
"2001-11-12",16.154154,16.19409,15.694888,15.938498,1657300,11.828985
"2001-11-13",15.974441,16.53754,15.974441,16.465654,1796300,12.2725
"2001-11-14",16.773163,17.012779,16.769169,16.884985,3225900,12.585042
"2001-11-15",16.952875,17.16853,16.777157,17.16853,2788400,12.796382
"2001-11-16",17.164537,17.164537,16.693291,16.773163,2865500,12.501697
"2001-11-19",16.773163,16.892971,16.613419,16.781151,2299100,12.507651
"2001-11-20",16.781151,16.781151,16.453674,16.633387,1413700,12.397516
"2001-11-21",16.637381,16.637381,16.273962,16.453674,797700,12.263568
"2001-11-23",16.39377,16.625399,16.39377,16.58147,639700,12.358825
"2001-11-26",16.673323,16.733227,16.473642,16.597445,1515900,12.370729
"2001-11-27",16.597445,16.761183,16.445686,16.693291,1762800,12.44217
"2001-11-28",16.673323,16.685303,16.477636,16.621407,1300000,12.388588
"2001-11-29",16.585463,16.669329,16.473642,16.593451,2473200,12.367752
"2001-11-30",16.613419,16.857029,16.477636,16.729233,1415000,12.468953
"2001-12-03",16.673323,16.749201,16.49361,16.609425,1486300,12.379663
"2001-12-04",16.513578,17.172523,16.513578,17.148561,1769000,12.781501
"2001-12-05",17.3123,17.951279,17.292332,17.775558,2955400,13.248823
"2001-12-06",17.751598,18.202875,17.69968,17.951279,2184900,13.379793
"2001-12-07",17.771566,18.230831,17.771566,18.071087,2283600,13.469092
"2001-12-10",17.891375,18.130991,17.695686,17.74361,2084300,13.225013
"2001-12-11",17.631788,18.123003,17.571884,17.947285,2503400,13.376822
"2001-12-12",17.851439,17.911343,17.539936,17.567892,2037700,13.094035
"2001-12-13",17.41214,17.51198,17.292332,17.41214,1732200,12.977958
"2001-12-14",17.3123,17.372204,16.773163,17.136581,2331900,12.772569
"2001-12-17",17.140575,17.468052,17.140575,17.368212,1599000,12.945213
"2001-12-18",17.292332,17.73163,17.288338,17.575878,2882600,13.099996
"2001-12-19",17.575878,17.739616,17.492012,17.571884,2319900,13.09702
"2001-12-20",17.531948,17.571884,16.773163,16.773163,3054800,12.501697
"2001-12-21",16.932907,17.232428,16.932907,17.184505,2516500,12.80829
"2001-12-24",17.21246,17.5,17.120607,17.260384,605400,12.864845
"2001-12-26",17.260384,17.55591,17.220448,17.3123,935900,12.903535
"2001-12-27",17.392172,17.535942,17.192492,17.252396,1366600,12.858894
"2001-12-28",17.392172,17.464058,17.272364,17.38818,1692200,12.960097
"2001-12-31",17.252396,17.51198,16.541534,16.697285,9277000,12.445145
"2002-01-02",16.865015,16.869009,16.521566,16.805111,4961100,12.525517
"2002-01-03",16.912939,17.084665,16.689297,16.884985,3837600,12.585042
"2002-01-04",16.884985,17.24441,16.884985,17.204473,3584700,12.823172
"2002-01-07",17.204473,17.332268,17.100639,17.136581,2196200,12.772569
"2002-01-08",17.136581,17.140575,16.797125,16.912939,2327400,12.605879
"2002-01-09",16.932907,17.208466,16.932907,17.040735,3653000,12.701134
"2002-01-10",17.092651,17.112619,16.932907,16.936901,4229000,12.623739
"2002-01-11",17.052715,17.172523,16.920927,16.924921,2291100,12.614808
"2002-01-14",17.132587,17.132587,16.605431,16.605431,2662500,12.376686
"2002-01-15",16.609425,16.773163,16.39377,16.50559,3352300,12.302267
"2002-01-16",16.473642,16.473642,15.810703,15.814696,4747300,11.787313
"2002-01-17",15.974441,16.070288,15.894568,16.014378,6445000,11.936146
"2002-01-18",16.034346,16.273962,15.974441,15.986422,2640400,11.915306
"2002-01-22",16.054314,16.214058,15.974441,16.00639,1478600,11.930191
"2002-01-23",16.00639,16.273962,15.742811,16.174122,3642500,12.055208
"2002-01-24",16.074282,16.469648,15.998403,16.29393,5478200,12.144509
"2002-01-25",16.29393,16.601439,15.986422,16.525558,4433000,12.317149
"2002-01-28",16.753195,16.865015,16.733227,16.789137,2284100,12.513607
"2002-01-29",16.789137,16.865015,16.477636,16.533546,3737200,12.323104
"2002-01-30",16.593451,17.21246,16.413738,16.916933,5140700,12.608854
"2002-01-31",16.904953,17.73163,16.873003,17.663738,5329500,13.165479
"2002-02-01",17.663738,17.891375,17.404154,17.452076,4469300,13.00772
"2002-02-04",17.432108,17.575878,16.972843,16.972843,2281100,12.650529
"2002-02-05",17.092651,17.332268,16.773163,16.773163,4841200,12.501697
"2002-02-06",16.853035,17.188498,16.853035,17.128593,3378100,12.766613
"2002-02-07",17.112619,17.372204,16.952875,17.21246,3138500,12.829129
"2002-02-08",17.252396,17.404154,17.052715,17.180511,2666200,12.805309
"2002-02-11",17.252396,17.919329,17.252396,17.919329,3302700,13.355981
"2002-02-12",17.919329,17.923323,17.535942,17.855431,2133100,13.308356
"2002-02-13",17.73163,18.370607,17.703674,18.083067,3214100,13.478023
"2002-02-14",18.019169,18.079073,17.887381,18.055111,2515200,13.507902
"2002-02-15",18.130991,18.230831,17.911343,17.971247,2190700,13.445152
"2002-02-19",17.871407,17.871407,17.603834,17.623802,2509500,13.185218
"2002-02-20",17.591852,17.791534,17.372204,17.571884,4064700,13.146375
"2002-02-21",17.631788,18.45048,17.631788,18.310703,3909400,13.69912
"2002-02-22",18.75,18.84984,18.598244,18.753994,4958100,14.030765
"2002-02-25",18.84984,19.253195,18.84984,19.217253,3412900,14.377351
"2002-02-26",19.408945,19.864218,19.349041,19.788338,6545200,14.804608
"2002-02-27",19.788338,19.848244,19.309105,19.572683,5098600,14.643267
"2002-02-28",19.628593,19.992012,19.412939,19.968052,3773700,14.939064
"2002-03-01",19.76837,20.147764,19.508785,20.147764,4408500,15.073514
"2002-03-04",20.427317,21.365814,20.367413,21.289936,6111200,15.928031
"2002-03-05",21.014378,21.118212,20.367413,20.575079,4596000,15.393208
"2002-03-06",20.575079,21.246006,20.551119,21.158148,3456000,15.829428
"2002-03-07",21.226038,21.297924,20.766773,20.786741,5864600,15.551562
"2002-03-08",20.846645,21.146166,20.806709,20.930511,3382600,15.659122
"2002-03-11",20.866613,21.198084,20.774761,21.13818,2864800,15.814491
"2002-03-12",20.846645,21.433706,20.846645,21.40575,3609200,16.014669
"2002-03-13",21.40575,21.40575,21.026358,21.042332,2526500,15.74279
"2002-03-14",21.00639,21.126198,20.99441,21.074282,2212700,15.766684
"2002-03-15",20.978434,21.226038,20.922523,21.226038,3761200,15.880222
"2002-03-18",21.186102,21.301916,21.00639,21.142172,2809200,15.817474
"2002-03-19",21.086262,21.605431,21.086262,21.465654,2204200,16.059488
"2002-03-20",21.345846,21.625399,21.166134,21.317892,3115400,15.948945
"2002-03-21",21.317892,21.365814,20.267572,20.455271,5413100,15.303576
"2002-03-22",20.1877,20.28754,19.76837,20.067892,4758100,15.013759
"2002-03-25",20.007988,20.079872,19.448881,19.560703,3648500,14.634306
"2002-03-26",19.488817,19.95607,19.452875,19.824282,3205300,14.8315
"2002-03-27",19.828276,20.039936,19.760384,19.972044,3275700,14.942044
"2002-03-28",20.08786,20.19968,19.872204,19.976038,3162000,14.945035
"2002-04-01",19.976038,19.976038,19.488817,19.544729,3436200,14.622356
"2002-04-02",19.544729,19.608625,19.412939,19.548721,3192800,14.62534
"2002-04-03",19.189297,19.229233,18.45048,18.726038,4383200,14.009843
"2002-04-04",18.869808,19.337061,18.785942,19.269169,5630900,14.416192
"2002-04-05",19.448881,19.816294,19.432907,19.740416,4146600,14.768755
"2002-04-08",19.640575,19.848244,19.369009,19.808308,1673600,14.819548
"2002-04-09",20.027956,20.227636,19.972044,20.1877,2934600,15.103394
"2002-04-10",20.147764,20.447285,20.107828,20.407349,1529900,15.267727
"2002-04-11",20.327477,20.686901,20.28754,20.367413,3217300,15.237846
"2002-04-12",20.419329,20.447285,20.019968,20.11182,1637800,15.046619
"2002-04-15",19.968052,20.067892,19.688498,19.876198,1841400,14.870338
"2002-04-16",20.247604,20.455271,20.127796,20.435303,2908600,15.288632
"2002-04-17",20.267572,20.283546,19.868212,19.940096,2158600,14.918147
"2002-04-18",19.968052,20.047924,19.892172,19.968052,3520100,14.939064
"2002-04-19",20.127796,20.307508,20.067892,20.267572,2136100,15.163144
"2002-04-22",20.263578,20.367413,19.868212,19.936102,2746100,14.91516
"2002-04-23",20.027956,20.107828,19.772364,19.852236,3141500,14.85241
"2002-04-24",19.896166,20.083866,19.76837,19.84425,1418700,14.846432
"2002-04-25",19.748402,19.868212,19.269169,19.80032,2537000,14.813576
"2002-04-26",19.928116,19.992012,19.568689,19.828276,3668800,14.834488
"2002-04-29",19.828276,19.832268,19.444889,19.444889,2807900,14.547654
"2002-04-30",19.460863,20.283546,19.460863,19.948084,2832700,14.924124
"2002-05-01",19.88818,19.928116,19.193291,19.492811,3392400,14.583512
"2002-05-02",19.608625,20.095846,19.600639,19.952076,2578300,14.92711
"2002-05-03",20.051916,20.1877,19.680511,20.015974,2761100,14.974905
"2002-05-06",20.015974,20.015974,19.444889,19.608625,2641400,14.670156
"2002-05-07",19.968052,20.09984,19.88818,19.896166,3823100,14.885278
"2002-05-08",20.247604,20.615015,20.247604,20.615015,3379800,15.423085
"2002-05-09",20.479233,20.587061,20.319489,20.471247,2442900,15.315524
"2002-05-10",20.471247,20.966454,20.267572,20.706869,3557600,15.491806
"2002-05-13",20.706869,20.834665,20.551119,20.826677,3107400,15.581438
"2002-05-14",21.265974,21.641375,21.218052,21.577477,3012300,16.14315
"2002-05-15",21.517572,21.637381,21.429712,21.545527,3667600,16.119247
"2002-05-16",21.477636,21.557508,21.066294,21.253994,1702900,15.951407
"2002-05-17",21.15016,21.345846,21.066294,21.166134,1790800,15.88546
"2002-05-20",21.042332,21.186102,20.842651,20.954473,1161100,15.72661
"2002-05-21",21.054314,21.16214,20.527157,20.611023,1460500,15.468845
"2002-05-22",20.531151,21.23802,20.531151,21.190096,3011500,15.903438
"2002-05-23",21.190096,21.725239,21.102236,21.629393,3012000,16.233139
"2002-05-24",21.629393,21.629393,21.158148,21.166134,2664200,15.88546
"2002-05-28",21.214058,21.26198,20.798721,20.894569,1701200,15.681648
"2002-05-29",20.866613,20.922523,20.28754,20.28754,3084400,15.226059
"2002-05-30",20.007988,20.063898,19.784346,19.928116,3800300,14.956309
"2002-05-31",19.88818,20.267572,19.876198,20.107828,3079900,15.091191
"2002-06-03",20.11182,20.335463,19.868212,19.908148,2057700,14.941319
"2002-06-04",19.868212,19.972044,19.269169,19.632587,2173400,14.734514
"2002-06-05",19.632587,20.583067,19.632587,20.303514,3107900,15.238052
"2002-06-06",20.367413,20.407349,19.748402,19.788338,1796600,14.851407
"2002-06-07",19.448881,19.652555,19.209265,19.624601,3549600,14.728522
"2002-06-10",19.628593,19.936102,19.528753,19.70048,1746000,14.785465
"2002-06-11",19.848244,20.015974,19.440895,19.500799,2967900,14.635606
"2002-06-12",19.329073,19.552715,19.221247,19.448881,1769000,14.596643
"2002-06-13",19.369009,19.508785,19.133387,19.133387,2096300,14.359856
"2002-06-14",18.769968,18.809904,18.410543,18.73802,2890800,14.063128
"2002-06-17",18.73802,19.261183,18.626198,19.249201,2942900,14.44678
"2002-06-18",19.249201,19.408945,19.045527,19.173323,3327500,14.38983
"2002-06-19",19.089457,19.205271,18.690096,18.781948,4126800,14.096099
"2002-06-20",18.570288,18.925718,18.51837,18.63818,3212800,13.98819
"2002-06-21",18.41853,18.63818,18.270767,18.366613,3605000,13.78438
"2002-06-24",18.270767,18.454473,17.783546,18.350639,2760100,13.772391
"2002-06-25",18.370607,18.526358,18.019169,18.055111,3885900,13.550594
"2002-06-26",18.055111,18.055111,17.759584,18.011183,3053800,13.517626
"2002-06-27",18.130991,18.230831,17.727636,18.099041,2785100,13.583569
"2002-06-28",17.871407,18.630192,17.871407,18.234825,3692100,13.685477
"2002-07-01",18.334665,18.370607,17.771566,17.771566,2678000,13.337793
"2002-07-02",17.871407,17.939297,17.320288,17.671724,3532300,13.262856
"2002-07-03",17.671724,17.83147,16.916933,17.41214,3187000,13.068039
"2002-07-05",17.571884,18.091055,17.432108,18.035143,1484800,13.53561
