"","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
"2006-08-02",63.209999,67.449997,63.110001,66.940002,2698700,40.285637
"2006-08-03",65.879997,67.470001,64.059998,67.449997,1876400,40.592556
"2006-08-04",67.989998,69.699997,67.75,69.199997,1734600,41.645741
"2006-08-07",68.980003,69.199997,68.260002,69.099998,1287300,41.585556
"2006-08-08",69.629997,71.5,69.540001,71,1618300,42.729008
"2006-08-09",71.870003,72.889999,70.949997,71.120003,2027400,42.801224
"2006-08-10",70.050003,72.580002,69.650002,71.699997,1294500,43.150276
"2006-08-11",72.239998,72.68,70.889999,71.68,1017500,43.138241
"2006-08-14",72.489998,73.199997,71.400002,71.529999,946500,43.047974
"2006-08-15",72.75,74.879997,72.190002,74.82,1667100,45.02795
"2006-08-16",75,76.870003,74.25,76.529999,1489700,46.057045
"2006-08-17",76.400002,77.400002,75.449997,75.980003,1982900,45.726063
"2006-08-18",76.290001,77.919998,75.629997,77.599998,1169300,46.700993
"2006-08-21",77.440002,77.589996,75.010002,75.580002,1107200,45.485329
"2006-08-22",75.669998,75.849998,73.830002,74.110001,1373100,44.600662
"2006-08-23",74.010002,75.43,73.849998,75.120003,1132900,45.208504
"2006-08-24",75.669998,76.43,75.400002,76.089996,1314300,45.792252
"2006-08-25",75.889999,76.449997,74.029999,74.910004,1060900,45.082111
"2006-08-28",75.360001,77.459999,75.010002,75.610001,1602700,45.503368
"2006-08-29",75.959999,77.25,75.349998,77.110001,1186400,46.406113
"2006-08-30",77.300003,77.419998,75.709999,75.75,1322900,45.587639
"2006-08-31",76.599998,77.639999,75.809998,77.410004,1098700,46.586658
"2006-09-01",77.419998,78.860001,76.900002,77.010002,1188300,46.345921
"2006-09-05",77.32,77.449997,76.160004,76.459999,1127300,46.014919
"2006-09-06",76,76.260002,74.970001,75.660004,1329100,45.53347
"2006-09-07",75.459999,77.099998,74.080002,75.510002,1479800,45.443211
"2006-09-08",75.949997,77.68,74.970001,77.029999,1387500,46.357952
"2006-09-11",76.830002,77.519997,75.25,77.089996,1469500,46.394058
"2006-09-12",77.160004,77.449997,75.580002,76.129997,3053600,45.816322
"2006-09-13",76.010002,76.449997,72.599998,73.910004,3478800,44.480305
"2006-09-14",74.18,75.699997,73.5,75.57,1459200,45.479301
"2006-09-15",76.169998,76.550003,72.910004,73.099998,3639900,43.992825
"2006-09-18",72.510002,72.730003,70.220001,70.93,3354900,42.686871
"2006-09-19",70.949997,71.290001,67.309998,68.629997,4892300,41.302696
"2006-09-20",69.099998,70,68.82,69.650002,1531900,41.916553
"2006-09-21",69.989998,70,67.800003,68.489998,2976800,41.218441
"2006-09-22",68.480003,68.620003,66.650002,67.019997,1586900,40.333763
"2006-09-25",67.75,67.900002,65.410004,66.339996,2326700,39.924526
"2006-09-26",66.5,68.639999,65.599998,67.639999,3278000,40.706898
"2006-09-27",67.93,68.830002,66.599998,67.699997,1476800,40.743008
"2006-09-28",67.279999,68.330002,65.860001,66.349998,1872300,39.930565
"2006-09-29",66.169998,68.18,66.120003,68.010002,1780100,40.929585
"2006-10-02",69.300003,71.559998,68.75,68.75,3106000,41.374928
"2006-10-03",69,69.5,67.029999,67.120003,2110500,40.393963
"2006-10-04",66.93,71.370003,66.519997,71.290001,2744900,42.90353
"2006-10-05",70.889999,73.010002,70.800003,72.989998,1889500,43.926617
"2006-10-06",72.730003,72.800003,71.25,71.660004,854200,43.126198
"2006-10-09",71.870003,72.760002,71.169998,72.720001,852700,43.76413
"2006-10-10",72.959999,73.769997,71.669998,72.459999,1150800,43.607651
"2006-10-11",72.389999,72.709999,70.940002,71.379997,1124400,42.957699
"2006-10-12",71.800003,73.290001,71.43,72.059998,1253600,43.366924
"2006-10-13",71.779999,73.639999,71.279999,73.110001,1340800,43.998852
"2006-10-16",73,73.309998,71.989998,72.440002,1032600,43.595619
"2006-10-17",71.989998,72.300003,70.709999,71.68,1060700,43.138241
"2006-10-18",72.290001,72.739998,70.360001,71.269997,1164300,42.891495
"2006-10-19",71.07,71.849998,70.389999,71.239998,768000,42.87344
"2006-10-20",71.290001,73.470001,71.169998,72.800003,1397800,43.812275
"2006-10-23",73.32,74.150002,72.040001,72.830002,1097700,43.83033
"2006-10-24",72.879997,73.449997,72.110001,72.470001,787900,43.613674
"2006-10-25",72.290001,73.629997,71.910004,73.309998,1093700,44.119202
"2006-10-26",73.489998,73.839996,72.209999,73.5,1482800,44.233536
"2006-10-27",73.199997,74.75,72.389999,72.699997,1123900,43.752079
"2006-10-30",72.559998,73.449997,71.339996,73,793500,43.932636
"2006-10-31",72.830002,73.919998,72.220001,73.540001,762200,44.257614
"2006-11-01",73.93,74.349998,72.110001,72.690002,794300,43.746078
"2006-11-02",72.290001,73.18,71.699997,72.699997,1091900,43.752079
"2006-11-03",72.489998,73.550003,72.449997,73.440002,875300,44.197441
"2006-11-06",74.889999,76.18,74.889999,75.25,1886200,45.28672
"2006-11-07",75.580002,76,74.300003,74.860001,1873100,45.052017
"2006-11-08",75.699997,77.989998,75.290001,77.150002,4028500,46.43018
"2006-11-09",77.160004,80.830002,77.160004,78.800003,3019100,47.423183
"2006-11-10",78.589996,82.75,77.730003,82.190002,2863100,49.463341
"2006-11-13",85.800003,89.300003,85.730003,88.669998,6342800,53.363106
"2006-11-14",88.050003,91.769997,87.080002,91.290001,3798500,54.939888
"2006-11-15",91.709999,96.269997,90.629997,91.699997,5066400,55.186611
"2006-11-16",93.059998,96.5,92.620003,94.75,5059400,57.022148
"2006-11-17",93.300003,94.75,92.139999,94.129997,3643400,56.649033
"2006-11-20",89.589996,92.599998,88.620003,89.959999,3485500,57.825348
"2006-11-21",90.82,91.82,89.43,90.449997,1720800,58.140312
"2006-11-22",93.949997,94.18,90.059998,91.230003,1840900,58.641682
"2006-11-24",90,90.290001,88.699997,90.019997,1050200,57.863907
"2006-11-27",89.68,92.150002,88.169998,88.660004,2257900,56.989704
"2006-11-28",88.370003,89.900002,87.25,89.309998,1595400,57.407516
"2006-11-29",89.389999,91.139999,87.849998,88.449997,1599600,56.854713
"2006-11-30",88.449997,89.57,87.580002,87.849998,1392700,56.469055
"2006-12-01",88.18,88.5,86.220001,87.540001,1489100,56.269779
"2006-12-04",89.5,93.690002,89.230003,92.300003,3283200,59.329472
"2006-12-05",92.970001,94.870003,90.989998,93.989998,3011400,60.415768
"2006-12-06",93.660004,96.75,92.830002,95.059998,3109600,61.103558
"2006-12-07",95.370003,98.099998,94.589996,96.190002,2999000,61.829914
"2006-12-08",96.18,97.370003,95.169998,95.75,1603200,61.547089
"2006-12-11",96.300003,98.449997,96.010002,97.57,2284900,62.716965
"2006-12-12",97.32,97.599998,93.75,94.449997,2447700,60.711456
"2006-12-13",95.050003,95.580002,92.849998,93.540001,2067600,60.126537
"2006-12-14",93.550003,96.410004,93.279999,95.010002,1755900,61.071426
"2006-12-15",95.480003,96.739998,93.470001,93.879997,2187100,60.345066
"2006-12-18",94.919998,96.199997,93.650002,94.059998,2101900,60.460754
"2006-12-19",93.5,94.5,93,93.989998,1493600,60.415768
"2006-12-20",93.620003,95.269997,92.25,92.800003,1397300,59.650856
"2006-12-21",92.910004,92.93,90.57,91.82,1021600,59.02092
"2006-12-22",90.139999,91.050003,88.25,89.989998,1760800,57.84462
"2006-12-26",89.800003,91.160004,89.519997,90.980003,1101500,58.481003
"2006-12-27",91.599998,94.400002,91.199997,93.760002,1654900,60.267937
"2006-12-28",93.760002,93.919998,92.510002,93.709999,1160500,60.235794
"2006-12-29",93.099998,94.160004,93.07,93.849998,721300,60.325798
"2007-01-03",94.389999,97.849998,94.050003,96.269997,1899300,61.881344
"2007-01-04",96.480003,96.760002,94.449997,96.309998,1073300,61.907032
"2007-01-05",96.269997,97.75,95.760002,96.879997,1676600,62.27346
"2007-01-08",97.519997,100,96.730003,98.709999,1809700,63.449734
"2007-01-09",99.400002,100.230003,97.120003,99.099998,1372700,63.700424
"2007-01-10",98.589996,102.93,96.699997,102.449997,2746500,65.853767
"2007-01-11",101.739998,104.489998,99.610001,103.919998,2998700,66.798676
"2007-01-12",103.919998,105,102.519997,104.489998,1601200,67.16507
"2007-01-16",104.150002,107.940002,104.099998,107.75,2427200,69.260567
"2007-01-17",107.330002,107.639999,105.379997,105.760002,2034300,67.981407
"2007-01-18",106.599998,107.099998,102.769997,103.75,1695500,66.689407
"2007-01-19",103.540001,106.25,102.269997,105.620003,2079400,67.891411
"2007-01-22",105.970001,106.959999,104.139999,106.5,1467400,68.457085
"2007-01-23",106.599998,108.160004,105.449997,106.809998,1589300,68.656334
"2007-01-24",107.559998,111.339996,106.5,110.449997,1865800,70.996078
"2007-01-25",110.349998,110.800003,106.660004,106.989998,1299300,68.772057
"2007-01-26",107.489998,108.839996,105.480003,107.900002,1303800,69.356972
"2007-01-29",109.360001,109.980003,107.18,108.559998,1389000,69.781227
"2007-01-30",108.760002,109.190002,107.050003,108.290001,917000,69.607651
"2007-01-31",107.830002,112.400002,107.419998,111.739998,1983500,71.825287
"2007-02-01",112.540001,113.25,110.849998,112.169998,1325500,72.101677
"2007-02-02",112.110001,112.739998,110.839996,111.440002,966500,71.632462
"2007-02-05",111.57,114.599998,111.470001,114.07,1344200,73.322983
"2007-02-06",113.300003,113.400002,109.690002,112.730003,2014600,72.461662
"2007-02-07",113.050003,114.199997,111.699997,112.519997,955500,72.326668
"2007-02-08",112.650002,112.650002,110.970001,111.290001,916500,71.536041
"2007-02-09",111.300003,111.809998,104,104.190002,2623500,66.972221
"2007-02-12",104.699997,105.199997,101,102.489998,2623000,65.879478
"2007-02-13",103.620003,103.660004,102.199997,102.43,1371800,65.840935
"2007-02-14",102.860001,104.330002,102.489998,103.360001,1621400,66.438713
"2007-02-15",103.599998,104.220001,101.790001,102.949997,940300,66.175163
"2007-02-16",103.089996,103.199997,101.5,101.709999,1114500,65.37812
"2007-02-20",102.650002,102.849998,99.830002,102.290001,1428800,65.750946
"2007-02-21",101.870003,102.559998,100.540001,102.190002,1367700,65.686646
"2007-02-22",102.599998,106.239998,102.059998,106.099998,2074100,68.199944
"2007-02-23",105.620003,106.629997,103.290001,103.809998,1274100,66.727974
"2007-02-26",104.699997,104.989998,99.269997,100.379997,2113800,64.523186
"2007-02-27",97.980003,98.510002,95.650002,95.900002,2840700,61.643513
"2007-02-28",97.050003,99.629997,96.050003,98.019997,2826900,63.006214
"2007-03-01",95.779999,98.309998,93.720001,97.029999,2334600,62.369846
"2007-03-02",96.690002,97.300003,93.470001,93.629997,1530600,60.184395
"2007-03-05",92.510002,92.800003,89.059998,89.370003,3088500,57.446087
"2007-03-06",91.489998,93.18,91.349998,92.419998,2478500,59.406601
"2007-03-07",92.449997,92.910004,90.919998,91.349998,1508400,58.718811
"2007-03-08",92.889999,95.110001,92.239998,94.18,1691300,60.537891
"2007-03-09",95.160004,95.940002,92.82,94.239998,1527500,60.576462
"2007-03-12",93.279999,94.199997,90.830002,92.419998,1364500,59.406601
"2007-03-13",92,93.589996,90.540001,90.800003,1475500,58.365288
"2007-03-14",90.849998,92.93,89.5,92.620003,1671300,59.535172
"2007-03-15",92.400002,94.080002,91.75,93.639999,1572500,60.190811
"2007-03-16",93.129997,94.019997,91.949997,92.739998,1365100,59.612282
"2007-03-19",93.629997,95.099998,93.010002,95.019997,1078200,61.077858
"2007-03-20",95.190002,98.330002,94.519997,97.68,2240700,62.787666
"2007-03-21",96.5,99.5,95.900002,99.5,2288000,63.957565
"2007-03-22",100.050003,100.470001,99.190002,99.900002,1602200,64.214645
"2007-03-23",99.75,100.900002,99.709999,100.650002,1053700,64.696762
"2007-03-26",100.800003,101,99.010002,100.93,1160300,64.876724
"2007-03-27",99.940002,100.449997,97.599998,98.010002,1293300,62.999805
"2007-03-28",97.510002,97.860001,95.5,95.800003,1645400,61.579224
"2007-03-29",96.230003,97.400002,94.639999,96,1156000,61.707775
"2007-03-30",95.989998,96.330002,94.099998,94.860001,959100,60.975014
"2007-04-02",95,96.550003,95,96.059998,796100,61.746365
"2007-04-03",96.980003,99.489998,96.959999,98.32,1250100,63.199059
"2007-04-04",98.440002,98.68,97.239998,98.160004,824600,63.096222
"2007-04-05",98,99.470001,97.550003,98.690002,743400,63.436886
"2007-04-09",99.720001,101.68,99.660004,101.080002,1550000,64.97316
"2007-04-10",101.080002,101.43,99.480003,100.150002,844200,64.375381
"2007-04-11",100,100.239998,98.25,98.779999,764700,63.494732
"2007-04-12",98.269997,100.639999,97.629997,100.169998,850100,64.388222
"2007-04-13",99.860001,103,99.089996,102.440002,1435800,65.847336
"2007-04-16",103.040001,103.470001,101.25,102,1079200,65.564522
"2007-04-17",101.800003,101.989998,100.279999,100.790001,843400,64.786743
"2007-04-18",100.5,104.120003,100.5,103.339996,1177500,66.42585
"2007-04-19",102.790001,102.790001,101.010002,102.010002,852300,65.57093
"2007-04-20",103.220001,103.690002,102.019997,102.510002,738100,65.892349
"2007-04-23",102.279999,103.519997,101.809998,103.440002,806800,66.49012
"2007-04-24",103.620003,103.769997,102.260002,102.809998,745200,66.085175
"2007-04-25",102.809998,105.550003,102.449997,105.470001,956900,67.79496
"2007-04-26",105.5,106.400002,105,105.93,727500,68.090691
"2007-04-27",105.730003,105.730003,103.610001,104.519997,742900,67.184349
"2007-04-30",104.230003,105.599998,102.029999,102.209999,1464300,65.699501
"2007-05-01",102.110001,102.870003,100.699997,102.169998,2057500,65.67379
"2007-05-02",101.5,107.980003,101.389999,107.050003,3658400,68.810616
"2007-05-03",104.199997,105.980003,102.589996,103.629997,2569600,66.612259
"2007-05-04",104.25,105.199997,101.529999,102.519997,1513800,65.898758
"2007-05-07",102.57,103.410004,99.75,101.849998,3787100,65.468094
"2007-05-08",105.389999,105.879997,99.169998,99.910004,3857100,64.221077
"2007-05-09",99.199997,100.339996,98.800003,99.260002,1398000,63.803284
"2007-05-10",99.209999,99.419998,95.720001,96,1654900,61.707775
"2007-05-11",96.25,97.940002,94.849998,96.519997,1388900,62.042038
"2007-05-14",96.919998,97.779999,95.440002,95.839996,1162800,61.604942
"2007-05-15",96.379997,97.760002,94.739998,94.949997,1225600,61.032864
"2007-05-16",95.839996,97.309998,95.610001,96.279999,1322600,61.887768
"2007-05-17",95.900002,97.190002,94.959999,95.029999,904000,61.084278
"2007-05-18",95.080002,95.889999,93.220001,93.739998,1641700,60.255081
"2007-05-21",93.660004,95,93.599998,94.190002,1184800,60.544342
"2007-05-22",98.639999,101.540001,97.25,101.150002,3284400,65.01815
"2007-05-23",101.730003,101.779999,99.25,99.349998,1070600,63.861095
"2007-05-24",100.349998,100.660004,96.160004,96.699997,1195000,62.157738
"2007-05-25",96.25,96.5,94.629997,94.75,1703600,60.904285
"2007-05-29",94.959999,96.169998,94.830002,95.099998,1763600,61.129265
"2007-05-30",94.150002,95.230003,93.489998,94.25,1616600,60.582916
"2007-05-31",94.720001,96.620003,94.010002,96.5,1768600,62.029182
"2007-06-01",97,99.269997,97,98.43,2213600,63.26976
"2007-06-04",97.660004,99.300003,97.510002,97.989998,1442400,62.986935
"2007-06-05",98,98.980003,97.370003,98.669998,1064500,63.424019
"2007-06-06",98.400002,98.739998,95.849998,96.25,1133200,61.868484
"2007-06-07",99.650002,99.779999,92.849998,93.459999,4996200,60.075092
"2007-06-08",92.949997,95.980003,92.949997,95.510002,2205000,61.392818
"2007-06-11",95.07,95.25,93.349998,94.330002,1916400,60.634323
"2007-06-12",93.730003,95.400002,93.629997,94.050003,1689200,60.454338
"2007-06-13",94.769997,96.18,94.059998,96.18,1378000,61.823502
"2007-06-14",96.019997,96.379997,94.110001,94.669998,1570600,60.852875
"2007-06-15",96.400002,96.639999,94.889999,95.059998,1901000,61.103558
"2007-06-18",95.110001,95.260002,93.860001,93.860001,1142700,60.332233
"2007-06-19",92.860001,92.919998,91.300003,92.449997,2659400,59.425873
"2007-06-20",92.290001,92.389999,90.769997,90.970001,1352500,58.474564
"2007-06-21",91.209999,91.230003,89.07,90.980003,2101300,58.481003
"2007-06-22",90.93,91.230003,89.440002,89.550003,821200,57.561798
"2007-06-25",89.800003,90.110001,88.519997,89.339996,1303000,57.4268
"2007-06-26",89.260002,89.459999,86.730003,87.339996,1470800,56.141224
"2007-06-27",86.699997,88.650002,85.529999,88.57,1438900,56.93187
"2007-06-28",88.699997,89.75,87.220001,89.07,1541800,57.253239
"2007-06-29",89.169998,91.879997,89.019997,89.650002,1615200,57.62608
"2007-07-02",90.25,90.260002,88.410004,89.559998,1238500,57.56823
"2007-07-03",89.370003,90.68,88.510002,88.809998,744500,57.086132
"2007-07-05",89.800003,93.089996,89.150002,92.760002,2144000,59.625153
"2007-07-06",92.879997,94.25,92.309998,94.239998,1117600,60.576462
"2007-07-09",94.25,94.790001,93.449997,94.779999,1525400,60.923569
"2007-07-10",94.099998,94.25,92.550003,92.620003,2108400,59.535172
"2007-07-11",92.620003,94.57,92.260002,94.300003,1356400,60.615047
"2007-07-12",94.269997,97.449997,94.169998,96.980003,2127600,62.337723
"2007-07-13",97.190002,98.75,96,98.389999,1076200,63.244053
"2007-07-16",97.970001,98.849998,97.769997,97.790001,1431600,62.858383
"2007-07-17",97.699997,98.43,96.699997,98.269997,2073600,63.166912
"2007-07-18",97.589996,99.419998,96.650002,98.739998,2263100,63.469021
"2007-07-19",99.050003,99.900002,98.309998,99.419998,2558100,63.906128
"2007-07-20",99.059998,99.309998,96.540001,98.68,2879600,63.430466
"2007-07-23",98.699997,101.849998,98.379997,101.269997,1839100,65.095299
"2007-07-24",101,101.489998,98.93,99.32,1241100,63.841858
"2007-07-25",100.019997,103.07,99.269997,101.639999,1948400,65.333099
"2007-07-26",100.019997,100.379997,94.629997,97.660004,2817100,62.774811
"2007-07-27",98.099998,100.989998,96.57,100.349998,1516900,64.503906
"2007-07-30",100.400002,101.129997,96.550003,99.209999,1820500,63.771152
"2007-07-31",99.300003,100.830002,96.160004,96.559998,1723600,62.067738
"2007-08-01",96.529999,97.209999,94.050003,96.910004,1322400,62.29274
"2007-08-02",98.199997,101.470001,98,101.330002,1727400,65.133842
"2007-08-03",101.32,104.620003,100.300003,101.059998,2847200,64.960312
"2007-08-06",103.449997,107.910004,99.730003,107.389999,3210100,69.029182
"2007-08-07",116.050003,123.709999,115.769997,118.199997,10229500,75.977715
"2007-08-08",117.75,125.580002,114.809998,116.68,4393700,75.000671
"2007-08-09",113.93,118.699997,113.239998,115.589996,2889300,74.300034
"2007-08-10",111.610001,113.879997,109.050003,111.529999,3110900,71.6903
"2007-08-13",113.739998,115.980003,110.949997,112.150002,1960700,72.088844
"2007-08-14",113.620003,116,113.279999,113.989998,1736200,73.271568
"2007-08-15",112.260002,117.690002,111.410004,114.470001,2211500,73.580109
"2007-08-16",113.449997,114.879997,106,110.980003,3228200,71.336769
"2007-08-17",112.160004,114.190002,109.139999,112.339996,1778800,72.210953
"2007-08-20",113.620003,115.449997,110.580002,114.080002,1402900,73.329422
"2007-08-21",115.220001,118.860001,113.010002,116.75,1743600,75.045677
"2007-08-22",118.919998,120,116.900002,118.699997,1321200,76.299095
"2007-08-23",119,119.290001,115.919998,116.870003,1139100,75.122795
"2007-08-24",116.650002,124.139999,116.339996,123.129997,2225000,79.146652
"2007-08-27",123.07,125.860001,120.839996,121.379997,1479200,78.021751
"2007-08-28",120.410004,121,117,117.800003,1536100,75.720627
"2007-08-29",116.510002,121.260002,114.599998,120.75,2800700,77.616829
"2007-08-30",119.330002,121.699997,118.5,121.059998,1243600,77.816093
"2007-08-31",122.940002,124.610001,121.080002,123.730003,1249600,79.532341
"2007-09-04",123.709999,127.900002,121.940002,126.650002,1550500,81.409279
"2007-09-05",126.839996,126.889999,124.760002,126.470001,1137200,81.293594
"2007-09-06",127.010002,128.899994,125.379997,127.449997,898900,81.923508
"2007-09-07",125.339996,125.910004,123.349998,124.279999,1292700,79.885872
"2007-09-10",125.389999,125.910004,120.25,123.809998,1409700,79.58374
"2007-09-11",124.150002,131.860001,124.150002,131.699997,2314600,84.65535
"2007-09-12",130.520004,138.220001,130.220001,137.559998,3185900,88.422112
"2007-09-13",137.860001,140.339996,136.25,139.990005,2184000,89.984131
"2007-09-14",139,143.440002,137.759995,139.860001,2255700,89.90052
"2007-09-17",139.270004,143,138.809998,142.229996,1581000,91.423935
"2007-09-18",142.25,150.610001,140.669998,148.860001,2491700,95.685623
"2007-09-19",150.149994,151,145.179993,146.580002,2348800,94.220078
"2007-09-20",144.130005,147.460007,143.509995,144.940002,2013000,93.165894
"2007-09-21",145.160004,147.100006,143.550003,143.550003,2451900,92.272423
"2007-09-24",144.880005,157.139999,144.5,156.009995,3792600,100.28157
"2007-09-25",154.509995,158.220001,152.570007,155,2855300,99.632347
"2007-09-26",155,157.899994,152.429993,157.270004,2248700,101.091515
"2007-09-27",157,168.800003,156.080002,166.979996,6065300,107.332954
"2007-09-28",160.729996,162.139999,155.399994,157.559998,6743200,101.277916
"2007-10-01",159.449997,165.580002,157.050003,163.990005,2840200,105.411041
"2007-10-02",165.779999,169.380005,163.110001,165.830002,2424100,106.593781
"2007-10-03",154.509995,157,148.789993,149.399994,8208100,96.03273
"2007-10-04",147.770004,152.179993,144,149.960007,3775000,96.3927
"2007-10-05",152,154.960007,148.660004,151.070007,2292500,97.106201
"2007-10-08",152,153.199997,148.899994,152.699997,1913000,98.153915
"2007-10-09",153.339996,153.350006,150.050003,151.339996,1580500,97.27977
"2007-10-10",151.850006,157.089996,151.029999,155.789993,2384400,100.140175
"2007-10-11",159.020004,163.800003,154,156.960007,3558200,100.892265
"2007-10-12",157.949997,159.740005,154.149994,158.179993,1792600,101.676407
"2007-10-15",158.509995,161,150.570007,153.690002,2245100,98.790298
"2007-10-16",153.190002,158.25,151.550003,156.449997,1978300,100.564407
"2007-10-17",159.25,160.279999,153.630005,158.169998,1751800,101.669998
"2007-10-18",157.009995,157.679993,153.75,156.259995,1597600,100.442268
"2007-10-19",157.070007,157.539993,149.5,150.029999,1956200,96.437691
"2007-10-22",147.529999,155.479996,147,154.240005,1654300,99.143829
"2007-10-23",156.550003,158.5,155.050003,158.5,1542900,101.882118
"2007-10-24",158.259995,161.369995,151.809998,155.539993,2383800,99.979507
"2007-10-25",158,160.389999,153.729996,156.679993,1508500,100.712219
"2007-10-26",159,164.869995,157.809998,164.649994,1851300,105.835281
"2007-10-29",167.679993,176.139999,165.889999,172.899994,3104700,111.138275
"2007-10-30",170.809998,175.410004,164.460007,167.899994,3738600,107.924332
"2007-10-31",157.339996,162.75,155,161.429993,4882400,103.765495
"2007-11-01",160.220001,161.380005,154.809998,154.940002,2803300,99.593773
"2007-11-02",148,151.399994,142.580002,149.399994,3435200,96.03273
"2007-11-05",145.199997,147.809998,142.429993,145.399994,1974200,93.461563
"2007-11-06",147.160004,148.059998,139.710007,142.899994,2040400,91.854591
"2007-11-07",140.199997,141.289993,137.699997,138.429993,1621800,88.981323
"2007-11-08",139.800003,139.800003,131.820007,136.059998,2293300,87.457939
"2007-11-09",133.889999,140.070007,130.860001,136.380005,2243800,87.663628
"2007-11-12",135.710007,137.820007,128.070007,129.550003,1970200,83.273384
"2007-11-13",130.690002,138.289993,130.529999,137.720001,1797100,88.524971
"2007-11-14",138.699997,139.75,130,130.759995,2132400,84.051132
"2007-11-15",130.149994,134.220001,127.709999,130.350006,2038300,83.787605
"2007-11-16",131.710007,135.960007,131.229996,134.5,1690200,86.45517
"2007-11-19",130,131.190002,124.779999,124.980003,2236700,80.335831
"2007-11-20",129.119995,135,127.839996,132.160004,4153700,84.951073
"2007-11-21",131,137.929993,129.899994,135.300003,2406200,86.969421
"2007-11-23",135.889999,136,132.339996,135.050003,878400,86.808693
"2007-11-26",136.320007,136.389999,130.020004,130.600006,1755400,83.94828
"2007-11-27",130.809998,131.820007,128.25,130.600006,3043800,83.94828
"2007-11-28",128.940002,134.740005,128.050003,131.759995,2250100,88.772278
"2007-11-29",131.570007,132.5,126.519997,127.040001,1850200,85.592239
"2007-11-30",128.770004,130,125.519997,126.940002,1715300,85.524849
"2007-12-03",126.699997,126.699997,119.540001,120.669998,2260800,81.300537
"2007-12-04",120.669998,124.769997,119,121.989998,1769500,82.189827
"2007-12-05",124.290001,124.739998,120.75,122.059998,1538800,82.236969
"2007-12-06",121.209999,123.980003,119.860001,123.849998,1270400,83.443001
"2007-12-07",123.900002,127,123.900002,124.599998,1071100,83.948303
"2007-12-10",125.739998,126.949997,124,124.419998,1123900,83.827034
"2007-12-11",124.800003,125.400002,119,119.57,1530900,80.55938
"2007-12-12",120.720001,122.769997,116.589996,118.120003,1984200,79.582458
"2007-12-13",117.980003,119.690002,117.57,119.129997,1059400,80.262932
"2007-12-14",117.050003,120.379997,117.050003,117.870003,1296300,79.414024
"2007-12-17",116.639999,119.160004,114,114.260002,1731900,76.981812
"2007-12-18",115.019997,116.120003,111.529999,112.349998,1561000,75.694954
"2007-12-19",111.239998,119.690002,110.5,117.980003,2775600,79.488144
"2007-12-20",120.860001,121.959999,114.389999,116.389999,2307500,78.416885
"2007-12-21",116.599998,117.480003,113.510002,115.25,2309300,77.648796
"2007-12-24",114.550003,115.199997,113.260002,113.279999,653200,76.321533
"2007-12-26",113.019997,117.849998,112.379997,117.669998,1363800,79.279259
"2007-12-27",118.07,121.419998,114.019997,114.589996,1477900,77.204147
"2007-12-28",116.940002,116.940002,114.150002,115.709999,977700,77.958725
"2007-12-31",115.220001,115.330002,112.089996,112.129997,1093300,75.546738
"2008-01-02",112.769997,114.980003,108.370003,109.379997,1629800,73.693947
"2008-01-03",109.5,109.5,103.769997,105.68,2432900,71.201111
"2008-01-04",103.699997,108.5,101.629997,105.199997,3068700,70.877701
"2008-01-07",106.760002,106.93,102.519997,104.220001,2366800,70.21743
"2008-01-08",105.25,109.949997,103.010002,104.5,2795800,70.406075
"2008-01-09",106.860001,108.540001,103.5,108.260002,2303600,72.939354
"2008-01-10",108.370003,110.639999,105.010002,108.989998,2639700,73.43119
"2008-01-11",107.379997,108.400002,102.309998,102.540001,1995300,69.085556
"2008-01-14",103.489998,104.269997,99.120003,100.949997,2671500,68.014282
"2008-01-15",99.389999,100.540001,95.879997,97.650002,2629800,65.790955
"2008-01-16",97.849998,105.349998,97.440002,102.669998,3428200,69.173141
"2008-01-17",103.720001,104.610001,96.519997,96.889999,3210100,65.278915
"2008-01-18",97.050003,102.32,95.339996,101.43,4005900,68.337708
"2008-01-22",96.440002,101.940002,96.360001,101.379997,2226000,68.304016
"2008-01-23",99.699997,112.5,98,109.959999,2998200,74.084694
"2008-01-24",110.360001,110.849998,105.660004,108.849998,2077500,73.336884
"2008-01-25",109.279999,112.5,103.709999,104.019997,1883900,70.082687
"2008-01-28",104.5,111.269997,103,110.330002,1842000,74.334015
"2008-01-29",112.239998,113.860001,109.120003,111.959999,1494400,75.432198
"2008-01-30",111.18,113.199997,109.389999,109.730003,1468700,73.929749
"2008-01-31",108.099998,116.669998,106,114.980003,1997800,77.466896
"2008-02-01",115.879997,119.779999,114.110001,116.830002,1852900,78.71331
"2008-02-04",116.93,116.959999,111.25,111.470001,1322600,75.102058
"2008-02-05",115,123,112.660004,119.360001,4366300,80.417877
"2008-02-06",119.639999,120.199997,114.5,115.370003,2539600,77.72966
"2008-02-07",114.010002,121.550003,113.480003,120.589996,2064000,81.246559
"2008-02-08",119.989998,121.730003,116.480003,119,1576700,80.175339
"2008-02-11",119.18,122.220001,118.800003,119.879997,1809500,80.768234
"2008-02-12",121.860001,124.769997,119.120003,119.839996,2723400,80.741287
"2008-02-13",116.589996,118.550003,108.129997,110.910004,5595600,74.724785
"2008-02-14",111.050003,113.940002,106.919998,107.400002,3147900,72.35994
"2008-02-15",106.849998,106.93,103.720001,104.620003,2026900,70.486916
