"","MPC.Open","MPC.High","MPC.Low","MPC.Close","MPC.Volume","MPC.Adjusted"
"2013-01-29",34.994999,36.209999,34.93,35.985001,11114600,28.498514
"2013-01-30",36.549999,36.700001,35.439999,36.445,10041400,28.862822
"2013-01-31",36.345001,37.505001,36.195,37.105,8097200,29.385508
"2013-02-01",37.525002,38.205002,37.275002,38.105,7498000,30.177464
"2013-02-04",37.830002,38.610001,37.724998,38.400002,7424000,30.4111
"2013-02-05",38.665001,38.700001,38.084999,38.34,8406200,30.363569
"2013-02-06",38.259998,39.185001,38.259998,38.895,6355400,30.803118
"2013-02-07",38.98,39.555,38.705002,39.509998,8834400,31.290161
"2013-02-08",39.775002,41.040001,39.775002,40.715,8353800,32.24448
"2013-02-11",40.855,41.25,40.540001,40.845001,7026400,32.34742
"2013-02-12",40.889999,41,40.115002,40.445,6500600,32.03064
"2013-02-13",40.384998,40.950001,40.23,40.834999,4563000,32.339508
"2013-02-14",40.59,41.875,40.455002,41.580002,5921200,32.929508
"2013-02-15",41.404999,41.59,40.755001,41.279999,5678200,32.969444
"2013-02-19",41.514999,42.134998,41.279999,42.105,8598200,33.628349
"2013-02-20",42.029999,42.314999,40.025002,40.115002,9563000,32.038982
"2013-02-21",39.939999,40.599998,38.830002,40.294998,10590000,32.182747
"2013-02-22",40.650002,40.794998,39.98,40.764999,5221800,32.558128
"2013-02-25",40.869999,41.470001,39.619999,39.639999,5922200,31.659611
"2013-02-26",39.695,40.330002,39.165001,40.275002,5782400,32.166771
"2013-02-27",40.189999,41.630001,40.09,41.369999,5973000,33.041332
"2013-02-28",41.32,41.93,41.279999,41.439999,4813400,33.097225
"2013-03-01",41.169998,42.505001,41.169998,42.505001,6742000,33.94783
"2013-03-04",42.404999,44.974998,42.355,44.895,11788200,35.85667
"2013-03-05",45.044998,45.235001,43.849998,44.375,12037600,35.441345
"2013-03-06",44.625,44.84,44.130001,44.27,5949400,35.357494
"2013-03-07",44.299999,44.509998,43.639999,44.139999,7400400,35.253662
"2013-03-08",44.52,44.700001,43.814999,44.509998,7495200,35.549183
"2013-03-11",44.240002,44.290001,43.5,43.945,7916400,35.097923
"2013-03-12",43.869999,44.93,43.639999,44.494999,5936600,35.537193
"2013-03-13",44.264999,44.365002,43.09,43.415001,9499600,34.674618
"2013-03-14",43.630001,43.93,43.044998,43.849998,7341000,35.022049
"2013-03-15",43.904999,44.305,43.650002,43.965,9869800,35.113899
"2013-03-18",43.450001,44.869999,43.150002,44.369999,5540800,35.437359
"2013-03-19",44.334999,44.735001,43.674999,44.154999,6269800,35.265648
"2013-03-20",44.73,45.990002,44.540001,45.564999,6160600,36.391785
"2013-03-21",45.264999,45.615002,44.52,44.529999,7649800,35.565155
"2013-03-22",44.73,45.945,44.599998,45.455002,5065400,36.303932
"2013-03-25",45.884998,46.365002,44.855,45.095001,5703000,36.016407
"2013-03-26",45.345001,45.785,45.095001,45.465,5243800,36.311913
"2013-03-27",45.259998,45.439999,44.700001,44.834999,5737000,35.808754
"2013-03-28",44.834999,45.224998,44.654999,44.799999,5275600,35.780788
"2013-04-01",44.775002,45.014999,44.145,44.915001,4970800,35.872643
"2013-04-02",45.185001,45.27,42.380001,42.740002,8668800,34.135521
"2013-04-03",42.735001,42.735001,39.25,40.695,18626000,32.502216
"2013-04-04",40.580002,41.950001,40.375,41.310001,8338400,32.993412
"2013-04-05",40.525002,41.424999,39.75,41.185001,6352400,32.893581
"2013-04-08",41.439999,41.740002,40.970001,41.68,4992400,33.288914
"2013-04-09",41.830002,42.68,41.330002,42.400002,5196200,33.863972
"2013-04-10",42.580002,42.775002,42,42.169998,5100400,33.680275
"2013-04-11",42.150002,42.285,40.375,41.035,10707400,32.773773
"2013-04-12",40.494999,40.709999,39.200001,40.145,9943400,32.062943
"2013-04-15",39.595001,40.105,38.57,38.759998,10907200,30.956778
"2013-04-16",39.200001,39.695,38.84,39.435001,7204400,31.49589
"2013-04-17",38.869999,39.174999,37.599998,38.305,7759200,30.593384
"2013-04-18",38.285,38.994999,37.654999,38.494999,7909000,30.745119
"2013-04-19",38.705002,39.384998,38.389999,39.375,6213200,31.447964
"2013-04-22",39.43,40.419998,38.98,39.994999,5784000,31.943136
"2013-04-23",40.055,40.990002,40.025002,40.775002,5274400,32.56612
"2013-04-24",41.035,41.764999,40.970001,41.310001,5325800,32.993412
"2013-04-25",41.595001,42.150002,40.695,40.810001,5399600,32.59407
"2013-04-26",40.799999,40.855,40.205002,40.674999,4257200,32.486248
"2013-04-29",40.855,41.665001,40.805,41.205002,5419200,32.90955
"2013-04-30",39.965,40.814999,38.424999,39.18,13876000,31.292231
"2013-05-01",38.799999,38.805,36.73,36.735001,15908400,29.339453
"2013-05-02",36.799999,38.305,36.785,37.900002,9519600,30.269911
"2013-05-03",38.240002,39.34,38.240002,39.049999,8823400,31.188396
"2013-05-06",38.985001,40.389999,38.860001,40.169998,5726600,32.082912
"2013-05-07",40.435001,40.955002,40.09,40.720001,6623400,32.522194
"2013-05-08",40.625,40.68,39.134998,39.305,7932200,31.392052
"2013-05-09",39.220001,39.490002,38.580002,39.235001,5669200,31.336153
"2013-05-10",38.884998,38.884998,38.110001,38.689999,7920000,30.900869
"2013-05-13",38.610001,38.84,37.904999,38.224998,6110400,30.52949
"2013-05-14",38.205002,38.98,38.080002,38.924999,5706000,31.375847
"2013-05-15",38.935001,40.154999,38.935001,39.689999,5736600,31.992479
"2013-05-16",39.52,40.375,39.150002,39.259998,6027800,31.645878
"2013-05-17",39.555,41.525002,39.555,41.34,8992800,33.322479
"2013-05-20",41.325001,43,41.27,42.299999,7579600,34.096291
"2013-05-21",42.27,42.27,40.935001,41.439999,6177200,33.403088
"2013-05-22",41.474998,41.98,40.474998,41.224998,7024000,33.229782
"2013-05-23",40.435001,41.529999,40.055,41.18,4425800,33.193508
"2013-05-24",40.950001,41.055,40.349998,41.029999,3205600,33.072601
"2013-05-28",41.744999,42.220001,41.400002,41.875,4441800,33.753731
"2013-05-29",41.549999,42.064999,41.125,41.855,2994600,33.737591
"2013-05-30",41.805,42.025002,41.259998,41.77,4177800,33.669083
"2013-05-31",41.650002,42.215,41.25,41.25,5167800,33.249939
"2013-06-03",41.305,41.514999,40.075001,41.009998,4824000,33.056477
"2013-06-04",40.785,41.255001,39.919998,40.314999,4819200,32.496273
"2013-06-05",40.209999,41.040001,39.779999,39.965,5643800,32.214149
"2013-06-06",39.950001,41.375,39.825001,41.375,5383000,33.350689
"2013-06-07",41.415001,41.884998,40.985001,41.814999,4276400,33.705353
"2013-06-10",41.810001,42.075001,41.125,41.205002,4506600,33.213657
"2013-06-11",40.459999,40.889999,39.924999,39.93,4609600,32.18594
"2013-06-12",40.395,40.474998,39.509998,39.639999,5115800,31.952175
"2013-06-13",39.564999,40.509998,39.514999,40.395,4457200,32.560757
"2013-06-14",40.049999,40.509998,39.75,39.805,3119200,32.085182
"2013-06-17",40.049999,40.25,39.349998,39.5,4654800,31.839327
"2013-06-18",39.365002,39.904999,39.23,39.459999,7257000,31.807079
"2013-06-19",39.634998,40.215,39.150002,39.154999,4919600,31.56123
"2013-06-20",38.59,38.599998,36.43,36.895,10555200,29.739546
"2013-06-21",37.240002,37.25,35.360001,36.404999,11563400,29.344576
"2013-06-24",35.959999,35.98,34.654999,35.189999,7746400,28.365217
"2013-06-25",35.77,36.215,35.720001,36.040001,7364400,29.050371
"2013-06-26",36.419998,36.93,36.07,36.215,6059600,29.191427
"2013-06-27",36.560001,36.855,35.355,35.525002,7349600,28.635244
"2013-06-28",35.419998,35.555,35.150002,35.529999,15077600,28.639275
"2013-07-01",35.415001,36.325001,35.025002,35.189999,5556000,28.365217
"2013-07-02",35.294998,35.445,34.169998,34.645,8500800,27.925913
"2013-07-03",34.560001,35.424999,33.790001,35.365002,5514600,28.506277
"2013-07-05",34.459999,35.330002,33.799999,34.494999,6161400,27.805
"2013-07-08",34.595001,35.240002,34.595001,34.720001,6802800,27.986368
"2013-07-09",34.965,35.189999,34.685001,35.060001,4819200,28.260427
"2013-07-10",35.205002,35.224998,33.974998,34.150002,7129200,27.526915
"2013-07-11",34.75,35.84,34.389999,35.755001,7577400,28.820633
"2013-07-12",35.209999,37.099998,35.099998,36.619999,8986800,29.517878
"2013-07-15",36.605,36.955002,36.165001,36.549999,5185400,29.461462
"2013-07-16",35.744999,36.224998,34.529999,34.965,10226600,28.183851
"2013-07-17",34.955002,35.424999,34.865002,34.875,4450000,28.111311
"2013-07-18",34.985001,35.049999,34,34.145,8348600,27.522884
"2013-07-19",34.43,34.825001,33.945,34.799999,6666600,28.050852
"2013-07-22",34.825001,35.115002,34.5,34.919998,4830600,28.147579
"2013-07-23",35.025002,36.18,34.965,35.884998,5396400,28.925428
"2013-07-24",35.919998,35.945,34.939999,35.195,5161800,28.369246
"2013-07-25",35.040001,36.084999,34.904999,36.025002,5070800,29.038275
"2013-07-26",35.990002,36.375,35.695,35.955002,3327200,28.981848
"2013-07-29",35.994999,36.244999,35.674999,36.115002,3745000,29.110826
"2013-07-30",36.25,36.790001,36.119999,36.505001,5062800,29.425186
"2013-07-31",36.525002,37.375,36.189999,36.665001,5845400,29.554148
"2013-08-01",36.93,38.009998,36.93,37.544998,6829000,30.263479
"2013-08-02",36.939999,37.084999,35.775002,35.965,7223200,28.98991
"2013-08-05",35.880001,35.974998,35.415001,35.845001,3975000,28.893183
"2013-08-06",35.845001,36.595001,35.25,35.560001,7383600,28.663458
"2013-08-07",35.549999,36.150002,35.400002,35.860001,5623200,28.905275
"2013-08-08",35.945,36.950001,35.884998,36.244999,5427200,29.215611
"2013-08-09",36.365002,36.709999,36.25,36.619999,4739400,29.517878
"2013-08-12",36.465,36.865002,36.224998,36.525002,4768800,29.441305
"2013-08-13",36.695,37.535,36.505001,37.470001,4176600,30.203026
"2013-08-14",37.384998,37.744999,36.830002,36.845001,6719800,29.699247
"2013-08-15",36.634998,36.639999,35.290001,35.334999,8015000,28.482096
"2013-08-16",35.325001,35.325001,34.415001,35,7379400,28.212059
"2013-08-19",34.77,35.455002,34.514999,34.525002,6281000,28.167196
"2013-08-20",34.525002,35.834999,34.27,35.494999,6649400,28.958565
"2013-08-21",35.380001,36.490002,35.119999,35.924999,5060600,29.30938
"2013-08-22",36.139999,37.869999,35.98,37.43,7022800,30.537237
"2013-08-23",37.535,38.290001,37.34,37.529999,7861400,30.618822
"2013-08-26",37.625,38.055,37.349998,37.404999,5875000,30.51683
"2013-08-27",36.939999,37.240002,36.349998,36.549999,6429000,29.81929
"2013-08-28",36.66,37.275002,36.544998,37.02,4333400,30.202745
"2013-08-29",36.91,37.380001,36.599998,36.814999,3831400,30.035484
"2013-08-30",36.965,37.330002,36.105,36.255001,4815600,29.578609
"2013-09-03",36.810001,37.275002,36.575001,36.720001,4477400,29.957983
"2013-09-04",36.564999,36.985001,36.345001,36.830002,3637200,30.047733
"2013-09-05",36.884998,37.174999,36.025002,36.049999,4892000,29.411366
"2013-09-06",36.134998,36.360001,35.235001,35.424999,6013600,28.901453
"2013-09-09",35.43,35.5,34.669998,34.805,7774800,28.395634
"2013-09-10",34.735001,34.775002,33.955002,34.049999,8854000,27.779665
"2013-09-11",34.09,34.189999,33.325001,33.855,7546800,27.620571
"2013-09-12",33.814999,33.904999,33.314999,33.465,5362200,27.302389
"2013-09-13",33.66,34.290001,33.560001,33.945,5797400,27.694002
"2013-09-16",34.165001,34.275002,33.450001,33.474998,4376600,27.310551
"2013-09-17",33.439999,33.740002,32.779999,33.105,6658000,27.008688
"2013-09-18",33.115002,33.314999,32.68,33.130001,8218000,27.029083
"2013-09-19",33.404999,33.775002,32.57,32.705002,9784000,26.682352
"2013-09-20",32.705002,32.900002,32.189999,32.255001,10416000,26.315214
"2013-09-23",32.224998,32.294998,31.465,31.495001,7327800,25.695166
"2013-09-24",31.504999,32.345001,31.254999,32.154999,9041000,26.233629
"2013-09-25",32.27,32.68,31.809999,32.235001,8645600,26.298903
"2013-09-26",32.224998,32.470001,31.83,32.07,6170800,26.164282
"2013-09-27",32.25,32.810001,32.154999,32.470001,7105400,26.490627
"2013-09-30",31.875,32.285,31.52,32.16,9147800,26.237707
"2013-10-01",32.075001,32.375,31.690001,32.145,6648800,26.225471
"2013-10-02",31.98,32.970001,31.98,32.669998,8029400,26.65379
"2013-10-03",32.5,32.805,32.299999,32.615002,5098200,26.608925
"2013-10-04",32.419998,32.869999,32.09,32.615002,5138200,26.608925
"2013-10-07",32.43,32.560001,31.58,31.959999,5025400,26.074539
"2013-10-08",31.940001,31.99,31.25,31.25,6700600,25.495289
"2013-10-09",31.264999,31.264999,30.66,31.049999,7422000,25.332111
"2013-10-10",31.690001,32.955002,31.504999,32.654999,8428400,26.641554
"2013-10-11",32.650002,33.945,32.514999,33.625,8977200,27.432932
"2013-10-14",33.259998,33.689999,32.945,33.595001,4481800,27.408457
"2013-10-15",33.855,34.564999,33.759998,34.220001,9239200,27.91836
"2013-10-16",34.68,34.68,34.105,34.474998,6075200,28.126402
"2013-10-17",34.375,35.195,34.259998,35.09,6378600,28.628145
"2013-10-18",35.34,35.369999,34.945,35.369999,5053200,28.856585
"2013-10-21",35.494999,35.775002,35.215,35.465,4219200,28.934095
"2013-10-22",35.695,36.599998,35.695,36.25,7307200,29.574541
"2013-10-23",36.150002,37.575001,35.990002,36.044998,10102400,29.407282
"2013-10-24",36,36,34.514999,34.605,10597800,28.232466
"2013-10-25",34.709999,35.134998,34.209999,34.945,6272800,28.50985
"2013-10-28",35.189999,36.294998,35.150002,35.599998,5972400,29.044226
"2013-10-29",35.634998,36.23,35.294998,35.41,3768000,28.889223
"2013-10-30",35.490002,36.290001,35.005001,36.255001,7796200,29.578609
"2013-10-31",36.18,37.5,35.790001,35.830002,9671400,29.231874
"2013-11-01",35.919998,36.025002,35.075001,35.43,7031600,28.905535
"2013-11-04",35.485001,35.880001,35.09,35.845001,4843800,29.244114
"2013-11-05",35.599998,35.744999,35.215,35.360001,5071600,28.848431
"2013-11-06",35.595001,35.98,35.060001,35.200001,5263000,28.717892
"2013-11-07",35.029999,35.540001,34.689999,35.215,8184800,28.730129
"2013-11-08",35.200001,35.939999,34.895,35.825001,5051400,29.227798
"2013-11-11",35.830002,36.125,35.400002,36.099998,3816200,29.452154
"2013-11-12",36.150002,37.209999,36.025002,37.005001,6765200,30.190506
"2013-11-13",36.875,37.584999,36.619999,37.549999,5727200,30.635134
"2013-11-14",37.689999,39.700001,37.689999,39.43,13853000,32.168941
"2013-11-15",39.455002,39.75,38.869999,39.419998,9410800,32.160763
"2013-11-18",39.369999,39.630001,38.595001,38.715,6683200,31.925751
"2013-11-19",38.740002,39.875,38.365002,39.415001,10812800,32.503006
"2013-11-20",39.505001,39.580002,38.424999,38.700001,5748000,31.913382
"2013-11-21",38.610001,39.485001,38.41,39.389999,5360400,32.482384
"2013-11-22",39.650002,40.215,39.639999,40.125,6741200,33.088486
"2013-11-25",40.275002,41.049999,39.869999,40.889999,9178400,33.719337
"2013-11-26",41.095001,41.66,40.764999,40.775002,9426600,33.624504
"2013-11-27",40.775002,42.825001,40.775002,42.169998,11929200,34.774868
"2013-11-29",42.32,42.32,41.310001,41.369999,3893800,34.115158
"2013-12-02",41.919998,44.119999,41.709999,43.705002,12023200,36.040688
"2013-12-03",43.459999,44.145,43.195,43.494999,9649200,35.867516
"2013-12-04",42.044998,42.919998,41.119999,41.630001,14658200,34.329559
"2013-12-05",42.235001,42.700001,41.41,41.924999,10253600,34.57283
"2013-12-06",42.349998,44.43,42.330002,43.599998,12492600,35.954102
"2013-12-09",43.884998,44.404999,42.709999,42.775002,12114400,35.273777
"2013-12-10",42.665001,44.029999,41.619999,43.755001,10819000,36.081917
"2013-12-11",43.599998,43.744999,42.580002,42.990002,6899400,35.45108
"2013-12-12",43.055,43.419998,42.224998,42.849998,6871000,35.335629
"2013-12-13",42.900002,43.005001,41.759998,42.605,7480600,35.133579
"2013-12-16",42.720001,43.674999,42.720001,43.174999,9189200,35.603626
"2013-12-17",43.165001,43.490002,42.689999,43.044998,5612200,35.496426
"2013-12-18",43.235001,44.125,42.715,43.709999,7972000,36.044796
"2013-12-19",43.57,43.900002,42.755001,42.855,6993000,35.339741
"2013-12-20",42.75,44.035,42.724998,43.630001,11507400,35.978844
"2013-12-23",44.095001,44.974998,43.919998,44.384998,4906600,36.601437
"2013-12-24",44.360001,44.689999,44.029999,44.674999,1793400,36.84058
"2013-12-26",44.57,44.904999,44.465,44.77,2618400,36.918922
"2013-12-27",44.939999,44.939999,43.884998,44.564999,3128800,36.749866
"2013-12-30",44.540001,44.735001,43.744999,44.25,3245200,36.49012
"2013-12-31",44.59,45.974998,44.564999,45.865002,6417400,37.821903
"2014-01-02",45.744999,45.91,44.415001,44.740002,6062800,36.894176
"2014-01-03",44.895,45.125,43.889999,44.130001,4357400,36.391151
"2014-01-06",44.279999,45.005001,44.064999,44.355,4191600,36.576698
"2014-01-07",44.369999,44.724998,43.255001,44.5,7553600,36.696266
"2014-01-08",44.619999,44.619999,43.560001,44.34,8400400,36.564327
"2014-01-09",44.514999,45.93,44.355,45.52,10654000,37.537403
"2014-01-10",45.5,45.93,44.619999,45.485001,5297800,37.508533
"2014-01-13",45.485001,45.779999,43.825001,44.080002,6903000,36.349926
"2014-01-14",44.695,45.220001,44.200001,44.549999,6102000,36.737507
"2014-01-15",44.794998,44.805,42.485001,43.325001,11636600,35.727325
"2014-01-16",43.134998,43.400002,42.34,42.849998,7891600,35.335629
"2014-01-17",42.75,43.325001,42.514999,42.639999,7060200,35.162445
"2014-01-21",43.139999,43.759998,42.91,43.165001,5157400,35.595383
"2014-01-22",43.384998,43.455002,42.240002,42.790001,5239000,35.286137
"2014-01-23",43.130001,43.43,41.884998,42.720001,8390800,35.228409
"2014-01-24",42.169998,42.25,41.025002,41.490002,5447800,34.214123
"2014-01-27",41.490002,41.994999,40.685001,41.75,8472600,34.428513
"2014-01-28",41.669998,41.759998,41,41.584999,5305600,34.29245
"2014-01-29",42.189999,44.099998,41.005001,43.259998,15525800,35.673714
"2014-01-30",43.93,44.470001,42.889999,43.75,6661800,36.077789
"2014-01-31",43.369999,44.380001,43.099998,43.525002,8399200,35.892246
"2014-02-03",43.540001,43.549999,41.790001,42.169998,9162400,34.774868
"2014-02-04",42.305,42.334999,40.599998,41.625,10087200,34.325436
"2014-02-05",41.299999,41.470001,40.34,41.154999,10008800,33.937859
"2014-02-06",41.165001,41.740002,40.825001,41.665001,5257800,34.358433
"2014-02-07",41.875,42.759998,41.779999,42.235001,5116800,34.828476
"2014-02-10",42.23,42.25,41.014999,41.259998,6327000,34.024456
"2014-02-11",41.25,42.450001,41.174999,42.23,7002800,34.824341
"2014-02-12",42.290001,42.810001,41.93,42.099998,5166200,34.717152
"2014-02-13",41.974998,42.924999,41.950001,42.790001,6113400,35.286137
"2014-02-14",42.785,44.330002,42.439999,43.855,5999600,36.522873
"2014-02-18",43.994999,44.57,43.514999,43.849998,5360000,36.518703
"2014-02-19",43.744999,44.544998,43.41,43.509998,6390000,36.235542
"2014-02-20",43.689999,44.369999,43.195,43.974998,5420800,36.622803
"2014-02-21",43.959999,44.244999,43.584999,43.654999,4939600,36.356308
"2014-02-24",44.005001,44.77,44.005001,44.060001,5835800,36.693596
"2014-02-25",44.064999,45.540001,43.860001,44.945,9419000,37.43063
"2014-02-26",44.865002,45.459999,43.775002,44.02,6570400,36.660282
"2014-02-27",44,44,41.68,42.075001,14367600,35.040462
"2014-02-28",41.994999,42.584999,41.764999,42,6485800,34.977997
"2014-03-03",41.880001,42.744999,41.435001,41.685001,6215200,34.715668
"2014-03-04",42.049999,42.455002,41.450001,42.345001,7198400,35.265327
"2014-03-05",42.105,43.380001,42.049999,43.09,6024200,35.885773
"2014-03-06",43.255001,45,43.255001,44.740002,9341000,37.259911
"2014-03-07",45,45.299999,44.595001,45,8229800,37.476433
"2014-03-10",45,45.955002,44.93,45.540001,8210000,37.926151
"2014-03-11",45.619999,45.865002,44.889999,45.645,7221600,38.013603
"2014-03-12",45.59,47.34,45.560001,47.25,10844000,39.350258
"2014-03-13",47.185001,47.264999,46.064999,46.275002,8558800,38.538265
"2014-03-14",46.259998,47.34,46.205002,46.990002,6533400,39.133724
"2014-03-17",47.139999,47.439999,46.654999,46.785,7592200,38.963001
"2014-03-18",46.794998,47.330002,46.380001,47.07,6144000,39.200344
"2014-03-19",46.945,47,45.634998,45.825001,5648400,38.163498
"2014-03-20",45.75,46.279999,45.369999,45.955002,5188400,38.271767
"2014-03-21",46.334999,46.790001,45.16,45.345001,9785400,37.763748
"2014-03-24",45.494999,45.919998,44.535,44.805,7325000,37.31403
"2014-03-25",45.009998,45.869999,44.994999,45.32,5048400,37.742928
"2014-03-26",45.424999,45.790001,44.505001,44.549999,5223400,37.101669
"2014-03-27",44.380001,44.470001,43.369999,43.645,6870400,36.347977
"2014-03-28",43.880001,44.189999,43.564999,43.834999,4366200,36.506214
"2014-03-31",44,44.220001,43.400002,43.52,5580000,36.24387
"2014-04-01",43.575001,44.799999,43.535,44.77,8849800,37.284889
"2014-04-02",44.325001,44.325001,43.375,43.580002,7907800,36.293858
"2014-04-03",43.779999,43.884998,43.540001,43.584999,5124400,36.298004
"2014-04-04",43.939999,44.195,43.244999,43.549999,5920600,36.268856
"2014-04-07",43.395,43.560001,42.080002,42.540001,5032000,35.427723
"2014-04-08",42.595001,42.744999,41.404999,41.950001,7488200,34.936356
"2014-04-09",41.950001,43.185001,41.650002,42.560001,6291400,35.444378
"2014-04-10",42.48,43.369999,41.970001,42.264999,6598400,35.198689
"2014-04-11",42.169998,42.610001,41.330002,41.645,7891400,34.682354
"2014-04-14",41.970001,42.419998,41.654999,42.285,5615200,35.215355
"2014-04-15",42.400002,43.325001,42.305,43.290001,7725000,36.05233
"2014-04-16",43.584999,44.465,43.215,44.389999,6155400,36.968426
"2014-04-17",44.27,45.209999,44.23,44.955002,5593800,37.438961
"2014-04-21",44.439999,45.27,44.299999,45.07,3252200,37.534733
"2014-04-22",44.759998,45.634998,43.900002,45.195,6409800,37.638828
"2014-04-23",45.189999,45.735001,45.150002,45.419998,4273800,37.82621
"2014-04-24",45.514999,45.775002,44.93,45.369999,4380400,37.784569
"2014-04-25",45.244999,45.825001,45.224998,45.365002,4442400,37.780407
"2014-04-28",45.544998,47.075001,45.07,46.459999,7105600,38.692333
"2014-04-29",46.860001,47.294998,46.535,46.689999,4785400,38.883888
"2014-04-30",46.654999,47.139999,46.400002,46.474998,9770800,38.704826
"2014-05-01",44.5,48.639999,44.365002,47.720001,11076200,39.741676
"2014-05-02",47.814999,48.5,47.209999,47.875,5491600,39.870762
"2014-05-05",47.669998,48.369999,47.215,47.904999,6481600,39.895744
"2014-05-06",47.794998,48.849998,47.665001,48.345001,7757400,40.262177
"2014-05-07",48.235001,48.404999,47.325001,47.599998,5786000,39.641735
"2014-05-08",47.599998,48.064999,46.16,46.395,6225000,38.638195
"2014-05-09",46.59,46.59,45.349998,45.645,4853400,38.013603
"2014-05-12",45.985001,46.580002,45.790001,46.009998,4840800,38.31757
"2014-05-13",46.244999,46.779999,43.02,45.880001,5439600,38.209305
"2014-05-14",45.834999,46.5,44.965,45.91,5395400,38.234283
"2014-05-15",45.595001,45.610001,44.564999,44.950001,5937400,37.434784
"2014-05-16",44.924999,45.02,44.279999,44.525002,4317600,37.080856
"2014-05-19",44.145,44.790001,44.049999,44.439999,4882200,37.362499
"2014-05-20",44.310001,45.16,44.169998,44.314999,4671600,37.257404
"2014-05-21",44.400002,44.650002,43.355,43.845001,5646400,36.862259
"2014-05-22",43.775002,44.924999,43.384998,43.455002,7462200,36.534359
"2014-05-23",43.435001,43.794998,43.099998,43.57,4626000,36.63105
"2014-05-27",43.599998,43.865002,43.275002,43.474998,5095000,36.551189
"2014-05-28",43.685001,44.584999,43.485001,43.685001,7548400,36.727734
"2014-05-29",44.224998,44.990002,43.514999,44.904999,5173200,37.753437
"2014-05-30",44.755001,45,44.375,44.695,4274200,37.576881
"2014-06-02",44.935001,45.014999,44.325001,44.860001,3391800,37.715607
"2014-06-03",44.880001,44.904999,44,44.044998,4737400,37.030396
"2014-06-04",44,44.485001,43.625,43.919998,5623800,36.925308
"2014-06-05",44.060001,44.380001,43.605,43.950001,8724600,36.950542
"2014-06-06",44.195,44.195,43.424999,43.845001,4150400,36.862259
"2014-06-09",43.735001,44.305,43.485001,43.75,4777200,36.782387
"2014-06-10",43.75,43.775002,42.580002,42.845001,8261200,36.021515
"2014-06-11",42.549999,42.950001,42.505001,42.845001,4279000,36.021515
"2014-06-12",43.055,43.419998,42.424999,43.325001,8324400,36.425072
"2014-06-13",43.404999,43.580002,43.075001,43.209999,4127400,36.328384
"2014-06-16",43.195,43.349998,42.869999,42.935001,3916200,36.097191
"2014-06-17",42.869999,43.334999,42.415001,43.290001,7714600,36.395645
"2014-06-18",43.32,44.439999,42.889999,44.32,6750000,37.261604
"2014-06-19",44.485001,44.875,44.380001,44.810001,5882600,37.673569
"2014-06-20",44.985001,45.105,44.494999,44.805,7134000,37.669361
"2014-06-23",44.900002,45.080002,44.375,44.490002,3866200,37.404533
"2014-06-24",44.529999,44.685001,43.154999,43.224998,6239800,36.340996
"2014-06-25",40.375,41.049999,38.98,40.485001,27575000,34.037369
"2014-06-26",40.325001,40.82,40.044998,40.465,9658200,34.02055
"2014-06-27",40.514999,40.625,39.580002,39.700001,14643600,33.377388
"2014-06-30",39.674999,39.759998,38.970001,39.035,7769600,32.818291
"2014-07-01",39.134998,39.485001,38.935001,39.305,5785400,33.045292
"2014-07-02",39.130001,40.169998,39.095001,39.939999,6280200,33.579166
"2014-07-03",40.005001,40.5,39.764999,40.450001,4323400,34.007946
"2014-07-07",40.220001,40.5,39.540001,39.735001,5309400,33.406818
"2014-07-08",39.790001,39.834999,38.900002,38.915001,6528800,32.717415
"2014-07-09",39.040001,39.310001,38.59,39.044998,5026800,32.826698
"2014-07-10",38.639999,38.945,38.360001,38.705002,6558600,32.540859
"2014-07-11",39.360001,39.785,38.965,39.43,5679600,33.150383
"2014-07-14",39.610001,39.645,38.884998,39.040001,4876800,32.822495
"2014-07-15",38.73,39.82,38.625,39.509998,6494600,33.217636
"2014-07-16",39.615002,39.834999,39,39.215,5106600,32.969631
"2014-07-17",39.009998,39.275002,38.325001,38.375,5251400,32.263409
"2014-07-18",38.66,38.834999,38.389999,38.455002,5385800,32.330666
"2014-07-21",38.525002,38.584999,37.924999,37.965,5123200,31.918707
"2014-07-22",38.189999,38.5,37.84,37.895,5201600,31.859856
"2014-07-23",38.145,38.66,37.935001,38.305,4275000,32.204563
"2014-07-24",38.41,39.115002,38.375,38.715,5539800,32.549252
"2014-07-25",38.75,39.334999,38.580002,39.290001,6114600,33.032692
"2014-07-28",39.415001,39.674999,38.82,38.895,5551600,32.7006
"2014-07-29",39.255001,40.244999,39.18,39.814999,8096600,33.474072
"2014-07-30",39.790001,40.064999,39.23,39.490002,6335200,33.200836
"2014-07-31",40.68,42.490002,40.639999,41.740002,15821400,35.092499
"2014-08-01",41.845001,43.044998,41.415001,41.785,13103200,35.130329
"2014-08-04",41.75,42.439999,41.395,42.235001,6394000,35.508663
"2014-08-05",41.77,42.900002,41.639999,42.514999,7867000,35.744076
"2014-08-06",42.334999,43.66,42.334999,43.375,7819200,36.467106
"2014-08-07",43.549999,43.779999,42.825001,43.25,4041200,36.362007
"2014-08-08",43.419998,43.849998,43.095001,43.75,3274400,36.782387
"2014-08-11",43.970001,44.169998,43.445,43.544998,3574400,36.610027
"2014-08-12",43.5,43.744999,43.035,43.285,3156600,36.391438
"2014-08-13",43.509998,43.875,42.84,43.715,4500000,36.752964
"2014-08-14",43.875,44.654999,43.785,44.455002,4561600,37.375107
