"","IRM.Open","IRM.High","IRM.Low","IRM.Close","IRM.Volume","IRM.Adjusted"
"2009-06-22",13.59588,13.648153,13.32976,13.32976,97626600,5.422102
"2009-06-23",13.339264,13.358273,13.030375,13.229965,112881200,5.381509
"2009-06-24",13.301247,13.562614,13.177691,13.386786,133005900,5.445298
"2009-06-25",13.296494,13.971298,13.210957,13.88576,131636200,5.648263
"2009-06-26",13.795469,13.828734,13.55311,13.681418,131226400,5.565145
"2009-06-29",13.714683,13.92853,13.562614,13.781214,94407100,5.605738
"2009-06-30",13.781214,13.833488,13.586375,13.66241,117400200,5.557414
"2009-07-01",13.705179,13.980803,13.467572,13.890512,97123200,5.650198
"2009-07-02",13.70993,13.766956,13.363025,13.467572,113911400,5.478161
"2009-07-06",13.391538,13.576872,13.267982,13.500836,100213900,5.491692
"2009-07-07",13.46282,13.46282,12.963844,13.111161,147897500,5.333185
"2009-07-08",13.168187,13.22046,13.006614,13.054136,139444900,5.309988
"2009-07-09",13.068392,13.291742,12.963844,13.244221,92253000,5.387308
"2009-07-10",13.077896,13.32976,13.035127,13.244221,62528300,5.387308
"2009-07-13",13.225212,13.382033,12.95434,13.382033,85732100,5.443365
"2009-07-14",13.372529,13.719436,13.315504,13.719436,139362900,5.580609
"2009-07-15",13.957043,14.166137,13.823982,14.156632,133357100,5.758447
"2009-07-16",14.156632,14.413249,14.037829,14.360975,117411900,5.841567
"2009-07-17",14.437009,14.437009,14.056837,14.151881,117657700,5.756515
"2009-07-20",14.099607,14.313453,14.094855,14.189898,151784300,5.771978
"2009-07-21",14.299197,14.356223,13.942786,14.275436,129493700,5.806769
"2009-07-22",14.270684,14.356223,14.090102,14.265932,207756600,5.802906
"2009-07-23",14.251676,14.517796,14.094855,14.456017,203401500,5.880226
"2009-07-24",14.370479,14.560565,14.299197,14.555813,153692600,5.92082
"2009-07-27",14.513043,14.631846,14.418,14.631846,77829700,5.951747
"2009-07-28",14.384736,14.940736,14.384736,14.916975,137653700,6.067729
"2009-07-29",14.769659,15.225864,14.769659,15.183095,221910700,6.175978
"2009-07-30",14.256428,14.498787,13.781214,13.862,429913200,5.6386
"2009-07-31",13.439059,13.919025,13.358273,13.881008,262792400,5.646332
"2009-08-03",13.881008,14.375231,13.852495,14.299197,228677500,5.816438
"2009-08-04",14.261179,14.413249,14.223163,14.346718,138473200,5.835767
"2009-08-05",14.21841,14.375231,13.800221,13.871504,180549000,5.642465
"2009-08-06",13.990308,14.109111,13.771708,13.876256,104779700,5.644398
"2009-08-07",14.004563,14.128119,13.92853,14.018821,80452100,5.702391
"2009-08-10",14.009316,14.056837,13.55311,13.70993,106606100,5.576743
"2009-08-11",13.586375,13.68617,13.32976,13.443811,103936800,5.468495
"2009-08-12",13.491333,13.823982,13.372529,13.695675,135043000,5.570944
"2009-08-13",13.724188,13.781214,13.534101,13.72894,63687300,5.584474
"2009-08-14",13.781214,13.857247,13.363025,13.524598,71800500,5.501358
"2009-08-17",13.26323,13.434307,13.101657,13.177691,66789800,5.360247
"2009-08-18",13.239469,13.272734,13.068392,13.215708,59215200,5.37571
"2009-08-19",13.144426,13.348768,13.077896,13.286991,83285300,5.404705
"2009-08-20",13.282238,13.515094,13.182444,13.46282,87851100,5.476227
"2009-08-21",13.453315,14.104359,13.453315,14.042582,210765400,5.712053
"2009-08-24",14.113863,14.189898,13.942786,13.966547,59402500,5.681126
"2009-08-25",13.961795,14.175641,13.852495,14.023572,83531100,5.704321
"2009-08-26",13.957043,14.280189,13.933282,14.261179,143776600,5.800972
"2009-08-27",14.294444,14.456017,13.980803,14.451265,135066400,5.878295
"2009-08-28",14.541556,14.574821,14.137624,14.19465,148588200,5.773911
"2009-08-31",14.151881,14.185145,13.871504,13.919025,95250100,5.661795
"2009-09-01",13.895265,13.99506,13.420051,13.572119,171241700,5.520687
"2009-09-02",13.55311,13.614888,13.253725,13.367777,121076200,5.437566
"2009-09-03",13.410546,13.439059,13.054136,13.382033,101806100,5.443365
"2009-09-04",13.382033,13.614888,13.244221,13.586375,120865500,5.526484
"2009-09-08",13.667162,13.667162,13.405794,13.467572,111043100,5.478161
"2009-09-09",13.448563,13.486581,13.267982,13.35352,164463300,5.431767
"2009-09-10",13.367777,13.434307,13.272734,13.396289,81892100,5.449165
"2009-09-11",13.396289,13.562614,13.396289,13.510341,149126800,5.495557
"2009-09-14",13.443811,13.795469,13.391538,13.714683,89010100,5.578677
"2009-09-15",13.72894,13.804975,13.562614,13.790717,46501100,5.609606
"2009-09-16",13.847743,13.881008,13.652905,13.847743,92217900,5.632801
"2009-09-17",13.781214,13.857247,13.567367,13.581623,131589300,5.524551
"2009-09-18",13.567367,13.638649,13.320255,13.434307,217977100,5.46463
"2009-09-21",13.339264,13.429555,12.992357,13.134921,193134300,5.342849
"2009-09-22",13.291742,13.291742,13.096905,13.153931,105493900,5.35058
"2009-09-23",13.158683,13.158683,12.868802,12.887811,154933600,5.242333
"2009-09-24",12.95434,12.987605,12.650204,12.721485,130840100,5.174675
"2009-09-25",12.735743,12.75475,12.493382,12.730989,231557400,5.178544
"2009-09-28",12.735743,12.987605,12.683469,12.935331,58372200,5.261662
"2009-09-29",12.944837,13.073144,12.792768,12.911572,104732900,5.251999
"2009-09-30",12.959092,12.959092,12.512391,12.669211,204139100,5.153413
"2009-10-01",12.550408,12.602682,12.236767,12.303297,176451500,5.00457
"2009-10-02",12.217759,12.279536,11.99916,12.060938,155214500,4.905987
"2009-10-05",12.094202,12.474375,12.013416,12.422101,254093900,5.052896
"2009-10-06",12.588425,12.921076,12.493382,12.59793,224462900,5.124416
"2009-10-07",12.697724,12.759502,12.583673,12.607434,140861500,5.128285
"2009-10-08",12.702477,12.968597,12.626443,12.940084,115292800,5.263596
"2009-10-09",12.940084,13.068392,12.911572,13.068392,97849100,5.315786
"2009-10-12",13.068392,13.101657,12.854546,12.930579,61896100,5.25973
"2009-10-13",12.930579,12.930579,12.702477,12.721485,95484200,5.174675
"2009-10-14",12.79752,12.835537,12.683469,12.773759,103901700,5.19594
"2009-10-15",12.702477,12.807024,12.621691,12.792768,93681300,5.203671
"2009-10-16",12.669211,12.764256,12.559912,12.70723,104826600,5.168877
"2009-10-19",12.749998,12.773759,12.607434,12.764256,110984600,5.192074
"2009-10-20",12.716733,12.745246,12.593178,12.631195,121579600,5.137951
"2009-10-21",12.574169,12.721485,12.341314,12.350818,154734500,5.023901
"2009-10-22",12.417349,12.540904,12.246271,12.5314,153481900,5.097356
"2009-10-23",12.521895,12.59793,12.312801,12.346066,141575600,5.021968
"2009-10-26",12.384083,12.650204,12.369827,12.593178,236568100,5.122484
"2009-10-27",12.588425,12.773759,12.483878,12.536152,267885000,5.099288
"2009-10-28",12.540904,12.697724,12.450614,12.540904,357550800,5.101222
"2009-10-29",12.59793,12.640698,11.951638,12.056186,396594400,4.904056
"2009-10-30",11.984903,12.041929,11.476424,11.609485,323845600,4.722351
"2009-11-02",11.671262,11.828082,11.438407,11.628492,274499600,4.730083
"2009-11-03",11.618988,11.737792,11.538202,11.699775,141575600,4.759078
"2009-11-04",11.756801,11.913621,11.671262,11.704527,149478000,4.761012
"2009-11-05",11.832834,11.965895,11.752048,11.894612,120092800,4.838334
"2009-11-06",11.885108,12.060938,11.79957,11.951638,115222600,4.861529
"2009-11-09",12.022921,12.203502,11.965895,12.203502,85263800,4.963977
"2009-11-10",12.13222,12.203502,12.008664,12.094202,126859600,4.919519
"2009-11-11",12.165485,12.241519,12.103707,12.151228,132959100,4.942715
"2009-11-12",12.113212,12.379331,11.851844,11.880356,261223600,4.832532
"2009-11-13",11.923125,12.108459,11.780561,11.899365,140358100,4.840266
"2009-11-16",11.908869,12.094202,11.908869,12.075194,110773900,4.911787
"2009-11-17",12.018168,12.070442,11.908869,11.989655,64097100,4.876992
"2009-11-18",11.951638,12.003912,11.566714,11.637998,158562800,4.733948
"2009-11-19",11.599979,11.666511,11.381382,11.618988,161208600,4.726217
"2009-11-20",11.590476,11.695024,11.495433,11.561963,141762900,4.703022
"2009-11-23",11.64275,11.870852,11.64275,11.752048,97872500,4.780343
"2009-11-24",11.775808,11.775808,11.580972,11.699775,116405000,4.759078
"2009-11-25",11.737792,11.823331,11.714031,11.790066,87605200,4.795806
"2009-11-27",11.609485,11.752048,11.471672,11.652253,64331200,4.739749
"2009-11-30",11.614237,11.661757,11.362372,11.405143,170832000,4.639232
"2009-12-01",11.514441,11.528698,11.35762,11.405143,157778400,4.639232
"2009-12-02",11.42415,11.590476,11.35762,11.428903,264115300,4.648896
"2009-12-03",11.414646,11.495433,11.286338,11.295843,104756300,4.594773
"2009-12-04",11.395638,11.500185,11.291091,11.405143,144678000,4.639232
"2009-12-07",11.443159,11.443159,11.253073,11.329108,175561700,4.608303
"2009-12-08",11.291091,11.291091,11.043979,11.096252,190722600,4.513585
"2009-12-09",11.06774,11.139022,10.953689,11.124765,142406800,4.525185
"2009-12-10",11.13427,11.272082,11.129518,11.224561,114051900,4.565777
"2009-12-11",11.234065,11.371877,11.191296,11.314851,67796600,4.602504
"2009-12-14",11.343364,11.443159,11.291091,11.352869,98188600,4.61797
"2009-12-15",11.300595,11.35762,11.205552,11.243569,89314500,4.573508
"2009-12-16",11.253073,11.324356,11.143774,11.181791,100085100,4.548381
"2009-12-17",11.148526,11.196048,11.010715,11.015467,96303700,4.480726
"2009-12-18",11.020218,11.101005,10.844389,11.010715,196459100,4.478791
"2009-12-21",11.096252,11.210304,11.072492,11.120014,69728300,4.523252
"2009-12-22",11.129518,11.196048,11.120014,11.181791,85193500,4.548381
"2009-12-23",11.143774,11.181791,11.053483,11.115261,67211200,4.521319
"2009-12-24",11.162783,11.162783,11.091501,11.124765,24116900,4.525185
"2009-12-28",11.120014,11.167535,11.020218,11.039227,43094300,4.49039
"2009-12-29",11.091501,11.120014,11.015467,11.039227,74680400,4.49039
"2009-12-30",11.039227,11.077244,10.877654,10.929928,105564100,4.44593
"2009-12-31",10.986954,11.06774,10.806373,10.815876,74750700,4.399539
"2010-01-04",10.877654,10.958441,10.77786,10.877654,107718300,4.424666
"2010-01-05",10.849141,10.944184,10.787363,10.910919,121205000,4.438198
"2010-01-06",10.925176,11.295843,10.901415,11.262578,213692200,4.581243
"2010-01-07",11.238817,11.443159,11.219809,11.443159,164346200,4.654696
"2010-01-08",11.405143,11.514441,11.324356,11.476424,113454800,4.668227
"2010-01-11",11.500185,11.595227,11.40039,11.561963,109731900,4.703022
"2010-01-12",11.471672,11.609485,11.381382,11.42415,173723700,4.646965
"2010-01-13",11.447911,11.728288,11.447911,11.718783,108455800,4.76681
"2010-01-14",11.714031,11.813827,11.576219,11.79957,131355200,4.799673
"2010-01-15",11.761553,11.847092,11.523946,11.585724,136471200,4.712686
"2010-01-19",11.571466,11.790066,11.528698,11.752048,103761200,4.780343
"2010-01-20",11.657005,11.671262,11.481176,11.547706,73708700,4.697223
"2010-01-21",11.528698,11.614237,11.414646,11.438407,153528700,4.652764
"2010-01-22",11.443159,11.457416,11.26733,11.281586,168806600,4.588975
"2010-01-25",11.367125,11.386133,11.120014,11.200799,98013000,4.556112
"2010-01-26",11.186543,11.238817,11.020218,11.02497,90309600,4.484591
"2010-01-27",11.015467,11.096252,10.887158,11.029723,139538500,4.486524
"2010-01-28",11.053483,11.053483,10.834885,10.882406,84889100,4.426601
"2010-01-29",10.972697,11.02497,10.844389,10.863398,173676900,4.418869
"2010-02-01",10.915671,10.996457,10.863398,10.920424,109837300,4.442065
"2010-02-02",10.920424,11.062988,10.882406,11.039227,115398200,4.49039
"2010-02-03",11.00121,11.13427,10.953689,10.982202,94582700,4.467194
"2010-02-04",10.872902,10.958441,10.730337,10.735089,162227200,4.366678
"2010-02-05",10.697073,10.811124,10.430953,10.502234,318998800,4.27196
"2010-02-08",10.492731,10.51174,10.359671,10.359671,143963900,4.213969
"2010-02-09",10.473722,10.540253,10.350166,10.426201,135429300,4.24103
"2010-02-10",10.426201,10.478474,10.217106,10.274132,184541200,4.179174
"2010-02-11",10.255124,10.416696,10.131567,10.326406,200556700,4.200437
"2010-02-12",10.264627,10.350166,10.16008,10.316901,180490500,4.196572
"2010-02-16",10.383431,10.649551,10.307398,10.644799,138918100,4.32995
"2010-02-17",10.986954,11.248322,10.863398,11.191296,350456200,4.552248
"2010-02-18",11.210304,11.352869,11.167535,11.329108,142711200,4.608303
"2010-02-19",11.291091,11.604732,11.291091,11.476424,209220000,4.668227
"2010-02-22",11.538202,11.614237,11.257825,11.343364,193274800,4.614104
"2010-02-23",11.329108,11.452663,11.295843,11.343364,218726300,4.614104
"2010-02-24",11.395638,11.618988,11.37663,11.547706,271736700,4.697223
"2010-02-25",12.127468,12.583673,12.122715,12.365075,464063200,5.029701
"2010-02-26",12.412596,12.469622,12.26528,12.298544,236696900,5.002638
"2010-03-01",12.39834,12.403091,12.19875,12.350818,243452000,5.023901
"2010-03-02",12.412596,12.426853,12.217759,12.274784,148073100,4.992974
"2010-03-03",12.322306,12.369827,12.127468,12.174989,163011600,4.952379
"2010-03-04",12.208254,12.213006,12.051434,12.184493,108748500,4.956248
"2010-03-05",12.217759,12.350818,12.179741,12.274784,128990300,4.992974
"2010-03-08",12.322306,12.360323,12.241519,12.279536,81283300,4.994905
"2010-03-09",12.255775,12.274784,12.113212,12.189246,137115100,4.958179
"2010-03-10",12.189246,12.293793,12.174989,12.184493,125384500,4.956248
"2010-03-11",12.13222,12.260528,12.079947,12.246271,78590700,4.981376
"2010-03-12",12.270032,12.33181,12.19875,12.312801,68791700,5.008438
"2010-03-15",12.35557,12.412596,12.270032,12.379331,96315400,5.0355
"2010-03-16",12.412596,12.431604,12.312801,12.403091,108198300,5.045165
"2010-03-17",12.493382,12.550408,12.388836,12.540904,103562200,5.101222
"2010-03-18",12.540904,12.555161,12.460117,12.526648,72210200,5.095424
"2010-03-19",12.35557,12.616938,12.308049,12.35557,138449800,5.025835
"2010-03-22",12.279536,12.564665,12.279536,12.507639,98411000,5.087689
"2010-03-23",12.647211,12.994949,12.594811,12.994949,200217200,5.312459
"2010-03-24",12.913969,13.052112,12.832989,12.871097,154219400,5.261826
"2010-03-25",12.990186,13.109275,12.894915,12.909206,155167700,5.277406
"2010-03-26",12.985422,13.09022,12.771063,12.875861,107964100,5.263774
"2010-03-29",12.894915,13.214073,12.894915,13.214073,155097500,5.402039
"2010-03-30",13.199781,13.223599,13.014004,13.06164,128194200,5.339724
"2010-03-31",12.971132,13.07593,12.899678,13.052112,137688800,5.335827
"2010-04-01",13.15691,13.337925,12.971132,13.07593,147909200,5.345565
"2010-04-05",13.114038,13.123566,12.961604,13.004477,129962000,5.316354
"2010-04-06",12.913969,12.942551,12.804407,12.866334,155273100,5.259879
"2010-04-07",12.813935,12.856807,12.680555,12.728191,120116200,5.203404
"2010-04-08",12.651974,12.675792,12.513832,12.63292,116686000,5.164459
"2010-04-09",12.661502,12.728191,12.599576,12.628157,111546500,5.16251
"2010-04-12",12.637684,12.690084,12.585284,12.623393,158808700,5.160564
"2010-04-13",12.585284,12.675792,12.48525,12.623393,129458600,5.160564
"2010-04-14",12.647211,12.823462,12.542413,12.804407,245688100,5.234563
"2010-04-15",12.804407,13.114038,12.737719,13.06164,138180500,5.339724
"2010-04-16",13.06164,13.180728,12.885388,12.966369,175409500,5.300775
"2010-04-19",12.966369,13.066403,12.875861,13.037822,102145600,5.329986
"2010-04-20",13.080693,13.252181,13.014004,13.214073,124904500,5.402039
"2010-04-21",13.185492,13.299816,13.137856,13.280763,116053800,5.429301
"2010-04-22",13.175964,13.504649,13.109275,13.485594,134516100,5.513039
"2010-04-23",13.523704,13.537993,13.38556,13.523704,124775700,5.528618
"2010-04-26",13.485594,13.571339,13.409378,13.461778,110715300,5.503302
"2010-04-27",13.428432,13.433196,12.985422,13.018767,155917000,5.322196
"2010-04-28",13.171201,13.337925,13.104511,13.337925,117751400,5.452669
"2010-04-29",13.318871,13.318871,12.099403,12.289946,407938700,5.024247
"2010-04-30",12.318526,12.332817,11.894571,11.980314,236158400,4.897667
"2010-05-03",12.047005,12.127984,12.004132,12.037477,165680800,4.921034
"2010-05-04",11.885043,11.966024,11.723083,11.942206,229298000,4.882087
"2010-05-05",11.88028,11.942206,11.808827,11.904098,168162700,4.866508
"2010-05-06",11.7993,11.908861,10.775138,11.380108,214523400,4.652297
"2010-05-07",11.384871,11.565886,11.165749,11.380108,237375900,4.652297
"2010-05-10",11.856462,12.056531,11.794536,11.961261,203155700,4.889877
"2010-05-11",11.765955,12.080349,11.765955,11.923153,128205900,4.874299
"2010-05-12",11.946969,12.147038,11.946969,12.147038,98785600,4.965825
"2010-05-13",12.080349,12.09464,11.889807,11.904098,116732800,4.866508
"2010-05-14",11.856462,11.88028,11.57065,11.661157,114087000,4.767191
"2010-05-17",11.837408,12.280417,11.837408,12.080349,258226500,4.938561
"2010-05-18",12.394743,12.504305,12.118458,12.22802,276571800,4.998932
"2010-05-19",12.199438,12.247073,11.827881,11.985079,180888500,4.899614
"2010-05-20",11.785009,11.785009,11.380108,11.408689,209372200,4.663981
"2010-05-21",11.337235,11.71832,11.294364,11.71832,282284900,4.79056
"2010-05-24",11.646867,11.746902,11.51825,11.542068,181251400,4.718509
"2010-05-25",11.175276,11.556359,11.118113,11.537305,238324200,4.716561
"2010-05-26",11.66592,11.856462,11.513487,11.551595,164533500,4.722401
"2010-05-27",11.789773,11.846935,11.689738,11.846935,118301600,4.84314
"2010-05-28",11.846935,11.846935,11.608758,11.680212,101103700,4.774981
"2010-06-01",11.57065,11.704029,11.370582,11.370582,88998400,4.648402
"2010-06-02",11.432508,11.589705,11.361053,11.589705,114040200,4.737981
"2010-06-03",11.675447,11.727846,11.57065,11.670684,171616400,4.771088
"2010-06-04",11.503961,11.527779,11.094296,11.141931,232049200,4.554929
"2010-06-07",11.227674,11.246729,10.918044,10.941862,173138300,4.473136
"2010-06-08",11.003788,11.084768,10.8323,11.051423,272181600,4.517927
"2010-06-09",11.080005,11.27531,11.037133,11.084768,198308900,4.531559
"2010-06-10",11.256256,11.35629,11.099059,11.346764,162765700,4.638664
"2010-06-11",11.222911,11.456325,11.146694,11.456325,106184600,4.683456
"2010-06-14",11.503961,11.704029,11.503961,11.603994,155401900,4.743823
"2010-06-15",11.704029,11.913625,11.699265,11.908861,106126100,4.868455
"2010-06-16",11.837408,11.951733,11.7993,11.885043,111827500,4.858719
"2010-06-17",11.885043,11.885043,11.556359,11.656394,162683800,4.765244
"2010-06-18",11.680212,11.789773,11.565886,11.594468,161243800,4.739928
"2010-06-21",11.775482,11.785009,11.413453,11.442034,141634100,4.677613
"2010-06-22",11.456325,11.618285,11.265782,11.303891,216806300,4.621138
"2010-06-23",11.252786,11.286219,11.104723,11.205023,200053300,4.606187
"2010-06-24",11.214576,11.419953,11.152485,11.224129,228958400,4.614042
"2010-06-25",11.276667,11.276667,11.052184,11.190695,242983700,4.600297
"2010-06-28",11.271891,11.276667,11.085617,11.114275,116592400,4.568884
"2010-06-29",11.009198,11.023527,10.789492,10.837255,248170000,4.455005
"2010-06-30",10.799045,10.951883,10.717849,10.727401,207967400,4.409847
"2010-07-01",10.708296,10.770388,10.493366,10.622324,205380100,4.36665
"2010-07-02",10.607995,10.70352,10.488589,10.51247,84608200,4.321492
"2010-07-06",10.698744,10.789492,10.507695,10.584115,128533700,4.350943
"2010-07-07",10.641429,11.01875,10.603219,11.013974,158129600,4.527652
"2010-07-08",11.071289,11.176366,10.999646,11.142933,131964000,4.580664
"2010-07-09",11.104723,11.252786,11.076066,11.233681,129575700,4.617968
"2010-07-12",11.152485,11.262339,11.13338,11.181142,85544800,4.596372
"2010-07-13",11.290996,11.510701,11.271891,11.472491,108584600,4.71614
"2010-07-14",11.415177,11.568017,11.34831,11.568017,109427500,4.755407
"2010-07-15",11.56324,11.596674,11.372191,11.56324,95367100,4.753444
"2010-07-16",11.482044,11.505926,11.185919,11.214576,105564100,4.610116
"2010-07-19",11.228905,11.329206,11.061737,11.224129,90344700,4.614042
"2010-07-20",11.01875,11.496373,11.01875,11.491597,103269500,4.723994
"2010-07-21",11.50115,11.620556,11.405624,11.515478,178383200,4.733811
"2010-07-22",11.60145,11.859366,11.591897,11.77817,115620700,4.841799
"2010-07-23",11.768619,11.997877,11.720856,11.988324,105423600,4.928189
"2010-07-26",11.997877,12.217583,11.916681,12.217583,96561300,5.022433
"2010-07-27",12.265346,12.265346,12.10773,12.179374,201036700,5.006727
"2010-07-28",12.18415,12.327436,12.083848,12.155493,209454200,4.99691
"2010-07-29",11.945338,12.10773,11.429506,11.491597,290292700,4.723994
"2010-07-30",11.343534,11.534583,11.228905,11.305325,182363600,4.647419
"2010-08-02",11.429506,11.658765,11.362638,11.63966,149852600,4.78486
"2010-08-03",11.553688,11.572793,11.233681,11.314877,161911100,4.651347
"2010-08-04",11.314877,11.357862,11.185919,11.276667,177458300,4.63564
"2010-08-05",11.200247,11.34831,11.13338,11.233681,115960200,4.617968
"2010-08-06",11.104723,11.162037,10.966212,11.09517,132842000,4.561028
"2010-08-09",11.13338,11.181142,11.099946,11.152485,131917100,4.58459
"2010-08-10",11.085617,11.157262,10.908897,11.037856,134843900,4.537468
"2010-08-11",10.908897,10.908897,10.641429,10.641429,102215900,4.374506
"2010-08-12",10.531576,10.670086,10.43605,10.593666,169509100,4.354869
"2010-08-13",10.569785,10.603219,10.493366,10.493366,98083200,4.313637
"2010-08-16",10.47426,10.555456,10.43605,10.507695,158949100,4.319529
"2010-08-17",10.603219,10.641429,10.498142,10.51247,208072700,4.321492
"2010-08-18",10.531576,10.536352,10.464709,10.464709,160096500,4.301859
"2010-08-19",10.455156,10.455156,10.092163,10.230674,284989300,4.205649
"2010-08-20",10.135149,10.31187,10.106492,10.307094,179998800,4.237063
"2010-08-23",10.354856,10.37396,10.168582,10.178135,211596600,4.184052
"2010-08-24",10.053953,10.101715,9.982309,10.025296,217040500,4.121223
"2010-08-25",9.910666,10.092163,9.891562,10.006191,226909700,4.113371
"2010-08-26",10.030072,10.058729,9.753051,9.757827,224556500,4.011271
"2010-08-27",9.829471,9.987086,9.719618,9.915442,259174800,4.076063
"2010-08-30",9.944099,9.948876,9.705289,9.705289,190312800,3.989673
"2010-08-31",9.671855,9.815143,9.595435,9.686184,252337800,3.981819
"2010-09-01",9.791261,9.910666,9.676631,9.800814,231405300,4.028942
"2010-09-02",9.8438,10.149478,9.810366,10.044401,381702800,4.129076
"2010-09-03",10.168582,10.206792,9.977533,10.030072,292130700,4.123186
"2010-09-07",10.001415,10.020519,9.76738,9.796037,190699200,4.026978
"2010-09-08",9.819919,9.877233,9.69096,9.762604,297691600,4.013234
"2010-09-09",9.915442,9.996638,9.88201,9.963205,413839200,4.095698
"2010-09-10",10.030072,10.130372,9.939323,10.096939,420383500,4.150674
"2010-09-13",10.182911,10.192464,10.053953,10.063505,365230700,4.136929
"2010-09-14",10.082611,10.092163,9.910666,9.939323,409191400,4.085882
"2010-09-15",9.862904,9.948876,9.710065,9.72917,1256362400,3.99949
"2010-09-16",9.72917,9.76738,9.624093,9.671855,903459400,3.975929
"2010-09-17",9.69096,9.896338,9.643198,9.748275,2118858200,4.007345
"2010-09-20",9.800814,9.910666,9.647974,9.886786,782195800,4.064283
"2010-09-21",9.886786,10.053953,9.862904,9.977533,658040500,4.101588
"2010-09-22",9.982309,10.034848,9.877233,9.963205,450190200,4.095698
"2010-09-23",10.025296,10.216345,9.910666,10.039625,585174600,4.127113
"2010-09-24",10.194361,10.472215,10.141664,10.467423,560460700,4.329929
"2010-09-27",10.491376,10.548863,10.400356,10.472215,289075100,4.331912
"2010-09-28",10.505749,10.735696,10.448261,10.692581,446982400,4.423068
"2010-09-29",10.659047,10.673419,10.496167,10.635095,240267600,4.399287
"2010-09-30",10.711743,10.797975,10.553655,10.702163,382908600,4.427031
"2010-10-01",10.76444,10.778811,10.467423,10.692581,593334600,4.423068
"2010-10-04",10.649466,10.797975,10.635095,10.716535,451794000,4.432975
"2010-10-05",10.223104,10.223104,9.609909,9.796742,1906114200,4.052496
"2010-10-06",9.734465,9.887763,9.547632,9.787161,608987200,4.048533
"2010-10-07",9.753627,9.791951,9.614699,9.739255,409694800,4.028717
"2010-10-08",9.734465,9.868601,9.638653,9.811113,360395600,4.05844
"2010-10-11",9.787161,10.069805,9.787161,10.012318,386081300,4.141671
"2010-10-12",9.988365,10.074596,9.892553,10.041062,376774100,4.153562
"2010-10-13",10.122501,10.203941,10.065015,10.179989,268681100,4.21103
"2010-10-14",10.18957,10.251847,10.122501,10.237476,280599100,4.234811
"2010-10-15",10.338078,10.35245,10.213523,10.314125,267639200,4.266515
"2010-10-18",10.275801,10.496167,10.27101,10.496167,192244500,4.34182
"2010-10-19",10.395565,10.582397,10.338078,10.486586,348828900,4.337855
"2010-10-20",10.510539,10.683,10.486586,10.591979,221337000,4.381452
"2010-10-21",10.668629,10.759648,10.611141,10.750069,236322300,4.446847
"2010-10-22",10.750069,10.836299,10.678209,10.831509,129013700,4.480535
"2010-10-25",10.898576,11.018341,10.893785,10.970435,267896700,4.538005
"2010-10-26",10.912949,11.003968,10.807555,10.936901,209746900,4.524133
"2010-10-27",10.831509,10.831509,10.639885,10.807555,299330700,4.470626
"2010-10-28",10.807555,10.807555,9.796742,10.151245,859334800,4.199139
"2010-10-29",10.179989,10.438681,10.175198,10.438681,309211600,4.318039
"2010-11-01",10.457843,10.457843,10.299753,10.376403,237610100,4.292278
"2010-11-02",10.419518,10.639885,10.419518,10.635095,185629900,4.399287
"2010-11-03",10.697371,10.740487,10.558445,10.730906,217380000,4.43892
"2010-11-04",10.812346,10.951273,10.754859,10.92732,294952200,4.520168
"2010-11-05",10.965644,11.018341,10.879414,10.970435,162274000,4.538005
"2010-11-08",10.951273,10.965644,10.869833,10.93211,142875100,4.52215
"2010-11-09",10.965644,11.047084,10.922528,10.989597,162871100,4.545931
"2010-11-10",10.984807,11.032713,10.879414,10.999178,127690800,4.549893
"2010-11-11",10.908157,11.138105,10.841088,11.118942,193661100,4.599434
"2010-11-12",11.047084,11.104571,10.965644,10.984807,116381600,4.543949
"2010-11-15",10.989597,11.114153,10.917739,10.922528,160482800,4.518186
"2010-11-16",10.683,10.730906,10.247056,10.539283,500027900,4.359653
"2010-11-17",10.52491,10.620723,10.481795,10.510539,176030000,4.347765
"2010-11-18",10.558445,10.697371,10.558445,10.644675,140428300,4.40325
"2010-11-19",10.620723,10.740487,10.510539,10.711743,119671400,4.430994
"2010-11-22",10.644675,10.774021,10.505749,10.668629,106395300,4.413159
"2010-11-23",10.568026,10.697371,10.515329,10.60635,113630400,4.387396
"2010-11-24",10.678209,10.917739,10.678209,10.917739,98340800,4.516205
"2010-11-26",10.84588,10.869833,10.774021,10.826717,59063000,4.478554
"2010-11-29",10.745277,10.85067,10.620723,10.821927,113899700,4.476573
"2010-11-30",10.697371,10.730906,10.577607,10.639885,199514700,4.40127
"2010-12-01",10.778811,11.003968,10.774021,10.941691,171113000,4.526114
"2010-12-02",10.92732,11.253079,10.92732,11.238708,151655500,4.648975
"2010-12-03",11.205173,11.267451,11.114153,11.195593,102590500,4.631142
"2010-12-06",11.133314,11.157268,10.970435,11.085408,125033300,4.585562
"2010-12-07",11.195593,11.291404,11.109362,11.157268,130594200,4.615287
"2010-12-08",11.157268,11.233917,11.071037,11.152477,89724200,4.613306
"2010-12-09",11.233917,11.324938,11.152477,11.166848,201071800,4.619251
"2010-12-10",11.214754,11.267451,11.109362,11.214754,455879900,4.639068
"2010-12-13",11.396796,11.631536,11.392007,11.626745,331022200,4.809492
"2010-12-14",11.712976,11.880646,11.645906,11.851902,349695200,4.902628
"2010-12-15",11.535724,11.823159,11.497399,11.775253,268142600,4.870924
"2010-12-16",11.770462,12.153708,11.727346,12.096222,349976200,5.003694
