"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"2005-10-24",30.225,32.27,30.200001,32.060001,5077000,29.366314
"2005-10-25",32.465,33.794998,32.105,33.509998,7032600,30.694469
"2005-10-26",33.5,34.794998,32.830002,33.025002,5942200,30.250242
"2005-10-27",33.625,33.669998,31.885,31.945,5421000,29.260975
"2005-10-28",31.975,33.395,31.120001,33.009998,7431400,30.236483
"2005-10-31",33.779999,34.48,33.154999,33.889999,6496000,31.042551
"2005-11-01",33.5,34.200001,33.220001,33.965,5066200,31.111261
"2005-11-02",34.125,35.5,34.125,35.25,6375000,32.288284
"2005-11-03",35.375,36.275002,35.110001,35.915001,5417000,32.897419
"2005-11-04",35.794998,35.814999,34.075001,34.23,5376800,31.353992
"2005-11-07",33.450001,33.880001,32.825001,33.235001,7007400,30.442589
"2005-11-08",33.080002,33.785,32.549999,33.18,4910400,30.392204
"2005-11-09",33.25,34.060001,32.259998,32.895,6158800,30.131145
"2005-11-10",32.525002,32.540001,31.065001,31.625,7561000,28.967863
"2005-11-11",31.18,32.395,31.18,32.07,4358600,29.375469
"2005-11-14",32.5,32.970001,31.565001,31.754999,8027800,29.086937
"2005-11-15",31.59,33.945,31.549999,33.064999,8263800,30.286871
"2005-11-16",33.25,34.945,33.23,34.855,8152400,31.926474
"2005-11-17",35.244999,35.419998,34.349998,34.785,6655800,31.862349
"2005-11-18",34.950001,35.055,33.970001,34.435001,5141600,31.541763
"2005-11-21",34.654999,36.150002,34.654999,36.07,5705400,33.039394
"2005-11-22",36.5,36.849998,36.125,36.415001,4670400,33.355412
"2005-11-23",35.75,36.369999,35.259998,35.709999,4960400,32.709629
"2005-11-25",35.855,36.465,35.794998,36.450001,1428000,33.387466
"2005-11-28",35.599998,35.650002,34.200001,34.445,5447000,31.550936
"2005-11-29",35.075001,35.720001,34.799999,35.52,6579600,32.53561
"2005-11-30",36,36.299999,35.509998,35.875,5607400,32.860764
"2005-12-01",36.244999,37.415001,36.150002,37.34,7021400,34.202679
"2005-12-02",37.424999,37.744999,36.700001,37.595001,4964400,34.436272
"2005-12-05",38.549999,38.825001,37.610001,37.884998,5061000,34.701881
"2005-12-06",37.450001,37.994999,37.174999,37.93,6425200,34.743118
"2005-12-07",38.125,39.189999,37.66,38.174999,5355800,34.967522
"2005-12-08",38.279999,39.349998,38.16,39.325001,6130000,36.020897
"2005-12-09",38.904999,39.049999,37.990002,38.34,5071000,35.11866
"2005-12-12",39.450001,39.985001,39,39.400002,5139400,36.0896
"2005-12-13",40,41,39.544998,39.580002,7952800,36.254482
"2005-12-14",39.650002,40.450001,39.400002,40.419998,6184000,37.023903
"2005-12-15",40.419998,41,39.799999,40.369999,6274800,36.978123
"2005-12-16",40.435001,40.435001,38.700001,38.825001,5594600,35.562912
"2005-12-19",38.990002,39.294998,38.154999,38.505001,3919400,35.269802
"2005-12-20",38.474998,38.965,38.279999,38.779999,3520000,35.521694
"2005-12-21",39.014999,39.185001,38.119999,38.435001,4245600,35.205688
"2005-12-22",38.66,38.855,37.919998,38.025002,5356800,34.830139
"2005-12-23",37.325001,38,36.759998,37.990002,3915000,34.798058
"2005-12-27",37.584999,37.605,35.895,36.325001,5811000,33.272964
"2005-12-28",36.639999,37.419998,36.424999,37.125,3684600,34.005749
"2005-12-29",37.09,37.685001,36.580002,36.685001,3347800,33.602722
"2005-12-30",36,37.049999,35.990002,36.685001,3262600,33.602722
"2006-01-03",37,39.525002,37,39.485001,8827000,36.167461
"2006-01-04",38.875,39.595001,38.755001,39.525002,6206600,36.204086
"2006-01-05",39.325001,39.325001,37.755001,38.040001,6880800,34.84388
"2006-01-06",38.630001,39.465,38.630001,38.900002,5636200,35.631626
"2006-01-09",38.91,39.205002,38.07,39.080002,5280400,35.796505
"2006-01-10",39.119999,39.950001,38.91,39,5138800,35.723198
"2006-01-11",38.955002,39.389999,38.380001,39.189999,5516600,35.897251
"2006-01-12",39.459999,40.619999,39.044998,39.150002,6726400,35.878914
"2006-01-13",39,40.235001,38.950001,40.095001,5704200,36.744949
"2006-01-17",40.674999,41.27,40.5,41.27,6236800,37.821781
"2006-01-18",40.875,41,39.305,40.255001,5511800,36.89159
"2006-01-19",39.98,42.07,39.869999,42.014999,7155000,38.504532
"2006-01-20",42.549999,43.16,41.77,42.404999,7738000,38.86195
"2006-01-23",42,42.400002,41.424999,42.285,6137600,38.75198
"2006-01-24",41.810001,42.48,41.525002,41.619999,5526400,38.142559
"2006-01-25",41.625,41.950001,39.849998,40.615002,7735400,37.221523
"2006-01-26",40.150002,40.25,38.794998,40.07,7458000,36.722069
"2006-01-27",41.25,41.25,39.91,40.195,6292000,36.836609
"2006-01-30",40.5,42.09,40.474998,41.709999,5381800,38.225029
"2006-01-31",41.5,42.445,41.125,42.27,6325600,38.738232
"2006-02-01",42.575001,43.455002,41.264999,41.474998,8615000,38.009636
"2006-02-02",41.349998,41.349998,39.360001,40.355,10005200,36.983234
"2006-02-03",39.875,40.084999,39.264999,39.555,8316000,36.25008
"2006-02-06",39.924999,40.720001,39.924999,40.125,9452200,36.772449
"2006-02-07",39.125,39.275002,36.955002,37,11581000,33.90855
"2006-02-08",37,37.099998,35.674999,36.970001,10301600,33.881073
"2006-02-09",37.099998,37.650002,34.75,35.150002,11164600,32.213127
"2006-02-10",35.325001,35.474998,34.080002,34.685001,12633000,31.78698
"2006-02-13",34.345001,34.799999,33.849998,34.130001,8728400,31.278345
"2006-02-14",33,34.564999,32.990002,34.505001,11825400,31.622021
"2006-02-15",34.924999,35.424999,34.185001,34.669998,9863200,31.773237
"2006-02-16",34.82,36.125,34.810001,36.029999,8349600,33.019592
"2006-02-17",36.5,36.740002,35.724998,35.775002,7030600,32.785912
"2006-02-21",36.77,37.25,36,36.314999,5913000,33.280785
"2006-02-22",36.125,36.189999,35.044998,35.275002,6527600,32.327682
"2006-02-23",34.919998,35.904999,34.224998,34.924999,7903600,32.006931
"2006-02-24",35.580002,35.744999,35.005001,35.075001,5608400,32.144405
"2006-02-27",34.825001,34.974998,34.075001,34.145,5900000,31.292103
"2006-02-28",33.744999,33.82,32.805,33.700001,8911800,30.884274
"2006-03-01",33.779999,34.369999,33.66,34.174999,4872600,31.319595
"2006-03-02",34.174999,35.275002,33.884998,34.66,7709600,31.764072
"2006-03-03",34.625,35.529999,34.625,35.174999,7149400,32.236034
"2006-03-06",34.75,34.950001,32.91,33.310001,9467600,30.526867
"2006-03-07",33.310001,33.395,32.060001,32.625,7453000,29.899101
"2006-03-08",32.549999,33.724998,32.325001,33.375,11232800,30.586433
"2006-03-09",33.875,34.099998,32.470001,32.650002,8028400,29.922014
"2006-03-10",32.584999,33.404999,32.099998,32.740002,6168600,30.00449
"2006-03-13",32.900002,33.974998,32.895,33.845001,4989800,31.017164
"2006-03-14",33.845001,34.825001,33.119999,34.654999,7091200,31.759487
"2006-03-15",34.174999,35.240002,33.849998,35.195,6449800,32.254379
"2006-03-16",35.07,36.564999,35,36.474998,8534000,33.42741
"2006-03-17",36.695,36.709999,36.084999,36.279999,6091800,33.248699
"2006-03-20",35.5,36.189999,34.185001,34.25,8484400,31.388323
"2006-03-21",33.875,35.055,33.75,34.235001,6559400,31.374571
"2006-03-22",34.25,35.424999,34.145,34.720001,5988600,31.819059
"2006-03-23",34.965,35.825001,34.895,35.264999,6180400,32.318512
"2006-03-24",35.395,36.275002,35.32,35.974998,5447600,32.969193
"2006-03-27",35.5,36.23,35.200001,35.955002,6677200,32.95089
"2006-03-28",36.25,36.689999,36.044998,36.279999,5503600,33.248699
"2006-03-29",36.25,37.200001,36.25,36.875,6619400,33.793991
"2006-03-30",36.924999,37.610001,36.849998,37.014999,5262400,33.922314
"2006-03-31",36.505001,36.599998,35.715,36,5810400,32.992092
"2006-04-03",36.700001,36.970001,35.785,35.950001,5713800,32.946285
"2006-04-04",35.474998,36.615002,35.375,36.549999,5307000,33.496159
"2006-04-05",36.580002,37.200001,36.325001,37.200001,4957600,34.091839
"2006-04-06",37.650002,37.650002,36.525002,37.290001,6889400,34.174313
"2006-04-07",36.790001,37.055,35.785,36.035,5020800,33.024181
"2006-04-10",36.5,37.25,36.5,36.950001,5183400,33.86274
"2006-04-11",37.119999,37.349998,36.154999,36.435001,4336200,33.4179
"2006-04-12",36.584999,36.915001,35.970001,36.049999,4184800,33.064781
"2006-04-13",35.224998,36.099998,34.66,35.985001,5784000,33.005161
"2006-04-17",36.5,36.880001,36.060001,36.84,3533200,33.78936
"2006-04-18",37.185001,38.650002,37.174999,38.59,6605400,35.394463
"2006-04-19",38.25,39.619999,38.23,39.299999,5876400,36.04565
"2006-04-20",38.924999,39.099998,37.639999,38.325001,5177400,35.151405
"2006-04-21",38.509998,38.895,37.869999,38.689999,5788000,35.486172
"2006-04-24",38.275002,38.290001,37.255001,37.599998,4527200,34.486412
"2006-04-25",37.735001,38.105,36.400002,36.665001,5305000,33.628849
"2006-04-26",36.73,37.595001,35.645,35.834999,5618200,32.867577
"2006-04-27",34.25,36.345001,34.244999,35.220001,6405600,32.30352
"2006-04-28",37.25,37.25,34.924999,35.115002,5004000,32.207207
"2006-05-01",35.615002,36.41,35.369999,35.904999,5776400,32.931782
"2006-05-02",36.610001,36.799999,36.185001,36.459999,5823400,33.440819
"2006-05-03",36.465,36.52,35.580002,35.945,6103000,32.968483
"2006-05-04",35.5,36.259998,35.064999,35.724998,5248800,32.766705
"2006-05-05",37,38.279999,37,38.154999,8844400,34.995461
"2006-05-08",37.049999,37.384998,36.555,37.275002,5253400,34.188335
"2006-05-09",37.275002,37.59,37.075001,37.325001,4173800,34.234196
"2006-05-10",37.049999,37.895,36.955002,37.860001,5328200,34.724899
"2006-05-11",38.25,38.645,36.564999,36.68,5822000,33.642593
"2006-05-12",36.224998,36.400002,34.305,34.465,8909200,31.611032
"2006-05-15",33.924999,34.174999,32.369999,33.035,9394000,30.299446
"2006-05-16",33.48,33.639999,32.845001,33.25,6984400,30.49663
"2006-05-17",32.919998,33.380001,31.549999,31.875,7152200,29.235502
"2006-05-18",31.924999,32.494999,30.885,31.030001,8639800,28.460472
"2006-05-19",31.049999,31.895,30.725,31.35,9691600,28.753971
"2006-05-22",30.85,31.615,30.045,31.445,10571800,28.841108
"2006-05-23",32.375,32.764999,30.905001,31.08,8348800,28.506334
"2006-05-24",30.5,31.445,29.799999,30.645,9123200,28.107357
"2006-05-25",30.309999,31.66,30.309999,31.25,7464000,28.662252
"2006-05-26",31.65,32.16,31.305,31.809999,6542600,29.17589
"2006-05-30",32.375,32.599998,31.389999,31.450001,5387800,28.84569
"2006-05-31",31.450001,32.845001,31.17,32.830002,8375000,30.111418
"2006-06-01",32.064999,33.400002,31.895,32.974998,8023000,30.244411
"2006-06-02",33.439999,33.439999,32.355,32.955002,5804800,30.226072
"2006-06-05",33.220001,33.349998,31.33,31.459999,6749200,28.85486
"2006-06-06",31.530001,32.485001,31.41,32.044998,7688200,29.39142
"2006-06-07",31.700001,32.025002,30.535,30.625,8374000,28.089008
"2006-06-08",29.91,30.525,28.545,30.4,16606200,27.882643
"2006-06-09",30.535,30.945,29.620001,29.875,6952800,27.401117
"2006-06-12",29.875,30.299999,28.700001,28.74,7492400,26.3601
"2006-06-13",28.559999,29.540001,28.155001,28.68,12742400,26.305079
"2006-06-14",28.975,30.34,28.92,30.219999,11066400,27.717548
"2006-06-15",30.5,31.549999,30.375,31.315001,9085000,28.721876
"2006-06-16",31.059999,31.889999,30.475,31.52,8184000,28.909895
"2006-06-19",31.389999,31.4,29.225,29.525,9472400,27.080107
"2006-06-20",29.635,30.305,29.375,29.545,8140800,27.098448
"2006-06-21",29.594999,30.924999,29.594999,30.43,6675600,27.910158
"2006-06-22",30.025,30.709999,30,30.325001,5834200,27.813852
"2006-06-23",31.934999,32.875,31.865,32.285,10949200,29.611546
"2006-06-26",32.259998,32.904999,31.85,32.799999,5161400,30.08391
"2006-06-27",33.029999,33.424999,32.900002,33.040001,8102400,30.304026
"2006-06-28",33.275002,33.41,32.82,33.215,5778400,30.464548
"2006-06-29",33.799999,34.740002,33.505001,34.220001,7371400,31.386324
"2006-06-30",34.345001,34.990002,34.130001,34.669998,7356800,31.799057
"2006-07-03",35.105,35.59,34.93,35.445,2915200,32.509876
"2006-07-05",35.345001,35.91,34.775002,35.814999,7513200,32.849251
"2006-07-06",35.849998,36.224998,35.439999,35.540001,7342000,32.597019
"2006-07-07",35.950001,36.189999,34.285,34.535,9805800,31.67523
"2006-07-10",34.125,35.119999,34.125,34.779999,6925400,31.899939
"2006-07-11",35.025002,35.459999,34.77,35.25,5190600,32.331017
"2006-07-12",35.055,35.650002,34.685001,35.125,5939000,32.216373
"2006-07-13",35.200001,35.575001,34.540001,34.75,8760000,31.89967
"2006-07-14",34.93,35.150002,33.794998,35.075001,6542000,32.198009
"2006-07-17",34.625,34.814999,33.41,33.724998,7260600,30.958752
"2006-07-18",34.25,34.279999,32.759998,33.439999,6547200,30.697132
"2006-07-19",33.439999,34.215,33.275002,33.994999,5868000,31.206591
"2006-07-20",34.055,34.384998,33.25,33.25,4677000,30.522699
"2006-07-21",33.424999,33.450001,32.150002,32.200001,7471800,29.558826
"2006-07-24",32.575001,33.825001,32.5,33.685001,6582200,30.92202
"2006-07-25",34.259998,35.240002,34.005001,34.689999,6276200,31.844595
"2006-07-26",34.625,36.095001,34.32,35.915001,7771600,32.969112
"2006-07-27",36.209999,36.305,35.134998,35.310001,5902800,32.413754
"2006-07-28",35,36.029999,34.810001,36.029999,5209600,33.074699
"2006-07-31",36.450001,37.779999,36.375,37.075001,8759800,34.033978
"2006-08-01",36.084999,36.825001,35.535,35.715,10340400,32.785519
"2006-08-02",36.049999,36.665001,35.134998,35.41,7301800,32.50555
"2006-08-03",34.424999,35.209999,34.400002,34.674999,6532400,31.830816
"2006-08-04",34.799999,35.099998,34.185001,34.794998,6346000,31.940981
"2006-08-07",34.895,35.435001,34.485001,34.950001,5650400,32.083263
"2006-08-08",34.755001,35.305,34.535,34.575001,5818600,31.739023
"2006-08-09",35.16,35.855,34.799999,35.16,5452200,32.276043
"2006-08-10",35.029999,35.134998,34.365002,34.950001,5728200,32.083263
"2006-08-11",34.825001,34.855,33.950001,34.07,4461600,31.275444
"2006-08-14",33.82,33.834999,32.924999,33.064999,6355600,30.352888
"2006-08-15",33.48,33.48,32.875,33.099998,6660600,30.385014
"2006-08-16",33.125,33.615002,32.470001,32.66,7927400,29.981102
"2006-08-17",32.240002,32.794998,32.105,32.720001,6280200,30.03619
"2006-08-18",32.75,33.299999,32.575001,33.169998,5518400,30.44927
"2006-08-21",33.294998,33.715,33.224998,33.259998,4210400,30.531893
"2006-08-22",33.25,33.705002,33.125,33.57,3630400,30.816462
"2006-08-23",33.5,33.869999,32.810001,32.895,3940800,30.196817
"2006-08-24",33,33.779999,32.779999,33.705002,4852800,30.940393
"2006-08-25",34.400002,34.955002,34.174999,34.564999,6182200,31.729855
"2006-08-28",33.75,34.419998,33.525002,33.915001,4244400,31.133177
"2006-08-29",33.645,33.650002,32.75,32.814999,8155000,30.123383
"2006-08-30",32.814999,33.130001,32.064999,32.595001,5925000,29.921438
"2006-08-31",32.325001,32.955002,32.165001,32.41,7127400,29.751612
"2006-09-01",32.424999,33.060001,32.424999,32.970001,2716600,30.265678
"2006-09-05",32.66,33.41,32.66,33.305,3977400,30.573196
"2006-09-06",32.639999,32.775002,31.535,31.575001,7770600,28.985102
"2006-09-07",31.334999,31.85,31.094999,31.5,6266200,28.916258
"2006-09-08",31.5,31.65,30.315001,30.445,5913400,27.947784
"2006-09-11",29.99,30.375,29.225,29.885,8706000,27.433718
"2006-09-12",29.940001,30.355,29.52,29.91,5947000,27.456667
"2006-09-13",29.855,30.844999,29.855,30.389999,8156000,27.897293
"2006-09-14",30.48,30.775,29.245001,29.360001,7511800,26.951778
"2006-09-15",29.575001,30,29.299999,29.92,7891000,27.465845
"2006-09-18",30.4,31.940001,30.389999,31.344999,11490600,28.773962
"2006-09-19",31.35,31.605,30.469999,30.950001,8160000,28.41136
"2006-09-20",30.615,31.084999,30.15,30.495001,9866600,27.993687
"2006-09-21",30.6,31.969999,30.584999,31.25,10812200,28.686754
"2006-09-22",31.35,31.455,30.584999,31.094999,8531200,28.544476
"2006-09-25",30.775,31.719999,30.35,31.65,11052400,29.053949
"2006-09-26",31.5,32.259998,31.254999,32.105,10064400,29.471626
"2006-09-27",32.279999,32.73,31.700001,32.650002,9525000,29.971928
"2006-09-28",32.525002,32.880001,31.945,31.945,10683400,29.324747
"2006-09-29",32.450001,32.849998,31.99,32.525002,10080800,29.85718
"2006-10-02",32.650002,32.919998,32.174999,32.275002,8924200,29.627687
"2006-10-03",31.5,31.545,30.915001,31.049999,11802000,28.503159
"2006-10-04",31.049999,31.565001,29.940001,31.475,14367400,28.893301
"2006-10-05",32.095001,32.32,31.165001,31.74,10195600,29.136564
"2006-10-06",31.549999,31.834999,30.950001,31.655001,7160600,29.058535
"2006-10-09",31.9,32.330002,31.285,31.41,6473400,28.833632
"2006-10-10",31.295,32.325001,31.24,31.85,8007200,29.237539
"2006-10-11",31.625,31.860001,31.115,31.15,8858200,28.594955
"2006-10-12",31.299999,32,31.184999,31.855,7916400,29.242132
"2006-10-13",31.995001,32.830002,31.965,32.470001,7347000,29.834785
"2006-10-16",32.474998,33.77,32.470001,33.615002,8365800,30.886858
"2006-10-17",33.490002,33.529999,32.674999,33.099998,6922400,30.413656
"2006-10-18",33.005001,33.445,32.630001,33.029999,7638200,30.349333
"2006-10-19",33.215,33.705002,32.77,33.630001,7091400,30.900629
"2006-10-20",33.689999,33.705002,32.66,33.125,5871600,30.436625
"2006-10-23",32.860001,33.23,32.509998,33.055,6230200,30.37232
"2006-10-24",32.955002,34.540001,32.884998,34.465,8575400,31.667875
"2006-10-25",33.625,35.404999,33.564999,35.169998,8088400,32.315655
"2006-10-26",35.5,35.535,34.244999,34.669998,6222200,31.856228
"2006-10-27",34.544998,35.035,33.935001,34.005001,4702400,31.245211
"2006-10-30",33.610001,34.055,33.25,33.5,7219400,30.781189
"2006-10-31",33.450001,33.665001,32.525002,33.264999,8793800,30.565247
"2006-11-01",33.125,33.375,32.540001,33.009998,6996800,30.33095
"2006-11-02",32.650002,33.185001,32.290001,32.875,6731400,30.206915
"2006-11-03",33.349998,34.064999,33.220001,33.564999,5336600,30.840921
"2006-11-06",33.235001,33.865002,32.974998,33.445,5471800,30.73065
"2006-11-07",33.630001,33.639999,32.970001,33.125,5683800,30.436625
"2006-11-08",33,33.98,32.959999,33.825001,5296200,31.079823
"2006-11-09",34.23,34.990002,33.904999,34.605,9937200,31.796507
"2006-11-10",34.200001,34.244999,33.380001,33.73,4929400,30.992516
"2006-11-13",33.064999,33.98,33.064999,33.48,4694200,30.762823
"2006-11-14",33.814999,33.915001,33.494999,33.834999,4909400,31.089003
"2006-11-15",33.630001,34.52,33.610001,34.235001,6791800,31.456539
"2006-11-16",34.57,34.715,32.865002,32.965,6257600,30.28961
"2006-11-17",32.75,34.25,32.75,34.150002,7047200,31.378441
"2006-11-20",33.915001,34.255001,33.52,34.110001,5787000,31.341686
"2006-11-21",34.189999,34.865002,33.994999,34.775002,8574200,31.952721
"2006-11-22",34.775002,34.904999,34.150002,34.779999,6498800,31.957298
"2006-11-24",34.849998,35.34,34.735001,34.735001,2045600,31.915956
"2006-11-27",34.959999,35.064999,34.450001,34.465,5107800,31.667875
"2006-11-28",34.59,35.709999,34.59,35.485001,7712000,32.605083
"2006-11-29",35.75,36.134998,34.775002,36.029999,12554000,33.105873
"2006-11-30",35.599998,35.700001,34.830002,35.264999,11025200,32.40295
"2006-12-01",34.955002,35.360001,34.43,35.314999,5826000,32.448879
"2006-12-04",34.875,35.055,34.240002,34.584999,5264000,31.778149
"2006-12-05",34.779999,34.965,34.314999,34.665001,6123000,31.851629
"2006-12-06",34.450001,35.275002,34.450001,34.674999,4714400,31.860821
"2006-12-07",34.674999,34.834999,34.259998,34.470001,3881600,31.672464
"2006-12-08",34.724998,34.825001,34.195,34.334999,4227600,31.548414
"2006-12-11",34.255001,34.549999,33.77,34.195,4366400,31.419775
"2006-12-12",34.209999,34.584999,33.860001,34.134998,4375400,31.364653
"2006-12-13",34.459999,34.654999,34.02,34.314999,3883400,31.530039
"2006-12-14",34.535,35.084999,34.290001,34.91,6303600,32.076756
"2006-12-15",34.91,34.98,33.970001,34.310001,5559800,31.525455
"2006-12-18",33.950001,33.950001,32.560001,32.740002,6180800,30.082867
"2006-12-19",31.65,33.555,31.65,33.215,4960600,30.519327
"2006-12-20",33.290001,33.290001,32.445,32.505001,4978000,29.866941
"2006-12-21",32.700001,32.834999,32.139999,32.5,4775200,29.862352
"2006-12-22",32.5,32.540001,32.105,32.154999,3027800,29.545345
"2006-12-26",31.549999,32.43,31.469999,31.58,3400000,29.017017
"2006-12-27",31.58,31.950001,31.165001,31.834999,5196400,29.251316
"2006-12-28",32,32.189999,31.655001,31.84,3759400,29.255917
"2006-12-29",31.625,31.799999,30.934999,31.225,5953800,28.690828
"2007-01-03",30.905001,31.735001,29.605,30.33,11005800,27.868467
"2007-01-04",30.860001,30.934999,29.879999,30.35,11306200,27.886843
"2007-01-05",30.65,31.5,30.450001,31.34,13043600,28.796495
"2007-01-08",31.93,32,30.645,31.125,8059600,28.59894
"2007-01-09",30.5,30.945,30.059999,30.725,10820800,28.2314
"2007-01-10",30.625,30.805,30.01,30.49,7194400,28.015482
"2007-01-11",31.035,31.040001,29.855,29.98,9170600,27.546858
"2007-01-12",30,31.219999,29.99,31.139999,7472000,28.641388
"2007-01-16",31.059999,31.545,30.754999,31.014999,6056600,28.526413
"2007-01-17",30.955,31.41,30.870001,31.084999,6105000,28.590792
"2007-01-18",31.254999,31.35,30.6,30.85,4997000,28.374645
"2007-01-19",31.200001,32.435001,31.065001,32.365002,6780000,29.768093
"2007-01-22",32.75,33.224998,32.185001,32.465,8496400,29.860069
"2007-01-23",32.785,34.055,32.764999,33.744999,7264200,31.037363
"2007-01-24",33.415001,33.705002,32.845001,33.68,5309800,30.977583
"2007-01-25",33.544998,33.544998,32.389999,32.48,6689200,29.873865
"2007-01-26",32.799999,33.134998,32.544998,32.785,4264000,30.154396
"2007-01-29",33.084999,33.744999,32.474998,32.514999,5342000,29.906061
"2007-01-30",32.514999,34.235001,32.514999,34.029999,7449400,31.299511
"2007-01-31",33.349998,34.875,33.165001,34.564999,8264800,31.791578
"2007-02-01",34.75,34.974998,34.049999,34.794998,10007600,32.003117
"2007-02-02",34.709999,34.77,34.02,34.345001,5581200,31.589226
"2007-02-05",34.43,34.869999,33.93,33.974998,5881000,31.248903
"2007-02-06",34.455002,34.465,33.345001,33.57,5581400,30.876408
"2007-02-07",33.575001,33.855,32.98,33.275002,4512000,30.60508
"2007-02-08",33.275002,33.404999,32.779999,33.305,6008800,30.632673
"2007-02-09",33.419998,33.810001,33.139999,33.285,3502000,30.614277
"2007-02-12",32.834999,33.080002,32.200001,32.52,4772600,29.910652
"2007-02-13",32.994999,33.084999,32.540001,32.884998,5973600,30.246367
"2007-02-14",32.994999,33.334999,32.799999,33.060001,4305600,30.40732
"2007-02-15",32.900002,33.049999,32.355,32.895,5802600,30.255558
"2007-02-16",32.970001,33.764999,32.955002,33.5,6502800,30.812023
"2007-02-20",33.200001,33.310001,33,33.200001,4883800,30.536093
"2007-02-21",33.305,33.810001,32.91,33.650002,4177400,30.949991
"2007-02-22",33.860001,34.400002,33.665001,34.255001,5587200,31.506447
"2007-02-23",34.505001,34.584999,33.73,33.93,3750400,31.20752
"2007-02-26",34.200001,34.875,34.134998,34.790001,5483800,31.998524
"2007-02-27",33.985001,34.91,33.375,33.799999,5900400,31.087948
"2007-02-28",33.880001,34.150002,33.330002,33.869999,5409600,31.152332
"2007-03-01",33.185001,33.970001,32.985001,33.525002,5433000,30.835022
"2007-03-02",33.419998,33.610001,32.849998,32.959999,4252000,30.31535
"2007-03-05",32.384998,32.924999,32,32.400002,5663800,29.800285
"2007-03-06",32.799999,33.099998,32.610001,33.099998,5358400,30.444122
"2007-03-07",33.09,34.150002,32.915001,33.605,5459200,30.908598
"2007-03-08",33.775002,33.985001,33.310001,33.485001,4149000,30.798233
"2007-03-09",33.695,33.875,33.259998,33.455002,2607800,30.77063
"2007-03-12",33.195,33.240002,32.875,33.060001,3912600,30.40732
"2007-03-13",33.040001,34.014999,32.845001,32.935001,5643200,30.292364
"2007-03-14",33.224998,33.705002,32.799999,33.695,5077800,30.991375
"2007-03-15",33.599998,33.799999,33.275002,33.365002,2961400,30.687862
"2007-03-16",33.450001,33.525002,32.650002,32.82,5571600,30.186583
"2007-03-19",33.220001,33.459999,33.005001,33.389999,3194600,30.710838
"2007-03-20",33.650002,34.014999,33.375,33.965,4280400,31.239723
"2007-03-21",34.119999,35,34.025002,34.860001,7003600,32.062904
"2007-03-22",35.25,35.935001,35.115002,35.599998,6851800,32.743523
"2007-03-23",35.630001,35.830002,35.34,35.724998,4214400,32.858486
"2007-03-26",35.994999,36.299999,35.404999,36.240002,5352800,33.332172
"2007-03-27",36.014999,36.314999,35.735001,35.985001,5519000,33.097637
"2007-03-28",36.5,36.544998,35.549999,35.834999,5022200,32.95966
"2007-03-29",36.125,36.200001,35.674999,35.935001,3564800,33.051647
"2007-03-30",35.98,35.98,35.5,35.669998,5818200,32.807899
"2007-04-02",35.740002,36.395,35.669998,36.299999,3459600,33.387356
"2007-04-03",35.875,36.535,35.575001,36.535,3660400,33.603497
"2007-04-04",36.27,37.224998,36.134998,37.075001,6272600,34.100178
"2007-04-05",37.025002,37.445,36.849998,37.375,4949400,34.376099
"2007-04-09",37.424999,37.93,37.055,37.195,4215400,34.210537
"2007-04-10",37.299999,38.025002,37.224998,37.955002,4532200,34.909565
"2007-04-11",37.095001,38.099998,37.095001,37.605,3712600,34.587646
"2007-04-12",37.91,38.584999,37.665001,38.580002,3814800,35.526913
"2007-04-13",38.490002,38.799999,38.255001,38.490002,3767400,35.444046
"2007-04-16",38.415001,38.724998,37.794998,38.674999,4270400,35.614403
"2007-04-17",38.75,38.855,37.790001,37.955002,5842200,34.951397
"2007-04-18",37.790001,37.790001,37.25,37.325001,6335800,34.371231
"2007-04-19",37.195,37.195,36.52,36.740002,4947800,33.832539
"2007-04-20",36.790001,37.185001,36.5,36.990002,6147000,34.062759
"2007-04-23",36.43,37.27,36.41,37.105,3109600,34.168659
"2007-04-24",37.18,37.360001,36.965,37.195,3488800,34.251511
"2007-04-25",37.375,38.064999,37.310001,37.700001,4303400,34.716549
"2007-04-26",37.450001,37.505001,36.880001,37.25,4582600,34.302166
"2007-04-27",37.075001,37.485001,36.900002,37.125,3621200,34.187065
"2007-04-30",37.064999,37.610001,36.720001,36.720001,4358400,33.814129
"2007-05-01",37.365002,38.66,36.900002,37.889999,11027800,34.891529
"2007-05-02",37.959999,38.799999,37.849998,38.705002,4670800,35.64204
"2007-05-03",38.634998,39.07,38.299999,39.009998,5868000,35.922894
"2007-05-04",39.064999,39.330002,38.330002,38.459999,3818000,35.416416
"2007-05-07",38.310001,38.740002,38.23,38.564999,3128200,35.513119
"2007-05-08",38.310001,38.41,37.470001,38.375,5317800,35.338146
"2007-05-09",38.345001,38.439999,37.634998,37.970001,4868400,34.965191
"2007-05-10",37.865002,38.189999,37.150002,37.27,3870000,34.320591
"2007-05-11",37.77,38.005001,37.305,37.955002,3904600,34.951397
"2007-05-14",38.07,38.825001,38.029999,38.555,4744600,35.503906
"2007-05-15",38.404999,38.630001,37.779999,37.900002,4159400,34.900742
"2007-05-16",38.025002,38.150002,37.314999,37.825001,5004200,34.831665
"2007-05-17",37.900002,38.66,37.400002,38.349998,5047400,35.315132
