"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"2009-10-19",66.919998,67.669998,65.599998,66.269997,843000,50.793556
"2009-10-20",68.559998,69.889999,65.870003,67.32,1578000,51.598351
"2009-10-21",67.290001,69.389999,66.07,66.269997,1307200,50.793556
"2009-10-22",66.519997,68.980003,65.970001,68.959999,1056900,52.855358
"2009-10-23",68.940002,69.629997,67.889999,68.769997,627600,52.709721
"2009-10-26",68.75,69.620003,67.639999,67.93,879800,52.065907
"2009-10-27",67.830002,68.900002,66.599998,66.68,899700,51.107815
"2009-10-28",66.870003,67.32,64.690002,64.849998,816600,49.7052
"2009-10-29",66.480003,66.480003,64.580002,65.669998,1294600,50.333698
"2009-10-30",65.389999,65.639999,62.25,62.849998,1199200,48.172249
"2009-11-02",63.369999,65.07,62.380001,63.279999,884600,48.501835
"2009-11-03",62.740002,63.709999,62.259998,62.75,939300,48.095612
"2009-11-04",63.09,63.900002,60.709999,60.950001,1462000,46.715981
"2009-11-05",61.25,62.68,60.389999,62.57,1121200,47.957661
"2009-11-06",61.849998,63.25,61.509998,62.830002,665500,48.156933
"2009-11-09",64.260002,64.620003,62.860001,64.620003,787000,49.528896
"2009-11-10",64.650002,64.650002,63.009998,63.540001,501800,48.701126
"2009-11-11",63.91,65,63.599998,64.239998,597200,49.23764
"2009-11-12",64.110001,64.300003,62.91,63,636400,48.287235
"2009-11-13",63.18,63.619999,62.200001,62.5,633800,47.903999
"2009-11-16",62.919998,63.98,62.509998,63.400002,1217800,48.593826
"2009-11-17",63.459999,63.639999,62.59,63.509998,1035300,48.67812
"2009-11-18",63.32,64.959999,63.169998,64.870003,954000,49.720524
"2009-11-19",64.07,65.809998,64,65.330002,1746100,50.07309
"2009-11-20",65.139999,65.980003,64.050003,65.849998,1145200,50.471642
"2009-11-23",66.489998,67.449997,66.309998,66.610001,794500,51.054165
"2009-11-24",66.440002,66.620003,65.550003,66.419998,950500,50.908546
"2009-11-25",66.410004,66.660004,66,66.370003,325400,50.870213
"2009-11-27",64.440002,65.230003,63.830002,63.849998,420200,49.460377
"2009-11-30",64.220001,65.620003,64,65.580002,636700,50.800488
"2009-12-01",65.769997,66.010002,64.900002,65.650002,926200,50.854725
"2009-12-02",65.410004,66.019997,64.989998,65.440002,577300,50.692039
"2009-12-03",66,66.300003,62.77,62.830002,830500,48.670254
"2009-12-04",63.619999,64.370003,62.200001,63.439999,927500,49.142784
"2009-12-07",63.369999,63.990002,61.220001,61.43,1580800,47.585754
"2009-12-08",61.959999,64.080002,61.93,63.75,1469800,49.382919
