"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"2001-09-07",22.644613,22.804699,22.549324,22.553135,4772000,10.334528
"2001-09-10",22.591251,22.621744,22.22534,22.320629,2737400,10.227985
"2001-09-17",22.32444,22.583628,21.916601,22.332064,6764900,10.233223
"2001-09-18",21.992832,22.164354,21.203835,21.211458,6296300,9.719726
"2001-09-19",21.230516,21.287689,19.885027,20.140404,6832500,9.228941
"2001-09-20",19.98794,20.357664,19.91552,20.296679,5573700,9.300553
"2001-09-21",20.1061,20.982763,19.801172,20.647345,6865100,9.461235
"2001-09-24",20.239504,20.567301,19.343782,19.629652,8026500,8.9949
"2001-09-25",19.82023,19.82023,19.057915,19.389523,6230200,8.884864
"2001-09-26",19.553419,19.656332,19.172262,19.210377,4511200,8.802773
"2001-09-27",19.210377,20.022243,19.210377,19.953636,4456900,9.143356
"2001-09-28",20.010809,20.559677,19.934578,20.559677,4791700,9.421063
"2001-10-01",20.559677,20.559677,19.91552,20.231882,3593500,9.270859
"2001-10-02",20.029867,20.582546,19.946012,20.56349,3147700,9.422812
"2001-10-03",20.559677,20.765503,20.201389,20.426271,4287100,9.359935
"2001-10-04",20.506315,20.773127,20.391968,20.685459,5532600,9.478703
"2001-10-05",20.792185,20.937025,20.391968,20.715952,4307900,9.492675
"2001-10-08",20.719765,21.245762,20.506315,20.959894,2597800,9.604458
"2001-10-09",21.078053,21.234327,20.944647,21.180965,2756000,9.705756
"2001-10-10",21.333429,21.962339,21.154285,21.889919,3489600,10.030623
"2001-10-11",21.882298,21.962339,21.352488,21.706964,3942400,9.946792
"2001-10-12",21.706964,21.916601,21.489704,21.916601,4726100,10.04285
"2001-10-15",21.821312,21.821312,20.990387,21.38298,4631600,9.798329
"2001-10-16",21.379168,21.84037,21.295313,21.726023,4868800,9.95552
"2001-10-17",21.916601,22.110992,21.604052,21.69553,7721200,9.941551
"2001-10-18",21.573559,21.607862,20.822678,20.87604,4116600,9.566027
"2001-10-19",20.87985,21.154285,20.414837,20.925589,5101000,9.588733
"2001-10-22",21.154285,21.219082,20.872227,21.078053,3399800,9.658597
"2001-10-23",20.963705,21.661224,20.872227,21.245762,5023800,9.735449
"2001-10-24",21.245762,21.440153,20.990387,21.23814,3514200,9.731957
"2001-10-25",21.04756,21.672659,21.04756,21.661224,3285200,9.925822
"2001-10-26",21.565935,22.103369,21.565935,22.072876,2672600,10.114454
"2001-10-29",21.93947,22.202469,21.825123,21.954718,3446000,10.227113
"2001-10-30",21.760326,21.760326,20.982763,21.058994,3734600,9.80986
"2001-10-31",21.211458,21.245762,20.540619,20.738821,5954400,9.660714
"2001-11-01",20.792185,21.215269,20.544432,21.196213,4287900,9.873784
"2001-11-02",20.929401,20.929401,20.430084,20.506315,2518300,9.55241
"2001-11-05",20.715952,20.727386,20.243317,20.620663,4402600,9.605673
"2001-11-06",20.620663,20.925589,20.315737,20.902719,4918900,9.737066
"2001-11-07",20.715952,21.306747,20.582546,21.203835,4421500,9.877328
"2001-11-08",21.211458,21.421095,20.982763,21.112356,2842900,9.83472
"2001-11-09",21.417284,21.703152,21.287689,21.554501,3080300,10.040686
"2001-11-12",21.268633,21.726023,21.043749,21.38298,2227100,9.960785
"2001-11-13",21.421095,21.554501,21.1924,21.554501,2604100,10.040686
"2001-11-14",20.773127,20.998009,20.201389,20.361475,6469400,9.484934
"2001-11-15",20.1061,20.109911,19.381899,19.591536,6084300,9.12628
"2001-11-16",19.721128,19.801172,19.309479,19.751621,6046800,9.200851
"2001-11-19",20.925589,21.039936,19.904085,20.334795,13294400,9.472507
"2001-11-20",20.582546,21.116169,20.544432,20.85317,6802900,9.713982
"2001-11-21",20.963705,21.055183,20.395779,20.689272,4426500,9.637634
"2001-11-23",20.49107,20.963705,20.334795,20.963705,1769600,9.765472
"2001-11-26",20.80743,20.80743,20.201389,20.620663,4361100,9.605673
"2001-11-27",20.582546,21.150473,20.498692,20.849358,5101500,9.712206
"2001-11-28",20.811241,21.188589,20.601604,20.826488,5616500,9.701553
"2001-11-29",20.830299,21.459211,20.830299,21.386791,5403000,9.962559
"2001-11-30",21.386791,21.386791,20.94846,21.203835,4449300,9.877328
"2001-12-03",21.203835,21.527819,20.917967,21.40966,4329900,9.973212
"2001-12-04",21.4554,21.604052,21.169531,21.592617,4368500,10.058443
"2001-12-05",21.787006,22.450222,21.787006,22.358746,9450100,10.415319
"2001-12-06",22.313005,22.316816,21.421095,21.4554,5002100,9.994516
"2001-12-07",21.535442,21.790819,21.306747,21.752703,3739300,10.133011
"2001-12-10",21.497328,21.706964,21.363922,21.630732,2266200,10.076195
"2001-12-11",21.630732,21.630732,21.127604,21.127604,2933600,9.84182
"2001-12-12",21.154285,21.535442,21.154285,21.447777,3367300,9.99097
"2001-12-13",21.398226,21.402037,20.971329,21.055183,2131900,9.808088
"2001-12-14",21.123793,21.611675,21.089487,21.57737,3607900,10.051337
"2001-12-17",21.57737,21.57737,21.23814,21.314371,2691200,9.928822
"2001-12-18",21.200024,21.607862,21.200024,21.607862,4050500,10.065536
"2001-12-19",21.607862,22.069065,21.447777,22.050007,4121600,10.271504
"2001-12-20",22.103369,22.278702,22.015701,22.259644,4422500,10.36916
"2001-12-21",22.480715,22.518831,22.351122,22.354933,5230800,10.413546
"2001-12-24",22.393049,22.789454,22.393049,22.717033,2053400,10.582222
"2001-12-26",22.812323,23.109627,22.804699,23.025772,3453100,10.726043
"2001-12-27",23.029583,23.029583,22.412107,22.831381,5089700,10.63549
"2001-12-28",22.960976,23.151554,22.907612,23.056265,2485500,10.740243
"2001-12-31",23.098192,23.231598,22.949539,22.968597,2334700,10.699406
"2002-01-02",22.930483,22.976221,22.431164,22.915236,4721600,10.674549
"2002-01-03",22.915236,23.082945,22.583628,22.78183,4184000,10.612407
"2002-01-04",22.804699,23.136307,22.785643,22.97241,3913800,10.701187
"2002-01-07",22.976221,23.041018,22.75515,22.980032,2778600,10.70474
"2002-01-08",22.980032,22.980032,22.530266,22.678917,4295500,10.564466
"2002-01-09",22.488338,22.747526,22.305382,22.488338,4701400,10.475686
"2002-01-10",22.507397,22.697975,22.316816,22.564569,3919300,10.511202
"2002-01-11",22.564569,22.945728,22.39686,22.583628,7167800,10.520079
"2002-01-14",22.583628,22.678917,22.210093,22.236774,4894000,10.358501
"2002-01-15",22.450222,22.785643,22.431164,22.51502,3779200,10.488119
"2002-01-16",22.202469,22.320629,22.065252,22.145296,3959500,10.315894
"2002-01-17",22.240585,22.351122,22.069065,22.145296,1739400,10.315894
"2002-01-18",22.069065,22.232962,21.920412,22.114803,2933600,10.30169
"2002-01-22",22.126238,22.221527,21.86705,21.86705,2588900,10.186276
"2002-01-23",22.00808,22.476904,21.992832,22.423542,2728700,10.445507
"2002-01-24",22.232962,22.659861,22.164354,22.560759,3433200,10.509423
"2002-01-25",22.473093,22.678917,22.328253,22.61412,4582600,10.534284
"2002-01-28",22.602686,22.621744,22.267267,22.438787,2878500,10.452606
"2002-01-29",22.412107,22.412107,21.844181,21.93947,5547500,10.220012
"2002-01-30",22.583628,22.583628,21.905167,22.278702,13743300,10.378035
"2002-01-31",22.110992,22.29776,22.10718,22.286325,6445800,10.381586
"2002-02-01",22.202469,22.503584,22.202469,22.499773,4146300,10.481014
"2002-02-04",22.499773,22.499773,22.030949,22.0805,2941800,10.285705
"2002-02-05",22.0805,22.187223,21.84037,22.030949,2535100,10.262623
"2002-02-06",22.030949,22.282513,21.954718,22.156731,3257900,10.321212
"2002-02-07",22.030949,22.061441,21.737457,21.859426,3195500,10.182722
"2002-02-08",21.783195,21.916601,21.638355,21.897543,2703600,10.200478
"2002-02-11",21.726023,22.160542,21.619297,22.118614,3181600,10.303461
"2002-02-12",22.069065,22.069065,21.771761,21.882298,3601900,10.193379
"2002-02-13",21.84037,22.01189,21.64979,21.916601,3094200,10.209361
"2002-02-14",21.924225,22.232962,21.897543,22.03476,4248600,10.2644
"2002-02-15",22.03476,22.240585,22.015701,22.164354,3706300,10.324769
"2002-02-19",21.897543,21.950905,21.440153,21.485891,3156900,10.173971
"2002-02-20",21.421095,21.516384,21.078053,21.386791,2989000,10.127047
"2002-02-21",21.421095,21.798443,21.421095,21.619297,3375700,10.237144
"2002-02-22",21.714586,22.198658,21.714586,22.130049,3119900,10.478989
"2002-02-25",22.183413,22.602686,22.030949,22.556948,4450900,10.681137
"2002-02-26",22.576004,22.579817,22.122427,22.446411,4320500,10.628798
"2002-02-27",22.46928,22.545513,22.088121,22.145296,2824200,10.48621
"2002-02-28",22.278702,22.793264,22.259644,22.530266,4841000,10.668501
"2002-03-01",22.697975,22.701788,22.259644,22.602686,7850500,10.702791
"2002-03-04",22.743715,22.819946,22.576004,22.797077,5130100,10.794838
"2002-03-05",22.839005,22.842815,22.602686,22.82757,3939800,10.809281
"2002-03-06",22.831381,23.227785,22.789454,23.193481,5446800,10.982549
"2002-03-07",23.288771,23.326887,22.896177,23.178234,4082800,10.975325
"2002-03-08",23.273525,23.445045,22.983845,23.082945,3474100,10.930202
"2002-03-11",23.250654,23.460293,23.155365,23.403118,2979300,11.081819
"2002-03-12",23.326887,23.795712,23.288771,23.784277,5427400,11.262302
"2002-03-13",24.009159,24.016783,23.67374,23.818581,6588800,11.278543
"2002-03-14",23.833828,23.837639,23.555582,23.654682,3611600,11.200932
"2002-03-15",23.879566,23.982479,23.723291,23.906248,4302400,11.320054
"2002-03-18",23.936741,24.184492,23.845263,24.184492,3473300,11.451806
"2002-03-19",24.184492,24.317898,24.100637,24.256912,4025300,11.486101
"2002-03-20",24.108261,24.226419,23.891001,24.012972,4613000,11.370594
"2002-03-21",23.925304,24.012972,23.639437,23.830015,3864200,11.283953
"2002-03-22",23.746161,23.749973,23.4298,23.525089,2957000,11.139571
"2002-03-25",23.5289,23.555582,23.288771,23.288771,3656700,11.027667
"2002-03-26",23.441235,23.498407,23.269712,23.395494,4080400,11.078203
"2002-03-27",23.555582,23.894812,23.441235,23.894812,3573000,11.31464
"2002-03-28",23.936741,23.967232,23.662306,23.936741,3984100,11.334497
"2002-04-01",23.990103,24.291218,23.902435,24.291218,3698700,11.502342
"2002-04-02",24.260725,24.432245,24.214985,24.27216,4137300,11.493323
"2002-04-03",24.214985,24.214985,23.864321,23.974855,3755900,11.35254
"2002-04-04",23.974855,23.974855,23.365002,23.57464,4217100,11.163032
"2002-04-05",23.479349,23.57464,23.098192,23.113438,3771900,10.944642
"2002-04-08",23.441235,23.635624,23.368814,23.578451,3449200,11.164836
"2002-04-09",23.250654,23.254467,22.789454,22.888556,7680700,10.838158
"2002-04-10",22.888556,23.102003,22.778019,23.002903,3622100,10.892305
"2002-04-11",22.945728,23.090569,22.697975,22.75515,3018900,10.774988
"2002-04-12",22.659861,22.774208,22.069065,22.145296,4692200,10.48621
"2002-04-15",22.366367,22.678917,22.366367,22.678917,4389700,10.738888
"2002-04-16",22.774208,22.915236,22.70941,22.888556,5203800,10.838158
"2002-04-17",23.079134,23.121061,22.850439,23.018148,2878800,10.89952
"2002-04-18",23.11725,23.193481,22.739902,23.121061,2531400,10.948255
"2002-04-19",23.124872,23.425987,22.945728,23.345945,3241600,11.054743
"2002-04-22",23.349756,23.403118,23.04483,23.124872,2397100,10.95006
"2002-04-23",22.888556,23.326887,22.850439,23.23922,3524200,11.004209
"2002-04-24",23.021959,23.170612,22.896177,22.896177,3389900,10.841762
"2002-04-25",22.873308,23.250654,22.736092,23.124872,3105500,10.95006
"2002-04-26",23.082945,23.151554,22.701788,22.804699,4731100,10.969216
"2002-04-29",22.804699,22.903801,22.602686,22.846628,2489500,10.989385
"2002-04-30",22.846628,23.029583,22.797077,22.797077,3265500,10.965546
"2002-05-01",22.720844,23.018148,22.625555,22.938105,2061800,11.033384
"2002-05-02",22.938105,23.159178,22.839005,23.14393,3464400,11.132388
"2002-05-03",23.235409,23.376438,23.155365,23.23922,3725700,11.178226
"2002-05-06",23.121061,23.124872,22.717033,22.717033,3060900,10.927051
"2002-05-07",22.75515,22.82757,22.621744,22.686541,2059500,10.912381
"2002-05-08",22.877119,23.109627,22.717033,23.109627,3134600,11.115891
"2002-05-09",23.060076,23.250654,22.873308,23.052452,2511500,11.088387
"2002-05-10",23.052452,23.155365,22.816135,22.877119,2604600,11.004049
"2002-05-13",22.850439,23.250654,22.743715,23.235409,3681600,11.17639
"2002-05-14",23.365002,23.380249,23.14012,23.243032,3993300,11.180059
"2002-05-15",23.147743,23.151554,22.869497,22.964787,4128200,11.046218
"2002-05-16",23.060076,23.300205,23.056265,23.227785,2708000,11.172725
"2002-05-17",23.159178,23.1668,22.89999,23.056265,2289600,11.090218
"2002-05-20",22.869497,22.968597,22.762772,22.922859,1845400,11.026053
"2002-05-21",22.831381,23.121061,22.774208,22.823757,2568700,10.978382
"2002-05-22",22.919046,23.098192,22.800888,23.067699,3432100,11.095724
"2002-05-23",23.1668,23.1668,22.835192,23.048641,3298100,11.086554
"2002-05-24",22.953352,23.060076,22.58744,22.591251,3362300,10.866544
"2002-05-28",22.667482,22.667482,22.301571,22.461657,2193000,10.804209
"2002-05-29",22.465469,22.465469,22.202469,22.29776,4125000,10.725379
"2002-05-30",22.183413,22.217716,21.634544,21.726023,5557700,10.450361
"2002-05-31",22.01189,22.393049,21.931847,21.935659,4282900,10.551204
"2002-06-03",21.93947,22.004267,21.524008,21.524008,4161200,10.353196
"2002-06-04",21.524008,21.661224,21.161907,21.333429,4904700,10.261523
"2002-06-05",21.268633,21.417284,21.0933,21.398226,4095400,10.292692
"2002-06-06",21.573559,21.676472,21.100922,21.318182,4161200,10.254191
"2002-06-07",21.154285,21.619297,21.154285,21.569748,4174900,10.3752
"2002-06-10",21.535442,21.62311,21.211458,21.283878,3623100,10.237693
"2002-06-11",21.535442,21.565935,21.135227,21.16572,3725400,10.180856
"2002-06-12",21.325806,21.421095,20.990387,21.226704,4523300,10.210183
"2002-06-13",21.344864,21.604052,21.226704,21.249575,3303800,10.221194
"2002-06-14",20.963705,21.352488,20.784561,21.184776,4181900,10.190024
"2002-06-17",21.280067,21.931847,21.280067,21.874674,2977200,10.521865
"2002-06-18",21.779385,21.973774,21.729834,21.882298,2833200,10.525536
"2002-06-19",21.893732,21.98521,21.638355,21.672659,3678700,10.4247
"2002-06-20",21.821312,21.954718,21.653603,21.733644,3172400,10.454026
"2002-06-21",21.539255,21.916601,21.428719,21.554501,5048200,10.367866
"2002-06-24",21.64979,21.710775,21.402037,21.535442,4127400,10.358693
"2002-06-25",21.726023,21.962339,21.47827,21.47827,2653700,10.331196
"2002-06-26",21.474457,21.870863,21.325806,21.870863,5294300,10.520036
"2002-06-27",22.00808,22.0805,21.634544,22.061441,3898600,10.611703
"2002-06-28",21.851805,22.625555,21.851805,22.4426,5474300,10.795043
"2002-07-01",22.431164,22.568382,22.240585,22.488338,5488200,10.817043
"2002-07-02",22.457846,22.564569,21.901354,21.931847,6951400,10.54937
"2002-07-03",21.764137,21.916601,21.645979,21.886108,7560600,10.527366
"2002-07-05",21.981398,22.29776,21.86705,22.29776,2519900,10.725379
