"","UA.Open","UA.High","UA.Low","UA.Close","UA.Volume","UA.Adjusted"
"2015-09-09",97.900002,97.980003,94.860001,95.110001,2072600,95.110001
"2015-09-10",95,96.860001,94.18,96.169998,2184000,96.169998
"2015-09-11",95.660004,96.910004,95.300003,96.589996,1381300,96.589996
"2015-09-14",96.519997,96.940002,95.089996,96.150002,1460200,96.150002
"2015-09-15",96.589996,98.879997,95.720001,98.68,2196000,98.68
"2015-09-16",98.629997,103.559998,97.330002,103.360001,6663100,103.360001
"2015-09-17",103.360001,105.889999,103.059998,104.099998,5215200,104.099998
"2015-09-18",102.620003,104.589996,101.769997,101.800003,4911500,101.800003
"2015-09-21",102.239998,104.370003,101.599998,103.07,2003700,103.07
"2015-09-22",101.519997,102.599998,100.629997,101.889999,1762200,101.889999
"2015-09-23",102.010002,102.540001,100.849998,101.43,1564300,101.43
"2015-09-24",100.870003,102.449997,99.220001,102.190002,1830900,102.190002
"2015-09-25",104.589996,105.849998,103.040001,103.709999,3079500,103.709999
"2015-09-28",103.57,104.019997,100.209999,100.790001,3852200,100.790001
"2015-09-29",100.830002,100.959999,93.32,93.959999,5237600,93.959999
"2015-09-30",96.209999,98.540001,94.68,96.779999,4319800,96.779999
"2015-10-01",97.059998,98.949997,95.650002,98.839996,2663100,98.839996
"2015-10-02",97.599998,100.25,95.830002,100.25,2546800,100.25
"2015-10-05",101.349998,102,99.629997,101.860001,2148300,101.860001
"2015-10-06",101.489998,102.169998,99.300003,99.860001,2122900,99.860001
"2015-10-07",100.25,100.550003,96.879997,99.059998,3172000,99.059998
"2015-10-08",99,101.449997,98.139999,101.139999,1815200,101.139999
"2015-10-09",101,102.470001,100.059998,102.32,1663300,102.32
"2015-10-12",102.279999,104.739998,101.639999,103.349998,1677500,103.349998
"2015-10-13",101.089996,102.720001,100.480003,101.300003,2819600,101.300003
"2015-10-14",100.489998,101.599998,96.93,97.279999,3648800,97.279999
"2015-10-15",98.370003,99.720001,97.629997,99.489998,2254100,99.489998
"2015-10-16",100.959999,101.43,98.980003,100.080002,2813200,100.080002
"2015-10-19",99.800003,100.690002,98.879997,100.449997,2434900,100.449997
"2015-10-20",100.309998,101.239998,98.949997,99.970001,2380500,99.970001
"2015-10-21",100.599998,100.739998,98.660004,99.150002,3973800,99.150002
"2015-10-22",98.07,100.669998,90.629997,93.809998,13768100,93.809998
"2015-10-23",93.379997,93.68,88.010002,92.019997,9419200,92.019997
"2015-10-26",92,94.720001,91.5,94.059998,3710600,94.059998
"2015-10-27",93.769997,95.209999,93.269997,94.730003,2528200,94.730003
"2015-10-28",94.959999,96.559998,94.230003,96.540001,2402400,96.540001
"2015-10-29",96.290001,96.919998,94.75,96.360001,2332200,96.360001
"2015-10-30",96.449997,96.5,94.959999,95.080002,2315700,95.080002
"2015-11-02",95.239998,95.970001,93.650002,95.699997,1842400,95.699997
"2015-11-03",95.589996,96.489998,95.18,96.400002,2036100,96.400002
"2015-11-04",96.360001,96.589996,94.809998,95.300003,2265000,95.300003
"2015-11-05",96.07,96.660004,94.379997,96.029999,2096800,96.029999
"2015-11-06",95.5,97.540001,95.5,96.010002,1706700,96.010002
"2015-11-09",NA,NA,NA,NA,NA,NA
"2015-11-10",93.32,95.580002,92.730003,95.480003,2093700,95.480003
"2015-11-11",95.440002,95.839996,92.529999,93.57,2931000,93.57
"2015-11-12",93.18,94.160004,92.279999,92.360001,3065800,92.360001
"2015-11-13",90.889999,91,86.080002,87.43,7257300,87.43
"2015-11-16",87.410004,90.07,86.419998,90,3573300,90
"2015-11-17",87.489998,88,84.190002,84.989998,10443700,84.989998
"2015-11-18",85.239998,87.339996,84.650002,87.300003,4230600,87.300003
"2015-11-19",87.75,89.650002,87.5,89.25,3894700,89.25
"2015-11-20",90.489998,92.989998,90.489998,92.010002,5281000,92.010002
"2015-11-23",92.010002,93.019997,91.940002,92.160004,3436600,92.160004
"2015-11-24",91.300003,92.919998,91.150002,92.080002,2049900,92.080002
"2015-11-25",92,92.589996,91.75,92.099998,1547400,92.099998
"2015-11-27",92.519997,92.709999,89.32,89.68,1820900,89.68
"2015-11-30",87.580002,87.650002,85.779999,86.220001,4866400,86.220001
"2015-12-01",86.790001,87.690002,86.110001,87.18,2761100,87.18
"2015-12-02",87,88.559998,86.410004,86.919998,2491400,86.919998
"2015-12-03",87.010002,87.5,83.110001,84.150002,3478100,84.150002
"2015-12-04",84.5,87.470001,84,87.309998,3859200,87.309998
"2015-12-07",87,87.440002,85.779999,86.580002,2206700,86.580002
"2015-12-08",86.029999,87.989998,85.709999,87.230003,2950900,87.230003
"2015-12-09",86.480003,88.269997,85.32,86.309998,2446700,86.309998
"2015-12-10",86.260002,86.760002,85.480003,85.669998,1731600,85.669998
"2015-12-11",84.860001,84.919998,82.120003,82.559998,4119500,82.559998
"2015-12-14",NA,NA,NA,NA,NA,NA
"2015-12-15",83.830002,83.839996,81.370003,81.519997,3157000,81.519997
"2015-12-16",81.900002,83.199997,81.029999,83.110001,3283200,83.110001
"2015-12-17",83.620003,83.800003,81.230003,81.269997,2515700,81.269997
"2015-12-18",81.699997,82.720001,80.839996,80.870003,3532400,80.870003
"2015-12-21",81.309998,82,80.410004,80.970001,1769400,80.970001
"2015-12-22",81.050003,81.349998,77.779999,80.370003,5797200,80.370003
"2015-12-23",82.910004,83,80.889999,81.989998,4117800,81.989998
"2015-12-24",81.709999,81.910004,79.910004,81.199997,1580400,81.199997
"2015-12-28",81.099998,81.919998,80.110001,81.220001,1659600,81.220001
"2015-12-29",81.68,82.75,81.389999,82.25,1847300,82.25
"2015-12-30",82.190002,82.449997,80.639999,80.959999,1620900,80.959999
"2015-12-31",80.889999,81.720001,80.470001,80.610001,2354500,80.610001
"2016-01-04",79.669998,80.120003,78.449997,79.660004,4617200,79.660004
"2016-01-05",81.230003,81.5,79.550003,80.150002,2605100,80.150002
"2016-01-06",78.75,80.860001,78.629997,79.870003,3125200,79.870003
"2016-01-07",78.610001,80.629997,77.529999,78,3662000,78
"2016-01-08",78.349998,78.480003,74.779999,75,4804100,75
"2016-01-11",70.870003,72.410004,67.43,69.959999,14518200,69.959999
"2016-01-12",71.050003,72.190002,69.32,72.150002,5829000,72.150002
"2016-01-13",71.870003,73.900002,71.690002,71.870003,5153000,71.870003
"2016-01-14",71.75,71.849998,67.849998,69.870003,5516800,69.870003
"2016-01-15",67.760002,69.410004,67.25,68.629997,3887100,68.629997
"2016-01-19",69.050003,69.559998,66.43,67.110001,3986300,67.110001
"2016-01-20",65.800003,68.300003,63.23,67.339996,6755300,67.339996
"2016-01-21",67.599998,70.339996,67,69.059998,5029400,69.059998
"2016-01-22",69.839996,70.809998,69.120003,70.790001,3316700,70.790001
"2016-01-25",70.75,70.800003,67.790001,68.160004,3558500,68.160004
"2016-01-26",67.110001,68.400002,66.089996,67.360001,4730100,67.360001
"2016-01-27",67,70.260002,66.93,68.580002,5782100,68.580002
"2016-01-28",79.489998,84.779999,78.110001,84.07,18569300,84.07
"2016-01-29",83.879997,86.290001,82.010002,85.43,8236800,85.43
"2016-02-01",84.800003,85.580002,83.309998,85.129997,4930300,85.129997
"2016-02-02",84.919998,85.949997,80.919998,82,4095900,82
"2016-02-03",82.169998,82.790001,78.330002,80.900002,4284600,80.900002
"2016-02-04",80.089996,80.68,78.629997,80.540001,3015400,80.540001
"2016-02-05",80.480003,80.889999,74.440002,77.330002,7018800,77.330002
"2016-02-08",NA,NA,NA,NA,NA,NA
"2016-02-09",71.449997,75.300003,70.839996,72.349998,5359100,72.349998
"2016-02-10",73.010002,76.050003,71.800003,74.480003,4766800,74.480003
"2016-02-11",73.07,73.980003,71.190002,72.580002,3899400,72.580002
"2016-02-12",73.860001,76.360001,72.839996,76.290001,3764500,76.290001
"2016-02-16",77.989998,81.220001,77.68,79.940002,6089500,79.940002
"2016-02-17",80.949997,83.629997,80.239998,82.970001,4225100,82.970001
"2016-02-18",83.160004,83.449997,80.720001,81.029999,2889800,81.029999
"2016-02-19",80.5,81.870003,79.040001,80.639999,3010600,80.639999
"2016-02-22",NA,NA,NA,NA,NA,NA
"2016-02-23",81.07,81.980003,79.830002,80.5,2340700,80.5
"2016-02-24",79.849998,82.599998,79.190002,82.150002,2416300,82.150002
"2016-02-25",82.410004,83.699997,81.870003,83.059998,2250800,83.059998
"2016-02-26",83.199997,84.93,82.5,83.809998,2803900,83.809998
"2016-02-29",84.199997,84.440002,83.139999,83.690002,2057200,83.690002
"2016-03-01",84.139999,85.790001,83.849998,84.93,2468100,84.93
"2016-03-02",84.830002,84.970001,83.07,83.93,1895100,83.93
"2016-03-03",82.400002,83.470001,80.57,83.089996,3229300,83.089996
"2016-03-04",83.349998,84.639999,82.25,84,2875800,84
"2016-03-07",83.559998,84.489998,82.379997,83.199997,2642100,83.199997
"2016-03-08",82.440002,82.919998,81.190002,81.300003,2334600,81.300003
"2016-03-09",81.589996,81.68,78.900002,80.300003,3291000,80.300003
"2016-03-10",81.150002,82.190002,80.040001,81.029999,1894900,81.029999
"2016-03-11",81.559998,82.779999,80.370003,82.449997,1727400,82.449997
"2016-03-14",82.389999,82.400002,81.400002,81.809998,2269900,81.809998
"2016-03-15",81.690002,81.800003,80.370003,81.019997,1880600,81.019997
"2016-03-16",80.879997,81.18,79.860001,81,1795700,81
"2016-03-17",81.139999,83.989998,80.970001,83.139999,3495100,83.139999
"2016-03-18",83.540001,85.300003,83.419998,84.279999,3595500,84.279999
"2016-03-21",NA,NA,NA,NA,NA,NA
"2016-03-22",85.360001,85.360001,83.540001,84.449997,2245100,84.449997
"2016-03-23",41.406429,41.406429,41.207836,41.207836,200,41.207836
"2016-03-24",40.582272,40.582272,40.582272,40.582272,100,40.582272
"2016-03-28",40.582272,40.582272,40.582272,40.582272,0,40.582272
"2016-03-29",40.582272,40.582272,40.582272,40.582272,0,40.582272
"2016-03-30",41.187977,41.704315,41.178047,41.704315,3700,41.704315
"2016-03-31",41.704315,41.704315,41.426289,41.426289,600,41.426289
"2016-04-01",40.800724,40.800724,40.800724,40.800724,100,40.800724
"2016-04-04",40.800724,40.800724,40.800724,40.800724,0,40.800724
"2016-04-05",40.214878,41.734104,40.214878,40.800724,1700,40.800724
"2016-04-06",41.058891,41.704315,40.770935,41.505726,700,41.505726
"2016-04-07",41.793682,41.833401,41.267414,41.267414,5900,41.267414
"2016-04-08",41.317062,44.037773,41.030098,43.710094,3602300,43.710094
"2016-04-11",43.332771,43.37249,40.681568,41.168118,4094900,41.168118
"2016-04-12",40.959595,41.366711,39.946777,41.356781,3613200,41.356781
"2016-04-13",41.039032,42.379528,41.039032,41.505726,4424600,41.505726
"2016-04-14",41.694386,42.558262,41.614948,41.932697,2526000,41.932697
"2016-04-15",41.525585,41.753963,40.900021,41.704315,2360700,41.704315
"2016-04-18",41.09861,42.240513,41.09861,42.121361,2541700,42.121361
"2016-04-19",42.250443,43.054741,41.952557,42.697277,1644600,42.697277
"2016-04-20",42.558262,43.263264,42.449036,42.458965,2267300,42.458965
"2016-04-21",46.023693,46.202423,43.680305,45.408058,3271000,45.408058
"2016-04-22",45.159817,45.854889,43.779602,44.742775,2398800,44.742775
"2016-04-25",44.573971,44.5839,43.799461,43.948406,2107500,43.948406
"2016-04-26",43.898758,44.573971,43.541294,43.640587,2181100,43.640587
"2016-04-27",43.878899,43.898758,41.456078,41.86319,1280900,41.86319
"2016-04-28",41.813541,42.786644,41.545444,41.595089,1445800,41.595089
"2016-04-29",41.416359,41.595089,40.185089,40.512764,1964100,40.512764
"2016-05-02",40.284382,40.532623,39.599243,39.986496,1453800,39.986496
"2016-05-03",39.142479,40.185089,39.142479,39.837551,1539200,39.837551
"2016-05-04",38.576492,38.626141,36.779236,37.12677,4512000,37.12677
"2016-05-05",37.1367,37.901279,36.818954,37.226067,1121600,37.226067
"2016-05-06",36.739517,37.087051,36.014656,36.123882,1346900,36.123882
"2016-05-09",36.054375,36.461487,35.711803,36.054375,1705600,36.054375
"2016-05-10",36.332405,37.017544,36.143742,36.292686,1282800,36.292686
"2016-05-11",35.746555,35.864719,34.559971,34.981979,1955100,34.981979
"2016-05-12",35.319584,35.408951,34.564934,34.942261,1646000,34.942261
"2016-05-13",34.723808,34.981979,34.237259,34.465637,1921600,34.465637
"2016-05-16",34.336555,34.659267,34.20747,34.296837,1696000,34.296837
"2016-05-17",34.20747,34.495426,33.854969,34.227329,1895500,34.227329
"2016-05-18",34.088314,34.157822,33.462749,33.979088,981000,33.979088
"2016-05-19",33.542187,34.753597,33.542187,34.604652,1057400,34.604652
"2016-05-20",34.644371,35.399021,34.485497,35.329514,1052900,35.329514
"2016-05-23",35.279865,35.746555,34.505356,34.584793,678100,34.584793
"2016-05-24",34.763527,35.835922,34.743668,35.329514,1143100,35.329514
"2016-05-25",35.657192,35.746555,35.101131,35.230217,1323000,35.230217
"2016-05-26",35.260006,35.260006,34.66423,34.67416,868300,34.67416
"2016-05-27",34.723808,34.96212,34.594723,34.813175,1105500,34.813175
"2016-05-31",34.991909,35.15078,34.406059,34.723808,6311400,34.723808
"2016-06-01",34.723808,34.723808,32.396309,33.482609,3081000,33.482609
"2016-06-02",33.432961,34.078384,33.423031,33.979088,2783900,33.979088
"2016-06-03",33.542187,34.078384,33.542187,33.91951,967900,33.91951
"2016-06-06",33.92944,34.326626,33.879791,34.157822,1956500,34.157822
"2016-06-07",34.555004,35.031628,33.969158,34.95219,1441100,34.95219
"2016-06-08",35.41888,36.292686,35.031628,36.18346,1287100,36.18346
"2016-06-09",35.974937,36.059338,35.587685,35.885571,1225000,35.885571
"2016-06-10",35.498318,36.153671,35.448669,35.538036,616900,35.538036
"2016-06-13",35.619999,35.740002,34.619999,34.68,1254300,34.68
"2016-06-14",34.689999,34.75,34,34.400002,1085900,34.400002
"2016-06-15",34.450001,35.470001,34.450001,34.77,1062800,34.77
"2016-06-16",34.220001,34.27,33.16,33.48,1215400,33.48
"2016-06-17",33.720001,34.25,33.599998,34.139999,1302200,34.139999
"2016-06-20",34.709999,35.169998,34.650002,34.77,845900,34.77
"2016-06-21",34.91,35.48,34.75,34.919998,585500,34.919998
"2016-06-22",34.950001,35.009998,34.259998,34.32,635400,34.32
"2016-06-23",34.549999,34.775002,34.400002,34.669998,1260800,34.669998
"2016-06-24",32.849998,33.912998,32.849998,33.5,1992600,33.5
"2016-06-27",32.959999,33.075001,31.309999,31.9,1415800,31.9
"2016-06-28",32.25,33.970001,32.115002,33.900002,1570600,33.900002
"2016-06-29",34.595001,36.110001,34.580002,35.91,1750600,35.91
"2016-06-30",35.91,36.419998,35.220001,36.400002,853300,36.400002
"2016-07-01",36.264999,36.98,36.261002,36.84,922500,36.84
"2016-07-05",36.5,36.619999,35.119999,35.509998,613200,35.509998
"2016-07-06",35.345001,36.27,35.259998,36.259998,558500,36.259998
"2016-07-07",36.200001,36.880001,36.139999,36.880001,591900,36.880001
"2016-07-08",36.82,37.099998,36.373001,36.779999,700300,36.779999
"2016-07-11",36.869999,36.955002,36.389999,36.57,547200,36.57
"2016-07-12",36.619999,38.07,36.619999,37.869999,1145500,37.869999
"2016-07-13",37.610001,38,36.932999,37.220001,956800,37.220001
"2016-07-14",37.380001,37.66,36.860001,37.02,862300,37.02
"2016-07-15",37.130001,37.395,36.98,37.23,872200,37.23
"2016-07-18",37.220001,37.5,37.145,37.200001,472400,37.200001
"2016-07-19",36.91,37.318001,36.810001,36.950001,752100,36.950001
"2016-07-20",37.169998,37.27,36.700001,36.790001,1092500,36.790001
"2016-07-21",36.540001,37.439999,36.540001,37.27,617200,37.27
"2016-07-22",37.02,37.669998,36.799999,37.48,564200,37.48
"2016-07-25",37.400002,38.779999,36.919998,38.779999,1865500,38.779999
"2016-07-26",38.43,39.419998,36.509998,37.5,3664300,37.5
"2016-07-27",37.5,37.52,35.43,35.93,1135600,35.93
"2016-07-28",35.73,36.049999,35.18,35.75,577500,35.75
"2016-07-29",35.389999,35.889999,35.139999,35.700001,1040800,35.700001
"2016-08-01",35.66,36.130001,35.360001,35.5,614400,35.5
"2016-08-02",35.360001,35.41,34.139999,34.389999,882700,34.389999
"2016-08-03",33.700001,35.450001,33.66,35.27,795700,35.27
"2016-08-04",35.099998,35.639999,34.98,35.139999,627900,35.139999
"2016-08-05",35.299999,36.395,35.299999,36.169998,646300,36.169998
"2016-08-08",36.220001,36.873001,35.689999,35.93,513500,35.93
"2016-08-09",35.75,36.259998,35.470001,35.57,568600,35.57
"2016-08-10",35.889999,36.389999,35.380001,35.43,491100,35.43
"2016-08-11",35.709999,37.380001,35.709999,37.02,912400,37.02
"2016-08-12",36.950001,37.5,36.730999,37.099998,9e+05,37.099998
"2016-08-15",37.200001,38.470001,37.139999,38.040001,681300,38.040001
"2016-08-16",38.330002,38.779999,38.150002,38.650002,1134100,38.650002
"2016-08-17",38.5,38.610001,37.720001,37.919998,688500,37.919998
"2016-08-18",37.75,38.25,37.73,37.950001,468400,37.950001
"2016-08-19",38.119999,39.080002,37.970001,38.759998,736500,38.759998
"2016-08-22",38.689999,42.944,38.369999,38.799999,745400,38.799999
"2016-08-23",38.799999,39.450001,38.759998,39.279999,793500,39.279999
"2016-08-24",39.150002,39.5,38.66,38.880001,790400,38.880001
"2016-08-25",38.900002,39.139999,38.029999,38.259998,653000,38.259998
"2016-08-26",38.41,38.529999,37.759998,38,585000,38
"2016-08-29",38.02,38.460999,37.700001,37.900002,508500,37.900002
"2016-08-30",37.740002,37.82,37.139999,37.360001,633200,37.360001
"2016-08-31",36.849998,36.950001,35.560001,35.650002,1211700,35.650002
"2016-09-01",35.540001,35.810001,35.23,35.700001,639900,35.700001
"2016-09-02",35.75,35.75,34.509998,34.580002,904900,34.580002
"2016-09-06",34.689999,35.09,34.43,34.759998,750900,34.759998
"2016-09-07",34.860001,35.709999,34.647999,35.580002,1030000,35.580002
"2016-09-08",35.23,35.779999,34.889999,35.049999,479000,35.049999
"2016-09-09",34.689999,34.990002,34.005001,34.009998,731800,34.009998
"2016-09-12",33.860001,34.860001,33.761002,34.799999,1058900,34.799999
"2016-09-13",34.34,34.630001,33.540001,33.889999,663300,33.889999
"2016-09-14",33.790001,34.369999,33.560001,33.790001,558000,33.790001
"2016-09-15",33.560001,33.970001,33.360001,33.860001,816100,33.860001
"2016-09-16",33.84,34.376999,33.529999,34.209999,1048100,34.209999
"2016-09-19",34.299999,34.419998,33.75,33.830002,833200,33.830002
"2016-09-20",33.900002,34.029999,33.400002,33.459999,755800,33.459999
"2016-09-21",33.610001,34.439999,33.400002,34.299999,560500,34.299999
"2016-09-22",34.490002,34.759998,34.330002,34.700001,500200,34.700001
"2016-09-23",34.759998,34.935001,34.258999,34.279999,454100,34.279999
"2016-09-26",34,34.049,33.450001,33.580002,462500,33.580002
"2016-09-27",33.450001,34.009998,33.16,33.970001,832700,33.970001
"2016-09-28",34.049999,34.630001,33.860001,34.369999,977300,34.369999
"2016-09-29",34.23,34.68,33.669998,33.68,457000,33.68
"2016-09-30",33.990002,34.16,33.640999,33.860001,814200,33.860001
"2016-10-03",33.630001,34.139999,33.48,34.049999,813700,34.049999
"2016-10-04",33.91,34.290001,33.490002,33.700001,957200,33.700001
"2016-10-05",33.709999,33.990002,33.34,33.380001,1140200,33.380001
"2016-10-06",33.240002,33.259998,32.627998,32.900002,587500,32.900002
"2016-10-07",33.009998,33.09,32.669998,32.849998,485300,32.849998
"2016-10-10",33.400002,33.488998,33.169998,33.27,621400,33.27
"2016-10-11",33.310001,33.849998,33.040001,33.209999,615800,33.209999
"2016-10-12",33.169998,33.990002,33.099998,33.759998,720600,33.759998
"2016-10-13",33.23,33.459999,32.779999,33.389999,588500,33.389999
"2016-10-14",33.990002,34.200001,33.509998,33.619999,543900,33.619999
"2016-10-17",33.5,33.619999,32.689999,32.759998,387900,32.759998
"2016-10-18",33.169998,33.450001,32.990002,33.310001,512800,33.310001
"2016-10-19",33.34,34.16,33.34,34.02,598500,34.02
"2016-10-20",33.830002,33.880001,33.290001,33.419998,925500,33.419998
"2016-10-21",33.150002,33.23,32.779999,32.959999,870800,32.959999
"2016-10-24",33.119999,33.400002,32.744999,32.900002,726300,32.900002
"2016-10-25",28.09,28.74,27.58,28.370001,6816100,28.370001
"2016-10-26",28.280001,28.370001,27.42,27.459999,6656900,27.459999
"2016-10-27",27.639999,27.690001,25.959999,26.49,3364600,26.49
"2016-10-28",26.639999,26.719999,25.91,25.91,2191800,25.91
"2016-10-31",25.889999,26.139999,25.530001,25.860001,1483200,25.860001
"2016-11-01",26.01,26.098,25.02,25.51,1917800,25.51
"2016-11-02",25.360001,26.09,25.18,25.35,1637800,25.35
"2016-11-03",25.309999,25.700001,24.93,25.299999,1557400,25.299999
"2016-11-04",25.219999,25.65,25.219999,25.610001,1293300,25.610001
"2016-11-07",25.98,26.15,25.82,25.940001,1151300,25.940001
"2016-11-08",25.98,26.120001,25.690001,26.09,764600,26.09
"2016-11-09",25.110001,26.15,24.629999,25.9,1353100,25.9
"2016-11-10",26.08,26.73,25.610001,25.610001,860900,25.610001
"2016-11-11",25.639999,26.129999,25.450001,25.610001,938800,25.610001
"2016-11-14",25.73,25.85,24.83,24.879999,1067000,24.879999
"2016-11-15",25.01,25.57,24.799999,25.360001,1148400,25.360001
"2016-11-16",25.280001,25.42,24.98,25.32,1322100,25.32
"2016-11-17",25.48,25.49,24.83,25.27,803400,25.27
"2016-11-18",25.23,25.23,23.565001,23.75,1803600,23.75
"2016-11-21",23.84,24.179001,23.799999,23.799999,1138400,23.799999
"2016-11-22",23.93,24.09,23.51,24.01,1845600,24.01
"2016-11-23",24.190001,24.23,23.721001,23.93,1308100,23.93
"2016-11-25",24.1,24.24,23.809999,24.139999,479100,24.139999
"2016-11-28",25.040001,26.629999,24.76,26.290001,7457400,26.290001
"2016-11-29",26.77,26.940001,25.639999,25.860001,3222300,25.860001
"2016-11-30",25.82,26.219999,25.66,25.780001,2199800,25.780001
"2016-12-01",25.98,26.52,25.139999,25.200001,1568200,25.200001
"2016-12-02",25.299999,25.32,24.58,24.77,1736100,24.77
"2016-12-05",24.969999,25.370001,24.9,25.059999,1713000,25.059999
"2016-12-06",25.450001,25.52,25.01,25.41,1202400,25.41
"2016-12-07",26.65,27.280001,26.02,27.030001,6521900,27.030001
"2016-12-08",28.1,28.85,27.440001,28.82,6932700,28.82
"2016-12-09",29.41,29.530001,28.280001,28.809999,4014100,28.809999
"2016-12-12",28.9,29.059999,27.5,27.610001,3197800,27.610001
"2016-12-13",27.700001,27.98,27.17,27.34,2908400,27.34
"2016-12-14",27.370001,27.4,26.440001,26.57,2829100,26.57
"2016-12-15",26.790001,26.790001,25.5,25.799999,3919200,25.799999
"2016-12-16",25.889999,26.16,25.450001,25.48,2928900,25.48
"2016-12-19",25.74,25.799999,25.26,25.370001,2733000,25.370001
"2016-12-20",25.48,25.92,25.469999,25.690001,3071400,25.690001
"2016-12-21",25.959999,26.110001,25.48,26.049999,3754500,26.049999
"2016-12-22",26.07,26.16,25.360001,25.48,2436300,25.48
"2016-12-23",25.629999,25.733,25.16,25.23,1441500,25.23
"2016-12-27",25.23,25.5,25.110001,25.18,1686100,25.18
"2016-12-28",25.219999,25.344999,24.860001,25.23,1636500,25.23
"2016-12-29",25.280001,25.360001,25.07,25.120001,1783600,25.120001
"2016-12-30",25.17,25.33,24.92,25.17,3574700,25.17
"2017-01-03",25.49,25.85,25.25,25.76,1996500,25.76
"2017-01-04",26,26.719999,25.93,26.57,2627000,26.57
"2017-01-05",26.450001,26.469999,26.030001,26.209999,2527900,26.209999
"2017-01-06",26.459999,27.07,26.41,27.040001,3766300,27.040001
"2017-01-09",27.469999,27.530001,26.844,27.02,2809700,27.02
"2017-01-10",27.120001,27.635,27.059999,27.32,1711300,27.32
"2017-01-11",27.450001,27.48,26.75,26.98,1777700,26.98
"2017-01-12",26.91,26.99,26.57,26.84,1295000,26.84
"2017-01-13",26.790001,26.92,26.118999,26.5,3140000,26.5
"2017-01-17",26.440001,26.469999,25.969999,26.200001,2419600,26.200001
"2017-01-18",26.23,26.25,25.25,25.35,2693700,25.35
"2017-01-19",25.6,25.74,24.9,25.26,3873100,25.26
"2017-01-20",25.48,25.540001,24.9,25.16,3215900,25.16
"2017-01-23",25.190001,25.190001,24.5,24.959999,3062100,24.959999
