"","FAST.Open","FAST.High","FAST.Low","FAST.Close","FAST.Volume","FAST.Adjusted"
"2005-02-22",7.17625,7.2275,6.975,7.06375,7343200,5.178082
"2005-02-23",7.07375,7.13625,7.01875,7.04375,3592000,5.16342
"2005-02-24",7.0575,7.24875,6.9575,7.2,4450400,5.277959
"2005-02-25",7.2125,7.37125,7.15625,7.33625,3337600,5.377837
"2005-02-28",7.3825,7.39,7.22125,7.3075,3765600,5.356763
"2005-03-01",7.325,7.35125,7.1875,7.1925,5328000,5.272462
"2005-03-02",7.16125,7.30875,7.135,7.2875,5396800,5.342102
"2005-03-03",7.29375,7.33125,7.15625,7.225,5248800,5.296286
"2005-03-04",7.25,7.39875,7.24375,7.24375,2602400,5.310032
"2005-03-07",7.24375,7.41,7.2325,7.335,2349600,5.376922
"2005-03-08",7.31625,7.48125,7.30375,7.45,4190400,5.461222
"2005-03-09",7.4525,7.46,7.32,7.345,2747200,5.384252
"2005-03-10",7.32125,7.35625,7.1875,7.29625,2041600,5.348516
"2005-03-11",7.27,7.375,7.14875,7.215,2147200,5.288955
"2005-03-14",7.23125,7.25,7.08,7.16875,2587200,5.255053
"2005-03-15",7.19875,7.2275,7.1275,7.16875,2180000,5.255053
"2005-03-16",7.1275,7.1875,7.01875,7.13625,3023200,5.231228
"2005-03-17",7.0975,7.1525,7.0375,7.08375,3710400,5.192743
"2005-03-18",7.0575,7.13125,7.00125,7.0825,7776000,5.191826
"2005-03-21",7.12375,7.18125,7.04125,7.1625,5203200,5.25047
"2005-03-22",7.12875,7.26125,7.12875,7.145,2668800,5.237642
"2005-03-23",7.17375,7.23375,7.07,7.09125,3765600,5.198241
"2005-03-24",7.12875,7.12875,7.00375,7.04625,2788800,5.165254
"2005-03-28",7.0625,7.0925,6.975,6.98375,7840800,5.119439
"2005-03-29",6.97375,7.01875,6.91,6.94875,5677600,5.093782
"2005-03-30",6.91375,7,6.90625,6.9725,5449600,5.11119
"2005-03-31",6.9575,7.0075,6.8875,6.9125,5244800,5.067207
"2005-04-01",6.91875,6.99375,6.76125,6.925,15918400,5.07637
"2005-04-04",6.92375,7.03625,6.82625,6.87875,7092000,5.042469
"2005-04-05",6.85625,7.1625,6.85625,7.0675,6380800,5.180831
"2005-04-06",7.0625,7.1075,6.96625,7.035,4888800,5.157008
"2005-04-07",7.06625,7.07875,6.94,7.075,5040000,5.186329
"2005-04-08",7.06,7.18875,6.91125,6.92875,3887200,5.07912
"2005-04-11",6.91,6.93875,6.80625,6.8875,5338400,5.048882
"2005-04-12",6.86875,6.90125,6.775,6.86875,4925600,5.035136
"2005-04-13",6.715,6.75,6.51,6.64375,19688800,4.870202
"2005-04-14",6.60375,6.6575,6.52125,6.54625,8027200,4.79873
"2005-04-15",6.49375,6.5475,6.38375,6.39125,5628000,4.685106
"2005-04-18",6.4075,6.66375,6.395,6.6,6689600,4.838131
"2005-04-19",6.6575,6.6575,6.52,6.56375,10078400,4.811556
"2005-04-20",6.5875,6.5925,6.4975,6.55,5221600,4.801478
"2005-04-21",6.62625,6.7325,6.6075,6.66125,8510400,4.883029
"2005-04-22",6.66625,6.6875,6.5175,6.645,12856000,4.871117
"2005-04-25",6.65,6.7825,6.65,6.76625,5283200,4.96
"2005-04-26",6.75625,6.82125,6.69625,6.69875,6472800,4.910518
"2005-04-27",6.71375,6.7975,6.51375,6.725,5869600,4.929761
"2005-04-28",6.69125,6.735,6.55875,6.61,5126400,4.845462
"2005-04-29",6.63375,6.70125,6.49875,6.69,5530400,4.904107
"2005-05-02",6.7375,6.81375,6.70125,6.77375,3077600,4.965496
"2005-05-03",6.80625,6.80625,6.69875,6.78875,3719200,4.976493
"2005-05-04",6.80875,6.8675,6.745,6.85875,5220800,5.027807
"2005-05-05",6.825,6.875,6.71,6.78125,3998400,4.970994
"2005-05-06",6.8375,6.86625,6.70625,6.78625,3854400,4.974661
"2005-05-09",6.76375,6.8375,6.68875,6.8375,3412000,5.01223
"2005-05-10",6.79625,6.8625,6.7275,6.84125,4643200,5.014979
"2005-05-11",6.86375,6.93875,6.75,6.9325,3516800,5.08187
"2005-05-12",6.95,6.9575,6.59,6.6725,7410400,4.891277
"2005-05-13",6.6725,6.72375,6.56,6.62,4903200,4.85279
"2005-05-16",6.65,6.77375,6.6325,6.75625,2388800,4.952668
"2005-05-17",6.7675,6.8375,6.70125,6.82625,2715200,5.003983
"2005-05-18",6.8375,6.95625,6.7625,6.95,5199200,5.094699
"2005-05-19",6.955,7.095,6.955,7.06625,3760000,5.179914
"2005-05-20",7.04125,7.0775,6.94875,7.045,3296800,5.164337
"2005-05-23",7.1375,7.18375,7.0875,7.15125,5127200,5.242224
"2005-05-24",7.19625,7.19625,7.00125,7.0625,3009600,5.177165
"2005-05-25",7.135,7.14625,6.935,7.06125,3036800,5.176249
"2005-05-26",7.10625,7.125,7.005,7.1025,5767200,5.206488
"2005-05-27",7.09,7.19375,7.07625,7.15875,2974400,5.247721
"2005-05-31",7.19125,7.265,7.03375,7.265,13184800,5.325608
"2005-06-01",7.22,7.43,7.13125,7.39,5834400,5.417238
"2005-06-02",7.36875,7.445,7.33125,7.42375,2937600,5.44198
"2005-06-03",7.45875,7.4625,7.31625,7.3575,3460000,5.393416
"2005-06-06",7.19,7.34625,7.15125,7.34375,5308000,5.383335
"2005-06-07",7.3525,7.5725,7.32,7.485,5449600,5.486879
"2005-06-08",7.4975,7.52625,7.275,7.30125,4616800,5.352181
"2005-06-09",7.32125,7.3675,7.25125,7.35625,6884000,5.392499
"2005-06-10",7.38625,7.485,7.32125,7.3875,5416000,5.415407
"2005-06-13",7.38375,7.52375,7.3675,7.52375,6692800,5.515285
"2005-06-14",7.55125,7.66625,7.55125,7.5925,5306400,5.565682
"2005-06-15",7.62875,7.7975,7.535,7.79375,7902400,5.713208
"2005-06-16",7.8025,7.9075,7.7125,7.8475,3711200,5.752609
"2005-06-17",7.905,7.9475,7.7575,7.765,6722400,5.692133
"2005-06-20",7.745,7.8675,7.69625,7.83,3028800,5.739783
"2005-06-21",7.83375,7.8675,7.73375,7.7775,3990400,5.701297
"2005-06-22",7.78625,7.78625,7.60125,7.65375,7412800,5.610583
"2005-06-23",7.67625,7.6875,7.4875,7.50125,5148000,5.498789
"2005-06-24",7.505,7.54625,7.28625,7.37,5320000,5.402579
"2005-06-27",7.38625,7.48375,7.32625,7.42625,3673600,5.443815
"2005-06-28",7.4275,7.57625,7.41125,7.53,3121600,5.519866
"2005-06-29",7.5325,7.56125,7.4625,7.54125,2096800,5.528114
"2005-06-30",7.55875,7.71625,7.55625,7.65625,7180000,5.612415
"2005-07-01",7.64375,7.72375,7.60125,7.67125,3981600,5.623409
"2005-07-05",7.70125,7.8425,7.59875,7.81375,5315200,5.72787
"2005-07-06",7.6,7.60375,7.43375,7.54875,7126400,5.533611
"2005-07-07",7.4375,7.64125,7.4375,7.59625,4870400,5.568431
"2005-07-08",7.57125,7.85,7.51625,7.80375,4689600,5.72054
"2005-07-11",7.82875,7.8875,7.73125,7.83375,3975200,5.74253
"2005-07-12",7.8275,7.8275,7.70375,7.81,3633600,5.725121
"2005-07-13",7.875,8.03875,7.81,7.84625,6161600,5.751693
"2005-07-14",7.8275,7.92625,7.805,7.82625,5775200,5.737032
"2005-07-15",7.8525,7.99,7.81875,7.925,4224000,5.809421
"2005-07-18",7.91125,8.0125,7.88625,7.89375,2364000,5.786513
"2005-07-19",7.9375,8.0375,7.91125,7.98875,2802400,5.856153
"2005-07-20",7.9925,8.02,7.935,7.9525,4532000,5.82958
"2005-07-21",7.96125,7.98,7.71875,7.92125,3984800,5.806673
"2005-07-22",7.94,7.97375,7.80375,7.895,2012800,5.787428
"2005-07-25",7.9025,7.9025,7.75,7.825,2877600,5.736116
"2005-07-26",7.8425,7.91875,7.80875,7.845,2520800,5.750777
"2005-07-27",7.77125,7.88125,7.76875,7.87,3321600,5.769104
"2005-07-28",7.875,7.99125,7.83875,7.9775,2659200,5.847907
"2005-07-29",8.02875,8.3225,8.02875,8.205,7088000,6.014674
"2005-08-01",8.22625,8.26875,8.09,8.1725,4028800,5.990851
"2005-08-02",8.1975,8.265,8.1,8.1825,2680800,5.998181
"2005-08-03",8.13125,8.25,8.09625,8.1225,4368000,5.9542
"2005-08-04",8.09375,8.1275,8.04375,8.11375,5796800,5.947784
"2005-08-05",8.08625,8.1875,8.07625,8.11375,2581600,5.947784
"2005-08-08",8.1525,8.16125,8.0325,8.06,3582400,5.908383
"2005-08-09",8.08625,8.21,8.03875,8.08,2294400,5.923044
"2005-08-10",8.13125,8.2125,7.9875,8.0075,2843200,5.869898
"2005-08-11",7.99125,8.125,7.895,7.9575,3656000,5.833245
"2005-08-12",7.9375,7.99125,7.885,7.95125,2993600,5.828663
"2005-08-15",7.92625,8.04375,7.83375,7.95625,3529600,5.83233
"2005-08-16",7.9,7.96,7.7675,7.7925,4140000,5.712294
"2005-08-17",7.75625,7.81625,7.68625,7.75,4112000,5.681137
"2005-08-18",7.73375,7.76625,7.63125,7.73125,3241600,5.695872
"2005-08-19",7.6925,7.8125,7.665,7.70375,2851200,5.675612
"2005-08-22",7.7475,7.80875,7.5975,7.7325,3184000,5.696793
"2005-08-23",7.7125,7.80875,7.63,7.6875,3439200,5.663641
"2005-08-24",7.69125,7.7625,7.5725,7.59125,3520000,5.592731
"2005-08-25",7.64125,7.675,7.58375,7.65125,3228000,5.636933
"2005-08-26",7.63375,7.6575,7.5375,7.55375,2064800,5.565103
"2005-08-29",7.5675,7.65375,7.50375,7.6475,2260800,5.634171
"2005-08-30",7.6475,7.6675,7.49625,7.51125,2547200,5.533792
"2005-08-31",7.5125,7.5725,7.49625,7.5725,13629600,5.578917
"2005-09-01",7.57375,7.71125,7.535,7.66125,8381600,5.644301
"2005-09-02",7.72,7.78625,7.6825,7.6975,3408000,5.671009
"2005-09-06",7.68125,7.86375,7.675,7.79375,4399200,5.741918
"2005-09-07",7.80125,7.865,7.78625,7.8225,4287200,5.763098
"2005-09-08",7.795,7.84375,7.7425,7.79625,4083200,5.743759
"2005-09-09",7.79875,7.85875,7.745,7.8125,2535200,5.755733
"2005-09-12",7.79375,7.9725,7.7275,7.93375,3381600,5.845062
"2005-09-13",7.89375,7.95625,7.8525,7.905,3864800,5.82388
"2005-09-14",7.96125,7.9775,7.87125,7.88125,3536800,5.806384
"2005-09-15",7.87125,7.90375,7.81,7.81,3668000,5.75389
"2005-09-16",7.80625,7.84375,7.71,7.75375,7964800,5.712449
"2005-09-19",7.78375,7.78375,7.62375,7.7075,3048000,5.678375
"2005-09-20",7.71125,7.77875,7.6025,7.625,2976000,5.617595
"2005-09-21",7.605,7.605,7.30375,7.345,5552800,5.411309
"2005-09-22",7.3225,7.48875,7.21125,7.45875,4154400,5.495112
"2005-09-23",7.41875,7.62125,7.29875,7.49125,3731200,5.519055
"2005-09-26",7.52375,7.6175,7.52125,7.55875,2410400,5.568785
"2005-09-27",7.59625,7.625,7.47375,7.52625,3275200,5.544843
"2005-09-28",7.53375,7.6025,7.4075,7.49375,2051200,5.520899
"2005-09-29",7.49,7.62375,7.35375,7.60125,3375200,5.600097
"2005-09-30",7.55625,7.63875,7.47625,7.63625,2620800,5.625881
"2005-10-03",7.67625,7.78875,7.64,7.77,5480000,5.72442
"2005-10-04",7.77375,7.93125,7.765,7.8575,4580800,5.788885
"2005-10-05",7.8575,7.8675,7.7375,7.75,4252000,5.709686
"2005-10-06",7.7425,7.8375,7.60625,7.68375,4746400,5.660878
"2005-10-07",7.6825,7.77125,7.6475,7.695,1780800,5.669165
"2005-10-10",7.7275,7.7475,7.64,7.66,2972000,5.64338
"2005-10-11",7.64125,7.7775,7.62125,7.66125,6268800,5.644301
"2005-10-12",8.1825,8.33125,8.04125,8.26375,31019200,6.088182
"2005-10-13",8.1975,8.39625,8.1975,8.36125,11456000,6.160015
"2005-10-14",8.3175,8.3875,8.2575,8.36375,14188000,6.161854
"2005-10-17",8.3825,8.4525,8.3125,8.44375,6962400,6.220795
"2005-10-18",8.46875,8.52,8.40625,8.4925,7600800,6.256711
"2005-10-19",8.4625,8.71,8.45125,8.71,9567200,6.416951
"2005-10-20",8.71875,8.74625,8.565,8.5875,8579200,6.3267
"2005-10-21",8.685,8.685,8.505,8.57875,5507200,6.320254
"2005-10-24",8.59875,8.63,8.5325,8.63,5301600,6.358012
"2005-10-25",8.63,8.7625,8.58875,8.76,5064000,6.453788
"2005-10-26",8.74625,8.80125,8.6175,8.68375,3772800,6.397611
"2005-10-27",8.68875,8.68875,8.45,8.4525,5598400,6.227242
"2005-10-28",8.5125,8.695,8.49375,8.58125,4288800,6.322098
"2005-10-31",8.60125,8.81875,8.5625,8.76625,4097600,6.458391
"2005-11-01",8.78125,8.84875,8.66625,8.75375,3343200,6.44918
"2005-11-02",8.78375,9.1425,8.77625,9.00125,7355200,6.631524
"2005-11-03",9.00625,9.335,9.00375,9.26875,12611200,6.8286
"2005-11-04",9.29625,9.3125,9.09625,9.14875,6728800,6.740193
"2005-11-07",9.20875,9.40125,9.175,9.35625,6457600,6.893065
"2005-11-08",9.37875,9.40375,9.28,9.315,7247200,6.862674
"2005-11-09",9.2675,9.74375,9.2575,9.60125,18113600,7.073565
"2005-11-10",9.635,9.9925,9.5875,9.94125,15200000,7.324053
"2005-11-11",9.965,9.965,9.75875,9.84875,5535200,7.255906
"2005-11-14",9.89,10.05,9.825,9.9,5100400,7.293665
"2005-11-15",9.9625,10,9.705,9.7775,5141600,7.203414
"2005-11-16",9.7675,9.9375,9.7275,9.8575,2832000,7.262352
"2005-11-17",9.9125,10.1625,9.815,10.1525,11306400,7.479688
"2005-11-18",10.2675,10.4025,10.1525,10.2975,6884000,7.586517
"2005-11-21",10.3175,10.4775,10.1425,10.3275,3920000,7.608618
"2005-11-22",10.2975,10.4375,10.215,10.4125,5076800,7.671241
"2005-11-23",10.4025,10.48,10.185,10.205,5536000,7.518366
"2005-11-25",10.1675,10.285,10.0825,10.285,885200,7.577303
"2005-11-28",10.3625,10.49,9.98,9.9925,4679600,7.36181
"2005-11-29",10.055,10.175,9.96,9.9725,6339600,7.347078
"2005-11-30",10.0025,10.02,9.875,9.925,4847200,7.312082
"2005-12-01",9.9375,10.115,9.915,9.995,4438800,7.363653
"2005-12-02",9.975,10.205,9.8825,10.095,4471200,7.437325
"2005-12-05",10.0775,10.1525,9.8125,10.035,5022800,7.393122
"2005-12-06",10.065,10.0775,9.84,9.85,3632000,7.256827
"2005-12-07",9.8375,10.04,9.765,9.925,2585200,7.312082
"2005-12-08",10,10.0375,9.81,9.89,2344000,7.286297
"2005-12-09",9.89,9.965,9.76,9.935,5363600,7.319449
"2005-12-12",9.9675,10.0125,9.915,9.975,2802000,7.348921
"2005-12-13",9.9775,10.1775,9.9475,10.0975,3418000,7.439169
"2005-12-14",10.09,10.1875,10.035,10.0475,3469600,7.402331
"2005-12-15",10.085,10.2775,9.8325,10.12,5281600,7.455743
"2005-12-16",10.1075,10.1825,10.005,10.04,6196000,7.396805
"2005-12-19",10.05,10.2275,9.715,9.7275,3235200,7.166577
"2005-12-20",9.735,9.87,9.6025,9.735,3161200,7.172103
"2005-12-21",9.735,9.945,9.7025,9.79,2589200,7.212624
"2005-12-22",9.91,9.9125,9.71,9.8825,1910800,7.280771
"2005-12-23",9.9125,9.98,9.8575,9.92,1951200,7.308397
"2005-12-27",9.9975,10.03,9.7625,9.795,1689600,7.216307
"2005-12-28",9.795,9.925,9.735,9.8475,1420800,7.254986
"2005-12-29",9.875,9.9,9.795,9.855,1578400,7.260509
"2005-12-30",9.7775,9.875,9.755,9.7825,1929600,7.207098
"2006-01-03",9.795,9.875,9.4275,9.785,5344800,7.208938
"2006-01-04",9.8325,9.8325,9.5675,9.685,4590800,7.135267
"2006-01-05",9.6975,9.7375,9.5975,9.7,3108800,7.146317
"2006-01-06",9.7775,10.0975,9.6925,10.0925,4405200,7.435484
"2006-01-09",10.025,10.2075,9.985,10.1,3319200,7.44101
"2006-01-10",10.115,10.1475,10.03,10.1375,1776000,7.468638
"2006-01-11",10.1675,10.25,10.0575,10.2325,1834400,7.538627
"2006-01-12",10.195,10.2425,10.1175,10.185,1825600,7.503635
"2006-01-13",10.2125,10.2375,9.99,10.02,1669200,7.382071
"2006-01-17",10,10.1975,9.9825,10.075,2184400,7.42259
"2006-01-18",10.1625,10.3675,10.0725,10.1375,2799600,7.468638
"2006-01-19",10.1475,10.535,10.0625,10.5225,3445200,7.752282
"2006-01-20",9.75,9.925,9.1375,9.5925,35284400,7.067114
"2006-01-23",9.67,9.775,9.62,9.6925,5994800,7.140788
"2006-01-24",9.74,9.7975,9.4825,9.6175,5983200,7.085536
"2006-01-25",9.6325,9.64,9.4275,9.4925,5354000,6.993443
"2006-01-26",9.605,9.7675,9.5075,9.7675,5545600,7.196046
"2006-01-27",9.765,9.945,9.4975,9.6225,5660000,7.089221
"2006-01-30",9.67,9.69,9.4775,9.48,5393200,6.984235
"2006-01-31",9.4825,9.6125,9.3425,9.5375,6346400,7.026598
"2006-02-01",9.4525,9.83,9.4525,9.805,5732000,7.223674
"2006-02-02",9.8025,9.89,9.5725,9.8175,4978800,7.232883
"2006-02-03",10,10.1225,9.8725,9.9075,5844800,7.299187
"2006-02-06",9.8725,9.935,9.705,9.9025,3900800,7.295506
"2006-02-07",9.875,10.1625,9.8225,9.995,4905200,7.363653
"2006-02-08",10.0275,10.275,9.9375,10.2175,3500800,7.527577
"2006-02-09",10.275,10.3325,10.085,10.19,2926000,7.507316
"2006-02-10",10.1925,10.2975,10.0375,10.265,2135600,7.562571
"2006-02-13",10.275,10.345,10.2175,10.32,2489200,7.603094
"2006-02-14",10.345,10.42,10.145,10.3275,2660400,7.608618
"2006-02-15",10.3275,10.4025,10.1375,10.3925,2504800,7.693754
"2006-02-16",10.4725,10.5425,10.305,10.4575,1887200,7.741873
"2006-02-17",10.445,10.56,10.3475,10.5425,2880000,7.804801
"2006-02-21",10.5625,10.585,10.2875,10.3225,3243600,7.641932
"2006-02-22",10.37,10.92,10.3275,10.7725,4221200,7.975074
"2006-02-23",10.75,10.8925,10.6925,10.7475,2043600,7.956567
"2006-02-24",10.725,10.84,10.7075,10.8375,2689600,8.023194
"2006-02-27",10.9,11.35,10.8025,11.275,4010800,8.347083
"2006-02-28",11.28,11.28,10.85,10.9775,4504800,8.12684
"2006-03-01",11.05,11.3475,10.95,11.3175,4445200,8.378549
"2006-03-02",11.255,11.315,11.0075,11.0625,3292000,8.189769
"2006-03-03",11.03,11.075,10.835,10.9425,3474800,8.100926
"2006-03-06",10.98,10.98,10.625,10.765,2493200,7.969522
"2006-03-07",10.75,10.7825,10.625,10.72,1722000,7.936209
"2006-03-08",10.645,10.755,10.4875,10.6825,2764800,7.908445
"2006-03-09",10.72,10.72,10.545,10.5925,2454000,7.841816
"2006-03-10",10.48,10.8425,10.385,10.6025,4165200,7.84922
"2006-03-13",10.7025,11.4725,10.6,11.335,11585200,8.391503
"2006-03-14",11.3,11.5075,11.245,11.4375,2911200,8.467387
"2006-03-15",11.5,11.5075,11.32,11.46,2483200,8.484046
"2006-03-16",11.5,11.67,11.4075,11.44,2445600,8.469237
"2006-03-17",11.415,11.6325,11.385,11.5325,4187200,8.537717
"2006-03-20",11.5275,11.6625,11.4525,11.495,1474800,8.509956
"2006-03-21",11.295,11.645,11.265,11.295,3266400,8.36189
"2006-03-22",11.25,11.5375,11.165,11.4125,1643200,8.448879
"2006-03-23",11.36,11.4225,11.22,11.2775,2688400,8.348932
"2006-03-24",11.3275,11.4025,11.2525,11.37,1446800,8.417415
"2006-03-27",11.41,11.41,11.2525,11.31,1934800,8.372993
"2006-03-28",11.35,11.54,11.215,11.2475,3524400,8.326722
"2006-03-29",11.2875,11.7325,11.225,11.6575,2493200,8.630258
"2006-03-30",11.7325,11.9,11.7175,11.8475,3102400,8.770917
"2006-03-31",11.81,11.9275,11.7325,11.835,2395200,8.761663
"2006-04-03",11.875,12.085,11.81,11.8625,2382000,8.78202
"2006-04-04",11.93,12.265,11.8525,12.19,3445600,9.024477
"2006-04-05",12.16,12.16,11.9775,11.9975,3010000,8.881964
"2006-04-06",12.0175,12.0175,11.7675,11.7825,3971200,8.722797
"2006-04-07",11.77,11.91,11.585,11.66,4317200,8.632109
"2006-04-10",11.625,11.73,11.505,11.66,3112400,8.632109
"2006-04-11",11.66,11.8225,11.5,11.615,2899200,8.598791
"2006-04-12",11.625,11.8975,11.2825,11.435,4858400,8.465534
"2006-04-13",11.435,11.6025,11.3125,11.515,3875600,8.52476
"2006-04-17",11.5625,11.6025,11.3525,11.5,2261200,8.513658
"2006-04-18",11.4825,11.935,11.4825,11.8475,2857200,8.770917
"2006-04-19",11.915,11.9775,11.7825,11.975,2708800,8.865305
"2006-04-20",11.995,12.1625,11.94,11.9975,2179200,8.881964
"2006-04-21",12.0875,12.0875,11.62,11.775,2197200,8.717243
"2006-04-24",11.805,11.9125,11.685,11.875,2080000,8.791277
"2006-04-25",11.875,11.9625,11.785,11.875,3416400,8.791277
"2006-04-26",11.935,12.0225,11.715,11.73,2030000,8.683931
"2006-04-27",11.685,12.0875,11.5875,11.78,2541600,8.720942
"2006-04-28",11.8775,11.8775,11.67,11.7025,2176800,8.663572
"2006-05-01",11.69,11.8,11.3875,11.4225,3699200,8.456279
"2006-05-02",11.425,11.6875,11.3925,11.525,2435600,8.532162
"2006-05-03",11.5575,11.59,11.3975,11.5425,2692000,8.545119
"2006-05-04",11.525,11.7525,11.525,11.6875,2415200,8.652468
"2006-05-05",11.7625,11.815,11.6175,11.785,2241600,8.724647
"2006-05-08",11.8075,12.205,11.695,12.1125,3343600,8.9671
"2006-05-09",12.1625,12.2825,12.0875,12.21,2434400,9.039281
"2006-05-10",12.25,12.33,12.0625,12.1075,2546000,8.963398
"2006-05-11",12.0875,12.1325,11.8325,11.925,2141200,8.828288
"2006-05-12",11.9025,11.9025,11.6225,11.675,2570800,8.643209
"2006-05-15",11.5625,11.6425,11.2525,11.2925,3466400,8.360039
"2006-05-16",11.255,11.3075,11.09,11.2225,4274400,8.30822
"2006-05-17",11.1875,11.205,10.855,10.9075,4782400,8.075015
"2006-05-18",10.9225,11,10.6875,10.7675,3559600,7.971375
"2006-05-19",10.705,11.035,10.6625,10.8275,5281600,8.015794
"2006-05-22",10.755,10.8875,10.6,10.705,3893200,7.925102
"2006-05-23",10.805,10.96,10.6625,10.75,3992400,7.958415
"2006-05-24",10.625,10.8425,10.55,10.7575,3689200,7.963971
"2006-05-25",10.8575,10.9575,10.6425,10.805,2366800,7.999135
"2006-05-26",10.86,10.9525,10.625,10.7375,2234800,7.949164
"2006-05-30",10.7375,10.8475,10.6225,10.625,1930400,7.86588
"2006-05-31",10.6325,10.915,10.625,10.75,2181600,7.958415
"2006-06-01",10.65,11.08,10.635,11.08,3754000,8.202722
"2006-06-02",11.0975,11.2025,10.94,11.14,2760800,8.247142
"2006-06-05",11.0875,11.11,10.61,10.665,4634000,7.895493
"2006-06-06",10.62,10.625,10.0675,10.1025,8106800,7.479061
"2006-06-07",10.1125,10.305,10.065,10.0775,5604000,7.460554
"2006-06-08",10.0375,10.1475,9.515,9.8725,10840800,7.308786
"2006-06-09",9.875,10.1075,9.6325,10.0375,6591600,7.430941
"2006-06-12",10.0925,10.0925,9.41,9.44,7952400,6.9886
"2006-06-13",9.405,9.4625,9.03,9.135,12458800,6.762805
"2006-06-14",9.125,9.4775,9.0375,9.3875,8134800,6.949735
"2006-06-15",9.455,9.7975,9.4,9.78,5376400,7.240305
"2006-06-16",9.78,9.8925,9.75,9.835,5600000,7.281028
"2006-06-19",9.8375,9.86,9.575,9.6,4686800,7.107053
"2006-06-20",9.565,9.6575,9.41,9.47,2572800,7.01081
"2006-06-21",9.5225,9.7975,9.4125,9.6475,3411600,7.142216
"2006-06-22",9.65,9.7825,9.55,9.6425,3216800,7.138514
"2006-06-23",9.6125,9.8675,9.5175,9.7075,2442800,7.186634
"2006-06-26",9.76,9.8675,9.7,9.85,2041200,7.292131
"2006-06-27",9.825,9.885,9.4975,9.535,4456800,7.058932
"2006-06-28",9.535,9.5825,9.3925,9.4225,4414400,6.975642
"2006-06-29",9.515,10.0675,9.465,10.0675,6278400,7.453149
"2006-06-30",10.14,10.1575,10.005,10.0725,4097200,7.456851
"2006-07-03",10.13,10.2775,10.09,10.2725,1456000,7.604915
"2006-07-05",10.2375,10.2375,9.875,9.9175,3046000,7.342101
"2006-07-06",9.925,10.14,9.855,9.905,3191200,7.332848
"2006-07-07",9.89,9.895,9.6175,9.6675,3146400,7.157025
"2006-07-10",9.6775,9.81,9.5175,9.6125,2654000,7.116305
"2006-07-11",9.575,9.7025,9.425,9.6375,3827600,7.134816
"2006-07-12",9.0625,9.245,8.8325,8.995,23902000,6.659159
"2006-07-13",8.9075,8.9875,8.715,8.8025,9623200,6.516649
"2006-07-14",8.755,8.8425,8.725,8.8375,7013600,6.542559
"2006-07-17",8.77,8.82,8.4725,8.5825,9062400,6.353779
"2006-07-18",8.6175,8.73,8.295,8.4,6128800,6.218669
"2006-07-19",8.35,8.8,8.3075,8.7725,7386400,6.494441
"2006-07-20",8.61,8.695,8.4775,8.485,8318800,6.281598
"2006-07-21",8.53,8.53,8.295,8.3075,5942400,6.150189
"2006-07-24",8.375,8.74,8.32,8.685,6012800,6.429663
"2006-07-25",8.7425,8.8825,8.615,8.8625,6270800,6.561068
"2006-07-26",8.87,9,8.6525,8.775,7716400,6.496288
"2006-07-27",8.8325,8.85,8.5325,8.5675,4027600,6.342674
"2006-07-28",8.65,8.8525,8.61,8.8225,3248800,6.531454
"2006-07-31",8.8525,8.915,8.6325,8.8925,5354400,6.583276
"2006-08-01",8.8275,8.875,8.6025,8.695,5765600,6.437064
"2006-08-02",8.76,8.9425,8.6875,8.895,5591200,6.585128
"2006-08-03",8.8925,9.24,8.7625,9.1875,5202000,6.801672
"2006-08-04",9.305,9.55,9.145,9.2325,6346800,6.834982
"2006-08-07",9.2575,9.265,9.01,9.125,3312400,6.755401
"2006-08-08",9.1775,9.2,8.9125,8.945,2315600,6.622143
"2006-08-09",9.025,9.135,8.7875,8.8,3185200,6.514798
"2006-08-10",8.75,8.9475,8.6975,8.92,2178400,6.603636
"2006-08-11",8.9275,8.9275,8.695,8.755,1972000,6.481483
"2006-08-14",8.8825,9.09,8.8425,8.8625,2406000,6.561068
"2006-08-15",9.025,9.2,8.9625,9.2,2884000,6.810925
"2006-08-16",9.2625,9.31,9.0275,9.31,3175600,6.892361
"2006-08-17",9.2725,9.4225,9.0575,9.35,2865600,6.959348
"2006-08-18",9.39,9.39,9.13,9.265,3723600,6.896081
"2006-08-21",9.2075,9.245,9.0925,9.13,1984400,6.795598
"2006-08-22",9.105,9.2925,9.0375,9.1475,2552400,6.808625
"2006-08-23",9.1925,9.2025,8.935,8.9925,1818400,6.693256
"2006-08-24",9.07,9.07,8.815,8.8975,3232800,6.622544
"2006-08-25",8.8275,8.905,8.75,8.82,2568800,6.56486
"2006-08-28",8.82,9.13,8.8025,9.0925,2858000,6.767685
"2006-08-29",9.125,9.18,8.8,8.9075,3946000,6.62999
"2006-08-30",8.9375,9.1125,8.9075,8.9825,2161200,6.685811
"2006-08-31",8.9475,9.23,8.9475,9.17,2868400,6.825369
"2006-09-01",9.25,9.25,9.095,9.1575,2520800,6.816067
"2006-09-05",9.1375,9.42,9.02,9.405,5541600,7.000286
"2006-09-06",9.3325,9.4225,9.0875,9.12,6031200,6.788156
"2006-09-07",9.0625,9.1575,8.95,9.0125,3010400,6.708144
"2006-09-08",9.055,9.2375,8.9825,9.1875,2475200,6.838396
"2006-09-11",9.115,9.3125,8.965,9.23,3839600,6.870029
"2006-09-12",9.2625,9.3875,9.16,9.3875,3640800,6.98726
