"","ESV.Open","ESV.High","ESV.Low","ESV.Close","ESV.Volume","ESV.Adjusted"
"2003-10-27",102.720001,104.599998,102.040001,102.32,263200,79.474525
"2003-10-28",102.32,102.599998,100,102.519997,548100,79.629822
"2003-10-29",102.519997,104.400002,101.480003,102,351300,79.225922
"2003-10-30",103,103.360001,99.919998,103.040001,358100,80.03373
"2003-10-31",103.400002,106.519997,103.120003,105.400002,468800,81.866791
"2003-11-03",106.400002,106.400002,102.480003,103.32,313200,80.251213
"2003-11-04",103.32,105.839996,101.68,104.080002,428300,80.841545
"2003-11-05",104.599998,105.199997,103.360001,104.199997,383400,80.934738
"2003-11-06",104.199997,105.839996,102.400002,103.959999,490700,80.748322
"2003-11-07",103.879997,106,103.599998,105.879997,490300,82.239632
"2003-11-10",105.879997,107,103.800003,104.400002,302200,81.090103
"2003-11-11",104,104.68,103.32,103.839996,315700,80.655113
"2003-11-12",103.879997,105.239998,103.720001,104.839996,267600,81.431824
"2003-11-13",105.720001,107.919998,104.68,106.879997,625600,83.01638
"2003-11-14",107.400002,109.440002,105.68,107.800003,465800,83.730972
"2003-11-17",107.800003,107.800003,104.800003,105.800003,265300,82.177536
"2003-11-18",106.080002,106.080002,104.400002,105.080002,321600,81.618286
"2003-11-19",102.32,103.919998,100.440002,101.919998,718600,79.163841
"2003-11-20",102.199997,103.599998,100.879997,100.879997,331900,78.356026
"2003-11-21",100.68,100.800003,98.68,99.080002,440800,76.957939
"2003-11-24",99.599998,99.68,97.959999,99.68,311500,77.423981
"2003-11-25",99.720001,102.32,99.639999,100.720001,388300,78.231728
"2003-11-26",101.199997,101.760002,99.760002,100.559998,260900,78.107468
"2003-11-28",101.559998,101.599998,100.720001,101.199997,77700,78.604584
"2003-12-01",101.080002,102.239998,100.080002,101.599998,470500,78.993332
"2003-12-02",101.68,103.199997,101.400002,102.800003,456500,79.9263
"2003-12-03",102.599998,102.720001,100.760002,100.760002,481000,78.34021
"2003-12-04",100.760002,104.800003,100,103.400002,691900,80.392807
"2003-12-05",103.720001,106.279999,103.199997,105.599998,549800,82.103264
"2003-12-08",105.599998,109.360001,105.480003,108.400002,406500,84.280273
"2003-12-09",108,108.559998,105.599998,106.199997,335500,82.569771
"2003-12-10",106.800003,107.919998,105.199997,106.239998,345600,82.600891
"2003-12-11",106.239998,106.760002,104.480003,106.080002,242600,82.476494
"2003-12-12",106.68,109.68,105.919998,109.68,330200,85.275436
"2003-12-15",109.68,110,106.160004,106.279999,281200,82.631966
"2003-12-16",105.599998,108.32,105.599998,106.720001,400500,82.974098
"2003-12-17",106.519997,106.599998,104.400002,105.68,558300,82.165474
"2003-12-18",106.599998,110.919998,105.720001,110.199997,698900,85.679764
"2003-12-19",110.199997,110.800003,107.639999,108.720001,439200,84.529076
"2003-12-22",108.720001,109.519997,107.360001,109.519997,205200,85.151054
"2003-12-23",109.519997,109.519997,106.279999,107.440002,234500,83.533844
"2003-12-24",107.440002,110.400002,107.440002,110.080002,161800,85.586441
"2003-12-26",110.120003,110.599998,108.839996,109.440002,74500,85.088852
"2003-12-29",109.480003,111.239998,108.559998,110.360001,164300,85.804161
"2003-12-30",110.360001,112.68,109.800003,110.32,296200,85.773056
"2003-12-31",110.639999,111.559998,108,108.68,244900,84.497971
"2004-01-02",109.68,110.800003,107.599998,108.519997,255800,84.373566
"2004-01-05",108.519997,109.760002,107.800003,109.480003,396600,85.119949
"2004-01-06",110.120003,111.199997,107.68,108.559998,450000,84.404678
"2004-01-07",109,109,107.160004,108.480003,341100,84.342453
"2004-01-08",108.480003,111.839996,108.199997,111.839996,390700,86.954842
"2004-01-09",111.559998,117.599998,111.480003,115.040001,1079900,89.442825
"2004-01-12",115.040001,115.040001,112.040001,113.120003,299400,87.95005
"2004-01-13",114.120003,114.959999,112.400002,112.800003,463500,87.701248
"2004-01-14",113,113,108.519997,109.800003,495500,85.368767
"2004-01-15",110.199997,110.720001,107.360001,107.400002,776300,83.502754
"2004-01-16",107.800003,110.480003,107.400002,110.239998,411700,85.710869
"2004-01-20",112.400002,114.279999,112.040001,113.480003,702100,88.229927
"2004-01-21",113,115,111.879997,113.68,398800,88.385422
"2004-01-22",114.279999,114.760002,110.120003,112.279999,329800,87.296936
"2004-01-23",113.519997,116.800003,113.519997,115.120003,873600,89.505028
"2004-01-26",115.120003,116.800003,113.199997,116.599998,537600,90.655724
"2004-01-27",117.199997,118.68,115.959999,118,686300,91.744194
"2004-01-28",115.599998,119.199997,114.879997,116.480003,526600,90.562431
"2004-01-29",116.480003,117.279999,114.400002,115.440002,481700,89.753845
"2004-01-30",115.440002,116.440002,113.199997,114,538400,88.634232
"2004-02-02",113.68,117.199997,113.120003,116.639999,645700,90.68679
"2004-02-03",115.639999,116.160004,114.440002,115.160004,303800,89.536095
"2004-02-04",115.199997,116.199997,113,114.080002,390200,88.696434
"2004-02-05",114.400002,115.160004,111.32,112,488300,87.079224
"2004-02-06",112,113,111.160004,112.959999,335000,87.825645
"2004-02-09",114.199997,117.120003,114,116.040001,492800,90.220306
"2004-02-10",116.599998,120.120003,116.32,119.639999,677100,93.019279
"2004-02-11",119.639999,120.440002,118.239998,120.360001,447200,93.579086
"2004-02-12",119.720001,121.32,119.400002,120.360001,450700,93.579086
"2004-02-13",116.800003,119,115.480003,117.879997,726700,91.650894
"2004-02-17",117.879997,119.959999,117.480003,119.400002,375400,92.832687
"2004-02-18",119.68,119.68,115.559998,116.120003,284100,90.282501
"2004-02-19",116.440002,118.400002,114.800003,115.32,405900,89.660477
"2004-02-20",116.040001,116.120003,112.879997,114.199997,431600,88.789696
"2004-02-23",114.32,114.720001,112.720001,113.599998,517700,88.323235
"2004-02-24",113.639999,116,113.400002,115.279999,378700,89.62944
"2004-02-25",115.160004,116.839996,114.440002,115.800003,295700,90.11187
"2004-02-26",116.760002,118.160004,115.720001,117.68,402300,91.574829
"2004-02-27",117.559998,118.559998,116.400002,117.480003,387000,91.419189
"2004-03-01",119.959999,120.760002,117.440002,120.559998,360400,93.815964
"2004-03-02",120.800003,122.400002,120.68,122.120003,460200,95.029915
"2004-03-03",122,122,119.599998,121,370300,94.15834
"2004-03-04",121,122.199997,120.68,121.440002,441200,94.500763
"2004-03-05",121.040001,123,120.599998,121.199997,613500,94.31398
"2004-03-08",121.199997,123.160004,121.199997,121.959999,577800,94.905388
"2004-03-09",121.959999,121.959999,118.480003,119.160004,492700,92.726532
"2004-03-10",119,119,112.800003,113.959999,1127400,88.680054
"2004-03-11",114,114.839996,112.599998,112.599998,485700,87.621712
"2004-03-12",114.199997,115.919998,113.879997,115.599998,426600,89.956238
"2004-03-15",116.839996,119,116.239998,116.519997,413500,90.67215
"2004-03-16",116.800003,116.959999,114.519997,115.080002,261900,89.55162
"2004-03-17",116.080002,118.760002,114,118.639999,454300,92.321877
"2004-03-18",118.839996,120,116.760002,118,386900,91.823853
"2004-03-19",117,117.839996,113.959999,114.120003,363400,88.804588
"2004-03-22",112.68,113.400002,110.800003,111.599998,352300,86.843559
"2004-03-23",114.120003,114.199997,108.279999,109.360001,508800,85.100471
"2004-03-24",109.160004,110.400002,105.400002,105.599998,560100,82.174553
"2004-03-25",105.800003,107.279999,105.68,106.879997,568300,83.170631
"2004-03-26",107.440002,111.239998,107.160004,110,425100,85.598526
"2004-03-29",110.400002,110.959999,109.120003,110,445200,85.598526
"2004-03-30",109.440002,114,109.400002,112.839996,437800,87.808517
"2004-03-31",114.160004,114.239998,111.080002,112.68,383100,87.684006
"2004-04-01",112.800003,113.199997,109.360001,110.68,436000,86.127686
"2004-04-02",111.879997,112.360001,108.639999,110.040001,407000,85.629654
"2004-04-05",109.599998,110,108.279999,109,227100,84.820358
"2004-04-06",109,110.160004,107.040001,107.199997,407800,83.419632
"2004-04-07",107.440002,109,104.839996,108.639999,516400,84.540199
"2004-04-08",108.519997,109.839996,107.599998,109.080002,374400,84.882614
"2004-04-12",110,115.239998,109.839996,114.400002,477200,89.022423
"2004-04-13",114.800003,115.919998,112.080002,112.720001,459200,87.715103
"2004-04-14",112.720001,115,111.959999,112.120003,517000,87.248207
"2004-04-15",112.400002,113.639999,112.120003,113.040001,490700,87.964111
"2004-04-16",113.599998,114.440002,111.919998,113.239998,366900,88.119774
"2004-04-19",114.239998,114.800003,111.239998,111.559998,343800,86.812439
"2004-04-20",111.559998,111.559998,107.160004,107.68,629300,83.793159
"2004-04-21",107.720001,109.080002,106.68,108.440002,280400,84.384567
"2004-04-22",107.599998,112.400002,107.599998,111.559998,328300,86.812439
"2004-04-23",111.559998,112.199997,109.279999,111.199997,305100,86.532303
"2004-04-26",111.160004,112.400002,110.400002,111.199997,437900,86.532303
"2004-04-27",112.800003,115.639999,112.800003,114.599998,483900,89.178093
"2004-04-28",113.599998,115.040001,111.879997,112.279999,370800,87.372749
"2004-04-29",112.160004,113.239998,108.519997,110.400002,534900,85.909798
"2004-04-30",111.160004,111.639999,108.440002,109.480003,416800,85.193878
"2004-05-03",111.919998,112.480003,109.68,112.120003,507700,87.248207
"2004-05-04",111.720001,113.120003,110.080002,111.800003,270500,86.999222
"2004-05-05",106.199997,109.480003,104.239998,109.080002,907100,84.882614
"2004-05-06",108.199997,109.400002,105.040001,105.639999,476200,82.205704
"2004-05-07",105.68,106.68,103.519997,103.599998,453200,80.618233
"2004-05-10",102.040001,102.760002,100,100.32,401700,78.065834
"2004-05-11",101.519997,102.440002,100.160004,101.199997,379100,78.750618
"2004-05-12",101.199997,103.599998,100.720001,102.199997,399300,79.528801
"2004-05-13",102.199997,103.919998,102.160004,102.800003,291100,79.995697
"2004-05-14",103.239998,104.760002,101.400002,102.959999,341100,80.120178
"2004-05-17",102.959999,104.879997,101.800003,102.959999,362100,80.120178
"2004-05-18",102.800003,103.400002,100.519997,101.440002,346200,78.93737
"2004-05-19",102.279999,103.559998,100.32,101.120003,304700,78.688385
"2004-05-20",101.919998,102.120003,99.800003,100.400002,307400,78.128067
"2004-05-21",100.879997,102.32,100.440002,101.599998,729800,79.061913
"2004-05-24",103.160004,109.080002,103,108.559998,8e+05,84.477943
"2004-05-25",108.080002,111,107.480003,109.760002,486400,85.411728
"2004-05-26",110,110.360001,106.480003,107.160004,458000,83.464554
"2004-05-27",107.160004,107.160004,104.599998,105.080002,313100,81.844505
"2004-05-28",105.120003,107.120003,105.120003,106.559998,247100,82.997208
"2004-06-01",108.080002,108.879997,105.919998,107.120003,246600,83.433388
"2004-06-02",107.800003,107.800003,105.120003,106.199997,279700,82.716812
"2004-06-03",106.199997,107.760002,104.800003,104.919998,279000,81.719856
"2004-06-04",104.400002,105.639999,103.959999,104.599998,391700,81.470627
"2004-06-07",104.639999,106.199997,104.360001,105.400002,444000,82.093742
"2004-06-08",106.279999,106.839996,103.839996,104.040001,439800,81.034439
"2004-06-09",104.040001,105.279999,102.879997,104.559998,340200,81.439476
"2004-06-10",106.480003,107,105.68,106.080002,289300,82.623383
"2004-06-14",106.040001,107,105.080002,105.480003,218000,82.156067
"2004-06-15",106.599998,108.559998,106.519997,108.160004,331900,84.243454
"2004-06-16",110.919998,114.160004,110.360001,113.639999,777100,88.511681
"2004-06-17",114,116.040001,113.599998,115.68,421400,90.100594
"2004-06-18",115.199997,116.120003,113.440002,115.279999,433200,89.789024
"2004-06-21",114.68,115.32,113.040001,113.639999,333500,88.511681
"2004-06-22",113.239998,114.160004,111.800003,113.800003,379700,88.636307
"2004-06-23",113.400002,116.239998,113.400002,116.160004,302400,90.474464
"2004-06-24",115.760002,116.599998,114.760002,115.239998,303200,89.757889
"2004-06-25",114.480003,116.199997,114.480003,115.599998,359600,90.038277
"2004-06-28",115.599998,115.599998,111.959999,112.68,281500,87.763931
"2004-06-29",112.68,114,111.559998,113.800003,239900,88.636307
"2004-06-30",113.559998,116.639999,113.400002,116.400002,449500,90.661392
"2004-07-01",116.400002,117.32,115.040001,116.559998,269600,90.785973
"2004-07-02",116.599998,118.919998,115.639999,117.919998,305000,91.845261
"2004-07-06",118.440002,118.839996,116.599998,117,273600,91.1287
"2004-07-07",117,117.080002,115.559998,116.400002,313900,90.661392
"2004-07-08",116.599998,117.360001,114.440002,115.480003,218000,89.944832
"2004-07-09",115.480003,117,114.360001,116.440002,194900,90.692551
"2004-07-12",116.040001,116.559998,114.800003,115.919998,136200,90.287529
"2004-07-13",115.919998,115.919998,114,114.480003,195000,89.16597
"2004-07-14",114.160004,116.519997,114.080002,115.760002,395200,90.16288
"2004-07-15",116.360001,119.519997,115.160004,119.440002,456600,93.02919
"2004-07-16",119.68,120.599998,118.599998,120.279999,442500,93.683418
"2004-07-19",123.040001,123.040001,119.400002,120,344100,93.465347
"2004-07-20",120.639999,121,118.480003,120.639999,417200,93.963829
"2004-07-21",120.599998,122.199997,117.800003,117.800003,350700,91.751808
"2004-07-22",117.519997,119.68,116.599998,118.879997,406700,92.592995
"2004-07-23",118.440002,119.199997,116.800003,117.68,222700,91.658318
"2004-07-26",118,119.199997,114.040001,115.839996,294100,90.225227
"2004-07-27",115.839996,118.919998,114.400002,117.839996,286700,91.782959
"2004-07-28",118.800003,120.760002,118.400002,119.400002,458500,92.998024
"2004-07-29",119.440002,122.720001,117.080002,121.639999,491900,94.742714
"2004-07-30",121.639999,122.959999,120.400002,120.440002,451900,93.808044
"2004-08-02",120.440002,121.080002,117.879997,119.360001,234300,92.966873
"2004-08-03",120,121.080002,119.760002,120.760002,293400,94.057297
"2004-08-04",120.760002,120.800003,116.599998,116.839996,274600,91.004097
"2004-08-05",117.239998,117.480003,114.760002,115.360001,252500,89.851349
"2004-08-06",115.360001,115.360001,111.879997,113.080002,347000,88.075523
"2004-08-09",114,115.720001,113.080002,114.080002,190200,88.854401
"2004-08-10",114.120003,114.599998,113.040001,113.360001,214800,88.29361
"2004-08-11",112.120003,113.32,110.959999,111.360001,358300,86.735825
"2004-08-12",111.519997,112.080002,110.080002,110.440002,325900,86.019264
"2004-08-13",110.800003,112.040001,110.400002,111.160004,201500,86.58007
"2004-08-16",111.599998,112.199997,110.559998,111.279999,169000,86.673523
"2004-08-17",110.599998,110.720001,107.800003,108,454200,84.118805
"2004-08-18",108.639999,111.080002,108.080002,110.839996,347700,86.330849
"2004-08-19",111.760002,114.400002,111.519997,112.080002,338400,87.296623
"2004-08-20",114.519997,116.480003,114.519997,114.760002,387200,89.38401
"2004-08-23",114.800003,115.080002,111.919998,112.440002,241500,87.577003
"2004-08-24",112.400002,112.400002,110.639999,111.800003,353000,87.078506
"2004-08-25",112.559998,113.279999,111.519997,112.519997,306900,87.639336
"2004-08-26",111.519997,114.480003,111,113.919998,211400,88.729767
"2004-08-27",113.919998,115.559998,113.639999,114.120003,358400,88.963646
"2004-08-30",114.279999,115.760002,112.839996,113.599998,228700,88.558289
"2004-08-31",114.400002,116.919998,114.279999,116.639999,309300,90.928108
"2004-09-01",117,119.599998,116.400002,119.199997,445500,92.923813
"2004-09-02",120,120,118.160004,118.760002,228400,92.580788
"2004-09-03",118.800003,120.239998,117.599998,119.639999,239500,93.266823
"2004-09-07",119.639999,119.639999,117.080002,118.760002,247600,92.580788
"2004-09-08",118.760002,120.199997,117.919998,119.519997,341400,93.173286
"2004-09-09",119.919998,121.639999,118.919998,121.040001,515200,94.358192
"2004-09-10",120.760002,121.440002,118.760002,119.519997,289900,93.173286
"2004-09-13",120.519997,121.080002,119.519997,120.32,328800,93.796913
"2004-09-14",120.879997,121.160004,119.239998,120.32,291800,93.796913
"2004-09-15",120.32,122.839996,119.080002,120.040001,335100,93.578644
"2004-09-16",119.959999,120.360001,118.519997,119.839996,374000,93.422745
"2004-09-17",122.080002,123.760002,121,122.559998,856600,95.543129
"2004-09-20",123.879997,127.040001,123.720001,124.720001,922000,97.226982
"2004-09-21",124.559998,126.959999,123.040001,126.32,633900,98.474319
"2004-09-22",126.32,127.559998,125.360001,126.639999,614300,98.723747
"2004-09-23",126.279999,127.239998,124.480003,126.080002,345900,98.287193
"2004-09-24",127.080002,130,127,129.800003,632400,101.187202
"2004-09-27",131.559998,131.919998,129.039993,130.479996,447000,101.717262
"2004-09-28",132,132.520004,130.039993,132.160004,408600,103.026932
"2004-09-29",132.080002,132.600006,127.879997,129.759995,386300,101.155991
"2004-09-30",129.759995,131.639999,129.160004,130.679993,356500,101.873184
"2004-10-01",131.479996,133.679993,129.600006,132.880005,356300,103.588226
"2004-10-04",132.880005,134.320007,131.559998,132.720001,290500,103.46347
"2004-10-05",133.800003,134.960007,131.679993,132.080002,309000,102.964584
"2004-10-06",133.839996,135.679993,133.199997,135,353200,105.240845
"2004-10-07",136.600006,136.600006,132.160004,132.520004,468200,103.307594
"2004-10-08",132.600006,135.880005,131.639999,133.600006,493600,104.149498
"2004-10-11",133.639999,134.399994,129.240005,130,425600,101.343071
"2004-10-12",130,130.039993,127.800003,127.839996,443200,99.659218
"2004-10-13",127.360001,127.360001,123.32,125.639999,563200,97.944176
"2004-10-14",127.120003,129.320007,126.32,127.919998,368600,99.721588
"2004-10-15",128.520004,128.639999,126.480003,127.68,235700,99.534515
"2004-10-18",128.199997,128.960007,124.720001,125.239998,451100,97.632347
"2004-10-19",125.239998,126.32,124,124.559998,459900,97.102257
"2004-10-20",126.360001,130.839996,125.879997,129.080002,753900,100.625893
"2004-10-21",130.839996,132.600006,129.199997,132.160004,801800,103.026932
"2004-10-22",132.160004,134,130.839996,131.800003,459200,102.746277
"2004-10-25",131.800003,132.559998,129.399994,132.320007,413500,103.151688
"2004-10-26",131.080002,133.639999,131.039993,133.199997,363000,103.837677
"2004-10-27",133.800003,134.199997,123.839996,125.279999,882400,97.663528
"2004-10-28",123,124.239998,119.800003,120.839996,973200,94.202278
"2004-10-29",120.160004,123.040001,119.120003,122.199997,550100,95.262459
"2004-11-01",123.599998,125.800003,121.519997,122.32,681800,95.356033
"2004-11-02",121.800003,122.599998,118.480003,118.760002,486100,92.580788
"2004-11-03",123,125.959999,119.959999,121.040001,702400,94.358192
"2004-11-04",122.559998,122.599998,120.879997,121.68,463200,94.857117
"2004-11-05",121,122.160004,119.68,120,461500,93.547432
"2004-11-08",118.040001,119,115.639999,116.080002,610000,90.491585
"2004-11-09",116.080002,117.720001,114.760002,116.199997,621900,90.585114
"2004-11-10",116,119.68,115.279999,119,826600,92.767899
"2004-11-11",119,120.199997,117.199997,118.279999,298900,92.206596
"2004-11-12",119.199997,121.360001,117.720001,121.040001,536300,94.358192
"2004-11-15",119.400002,119.68,116.120003,116.639999,649900,90.928108
"2004-11-16",118.160004,118.919998,116.400002,117.239998,380500,91.395866
"2004-11-17",118,119.839996,115.400002,118.32,616400,92.237778
"2004-11-18",118.720001,120.879997,117.559998,120.720001,889100,94.108757
"2004-11-19",122.32,123.559998,120.480003,123.400002,621800,96.197968
"2004-11-22",124,124.919998,121.68,123.639999,308100,96.385063
"2004-11-23",123.639999,127.120003,123.199997,125.480003,487100,97.819473
"2004-11-24",125.120003,127.199997,123.040001,126.760002,352100,98.817291
"2004-11-26",127.480003,127.959999,126.080002,126.120003,91100,98.396004
"2004-11-29",126.040001,126.839996,123.040001,125.160004,299400,97.647018
"2004-11-30",125.559998,127.160004,124.959999,125.239998,357000,97.709427
"2004-12-01",125.239998,125.239998,118.599998,119.68,598100,93.371651
"2004-12-02",118.239998,118.440002,113,114.720001,989200,89.501961
"2004-12-03",114.720001,117.360001,114.599998,117,563600,91.280792
"2004-12-06",119,119.400002,116,117.559998,510600,91.717682
"2004-12-07",118,118.239998,114.720001,115.800003,522500,90.344566
"2004-12-08",115.199997,116.879997,113.800003,116.239998,763100,90.687859
"2004-12-09",117.239998,119.199997,116.599998,118.760002,427700,92.65387
"2004-12-10",120.879997,120.879997,116.839996,117.68,508100,91.811272
"2004-12-13",118.68,120.480003,118.68,120.040001,417200,93.652512
"2004-12-14",127.959999,127.959999,123.400002,125.599998,1539800,97.99028
"2004-12-15",126.32,126.839996,124.080002,126.32,527900,98.552048
"2004-12-16",126.32,127.959999,124.440002,125.040001,560500,97.553383
"2004-12-17",126.800003,128.559998,126.040001,128.199997,745500,100.018738
"2004-12-20",128.199997,130.160004,128.199997,130.039993,514700,101.4543
"2004-12-21",130.559998,131.520004,129.440002,130.759995,519600,102.016006
"2004-12-22",131.160004,131.360001,126,128.320007,477500,100.112381
"2004-12-23",128.320007,129.600006,128.039993,129,178600,100.642914
"2004-12-27",129,129,124.800003,125.400002,404800,97.834282
"2004-12-28",125.959999,127.239998,125.400002,126.480003,282400,98.676872
"2004-12-29",127.599998,128.360001,125.599998,128.119995,426300,99.956352
"2004-12-30",128,128,125.480003,126.279999,313900,98.520844
"2004-12-31",126.279999,127.800003,125.800003,126.959999,249800,99.051353
"2005-01-03",125,125.040001,122.040001,122.919998,593200,95.89946
"2005-01-04",123.279999,124.360001,121.400002,121.400002,522600,94.713554
"2005-01-05",121.440002,122.760002,121.440002,122,448000,95.181671
"2005-01-06",122,126.040001,121.839996,124.839996,700500,97.397377
"2005-01-07",125.199997,125.199997,121.279999,122.68,438600,95.712181
"2005-01-10",123.959999,125.400002,123.040001,123.599998,432800,96.42997
"2005-01-11",123.599998,123.599998,121.639999,122.120003,533800,95.275284
"2005-01-12",122.239998,125.559998,121.400002,124.599998,544300,97.210152
"2005-01-13",126,129.320007,125.559998,127.720001,637300,99.644287
"2005-01-14",128,129.559998,126.199997,129.240005,440000,100.830154
"2005-01-18",131.800003,132.800003,128.440002,130.360001,507100,101.703957
"2005-01-19",130.360001,133.039993,130.360001,131.600006,654100,102.671379
"2005-01-20",129.080002,133.600006,128.320007,132.440002,602100,103.326744
"2005-01-21",134.199997,136.039993,132.800003,133,674800,103.763626
"2005-01-24",136,137.679993,134.320007,134.919998,670500,105.261559
"2005-01-25",135.960007,136.800003,132.279999,134.479996,532500,104.918289
"2005-01-26",134.479996,135.759995,132.399994,135.759995,596600,105.916901
"2005-01-27",135.759995,138.559998,135.199997,137,402900,106.884354
"2005-01-28",136.399994,136.399994,134.080002,134.800003,296900,105.167931
"2005-01-31",134.119995,137.080002,132,136.919998,490800,106.821922
"2005-02-01",137.279999,138.320007,135.720001,137.320007,383500,107.134026
"2005-02-02",136.919998,141.559998,136.759995,140.960007,630300,109.973839
"2005-02-03",140.039993,142.440002,138.600006,142.440002,412600,111.128532
"2005-02-04",144,147.720001,143.600006,144.960007,724400,113.094513
"2005-02-07",144.039993,145.080002,138.559998,142.039993,584900,110.816406
"2005-02-08",141.520004,144.199997,140.039993,143.080002,382000,111.627823
"2005-02-09",142.839996,145.440002,141.279999,143.360001,367600,111.846245
"2005-02-10",145,148,143.759995,147.199997,458000,114.842087
"2005-02-11",147.199997,151.199997,146.600006,149.919998,352200,116.964226
"2005-02-14",150.399994,150.679993,147.080002,148.639999,385000,115.96563
"2005-02-15",148.639999,152.119995,148.600006,150.679993,802100,117.557121
"2005-02-16",151.600006,155.119995,151.399994,154.880005,534800,120.833923
"2005-02-17",154.479996,157.199997,152.960007,153.679993,919100,119.897705
"2005-02-18",153.880005,159.759995,153.839996,159.720001,668700,124.60994
"2005-02-22",160.440002,163.520004,156.520004,156.880005,854500,122.394287
"2005-02-23",156.880005,160.399994,156.679993,157.160004,659200,122.612762
"2005-02-24",159.199997,161.720001,156.399994,161.399994,767500,125.920639
"2005-02-25",161.960007,163.919998,158.880005,162.479996,712900,126.76329
"2005-02-28",163.160004,165,157.559998,161.119995,662700,125.702164
"2005-03-01",161.160004,162,154.360001,155.399994,628900,121.239609
"2005-03-02",154.600006,158,154.600006,156.880005,611100,122.394287
"2005-03-03",158.279999,161,157.399994,160.440002,422800,125.171677
"2005-03-04",160.639999,163.839996,158.800003,163.479996,402500,127.543465
"2005-03-07",162.880005,164.199997,160.080002,163.720001,551100,127.730698
"2005-03-08",163.720001,165.679993,160.119995,160.759995,370500,125.421349
"2005-03-09",162.199997,163.039993,155.240005,155.279999,781000,121.145988
"2005-03-10",154.600006,155.399994,149.240005,151.800003,673500,118.430969
"2005-03-11",151.679993,157.399994,150.399994,153.639999,655500,119.945511
"2005-03-14",155.399994,156,151.199997,155.199997,410200,121.163406
"2005-03-15",156,157.199997,152.479996,152.759995,547200,119.25853
"2005-03-16",152.759995,154.880005,150.160004,152.559998,482300,119.102348
"2005-03-17",154.800003,155.080002,150.880005,151.880005,577900,118.571449
"2005-03-18",152.559998,154.479996,150.399994,150.600006,648100,117.572189
"2005-03-21",150.960007,152.600006,148.279999,150.800003,434000,117.728333
"2005-03-22",151.720001,157.119995,150.720001,152.080002,602700,118.7276
"2005-03-23",151.919998,151.919998,144.119995,145.679993,805700,113.731194
"2005-03-24",146.919998,148,144.479996,144.679993,561900,112.950485
"2005-03-28",144.720001,149.399994,144.279999,147.600006,524200,115.23011
"2005-03-29",148,151.559998,143.759995,144.119995,600900,112.513344
"2005-03-30",144.399994,145.960007,139.679993,145.399994,673600,113.512611
"2005-03-31",150.679993,152.320007,149.160004,150.639999,719200,117.603409
"2005-04-01",152.199997,155.639999,151.839996,155.440002,511500,121.350761
"2005-04-04",157.479996,157.960007,151,152.720001,622100,119.227249
"2005-04-05",151.199997,151.880005,146.479996,147.639999,825700,115.26136
"2005-04-06",146.479996,150,146.399994,148.600006,793700,116.010826
"2005-04-07",150.960007,151.320007,145.800003,147.360001,599800,115.042747
"2005-04-08",146.600006,148.639999,144.360001,144.440002,365500,112.763077
"2005-04-11",144.440002,145.960007,142.479996,145.080002,705100,113.262733
"2005-04-12",144.199997,144.759995,139.399994,140.440002,714400,109.640358
"2005-04-13",140.440002,140.919998,135.679993,136,756400,106.174118
"2005-04-14",137.080002,138.839996,134.800003,135.240005,756400,105.580772
"2005-04-15",135.240005,137.039993,128.880005,132.320007,776500,103.301178
"2005-04-18",131.360001,135.919998,131.080002,134.679993,678500,105.143578
"2005-04-19",136.279999,142.600006,136,140.839996,822200,109.952621
"2005-04-20",141.880005,142.160004,136.960007,137.279999,568400,107.17337
"2005-04-21",139.800003,142.520004,138.080002,142.440002,560400,111.201775
"2005-04-22",143.639999,144.720001,139.960007,141.919998,588000,110.795815
"2005-04-25",144.679993,144.960007,141.639999,143,463500,111.638908
"2005-04-26",140.399994,142.720001,138.800003,138.880005,490900,108.422455
"2005-04-27",137.919998,137.960007,131.720001,133.880005,913900,104.51902
"2005-04-28",132.080002,134.479996,130.720001,132.440002,602600,103.394859
"2005-04-29",134,134.399994,128.199997,130.399994,736800,101.802223
"2005-05-02",130.119995,135.639999,129.880005,135.360001,512800,105.674446
"2005-05-03",133.039993,133.199997,128.559998,128.800003,582600,100.553116
"2005-05-04",129.440002,131.520004,127.040001,131.160004,766200,102.395546
"2005-05-05",131.880005,133.199997,129.800003,131.800003,545900,102.89518
"2005-05-06",132.800003,133.720001,131,131.399994,440300,102.582893
"2005-05-09",132,133.880005,131.399994,133.600006,356100,104.300446
"2005-05-10",133,133.240005,128.759995,129.160004,513000,100.834183
"2005-05-11",128.199997,129.960007,126.68,128.800003,638100,100.553116
"2005-05-12",127.959999,128.800003,121.839996,121.879997,918700,95.150719
"2005-05-13",122.68,123.32,118,119.160004,1076000,93.027237
"2005-05-16",118.519997,121.32,117,121.120003,808600,94.557388
"2005-05-17",119.599998,123.919998,119.599998,123.32,621900,96.27491
"2005-05-18",125.040001,125.68,121.639999,123.919998,694700,96.74334
"2005-05-19",124.080002,126.760002,123.279999,126.400002,366500,98.679466
"2005-05-20",126.400002,128.479996,125,125.360001,448800,97.867523
"2005-05-23",122.800003,127.239998,122.599998,126.360001,433100,98.648216
"2005-05-24",126.080002,128.080002,125.639999,127.68,487300,99.678749
"2005-05-25",127.68,130.479996,126.120003,129.880005,521500,101.396263
"2005-05-26",130.600006,130.919998,129.080002,130.720001,413900,102.052032
"2005-05-27",132,133.600006,131.199997,133.479996,346500,104.206757
"2005-05-31",133.479996,133.919998,131.360001,133.199997,457200,103.988167
