"","DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted"
"2001-07-05",18.83,19.065001,18.65,18.795,1861000,11.47929
"2001-07-06",18.700001,18.75,18.02,18.115,1678000,11.063982
"2001-07-09",18.275,18.825001,18.26,18.705,1587600,11.424323
"2001-07-10",18.625,18.674999,18.375,18.51,1396200,11.305229
"2001-07-11",18.5,19.4,18.5,19.344999,4336400,11.815217
"2001-07-12",20,21.254999,19.93,21.200001,7471800,12.948187
"2001-07-13",21.02,21.125,20.75,21.01,5317400,12.832147
"2001-07-16",20.879999,21,20.1,20.25,3752800,12.367956
"2001-07-17",20.575001,20.725,20.299999,20.610001,3702600,12.587833
"2001-07-18",20.5,20.75,20.434999,20.549999,2302400,12.551188
"2001-07-19",20.575001,21.4,20.540001,20.790001,3285800,12.697769
"2001-07-20",20.85,20.924999,20.375,20.514999,1798800,12.529812
"2001-07-23",20.639999,20.700001,20.200001,20.4,1474600,12.45957
"2001-07-24",20.4,20.5,19.940001,20.084999,1718000,12.267183
"2001-07-25",20.084999,20.415001,19.905001,20.264999,1754800,12.377121
"2001-07-26",20.225,20.325001,19.77,20.02,2240200,12.227483
"2001-07-27",20.025,20.415001,19.995001,20.415001,1872800,12.468734
"2001-07-30",21.375,21.375,20.5,21,4234600,12.826032
"2001-07-31",20.9,21.33,20.9,20.975,2483400,12.810764
"2001-08-01",21.025,21.184999,20.85,21.125,2366800,12.902381
"2001-08-02",21.15,21.27,20.905001,21.040001,1969600,12.850462
"2001-08-03",21.049999,21.174999,20.85,21.110001,1061800,12.893222
"2001-08-06",20.9,21.01,20.450001,20.68,1936400,12.630592
"2001-08-07",20.805,20.825001,20.52,20.690001,1617200,12.6367
"2001-08-08",20.625,20.674999,20.275,20.315001,1018400,12.407658
"2001-08-09",20.15,20.59,20.059999,20.495001,1006400,12.517601
"2001-08-10",20.4,21.475,20.309999,21.254999,3047800,12.981771
"2001-08-13",21.625,21.775,21.25,21.625,3463800,13.20776
"2001-08-14",21.139999,21.475,20.809999,20.940001,5913400,12.789386
"2001-08-15",21.424999,21.799999,21.275,21.684999,5503200,13.2444
"2001-08-16",21.625,21.85,21.4,21.695,2008000,13.250507
"2001-08-17",21.525,21.775,21.424999,21.495001,1428200,13.128362
"2001-08-20",21.5,21.83,21.450001,21.745001,1946600,13.281048
"2001-08-21",21.674999,22.5,21.6,22.040001,2876600,13.461228
"2001-08-22",22.040001,22.5,21.84,22.4,2565600,13.681104
"2001-08-23",22.4,22.4,21.725,22.184999,2137200,13.549789
"2001-08-24",22.1,22.299999,21.83,21.975,1886400,13.421528
"2001-08-27",22,22.075001,21.75,21.955,1736000,13.40931
"2001-08-28",21.924999,21.99,21.635,21.825001,1551800,13.329909
"2001-08-29",21.700001,21.75,21.41,21.639999,1421000,13.216918
"2001-08-30",21.575001,21.65,21.09,21.245001,1807800,12.975674
"2001-08-31",21.275,21.75,21.200001,21.584999,1033800,13.183331
"2001-09-04",21.6,22.045,21.4,21.68,1474200,13.241351
"2001-09-05",21.555,21.995001,21.549999,21.940001,1482600,13.400151
"2001-09-06",21.85,22.065001,21.584999,21.92,2270800,13.387935
"2001-09-07",21.674999,21.705,21.190001,21.325001,2803200,13.024529
"2001-09-10",21.4,21.4,21.035,21.25,2880000,12.978722
"2001-09-17",20,20.125,18.924999,19.85,7175000,12.123659
"2001-09-18",19.855,19.855,19.165001,19.35,3558000,11.818274
"2001-09-19",19.4,19.424999,17.844999,18.5,4320000,11.299127
"2001-09-20",18.25,18.25,17.375,17.5,5367800,10.688358
"2001-09-21",16.875,17.825001,16.75,17.635,3812800,10.770811
"2001-09-24",18.375,19.75,18.200001,19.26,3726400,11.763307
"2001-09-25",19.35,19.35,18.275,18.879999,2379800,11.531215
"2001-09-26",18.709999,18.709999,17.799999,18.290001,3415400,11.302567
"2001-09-27",18.415001,18.475,17.809999,18.23,1963600,11.265488
"2001-09-28",18.35,19,18.325001,18.805,3544000,11.62082
"2001-10-01",18.700001,18.700001,18.35,18.540001,2991600,11.457058
"2001-10-02",18.5,18.75,18.4,18.6,2495200,11.494134
"2001-10-03",18.6,19.815001,18.5,19.735001,2078400,12.195523
"2001-10-04",19.625,19.865,19.450001,19.775,4077600,12.220244
"2001-10-05",19.65,19.924999,19.549999,19.825001,2202400,12.251143
"2001-10-08",19.625,19.75,19.42,19.75,1425000,12.204793
"2001-10-09",19.6,19.9,19.5,19.700001,2321200,12.173895
"2001-10-10",19.700001,20.155001,19.469999,20.1,2111800,12.421082
"2001-10-11",20.139999,21.049999,20.094999,20.799999,2535800,12.853656
"2001-10-12",20.549999,20.615,20.205,20.405001,1832800,12.609561
"2001-10-15",20.35,20.375,20.075001,20.15,1963600,12.451985
"2001-10-16",19.950001,20.195,19.700001,20,3519200,12.359289
"2001-10-17",20.1,20.1,19.790001,19.860001,1707000,12.272774
"2001-10-18",19.799999,19.975,19.219999,19.26,1541400,11.901992
"2001-10-19",19.049999,19.17,18.83,18.83,1994000,11.636266
"2001-10-22",18.85,19.34,18.780001,19.264999,2308400,11.905081
"2001-10-23",19.325001,19.555,19.209999,19.370001,1312200,11.969972
"2001-10-24",19.465,19.465,19.139999,19.15,980600,11.834021
"2001-10-25",19.025,19.475,18.674999,19.389999,1278800,11.982325
"2001-10-26",19.389999,19.9,19.299999,19.735001,1014200,12.195523
"2001-10-29",19.700001,19.725,18.895,18.9,1098200,11.679523
"2001-10-30",18.85,18.92,18.605,18.735001,1734000,11.57756
"2001-10-31",18.825001,19.004999,18.495001,18.495001,1795200,11.42925
"2001-11-01",18.5,19.25,18.299999,19.120001,2113600,11.815476
"2001-11-02",19.245001,19.575001,19.135,19.475,1580600,12.034856
"2001-11-05",19.549999,20.25,19.549999,19.915001,1452000,12.306763
"2001-11-06",19.950001,20.25,19.620001,20.23,1392200,12.501414
"2001-11-07",20.245001,20.735001,20.245001,20.370001,1426000,12.587936
"2001-11-08",20.370001,20.924999,20.16,20.245001,2288200,12.510687
"2001-11-09",20.200001,20.225,19.549999,19.885,2794000,12.28822
"2001-11-12",19.875,19.924999,19.52,19.665001,995000,12.152264
"2001-11-13",19.75,20.5,19.75,20.325001,1085200,12.560127
"2001-11-14",20.33,20.565001,20.33,20.379999,1394800,12.594111
"2001-11-15",20.275,20.5,19.950001,20.5,1641800,12.668267
"2001-11-16",20.5,20.674999,20.299999,20.620001,1507000,12.742422
"2001-11-19",20.615,21.125,20.465,20.785,1326000,12.844388
"2001-11-20",20.125,20.139999,18.98,19.375,8249600,11.973056
"2001-11-21",19.375,19.4,18.885,19.084999,3134800,11.793844
"2001-11-23",19.09,19.5,19.014999,19.485001,1312000,12.04103
"2001-11-26",19.5,19.825001,19.125,19.780001,1716400,12.223335
"2001-11-27",19.76,20.25,19.465,19.965,2197400,12.337657
"2001-11-28",19.950001,20.125,19.75,20.004999,1432800,12.362377
"2001-11-29",20.004999,20.004999,19.5,19.775,2371400,12.220244
"2001-11-30",19.775,20.125,19.6,19.995001,2678800,12.356194
"2001-12-03",19.995001,20.365,19.975,20.15,3497400,12.451985
"2001-12-04",20.275,20.9,20.15,20.635,1978200,12.751688
"2001-12-05",20.75,22.049999,20.745001,21.92,3836800,13.545778
"2001-12-06",21.75,21.975,21.26,21.299999,3139000,13.16264
"2001-12-07",21.41,21.424999,21.049999,21.18,2429000,13.088479
"2001-12-10",20.975,21.145,20.75,20.77,1439000,12.835122
"2001-12-11",20.9,21,20.65,20.85,2210800,12.884553
"2001-12-12",20.969999,21.4,20.9,21.254999,2853800,13.134828
"2001-12-13",21.254999,21.254999,20.450001,20.559999,1925000,12.705343
"2001-12-14",20.625,20.875,20.395,20.73,1972400,12.810393
"2001-12-17",20.700001,21.08,20.65,20.9,975600,12.915447
"2001-12-18",21.375,22.014999,21.280001,21.719999,5017800,13.422182
"2001-12-19",21.719999,21.950001,21.424999,21.48,3562200,13.273875
"2001-12-20",21.485001,21.51,20.924999,21.1,2732600,13.039039
"2001-12-21",21.35,21.365,21.195,21.25,2641800,13.131742
"2001-12-24",21.25,21.85,21.25,21.695,676600,13.406734
"2001-12-26",21.875,22.15,21.809999,21.965,1450400,13.573586
"2001-12-27",21.950001,22.139999,21.889999,22.025,1309600,13.748368
"2001-12-28",22.025,22.084999,21.74,22.049999,1150600,13.763969
"2001-12-31",22.049999,22.09,21.75,21.83,1136800,13.626647
"2002-01-02",22.174999,22.174999,21.495001,21.700001,3800600,13.545498
"2002-01-03",21.700001,22.174999,21.59,22.174999,1508000,13.842003
"2002-01-04",22.174999,22.575001,22.165001,22.514999,2872000,14.054232
"2002-01-07",22.450001,22.555,22.25,22.290001,2551400,13.913785
"2002-01-08",22.25,22.25,21.735001,22.01,2686600,13.739
"2002-01-09",22.1,22.15,21.465,21.525,2393800,13.43626
"2002-01-10",21.525,21.575001,21,21.075001,2515800,13.155354
"2002-01-11",21.17,21.955,21.025,21.74,3017600,13.570466
"2002-01-14",21.625,21.825001,21.375,21.5,1674600,13.420654
"2002-01-15",21.6,21.725,21.084999,21.23,1691400,13.25211
"2002-01-16",21.225,21.23,20.75,20.84,1845200,13.008664
"2002-01-17",20.93,21.424999,20.860001,21.290001,1601400,13.289571
"2002-01-18",21.285,21.549999,21.285,21.5,1624000,13.420654
"2002-01-22",21.504999,21.504999,21.1,21.25,1552800,13.2646
"2002-01-23",21.125,21.25,20.620001,21.219999,2361600,13.245873
"2002-01-24",21.219999,21.440001,21.105,21.32,1612400,13.308293
"2002-01-25",21.219999,22,21.15,21.895,1912000,13.667218
"2002-01-28",21.924999,22.219999,21.809999,21.985001,1999600,13.723393
"2002-01-29",21.9,21.915001,21.375,21.469999,1905800,13.401929
"2002-01-30",21.424999,21.43,20.844999,21.415001,3765600,13.367592
"2002-01-31",21.415001,22,21.305,21.985001,3462000,13.723393
"2002-02-01",21.924999,22.200001,21.540001,21.674999,2633600,13.529893
"2002-02-04",21.805,22.75,21.799999,22.094999,4877200,13.79206
"2002-02-05",22.219999,22.424999,21.450001,21.66,2791800,13.520528
"2002-02-06",21.785,21.790001,21.165001,21.195,2655200,13.230268
"2002-02-07",21.424999,21.424999,20.549999,20.75,4017200,12.952482
"2002-02-08",21.1,21.424999,20.775,21.370001,4385000,13.339505
"2002-02-11",21.424999,22.375,21.424999,22.25,3521800,13.88882
"2002-02-12",22.475,22.825001,22.15,22.4,4767800,13.982451
"2002-02-13",22.424999,22.75,22.32,22.67,2503600,14.150989
"2002-02-14",22.975,23.139999,22.725,23.1,2605800,14.419399
"2002-02-15",22.875,22.945,22.51,22.52,2540400,14.057354
"2002-02-19",22.25,22.700001,22.174999,22.549999,3414000,14.076074
"2002-02-20",22.549999,22.73,22.299999,22.545,3290200,14.072964
"2002-02-21",22.700001,23.25,22.545,22.975,2629000,14.341375
"2002-02-22",22.950001,23.6,22.805,23.465,2556400,14.647241
"2002-02-25",23.674999,24.434999,23.525,24.35,6519000,15.199674
"2002-02-26",24.424999,24.57,23.875,24.4,5733000,15.230884
"2002-02-27",24.5,24.5,24.1,24.23,3315000,15.124763
"2002-02-28",24.299999,24.299999,23.915001,23.965,2873400,14.959344
"2002-03-01",24.049999,24.049999,23.674999,23.945,2845400,14.946863
"2002-03-04",24,24.99,24,24.889999,3167400,15.536744
"2002-03-05",24.84,24.950001,23.895,24.014999,3248400,14.990557
"2002-03-06",24.1,24.6,24.1,24.485001,3150000,15.283935
"2002-03-07",24.52,24.525,24.049999,24.15,2168600,15.074821
"2002-03-08",24.475,24.49,23.9,24.055,2114800,15.015528
"2002-03-11",24.075001,24.075001,23.700001,23.975,2319200,14.965592
"2002-03-12",23.549999,23.955,23.440001,23.615,2588800,14.74087
"2002-03-13",23.674999,23.705,23.075001,23.27,3093200,14.525516
"2002-03-14",23.235001,23.9,23.125,23.715,3488200,14.803291
"2002-03-15",23.815001,23.950001,23.514999,23.950001,2505600,14.949987
"2002-03-18",23.825001,23.825001,23.5,23.6,2146600,14.7315
"2002-03-19",23.674999,23.785,23.455,23.725,2280400,14.809538
"2002-03-20",23.684999,23.775,23.35,23.360001,1303600,14.581691
"2002-03-21",23.25,23.35,22.639999,22.92,2766600,14.307037
"2002-03-22",22.9,23.25,22.66,22.9,2033000,14.294558
"2002-03-25",22.9,23.025,21.975,21.99,3421200,13.72652
"2002-03-26",21.950001,22.514999,21.9,22.035,4079800,13.893611
"2002-03-27",22.200001,23.025,22.110001,22.934999,2625400,14.461077
"2002-03-28",23.049999,23.055,22.775,22.775,1779600,14.360197
"2002-04-01",22.780001,22.91,22.35,22.695,1253800,14.309755
"2002-04-02",22.695,22.780001,22.125,22.43,1438000,14.142665
"2002-04-03",22.43,22.43,21.875,22.09,2100600,13.928288
"2002-04-04",22.094999,22.299999,21.75,21.805,2128800,13.748587
"2002-04-05",21.950001,22.575001,21.9,22.469999,2046800,14.167887
"2002-04-08",22.25,22.879999,22.075001,22.83,1820200,14.394879
"2002-04-09",22.955,23.24,22.865,22.93,1761400,14.457932
"2002-04-10",22.965,23.6,22.945,23.48,1763000,14.804718
"2002-04-11",23.174999,23.299999,22.860001,22.91,1562000,14.445313
"2002-04-12",23.025,23.165001,22.504999,22.85,2222400,14.407482
"2002-04-15",22.684999,22.790001,22.344999,22.459999,1684800,14.161577
"2002-04-16",22.58,22.795,22.375,22.6,2335600,14.24985
"2002-04-17",22.75,22.75,21.815001,21.969999,2580600,13.852624
"2002-04-18",22,22,21.535,21.625,2791000,13.635091
"2002-04-19",21.950001,22.035,21.75,22,1953600,13.871541
"2002-04-22",22.075001,22.129999,21.575001,21.700001,1817600,13.682387
"2002-04-23",21.540001,21.775,21.4,21.475,1516600,13.540515
"2002-04-24",21.5,21.975,21.049999,21.049999,2472600,13.272541
"2002-04-25",21.049999,21.700001,20.815001,21.504999,2863600,13.559432
"2002-04-26",21.9,22.299999,21.875,22.084999,3407600,13.925133
"2002-04-29",22.135,22.299999,21.57,21.584999,3264000,13.60987
"2002-04-30",21.75,22.665001,21.700001,22.379999,2717800,14.111135
"2002-05-01",22.200001,22.299999,21.700001,22.030001,3454200,13.890458
"2002-05-02",22.065001,22.459999,21.975,22.1,2949800,13.93459
"2002-05-03",22.219999,22.334999,21.790001,22.209999,2113600,14.003944
"2002-05-06",22.209999,22.309999,21.795,21.83,2464800,13.764349
"2002-05-07",21.799999,22.190001,21.75,21.85,2727200,13.776963
"2002-05-08",22.1,22.57,22.094999,22.440001,1846400,14.14897
"2002-05-09",22.275,22.355,21.665001,21.799999,2202200,13.745437
"2002-05-10",21.924999,21.924999,21.43,21.65,1668200,13.65085
"2002-05-13",21.65,21.695,21.045,21.264999,3424400,13.408101
"2002-05-14",22.725,23.290001,22.415001,22.85,6617000,14.407482
"2002-05-15",22.9,24.200001,22.879999,23.950001,5255600,15.101065
"2002-05-16",23.955,24.120001,23.450001,23.495001,3337200,14.814173
"2002-05-17",23.549999,23.745001,23.344999,23.5,1944200,14.817324
"2002-05-20",23.545,23.6,23.18,23.305,1795000,14.694373
"2002-05-21",23.525,23.525,22.985001,23.014999,1450400,14.511521
"2002-05-22",22.82,23.725,22.82,23.684999,2323400,14.933971
"2002-05-23",23.775,24,23.325001,23.934999,2263800,15.091606
"2002-05-24",23.975,24.07,23.799999,23.975,1749000,15.116822
"2002-05-28",24.125,24.125,23.58,23.76,1921000,14.981265
"2002-05-29",23.764999,23.875,23.34,23.59,2738000,14.874077
"2002-05-30",23.59,23.700001,23.355,23.68,2370800,14.930823
"2002-05-31",23.799999,23.799999,23.4,23.5,2381600,14.817324
"2002-06-03",23.450001,23.700001,23.110001,23.129999,1839400,14.584031
"2002-06-04",23.129999,23.5,22.575001,22.85,3480400,14.407482
"2002-06-05",22.85,23.469999,22.639999,23.455,2664400,14.788955
"2002-06-06",23.455,23.549999,22.875,23.004999,1453600,14.505213
"2002-06-07",22.825001,23.325001,22.785,23.195,1786000,14.625021
"2002-06-10",23.315001,23.555,23.215,23.459999,1999800,14.792101
"2002-06-11",23.540001,23.889999,23.139999,23.190001,2371600,14.621865
"2002-06-12",22.4,22.775,22.125,22.610001,6214000,14.25616
"2002-06-13",22.610001,22.610001,21.844999,21.940001,2898600,13.83371
"2002-06-14",21.84,21.950001,21.145,21.950001,3076800,13.840011
"2002-06-17",21.9,22.35,21.754999,22.285,1933200,14.051238
"2002-06-18",22.334999,22.6,22.295,22.4,1482000,14.123753
"2002-06-19",22.35,22.475,21.950001,22.139999,1810800,13.959809
"2002-06-20",21.924999,22.5,21.84,22.385,2906400,14.114295
"2002-06-21",22.35,22.549999,22.1,22.375,3003600,14.107989
"2002-06-24",22.135,22.684999,22.030001,22.684999,3394200,14.303448
"2002-06-25",22.75,23.055,22.725,22.875,3213000,14.423249
"2002-06-26",22.639999,23.15,22.5,23.004999,3632400,14.646074
"2002-06-27",23.15,23.245001,22.754999,23.155001,2848200,14.741574
"2002-06-28",23.344999,23.969999,23.25,23.950001,4639200,15.247705
"2002-07-01",23.945,24.225,23.655001,24.040001,5034800,15.305009
"2002-07-02",24.129999,24.59,23.725,23.875,8006600,15.199957
"2002-07-03",23.799999,24.014999,23.440001,23.719999,4844400,15.101276
"2002-07-05",23.834999,24.525,23.775,24.424999,1753400,15.550107
"2002-07-08",24.299999,24.485001,23.575001,23.684999,5214200,15.078993
"2002-07-09",23.75,23.959999,23.075001,23.15,4436600,14.73839
"2002-07-10",23.275,23.365,22.434999,22.540001,3066000,14.350035
"2002-07-11",22.440001,22.67,21.879999,22.325001,4352400,14.213148
"2002-07-12",22.305,22.495001,21.535,21.780001,3629200,13.866185
"2002-07-15",21.700001,21.705,20.610001,21.6,2966000,13.751591
"2002-07-16",21.049999,21.475,20.299999,20.76,6216200,13.216806
"2002-07-17",21.049999,21.52,20.5,20.610001,2980600,13.121305
"2002-07-18",20.610001,20.610001,19.82,19.955,3929600,12.7043
"2002-07-19",19.955,19.985001,19.4,19.43,2287600,12.370061
"2002-07-22",19.35,20,18.75,19.135,2693400,12.182253
"2002-07-23",19.135,19.85,19.02,19.615,4103800,12.487845
"2002-07-24",19.5,21.055,19.325001,20.84,5462800,13.267735
"2002-07-25",20.5,21.18,19.885,20.610001,3181000,13.121305
"2002-07-26",20.610001,21,20.42,20.985001,2136200,13.360047
"2002-07-29",21.35,21.65,20.924999,21.51,3262800,13.694286
"2002-07-30",21.15,21.190001,20.415001,20.799999,4390200,13.242263
"2002-07-31",20.85,21.040001,20.315001,21.01,3254000,13.375962
"2002-08-01",21.030001,21.030001,20.555,20.825001,3223600,13.258184
"2002-08-02",20.700001,20.700001,19.75,19.975,4148400,12.717033
"2002-08-05",19.975,20.275,19.844999,19.905001,2837600,12.672467
"2002-08-06",20.030001,20.809999,20.030001,20.450001,3570800,13.019442
"2002-08-07",20.625,20.684999,19.940001,20.639999,2074600,13.140406
"2002-08-08",20.514999,21.325001,20.344999,21.305,2062400,13.563781
"2002-08-09",21.225,21.674999,20.855,21.525,1755600,13.703835
"2002-08-12",21.025,21.27,20.834999,21.01,4985400,13.375962
