"","OKE.Open","OKE.High","OKE.Low","OKE.Close","OKE.Volume","OKE.Adjusted"
"2009-12-02",17.601995,17.759586,17.54071,17.755209,1366500,10.281948
"2009-12-03",17.834005,17.947821,17.711433,17.746454,1158600,10.276879
"2009-12-04",17.995974,18.01786,17.680792,17.855892,1044800,10.340253
"2009-12-07",17.855892,18.227982,17.838383,18.144808,1461300,10.507562
"2009-12-08",18.066013,18.092278,17.798985,18.009106,1181200,10.428974
"2009-12-09",18.044125,18.044125,17.728945,18.000351,2013900,10.423909
"2009-12-10",18.131676,18.271757,17.995974,18.206093,2815700,10.543054
"2009-12-11",18.21047,18.630713,17.939064,18.556295,4349400,10.745853
"2009-12-14",18.696375,18.880232,18.473122,18.700752,2486700,10.829507
"2009-12-15",18.68762,18.840834,18.58256,18.823324,1559300,10.900488
"2009-12-16",18.928383,18.994047,18.801435,18.888987,1395300,10.938512
"2009-12-17",18.792681,18.902119,18.643845,18.814568,1264600,10.895415
"2009-12-18",18.888987,18.994047,18.683243,18.709509,2375700,10.834576
"2009-12-21",19.256697,19.256697,18.403082,18.994047,1807800,10.999353
"2009-12-22",19.107862,19.134127,18.897741,18.963404,1714200,10.981606
"2009-12-23",18.924006,19.221678,18.888987,19.204168,1613200,11.121031
"2009-12-24",19.256697,19.366135,19.195412,19.265453,441800,11.156521
"2009-12-28",19.361757,19.440554,19.296095,19.405533,1398200,11.237641
"2009-12-29",19.479952,19.523726,19.309227,19.370514,1391800,11.217362
"2009-12-30",19.331116,19.506216,19.278585,19.418665,1182400,11.245244
"2009-12-31",19.401155,19.685694,19.401155,19.510593,1966600,11.29848
"2010-01-04",19.646297,20.00963,19.646297,19.952723,1759600,11.554516
"2010-01-05",19.917704,20.02714,19.519348,19.777622,3324900,11.453115
"2010-01-06",19.81702,19.930836,19.698828,19.891438,1769400,11.519026
"2010-01-07",19.922081,19.922081,19.628786,19.760113,1609800,11.442973
"2010-01-08",19.746979,19.895815,19.598145,19.873928,1061300,11.508888
"2010-01-11",19.996498,20.359833,19.891438,20.316057,1793000,11.764919
"2010-01-12",20.228506,20.298546,19.943968,20.018385,1631200,11.59254
"2010-01-13",20.1322,20.1322,19.93959,20.101559,876900,11.640706
"2010-01-14",20.014008,20.136578,19.917704,19.983366,1537600,11.572262
"2010-01-15",19.922081,19.922081,19.541237,19.663807,1220700,11.387207
"2010-01-19",19.598145,20.162844,19.554369,20.123446,1614300,11.653378
"2010-01-20",20.022762,20.136578,19.698828,20.123446,1684000,11.653378
"2010-01-21",20.158466,20.359833,19.790754,19.952723,1651100,11.554516
"2010-01-22",19.935213,19.965855,19.567501,19.606899,910100,11.354255
"2010-01-25",19.71196,19.90457,19.598145,19.795132,1318500,11.463255
"2010-01-26",19.707582,20.005253,19.685694,19.843285,678000,11.491138
"2010-01-27",19.563124,19.598145,18.985292,19.221678,1484400,11.383588
"2010-01-28",19.300472,19.326738,18.967781,19.015934,867100,11.261739
"2010-01-29",19.064087,19.125372,18.468744,18.468744,2032800,10.937679
"2010-02-01",18.569427,18.888987,18.451235,18.858343,1332000,11.168409
"2010-02-02",18.836456,18.98967,18.74015,18.954649,1398000,11.225448
"2010-02-03",18.823324,18.924006,18.718264,18.797058,971500,11.132114
"2010-02-04",18.670111,18.670111,18.114166,18.114166,1161300,10.727689
"2010-02-05",18.122921,18.122921,17.48818,17.838383,1771300,10.564365
"2010-02-08",17.917177,18.030993,17.728945,17.781475,870300,10.530659
"2010-02-09",18.096655,18.249868,17.908422,18.101032,1080200,10.719911
"2010-02-10",18.109789,18.201715,17.798985,17.991594,962600,10.655098
"2010-02-11",17.930309,18.219227,17.851515,18.219227,753800,10.789908
"2010-02-12",18.000351,18.241114,17.851515,18.241114,1504500,10.802871
"2010-02-16",18.385572,18.578182,18.350552,18.578182,1426300,11.002492
"2010-02-17",18.61758,18.700752,18.530029,18.700752,2041300,11.075083
"2010-02-18",18.63509,18.68762,18.51252,18.68762,1192400,11.067305
"2010-02-19",18.648222,18.840834,18.595692,18.823324,1731800,11.147675
"2010-02-22",18.893364,19.046577,18.783926,19.029066,1776300,11.269516
"2010-02-23",19.160393,19.160393,18.604448,18.805813,1790500,11.1373
"2010-02-24",18.888987,19.221678,18.792681,19.221678,1343900,11.383588
"2010-02-25",18.998425,19.33987,18.888987,19.335493,850200,11.450991
"2010-02-26",19.366135,19.523726,19.265453,19.405533,1512000,11.492471
"2010-03-01",19.506216,19.808266,19.453686,19.808266,1043200,11.730978
"2010-03-02",19.869551,19.983366,19.808266,19.948345,1003900,11.813939
"2010-03-03",20.018385,20.145334,19.983366,20.084049,1202700,11.894305
"2010-03-04",20.565575,20.62686,20.140957,20.508667,3209500,12.145774
"2010-03-05",20.578709,20.578709,20.425495,20.526178,1418600,12.156146
"2010-03-08",20.316057,20.508667,20.237261,20.302925,1826300,12.023933
"2010-03-09",20.175976,20.447382,20.167221,20.412363,2058700,12.088742
"2010-03-10",20.346699,20.53931,20.316057,20.526178,1583000,12.156146
"2010-03-11",20.43425,20.648748,20.394852,20.639994,1667600,12.223554
"2010-03-12",20.723166,20.723166,20.337944,20.425495,53092100,12.096519
"2010-03-15",20.368587,20.412363,20.105936,20.386097,3636700,12.073188
"2010-03-16",20.421118,20.495535,20.276659,20.41674,2400600,12.091337
"2010-03-17",20.508667,20.53931,20.294168,20.469271,2482600,12.122443
"2010-03-18",20.482403,20.565575,20.38172,20.48678,2187000,12.132814
"2010-03-19",20.114691,20.521799,19.952723,20.114691,2966900,11.912455
"2010-03-22",19.908947,20.092804,19.786377,20.070915,1676900,11.886532
"2010-03-23",20.127823,20.386097,20.057783,20.320435,2357000,12.034303
"2010-03-24",20.237261,20.333567,20.123446,20.197865,1481400,11.961714
"2010-03-25",20.285414,20.359833,19.9571,19.987743,1356200,11.837272
"2010-03-26",20.066538,20.07967,19.782,19.830153,1557500,11.743946
"2010-03-29",19.908947,20.162844,19.873928,20.162844,1271400,11.940969
"2010-03-30",20.189108,20.224129,20.06216,20.171598,1952900,11.946155
"2010-03-31",20.119068,20.136578,19.930836,19.983366,1522700,11.834682
"2010-04-01",20.075293,20.473648,20.070915,20.473648,1340700,12.125039
"2010-04-05",20.50429,20.793205,20.499912,20.771318,1403700,12.301327
"2010-04-06",20.727543,21.025215,20.683767,21.012081,1363300,12.443912
"2010-04-07",20.959551,20.990194,20.696901,20.836981,1568000,12.340214
"2010-04-08",20.762564,20.766941,20.48678,20.622482,1246300,12.213183
"2010-04-09",20.635616,20.836981,20.50429,20.828226,869800,12.335031
"2010-04-12",20.793205,21.003326,20.793205,20.898266,1182600,12.376507
"2010-04-13",20.902643,20.902643,20.561197,20.810717,1066100,12.324656
"2010-04-14",20.819471,20.968307,20.753809,20.959551,1348400,12.412804
"2010-04-15",20.885134,21.012081,20.850113,20.946419,1198100,12.405024
"2010-04-16",20.832603,21.055857,20.67939,20.771318,1535800,12.301327
"2010-04-19",20.657503,20.841358,20.622482,20.745054,1516600,12.285772
"2010-04-20",20.867624,21.248468,20.784451,21.22658,1589000,12.570945
"2010-04-21",21.200315,21.305376,21.13903,21.257223,802000,12.589094
"2010-04-22",21.165295,21.546139,21.143408,21.533007,1112900,12.752418
"2010-04-23",21.484854,21.909473,21.406059,21.905096,1316000,12.972785
"2010-04-26",21.935738,22.137104,21.887585,21.970758,1598600,13.011667
"2010-04-27",21.887585,22.075819,21.20907,21.248468,2064100,12.583909
"2010-04-28",21.257223,21.576782,21.117142,21.388548,1513600,12.934711
"2010-04-29",21.497986,21.874453,21.476099,21.537384,2060300,13.024718
"2010-04-30",21.655577,21.817545,21.441078,21.51112,2855700,13.008832
"2010-05-03",21.589914,22.259674,21.589914,22.202766,2268100,13.427108
"2010-05-04",21.992645,22.005779,21.70373,21.778147,2141600,13.170322
"2010-05-05",21.589914,21.677465,21.125896,21.217825,3171200,12.831464
"2010-05-06",21.147785,21.462967,12.93994,20.31168,3712600,12.283474
"2010-05-07",20.355453,20.657503,19.825775,20.1322,3479800,12.174936
"2010-05-10",20.985817,21.327263,20.771318,21.213448,2375000,12.828816
"2010-05-11",20.924532,21.75626,20.924532,21.366661,1760500,12.921475
"2010-05-12",21.336018,21.782524,21.327263,21.699352,1550400,13.12267
"2010-05-13",21.699352,21.70373,21.287865,21.318508,1514300,12.89235
"2010-05-14",21.217825,21.244091,20.513044,20.67939,2550900,12.505848
"2010-05-17",20.683767,21.007704,20.162844,20.565575,1814900,12.437015
"2010-05-18",20.692524,20.920155,20.097181,20.127823,2406100,12.172287
"2010-05-19",19.978989,20.070915,19.405533,19.81702,2721600,11.984327
"2010-05-20",19.30485,19.366135,18.735773,18.779549,3358200,11.356918
"2010-05-21",18.236736,18.959026,18.171074,18.919628,3684500,11.441633
"2010-05-24",18.875854,19.015934,18.639467,18.731396,2070800,11.327798
"2010-05-25",18.245491,18.398705,17.838383,18.385572,3715300,11.118665
"2010-05-26",18.573805,19.282963,18.477499,18.801435,4234100,11.370154
"2010-05-27",19.16477,19.549992,19.09473,19.53248,2429600,11.812252
"2010-05-28",19.554369,19.755735,19.414288,19.466818,2729800,11.772549
"2010-06-01",19.230433,19.471195,18.748905,18.748905,2502300,11.338387
"2010-06-02",18.81019,19.593767,18.797058,19.593767,1846900,11.849319
"2010-06-03",19.602522,19.878305,19.563124,19.825775,1395900,11.989626
"2010-06-04",19.423042,19.58939,18.832079,18.985292,2155700,11.481341
"2010-06-07",19.046577,19.204168,18.560673,18.586937,2220400,11.240441
"2010-06-08",18.586937,18.893364,18.451235,18.867098,2549100,11.409864
"2010-06-09",18.967781,19.261076,18.832079,18.919628,1418800,11.441633
"2010-06-10",19.256697,19.725092,19.2173,19.725092,1748200,11.928736
"2010-06-11",19.383646,19.843285,19.383646,19.830153,1135500,11.992274
"2010-06-14",19.978989,20.263527,19.926458,19.961477,1226200,12.07169
"2010-06-15",20.049028,20.552443,20.040274,20.543688,1618400,12.423782
"2010-06-16",20.447382,20.666258,20.237261,20.469271,1473200,12.378777
"2010-06-17",20.574329,20.67939,20.298546,20.613728,1266200,12.466141
"2010-06-18",20.675013,20.683767,20.438627,20.574329,1459200,12.442311
"2010-06-21",20.801962,21.108387,20.43425,20.565575,1473600,12.437015
"2010-06-22",20.635616,20.670635,19.852039,19.908947,1718000,12.039924
"2010-06-23",19.930836,19.974611,19.388023,19.479952,2670400,11.780486
"2010-06-24",19.353003,19.742601,19.353003,19.436176,1680100,11.754015
"2010-06-25",19.53686,19.952723,19.353003,19.790754,2278000,11.968446
"2010-06-28",19.773245,20.175976,19.65943,20.018385,1450500,12.106103
"2010-06-29",19.777622,19.777622,19.002802,19.129749,1970900,11.568707
"2010-06-30",19.05971,19.35738,18.858343,18.932762,2300300,11.449576
"2010-07-01",18.875854,18.928383,18.293644,18.61758,2068200,11.258972
"2010-07-02",18.630713,18.783926,18.429346,18.51252,1257700,11.195432
"2010-07-06",18.805813,18.897741,18.530029,18.75766,1571200,11.343684
"2010-07-07",18.709509,19.317984,18.700752,19.309227,1529400,11.677241
"2010-07-08",19.423042,19.681316,19.405533,19.646297,1235600,11.881084
"2010-07-09",19.738224,19.917704,19.628786,19.856417,1084800,12.008152
"2010-07-12",19.738224,19.917704,19.523726,19.799509,1249300,11.973738
"2010-07-13",20.031519,20.237261,19.952723,20.145334,1177300,12.182874
"2010-07-14",20.014008,20.219751,19.856417,20.000875,1148500,12.095515
"2010-07-15",19.948345,20.210997,19.738224,20.1322,1299500,12.174936
"2010-07-16",20.040274,20.040274,19.676939,19.733847,1419500,11.934032
"2010-07-19",19.786377,19.88706,19.53686,19.83453,1050800,11.994914
"2010-07-20",19.576256,20.084049,19.493084,20.07967,1353000,12.143168
"2010-07-21",20.136578,20.162844,19.615654,19.725092,1299800,11.928736
"2010-07-22",19.935213,20.145334,19.882683,19.974611,1337200,12.079635
"2010-07-23",19.983366,20.241638,19.825775,20.119068,1115700,12.166993
"2010-07-26",20.254772,20.600595,20.171598,20.600595,1056900,12.458199
"2010-07-27",20.828226,21.007704,20.727543,20.972685,1693800,12.683219
"2010-07-28",20.683767,20.845736,20.491158,20.587463,1485300,12.729453
"2010-07-29",20.745054,20.793205,20.140957,20.351076,1301600,12.583292
"2010-07-30",20.171598,20.438627,20.057783,20.368587,1032700,12.594121
"2010-08-02",20.618105,21.003326,20.618105,20.950796,1175000,12.954102
"2010-08-03",20.880756,20.902643,20.67939,20.749432,1373800,12.829599
"2010-08-04",20.793205,20.893888,20.53931,20.73192,1281700,12.818774
"2010-08-05",20.583086,20.788828,20.55682,20.66188,1102200,12.775467
"2010-08-06",20.495535,20.574329,20.136578,20.425495,1250400,12.629306
"2010-08-09",20.499912,20.62686,20.412363,20.543688,1130700,12.702388
"2010-08-10",20.346699,20.613728,20.158466,20.469271,1336300,12.656372
"2010-08-11",20.044651,20.202242,19.720715,19.738224,1985600,12.204358
"2010-08-12",19.554369,19.698828,19.40991,19.646297,1666200,12.14752
"2010-08-13",19.602522,19.996498,19.593767,19.786377,1488000,12.234136
"2010-08-16",19.690071,19.799509,19.571878,19.694448,1163400,12.177291
"2010-08-17",19.83453,20.215374,19.790754,20.02714,1102900,12.382998
"2010-08-18",20.040274,20.040274,19.725092,19.88706,990500,12.296388
"2010-08-19",19.808266,19.83453,19.370514,19.519348,1131900,12.069024
"2010-08-20",19.35738,19.449308,19.002802,19.256697,1519800,11.906627
"2010-08-23",19.344248,19.53686,19.156015,19.16477,1430900,11.849786
"2010-08-24",18.924006,19.107862,18.766417,19.002802,1527500,11.749641
"2010-08-25",18.959026,19.116617,18.81019,19.072842,1505400,11.792946
"2010-08-26",19.116617,19.331116,18.998425,19.0422,2515100,11.774
"2010-08-27",19.142881,19.458063,18.941517,19.396778,1811900,11.993237
"2010-08-30",19.344248,19.388023,18.915251,18.915251,1865600,11.695506
"2010-08-31",18.845211,18.959026,18.61758,18.783926,2316800,11.614307
"2010-09-01",19.081596,19.396778,18.950272,19.361757,1367600,11.971587
"2010-09-02",19.488707,19.493084,19.2173,19.278585,1611600,11.920158
"2010-09-03",19.431799,19.641918,19.348625,19.624409,1228300,12.133986
"2010-09-07",19.401155,19.449308,19.046577,19.09473,2636800,11.80648
"2010-09-08",19.090351,19.313606,19.072842,19.208546,1589900,11.876854
"2010-09-09",19.427422,19.53686,19.322361,19.405533,1282200,11.998656
"2010-09-10",19.366135,19.598145,19.366135,19.46244,1097600,12.033842
"2010-09-13",19.620031,19.694448,19.458063,19.488707,1333100,12.050079
"2010-09-14",19.458063,19.602522,19.353003,19.528103,706700,12.074438
"2010-09-15",19.436176,19.475573,19.212923,19.427422,1312600,12.012187
"2010-09-16",19.401155,19.449308,19.265453,19.353003,1454400,11.966171
"2010-09-17",19.458063,19.458063,19.177902,19.23481,1912900,11.893093
"2010-09-20",19.296095,19.440554,19.173525,19.418665,1563200,12.006775
"2010-09-21",19.436176,19.497461,19.256697,19.274208,1631900,11.917454
"2010-09-22",19.278585,19.479952,19.274208,19.33987,1622800,11.958053
"2010-09-23",19.221678,19.326738,19.160393,19.208546,1742900,11.876854
"2010-09-24",19.458063,19.751356,19.374891,19.624409,1745000,12.133986
"2010-09-27",19.672562,19.685694,19.471195,19.479952,1597000,12.044668
"2010-09-28",19.514971,19.571878,19.177902,19.519348,2166900,12.069024
"2010-09-29",19.436176,19.663807,19.331116,19.493084,2124400,12.052789
"2010-09-30",19.672562,19.768867,19.493084,19.716337,1931000,12.190825
"2010-10-01",19.852039,20.018385,19.725092,19.978989,1672600,12.353225
"2010-10-04",19.922081,20.1322,19.891438,20.049028,2483100,12.396532
"2010-10-05",20.154089,20.96393,20.022762,20.907022,3588700,12.927039
"2010-10-06",20.828226,20.977062,20.688147,20.788828,2116400,12.853963
"2010-10-07",20.845736,21.047102,20.718788,20.950796,1775600,12.954102
"2010-10-08",21.012081,21.121519,20.907022,21.068989,1329900,13.027185
"2010-10-11",21.060234,21.222202,21.047102,21.095255,994800,13.043428
"2010-10-12",21.073368,21.169672,20.924532,21.10401,951600,13.048841
"2010-10-13",21.200315,21.476099,21.169672,21.362284,1277400,13.208532
"2010-10-14",21.423569,21.598669,21.252846,21.392925,1287700,13.22748
"2010-10-15",21.506741,21.624935,21.423569,21.594292,1687200,13.351989
"2010-10-18",21.589914,21.75626,21.528629,21.655577,2420300,13.389883
"2010-10-19",21.449833,21.51112,21.03397,21.165295,1723100,13.08673
"2010-10-20",21.257223,21.70373,21.252846,21.537384,1543300,13.3168
"2010-10-21",21.651199,21.821922,21.449833,21.546139,1257300,13.322214
"2010-10-22",21.629313,21.966381,21.629313,21.93136,1640800,13.560403
"2010-10-25",22.071442,22.242165,21.935738,21.962004,1592900,13.579349
"2010-10-26",21.887585,22.137104,21.791281,21.922606,2246900,13.554989
"2010-10-27",21.668709,21.800035,21.576782,21.747505,2246400,13.747731
"2010-10-28",21.865698,21.887585,21.598669,21.73875,1575500,13.742198
"2010-10-29",21.734373,21.918228,21.721239,21.80879,1688600,13.78647
"2010-11-01",21.935738,22.189634,21.708107,21.830677,995500,13.800306
"2010-11-02",22.045176,22.215899,22.005779,22.036421,1004900,13.930371
"2010-11-03",22.145859,22.202766,21.725616,22.049553,1413800,13.938668
"2010-11-04",22.242165,22.342848,22.106461,22.255297,1343400,14.068727
"2010-11-05",22.33847,22.391001,22.141481,22.377867,1206600,14.146218
"2010-11-08",22.325336,22.399755,22.264051,22.377867,952100,14.146218
"2010-11-09",22.417265,22.509193,22.119595,22.198389,1387500,14.032757
"2010-11-10",22.202766,22.382244,22.110838,22.373489,1146000,14.143447
"2010-11-11",22.224653,22.487305,22.207144,22.452286,989300,14.193256
"2010-11-12",22.316582,22.732447,22.316582,22.723692,2306100,14.364829
"2010-11-15",22.846262,22.951323,22.728069,22.736824,1590300,14.373125
"2010-11-16",22.579233,22.579233,21.953249,22.088951,1297300,13.963573
"2010-11-17",22.05393,22.123972,21.922606,22.040798,1132800,13.933132
"2010-11-18",22.259674,22.360357,22.128349,22.176502,1219600,14.018917
"2010-11-19",22.167746,22.264051,22.005779,22.264051,1246500,14.074263
"2010-11-22",22.158991,22.496059,22.027666,22.487305,1089800,14.215393
"2010-11-23",22.23341,22.334091,22.005779,22.325336,1058300,14.113008
"2010-11-24",22.439152,22.631763,22.40851,22.631763,685300,14.306717
"2010-11-26",22.456663,22.574856,22.33847,22.412888,294900,14.168358
"2010-11-29",22.320959,22.417265,22.058308,22.369112,608300,14.140684
"2010-11-30",22.194012,22.517948,22.067064,22.373489,1827700,14.143447
"2010-12-01",22.649273,22.684294,22.474173,22.517948,1061100,14.234769
"2010-12-02",22.513571,22.999475,22.46104,22.986341,1350000,14.530864
"2010-12-03",22.942568,23.213972,22.938189,23.192085,2773200,14.660925
"2010-12-06",23.157064,23.349676,23.122046,23.310278,1273700,14.735633
"2010-12-07",23.481001,23.568552,23.327789,23.362808,1644000,14.768848
"2010-12-08",23.362808,23.612328,23.266502,23.60795,2004700,14.923815
"2010-12-09",23.686745,23.778673,23.586061,23.717388,1808300,14.992995
"2010-12-10",23.778673,23.909998,23.629837,23.752407,1630600,15.015136
"2010-12-13",23.8706,23.971283,23.721766,23.743652,1314400,15.009599
"2010-12-14",23.804937,24.019436,23.804937,23.953773,1187200,15.142426
"2010-12-15",23.945019,23.97566,23.55542,23.55542,1480000,14.890612
"2010-12-16",23.546665,23.809315,23.445982,23.572929,1927800,14.901673
"2010-12-17",23.520399,23.765541,23.424093,23.708632,2832800,14.987458
"2010-12-20",23.818069,24.028191,23.796183,24.010681,1286100,15.178399
"2010-12-21",24.067589,24.089476,23.905621,24.076344,1027000,15.219912
"2010-12-22",24.076344,24.286465,23.97566,24.194536,933400,15.294623
"2010-12-23",24.233934,24.303974,24.133251,24.273333,605300,15.344439
"2010-12-27",24.216425,24.325863,24.128874,24.264578,455000,15.338901
"2010-12-28",24.33024,24.382771,24.142006,24.299597,869400,15.361041
"2010-12-29",24.338995,24.457188,24.295219,24.360882,635000,15.399783
"2010-12-30",24.295219,24.518473,24.295219,24.378393,705100,15.410856
"2010-12-31",24.343372,24.553493,24.260201,24.282087,1103800,15.349971
"2011-01-03",24.444056,24.767992,24.426546,24.70233,1212500,15.615632
"2011-01-04",24.601646,24.649799,24.177027,24.34775,1548300,15.391479
"2011-01-05",24.115742,24.299597,24.115742,24.242689,1145100,15.325066
"2011-01-06",24.290842,24.435301,24.220802,24.382771,1703400,15.413617
"2011-01-07",24.391525,24.514095,24.317108,24.435301,1809900,15.446828
"2011-01-10",23.92313,24.352127,23.8706,24.33024,1883200,15.38041
"2011-01-11",24.352127,24.789879,24.321486,24.75486,1384800,15.648834
"2011-01-12",24.873053,25.131325,24.811768,25.118193,1374200,15.87852
"2011-01-13",25.07004,25.367712,25.07004,25.262651,1660300,15.969835
"2011-01-14",25.218876,25.433374,25.196989,25.288916,1029800,15.986439
"2011-01-18",25.223253,25.372089,25.026264,25.315182,1216400,16.003042
"2011-01-19",25.24514,25.332691,25.161968,25.196989,1132300,15.928329
"2011-01-20",25.100683,25.595343,25.039398,25.494659,2163500,16.116503
"2011-01-21",25.525303,25.910524,25.42462,25.612852,1531200,16.191219
"2011-01-24",25.682892,25.932411,25.665382,25.822973,2473500,16.324047
"2011-01-25",25.748556,25.857994,25.442129,25.621607,1068400,16.196751
"2011-01-26",25.713535,25.998074,25.687271,25.884258,1138300,16.362787
"2011-01-27",25.682892,26.046227,25.661005,25.857994,1258200,16.681299
"2011-01-28",25.857994,25.976187,25.674137,25.717913,1488900,16.590933
"2011-01-31",25.766066,25.980564,25.752934,25.779198,1445100,16.630468
"2011-02-01",25.901768,26.041849,25.827351,25.923656,1295900,16.723661
"2011-02-02",25.779198,25.967432,25.731045,25.766066,839700,16.621998
"2011-02-03",25.783575,25.941166,25.59972,25.906145,1142200,16.712364
"2011-02-04",25.901768,25.932411,25.770443,25.831728,1088700,16.66436
"2011-02-07",25.84486,26.072493,25.84486,26.050604,945700,16.805561
"2011-02-08",26.006828,26.063736,25.875504,26.054981,1185300,16.808382
"2011-02-09",25.932411,26.037472,25.831728,25.906145,858000,16.712364
"2011-02-10",25.827351,26.186308,25.827351,26.173174,1003700,16.884628
"2011-02-11",26.081247,26.475224,26.046227,26.405184,1582400,17.034302
"2011-02-14",26.435825,26.575907,26.335142,26.527754,1052800,17.113373
"2011-02-15",26.475224,26.842936,26.462091,26.838556,1645900,17.313873
"2011-02-16",26.877954,27.149361,26.877954,27.140606,1491200,17.508728
"2011-02-17",27.101208,27.64402,27.057432,27.613379,1878200,17.813725
"2011-02-18",27.52145,28.309402,27.267553,28.300648,3012600,18.257086
"2011-02-22",28.300648,28.300648,27.687796,27.722816,2854500,17.884323
"2011-02-23",27.722816,27.801611,27.306952,27.740326,2544100,17.895615
"2011-02-24",27.66153,27.94607,27.53896,27.608999,2465000,17.810896
"2011-02-25",27.753458,28.046751,27.744703,28.020487,926700,18.076353
"2011-02-28",28.059885,28.449484,28.059885,28.265627,1665000,18.234499
"2011-03-01",28.388199,28.48888,27.731571,27.788479,1220700,17.926682
"2011-03-02",27.841009,27.989843,27.665909,27.880405,1586700,17.985983
"2011-03-03",28.011732,28.453861,28.002977,28.361933,1157200,18.296618
"2011-03-04",28.287516,28.458239,28.029242,28.248117,1104700,18.223202
"2011-03-07",28.287516,28.453861,27.810366,28.05113,1317800,18.096121
"2011-03-08",28.05113,28.453861,27.924181,28.414463,1307800,18.330515
"2011-03-09",28.270006,28.633339,28.270006,28.607075,1339100,18.454769
"2011-03-10",28.331291,28.624584,28.037996,28.458239,2368000,18.358757
"2011-03-11",28.199965,28.624584,28.199965,28.598318,1430900,18.449121
"2011-03-14",28.309402,28.436352,28.125547,28.270006,3269800,18.23732
"2011-03-15",27.57398,27.709682,27.228157,27.503941,3288800,17.743122
"2011-03-16",27.403257,27.608999,26.965506,27.228157,2394000,17.56521
"2011-03-17",27.600245,27.937313,27.302574,27.805988,1457900,17.937977
"2011-03-18",28.252495,28.593941,27.941692,28.033619,1658700,18.084822
"2011-03-21",28.270006,29.009806,28.270006,28.96603,1802600,18.686333
"2011-03-22",29.044827,29.110489,28.821573,28.900368,1078400,18.64398
"2011-03-23",28.891613,29.009806,28.712135,28.922255,778700,18.658091
"2011-03-24",29.057959,29.075468,28.602697,28.663982,1240600,18.491472
"2011-03-25",28.672737,29.062336,28.663982,28.917877,2066400,18.655275
"2011-03-28",28.970407,29.136753,28.7384,28.769043,1193300,18.559254
"2011-03-29",28.716513,28.751532,28.528278,28.589563,1256100,18.44347
"2011-03-30",28.672737,29.027315,28.633339,28.86097,1708700,18.618561
"2011-03-31",28.808439,29.329365,28.808439,29.276834,1160700,18.886837
"2011-04-01",29.482578,29.56575,29.219927,29.491333,1115900,19.025211
"2011-04-04",29.548241,29.587637,29.425671,29.570127,1366200,19.076042
"2011-04-05",29.478201,29.587637,29.37314,29.469444,1067200,19.011091
"2011-04-06",29.51322,29.556995,28.957275,29.014183,1884800,18.7174
"2011-04-07",28.961653,29.001051,28.563299,28.764666,1777200,18.556433
"2011-04-08",28.944143,29.014183,28.532656,28.650848,873300,18.483007
"2011-04-11",28.707756,28.764666,28.278761,28.410086,1116600,18.327684
"2011-04-12",28.226231,28.340046,27.76659,28.19121,1749100,18.186489
"2011-04-13",28.252495,28.580809,28.208719,28.208719,1346800,18.197779
"2011-04-14",28.05113,28.24374,27.858519,28.213097,1202500,18.200605
"2011-04-15",28.213097,28.502014,28.06864,28.475748,1854700,18.370043
"2011-04-18",28.160568,28.230608,27.845387,28.116793,1206300,18.138481
"2011-04-19",28.116793,28.29627,28.020487,28.169323,1171600,18.172365
"2011-04-20",28.532656,29.184906,28.506392,29.127998,1637000,18.790819
"2011-04-21",29.263702,29.289967,29.01856,29.276834,733500,18.886837
"2011-04-25",29.303099,29.416914,29.014183,29.412537,1135500,18.974384
"2011-04-26",29.548241,30.007879,29.491333,29.977238,2019800,19.338676
"2011-04-27",29.915951,30.09543,29.61828,30.029768,1676200,19.714542
"2011-04-28",30.003502,30.349325,29.985992,30.248644,1247000,19.858231
"2011-04-29",30.274908,30.638243,30.174225,30.616354,1688100,20.099636
"2011-05-02",30.690773,30.752058,30.436876,30.533182,1827900,20.045034
"2011-05-03",30.353703,30.598845,30.239887,30.432499,3984400,19.978931
"2011-05-04",29.289967,29.697075,29.285589,29.526352,3920700,19.384048
"2011-05-05",29.32061,29.819647,29.053581,29.56575,1927800,19.40992
"2011-05-06",30.029768,30.46314,29.994747,30.414989,1937800,19.967436
"2011-05-09",30.349325,30.909649,30.261776,30.808966,1630300,20.226088
"2011-05-10",30.922781,31.102259,30.7827,31.032219,1105800,20.372648
"2011-05-11",30.861496,30.970934,30.18298,30.506916,1873200,20.027786
"2011-05-12",30.375591,30.498161,30.134827,30.397478,1464300,19.955946
"2011-05-13",30.498161,30.703905,30.047277,30.301172,1471600,19.892717
"2011-05-16",30.231133,30.506916,30.09543,30.248644,1800500,19.858231
"2011-05-17",30.082296,30.362459,30.064787,30.239887,2660100,19.852484
"2011-05-18",30.379969,30.997198,30.323061,30.918404,1720300,20.297932
"2011-05-19",31.036596,31.124146,30.848362,30.922781,1369200,20.300804
"2011-05-20",30.90527,31.13728,30.787077,30.892138,1551500,20.280685
"2011-05-23",30.458763,30.769567,30.450008,30.625109,1635400,20.105385
"2011-05-24",30.773945,30.822098,30.46314,30.555069,2244400,20.059402
"2011-05-25",30.46314,30.94029,30.393101,30.83523,1456300,20.24333
"2011-05-26",30.708282,30.734547,30.445631,30.633865,1825200,20.111134
"2011-05-27",30.730169,30.879005,30.594467,30.646997,1664600,20.119751
"2011-05-31",31.001575,31.132902,30.914026,31.119768,2032800,20.430122
"2011-06-01",31.005953,31.172298,30.756435,30.81772,1879800,20.231834
"2011-06-02",30.865873,30.90527,30.515671,30.646997,1525500,20.119751
