"","OKE.Open","OKE.High","OKE.Low","OKE.Close","OKE.Volume","OKE.Adjusted"
"2001-04-27",9.586762,9.641481,9.420417,9.641481,632700,2.699035
"2001-04-30",9.630538,9.739976,9.444493,9.459814,688500,2.648179
"2001-05-01",9.389774,9.510156,9.324111,9.429172,827800,2.639601
"2001-05-02",9.499212,9.553931,9.214673,9.232183,716300,2.584457
"2001-05-03",9.181842,9.186219,8.919191,9.026441,630400,2.526862
"2001-05-04",9.028629,9.194975,9.028629,9.166521,525400,2.566075
"2001-05-07",9.166521,9.304413,9.144633,9.159954,446300,2.564237
"2001-05-08",9.06146,9.127123,9.00893,9.035195,451800,2.529312
"2001-05-09",9.072404,9.188408,9.050516,9.105235,738700,2.548919
"2001-05-10",9.127123,9.190598,9.068027,9.170898,429000,2.567301
"2001-05-11",9.138067,9.223429,9.06146,9.199352,330700,2.575267
"2001-05-14",9.151199,9.389774,9.151199,9.25626,344000,2.591197
"2001-05-15",9.269392,9.426983,9.258449,9.306602,570600,2.605289
"2001-05-16",9.192786,9.455437,9.192786,9.37883,630000,2.625509
"2001-05-17",9.367887,9.367887,9.149011,9.23875,1025600,2.586295
"2001-05-18",9.236561,9.411662,9.216862,9.37883,619900,2.625509
"2001-05-21",9.398529,9.575819,9.37883,9.483891,456800,2.654919
"2001-05-22",9.477324,9.60865,9.411662,9.542987,665600,2.671464
"2001-05-23",9.542987,9.564875,9.440116,9.444493,447200,2.643892
"2001-05-24",9.411662,9.411662,9.192786,9.29128,462300,2.601
"2001-05-25",9.313168,9.315356,9.16871,9.197164,299200,2.574653
"2001-05-29",9.192786,9.232183,8.984854,9.048327,397900,2.532989
"2001-05-30",9.039573,9.234372,9.019874,9.153388,371900,2.562397
"2001-05-31",9.127123,9.324111,9.109613,9.214673,635000,2.579555
"2001-06-01",9.236561,9.29128,9.06146,9.201541,469200,2.575878
"2001-06-04",9.201541,9.455437,9.201541,9.370075,401500,2.623059
"2001-06-05",9.345999,9.345999,9.138067,9.201541,598900,2.575878
"2001-06-06",9.159954,9.190598,9.063649,9.177464,446800,2.569139
"2001-06-07",9.170898,9.170898,8.995797,9.041761,390600,2.53115
"2001-06-08",9.041761,9.105235,9.028629,9.068027,443600,2.538503
"2001-06-11",9.068027,9.280336,9.068027,9.260637,389200,2.592422
"2001-06-12",9.258449,9.494835,9.083348,9.254071,539300,2.590584
"2001-06-13",9.236561,9.516722,9.205918,9.232183,728200,2.584457
"2001-06-14",9.236561,9.280336,8.820697,8.90387,698300,2.492549
"2001-06-15",8.90387,9.542987,8.886359,9.013308,769600,2.523186
"2001-06-18",9.00893,9.302224,8.899492,8.930135,348500,2.499901
"2001-06-19",8.886359,8.952023,8.825074,8.864472,490200,2.48152
"2001-06-20",8.881982,9.188408,8.702504,8.855717,574900,2.479069
"2001-06-21",8.755034,9.149011,8.623709,8.680616,570800,2.43005
"2001-06-22",8.601821,8.676239,8.32166,8.588689,565800,2.404317
"2001-06-25",8.601821,8.711259,8.426721,8.470495,353800,2.37123
"2001-06-26",8.474873,8.83383,8.457363,8.706882,380800,2.437404
"2001-06-27",8.733147,8.820697,8.544913,8.654351,329400,2.422698
"2001-06-28",8.654351,8.790054,8.527403,8.628086,305600,2.415345
"2001-06-29",8.645597,8.886359,8.597444,8.623709,663600,2.41412
"2001-07-02",8.645597,8.798809,8.579933,8.711259,748100,2.43863
"2001-07-03",8.711259,8.794432,8.711259,8.733147,249400,2.444757
"2001-07-05",8.733147,8.965155,8.733147,8.820697,356300,2.469266
"2001-07-06",8.798809,8.881982,8.702504,8.711259,457100,2.43863
"2001-07-09",8.864472,8.877604,8.540536,8.641219,488400,2.419022
"2001-07-10",8.619331,8.746279,8.544913,8.579933,327100,2.401866
"2001-07-11",8.579933,8.614954,8.422343,8.422343,482900,2.357751
"2001-07-12",8.426721,8.536159,8.365436,8.37419,659700,2.344271
"2001-07-13",8.382945,8.492383,8.295395,8.37419,582700,2.344271
"2001-07-16",8.404833,8.483628,8.251619,8.260375,238900,2.312409
"2001-07-17",8.365436,8.387322,8.032743,8.164069,371400,2.285449
"2001-07-18",8.032743,8.164069,7.971458,7.971458,310600,2.23153
"2001-07-19",7.971458,8.207845,7.79198,7.857643,382100,2.199668
"2001-07-20",7.844511,7.923306,7.73945,7.752583,410900,2.170257
"2001-07-23",7.796358,8.002101,7.770093,7.949571,602300,2.225403
"2001-07-24",7.962704,7.962704,7.638767,7.678165,478500,2.149425
"2001-07-25",7.70443,7.997724,7.70443,7.984591,678400,2.235206
"2001-07-26",7.988969,8.251619,7.971458,8.094029,354500,2.265842
"2001-07-27",8.098407,8.102784,7.923306,8.023989,253100,2.29009
"2001-07-30",7.988969,8.050254,7.905796,7.971458,364800,2.275098
"2001-07-31",7.971458,8.426721,7.945193,7.967081,672700,2.273847
"2001-08-01",8.054631,8.076519,7.901418,7.923306,696900,2.261354
"2001-08-02",7.813868,7.923306,7.726317,7.748205,657400,2.21138
"2001-08-03",7.748205,7.770093,7.68692,7.730695,459300,2.206383
"2001-08-06",7.730695,7.765715,7.538085,7.542462,278200,2.152659
"2001-08-07",7.630012,7.660655,7.485554,7.529329,573600,2.148912
"2001-08-08",7.520574,7.529329,7.275434,7.292943,511400,2.081446
"2001-08-09",7.354228,7.446157,7.214148,7.433024,431000,2.121425
"2001-08-10",7.428647,7.647522,7.411137,7.58186,369800,2.163905
"2001-08-13",7.551217,7.555594,7.428647,7.468044,235500,2.13142
"2001-08-14",7.529329,7.638767,7.441779,7.520574,819600,2.146412
"2001-08-15",7.529329,7.770093,7.485554,7.577482,458200,2.162654
"2001-08-16",7.682542,7.879531,7.529329,7.70443,275200,2.198886
"2001-08-17",7.809491,7.809491,7.608125,7.647522,273200,2.182645
"2001-08-20",7.61688,7.691298,7.538085,7.559972,290500,2.157657
"2001-08-21",7.559972,7.56435,7.419891,7.419891,304900,2.117677
"2001-08-22",7.450534,7.551217,7.384871,7.419891,245100,2.117677
"2001-08-23",7.398004,7.516197,7.398004,7.441779,247600,2.123924
"2001-08-24",7.433024,7.507442,7.415514,7.472422,148700,2.13267
"2001-08-27",7.485554,7.61688,7.424269,7.463666,224300,2.130171
"2001-08-28",6.938365,7.135353,6.916477,7.109088,2649600,2.028972
"2001-08-29",7.135353,7.419891,7.135353,7.288566,10825700,2.080196
"2001-08-30",7.288566,7.310453,7.113465,7.117843,1921800,2.031471
"2001-08-31",7.227281,7.332341,7.0872,7.091578,1125900,2.023976
"2001-09-04",7.266678,7.297321,7.113465,7.201015,821900,2.055209
"2001-09-05",7.244791,7.288566,7.10471,7.161618,457300,2.043965
"2001-09-06",7.135353,7.222903,7.05218,7.126598,482200,2.03397
"2001-09-07",7.039047,7.205393,7.030293,7.047802,494100,2.011482
"2001-09-10",7.03467,7.135353,6.960252,7.047802,399300,2.011482
"2001-09-17",7.004027,7.152863,6.850814,6.877079,455200,1.962755
"2001-09-18",6.894589,7.047802,6.610051,6.627561,416200,1.891542
"2001-09-19",6.846437,6.846437,6.3474,6.588163,590500,1.880298
"2001-09-20",6.610051,6.610051,6.43495,6.439328,660400,1.837819
"2001-09-21",6.216074,6.45246,6.202942,6.31238,868900,1.801588
"2001-09-24",6.456838,6.566276,6.277359,6.391175,667200,1.824075
"2001-09-25",6.478725,6.706356,6.443705,6.693223,575400,1.910283
"2001-09-26",6.640693,6.767642,6.610051,6.688846,763200,1.909033
"2001-09-27",6.719489,7.078445,6.719489,7.074068,627200,2.018977
"2001-09-28",7.170373,7.419891,7.135353,7.249168,936100,2.068951
"2001-10-01",7.310453,7.310453,7.06969,7.253546,324100,2.070201
"2001-10-02",7.253546,7.288566,7.148485,7.179128,776200,2.048963
"2001-10-03",7.284188,7.485554,7.218526,7.481177,344400,2.135169
"2001-10-04",7.516197,7.72194,7.511819,7.660655,286900,2.186392
"2001-10-05",7.660655,7.73945,7.621257,7.73945,216100,2.208881
"2001-10-08",7.73945,7.73945,7.56435,7.608125,224300,2.1714
"2001-10-09",7.713185,7.713185,7.551217,7.621257,357900,2.175149
"2001-10-10",7.625635,7.875153,7.594992,7.875153,366600,2.247611
"2001-10-11",7.875153,7.971458,7.800735,7.818245,360900,2.231369
"2001-10-12",7.818245,7.879531,7.6519,7.68692,363900,2.19389
"2001-10-15",7.682542,7.914551,7.673788,7.905796,523800,2.256356
"2001-10-16",7.905796,7.988969,7.86202,7.967081,308300,2.273847
"2001-10-17",8.054631,8.054631,7.77447,7.809491,445900,2.228871
"2001-10-18",7.835755,7.835755,7.61688,7.691298,455000,2.195138
"2001-10-19",7.682542,7.879531,7.638767,7.853266,237100,2.241365
"2001-10-22",7.835755,7.905796,7.726317,7.905796,198000,2.256356
"2001-10-23",7.805113,7.857643,7.70443,7.73945,393100,2.208881
"2001-10-24",7.73945,7.73945,7.516197,7.70443,428500,2.198886
"2001-10-25",7.713185,7.743828,7.61688,7.70443,648500,2.198886
"2001-10-26",7.700053,7.805113,7.647522,7.765715,232300,2.216377
"2001-10-29",7.660655,7.735073,7.520574,7.529329,240700,2.192676
"2001-10-30",7.520574,7.524952,7.402381,7.424269,252400,2.16208
"2001-10-31",7.551217,7.61688,7.463666,7.538085,391000,2.195226
"2001-11-01",7.58186,7.638767,7.398004,7.551217,150900,2.19905
"2001-11-02",7.726317,7.726317,7.380494,7.419891,206200,2.160805
"2001-11-05",7.376116,7.61688,7.376116,7.573104,323600,2.205425
"2001-11-06",7.61688,7.743828,7.450534,7.73945,240700,2.253867
"2001-11-07",7.748205,7.748205,7.573104,7.647522,239400,2.227097
"2001-11-08",7.70443,7.870776,7.665032,7.72194,261500,2.248768
"2001-11-09",7.72194,7.752583,7.660655,7.682542,341500,2.237296
"2001-11-12",7.770093,7.796358,7.6519,7.79198,116000,2.269165
"2001-11-13",7.79198,7.936439,7.748205,7.927683,205800,2.308684
"2001-11-14",7.932061,8.010857,7.79198,7.897041,419100,2.299761
"2001-11-15",7.923306,7.923306,7.489932,7.612502,442000,2.216898
"2001-11-16",7.61688,7.765715,7.612502,7.70443,417800,2.243669
"2001-11-19",7.770093,7.818245,7.573104,7.818245,214500,2.276814
"2001-11-20",7.79198,7.967081,7.770093,7.879531,199400,2.294662
"2001-11-21",7.857643,7.857643,7.660655,7.778848,116500,2.265341
"2001-11-23",7.77447,7.967081,7.748205,7.962704,90900,2.318882
"2001-11-26",7.988969,7.988969,7.79198,7.857643,339200,2.288287
"2001-11-27",7.857643,7.879531,7.726317,7.778848,291400,2.265341
"2001-11-28",7.778848,7.778848,7.529329,7.533707,258800,2.193951
"2001-11-29",7.424269,7.573104,7.371739,7.533707,513700,2.193951
"2001-11-30",7.638767,7.660655,7.310453,7.529329,1299100,2.192676
"2001-12-03",7.463666,7.752583,7.459289,7.577482,634600,2.206698
"2001-12-04",7.58186,7.796358,7.551217,7.796358,360400,2.270439
"2001-12-05",7.796358,7.975836,7.796358,7.953948,359500,2.316334
"2001-12-06",7.932061,7.945193,7.73945,7.752583,258500,2.257691
"2001-12-07",7.813868,7.888286,7.770093,7.853266,276600,2.287013
"2001-12-10",7.813868,7.813868,7.594992,7.638767,162100,2.224546
"2001-12-11",7.660655,7.726317,7.463666,7.568727,362300,2.20415
"2001-12-12",7.507442,7.507442,7.354228,7.419891,832600,2.160805
"2001-12-13",7.433024,7.494309,7.354228,7.446157,939100,2.168455
"2001-12-14",7.450534,7.481177,7.179128,7.441779,462300,2.167181
"2001-12-17",7.463666,7.524952,7.402381,7.441779,339600,2.167181
"2001-12-18",7.498687,7.73945,7.485554,7.73945,450200,2.253867
"2001-12-19",7.72194,7.958326,7.529329,7.932061,395600,2.309959
"2001-12-20",7.901418,7.910173,7.625635,7.68692,329100,2.238569
"2001-12-21",7.529329,7.68692,7.485554,7.656277,1223900,2.229646
"2001-12-24",7.6519,7.708807,7.573104,7.70443,251900,2.243669
"2001-12-26",7.70443,7.857643,7.638767,7.831378,284800,2.280639
"2001-12-27",7.726317,7.848888,7.726317,7.822623,232300,2.278089
"2001-12-28",7.835755,7.835755,7.70443,7.805113,263100,2.27299
"2001-12-31",7.827001,7.875153,7.638767,7.809491,350800,2.274264
"2002-01-02",7.875153,7.875153,7.402381,7.695675,274300,2.241118
"2002-01-03",7.594992,7.70443,7.441779,7.573104,339400,2.205425
"2002-01-04",7.638767,7.660655,7.494309,7.61688,322700,2.218172
"2002-01-07",7.63439,7.6519,7.555594,7.555594,405700,2.200325
"2002-01-08",7.551217,7.612502,7.485554,7.529329,475600,2.192676
"2002-01-09",7.529329,7.551217,7.441779,7.450534,320200,2.16973
"2002-01-10",7.485554,7.507442,7.398004,7.468044,444500,2.174828
"2002-01-11",7.507442,7.551217,7.441779,7.441779,173600,2.167181
"2002-01-14",7.454912,7.485554,7.402381,7.468044,656000,2.174828
"2002-01-15",7.494309,7.61688,7.446157,7.520574,308600,2.190127
"2002-01-16",7.56435,7.56435,7.376116,7.424269,303500,2.16208
"2002-01-17",7.485554,7.516197,7.406759,7.516197,263100,2.188852
"2002-01-18",7.507442,7.603747,7.476799,7.555594,382600,2.200325
"2002-01-22",7.551217,7.573104,7.446157,7.463666,357200,2.173553
"2002-01-23",7.446157,7.551217,7.441779,7.489932,380500,2.181203
"2002-01-24",7.463666,7.529329,7.446157,7.485554,135200,2.179927
"2002-01-25",7.485554,7.551217,7.472422,7.546839,420500,2.197775
"2002-01-28",7.573104,7.660655,7.498687,7.59937,316800,2.213073
"2002-01-29",7.529329,7.573104,7.367361,7.546839,505700,2.243535
"2002-01-30",7.507442,7.713185,7.362984,7.713185,487000,2.292986
"2002-01-31",7.66941,7.748205,7.533707,7.551217,359100,2.244836
"2002-02-01",7.507442,7.612502,7.354228,7.503064,209900,2.230522
"2002-02-04",7.503064,7.520574,7.332341,7.358606,241200,2.187578
"2002-02-05",7.310453,7.524952,7.266678,7.524952,411600,2.237029
"2002-02-06",7.463666,7.463666,7.231658,7.301699,272000,2.17066
"2002-02-07",7.244791,7.354228,7.152863,7.314831,388800,2.174563
"2002-02-08",7.336719,7.656277,7.297321,7.6519,334800,2.274767
"2002-02-11",7.546839,7.682542,7.546839,7.665032,203900,2.278672
"2002-02-12",7.70443,7.70443,7.638767,7.678165,197100,2.282577
"2002-02-13",7.678165,7.77447,7.643145,7.77447,272300,2.311206
"2002-02-14",7.77447,7.853266,7.441779,7.691298,397200,2.28648
"2002-02-15",7.682542,7.848888,7.630012,7.835755,258300,2.329425
"2002-02-19",7.835755,8.050254,7.660655,7.901418,397200,2.348945
"2002-02-20",7.879531,7.953948,7.835755,7.945193,251000,2.361958
"2002-02-21",7.945193,8.098407,7.857643,7.879531,227900,2.342439
"2002-02-22",7.879531,8.177202,7.813868,8.177202,194800,2.43093
"2002-02-25",8.098407,8.102784,7.923306,8.041499,228400,2.390589
"2002-02-26",8.041499,8.076519,7.971458,8.054631,397200,2.394493
"2002-02-27",8.076519,8.185957,7.993346,8.067764,628800,2.398396
"2002-02-28",8.015234,8.098407,7.923306,7.984591,390400,2.373671
"2002-03-01",7.945193,8.172824,7.927683,8.172824,240700,2.429629
"2002-03-04",8.164069,8.382945,8.164069,8.33917,447900,2.479081
"2002-03-05",8.382945,8.597444,8.382945,8.49676,259000,2.525929
"2002-03-06",8.501138,8.623709,8.382945,8.623709,276100,2.563668
"2002-03-07",8.728769,8.750657,8.470495,8.720014,384200,2.592299
"2002-03-08",8.750657,8.755034,8.365436,8.483628,428500,2.522025
"2002-03-11",8.492383,8.706882,8.492383,8.693748,250800,2.584491
"2002-03-12",8.750657,8.794432,8.645597,8.720014,345600,2.592299
"2002-03-13",8.720014,8.755034,8.558046,8.671862,227700,2.577983
"2002-03-14",8.667483,8.763789,8.623709,8.737524,175200,2.597503
"2002-03-15",8.623709,8.816319,8.536159,8.689371,377800,2.583189
"2002-03-18",8.667483,8.798809,8.601821,8.794432,122400,2.614422
"2002-03-19",8.864472,8.864472,8.641219,8.807565,203900,2.618325
"2002-03-20",8.755034,8.886359,8.628086,8.724392,142300,2.5936
"2002-03-21",8.667483,9.157765,8.667483,9.157765,378700,2.722434
"2002-03-22",9.017685,9.017685,8.825074,8.855717,302200,2.632641
"2002-03-25",8.886359,8.952023,8.768167,8.807565,198200,2.618325
"2002-03-26",8.733147,8.930135,8.733147,8.930135,224700,2.654764
"2002-03-27",8.908247,9.065838,8.908247,9.04395,222200,2.688599
"2002-03-28",9.017685,9.127123,9.000175,9.127123,276400,2.713326
"2002-04-01",9.083348,9.188408,9.017685,9.135879,461400,2.715928
"2002-04-02",9.179653,9.223429,9.06146,9.175276,227200,2.72764
"2002-04-03",9.170898,9.188408,8.952023,9.030818,237100,2.684695
"2002-04-04",9.039573,9.188408,9.039573,9.179653,326600,2.728941
"2002-04-05",9.192786,9.232183,9.113991,9.113991,236200,2.70942
"2002-04-08",9.06146,9.381019,9.039573,9.381019,373200,2.788804
"2002-04-09",9.271581,9.324111,9.06146,9.113991,382400,2.70942
"2002-04-10",9.140256,9.258449,9.105235,9.184031,401500,2.730243
"2002-04-11",9.157765,9.188408,8.982665,9.000175,304500,2.675586
"2002-04-12",9.017685,9.192786,8.877604,9.192786,353300,2.732846
"2002-04-15",9.083348,9.192786,9.039573,9.157765,458700,2.722434
"2002-04-16",9.170898,9.455437,9.170898,9.451059,404500,2.809625
"2002-04-17",9.345999,9.573629,9.345999,9.512344,260600,2.827844
"2002-04-18",9.407284,9.477324,9.359132,9.451059,307900,2.809625
"2002-04-19",9.429172,9.433549,9.372264,9.407284,179500,2.796611
"2002-04-22",9.297846,9.433549,9.297846,9.354754,213500,2.780994
"2002-04-23",9.324111,9.472947,9.324111,9.416039,240000,2.799213
"2002-04-24",9.402906,9.512344,9.280336,9.289091,290500,2.761475
"2002-04-25",9.192786,9.424794,9.170898,9.407284,166500,2.796611
"2002-04-26",9.297846,9.297846,9.083348,9.149011,230400,2.765396
"2002-04-29",9.04395,9.188408,8.97391,9.170898,198900,2.772011
"2002-04-30",9.144633,9.60865,9.144633,9.569252,450200,2.892419
"2002-05-01",9.569252,9.62616,9.411662,9.525477,253700,2.879188
"2002-05-02",9.534232,10.125197,9.341621,9.967607,482900,3.012825
"2002-05-03",9.893188,10.129575,9.779373,9.858169,577000,2.979746
"2002-05-06",9.858169,9.893188,9.630538,9.76624,379400,2.951961
"2002-05-07",9.783751,9.875678,9.569252,9.770618,450200,2.953284
"2002-05-08",9.761863,9.884434,9.586762,9.884434,391700,2.987686
"2002-05-09",9.866923,9.936964,9.53861,9.542987,306300,2.88448
"2002-05-10",9.60865,9.652425,9.411662,9.477324,213500,2.864632
"2002-05-13",9.542987,9.630538,9.345999,9.630538,290500,2.910943
"2002-05-14",9.525477,9.897566,9.525477,9.888811,417800,2.989009
"2002-05-15",9.888811,9.954473,9.753108,9.801261,323200,2.962546
"2002-05-16",9.805638,9.928208,9.652425,9.805638,339400,2.963869
"2002-05-17",9.739976,9.827526,9.564875,9.827526,280700,2.970484
"2002-05-20",9.827526,9.880056,9.582385,9.59114,287600,2.899034
"2002-05-21",9.60865,9.62616,9.302224,9.512344,599800,2.875217
"2002-05-22",9.613028,9.630538,9.302224,9.407284,573600,2.843461
"2002-05-23",9.411662,9.713711,9.324111,9.67869,523500,2.925498
"2002-05-24",9.683067,9.748731,9.551743,9.639293,534000,2.91359
"2002-05-28",9.652425,9.652425,9.499212,9.53861,220600,2.883156
"2002-05-29",9.5211,9.5211,9.337244,9.407284,329100,2.843461
"2002-05-30",9.394152,9.407284,9.149011,9.214673,347000,2.785242
"2002-05-31",9.214673,9.324111,9.092103,9.092103,591600,2.748195
"2002-06-03",9.192786,9.192786,8.623709,8.794432,614200,2.658221
"2002-06-04",8.886359,9.144633,8.820697,9.09648,579300,2.749517
"2002-06-05",9.105235,9.179653,8.9564,9.153388,328700,2.766719
"2002-06-06",9.153388,9.179653,8.886359,8.899492,489000,2.689976
"2002-06-07",8.930135,9.113991,8.798809,9.09648,326400,2.749517
"2002-06-10",9.105235,9.214673,9.048327,9.070215,331400,2.741579
"2002-06-11",9.127123,9.127123,8.855717,8.860095,266800,2.678067
"2002-06-12",8.881982,9.140256,8.807565,9.140256,344200,2.762749
"2002-06-13",9.140256,9.162144,8.93889,8.969532,244200,2.711146
"2002-06-14",8.886359,9.122746,8.737524,9.070215,288000,2.741579
"2002-06-17",9.105235,9.455437,9.105235,9.455437,275400,2.858017
"2002-06-18",9.455437,9.621782,9.433549,9.472947,291400,2.863307
"2002-06-19",9.472947,9.529855,9.105235,9.105235,367500,2.752164
"2002-06-20",9.127123,9.402906,9.127123,9.297846,303800,2.810382
"2002-06-21",9.315356,9.389774,9.197164,9.197164,487900,2.779951
"2002-06-24",9.219051,9.223429,8.995797,9.022062,274500,2.727024
"2002-06-25",9.022062,9.367887,8.97391,9.1315,385300,2.760104
"2002-06-26",8.982665,9.315356,8.912624,9.223429,443400,2.78789
"2002-06-27",9.302224,9.433549,9.030818,9.385397,338500,2.836847
"2002-06-28",9.381019,9.630538,9.381019,9.60865,592800,2.904328
"2002-07-01",9.62616,9.713711,9.477324,9.477324,338300,2.864632
"2002-07-02",9.477324,9.516722,9.105235,9.127123,263100,2.758781
"2002-07-03",9.127123,9.192786,8.842585,8.99142,324600,2.717762
"2002-07-05",8.995797,9.236561,8.995797,9.170898,196000,2.772011
"2002-07-08",9.175276,9.192786,8.92138,8.92138,524200,2.696591
"2002-07-09",8.930135,9.105235,8.825074,8.842585,319800,2.672774
"2002-07-10",8.886359,9.06146,8.49676,8.49676,386900,2.568246
"2002-07-11",8.514271,8.579933,8.317283,8.37419,702400,2.531197
"2002-07-12",8.448608,8.448608,8.050254,8.190334,619500,2.475624
"2002-07-15",8.164069,8.225354,7.79198,8.094029,716300,2.446515
"2002-07-16",8.120295,8.207845,7.923306,8.015234,503000,2.4227
"2002-07-17",8.089651,8.229733,7.840133,8.045877,607400,2.43196
"2002-07-18",8.050254,8.115916,7.783226,7.783226,610800,2.352571
