"","UTX.Open","UTX.High","UTX.Low","UTX.Close","UTX.Volume","UTX.Adjusted"
"2001-04-26",38.5,38.950001,38.125,38.5,2706800,24.587791
"2001-04-27",38.674999,39.419998,38.48,39.25,3008800,25.06678
"2001-04-30",39.375,39.849998,38.959999,39.040001,3105800,24.932661
"2001-05-01",39,39.375,38.75,39.224998,2997200,25.050808
"2001-05-02",39.950001,39.950001,38.724998,39.07,3762400,24.95183
"2001-05-03",39.5,39.5,38.724998,39.154999,2676200,25.0061
"2001-05-04",39.055,39.599998,38.575001,39.48,2267200,25.213671
"2001-05-07",38.950001,39.490002,38.950001,39.200001,1910400,25.034828
"2001-05-08",39.32,39.435001,38.235001,38.560001,2699400,24.626108
"2001-05-09",38.799999,38.799999,38.25,38.375,2838000,24.507969
"2001-05-10",38.75,39.665001,38.674999,39.365002,2845400,25.140223
"2001-05-11",39.5,40,39.174999,39.549999,3047800,25.258368
"2001-05-14",39.950001,39.950001,39.224998,39.439999,2160600,25.188116
"2001-05-15",39.849998,39.990002,39.150002,39.700001,2874800,25.354168
"2001-05-16",39.625,41.450001,39.505001,41.450001,4687000,26.622677
"2001-05-17",41.325001,42.665001,41.275002,42.325001,6738800,27.184683
"2001-05-18",42.325001,43.75,42.174999,43.605,8325600,28.006804
"2001-05-21",43.25,43.48,42.860001,43.150002,4469600,27.714575
"2001-05-22",42.900002,43.174999,42.025002,42.41,4713200,27.239267
"2001-05-23",42.535,42.549999,41.860001,42.275002,2891200,27.152559
"2001-05-24",42.625,42.84,41.924999,42.115002,2915400,27.049801
"2001-05-25",42.119999,42.125,41,41.625,3180800,26.735073
"2001-05-29",42,42.099998,41.450001,41.674999,2457200,26.767195
"2001-05-30",41.700001,42.099998,40.785,40.849998,3005400,26.237301
"2001-05-31",41,41.779999,40.974998,41.654999,3076400,26.754354
"2001-06-01",41.5,41.895,40.950001,41.584999,2253200,26.709383
"2001-06-04",41.650002,42.325001,41.075001,42.16,1534600,27.078701
"2001-06-05",42.325001,42.645,42.16,42.439999,3011200,27.258545
"2001-06-06",42.825001,42.825001,41.150002,41.25,3329000,26.494221
"2001-06-07",41.375,42.044998,40.790001,41.605,3709000,26.722239
"2001-06-08",41.599998,41.599998,40.540001,40.705002,3765400,26.144186
"2001-06-11",40.875,40.900002,40.075001,40.240002,3348800,25.845528
"2001-06-12",40.240002,40.400002,39.450001,40.209999,5236800,25.826256
"2001-06-13",40.209999,40.560001,39.974998,40.130001,4244800,25.774858
"2001-06-14",39.5,39.5,38.169998,38.549999,13608800,24.760056
"2001-06-15",38.625,38.625,36.994999,37.375,12523800,24.005377
"2001-06-18",38.25,39.125,37.955002,38.904999,7496600,24.988064
"2001-06-19",39,39,37.075001,37.375,8233200,24.005377
"2001-06-20",37.369999,37.525002,36.625,37.099998,7773000,23.828747
"2001-06-21",37.200001,37.529999,36.549999,37.099998,8050600,23.828747
"2001-06-22",37.200001,37.224998,36.615002,36.735001,4795600,23.594309
"2001-06-25",37.150002,37.424999,36.459999,36.779999,5679600,23.623213
"2001-06-26",36.75,37,36.209999,36.805,4506800,23.639267
"2001-06-27",36.900002,37.125,36.669998,36.689999,4635400,23.565405
"2001-06-28",37.25,37.75,37.105,37.150002,5667200,23.860865
"2001-06-29",37,37.125,36.25,36.630001,7790600,23.526869
"2001-07-02",36.525002,36.525002,35.299999,35.540001,6228000,22.826782
"2001-07-03",35.5,36.48,35.459999,36.474998,3681600,23.427307
"2001-07-05",36.724998,36.799999,36.150002,36.305,4423800,23.318127
"2001-07-06",36.650002,36.700001,36.314999,36.424999,4059400,23.395201
"2001-07-09",36.5,36.560001,36.244999,36.360001,3537200,23.35346
"2001-07-10",36.5,36.525002,35.549999,35.950001,3425200,23.090109
"2001-07-11",35.974998,36.400002,35.650002,35.845001,3965600,23.022676
"2001-07-12",36.400002,37.325001,36.075001,37.200001,4413400,23.892979
"2001-07-13",37.200001,37.720001,36.700001,37.575001,2941400,24.133831
"2001-07-16",37.575001,37.650002,37.25,37.5,2159800,24.085659
"2001-07-17",37.650002,38.605,37.599998,38.279999,3849400,24.586637
"2001-07-18",37.75,37.755001,37.314999,37.625,7274000,24.165939
"2001-07-19",38.25,38.474998,37.400002,37.935001,2946800,24.365053
"2001-07-20",38,38.299999,37.974998,38.049999,3296200,24.438913
"2001-07-23",38.099998,38.240002,37.619999,37.700001,2544600,24.214111
"2001-07-24",37.700001,37.700001,36.794998,36.935001,3598600,23.722765
"2001-07-25",37.424999,37.424999,36.459999,36.884998,5533400,23.69066
"2001-07-26",36.849998,36.875,36.310001,36.59,4596600,23.501181
"2001-07-27",36.625,36.700001,36.119999,36.59,3707000,23.501181
"2001-07-30",36.650002,36.75,36.055,36.240002,2889400,23.276381
"2001-07-31",36.450001,36.775002,36.34,36.700001,3833400,23.571833
"2001-08-01",37,37,36.025002,36.18,4390600,23.237841
"2001-08-02",36.5,36.575001,35.875,36.139999,5905400,23.212151
"2001-08-03",36.325001,36.375,35.560001,36.125,2170600,23.202517
"2001-08-06",36.125,36.549999,36.099998,36.255001,2310200,23.286013
"2001-08-07",36.349998,36.674999,36.224998,36.529999,3360200,23.462643
"2001-08-08",36.575001,36.625,35.599998,35.715,2702400,22.93918
"2001-08-09",35.825001,36.349998,35.5,36.349998,3795600,23.347021
"2001-08-10",36.224998,37.290001,36.075001,36.990002,3152600,23.758095
"2001-08-13",36.994999,37.07,36.325001,36.490002,2608200,23.436947
"2001-08-14",36.875,36.900002,36.075001,36.34,1996600,23.340603
"2001-08-15",36.5,36.5,35.314999,35.419998,3963200,22.749702
"2001-08-16",35.200001,36.799999,35.200001,36.799999,4429400,23.636063
"2001-08-17",37,37,35.75,35.875,2482600,23.04195
"2001-08-20",36,36.805,35.834999,36.779999,2685000,23.623213
"2001-08-21",36.529999,37.18,35.924999,36.049999,4323800,23.154348
"2001-08-22",36.435001,36.66,36.025002,36.424999,3486600,23.542133
"2001-08-23",36.43,36.634998,36.400002,36.450001,2761000,23.55829
"2001-08-24",36.5,36.66,36.134998,36.494999,5552800,23.587376
"2001-08-27",36.494999,36.575001,36.375,36.380001,2064400,23.513054
"2001-08-28",36.255001,36.349998,35.549999,35.549999,3775600,22.976604
"2001-08-29",35.555,35.610001,34.25,34.5,9971000,22.297974
"2001-08-30",34.474998,34.625,33.555,33.740002,8391600,21.806772
"2001-08-31",33.939999,34.25,33.720001,34.200001,5234000,22.10408
"2001-09-04",34.450001,34.845001,33.904999,33.924999,7207200,21.926344
"2001-09-05",34,34.299999,33.645,33.974998,5175600,21.958656
"2001-09-06",34,34.299999,33.630001,33.880001,3869200,21.897261
"2001-09-07",33.650002,33.650002,32.43,32.82,6650000,21.212162
"2001-09-10",33.5,33.634998,32.875,33.099998,9703000,21.393126
"2001-09-17",28,28.15,23.75,24.450001,39788400,15.802482
"2001-09-18",24.049999,25.01,24,24.535,21604800,15.857415
"2001-09-19",24.325001,24.35,22.424999,23.825001,15844200,15.398527
"2001-09-20",23.25,23.35,20.745001,20.82,19237800,13.456345
"2001-09-21",20.825001,22.125,20.049999,21.125,18840600,13.653473
"2001-09-24",21.105,22.875,21.105,22.299999,13479800,14.412897
"2001-09-25",22.305,23.445,22.200001,23.4,13157400,15.123841
"2001-09-26",23.450001,23.455,22.040001,22.325001,6462000,14.429056
"2001-09-27",22.325001,22.625,21.674999,22.625,6578800,14.622951
"2001-09-28",22.75,23.575001,22.35,23.25,8137600,15.026892
"2001-10-01",23.1,23.735001,22.85,23.625,6708600,15.26927
"2001-10-02",23.620001,24.6,23.445,24.48,6811600,15.821866
"2001-10-03",24.475,25.84,24.25,25.535,7139600,16.503733
"2001-10-04",25.875,26.75,25.549999,26.15,9049400,16.901213
"2001-10-05",26.125,26.450001,25.5,25.85,6200000,16.707327
"2001-10-08",25.82,26.174999,25.525,25.950001,4721200,16.771954
"2001-10-09",25.875,25.940001,25.15,25.5,5209000,16.481119
"2001-10-10",25.6,26.295,25.525,26.1,5956600,16.868906
"2001-10-11",26.75,26.950001,26.200001,26.35,6434600,17.030481
"2001-10-12",26.15,26.200001,25.625,25.92,6054200,16.752567
"2001-10-15",26.25,26.525,25.93,26.51,5254600,17.133888
"2001-10-16",26.950001,27.549999,26.775,27,8047800,17.450588
"2001-10-17",27.049999,27.08,25.93,26,6426200,16.804268
"2001-10-18",25.725,25.73,24.99,25.200001,6510000,16.287214
"2001-10-19",25.299999,25.965,25.1,25.950001,4925000,16.771954
"2001-10-22",25.775,26.6,25.674999,26.379999,3930400,17.049875
"2001-10-23",26.625,26.775,26.1,26.475,4060800,17.111273
"2001-10-24",26.469999,26.9,25.895,26.639999,4203800,17.217916
"2001-10-25",26.424999,27.35,25.85,27.235001,4368400,17.602476
"2001-10-26",27.235001,28.620001,27.235001,28.504999,6878800,18.423296
"2001-10-29",28.5,28.504999,27.059999,27.219999,7639800,17.592773
"2001-10-30",27,27.004999,26.25,26.73,4389600,17.276087
"2001-10-31",26.73,27.504999,26.73,26.945,6624000,17.415041
"2001-11-01",26.950001,27.125,26.35,26.85,4520600,17.353645
"2001-11-02",26.625,27.34,26.525,27.139999,3800400,17.541073
"2001-11-05",27.200001,27.809999,27.135,27.629999,4660600,17.857765
"2001-11-06",27.625,28.424999,27.215,28.33,3660400,18.3102
"2001-11-07",28.23,28.475,27.75,27.799999,4939800,17.967634
"2001-11-08",28.174999,28.825001,28.049999,28.424999,4368000,18.371592
"2001-11-09",28.4,28.700001,28.25,28.530001,2736000,18.439457
"2001-11-12",28,28.004999,26.700001,27.65,8696800,17.870697
"2001-11-13",28.375,28.745001,28.125,28.475,4662800,18.403906
"2001-11-14",28.75,29.135,28.49,29.09,4818400,18.951141
"2001-11-15",28.75,29.18,28.75,28.875,4327600,18.811071
"2001-11-16",28.875,29.415001,28.66,29.190001,3592600,19.016287
"2001-11-19",29.25,29.875,29.15,29.725,3418200,19.364822
"2001-11-20",29.700001,29.700001,29.120001,29.4,3738200,19.153088
"2001-11-21",29.4,29.525,28.77,29.405001,2566400,19.156351
"2001-11-23",29.325001,29.9,29.280001,29.775,1106000,19.397398
"2001-11-26",29.325001,30.225,29.325001,30.225,4065000,19.69055
"2001-11-27",30,30.125,29.625,29.91,3393200,19.485344
"2001-11-28",29.549999,30.15,29.450001,29.57,3727000,19.263847
"2001-11-29",29.575001,30.799999,29.450001,30.775,4988400,20.048857
"2001-11-30",30.75,30.875,29.950001,30.1,6091000,19.609123
"2001-12-03",29.625,29.754999,29.305,29.455,5503400,19.188923
"2001-12-04",30,30.5,29.725,30.455,3566200,19.840395
"2001-12-05",30.575001,31,30.15,30.825001,5358400,20.08144
"2001-12-06",30.950001,30.950001,30.525,30.9,3690400,20.130291
"2001-12-07",30.809999,30.959999,30.43,30.540001,2601800,19.895765
"2001-12-10",30.15,31.110001,30.135,30.23,2848600,19.693815
"2001-12-11",30.235001,30.745001,30.23,30.469999,3110000,19.850161
"2001-12-12",30.459999,30.459999,29.65,29.75,5387600,19.381104
"2001-12-13",30.375,30.780001,30.125,30.325001,8144600,19.755703
"2001-12-14",30.450001,31.035,30.254999,30.73,7459800,20.01955
"2001-12-17",31.125,31.809999,31.125,31.424999,6406400,20.472311
"2001-12-18",31.475,31.875,31.379999,31.68,4751600,20.638435
"2001-12-19",31.555,32.605,31.34,32.305,5484200,21.045605
"2001-12-20",32.400002,32.439999,31.5,31.665001,4276000,20.628664
"2001-12-21",31.950001,32.380001,31.834999,31.85,6830000,20.749178
"2001-12-24",32.099998,32.375,32.029999,32.029999,1386000,20.866449
"2001-12-26",32.049999,32.68,32.044998,32.275002,2565600,21.026062
"2001-12-27",32.32,32.860001,32.224998,32.779999,2618600,21.355043
"2001-12-28",32.900002,32.950001,32.310001,32.424999,3097800,21.123787
"2001-12-31",32.549999,32.75,32.314999,32.314999,3422600,21.052113
"2002-01-02",32.349998,32.529999,31.780001,32.169998,3479200,20.957659
"2002-01-03",32.400002,33.029999,32.279999,33,4345400,21.498367
"2002-01-04",33.005001,33.564999,32.799999,32.91,4125400,21.439737
"2002-01-07",32.950001,33.075001,32.535,32.924999,4442400,21.449505
"2002-01-08",32.924999,33.02,32.305,32.419998,3677800,21.12052
"2002-01-09",32.674999,33.445,32.424999,32.584999,5462800,21.228008
"2002-01-10",32.709999,32.775002,32.110001,32.174999,4538000,20.960909
"2002-01-11",32.474998,32.615002,31.815001,31.92,4450400,20.794786
"2002-01-14",31.450001,31.705,31.120001,31.120001,6874000,20.273615
"2002-01-15",31.120001,31.325001,30.299999,30.559999,7516000,19.908792
"2002-01-16",30.645,30.645,29.655001,29.684999,5697200,19.338762
"2002-01-17",30.625,31.775,30.145,31.674999,8704800,20.635185
"2002-01-18",31.674999,31.975,31.334999,31.825001,4640200,20.732893
"2002-01-22",32.049999,32.650002,32.049999,32.375,4622000,21.091206
"2002-01-23",32.5,32.674999,32,32.099998,5001600,20.912048
"2002-01-24",32.150002,33.325001,32.099998,32.775002,4826200,21.351793
"2002-01-25",33,33.439999,32.825001,33.200001,4138400,21.62866
"2002-01-28",33.150002,33.970001,33.150002,33.860001,6008400,22.058638
"2002-01-29",33.950001,33.994999,33,33,6094200,21.498367
"2002-01-30",33.125,33.174999,31.75,32.98,7634800,21.485336
"2002-01-31",33.23,34.419998,32.974998,34.365002,6519400,22.387619
"2002-02-01",34.5,35.025002,34.154999,35.025002,7032200,22.817598
"2002-02-04",34.424999,34.560001,33.470001,33.494999,5479600,21.820841
"2002-02-05",33.5,34.424999,33.360001,33.685001,6375200,21.94463
"2002-02-06",33.875,34.044998,33.759998,33.900002,5948200,22.08469
"2002-02-07",33.924999,34.09,33.439999,33.689999,3501600,21.947886
"2002-02-08",33.564999,34.424999,33.375,34.040001,2990000,22.17589
"2002-02-11",34.349998,34.82,34.27,34.549999,5695400,22.508146
"2002-02-12",34.450001,34.529999,34.07,34.200001,3852400,22.280125
"2002-02-13",34.125,34.994999,34.099998,34.955002,3241000,22.9363
"2002-02-14",35,35.125,34.720001,34.740002,4159000,22.795225
"2002-02-15",35,35.049999,34.57,34.634998,3686600,22.726336
"2002-02-19",34.759998,34.785,34.080002,34.105,3462800,22.378555
"2002-02-20",34.110001,35.200001,34.029999,35,5073400,22.965818
"2002-02-21",35,35.099998,34.400002,34.575001,5710600,22.686953
"2002-02-22",34.575001,35.049999,34.349998,34.849998,4745400,22.867403
"2002-02-25",34.849998,35.25,34.75,35.025002,8270800,22.982239
"2002-02-26",35.450001,35.974998,35.099998,35.900002,8465600,23.556368
"2002-02-27",36,36.950001,35.875,36.474998,7065400,23.93367
"2002-02-28",36.900002,37.474998,36.424999,36.474998,6903600,23.93367
"2002-03-01",36.424999,37.375,36.25,37.099998,5839600,24.343775
"2002-03-04",37.105,38.875,37.105,38.625,6993200,25.344433
"2002-03-05",38.450001,38.455002,36.674999,36.950001,12723200,24.245346
"2002-03-06",36.950001,37.549999,36.855,37.5,7921200,24.606234
"2002-03-07",37.674999,37.674999,36.52,37.345001,5522000,24.504532
"2002-03-08",37.650002,37.950001,37.294998,37.66,5351800,24.711216
"2002-03-11",37.66,38.119999,37.349998,37.845001,4286200,24.832613
"2002-03-12",37.625,37.790001,37.145,37.5,3899000,24.606234
"2002-03-13",37.5,37.5,36.924999,36.945,3999800,24.242065
"2002-03-14",37,37.474998,36.794998,37.325001,3959600,24.491404
"2002-03-15",37.325001,37.41,36.849998,37.174999,8160000,24.392973
"2002-03-18",37.025002,37.195,36.200001,36.849998,5309600,24.179733
"2002-03-19",37.049999,37.375,36.825001,37.049999,4033000,24.310965
"2002-03-20",37.049999,37.150002,36.575001,36.610001,3300800,24.022257
"2002-03-21",36.5,36.634998,36.075001,36.48,3739200,23.936951
"2002-03-22",36.355,36.455002,35.91,36.424999,4783200,23.900866
"2002-03-25",36.549999,36.625,35.799999,35.849998,3454400,23.52356
"2002-03-26",35.849998,36.474998,35.75,36,4100200,23.621981
"2002-03-27",35.900002,37.075001,35.889999,36.875,5119400,24.196142
"2002-03-28",36.950001,37.799999,36.900002,37.099998,4197200,24.343775
"2002-04-01",37,37.224998,36.25,37.150002,3865000,24.376574
"2002-04-02",37,37.415001,36.689999,37.119999,3193200,24.356895
"2002-04-03",37,37.275002,36.240002,36.424999,3418200,23.900866
"2002-04-04",36.474998,36.755001,36.299999,36.73,3626800,24.100988
"2002-04-05",36.900002,37.075001,36.125,36.400002,3686000,23.884459
"2002-04-08",36.25,37.02,36.07,36.974998,3250000,24.261753
"2002-04-09",36.974998,37.27,36.400002,36.450001,3329000,23.917267
"2002-04-10",36.674999,37.775002,36.615002,37.5,5394600,24.606234
"2002-04-11",37.325001,37.544998,36.900002,37.174999,4751200,24.392973
"2002-04-12",37.25,37.325001,36.395,36.395,5156800,23.881187
"2002-04-15",36.5,36.625,35.924999,35.924999,4084600,23.572781
"2002-04-16",36.424999,36.740002,36.099998,36.540001,4393800,23.976322
"2002-04-17",36.375,36.375,34.740002,34.900002,13422200,22.900206
"2002-04-18",34.974998,35.25,33.25,33.625,17773200,22.063593
"2002-04-19",34,34.5,33.459999,34.474998,10570600,22.621342
"2002-04-22",34.5,34.990002,34.200001,34.875,6314800,22.883797
"2002-04-23",34.75,34.924999,34.349998,34.625,5075800,22.719755
"2002-04-24",34.5,34.895,34.169998,34.220001,5634400,22.454021
"2002-04-25",34.075001,34.639999,33.525002,34.575001,5308600,22.686953
"2002-04-26",34.575001,35.02,34.125,34.174999,4706000,22.424492
"2002-04-29",34.299999,34.955002,33.875,33.950001,4218000,22.276848
"2002-04-30",34.375,35.490002,34.055,35.084999,5558000,23.021593
"2002-05-01",34.75,35.494999,33.970001,35.305,5456000,23.165966
"2002-05-02",34.775002,35.060001,34.450001,34.755001,5098800,22.805065
"2002-05-03",34.880001,34.974998,34.25,34.814999,3345600,22.844427
"2002-05-06",34.775002,34.775002,33.599998,33.669998,3894800,22.093122
"2002-05-07",33.825001,34.889999,33.825001,34.075001,7028000,22.358873
"2002-05-08",34.599998,35.299999,34.549999,35.150002,4266000,23.064249
"2002-05-09",34.875,35.099998,34.720001,34.75,5314400,22.801771
"2002-05-10",34.900002,35,34.375,34.375,4685600,22.555719
"2002-05-13",34.599998,35.049999,34.349998,34.775002,4226600,22.81819
"2002-05-14",35.375,35.5,35.049999,35.450001,4240400,23.261101
"2002-05-15",35.325001,35.544998,35.125,35.224998,3097800,23.274313
"2002-05-16",35.23,35.404999,34.865002,34.924999,4622800,23.076096
"2002-05-17",35.049999,35.189999,34.775002,35.150002,4712200,23.22476
"2002-05-20",35.025002,35.075001,34.400002,34.650002,3724800,22.8944
"2002-05-21",34.900002,35.095001,33.700001,34.005001,4177200,22.468218
"2002-05-22",34.075001,34.349998,33.700001,34.139999,3117200,22.557417
"2002-05-23",34.5,34.700001,33.599998,34.599998,3518200,22.861353
"2002-05-24",34.599998,34.720001,34.450001,34.560001,3570600,22.834921
"2002-05-28",34.525002,34.599998,34.080002,34.16,2880600,22.570633
"2002-05-29",34.049999,34.349998,33.900002,34.099998,2553600,22.530993
"2002-05-30",34,34.200001,33.57,34.150002,3489000,22.564035
"2002-05-31",34.25,34.625,34.110001,34.435001,5142200,22.752333
"2002-06-03",34.400002,34.549999,32.950001,33.099998,5079600,21.870256
"2002-06-04",33.25,33.299999,32.625,33.080002,4603400,21.857048
"2002-06-05",33.200001,34.400002,33.084999,34.259998,4841200,22.636711
"2002-06-06",34.25,34.299999,33.880001,33.974998,5615400,22.448395
"2002-06-07",33.650002,34.395,33.599998,34.18,4604600,22.583849
"2002-06-10",34.375,34.875,34.195,34.544998,3413400,22.82501
"2002-06-11",34.799999,35.099998,34.200001,34.360001,4744000,22.702776
"2002-06-12",34.299999,34.974998,34.115002,34.974998,4203400,23.109123
"2002-06-13",34.875,34.974998,34.349998,34.375,3389000,22.712688
"2002-06-14",33.950001,34.415001,33.400002,34.125,4866000,22.547504
"2002-06-17",34.130001,34.900002,34.125,34.740002,5128000,22.953865
"2002-06-18",34.549999,35.115002,34.450001,34.924999,3122400,23.076096
"2002-06-19",34.799999,35.5,34.645,34.955002,5115400,23.095917
"2002-06-20",34.974998,35.325001,34.400002,34.400002,4217200,22.729208
"2002-06-21",33.974998,34.150002,32.849998,32.875,8891400,21.7216
"2002-06-24",32.299999,33.549999,32,33.25,7386400,21.969372
"2002-06-25",33.25,33.740002,32.974998,33.025002,5793000,21.820705
"2002-06-26",32.650002,32.849998,31.950001,32.424999,5747400,21.424267
"2002-06-27",32.625,33.450001,32.41,33.450001,5664400,22.101515
"2002-06-28",33.25,34.255001,33.25,33.950001,4671000,22.431879
"2002-07-01",33.875,33.895,33,33.16,3912400,21.909903
"2002-07-02",33.16,33.16,32.375,32.549999,4746400,21.506847
"2002-07-03",32.700001,32.91,31.825001,32.415001,3439000,21.417648
"2002-07-05",33.700001,34.625,33.575001,34.625,3379800,22.877867
"2002-07-08",34.625,34.869999,33.875,34.049999,3998600,22.497955
"2002-07-09",33.974998,34.349998,33.43,33.450001,3662800,22.101515
"2002-07-10",33.700001,33.834999,31.75,32.099998,4853600,21.209518
"2002-07-11",32,32.599998,31.32,32.095001,6860400,21.206221
"2002-07-12",32.095001,32.400002,31.115,31.655001,5014200,20.915503
"2002-07-15",31.549999,31.6,29.950001,31.174999,6624800,20.598343
"2002-07-16",31,31.450001,30.299999,30.950001,6003000,20.449686
"2002-07-17",32,32.549999,31.35,32.474998,10535000,21.457306
"2002-07-18",32.474998,33.125,32.049999,32.224998,7282800,21.292112
"2002-07-19",32.224998,32.224998,30.74,30.82,7186200,20.363779
"2002-07-22",30.875,31.575001,29.305,30,8175800,19.821991
"2002-07-23",30.5,31.299999,30.15,30.639999,8042400,20.24485
"2002-07-24",30.5,32.57,29.959999,32.25,8171600,21.308626
"2002-07-25",32.255001,33,31.4,32.75,7426200,21.638992
"2002-07-26",33.125,33.125,32.099998,32.895,4087000,21.734808
"2002-07-29",33.150002,35.099998,33.150002,35.049999,5768800,23.158676
"2002-07-30",35,36.029999,34.764999,35.5,8523800,23.456005
"2002-07-31",35.099998,35.240002,34.07,34.75,6428200,22.960459
"2002-08-01",34.625,34.625,33.900002,33.974998,4522200,22.448395
