"","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"2008-05-14",20.825001,21.0875,20.362499,20.557501,51400400,16.300053
"2008-05-15",20.6325,20.7325,20.2775,20.5625,36688800,16.304014
"2008-05-16",20.6775,20.7125,20.315001,20.592501,34066800,16.327801
"2008-05-19",20.567499,21.184999,20.5375,20.83,45473200,16.516121
"2008-05-20",20.719999,20.959999,20.477501,20.684999,40702000,16.401152
"2008-05-21",20.67,20.8575,20.129999,20.2125,41831600,16.026499
"2008-05-22",20.1425,20.15,19.040001,19.327499,85283600,15.324786
"2008-05-23",18.959999,19.327499,18.780001,19.0875,42196400,15.134495
"2008-05-27",19.23,19.735001,18.59,19.684999,62776400,15.608244
"2008-05-28",20.0725,20.487499,19.887501,20.48,52996000,16.2386
"2008-05-29",20.8575,21.737499,20.752501,21.3125,100613200,16.898687
"2008-05-30",21.504999,21.889999,21.452499,21.59,72016000,17.118721
"2008-06-02",21.5525,21.737499,21.15,21.5175,36856000,17.061241
"2008-06-03",21.752501,21.987499,21.5075,21.889999,48411600,17.356586
"2008-06-04",21.77,22.025,21.32,21.370001,40684400,16.944283
"2008-06-05",21.615,21.809999,21.397499,21.809999,27059600,17.293158
"2008-06-06",21.475,21.497499,20.887501,20.9125,41748000,16.581533
"2008-06-09",21,21.237499,20.139999,20.535,45240000,16.282219
"2008-06-10",20.075001,20.717501,19.9025,20.077499,36048400,15.919462
"2008-06-11",20.25,20.25,19.4,19.434999,56996400,15.410025
"2008-06-12",19.737499,20.192499,19.637501,19.889999,44605600,15.770786
"2008-06-13",20.065001,20.452499,20.0375,20.3825,30689200,16.161293
"2008-06-16",20.370001,20.875,20.275,20.817499,34384000,16.506208
"2008-06-17",21.025,21.245001,20.92,21.1675,33277600,16.78372
"2008-06-18",20.93,21.174999,20.860001,20.965,33724000,16.623158
"2008-06-19",20.870001,21.1,20.405001,21.067499,36925200,16.704432
"2008-06-20",20.7425,21.125,20.6875,20.8925,42546800,16.56567
"2008-06-23",20.9625,21.0875,20.254999,20.264999,30141200,16.068127
"2008-06-24",20.014999,20.735001,19.627501,20.665001,49891200,16.385286
"2008-06-25",20.84,21.105,20.465,20.514999,50711600,16.266348
"2008-06-26",20.15,20.184999,19.504999,19.775,76562800,15.679604
"2008-06-27",19.700001,20.717501,19.637501,20.65,176022800,16.373394
"2008-06-30",20.502501,20.709999,20.075001,20.327499,49301200,16.117682
"2008-07-01",19.91,20.352501,19.799999,20.352501,44921600,16.137506
"2008-07-02",20.475,20.6,19.825001,19.855,33804000,15.743042
"2008-07-03",19.84,19.952499,19.3125,19.5175,28738800,15.475436
"2008-07-07",19.625,19.985001,18.5,18.905001,79944400,14.989785
"2008-07-08",18.7225,19.875,18.0625,19.764999,95796400,15.671677
"2008-07-09",19.75,19.775,18.85,18.967501,55322000,15.039339
"2008-07-10",18.940001,19.405001,18.4725,19.3125,52812000,15.312892
"2008-07-11",18.9,19.362499,18.5,18.637501,54645200,14.777685
"2008-07-14",19.022499,19.045,18.125,18.145,42679600,14.387182
"2008-07-15",17.815001,17.827499,16.8225,17.105,84268800,13.562564
"2008-07-16",17.0825,18.139999,16.627501,18.057501,92448800,14.317801
"2008-07-17",18.424999,18.764999,17.8375,18.764999,67268800,14.878779
"2008-07-18",18.559999,18.622499,18.030001,18.35,46632000,14.549726
"2008-07-21",18.477501,18.735001,17.8925,17.975,52937200,14.252384
"2008-07-22",17.4,18.557501,16.975,18.512501,65408000,14.678575
"2008-07-23",18.375,18.75,18.15,18.3125,49942800,14.519989
"2008-07-24",18.23,18.432501,17.49,17.52,36625600,13.891617
"2008-07-25",17.635,18.0875,17.2675,17.99,38690800,14.264277
"2008-07-28",18.102501,18.4,17.5625,17.637501,35699200,13.984787
"2008-07-29",17.7575,18.9925,17.752501,18.9925,49040400,15.059159
"2008-07-30",19.3125,19.725,18.567499,19.612499,76089200,15.550761
"2008-07-31",19.055,19.5375,17.872499,18.264999,148888800,14.482326
"2008-08-01",18.325001,18.525,17.5875,17.932501,61715600,14.218689
"2008-08-04",17.940001,18.4,17.875,18.125,42686000,14.371319
"2008-08-05",18.299999,18.557501,18.08,18.4,34354800,14.58937
"2008-08-06",18.200001,18.202499,17.7675,17.870001,40924000,14.169128
"2008-08-07",17.695,17.8125,17.334999,17.375,43847200,13.776649
"2008-08-08",17.442499,18.2125,17.2775,18.15,36354400,14.391149
"2008-08-11",18.110001,19.125,17.987499,18.6975,55289200,14.825261
"2008-08-12",18.549999,18.700001,18.15,18.200001,33734400,14.430793
"2008-08-13",18.1875,18.5425,18.120001,18.4825,29924800,14.739825
"2008-08-14",18.467501,18.9475,18.4,18.945,25839200,15.108667
"2008-08-15",18.997499,19.1325,18.7075,18.9475,26003200,15.110662
"2008-08-18",18.905001,19.0625,18.535,18.735001,25850400,14.941191
"2008-08-19",18.612499,18.809999,18.4025,18.434999,21104800,14.701941
"2008-08-20",18.525,18.6775,18.415001,18.6425,18118800,14.867423
"2008-08-21",18.49,18.66,18.297501,18.594999,15544800,14.82954
"2008-08-22",18.84,18.9475,18.459999,18.522499,20955600,14.771724
"2008-08-25",18.379999,18.7225,18.282499,18.33,18039600,14.618206
"2008-08-26",18.4175,18.575001,18.217501,18.334999,18667200,14.622186
"2008-08-27",18.2575,18.625,18.2125,18.612499,19141600,14.843501
"2008-08-28",18.6875,18.952499,18.5425,18.9125,26741200,15.082747
"2008-08-29",18.74,19,18.674999,18.975,19326400,15.132588
"2008-09-02",19.2075,19.375,18.5975,18.747499,29898400,14.951161
"2008-09-03",18.639999,18.834999,18.0175,18.262501,35400800,14.564374
"2008-09-04",18.129999,18.157499,17.4375,17.625,37670000,14.055964
"2008-09-05",17.4925,17.995001,17.3125,17.940001,40616800,14.307177
"2008-09-08",18.377501,18.5725,17.17,17.525,56669600,13.976213
"2008-09-09",17.5875,17.5875,16.795,16.872499,49882000,13.455841
"2008-09-10",16.817499,17.475,16.657499,17.26,43936800,13.764879
"2008-09-11",16.852501,17.84,16.762501,17.737499,47132000,14.145681
"2008-09-12",17.4825,17.915001,17.3125,17.9125,28240400,14.285248
"2008-09-15",17.165001,17.745001,17.065001,17.344999,38734400,13.832664
"2008-09-16",16.655001,17.24,16.25,16.5875,83596400,13.228558
"2008-09-17",16.452499,16.987499,16.002501,16.022499,67536800,12.777967
"2008-09-18",16.049999,16.809999,14.595,16.725,84189200,13.338213
"2008-09-19",17.752501,17.790001,16.76,17.3925,68941600,13.870543
"2008-09-22",17.23,17.247499,16.225,16.295,46266400,12.995287
"2008-09-23",16.4625,16.8675,16.0275,16.725,43803600,13.338213
"2008-09-24",16.762501,16.93,16.375,16.42,24532400,13.094977
"2008-09-25",16.4375,16.6175,16.135,16.15,23895200,12.879651
"2008-09-26",15.6825,15.85,15.2,15.51,51171200,12.369247
"2008-09-29",15.075,15.12,13.9725,14.45,78439200,11.523895
"2008-09-30",14.095,15.3575,14.095,15.3475,38720400,12.239654
"2008-10-01",15.1875,15.525,14.8025,15.3275,27054000,12.223704
"2008-10-02",15.3725,15.3725,14.3275,14.3975,35216000,11.482026
"2008-10-03",14.7675,15.0425,14.0775,14.21,58355600,11.332496
"2008-10-06",13.355,14.005,12.5625,13.845,87360800,11.041407
"2008-10-07",14,14.11,12.655,12.7875,75845600,10.19805
"2008-10-08",12.2525,13.6075,11.9375,13.1575,75210400,10.493127
"2008-10-09",13.4475,13.985,12.3525,12.4625,42537600,9.938863
"2008-10-10",11.75,13.4875,11.75,13,72541600,10.367521
"2008-10-13",13.7475,14.75,13.3975,14.7175,49433200,11.737228
"2008-10-14",15.5,15.5275,13.8125,14.4025,53142400,11.486015
"2008-10-15",13.88,14,12.1325,12.4375,76699200,9.918924
"2008-10-16",12.5375,13.3325,12.01,13.2675,56062800,10.580851
"2008-10-17",12.875,13.7675,12.875,13.055,35098400,10.411383
"2008-10-20",13.3275,13.455,12.78,13.0025,35965600,10.369513
"2008-10-21",12.8375,13.2675,12.5725,12.675,28995600,10.108331
"2008-10-22",12.4925,13,12,12.1275,40243600,9.6717
"2008-10-23",12.19,12.3875,11.435,12.08,47970000,9.633821
"2008-10-24",10.95,12.125,10.935,11.995,40798800,9.566031
"2008-10-27",11.7525,12.3,11.61,11.6475,41901600,9.288898
"2008-10-28",11.975,12.895,11.7625,12.4925,58436000,9.962787
"2008-10-29",12.6,13.3775,12.3775,12.6725,55994400,10.10634
"2008-10-30",12.6475,14.04,12.645,13.5625,74913200,10.816114
"2008-10-31",13.4725,14.02,13.25,13.8375,40372800,11.035428
"2008-11-03",13.98,14.025,12.9775,13.1225,28425200,10.465214
"2008-11-04",13.595,15.1125,13.47,14.9525,73603600,11.924643
"2008-11-05",14.5725,14.8,14.1075,14.1175,44992000,11.258729
"2008-11-06",13.76,14,12.685,12.8825,52092800,10.273813
"2008-11-07",13.1125,13.7,12.8275,13.375,30906400,10.666583
"2008-11-10",13.825,13.825,12.8,12.9975,26516800,10.365524
"2008-11-11",12.7475,13.7475,12.59,13.4475,32392800,10.724401
"2008-11-12",13.1125,13.9125,12.795,12.9375,42746000,10.398872
"2008-11-13",12.97,13.645,12.4725,13.61,38733600,10.939411
"2008-11-14",13.2775,14.25,13.1125,13.56,37410400,10.899224
"2008-11-17",13.2775,13.5575,12.915,13.19,29303200,10.601826
"2008-11-18",13.1975,13.77,13.1525,13.66,31482800,10.9796
"2008-11-19",13.5,13.96,12.81,12.895,34948000,10.364709
"2008-11-20",12.5525,12.825,12,12.035,50990000,9.673463
"2008-11-21",12.4,12.4,10.885,11.595,84771200,9.3198
"2008-11-24",11.9025,12.5,11.445,12.43,44853600,9.990953
"2008-11-25",12.59,12.7425,12.25,12.3825,44959600,9.952776
"2008-11-26",12.2025,13,12.05,13,27670000,10.44911
"2008-11-28",12.9275,13.185,12.7925,13.14,10610000,10.561634
"2008-12-01",12.75,12.785,11.9175,12.0125,30951600,9.655376
"2008-12-02",12.1725,12.44,11.8825,12.42,26573200,9.982918
"2008-12-03",12.03,13.1875,12.0275,13.11,36399600,10.537522
"2008-12-04",12.9825,13.1875,12.555,12.7025,30484400,10.209984
"2008-12-05",12.4375,13.3675,12.125,13.295,40991600,10.686222
"2008-12-08",13.6,14.4175,13.4925,14.04,53093600,11.285036
"2008-12-09",13.875,14.11,13.275,13.3825,32127200,10.756553
"2008-12-10",13.2875,13.4625,12.7375,13.29,30186800,10.682203
"2008-12-11",13.1,13.6475,12.93,13.0225,29928400,10.467195
"2008-12-12",12.6275,13.4775,12.625,13.2375,25100000,10.640006
"2008-12-15",13.2025,13.4425,12.9425,13.1875,21858800,10.599815
"2008-12-16",13.325,13.695,13.185,13.6925,30714400,11.005724
"2008-12-17",13.5725,14,13.515,13.84,24687600,11.124279
"2008-12-18",13.8425,14.0475,13.5175,13.675,30374800,10.991657
"2008-12-19",13.6275,14.0575,13.445,13.7425,35585200,11.045913
"2008-12-22",13.715,13.81,13.245,13.4375,14083600,10.800763
"2008-12-23",13.38,13.6,13.28,13.4125,10670400,10.780666
"2008-12-24",13.36,13.4375,13.1625,13.2225,6529600,10.627945
"2008-12-26",13.195,13.365,12.9825,13.3125,6476400,10.700288
"2008-12-29",13.2625,13.3975,12.9825,13.0425,13801600,10.483268
"2008-12-30",13.05,13.05,12.5675,12.7475,17095200,10.246154
"2008-12-31",12.6525,13.1925,12.65,13.1125,16371600,10.539532
"2009-01-02",13.23,13.4275,13.06,13.36,13199200,10.738467
"2009-01-05",13.25,13.825,13.25,13.455,16600000,10.814823
"2009-01-06",13.625,14.495,13.625,14.4025,32506400,11.576406
"2009-01-07",14.1725,14.4875,13.9975,14.09,28441600,11.325227
"2009-01-08",14.0025,14.075,13.3175,13.94,34683600,11.204659
"2009-01-09",14.005,14.0775,13.695,13.905,16702400,11.176526
"2009-01-12",13.8225,14.0375,13.14,13.24,31520400,10.642017
"2009-01-13",13.1875,13.335,12.8775,13.285,23133200,10.678184
"2009-01-14",13.0025,13.1525,12.555,12.7425,25246800,10.242133
"2009-01-15",12.595,12.7125,11.875,12.345,47446400,9.922632
"2009-01-16",12.2575,12.3625,11.3025,11.8525,69204800,9.526772
"2009-01-20",11.5125,11.6025,10.515,10.605,59766000,8.524062
"2009-01-21",10.8,11.2875,10.675,11.045,50503200,8.877724
"2009-01-22",10.945,11.42,10.8075,11.045,31927600,8.877724
"2009-01-23",10.6725,11.1125,10.445,11.08,22617200,8.905856
"2009-01-26",11.075,11.31,10.63,10.6475,24009200,8.558223
"2009-01-27",10.8725,11.0475,10.66,11.0375,26436000,8.871694
"2009-01-28",11.4775,11.87,11.3125,11.805,32089600,9.488595
"2009-01-29",11.485,12.0275,11.3125,11.5675,26097600,9.297697
"2009-01-30",11.7625,12.3375,11.715,12.3375,30315200,9.916606
"2009-02-02",12.065,12.4975,11.885,12.4925,28544000,10.041189
"2009-02-03",12.5525,12.7375,12.0475,12.0975,28953600,9.723698
"2009-02-04",12.215,12.56,12.14,12.2825,33166400,9.872396
"2009-02-05",13.06,13.775,12.875,13.435,96728400,10.798752
"2009-02-06",13.4875,14,13.42,13.8525,45907600,11.13433
"2009-02-09",13.88,14.0875,13.65,13.83,31874400,11.116244
"2009-02-10",13.7825,14,13.4025,13.4625,38071600,10.820852
"2009-02-11",13.525,13.8075,13.375,13.74,23668000,11.130713
"2009-02-12",13.57,14.15,13.275,14.1,34827600,11.422349
"2009-02-13",14.2325,14.4875,13.815,13.9875,40788000,11.331214
"2009-02-17",13.6725,13.8,13.4175,13.5625,35581600,10.986926
"2009-02-18",13.6425,14.2225,13.5625,14.0375,36329200,11.37172
"2009-02-19",14.2375,14.475,13.8725,13.9075,35102400,11.266406
"2009-02-20",13.6625,14.0225,13.625,13.915,42908000,11.272482
"2009-02-23",14.01,14.21,13.4975,13.5625,31967200,10.986926
"2009-02-24",13.585,14.245,13.4025,14.0875,43590800,11.412225
"2009-02-25",14.0275,14.1375,13.785,13.855,34394800,11.223877
"2009-02-26",14.0625,14.165,13.6975,14.015,35902400,11.353494
"2009-02-27",13.75,14.475,13.75,14.1775,47237200,11.485133
"2009-03-02",13.9825,14.2425,13.4675,13.54,39060000,10.968701
"2009-03-03",13.6825,13.9075,13.3025,13.59,42195600,11.009203
"2009-03-04",13.75,13.9675,13.475,13.8225,35775200,11.197551
"2009-03-05",13.6375,13.8725,13.17,13.355,44144800,10.81883
"2009-03-06",13.44,13.5375,12.3025,12.5475,60701600,10.164677
"2009-03-09",12.4175,12.77,12.185,12.45,33554400,10.08569
"2009-03-10",12.7475,13.2175,12.6475,13.2175,38644400,10.707438
"2009-03-11",13.415,13.415,12.63,12.8425,36124400,10.403656
"2009-03-12",12.825,13.5225,12.5675,13.5225,43276000,10.95452
"2009-03-13",13.565,13.8375,12.925,13.0125,49564400,10.541372
"2009-03-16",13.245,13.4325,12.965,13.0425,33474400,10.565677
"2009-03-17",13,13.845,12.8325,13.8225,25730400,11.197551
"2009-03-18",13.6125,14.125,13.365,14.0775,45296400,11.404126
"2009-03-19",14.095,14.175,13.1075,13.1725,41743600,10.670988
"2009-03-20",13.3,13.59,13.125,13.1325,33476000,10.638582
"2009-03-23",13.4675,13.895,13.225,13.885,44656800,11.248179
"2009-03-24",13.57,13.6975,13.3175,13.4,43555600,10.855285
"2009-03-25",13.4875,13.6875,12.82,13.1875,58624800,10.683139
"2009-03-26",13.345,13.9475,13.13,13.875,59466400,11.240078
"2009-03-27",13.57,14.0775,13.5525,13.5625,32687200,10.986926
"2009-03-30",13.325,13.7125,13.2525,13.375,38596400,10.835032
"2009-03-31",13.6,14.0575,13.46,13.9,47446400,11.260334
"2009-04-01",13.6875,14,13.4075,13.5725,44144400,10.995027
"2009-04-02",13.865,14.2775,13.78,13.8975,47396800,11.258308
"2009-04-03",13.8175,15.04,13.8175,15.02,57694800,12.167643
"2009-04-06",14.675,15.01,14.4375,14.7825,44927600,11.975239
"2009-04-07",14.595,14.69,14.2675,14.2875,27122400,11.574244
"2009-04-08",14.45,14.4675,14.1025,14.455,23815600,11.709936
"2009-04-09",14.7125,14.8825,14.4075,14.6975,45785600,11.906383
"2009-04-13",14.54,15.35,14.5,15.2775,38124400,12.37624
"2009-04-14",15.0275,15.23,14.5325,14.5825,35712000,11.813222
"2009-04-15",14.5075,14.82,14.3125,14.7775,29687600,11.971189
"2009-04-16",14.525,14.8425,14.375,14.5175,36114000,11.760567
"2009-04-17",14.545,14.7825,14.315,14.5,37814400,11.746387
"2009-04-20",14.25,14.42,13.74,13.75,42577200,11.138819
"2009-04-21",13.71,14.675,13.5625,14.6575,37746000,11.87398
"2009-04-22",14.45,14.985,14.3025,14.3775,34680000,11.647149
"2009-04-23",14.5625,14.7425,14.275,14.5575,35890800,11.79297
"2009-04-24",14.8275,15.1875,14.51,15.095,39686000,12.228396
"2009-04-27",14.695,14.93,14.6575,14.7175,29496800,11.922584
"2009-04-28",14.5375,15.51,14.525,15.1775,42287600,12.295231
"2009-04-29",15.4725,15.935,15.3775,15.8775,59240400,12.862295
"2009-04-30",16.035,17,15.98,16.24,101753600,13.155953
"2009-05-01",16.0375,16.575001,15.66,16.252501,60616800,13.166082
"2009-05-04",16.52,17.139999,16.18,17.049999,78935200,13.812136
"2009-05-05",16.955,17.125,16.7425,16.8475,56786000,13.648088
"2009-05-06",17.0175,17.055,16.4375,16.547501,41830400,13.405063
"2009-05-07",16.657499,16.75,16.3375,16.3825,34731200,13.271392
"2009-05-08",16.4925,17.1175,16.375,17.1075,37834800,13.858715
"2009-05-11",16.700001,16.987499,16.4825,16.4825,25980000,13.352407
"2009-05-12",16.709999,16.8125,16.1775,16.305,36373600,13.208612
"2009-05-13",16.08,16.3675,15.8775,16.1175,47555600,13.141347
"2009-05-14",15.995,16.275,15.8775,16.129999,32861600,13.15154
"2009-05-15",16.112499,16.375,16.004999,16.2675,24682000,13.263645
"2009-05-18",16.33,16.637501,16.065001,16.602501,59304400,13.53679
"2009-05-19",16.5075,16.577499,16.0725,16.200001,45784400,13.20861
"2009-05-20",16.315001,16.74,16.1525,16.24,33858000,13.241223
"2009-05-21",16.127501,16.58,16.1175,16.57,55723600,13.51029
"2009-05-22",16.727501,16.875,16.307501,16.4375,21735200,13.40226
"2009-05-26",16.4475,16.7225,16.32,16.692499,20556800,13.610168
"2009-05-27",16.5825,17.035,16.3125,16.48,27156800,13.436909
"2009-05-28",16.5725,16.747499,16.4375,16.625,20184000,13.555133
"2009-05-29",16.657499,16.975,16.450001,16.9275,32198400,13.801779
"2009-06-01",17.125,17.237499,16.455,16.665001,43628000,13.587748
"2009-06-02",16.6,16.75,16.375,16.702499,31043600,13.618326
"2009-06-03",16.672501,17.190001,16.467501,17.057501,35362800,13.907775
"2009-06-04",17.112499,17.809999,17.08,17.379999,56221200,14.170716
"2009-06-05",17.502501,17.709999,17.200001,17.32,74260800,14.121797
"2009-06-08",17.165001,17.65,17.137501,17.450001,20636000,14.227793
"2009-06-09",17.5175,17.592501,17.1175,17.157499,21773200,13.989311
"2009-06-10",17.2575,17.48,16.99,17.317499,33797200,14.11976
"2009-06-11",17.3375,17.4,16.665001,16.68,43948800,13.599977
"2009-06-12",16.7225,16.799999,16.077499,16.09,80963200,13.118921
"2009-06-15",15.995,16.469999,15.7675,16.1075,25564400,13.133194
"2009-06-16",16.275,16.275,15.53,15.615,29788400,12.731634
"2009-06-17",15.615,15.775,15.2,15.3375,32063600,12.505377
"2009-06-18",15.365,15.5275,15.1575,15.3525,32168400,12.517609
"2009-06-19",15.425,15.525,15.215,15.3425,25469200,12.509453
"2009-06-22",15.185,15.74,15.175,15.31,30168000,12.482951
"2009-06-23",15.3325,15.7175,15.33,15.6675,19989600,12.774441
"2009-06-24",15.75,15.7875,15.225,15.2725,22798800,12.452375
"2009-06-25",15.2225,15.57,15.0675,15.4875,20882800,12.627678
"2009-06-26",15.455,15.955,15.39,15.955,19751600,13.008849
"2009-06-29",15.9725,15.9725,15.625,15.745,22680800,12.837628
"2009-06-30",15.6875,15.9825,15.505,15.565,49253600,12.690866
"2009-07-01",15.57,15.6425,15.195,15.2,26167600,12.393264
"2009-07-02",15.2,15.425,15.02,15.02,21514800,12.246504
"2009-07-06",15.0175,15.275,14.975,15.1675,23382400,12.366765
"2009-07-07",15.3325,15.3325,14.85,14.9275,30361600,12.171083
"2009-07-08",14.93,15.08,14.5,14.8725,64080400,12.126242
"2009-07-09",15.035,15.1625,14.9375,15.11,26616400,12.319885
"2009-07-10",14.9675,15.0825,14.8525,14.965,16654800,12.201658
"2009-07-13",15.0275,15.105,14.775,15.0875,30640000,12.301538
"2009-07-14",15.125,15.1275,14.91,15.0725,13291200,12.289306
"2009-07-15",15.25,15.6875,15.1675,15.6625,36492400,12.770365
"2009-07-16",15.6125,16.18,15.55,16.102501,50086000,13.129117
"2009-07-17",16.0625,16.25,16,16.025,18075600,13.065926
"2009-07-20",16.09,16.82,16.075001,16.780001,32220400,13.681518
"2009-07-21",16.780001,16.799999,16.4475,16.7875,17742800,13.68763
"2009-07-22",16.655001,16.889999,16.58,16.7125,25328400,13.626479
"2009-07-23",16.799999,16.959999,16.655001,16.797501,19396000,13.695783
"2009-07-24",16.567499,16.9125,16.5625,16.8225,13194800,13.716165
"2009-07-27",16.8125,17.077499,16.7775,17.047501,14245200,13.899619
"2009-07-28",16.9275,17.075001,16.532499,16.575001,22644800,13.514369
"2009-07-29",16.65,16.7225,16.43,16.695,22032400,13.612207
"2009-07-30",16.922501,17.42,16.7075,16.8025,57776000,13.699858
"2009-07-31",16.735001,16.7925,16.3375,16.365,33046800,13.343143
"2009-08-03",16.547501,17.2775,16.475,17.2775,30334400,14.087147
"2009-08-04",17.0825,17.2775,16.975,17.275,18686400,14.085108
"2009-08-05",17.297501,17.297501,16.965,17.094999,19874400,13.938349
"2009-08-06",17.129999,17.422501,16.987499,17.1625,20892800,13.993384
"2009-08-07",17.309999,17.4125,17.182501,17.2925,15380400,14.099379
"2009-08-10",17.26,17.372499,17.15,17.219999,10038800,14.040266
"2009-08-11",17.135,17.3125,17.1325,17.1525,14537600,13.985229
"2009-08-12",17.0725,17.262501,16.969999,17.112499,14430400,14.038553
"2009-08-13",17.125,17.219999,16.985001,17.17,14968400,14.085728
"2009-08-14",17.075001,17.17,16.875,16.950001,12207600,13.905244
"2009-08-17",16.709999,16.745001,16.51,16.6075,19771200,13.624269
"2009-08-18",16.6625,16.834999,16.637501,16.752501,17076800,13.743221
"2009-08-19",16.5825,16.809999,16.5375,16.799999,15451600,13.782187
"2009-08-20",16.772499,16.997499,16.6875,16.952499,12149200,13.907293
"2009-08-21",17.084999,17.262501,16.9625,17.25,27450800,14.151359
"2009-08-24",17.3125,17.375,16.940001,16.987499,19978400,13.936005
"2009-08-25",17.0375,17.25,16.975,17.245001,17574400,14.147254
"2009-08-26",17.15,17.6075,17.112499,17.549999,18964400,14.39747
"2009-08-27",17.42,17.5625,17.32,17.4275,20604000,14.296968
"2009-08-28",17.512501,17.625,17.32,17.625,14021600,14.458991
"2009-08-31",17.424999,17.83,17.4,17.775,21521200,14.582046
"2009-09-01",17.695,18,17.535,17.545,22288400,14.393365
"2009-09-02",17.442499,17.715,17.3575,17.525,13335200,14.376954
"2009-09-03",17.602501,17.762501,17.450001,17.727501,17066400,14.54308
"2009-09-04",17.6625,17.737499,17.512501,17.59,9894400,14.430279
"2009-09-08",17.674999,17.8125,17.540001,17.737499,12220400,14.551281
"2009-09-09",17.815001,17.825001,17.545,17.620001,16388000,14.454898
"2009-09-10",17.594999,18.122499,17.567499,18.077499,17001600,14.83021
"2009-09-11",18.125,18.125,17.9375,18.0725,15394000,14.826106
"2009-09-14",17.877501,18.25,17.875,18.217501,13099200,14.945063
"2009-09-15",18.25,18.362499,18.094999,18.299999,15351200,15.012741
"2009-09-16",18.3125,18.65,18.165001,18.522499,16601600,15.195269
"2009-09-17",18.487499,18.715,18.325001,18.455,14236400,15.139898
"2009-09-18",18.48,18.567499,18.290001,18.4475,15210000,15.133747
"2009-09-21",18.2675,18.575001,18.252501,18.3475,12940400,15.051712
"2009-09-22",18.4,18.682501,18.33,18.602501,15248400,15.260907
"2009-09-23",18.602501,18.747499,18.440001,18.48,14976400,15.160402
"2009-09-24",18.3475,18.477501,18.0625,18.3825,16050400,15.080423
"2009-09-25",18.2925,18.3125,17.307501,17.665001,48175200,14.49181
"2009-09-28",17.775,17.9625,17.627501,17.785,18369600,14.59025
"2009-09-29",17.797501,18.035,17.3025,17.3925,41892400,14.268258
"2009-09-30",17.4375,17.5,17.1525,17.2775,30467200,14.173913
"2009-10-01",17.192499,17.540001,17.192499,17.280001,28217200,14.175966
"2009-10-02",17.110001,17.275,16.635,16.9475,35416400,13.903192
"2009-10-05",16.967501,17.25,16.92,17.040001,19902400,13.979082
"2009-10-06",17.172501,17.174999,16.85,17.065001,36431200,13.999584
"2009-10-07",17.2875,17.834999,17.227501,17.715,49056800,14.532827
"2009-10-08",17.775,18.0075,17.6675,17.932501,24105200,14.711256
