"","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
"2014-10-15",75.002853,75.847893,74.717369,75.43679,4884800,59.76442
"2014-10-16",74.683113,76.042023,74.683113,75.539566,2532900,59.845844
"2014-10-17",75.996346,76.042023,75.002853,75.836472,2680300,60.081059
"2014-10-20",75.973503,76.921318,75.802216,76.921318,2064900,60.940529
"2014-10-21",76.921318,77.366676,76.213318,77.275322,2273900,61.220978
"2014-10-22",77.13829,77.355255,76.338928,77.206802,2264300,61.16671
"2014-10-23",77.503708,77.560806,76.658676,77.469452,2144700,61.374779
"2014-10-24",77.092613,77.206802,76.053444,76.47596,1818700,60.587685
"2014-10-27",76.795708,77.001259,76.076279,76.966995,2073300,60.976704
"2014-10-28",77.343842,77.343842,76.441704,77.05835,1329800,61.04908
"2014-10-29",76.852806,77.686424,76.213318,76.86422,5868900,60.895287
"2014-10-30",76.681511,77.686424,75.653763,77.640747,2795300,61.510487
"2014-10-31",78.154617,78.748428,77.640747,78.234558,2322700,61.980946
"2014-11-03",78.074684,78.737007,77.869133,78.508621,2515100,62.198055
"2014-11-04",78.234558,78.953979,78.234558,78.942558,1296600,62.541851
"2014-11-05",78.919724,79.033913,78.154617,78.919724,1386100,62.52375
"2014-11-06",78.737007,79.068176,77.412354,77.492294,1964500,61.392876
"2014-11-07",77.52655,78.268814,77.206802,77.949066,1919100,61.754745
"2014-11-10",77.7892,78.462944,77.663582,78.348747,1465700,62.071388
"2014-11-11",78.405846,78.4972,77.675003,78.245972,883800,61.989975
"2014-11-12",78.462944,78.462944,77.492294,78.051842,1184400,61.836182
"2014-11-13",78.314491,79.376495,78.086105,79.376495,1689600,62.885632
"2014-11-14",78.988235,79.296562,77.949066,78.405846,2130400,62.116631
"2014-11-17",78.188881,78.839783,78.131783,78.56572,1085400,62.243282
"2014-11-18",78.622818,79.068176,78.166039,78.828369,954700,62.451374
"2014-11-19",78.828369,78.953979,78.154617,78.245972,1084800,61.989975
"2014-11-20",78.143196,78.417267,77.663582,78.394424,1476700,62.107574
"2014-11-21",78.931137,79.627724,78.383011,79.61631,2211700,63.075607
"2014-11-24",79.650566,79.856117,79.193787,79.627724,1553600,63.084671
"2014-11-25",79.833275,80.39283,79.445015,80.267212,2456800,63.591293
"2014-11-26",80.267212,81.146515,80.095924,81.077995,2234000,64.233627
"2014-11-28",81.397736,82.41407,81.032318,81.706062,1040900,64.731216
"2014-12-01",81.489098,82.962204,81.260704,82.699554,1911700,65.51828
"2014-12-02",81.980133,82.950783,81.500511,82.768074,2969000,65.572601
"2014-12-03",82.722397,82.80233,82.174263,82.6082,1767300,65.445923
"2014-12-04",82.6082,83.030716,82.288452,82.859428,1608600,65.644958
"2014-12-05",82.242775,82.242775,80.404251,81.146515,2294500,64.287926
"2014-12-08",81.340645,82.471169,81.226448,81.843094,1599600,64.839783
"2014-12-09",81.454834,82.710976,81.306381,82.653877,2070100,65.482117
"2014-12-10",82.402649,84.012787,82.21994,83.441818,2661200,66.106354
"2014-12-11",83.533173,84.515244,83.533173,84.126984,2828800,66.64917
"2014-12-12",83.96711,85.828484,83.96711,85.006279,3338200,67.345802
"2014-12-15",85.006279,85.348862,82.653877,83.042137,2868500,65.789719
"2014-12-16",83.293365,83.373299,82.151421,82.208519,2936100,65.129288
"2014-12-17",82.573944,84.069885,82.197098,83.647369,2151600,66.269218
"2014-12-18",83.613106,83.613106,81.123672,82.048645,3049500,65.622406
"2014-12-19",82.379814,82.722397,81.466255,82.094322,3594800,65.658936
"2014-12-22",82.082909,84.001373,82.060066,83.955696,2307600,67.147644
"2014-12-23",84.16124,84.286858,82.836586,82.92794,2165700,66.325661
"2014-12-24",82.99646,83.373299,81.911613,81.911613,1295900,65.512779
"2014-12-26",82.277039,82.893684,81.968712,82.642456,973400,66.097321
"2014-12-29",82.779488,83.304787,82.585358,83.076393,1341200,66.444382
"2014-12-30",83.133492,83.830078,83.007881,83.236267,1560700,66.57225
"2014-12-31",83.567429,83.795822,81.808838,81.877357,1291200,65.48539
"2015-01-02",82.094322,84.195503,82.094322,83.715881,1987400,66.955841
"2015-01-05",82.99646,84.389633,82.745232,84.138405,2795400,67.293777
"2015-01-06",84.469566,86.399452,84.469566,86.011192,4307200,68.791626
"2015-01-07",86.091125,87.598495,85.417381,87.290169,2984100,69.814545
"2015-01-08",87.769783,87.769783,86.011192,86.867645,3676100,69.476601
"2015-01-09",86.867645,87.484299,85.748543,86.856232,2180200,69.467491
"2015-01-12",87.30159,87.998177,86.84481,87.861137,1800600,70.271217
"2015-01-13",87.929657,88.786118,87.404366,88.192307,2668200,70.536079
"2015-01-14",88.043854,89.071602,87.655586,88.637665,2636400,70.892273
"2015-01-15",88.843208,89.208633,87.781204,88.740433,4256500,70.974457
"2015-01-16",88.774696,89.539795,88.500626,89.071602,8465700,71.239349
"2015-01-20",89.345665,91.14994,89.242889,89.996574,4469500,72.149803
"2015-01-21",89.791023,89.8367,88.968826,89.459862,3032300,71.719543
"2015-01-22",89.825279,91.424004,89.813866,91.424004,3156400,73.294159
"2015-01-23",91.823685,92.132011,91.184196,91.846519,4691900,73.632904
"2015-01-26",91.823685,92.097748,90.932968,92.097748,3254400,73.834305
"2015-01-27",91.709488,92.451752,91.503937,92.223366,2983400,73.934998
"2015-01-28",92.280464,93.559441,92.109169,92.211945,2439000,73.925858
"2015-01-29",91.983559,92.623047,91.424004,92.440331,2689100,74.10894
"2015-01-30",92.063492,92.463173,91.138519,91.138519,3140500,73.0653
"2015-02-02",90.978645,91.355484,89.151535,91.115677,4142400,73.046997
"2015-02-03",91.207031,91.366905,89.402763,91.047165,2772600,72.992058
"2015-02-04",90.738838,90.738838,89.242889,89.722511,4092900,71.930084
"2015-02-05",89.802444,90.750259,89.174377,90.636063,3153500,72.662476
"2015-02-06",90.396255,90.407677,86.319519,86.799133,4229800,69.586426
"2015-02-09",86.924744,87.278748,86.18248,86.502228,2697100,69.348412
"2015-02-10",86.593582,87.88398,85.737122,87.552818,3681500,70.190659
"2015-02-11",87.81546,88.580566,86.787712,87.347267,2590900,70.025887
"2015-02-12",87.347267,88.192307,86.799133,87.952492,1912400,70.511078
"2015-02-13",88.295074,88.295074,86.799133,87.484299,1772300,70.135727
"2015-02-17",87.655586,88.93457,87.084618,87.347267,2685400,70.025887
"2015-02-18",87.975334,88.911728,86.342354,88.900307,3487300,71.27092
"2015-02-19",88.409271,88.626244,87.050362,87.175972,2014600,69.888535
"2015-02-20",87.096039,88.843208,87.050362,88.420692,3378900,70.886421
"2015-02-23",88.534889,89.459862,87.906815,88.59198,2451300,71.023758
"2015-02-24",86.650681,87.210236,84.309692,85.120476,5925900,68.240677
"2015-02-25",85.154732,86.193901,84.812149,84.994858,2736500,68.139946
"2015-02-26",84.926346,85.394539,83.898598,84.252602,2560500,67.544884
"2015-02-27",84.720795,85.120476,83.544594,85.040543,1955300,68.176598
"2015-03-02",85.040543,86.57074,84.994858,85.28035,3011900,68.368835
"2015-03-03",84.926346,85.47448,83.989952,85.109055,2049500,68.231491
"2015-03-04",84.480988,84.800728,83.133492,83.396141,3107800,67.316467
"2015-03-05",83.96711,84.43531,83.156334,83.247688,2744000,67.196632
"2015-03-06",81.44342,82.436905,79.296562,79.833275,3645000,64.440536
"2015-03-09",80.290054,80.449928,79.661987,79.93605,3226000,64.523521
"2015-03-10",79.764763,80.095924,79.365082,79.365082,5141800,64.062645
"2015-03-11",79.456436,79.93605,78.816948,78.931137,2683100,63.712353
"2015-03-12",79.456436,80.461342,79.365082,80.358574,2417400,64.864571
"2015-03-13",80.255798,80.689735,79.536369,80.061668,1750300,64.624901
"2015-03-16",80.484184,81.44342,80.484184,80.735413,1868400,65.168747
"2015-03-17",80.723991,81.077995,80.210121,80.267212,2089700,64.790825
"2015-03-18",80.267212,82.208519,79.719078,81.648964,3948900,65.906166
"2015-03-19",81.317802,82.699554,81.272125,82.060066,2782400,66.237984
"2015-03-20",82.653877,84.583763,82.048645,84.195503,5576400,67.961693
"2015-03-23",84.309692,85.611511,84.058464,84.572342,2276000,68.265892
"2015-03-24",84.35537,84.926346,83.795822,83.795822,2754100,67.639091
"2015-03-25",83.807243,84.195503,82.208519,82.21994,2834700,66.367043
"2015-03-26",81.75174,82.676712,81.546188,81.83168,3023400,66.05365
"2015-03-27",81.968712,82.779488,81.865936,82.585358,1941600,66.662003
"2015-03-30",82.710976,84.195503,82.699554,84.104149,1958200,67.887955
"2015-03-31",84.458145,84.503822,83.224846,83.38472,1878600,67.307251
"2015-04-01",83.487495,83.875755,82.699554,83.396141,1488800,67.316467
"2015-04-02",83.247688,83.989952,83.12207,83.624527,1353100,67.500816
"2015-04-06",85.885574,88.340759,85.577255,87.81546,4659100,70.883667
"2015-04-07",87.598495,87.644173,85.40596,85.611511,4043700,69.104675
"2015-04-08",85.725708,86.148224,85.291763,85.759964,2091200,69.22451
"2015-04-09",85.542992,85.565834,84.264015,84.640862,2819800,68.321182
"2015-04-10",85.371704,85.931252,84.195503,84.560921,2069500,68.25666
"2015-04-13",84.515244,84.640862,83.738724,83.738724,1577200,67.592995
"2015-04-14",83.96711,84.732216,83.932854,84.332535,1335600,68.072319
"2015-04-15",84.332535,84.560921,83.521751,83.556015,1895400,67.445511
"2015-04-16",83.213432,84.206917,82.653877,83.693047,1994700,67.556122
"2015-04-17",83.156334,83.77298,82.859428,83.259109,2038600,67.205856
"2015-04-20",83.304787,83.96711,82.962204,83.533173,1698600,67.427078
"2015-04-21",83.533173,84.138405,83.087814,83.12207,1340900,67.095238
"2015-04-22",83.076393,83.613106,82.813751,83.030716,1341200,67.0215
"2015-04-23",82.80233,83.761559,82.80233,83.430397,1625500,67.344093
"2015-04-24",84.572342,84.572342,82.80233,83.156334,2039900,67.122887
"2015-04-27",83.430397,84.275436,82.391228,82.585358,1620400,66.662003
"2015-04-28",82.425491,83.06498,81.786003,82.92794,1645400,66.938538
"2015-04-29",82.21994,82.779488,80.51844,80.929543,2565100,65.325439
"2015-04-30",80.507027,80.575539,78.257393,78.679916,2751200,63.509586
"2015-05-01",78.645653,79.890373,78.645653,79.182365,2121500,63.915142
"2015-05-04",79.273727,79.490692,78.383011,78.542877,1892600,63.398972
"2015-05-05",78.394424,78.531464,77.126869,77.355255,3123100,62.440319
"2015-05-06",77.663582,77.663582,76.121956,76.624413,3024100,61.850395
"2015-05-07",76.909897,78.531464,76.635834,78.17746,2756500,63.103992
"2015-05-08",79.091011,80.404251,78.88546,78.931137,2294400,63.712353
"2015-05-11",78.554298,79.205208,77.469452,77.537971,1955100,62.587811
"2015-05-12",77.035515,78.337334,75.939247,77.732101,2760400,62.744514
"2015-05-13",78.006165,78.56572,76.47596,76.612999,1908100,61.841175
"2015-05-14",77.149712,77.91481,76.966995,77.880554,1562200,62.864349
"2015-05-15",78.245972,79.353661,78.063263,79.250885,3301900,63.97044
"2015-05-18",78.953979,79.342239,78.714172,79.011078,1476400,63.776882
"2015-05-19",78.588554,79.536369,78.588554,79.033913,1080500,63.795311
"2015-05-20",79.011078,79.61631,78.645653,78.668495,1202800,63.500347
"2015-05-21",78.816948,78.874046,77.549393,78.017586,1400500,62.974949
"2015-05-22",77.663582,78.577141,77.035515,77.971909,1301900,62.938072
"2015-05-26",77.926231,77.98333,77.081192,77.33242,1218500,62.421894
"2015-05-27",77.606483,78.063263,77.309578,77.458031,1718400,62.523277
"2015-05-28",77.59507,77.59507,76.441704,76.658676,3830400,61.878056
"2015-05-29",76.681511,77.286743,75.550987,75.96209,3185700,61.315777
"2015-06-01",76.042023,77.035515,75.996346,76.67009,1912700,61.887257
"2015-06-02",76.612999,76.875641,75.859314,76.167641,2520100,61.481697
"2015-06-03",75.322601,75.368279,73.883751,73.997948,2262000,60.356346
"2015-06-04",73.952271,74.443306,73.244263,74.134979,2542200,60.468121
"2015-06-05",73.198586,73.552589,71.702637,72.581932,4844000,59.201382
"2015-06-08",72.627609,73.381294,72.227928,73.02729,2414900,59.564632
"2015-06-09",72.867424,72.890259,72.136574,72.205093,1658000,58.894009
"2015-06-10",72.147995,73.495491,72.147995,72.753227,1557300,59.341114
"2015-06-11",73.141487,73.461227,72.935936,73.164322,2213400,59.676399
"2015-06-12",73.164322,73.449814,72.741806,73.050133,1437100,59.583267
"2015-06-15",73.130066,73.529747,72.581932,72.581932,1576900,59.201382
"2015-06-16",72.604774,73.632523,72.479156,73.28994,2072200,59.778873
"2015-06-17",73.255684,73.803818,72.501999,73.541168,1781500,59.983768
"2015-06-18",73.746719,74.957176,73.689621,74.363365,2046300,60.654404
"2015-06-19",74.26059,74.797302,73.6782,74.443306,3408500,60.719612
"2015-06-22",74.637436,74.797302,73.210007,73.312775,2253500,59.797497
"2015-06-23",73.061554,73.312775,72.079483,72.604774,1721600,59.220013
"2015-06-24",72.650452,72.867424,71.839668,71.885345,1810500,58.633213
"2015-06-25",71.839668,71.942444,70.366562,70.594955,4125800,57.580692
"2015-06-26",70.526436,72.102318,70.389404,71.702637,5276100,58.484177
"2015-06-29",71.953865,72.547676,71.188766,71.234444,2630700,58.102299
"2015-06-30",71.645538,71.759735,70.800499,70.903275,1686600,57.832176
"2015-07-01",71.07457,71.508507,70.572113,71.497086,2555200,58.316521
"2015-07-02",71.805412,72.844582,71.668381,71.885345,2393300,58.633213
"2015-07-06",71.497086,71.953865,71.07457,71.748314,3478500,58.521439
"2015-07-07",72.410645,73.826653,72.250771,73.529747,4566600,59.974468
"2015-07-08",72.981613,73.746719,72.913101,73.232841,2830200,59.732288
"2015-07-09",73.803818,74.226334,73.050133,73.187164,2657600,59.69503
"2015-07-10",73.41555,74.26059,72.821739,73.712456,1872600,60.123486
"2015-07-13",74.351944,74.72879,73.278519,73.758133,2357900,60.160736
"2015-07-14",73.769554,74.06646,73.312775,73.369873,1557900,59.844074
"2015-07-15",73.41555,73.895172,73.187164,73.426971,2192200,59.890629
"2015-07-16",73.586845,73.975105,73.244263,73.758133,2112500,60.160736
"2015-07-17",73.552589,73.895172,73.152908,73.586845,1711600,60.021034
"2015-07-20",73.392715,73.48407,72.958778,73.438393,1698300,59.899944
"2015-07-21",73.255684,73.529747,72.993034,73.015877,2589600,59.555313
"2015-07-22",73.015877,73.735298,72.924515,73.404137,1817800,59.872013
"2015-07-23",73.392715,73.60968,72.147995,72.684708,2164300,59.285198
"2015-07-24",73.050133,75.082794,72.696129,74.671692,2764600,60.90588
"2015-07-27",74.72879,76.224731,74.72879,75.459633,2383300,61.548561
"2015-07-28",75.585243,76.270409,75.413956,75.63092,2255700,61.688278
"2015-07-29",75.539566,76.293251,75.025696,76.099121,1756100,62.070171
"2015-07-30",76.019188,76.373184,75.425377,75.779373,1964700,61.809372
"2015-07-31",76.316093,77.33242,76.316093,76.612999,2210400,62.489307
"2015-08-03",76.510223,77.366676,76.453125,77.012672,2659200,62.815323
"2015-08-04",77.012672,77.378098,75.950668,76.236153,2448300,62.181946
"2015-08-05",76.350349,76.384605,75.448212,75.859314,3806200,61.874577
"2015-08-06",75.825058,76.567314,74.92292,76.498802,3334900,62.396172
"2015-08-07",76.304672,77.309578,75.619507,76.966995,2837600,62.778042
"2015-08-10",77.33242,77.652161,75.89357,76.247574,2291100,62.191261
"2015-08-11",76.042023,77.572227,75.939247,77.05835,2474400,62.85257
"2015-08-12",76.898483,77.675003,76.567314,77.617905,2306300,63.308968
"2015-08-13",77.229645,77.926231,76.190475,77.480873,1831800,63.197189
"2015-08-14",77.252487,78.154617,76.921318,78.097519,1609700,63.700153
"2015-08-17",78.120361,78.485786,77.663582,78.245972,2705200,63.821266
"2015-08-18",60.450001,60.759998,59.25,59.799999,3423100,48.775814
"2015-08-19",59.439999,60.32,59.18,60.049999,2676300,48.979725
"2015-08-20",59.950001,60.939999,59.439999,60.549999,3521600,49.387547
"2015-08-21",60.419998,60.779999,59.580002,59.599998,3279500,48.612671
"2015-08-24",59.029999,59.549999,56.700001,56.869999,5076000,46.385956
"2015-08-25",58.299999,58.450001,54.900002,54.959999,4406200,44.828064
"2015-08-26",55.689999,56.220001,55.009998,56.099998,4180000,45.757904
"2015-08-27",56.310001,57.66,55.91,57.02,4668500,46.508301
"2015-08-28",57.029999,57.209999,56.389999,56.689999,2525300,46.23914
"2015-08-31",56.509998,56.66,54.990002,55.02,4099000,44.87701
"2015-09-01",54.439999,54.880001,53.860001,54.27,3149500,44.265263
"2015-09-02",54.790001,55.080002,54,54.450001,2610200,44.41209
"2015-09-03",54.810001,54.93,54.27,54.450001,2315200,44.41209
"2015-09-04",54,54,52.799999,53.099998,2951200,43.310963
"2015-09-08",53.669998,53.900002,53.119999,53.610001,2187200,43.726944
"2015-09-09",53.91,54.080002,52.740002,52.849998,2453200,43.107044
"2015-09-10",52.82,53.369999,52.529999,52.779999,2500900,43.049957
"2015-09-11",52.110001,52.720001,52.029999,52.66,3654000,43.554478
"2015-09-14",52.700001,52.959999,52.52,52.93,3158200,43.777794
"2015-09-15",53.029999,53.869999,52.610001,53.82,2821400,44.513901
"2015-09-16",53.830002,55.060001,53.759998,54.580002,2343300,45.14249
"2015-09-17",54.549999,56.439999,54.34,55.450001,3014200,45.862049
"2015-09-18",54.66,57.049999,54.66,56.150002,4814700,46.441017
"2015-09-21",56.369999,56.970001,56.200001,56.77,2110800,46.953808
"2015-09-22",56.459999,56.849998,55.740002,56.619999,2965900,46.82975
"2015-09-23",56.689999,57.220001,56.23,56.869999,1846200,47.036522
"2015-09-24",56.849998,57.220001,56.290001,56.57,2764900,46.788387
"2015-09-25",56.810001,57.380001,56.470001,56.919998,2452800,47.077869
"2015-09-28",56.700001,57.200001,55.060001,55.380001,2909300,45.804165
"2015-09-29",55.330002,55.939999,54.75,55.880001,2474700,46.217701
"2015-09-30",56.23,56.48,55.73,56.060001,3013600,46.366577
"2015-10-01",56.310001,56.400002,55.400002,55.759998,3397900,46.118446
"2015-10-02",55.09,56.060001,55.09,56.060001,2585300,46.366577
"2015-10-05",56.549999,57.380001,56.150002,57.32,2044800,47.408707
"2015-10-06",57.139999,57.630001,56.84,57.060001,1678600,47.193665
"2015-10-07",57.16,57.580002,56.950001,57.57,2477200,47.615475
"2015-10-08",57.59,57.939999,57.02,57.84,2264100,47.838799
"2015-10-09",57.75,57.959999,57.290001,57.650002,1881700,47.681652
"2015-10-12",57.57,58.049999,57.389999,57.549999,1522700,47.598934
"2015-10-13",57.200001,57.580002,56.91,56.990002,1687500,47.135769
"2015-10-14",57.119999,58.119999,55.799999,55.93,2421300,46.25906
"2015-10-15",56.080002,56.34,55.459999,55.990002,2727200,46.308685
"2015-10-16",56.169998,57.130001,56.16,56.970001,2636900,47.119232
"2015-10-19",56.970001,58.049999,56.880001,58.029999,1955400,47.995937
"2015-10-20",57.810001,58.09,57.419998,57.73,1779900,47.747814
"2015-10-21",58.09,58.59,57.700001,58.279999,1931700,48.202705
"2015-10-22",58.41,58.73,57.869999,58.380001,2273400,48.285423
"2015-10-23",58.599998,58.599998,54.880001,55.130001,4255600,45.597382
"2015-10-26",54.439999,55.32,53.84,55.080002,3898800,45.556026
"2015-10-27",55,55.18,54.299999,55.150002,2613400,45.613926
"2015-10-28",55.25,55.369999,53.84,54.919998,3348300,45.423687
"2015-10-29",54.66,54.990002,54.09,54.880001,2488100,45.390614
"2015-10-30",54.93,55.09,53.599998,53.720001,3620300,44.43119
"2015-11-02",53.759998,54.5,53.5,54.490002,2437900,45.068047
"2015-11-03",54.279999,54.439999,53.32,53.610001,2458600,44.340218
"2015-11-04",53.630001,53.869999,53.240002,53.439999,3075700,44.199608
"2015-11-05",53.27,54.200001,53.240002,54.189999,2619300,44.819927
"2015-11-06",53.419998,53.419998,50.5,50.82,6970900,42.032635
"2015-11-09",50.830002,51,49.310001,49.77,4156700,41.164188
"2015-11-10",49.77,50.580002,49.540001,50.150002,3468000,41.478485
"2015-11-11",50.220001,50.400002,49.68,49.880001,2277200,41.255169
"2015-11-12",49.790001,50.23,49.540001,49.990002,2476000,41.346157
"2015-11-13",50.41,50.560001,49.639999,49.68,2544000,41.089756
"2015-11-16",49.689999,50.599998,49.619999,50.52,2154400,41.784504
"2015-11-17",50.389999,50.709999,49.959999,50.060001,2203600,41.404057
"2015-11-18",50.41,51.18,50.200001,51.099998,2585500,42.264217
"2015-11-19",51.23,51.799999,50.959999,51.59,2216700,42.669498
"2015-11-20",51.849998,52.790001,51.669998,52.740002,3128300,43.620644
"2015-11-23",52.720001,53.549999,52.66,53.360001,3447100,44.133438
"2015-11-24",53.150002,53.400002,52.490002,52.790001,2571900,43.662003
"2015-11-25",52.790001,53.130001,52.740002,53,1357800,43.835686
"2015-11-27",53.099998,53.849998,53.009998,53.669998,1136800,44.389832
"2015-11-30",53.759998,54.299999,53.16,53.34,5118500,44.116901
"2015-12-01",53.68,54.330002,53.630001,53.959999,3773300,44.629696
"2015-12-02",53.799999,54.150002,52.849998,52.919998,3263700,43.769524
"2015-12-03",53.02,53.189999,51.790001,52.080002,3449600,43.074768
"2015-12-04",52.330002,53.369999,52.330002,53.200001,3073200,44.001099
"2015-12-07",53.209999,53.91,52.900002,53.82,2847600,44.513901
"2015-12-08",53.98,54.32,53.349998,54.02,2647400,44.679317
"2015-12-09",53.650002,54.299999,53.23,53.82,1752100,44.513901
"2015-12-10",54,54.169998,53.43,53.630001,2529200,44.356754
"2015-12-11",53.450001,54.400002,53.299999,54.380001,4076200,44.977066
"2015-12-14",54.240002,54.650002,53.91,54.43,2971800,45.018425
"2015-12-15",54.669998,54.98,54.459999,54.48,2877800,45.05978
"2015-12-16",54.709999,55.84,54.360001,55.720001,3827600,46.085369
"2015-12-17",55,55.189999,54.560001,54.810001,2083500,45.934517
"2015-12-18",54.610001,54.610001,53.639999,53.919998,4255700,45.188644
"2015-12-21",54.369999,54.75,53.73,54.040001,1986500,45.289204
"2015-12-22",54.209999,54.900002,54.07,54.470001,1739800,45.649567
"2015-12-23",54.630001,55.459999,54.5,55.400002,1694100,46.428982
"2015-12-24",55.43,55.599998,55.130001,55.52,755700,46.529545
"2015-12-28",55.599998,56.009998,55.299999,55.860001,1412000,46.814487
"2015-12-29",56.119999,56.709999,56.009998,56.509998,1481400,47.359226
"2015-12-30",56.490002,56.91,56.360001,56.630001,1329900,47.459805
"2015-12-31",56.650002,56.950001,56.259998,56.43,2056200,47.292183
"2016-01-04",56,56.799999,55.509998,56.740002,2820900,47.551987
"2016-01-05",56.799999,58.029999,56.66,57.740002,2014300,48.390057
"2016-01-06",57.669998,57.779999,56.73,57.209999,2960300,47.945885
"2016-01-07",56.630001,57.080002,56.009998,56.209999,2580500,47.107815
"2016-01-08",56.380001,56.84,56.009998,56.259998,3097700,47.149712
"2016-01-11",56.48,56.970001,56.419998,56.580002,3295500,47.417892
"2016-01-12",56.790001,56.790001,55.419998,55.889999,2178500,46.839626
"2016-01-13",56.07,56.669998,54.450001,54.540001,2917100,45.708237
"2016-01-14",54.369999,55.07,54.07,54.639999,2795400,45.792042
"2016-01-15",53.830002,54.790001,53.599998,54.689999,2527400,45.83395
"2016-01-19",55.110001,55.990002,54.990002,55.630001,2556700,46.621727
"2016-01-20",55.209999,55.389999,51.509998,52.919998,5098100,44.350567
"2016-01-21",53.23,54.630001,52.599998,54,2731600,45.255684
"2016-01-22",54.779999,56.349998,54.43,55.5,3808700,46.512783
"2016-01-25",55.5,55.880001,54.82,54.98,2744300,46.076984
"2016-01-26",55.029999,56.119999,55.029999,55.939999,2349500,46.881535
"2016-01-27",55.66,55.950001,53.59,53.790001,2824100,45.079689
"2016-01-28",54.09,54.73,53.549999,53.790001,2441300,45.079689
"2016-01-29",54.450001,55.98,54.07,55.32,4209400,46.361931
"2016-02-01",54.860001,55.950001,54.43,55.48,2198400,46.496025
"2016-02-02",55.32,55.48,54.330002,54.759998,2921700,45.892616
"2016-02-03",55.110001,56.43,54.700001,56,2715100,46.93182
"2016-02-04",55.790001,56.59,55.169998,56.369999,1623400,47.241898
"2016-02-05",56.360001,56.689999,55.68,56.32,2748200,47.200001
"2016-02-08",56.32,56.59,52.75,53.709999,4871700,45.012634
"2016-02-09",52.950001,53.080002,49.540001,50.080002,5676100,41.970459
"2016-02-10",50.240002,51.080002,49.950001,50,4127600,41.903412
"2016-02-11",49.310001,49.57,47.849998,48.720001,6501600,40.830677
"2016-02-12",48.75,49.91,46.869999,48.43,5134600,40.587643
"2016-02-16",48.759998,49.860001,47.939999,49.720001,3818000,41.668755
"2016-02-17",49.82,50.939999,49.73,50.48,2444700,42.305683
"2016-02-18",50.52,51.959999,50.290001,51.599998,2126300,43.244312
"2016-02-19",51.43,52.68,50.919998,52.189999,2765900,43.738781
"2016-02-22",52.720001,53.259998,52.5,52.990002,1590900,44.409229
"2016-02-23",52.990002,54.119999,52.709999,53.41,2183500,44.761223
"2016-02-24",53.32,53.98,52.970001,53.849998,1662200,45.129971
"2016-02-25",54.049999,55.099998,53.889999,55.080002,2074600,46.160797
"2016-02-26",55.080002,55.990002,54.990002,55.389999,2114200,46.420601
"2016-02-29",55.470001,56.580002,55.389999,55.669998,2823300,46.655258
"2016-03-01",56.470001,57.580002,55.98,57.57,2101200,48.247578
"2016-03-02",57.360001,58.470001,57.259998,58.41,2159700,48.951557
"2016-03-03",58.18,58.189999,56.27,56.709999,5484800,48.128345
"2016-03-04",56.869999,57.07,55.91,56.75,3461500,48.162304
"2016-03-07",56.650002,57.490002,56.259998,57.23,2181200,48.569653
"2016-03-08",57.540001,57.68,56.23,56.450001,2153500,47.907696
"2016-03-09",56.669998,57.57,56.5,56.779999,9920800,48.187759
"2016-03-10",57.299999,58.18,56.169998,57.279999,4587500,48.612087
"2016-03-11",57.889999,59.82,57.810001,59.779999,11606300,50.733772
"2016-03-14",59.68,60.630001,59.57,60.529999,3306900,51.370277
"2016-03-15",60.07,60.939999,59.75,60.740002,2646600,51.5485
"2016-03-16",60.560001,61.200001,59.709999,61.080002,2188300,51.837055
"2016-03-17",61.330002,62.130001,60.709999,62.009998,2391700,52.626324
"2016-03-18",62.18,62.189999,61.450001,61.849998,4173500,52.490532
"2016-03-21",61.599998,62.240002,61.330002,61.450001,3280900,52.151066
"2016-03-22",61.07,61.639999,60.669998,61.549999,2742400,52.235931
"2016-03-23",61.549999,61.619999,60.990002,61.189999,2204900,51.930408
"2016-03-24",60.27,61.07,59.580002,60.959999,2211600,51.735214
"2016-03-28",61.459999,61.98,61.02,61.830002,2134200,52.473564
"2016-03-29",61.689999,63.240002,61.389999,63.220001,2419000,53.653217
"2016-03-30",63.41,63.41,62.779999,62.959999,2051000,53.43256
"2016-03-31",62.810001,63.630001,62.48,62.959999,3148600,53.43256
"2016-04-01",62.73,63.369999,62.389999,63.23,2293600,53.661697
"2016-04-04",63.439999,63.84,63.18,63.580002,1736100,53.95874
"2016-04-05",63.450001,63.689999,63.049999,63.540001,1456600,53.924801
"2016-04-06",63.34,63.5,62.029999,62.080002,3489200,52.685734
"2016-04-07",62,62.610001,61.650002,62.380001,2305300,52.940338
"2016-04-08",62.669998,62.950001,62.369999,62.439999,1903300,52.991253
"2016-04-11",62.700001,63.110001,62.580002,62.869999,1424000,53.356186
"2016-04-12",63.150002,63.5,62.810001,63.259998,1132600,53.687153
"2016-04-13",63.57,63.639999,62.84,63.43,1192100,53.831448
"2016-04-14",63.360001,63.419998,62.939999,63.209999,1183300,53.644726
"2016-04-15",63.349998,63.389999,62.82,63.16,2779100,53.602299
"2016-04-18",62.900002,63.73,62.849998,63.73,1680400,54.086037
"2016-04-19",63.77,64.360001,63.509998,63.93,1424100,54.255783
"2016-04-20",63.93,63.970001,62.299999,62.369999,1871600,52.931847
"2016-04-21",62.290001,62.299999,59.43,59.689999,3800200,50.657391
"2016-04-22",60.009998,60.73,59.779999,60.490002,2815700,51.336342
