BLK,贝莱德集团,多元化金融服务,纽约交易所,金融
BLL,波尔公司,包装容器,纽约交易所,工业
BMS,碧美斯公司,包装容器,纽约交易所,工业
BMY,百时美施贵宝公司,制药,纽约交易所,非周期性消费品
BSX,波士顿科学,医疗保健产品,纽约交易所,非周期性消费品
BWA,博格华纳,汽车部件与设备,纽约交易所,周期性消费品
BXP,波士顿物产公司,房地产信托投资基金,纽约交易所,金融
C,花旗集团,银行,纽约交易所,金融
CA,联合电脑公司,软件,纳斯达克,科技
CAG,康尼格拉,食品,纽约交易所,非周期性消费品
CAH,卡地纳健康,制药,纽约交易所,非周期性消费品
CAT,卡特彼勒公司,机械-建筑-矿业,纽约交易所,工业
CB,丘博保险公司,保险,纽约交易所,金融
CBG,世邦魏理仕,房地产,纽约交易所,金融
CBS,哥伦比亚广播公司,媒体,纽约交易所,通信
CCE,可口可乐企业,饮料,纽约交易所,非周期性消费品
CCI,冠城国际,电信,纽约交易所,通信
CCL,嘉年华公司,休闲,纽约交易所,周期性消费品
CELG,新基公司,生物技术,纳斯达克,非周期性消费品
CERN,美国塞纳公司,软件,纳斯达克,科技
CF,CF实业,化学制品,纽约交易所,基础材料
CHK,切萨皮克能源,油气,纽约交易所,能源
CHRW,罗宾逊物流公司,运输,纳斯达克,工业
CI,信诺,健康护理服务,纽约交易所,非周期性消费品
CINF,辛辛那提金融公司,保险,纳斯达克,金融
CL,高露洁棕榄有限公司,化妆品/护理,纽约交易所,非周期性消费品
CLX,高乐氏公司,家庭产品/用品 ,纽约交易所,非周期性消费品
CMA,联信银行,银行,纽约交易所,金融
CMCSA,康卡斯特公司,媒体,纳斯达克,通信
CME,美国芝加哥商品交易所集团,多元化金融服务,纳斯达克,金融
CMG,墨式烧烤公司,零售,纽约交易所,周期性消费品
CMI,康明斯,机械-多元,纽约交易所,工业
CMS,CMS能源,电力,纽约交易所,公用事业
CNP,中点能源,天然气 ,纽约交易所,公用事业
CNX,康索尔能源,煤炭,纽约交易所,能源
COF,第一资本金融公司,银行,纽约交易所,金融
COG,卡伯特油气公司,油气,纽约交易所,能源
COL,罗克韦尔柯林斯,航空航天/国防,纽约交易所,工业
COP,康菲石油公司,油气,纽约交易所,能源
COST,好市多公司,零售,纳斯达克,周期性消费品
CPB,康宝浓汤公司,食品,纽约交易所,非周期性消费品
CRM,赛富时公司,软件,纽约交易所,科技
CSCO,思科系统公司,电信,纳斯达克,通信
CSX,CSX运输,运输,纽约交易所,工业
CTAS,信达思公司,纺织品 ,纳斯达克,周期性消费品
CTL,世纪电信公司,电信,纽约交易所,通信
CTSH,高知特信息技术有限公司,计算机,纳斯达克,科技
CVS,CVS健保公司,零售,纽约交易所,周期性消费品
CVX,雪佛龙公司,油气,纽约交易所,能源
D,道明尼资源公司,电力,纽约交易所,公用事业
DAL,达美航空,航空公司,纽约交易所,周期性消费品
DE,迪尔股份有限公司,机械-多元,纽约交易所,工业
DFS,发现金融服务,多元化金融服务,纽约交易所,金融
DGX,奎斯特诊断,健康护理服务,纽约交易所,非周期性消费品
DHI,霍顿房屋公司,房屋建筑商,纽约交易所,周期性消费品
DHR,丹纳赫公司,多元化制造商,纽约交易所,工业
DIS,沃特迪士尼公司,媒体,纽约交易所,通信
DISCA,探索传播公司,媒体,纳斯达克,通信
DISCK,探索传播C类股,媒体,纳斯达克,通信
DLTR,美元树公司,零售,纳斯达克,周期性消费品
DNB,邓白氏公司,软件,纽约交易所,科技
DNR,邓伯瑞资源,油气,纽约交易所,能源
DO,钻石海上钻探公司,油气,纽约交易所,能源
DOV,美国都福集团,多元化制造商,纽约交易所,工业
DPS,澎泉思蓝宝,饮料,纽约交易所,非周期性消费品
DRI,达登饭店,零售,纽约交易所,周期性消费品
DTE,DTE能源公司,电力,纽约交易所,公用事业
DUK,杜克能源公司,电力,纽约交易所,公用事业
DVA,达维塔保健,健康护理服务,纽约交易所,非周期性消费品
DVN,德文能源,油气,纽约交易所,能源
EA,电子艺界公司,软件,纳斯达克,科技
EBAY,eBay,互联网,纳斯达克,通信
ECL,艺康集团,化学制品,纽约交易所,基础材料
ED,爱迪生联合电气公司,电力,纽约交易所,公用事业
EFX,艾可菲公司,商业服务,纽约交易所,非周期性消费品
EIX,爱迪生国际公司,电力,纽约交易所,公用事业
EL,雅诗兰黛公司,化妆品/护理,纽约交易所,非周期性消费品
EMN,伊士曼化工公司,化学制品,纽约交易所,基础材料
EMR,美国艾默生电气公司,电力组件与设备,纽约交易所,工业
EOG,依欧格资源公司,油气,纽约交易所,能源
EQR,资产住宅公司,房地产信托投资基金,纽约交易所,金融
EQT,EQT能源 公平能源,油气,纽约交易所,能源
ESRX,快捷药方公司,制药,纳斯达克,非周期性消费品
ESS,埃塞克斯信托,房地产信托投资基金,纽约交易所,金融
ESV,恩斯克,油气,纽约交易所,能源
ETFC,亿创理财,多元化金融服务,纳斯达克,金融
ETN,伊顿公司,多元化制造商,纽约交易所,工业
ETR,安特吉公司,电力,纽约交易所,公用事业
EW,爱德华兹生命科学公司,医疗保健产品,纽约交易所,非周期性消费品
EXC,艾斯能公司,电力,纽约交易所,公用事业
EXPD,康捷国际,运输,纳斯达克,工业
EXPE,"Expedia, Inc.",互联网,纳斯达克,通信
F,福特汽车公司,汽车制造,纽约交易所,周期性消费品
FAST,快扣,销售/批发 ,纳斯达克,周期性消费品
FCX,弗里波特-麦克莫兰铜金公司,采矿,纽约交易所,基础材料
FDX,联邦快递集团,运输,纽约交易所,工业
FE,第一能源公司,电力,纽约交易所,公用事业
FFIV,F5网络公司,互联网,纳斯达克,通信
FIS,繁德信息技术,软件,纽约交易所,科技
FISV,费哲公司,软件,纳斯达克,科技
FITB,五三银行,银行,纳斯达克,金融
FLIR,菲利尔系统,电子,纳斯达克,工业
FLR,福陆公司,工程建设,纽约交易所,工业
FLS,福斯公司,机械-多元,纽约交易所,工业
FMC,FMC公司,化学制品,纽约交易所,基础材料
FOSL,福思公司,销售/批发 ,纳斯达克,周期性消费品
FOXA,21世纪福克斯公司,,纳斯达克,通信
FSLR,第一太阳能公司,半导体,纳斯达克,科技
FTI,FMC能源设备公司,油气服务,纽约交易所,能源
FTR,边际通信公司,电信,纳斯达克,通信
GCI,甘尼特公司,媒体,纽约交易所,通信
GD,通用动力,航空航天/国防,纽约交易所,工业
GE,通用电气公司,多元化制造商,纽约交易所,工业
GGP,通用增长物业公司,房地产信托投资基金,纽约交易所,金融
GIS,通用磨坊有限公司,食品,纽约交易所,非周期性消费品
GLW,康宁公司,电信,纽约交易所,通信
GME,游戏驿站,零售,纽约交易所,周期性消费品
GNW,通用金融公司,保险,纽约交易所,金融
GOOG,谷歌,互联网,纳斯达克,通信
GOOGL,谷歌A类股,,纳斯达克,科技
GPC,纯正部件公司,销售/批发 ,纽约交易所,周期性消费品
GPS,蓋璞,零售,纽约交易所,周期性消费品
GRMN,佳明公司,电子,纳斯达克,工业
GS,高盛集团,银行,纽约交易所,金融
GT,固特异轮胎橡胶公司,汽车部件与设备,纳斯达克,周期性消费品
GWW,美国固安捷,销售/批发 ,纽约交易所,周期性消费品
HAL,哈里伯顿公司,油气服务,纽约交易所,能源
HAS,孩之宝公司,玩具/游戏/爱好 ,纳斯达克,周期性消费品
HBAN,亨廷顿银行,银行,纳斯达克,金融
HCN,健保物产投资信托公司,房地产信托投资基金,纽约交易所,金融
HCP,健保不动产投资,房地产信托投资基金,纽约交易所,金融
HD,家得宝公司,零售,纽约交易所,周期性消费品
HES,赫斯公司,油气,纽约交易所,能源
HIG,美国哈特福德金融服务公司,保险,纽约交易所,金融
HOG,哈雷戴维森公司,汽车制造,纽约交易所,周期性消费品
HON,霍尼韦尔国际公司,电子,纽约交易所,工业
HP,赫佩公司,油气,纽约交易所,能源
HPQ,惠普,计算机,纽约交易所,科技
HRB,H & R布洛克税务公司,商业服务,纽约交易所,非周期性消费品
HRL,荷美尔食品,食品,纽约交易所,非周期性消费品
HRS,哈里斯公司,电信,纽约交易所,通信
HST,美国豪斯特酒店,房地产信托投资基金,纽约交易所,金融
HSY,好时食品集团,食品,纽约交易所,通信
HUM,休曼纳公司,健康护理服务,纽约交易所,非周期性消费品
IBM,IBM(国际商业机器有限公司),计算机,纽约交易所,科技
ICE,洲际交易所,多元化金融服务,纽约交易所,金融
IFF,国际香料香精公司,化学制品,纽约交易所,基础材料
INTC,英特尔公司,半导体,纳斯达克,科技
INTU,财捷集团,软件,纳斯达克,科技
IP,国际纸业公司,林产品/造纸,纽约交易所,基础材料
IPG,埃培智,广告,纽约交易所,通信
IR,英格索兰,多元化制造商,纽约交易所,工业
IRM,铁山公司,商业服务,纽约交易所,非周期性消费品
ISRG,直觉外科公司,医疗保健产品,纳斯达克,非周期性消费品
ITW,伊利诺工具集团,多元化制造商,纽约交易所,工业
IVZ,美国景顺集团,多元化金融服务,纽约交易所,金融
JBL,捷普集团,电子,纽约交易所,工业
JCI,江森自控公司,汽车部件与设备,纽约交易所,周期性消费品
JEC,雅各布工程集团,工程建设,纽约交易所,工业
JNJ,强生公司,制药,纽约交易所,非周期性消费品
JNPR,瞻博网络公司,电信,纽约交易所,通信
JPM,摩根大通公司,银行,纽约交易所,金融
JWN,诺斯庄百货,零售,纽约交易所,周期性消费品
K,家乐氏,食品,纽约交易所,非周期性消费品
KEY,KeyCorp,银行,纽约交易所,金融
KIM,金科房地产,房地产信托投资基金,纽约交易所,金融
KLAC,科磊公司,半导体,纳斯达克,科技
KMB,金伯利克拉克公司,家庭产品/用品 ,纽约交易所,非周期性消费品
KMX,车美仕,零售,纽约交易所,周期性消费品
KO,可口可乐公司,饮料,纽约交易所,非周期性消费品
KR,克罗格公司,食品,纽约交易所,非周期性消费品
KSS,柯尔百货,零售,纽约交易所,周期性消费品
KSU,堪萨斯南方铁路,运输,纽约交易所,工业
L,洛斯公司,保险,纽约交易所,金融
LB,"L Brands, Inc.",,纽约交易所,周期性消费品
LEG,礼恩派集团,多元化制造商,纽约交易所,工业
LEN,莱纳建筑公司,房屋建筑商,纽约交易所,周期性消费品
LH,实验美控,健康护理服务,纽约交易所,非周期性消费品
LLL,L-3通信公司,航空航天/国防,纽约交易所,工业
LLY,礼来公司,制药,纽约交易所,非周期性消费品
LM,美盛集团,多元化金融服务,纽约交易所,金融
LMT,洛克希德马丁公司,航空航天/国防,纽约交易所,工业
LNC,林肯国民金融,保险,纽约交易所,金融
LOW,劳氏公司,零售,纽约交易所,周期性消费品
LRCX,林氏研究公司,半导体,纳斯达克,科技
LUK,露卡迪亚国家集团,控股公司-多元经营 ,纽约交易所,周期性消费品
LUV,西南航空,航空公司,纽约交易所,周期性消费品
M,梅西百货,零售,纽约交易所,周期性消费品
MA,万事达卡公司,商业服务,纽约交易所,非周期性消费品
MAC,马塞里奇房产,房地产信托投资基金,纽约交易所,金融
MAR,万豪国际,住宿,纽约交易所,周期性消费品
MAS,马斯科,建筑材料,纽约交易所,工业
MAT,美国美泰公司,玩具/游戏/爱好 ,纳斯达克,周期性消费品
MCD,麦当劳公司,零售,纽约交易所,周期性消费品
MCHP,微芯科技公司,半导体,纳斯达克,科技
MCK,麦克森公司,制药,纽约交易所,非周期性消费品
MCO,穆迪公司,商业服务,纽约交易所,非周期性消费品
MDLZ,亿滋国际公司,食品,纳斯达克,非周期性消费品
MDT,美敦力公司,医疗保健产品,纽约交易所,非周期性消费品
MET,大都会人寿公司,保险,纽约交易所,金融
MHK,莫霍克工业公司,纺织品 ,纽约交易所,周期性消费品
MKC,味好美公司,食品,纽约交易所,非周期性消费品
MLM,马丁-玛丽埃塔材料,建筑材料,纽约交易所,工业
MMC,威达信集团,保险,纽约交易所,金融
MMM,明尼苏达矿业制造公司,多元化制造商,纽约交易所,工业
MNST,怪物饮料,饮料,纳斯达克,非周期性消费品
MO,奥驰亚集团公司,农业,纽约交易所,非周期性消费品
MON,孟山都公司,化学制品,纽约交易所,基础材料
MOS,美国美盛公司,化学制品,纽约交易所,基础材料
MRK,默沙东集团,制药,纽约交易所,非周期性消费品
MRO,马拉松油料公司,油气,纽约交易所,能源
MS,摩根士丹利,银行,纽约交易所,金融
MSFT,微软公司,软件,纳斯达克,科技
MSI,摩托罗拉系统公司,电信,纽约交易所,通信
MTB,美国制商银行,银行,纽约交易所,金融
MU,美光科技公司,半导体,纳斯达克,科技
MUR,墨菲石油,油气,纽约交易所,能源
MYL,迈兰制药,制药,纳斯达克,非周期性消费品
NBL,诺贝尔能源,油气,纽约交易所,能源
NBR,纳伯斯实业,油气,纽约交易所,能源
NDAQ,纳斯达克OMX集团,多元化金融服务,纳斯达克,金融
NE,诺布尔,油气,纽约交易所,能源
NEE,新纪元能源公司,电力,纽约交易所,公用事业
NEM,纽曼矿业,采矿,纽约交易所,基础材料
NFLX,奈飞公司,互联网,纳斯达克,通信
NFX,新田勘探,油气,纽约交易所,能源
NI,印北瓦电,,纽约交易所,公用事业
NKE,耐克公司,服饰,纽约交易所,周期性消费品
NOC,诺斯洛普?格鲁门公司,航空航天/国防,纽约交易所,工业
NOV,美国国民油井华高公司,油气服务,纽约交易所,能源
NRG,NRG能源,电力,纽约交易所,公用事业
NSC,诺福克南方公司,运输,纽约交易所,工业
NTAP,美国网存公司,计算机,纳斯达克,科技
NTRS,北方信托公司,银行,纳斯达克,金融
NUE,纽柯钢铁,钢铁,纽约交易所,基础材料
NVDA,英伟达公司,半导体,纳斯达克,科技
NWL,纽威乐柏美,家用器具 ,纽约交易所,周期性消费品
OI,欧伊诺公司,包装容器,纽约交易所,工业
OKE,万欧克,管道,纽约交易所,能源
OMC,宏盟集团,广告,纽约交易所,通信
ORCL,甲骨文公司,软件,纽约交易所,科技
ORLY,奥莱利汽车公司,零售,纳斯达克,周期性消费品
OXY,西方石油公司,油气,纽约交易所,能源
PAYX,沛齐公司,商业服务,纳斯达克,非周期性消费品
PBCT,人民联合金融公司,储蓄及贷款 ,纳斯达克,金融
PBI,必能宝公司,办公/企业设备 ,纽约交易所,科技
PCAR,帕卡公司,汽车制造,纳斯达克,周期性消费品
PCG,太平洋瓦斯与电力公司,电力,纽约交易所,公用事业
PCLN,普利斯林公司,互联网,纳斯达克,通信
PDCO,帕特森公司,医疗保健产品,纳斯达克,非周期性消费品
PEG,美国公共服务企业集团,电力,纽约交易所,公用事业
PEP,百事可乐公司,饮料,纽约交易所,非周期性消费品
PFE,辉瑞制药公司,制药,纽约交易所,非周期性消费品
PFG,信安金融集团,保险,纽约交易所,金融
PG,宝洁公司,化妆品/护理,纽约交易所,非周期性消费品
PGR,美国前进保险公司,保险,纽约交易所,金融
PH,派克汉尼汾,多元化制造商,纽约交易所,工业
PHM,普得集团,房屋建筑商,纽约交易所,周期性消费品
PKI,珀金埃尔默,电子,纽约交易所,工业
PLD,普洛斯公司,房地产信托投资基金,纽约交易所,金融
PM,菲利普莫里斯国际公司,农业,纽约交易所,非周期性消费品
PNC,PNC金融服务集团,银行,纽约交易所,金融
PNR,滨特尔公司,多元化制造商,纽约交易所,工业
PNW,品尼高西方资本品西资本,电力,纽约交易所,公用事业
PPG,PPG工业,化学制品,纽约交易所,基础材料
PPL,PPL宾州电力公司,电力,纽约交易所,公用事业
PRGO,百利高,制药,纳斯达克,非周期性消费品
PRU,保德信金融集团,保险,纽约交易所,金融
PSA,公共存储公司,房地产信托投资基金,纽约交易所,金融
PVH,PVH Corp.,零售,纽约交易所,非周期性消费品
PWR,广达公司,商业服务,纽约交易所,非周期性消费品
PX,普莱克斯公司,化学制品,纽约交易所,基础材料
PXD,先锋自然资源,油气,纽约交易所,能源
QCOM,高通公司,半导体,纳斯达克,科技
R,莱德系统公司,运输,纽约交易所,工业
RDC,罗文公司,油气,纽约交易所,能源
REGN,再生元制药公司,生物技术,纳斯达克,非周期性消费品
RF,地区金融公司,银行,纽约交易所,金融
RHI,罗伯特哈夫,商业服务,纽约交易所,非周期性消费品
RHT,红帽公司,软件,纽约交易所,科技
RIG,Transocean Ltd.,油气,纽约交易所,能源
RL,拉夫劳伦,服饰,纽约交易所,周期性消费品
ROK,罗克韦尔公司,机械-多元,纽约交易所,工业
ROP,儒博实业,机械-多元,纽约交易所,工业
ROST,罗斯百货有限公司,零售,纳斯达克,周期性消费品
RRC,山脉资源集团,油气,纽约交易所,能源
RSG,共和服务公司,环境控制,纽约交易所,工业
RTN,雷神公司,航空航天/国防,纽约交易所,工业
SBUX,星巴克公司,零售,纳斯达克,周期性消费品
SCG,斯卡纳公司,电力,纽约交易所,公用事业
SCHW,嘉信理财公司,多元化金融服务,纽约交易所,金融
SEE,希悦尔公司,包装容器,纽约交易所,公用事业
SHW,宣伟公司,化学制品,纽约交易所,基础材料
SJM,斯马克公司,食品,纽约交易所,非周期性消费品
SLB,斯伦贝谢公司,油气服务,纽约交易所,能源
SNA,实耐宝公司,手工/机器工具 ,纽约交易所,工业
SNI,史奎普斯网络互动公司,媒体,纽约交易所,通信
SO,美国南方公司,电力,纽约交易所,公用事业
SPG,西蒙地产集团,房地产信托投资基金,纽约交易所,金融
SRCL,消毒循环公司,环境控制,纳斯达克,工业
SRE,桑普拉能源公司,天然气 ,纽约交易所,公用事业
STI,太阳信托银行,银行,纽约交易所,金融
STT,道富集团,银行,纽约交易所,金融
STX,希捷科技公司,,纳斯达克,科技
STZ,星座品牌酒业,饮料,纽约交易所,非周期性消费品
SWK,美国史丹利公司,手工/机器工具 ,纽约交易所,工业
SWN,美国西南能源,油气,纽约交易所,能源
SYK,史赛克公司,医疗保健产品,纽约交易所,非周期性消费品
SYMC,赛门铁克公司,互联网,纳斯达克,通信
SYY,西思科公司,食品,纽约交易所,非周期性消费品
T,美国电话电报公司,电信,纽约交易所,通信
TAP,莫尔森库尔斯酒业,饮料,纽约交易所,非周期性消费品
TDC,天睿公司,计算机,纽约交易所,科技
TEL,泰科电子有限公司,电子,纽约交易所,工业
TGT,塔吉特公司,零售,纽约交易所,周期性消费品
THC,泰尼特健保,健康护理服务,纽约交易所,非周期性消费品
TIF,蒂芙尼,零售,纽约交易所,周期性消费品
TJX,TJX公司,零售,纽约交易所,周期性消费品
TMK,托马科金融集团,保险,纽约交易所,金融
TMO,赛默飞世尔科技公司,电子,纽约交易所,工业
TROW,罗派斯集团有限公司,多元化金融服务,纳斯达克,金融
TRV,旅行者财产险集团,保险,纽约交易所,金融
TSCO,拖拉机供应公司,零售,纳斯达克,周期性消费品
TSN,泰森食品,食品,纽约交易所,非周期性消费品
TSS,完全系统,商业服务,纽约交易所,非周期性消费品
TWX,时代华纳公司,媒体,纽约交易所,通信
TXN,德州仪器公司,半导体,纳斯达克,科技
TXT,德事隆,多元化制造商,纽约交易所,工业
UHS,"Universal Health Services, Inc.",健康护理服务,纽约交易所,非周期性消费品
UNH,美国联合健康集团,健康护理服务,纽约交易所,非周期性消费品
UNM,尤纳姆集团,保险,纽约交易所,金融
UNP,联合太平洋公司,运输,纳斯达克,工业
UPS,联合包裹服务公司,运输,纽约交易所,工业
URBN,都市服饰,零售,纳斯达克,非周期性消费品
URI,联合租赁,商业服务,纽约交易所,非周期性消费品
USB,美国合众银行,银行,纽约交易所,金融
UTX,联合技术公司,航空航天/国防,纽约交易所,工业
V,维萨卡公司,商业服务,纽约交易所,非周期性消费品
VAR,瓦里安医疗系统,医疗保健产品,纽约交易所,非周期性消费品
VFC,威富集团,服饰,纽约交易所,周期性消费品
VIAB,维亚康姆,媒体,纳斯达克,通信
VLO,瓦莱罗能源,油气,纽约交易所,能源
VMC,火神材料公司,采矿,纽约交易所,基础材料
VNO,沃那多房产信托,房地产信托投资基金,纽约交易所,金融 
VRSN,威瑞信公司,互联网,纳斯达克,科技
VRTX,福泰制药,生物技术,纳斯达克,非周期性消费品
VTR,芬塔公司,房地产信托投资基金,纽约交易所,金融
VZ,威讯通信公司,电信,纽约交易所,通信
WAT,沃特世,电子,纽约交易所,工业
WDC,西部数据公司,计算机,纳斯达克,科技
WEC,威斯康辛能源,电力,纽约交易所,公用事业
WFC,富国银行,银行,纽约交易所,金融
WHR,惠而浦,家具家饰,纽约交易所,周期性消费品
WIN,气流通讯公司,电信,纳斯达克,通信
WM,美国废物管理公司,环境控制,纽约交易所,工业
WMB,威廉姆斯公司,管道,纽约交易所,能源
WMT,沃尔玛公司,零售,纽约交易所,周期性消费品
WU,西联公司,商业服务,纽约交易所,非周期性消费品
WY,惠好公司,房地产信托投资基金,纽约交易所,金融
WYN,温德姆酒店集团,住宿,纽约交易所,周期性消费品
WYNN,永利度假村,住宿,纳斯达克,周期性消费品
XEC,Cimarex Energy Co.,油气,纽约交易所,能源
XEL,卓越能源,电力,纽约交易所,公用事业
XL,XL Group Ltd.,保险,纽约交易所,金融
XLNX,赛灵思公司,半导体,纳斯达克,科技
XOM,埃克森美孚公司,油气,纽约交易所,能源
XRAY,登茨普利国际,医疗保健产品,纳斯达克,非周期性消费品
XRX,施乐公司,办公/企业设备 ,纽约交易所,科技
YUM,百胜餐饮集团,零售,纽约交易所,周期性消费品
ZION,锡安银行,银行,纳斯达克,金融
