"","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"2008-11-03",58.600193,59.338448,58.149567,58.322147,2425100,39.335545
"2008-11-04",59.424736,59.491852,58.322147,59.328857,2721000,40.014523
"2008-11-05",58.648129,59.271332,56.442951,56.673058,3178600,38.223312
"2008-11-06",55.618408,57.13327,54.918503,55.10067,3235800,37.162819
"2008-11-07",55.599232,55.925217,54.506233,55.551296,3037500,37.46674
"2008-11-10",56.586769,57.085331,54.841801,55.877277,3289200,37.686577
"2008-11-11",55.359539,56.097794,54.419941,55.215725,2434400,37.24041
"2008-11-12",54.419941,55.081497,53.825504,54.199425,2910100,36.554962
"2008-11-13",54.47747,56.634708,52.358582,56.490891,4959800,38.100449
"2008-11-14",55.896454,57.372963,54.448704,55.004795,3243600,37.098152
"2008-11-17",54.429531,56.088207,53.911793,54.46788,2249000,36.736034
"2008-11-18",54.46788,55.752636,53.29818,55.752636,3164400,37.602535
"2008-11-19",55.445827,56.481304,53.633747,53.767979,3312800,36.263973
"2008-11-20",53.365292,55.11026,51.457336,51.840843,5383900,34.964218
"2008-11-21",52.81879,53.307766,50.613613,53.269417,5467700,35.927723
"2008-11-24",54.074783,55.647171,53.192715,54.592522,3968000,36.820095
"2008-11-25",56.011505,56.366253,53.796741,54.544582,3820000,36.787739
"2008-11-26",53.796741,54.410355,52.924255,54.007671,3395200,36.425629
"2008-11-28",53.854267,55.589645,53.854267,55.407478,1209400,37.369732
"2008-12-01",54.697987,54.765102,52.684563,52.751678,2848200,35.578526
"2008-12-02",53.432407,54.803452,52.742088,54.774689,2855400,36.942959
"2008-12-03",53.806328,54.534996,52.799618,53.796741,3773200,36.671673
"2008-12-04",53.633747,54.017258,51.984661,52.45446,2874500,35.756687
"2008-12-05",51.888783,52.799618,51.361458,52.684563,3962300,35.913544
"2008-12-08",53.758389,53.940556,52.45446,52.933846,3363900,36.083477
"2008-12-09",52.732502,52.972195,49.491852,49.721954,4339900,33.894028
"2008-12-10",50.028763,50.85331,49.232983,49.712368,3270800,33.887497
"2008-12-11",49.616489,50.939598,49.213806,49.357624,2532500,33.645664
"2008-12-12",49.127518,49.721954,48.197506,49.40556,2379000,33.678341
"2008-12-15",49.597317,50.105465,48.878235,49.664429,2918900,33.854813
"2008-12-16",49.904121,50.488976,49.645252,50.239693,3769500,34.246944
"2008-12-17",49.78907,50.287632,48.533077,48.648129,4000400,33.162037
"2008-12-18",48.820709,51.093002,48.753597,50.508148,3803200,34.429951
"2008-12-19",50.527325,51.093002,48.926174,49.002876,4894700,33.403851
"2008-12-22",49.079578,50.460213,48.533077,50.278046,2810400,34.273087
"2008-12-23",50.738255,50.738255,48.99329,49.137104,2051800,33.495342
"2008-12-24",49.424736,50.201344,49.223392,49.990414,765200,34.077023
"2008-12-26",50.325981,50.325981,49.683605,49.894535,793700,34.011677
"2008-12-29",50,50,49.156281,49.769894,1219600,33.926689
"2008-12-30",50.162991,50.59444,49.664429,50.527325,1388400,34.443039
"2008-12-31",50.527325,50.872482,49.827419,50.565678,2566900,34.46917
"2009-01-02",50.814957,51.677853,50.412273,51.43816,2467600,35.063904
"2009-01-05",51.303932,51.524448,50.431446,50.79578,2416300,34.626019
"2009-01-06",50.987537,51.677853,50.095879,50.575264,2537000,34.475708
"2009-01-07",49.865772,50.556087,49.232983,49.491852,3944400,33.737164
"2009-01-08",49.36721,49.57814,48.56184,49.050816,2881700,33.436523
"2009-01-09",48.77277,49.328857,47.92905,48.370087,3817200,32.972496
"2009-01-12",48.379673,48.667305,47.823586,48.475552,2424600,33.044384
"2009-01-13",49.645252,50.498562,49.185043,50.076702,4678400,34.135853
"2009-01-14",49.386387,49.894535,48.897411,49.242569,2770600,33.567242
"2009-01-15",49.069992,50.469799,48.715244,50.230106,3231000,34.24041
"2009-01-16",50.79578,51.294342,50.58485,51.025887,5209700,34.782875
"2009-01-20",51.025887,51.677853,49.837009,49.894535,3538700,34.011677
"2009-01-21",50.162991,50.680729,49.175457,50.58485,2959900,34.482235
"2009-01-22",50.057526,51.275169,49.453499,51.112175,3942300,34.84169
"2009-01-23",50.814957,50.891659,49.386387,49.846596,4296000,33.978989
"2009-01-26",48.859062,50.42186,48.676895,49.530201,5392600,33.763309
"2009-01-27",49.721954,50.335571,49.261745,49.942474,3154400,34.044342
"2009-01-28",50.661552,50.661552,49.434322,50.019176,3968500,34.096626
"2009-01-29",49.837009,50.814957,49.760307,50.182167,3044700,34.207741
"2009-01-30",50.172581,50.498562,48.839886,49.348034,3665200,33.639126
"2009-02-02",48.954937,49.300095,48.293385,48.878235,2899700,33.318874
"2009-02-03",48.945351,49.597317,48.034515,49.395973,3699600,33.671822
"2009-02-04",49.731544,49.731544,48.216682,48.475552,2583800,33.044384
"2009-02-05",48.552254,49.434322,47.248322,49.175457,3737100,33.521496
"2009-02-06",49.022053,49.856186,47.938637,49.357624,4802000,33.645664
"2009-02-09",49.108341,49.511024,48.437199,48.878235,2584000,33.318874
"2009-02-10",48.590603,48.926174,46.999043,47.286674,3492400,32.233955
"2009-02-11",47.622242,48.274208,47.401726,48.178333,2561200,32.841774
"2009-02-12",48.044102,48.3605,46.979866,48.3605,2935300,32.96595
"2009-02-13",48.178333,48.868649,47.641418,47.708534,2494900,32.521526
"2009-02-17",46.903164,47.900288,46.500481,46.788113,3316200,31.894112
"2009-02-18",46.999043,47.267498,46.136147,46.433365,2559800,31.652288
"2009-02-19",46.414188,47.13327,46.414188,46.75935,3005600,31.874496
"2009-02-20",46.049854,46.634708,45.570469,46.011505,3076800,31.364714
"2009-02-23",46.347076,46.414188,44.985619,45.071907,2926900,30.724218
"2009-02-24",45.340363,46.385426,45.071907,46.184086,3937700,31.482365
"2009-02-25",46.049854,46.375839,45.033558,45.580059,3249400,31.070612
"2009-02-26",45.934803,45.992329,44.726749,44.736336,3089200,30.495464
"2009-02-27",44.51582,45.560883,44.132309,45.167786,3645200,30.789574
"2009-03-02",44.947266,45.023968,43.911793,43.978909,3405800,29.979155
"2009-03-03",44.065197,44.563759,43.288589,44.199425,4913400,30.129467
"2009-03-04",44.122723,44.765102,43.25024,44.199425,3240100,30.5441
"2009-03-05",43.921379,43.921379,41.927132,42.348991,3854800,29.265358
"2009-03-06",42.646214,43.135185,41.275169,42.109299,3822100,29.099724
"2009-03-09",41.725792,42.166828,41.284756,41.620327,2879200,28.761806
"2009-03-10",42.243526,42.703739,41.783318,42.492809,3599100,29.364752
"2009-03-11",42.914669,43.231064,42.138062,42.435284,3594800,29.324989
"2009-03-12",42.44487,43.25024,41.975071,43.163952,3268300,29.828537
"2009-03-13",43.422817,44.391178,43.163952,44.122723,2816600,30.491085
"2009-03-16",44.544582,45.627995,44.439117,44.851391,3008700,30.994652
"2009-03-17",44.966442,45.292427,44.458294,44.937679,2803500,31.054272
"2009-03-18",44.755512,45.867691,44.429531,45.10067,2976300,31.166901
"2009-03-19",45.493767,45.589645,44.218601,44.582935,2728300,30.80912
"2009-03-20",44.621284,45.052734,43.921379,44.084373,3586900,30.464592
"2009-03-23",44.88974,44.89933,43.767979,44.89933,5398600,31.027773
"2009-03-24",44.343239,45.282837,44.170662,44.247364,3746400,30.577229
"2009-03-25",44.592522,45.148609,44.036434,44.726749,4018800,30.908518
"2009-03-26",45.177372,45.282837,44.429531,45.225311,2937000,31.253056
"2009-03-27",44.784275,45.848515,44.784275,45.580059,2626300,31.498194
"2009-03-30",44.765102,45.215725,44.103546,44.47747,2401900,30.736248
"2009-03-31",44.88974,44.88974,43.902206,44.209011,4262100,30.55073
"2009-04-01",43.767979,45.503357,43.326942,45.369129,3448400,31.352436
"2009-04-02",46.289551,47.670181,45.608822,47.229145,4055300,32.637798
"2009-04-03",47.315437,47.488014,46.442951,46.979866,2650100,32.465527
"2009-04-06",46.673058,47.238735,46.442951,46.97028,2636300,32.458908
"2009-04-07",46.375839,46.903164,45.953979,46.001919,2971700,31.789722
"2009-04-08",46.078621,46.308723,45.292427,45.752636,3136600,31.617445
"2009-04-09",45.982742,46.529243,45.570469,46.212849,2815100,31.935492
"2009-04-13",45.953979,46.548416,45.560883,46.308723,2755100,32.001728
"2009-04-14",46.001919,46.625118,45.781399,46.299137,2516000,31.995108
"2009-04-15",46.184086,47.209972,46.011505,47.104507,2094300,32.551666
"2009-04-16",47.33461,47.881111,46.74976,47.727707,1952200,32.982323
"2009-04-17",47.948227,48.465965,47.363377,48.168743,3400000,33.287106
"2009-04-20",47.727707,48.657719,47.593479,47.861938,3235000,33.075104
"2009-04-21",47.737297,48.628956,47.420902,47.890701,2374100,33.094963
"2009-04-22",47.737297,48.312561,46.989452,47.727707,3157400,32.982323
"2009-04-23",47.603069,47.813999,46.644295,47.33461,3604500,32.710674
"2009-04-24",47.459251,47.55513,46.596355,47.277084,3049200,32.670929
"2009-04-27",47.516777,47.804409,47.066154,47.55513,3300000,32.863064
"2009-04-28",47.162033,48.255035,47.162033,47.785236,2192800,33.022083
"2009-04-29",48.216682,48.293385,47.286674,47.564716,2434700,32.869694
"2009-04-30",48.044102,48.35091,46.893578,47.114094,3228800,32.558289
"2009-05-01",47.209972,47.737297,46.989452,47.698944,2150500,32.962452
"2009-05-04",47.92905,48.255035,47.631832,48.255035,2502100,33.346748
"2009-05-05",48.092041,48.274208,47.698944,47.861938,1845500,33.075104
"2009-05-06",48.274208,49.031639,47.813999,48.878235,3116700,33.777397
"2009-05-07",49.185043,49.664429,48.820709,49.57814,3829100,34.261078
"2009-05-08",49.961651,50.230106,49.424736,49.808247,3023200,34.420086
"2009-05-11",49.463089,49.856186,49.156281,49.520615,2554000,34.221321
"2009-05-12",49.750721,49.904121,49.185043,49.760307,2350800,34.386963
"2009-05-13",49.472675,49.856186,49.165867,49.40556,2355900,34.141811
"2009-05-14",49.520615,49.635666,48.418026,48.456375,2670000,33.485874
"2009-05-15",48.446789,48.897411,48.255035,48.408436,3066500,33.452747
"2009-05-18",48.78236,49.904121,48.552254,49.894535,2658000,34.479729
"2009-05-19",49.817833,49.884949,49.022053,49.079578,3490500,33.916538
"2009-05-20",49.36721,49.837009,49.165867,49.271332,2055500,34.049053
"2009-05-21",48.887825,49.165867,48.274208,48.696068,2279200,33.65152
"2009-05-22",48.744007,49.520615,48.696068,49.041225,1759100,33.890026
"2009-05-26",48.99329,50.402683,48.78236,50.402683,2782500,34.830883
"2009-05-27",50.402683,50.517738,48.868649,49.022053,2387700,33.876785
"2009-05-28",48.99329,49.539787,48.638542,49.434322,2285700,34.161694
"2009-05-29",49.549377,49.750721,48.878235,49.750721,2466600,34.380337
"2009-06-01",50.153404,51.399807,49.827419,51.275169,3032400,35.433804
"2009-06-02",51.323105,52.07095,50.930008,51.668266,3167700,35.70546
"2009-06-03",50.939598,51.371044,50.450623,50.80537,2301500,35.521648
"2009-06-04",50.814957,50.949184,50.201344,50.479385,1981200,35.293724
"2009-06-05",50.786194,50.901245,49.971237,50.249279,2085800,35.132847
"2009-06-08",50.009586,50.987537,50.009586,50.604027,3235600,35.380886
"2009-06-09",50.85331,50.901245,50.182167,50.412273,2394600,35.246807
"2009-06-10",50.786194,50.930008,49.837009,50.325981,2162600,35.186481
"2009-06-11",50.335571,50.786194,50.21093,50.258869,1998500,35.139561
"2009-06-12",50.009586,50.767017,50,50.556087,1544000,35.347366
"2009-06-15",49.386387,49.808247,48.897411,49.300095,2975000,34.4692
"2009-06-16",49.40556,49.40556,48.667305,48.763184,3113700,34.093815
"2009-06-17",48.897411,49.491852,48.724831,48.868649,3274900,34.167549
"2009-06-18",49.041225,49.472675,49.031639,49.213806,2506500,34.408875
"2009-06-19",49.453499,49.453499,48.494728,48.581017,3453700,33.96645
"2009-06-22",48.341324,49.280922,48.341324,48.954937,2846000,34.227875
"2009-06-23",49.156281,49.40556,48.887825,49.012463,2548100,34.268101
"2009-06-24",49.280922,49.779484,49.14669,49.635666,3230400,34.703831
"2009-06-25",49.568554,50.623203,49.060402,50.575264,3210400,35.360764
"2009-06-26",50.536911,50.767017,49.616489,50.191753,5551900,35.092632
"2009-06-29",50.325981,51.025887,49.875359,51.025887,2260900,35.675831
"2009-06-30",50.930008,51.025887,49.942474,50.268456,2348800,35.146259
"2009-07-01",50.402683,51.754555,50.258869,51.572388,2640700,36.057926
"2009-07-02",51.035473,51.21764,50.479385,50.747841,2769000,35.481438
"2009-07-06",50.59444,51.313519,50.59444,51.06424,2787100,35.702648
"2009-07-07",50.862896,51.188877,50.527325,50.671143,2934100,35.427807
"2009-07-08",50.814957,50.85331,50.249279,50.37392,2849000,35.219997
"2009-07-09",50.565678,50.604027,49.769894,49.990414,2628500,34.951851
"2009-07-10",50.115051,50.220516,49.57814,49.808247,1988300,34.82449
"2009-07-13",49.952061,51.054649,49.837009,50.949184,2455600,35.622204
"2009-07-14",50.757431,50.997124,50.536911,50.891659,3053500,35.581966
"2009-07-15",51.294342,51.744965,50.85331,51.735378,2535100,36.171875
"2009-07-16",51.64909,52.272293,51.476509,52.138062,2202200,36.45343
"2009-07-17",52.205177,52.358582,52.013424,52.224354,1550000,36.51376
"2009-07-20",52.406521,52.617451,51.81208,52.569511,1655600,36.755085
"2009-07-21",52.722916,52.972195,51.6395,52.051773,2308800,36.393101
"2009-07-22",51.917545,52.540749,51.879196,52.214764,2425200,36.507057
"2009-07-23",53.595398,55.551296,53.317352,55.417065,5396000,38.746025
"2009-07-24",55.043144,55.925217,55.014381,55.627995,2576600,38.893509
"2009-07-27",55.465004,56.155323,55.388302,56.136147,2316700,39.248775
"2009-07-28",55.934803,56.519653,55.762226,56.404602,2720300,39.436466
"2009-07-29",56.059444,56.730583,55.781399,56.164909,2169500,39.268894
"2009-07-30",56.241611,56.53883,55.53212,55.963566,2522200,39.128117
"2009-07-31",55.963566,56.720997,55.896454,56.040268,2274900,39.181747
"2009-08-03",56.395016,56.395016,55.282837,55.867691,2345300,39.061073
"2009-08-04",55.656761,56.788113,55.656761,56.711411,2643400,39.65099
"2009-08-05",56.471718,56.510067,55.74305,56.126556,2208900,39.242081
"2009-08-06",56.212849,56.462128,55.263664,55.426655,1855900,38.752731
"2009-08-07",55.666348,55.781399,55.043144,55.186962,3108800,38.585144
"2009-08-10",55.10067,55.474594,54.841801,55.407478,1977500,38.739307
"2009-08-11",55.11026,55.877277,55.11026,55.723873,2041000,38.960522
"2009-08-12",55.656761,56.404602,55.397892,56.001919,1845700,39.15493
"2009-08-13",55.925217,56.481304,55.647171,56.481304,2676900,39.490105
"2009-08-14",56.529243,56.797699,56.049854,56.510067,2737000,39.510208
"2009-08-17",56.030682,56.164909,55.752636,55.973156,2357800,39.134815
"2009-08-18",55.973156,56.078621,55.53212,56.030682,1930400,39.175034
"2009-08-19",55.704697,56.53883,55.685524,56.519653,2110300,39.516918
"2009-08-20",56.558006,56.653885,55.944389,56.395016,2e+06,39.429771
"2009-08-21",56.615532,57.209972,56.251198,57.075745,2497200,39.905716
"2009-08-24",57.142857,57.286674,56.625118,56.826462,2186800,39.731415
"2009-08-25",56.816875,57.286674,56.673058,57.104507,1921400,39.925831
"2009-08-26",57.114094,57.76606,56.931927,57.679771,2450600,40.328033
"2009-08-27",57.689358,57.775646,57.037392,57.33461,1652900,40.086712
"2009-08-28",57.411312,57.698944,56.951103,57.296261,1768600,40.059895
"2009-08-31",57.12368,57.986576,57.12368,57.967403,2402800,40.529137
"2009-09-01",57.967403,57.97699,56.567593,56.663471,2796300,39.617458
"2009-09-02",56.203259,56.452541,55.675934,55.896454,2753100,39.499439
"2009-09-03",56.059444,56.069031,55.148609,55.647171,1725900,39.323296
"2009-09-04",55.90604,55.90604,55.465004,55.800575,2038900,39.431694
"2009-09-08",55.953979,55.953979,55.167786,55.436241,3698400,39.17424
"2009-09-09",55.407478,55.685524,55.244488,55.541706,2353100,39.248756
"2009-09-10",55.618408,56.145733,55.455418,56.040268,2354800,39.601078
"2009-09-11",56.107384,56.337486,55.781399,56.088207,2080900,39.634945
"2009-09-14",55.915627,56.049854,55.512943,55.647171,2909200,39.323296
"2009-09-15",55.627995,55.637585,55.167786,55.3116,3278700,39.086166
"2009-09-16",55.378716,55.465004,55.014381,55.129433,4211700,38.957428
"2009-09-17",55.139023,55.244488,54.745926,54.803452,3282400,38.727077
"2009-09-18",54.947266,55.675934,54.793865,55.493767,3240800,39.21489
"2009-09-21",55.417065,55.417065,54.928093,55.129433,2027200,38.957428
"2009-09-22",55.369129,55.455418,55.014381,55.254074,1939900,39.045509
"2009-09-23",55.340363,56.442951,55.062321,55.723873,3592400,39.377487
"2009-09-24",55.819752,56.184086,55.474594,55.493767,2472900,39.21489
"2009-09-25",55.340363,55.886864,55.225311,55.32119,2145700,39.09293
"2009-09-28",55.397892,56.375839,55.215725,56.059444,1852000,39.61462
"2009-09-29",56.289551,56.289551,55.225311,55.244488,2596300,39.038723
"2009-09-30",55.263664,56.816875,55.225311,56.548416,5036100,39.960148
"2009-10-01",56.471718,56.471718,55.627995,55.810162,3500200,39.438465
"2009-10-02",55.819752,56.53883,55.52253,56.442951,3208700,39.88562
"2009-10-05",56.53883,56.615532,55.292427,55.934803,3614400,39.526546
"2009-10-06",56.078621,56.500481,55.934803,56.395016,3329300,39.851749
"2009-10-07",56.423779,56.481304,55.819752,56.260788,2346400,39.756901
"2009-10-08",56.366253,56.673058,56.232021,56.625118,3446200,40.014355
"2009-10-09",56.490891,56.826462,56.299137,56.816875,1411200,40.149864
"2009-10-12",56.826462,57.478428,56.663471,57.075745,1724000,40.332787
"2009-10-13",56.931927,57.066154,56.337486,56.577183,1887900,39.98048
"2009-10-14",56.883987,56.903164,56.308723,56.452541,2438900,39.892399
"2009-10-15",56.232021,56.999043,56.232021,56.931927,2151900,40.231163
"2009-10-16",56.75935,57.353786,56.366253,56.634708,2724700,40.02113
"2009-10-19",56.644295,57.468842,56.414188,57.190796,1816800,40.414097
"2009-10-20",57.13327,57.526367,56.797699,57.104507,3140500,40.353127
"2009-10-21",57.085331,58.005753,57.085331,57.229145,3549400,40.441196
"2009-10-22",59.36721,60.949184,59.242569,60.488976,6803600,42.744759
"2009-10-23",60.460213,60.623203,58.638542,59.031639,5866000,41.714939
"2009-10-26",59.271332,59.875359,58.57143,58.93576,3057500,41.647179
"2009-10-27",59.089165,59.386387,58.56184,58.99329,3192600,41.687828
"2009-10-28",58.839886,59.511024,58.465965,58.513901,3270400,41.349075
"2009-10-29",58.897411,59.232983,58.418026,59.185043,2427400,41.823338
"2009-10-30",59.242569,59.539787,58.465965,58.638542,3368400,41.437141
"2009-11-02",58.705658,60.162991,58.676895,60.153404,3882700,42.507633
"2009-11-03",59.923298,59.923298,58.99329,59.443913,2780100,42.006271
"2009-11-04",59.530201,60.402683,59.530201,60.067116,3439600,42.446667
"2009-11-05",60.498562,61.054649,60.134228,60.930008,3087200,43.056427
"2009-11-06",60.58485,61.083412,60.297218,61.083412,2248300,43.164825
"2009-11-09",61.083412,61.495686,60.814957,61.457336,3237200,43.429062
"2009-11-10",61.42857,61.792904,61.22723,61.610737,2052200,43.537472
"2009-11-11",61.764141,61.831257,61.025887,61.371044,2672500,43.36808
"2009-11-12",61.294342,61.495686,60.767017,60.958775,1899800,43.076763
"2009-11-13",61.035473,61.399807,60.536911,61.399807,2665500,43.388412
"2009-11-16",61.42857,62.157238,61.380634,62.157238,2982800,43.923656
"2009-11-17",61.898369,62.684563,61.898369,62.588688,2743900,44.228546
"2009-11-18",62.44487,63.192715,61.850433,62.44487,3474200,44.126907
"2009-11-19",62.157238,62.253117,61.534035,62.080536,1724600,43.869446
"2009-11-20",62.042187,62.224354,61.6395,62.080536,1827900,43.869446
"2009-11-23",62.301056,63.346115,62.281879,62.972195,2934700,44.499542
"2009-11-24",63.135185,63.269417,62.483223,63.048897,1946100,44.553738
"2009-11-25",63.173538,63.374882,63.010548,63.288589,1963500,44.723122
"2009-11-27",62.550335,63.470757,62.090126,62.857143,1217500,44.418243
"2009-11-30",62.981785,63.537872,62.473633,63.25024,2437200,44.696026
"2009-12-01",63.835091,64.228188,63.662514,64.065193,2197100,45.271904
"2009-12-02",63.681686,64.266541,63.528282,64.03643,2260500,45.67939
"2009-12-03",64.151489,64.170662,63.192715,63.307766,2041400,45.159622
"2009-12-04",63.825504,64.055611,63.010548,63.154362,2568500,45.050194
"2009-12-07",62.742088,62.742088,61.907959,62.502396,2890500,44.585114
"2009-12-08",62.310642,62.473633,61.831257,62.23394,2302400,44.393608
"2009-12-09",61.658676,61.716202,60.79578,61.476509,3798200,43.853313
"2009-12-10",61.620327,62.377758,61.399807,61.946308,2638600,44.188446
"2009-12-11",62.301056,62.550335,61.917545,62.042187,2927400,44.256844
"2009-12-14",62.320229,62.627037,62.195591,62.348991,1888200,44.475697
"2009-12-15",62.473633,62.588688,62.080536,62.329819,2096100,44.462006
"2009-12-16",62.540749,62.924255,62.166828,62.281879,2057700,44.427799
"2009-12-17",62.272293,62.272293,61.361458,61.447746,2607700,43.83279
"2009-12-18",61.6395,61.81208,60.191753,60.719078,3703900,43.313019
"2009-12-21",60.891659,62.061363,60.891659,61.831257,1971400,44.106384
"2009-12-22",61.994247,62.157238,61.265579,61.581974,1735300,43.928551
"2009-12-23",61.821667,61.821667,61.313519,61.591564,1658200,43.935394
"2009-12-24",61.744965,61.879196,61.121765,61.371044,684400,43.778084
"2009-12-28",61.418983,61.735378,61.236816,61.725792,991900,44.031147
"2009-12-29",61.706615,62.157238,61.610737,61.754555,1288800,44.051659
"2009-12-30",61.697029,62.080536,61.601151,61.735378,1088800,44.037971
"2009-12-31",61.6395,61.764141,61.035473,61.083412,1264700,43.572903
"2010-01-04",61.6395,61.86002,60.968361,61.620327,1634900,43.955906
"2010-01-05",61.658676,61.955898,61.035473,61.668266,2465800,43.990089
"2010-01-06",61.697029,61.697029,60.862896,60.910835,2453600,43.449806
"2010-01-07",61.054649,61.054649,60.038349,60.508148,3246800,43.162544
"2010-01-08",60.278046,60.364334,59.242569,60.124641,3069300,42.888981
"2010-01-11",60.105465,60.115051,58.676895,60.047939,2993500,42.834274
"2010-01-12",59.952061,60.79578,59.827419,60.42186,2557000,43.100998
"2010-01-13",60.661552,61.073826,60.402683,60.997124,1904200,43.511349
"2010-01-14",61.054649,61.054649,60.316395,60.42186,2019300,43.100998
"2010-01-15",60.249279,60.364334,59.568554,59.654842,3690300,42.55386
"2010-01-19",59.808247,60.642376,59.741131,60.21093,3347100,42.950539
"2010-01-20",60.028763,60.028763,58.696068,59.530201,2783800,42.464947
"2010-01-21",59.664429,59.942474,58.485138,58.590603,3530000,41.794708
"2010-01-22",57.430489,58.945351,57.12368,57.746883,4369000,41.192829
"2010-01-25",58.245445,58.293385,57.286674,57.957813,3075100,41.343311
"2010-01-26",58.245445,58.245445,57.315437,57.631832,4167700,41.110775
"2010-01-27",57.641418,57.957813,56.74976,57.046978,3959000,40.693581
"2010-01-28",57.353786,57.603069,56.634708,56.673058,4408500,40.426853
"2010-01-29",57.027805,57.698944,56.644295,56.941513,3816200,40.61834
"2010-02-01",57.459251,57.459251,56.577183,57.056568,3415300,40.700413
"2010-02-02",57.209972,58.3605,56.826462,58.178333,3314500,41.500618
"2010-02-03",58.092041,58.092041,57.305847,57.900288,3479500,41.302284
"2010-02-04",57.535954,57.76606,56.740173,56.788113,2623300,40.508919
"2010-02-05",56.778522,57.075745,55.848515,56.529243,3210500,40.324253
"2010-02-08",56.720997,57.12368,56.164909,56.519653,2844400,40.317417
"2010-02-09",57.008629,57.468842,56.625118,57.162033,2375800,40.775646
"2010-02-10",57.018215,57.152447,56.241611,56.500481,2625100,40.303738
"2010-02-11",56.663471,56.951103,56.299137,56.74976,2349500,40.481564
"2010-02-12",56.519653,56.711411,56.126556,56.433365,2735300,40.255863
"2010-02-16",56.567593,56.816875,56.279961,56.816875,2901700,40.529438
"2010-02-17",56.96069,57.18121,56.807285,56.903164,2693600,40.590988
"2010-02-18",56.855225,58.044102,56.807285,57.909874,2334900,41.309116
"2010-02-19",57.861938,58.092041,57.430489,57.76606,2220100,41.20652
"2010-02-22",57.890701,58.130394,57.33461,57.430489,2509100,40.967144
"2010-02-23",57.33461,58.120804,57.142857,57.890701,3244100,41.295437
"2010-02-24",58.082455,58.130394,57.622242,57.813999,3092300,41.240719
"2010-02-25",57.54554,57.948227,57.114094,57.909874,2684800,41.309116
"2010-02-26",58.13998,58.533077,57.842762,58.235859,2777000,41.541653
"2010-03-01",58.906998,58.906998,58.044102,58.245445,3237300,41.548489
"2010-03-02",57.468842,58.101631,56.740173,57.852348,6698900,41.268074
"2010-03-03",57.478428,57.900288,57.430489,57.54554,2707500,41.522923
"2010-03-04",57.813999,57.957813,57.152447,57.564716,3249500,41.53677
"2010-03-05",57.756474,57.967403,57.315437,57.631832,3110600,41.585197
"2010-03-08",57.727707,57.775646,57.238735,57.641418,2808000,41.592113
"2010-03-09",57.535954,57.833172,57.516777,57.535954,2237600,41.515999
"2010-03-10",57.622242,57.622242,56.807285,57.027805,3925800,41.149353
"2010-03-11",57.162033,57.286674,56.788113,57.248322,3142100,41.308456
"2010-03-12",57.3442,57.737297,57.12368,57.603069,3848600,41.564438
"2010-03-15",57.670181,57.861938,57.392139,57.861938,2612800,41.751232
"2010-03-16",57.315437,58.044102,57.286674,58.034515,4531100,41.875755
"2010-03-17",58.111217,58.504314,57.76606,58.418026,3021600,42.152485
"2010-03-18",58.504314,58.811123,58.312561,58.763184,3073300,42.401543
"2010-03-19",58.897411,59.050816,58.56184,58.897411,3874400,42.49839
"2010-03-22",58.926174,60.460213,58.926174,60.402683,4978600,43.584538
"2010-03-23",60.671143,60.977947,60.258869,60.891659,3363800,43.937374
"2010-03-24",60.872482,60.872482,60.115051,60.297218,2036300,43.508446
"2010-03-25",60.508148,60.738255,60,60.441036,3352600,43.612206
"2010-03-26",60.469799,60.690315,59.923298,60.220516,2709900,43.453106
"2010-03-29",60.287632,60.80537,60.124641,60.613613,2140300,43.736748
"2010-03-30",60.719078,60.824543,60.354748,60.536911,1673200,43.681396
"2010-03-31",60.325981,60.527325,59.932884,60.287632,2123000,43.50153
"2010-04-01",60.575264,60.575264,59.424736,59.923298,3379800,43.238644
"2010-04-05",60.258869,60.287632,59.530201,59.693192,2433000,43.072601
"2010-04-06",59.683605,59.865772,59.108341,59.635666,2472000,43.031082
"2010-04-07",59.300095,59.424736,58.859062,59.002876,2967400,42.574493
"2010-04-08",58.839886,59.079578,58.657719,58.801533,2460000,42.429207
"2010-04-09",58.791946,59.137104,58.581017,59.137104,1950400,42.671341
"2010-04-12",59.386387,59.443913,58.657719,58.859062,2524500,42.470718
"2010-04-13",58.839886,58.887825,58.389263,58.542664,2541100,42.24242
"2010-04-14",58.600193,58.811123,58.274208,58.715244,2731500,42.366943
"2010-04-15",58.581017,59.348034,58.456375,59.050816,2560600,42.609077
"2010-04-16",58.78236,59.664429,58.78236,59.271332,2866200,42.768196
"2010-04-19",59.137104,59.62608,59.137104,59.587727,3446600,42.996502
"2010-04-20",59.846596,59.990414,59.41515,59.952061,3274800,43.259399
"2010-04-21",60.105465,60.441036,59.923298,60.354748,2917300,43.549965
"2010-04-22",60.095879,60.162991,59.060402,59.558964,3557900,42.975742
"2010-04-23",59.712368,59.712368,58.015339,58.418026,4470900,42.152485
"2010-04-26",59.012463,59.012463,58.149567,58.427612,4012300,42.159389
"2010-04-27",58.3605,58.93576,58.18792,58.216682,3968800,42.007198
"2010-04-28",58.513901,58.878235,58.034515,58.504314,2939100,42.214737
"2010-04-29",58.78236,59.079578,58.331734,58.753597,2516900,42.394615
"2010-04-30",58.897411,59.482262,58.724831,58.734421,3103800,42.380791
"2010-05-03",58.811123,58.945351,58.427612,58.628956,2589800,42.304695
"2010-05-04",58.274208,58.887825,58.044102,58.667305,4438600,42.332359
