"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2010-07-30",77.699997,80.139999,77.010002,79.610001,2580900,64.111603
"2010-08-02",81.480003,82.129997,80.779999,81.410004,2388000,65.561165
"2010-08-03",81.199997,81.870003,79.470001,80.040001,3143900,64.457901
"2010-08-04",80.519997,81.639999,79.470001,81.489998,2886500,65.625595
"2010-08-05",81.050003,81.980003,80.150002,81.639999,1940900,65.746376
"2010-08-06",80.940002,82.209999,79.650002,81.129997,2542100,65.335686
"2010-08-09",82.040001,82.459999,80.760002,81.120003,1879800,65.327637
"2010-08-10",80,81.879997,79.559998,81.480003,3047300,65.617546
"2010-08-11",79.260002,80.129997,77.169998,77.809998,4582600,62.662022
"2010-08-12",75.510002,78.519997,75,77.970001,4736600,62.790882
"2010-08-13",77.699997,78.419998,77.019997,77.75,2055400,62.613693
"2010-08-16",77.059998,78.419998,76,77.769997,1508900,62.629787
"2010-08-17",78.860001,81.239998,78.690002,80.57,2447000,64.884705
"2010-08-18",80.599998,82.169998,79.370003,81.830002,2484100,65.899391
"2010-08-19",81.239998,82.690002,80.389999,81.239998,3441900,65.634819
"2010-08-20",82.07,82.150002,78.650002,79.510002,2834100,64.237122
"2010-08-23",80.190002,80.190002,76.040001,76.5,3334200,61.805317
"2010-08-24",75,76.239998,73.760002,74.769997,3401100,60.407619
"2010-08-25",73.800003,74.300003,71.510002,73.480003,4159100,59.365429
"2010-08-26",74.230003,75.620003,72.480003,72.57,3194400,58.630211
"2010-08-27",73.709999,76.5,71.970001,76.190002,3183400,61.554855
"2010-08-30",75.32,76,73.660004,73.82,1961500,59.640095
"2010-08-31",73.239998,75.230003,72.510002,74.410004,2664900,60.116779
"2010-09-01",77.07,81.209999,77,79.879997,5080100,64.536026
"2010-09-02",79.739998,81.839996,79.089996,81.800003,3320500,66.087227
"2010-09-03",82.910004,84.690002,82.160004,83.160004,3054500,67.185997
"2010-09-07",82.43,82.75,80.75,80.879997,2242200,65.343964
"2010-09-08",81,82.419998,80.339996,81.959999,1915200,66.21653
"2010-09-09",83.330002,83.489998,80.849998,81.440002,1508400,65.796379
"2010-09-10",81.879997,82.82,81.239998,81.919998,1734600,66.184189
"2010-09-13",84.279999,84.93,83.339996,84.809998,2502600,68.519066
"2010-09-14",84.18,85.580002,83.650002,85.019997,1744000,68.688721
"2010-09-15",84.150002,84.489998,82.300003,83.32,3102000,67.315269
"2010-09-16",83.029999,84.5,82.769997,84.080002,2203300,67.929276
"2010-09-17",84.739998,85.57,83.019997,85.139999,2746500,68.785675
"2010-09-20",85.860001,88.43,85.32,87.949997,2676500,71.055923
"2010-09-21",88.599998,90.470001,87.849998,89.129997,3432300,72.009254
"2010-09-22",89.110001,90,87.669998,88.389999,2249000,71.411385
"2010-09-23",87.160004,89.620003,86.75,88.309998,3239800,71.346764
"2010-09-24",90,92.5,90,90.860001,3285600,73.406944
"2010-09-27",90.860001,90.860001,89.339996,89.599998,1831200,72.388954
"2010-09-28",90.059998,91.169998,88.239998,90.959999,1971400,73.487717
"2010-09-29",90.769997,91.900002,90.349998,91.300003,1917100,73.762413
"2010-09-30",92.400002,92.860001,89.68,90.580002,2607700,73.18071
"2010-10-01",91.370003,91.699997,89.660004,91.309998,2543500,73.770462
"2010-10-04",91.25,91.68,88.849998,89.690002,3094400,72.461678
"2010-10-05",91.349998,92.970001,90.629997,92.239998,2479800,74.521851
"2010-10-06",92.190002,93.599998,91.93,93.220001,1873300,75.313614
"2010-10-07",93.699997,93.800003,90.830002,92.279999,2555200,74.554176
"2010-10-08",92.589996,93.660004,91.519997,92.910004,1812800,75.063171
"2010-10-11",93.190002,94.190002,92.5,93.059998,1070000,75.184319
"2010-10-12",92.879997,92.879997,90.68,92.260002,1774500,74.537994
"2010-10-13",93,93.75,92.550003,92.82,1697500,74.990425
"2010-10-14",93.010002,94.769997,93,93.760002,1900600,75.74987
"2010-10-15",94.370003,94.870003,92.410004,93.639999,1855300,75.652916
"2010-10-18",93.639999,93.639999,90.800003,91.349998,2866500,73.802811
"2010-10-19",89.739998,91.580002,88.800003,90.169998,2494900,72.849449
"2010-10-20",90.580002,93.139999,90.360001,92.050003,1583100,74.368347
"2010-10-21",92.580002,93.809998,91.830002,93.75,2588700,75.741798
"2010-10-22",94.089996,94.089996,92.5,93.629997,1328200,75.644852
"2010-10-25",94.769997,96.129997,94.260002,94.489998,2034800,76.339638
"2010-10-26",87.410004,91.559998,87,89,10456900,71.904198
"2010-10-27",89.269997,90.25,88.220001,89.260002,4038400,72.114265
"2010-10-28",90.230003,90.230003,88.239998,89.010002,3118400,71.912292
"2010-10-29",89.260002,89.860001,87.940002,88.099998,2839600,71.177071
"2010-11-01",87.900002,89.5,87.510002,88.199997,2821900,71.257874
"2010-11-02",88.800003,91.760002,88.489998,91.370003,3400100,73.818962
"2010-11-03",91.400002,91.68,89.870003,91.470001,1885200,73.899773
"2010-11-04",93.220001,95.720001,92.779999,95.639999,2937700,77.268753
"2010-11-05",95.639999,96.629997,95.260002,96.389999,1713800,77.87468
"2010-11-08",95.849998,96.099998,94.910004,95.400002,1828000,77.074852
"2010-11-09",95.199997,95.510002,92.849998,93.300003,2052700,75.378258
"2010-11-10",93.779999,94.970001,92.480003,94.529999,1619100,76.371979
"2010-11-11",93.949997,95.019997,93.32,95.010002,1556800,76.759766
"2010-11-12",93.809998,94.830002,92.690002,94.059998,2082300,75.992264
"2010-11-15",94.629997,94.709999,93.290001,93.980003,2281400,75.927597
"2010-11-16",92.949997,92.989998,90.370003,91.32,2696000,73.778572
"2010-11-17",91.389999,92.709999,90.419998,92.019997,1823500,74.344101
"2010-11-18",93.620003,95.339996,93.400002,93.809998,1671500,76.007088
"2010-11-19",93.339996,94.440002,92.559998,94.309998,1883100,76.412193
"2010-11-22",94.239998,95.75,93.389999,95.589996,1516700,77.44928
"2010-11-23",93.629997,95.190002,93.559998,94.910004,1884400,76.898346
"2010-11-24",95.889999,98.730003,95.720001,98.650002,2012300,79.928558
"2010-11-26",97.57,98.639999,97.400002,98.199997,618900,79.563957
"2010-11-29",97.260002,97.610001,95.5,97.269997,1450200,78.810463
"2010-11-30",96.059998,97.779999,95.589996,97.120003,2463300,78.688957
"2010-12-01",99.739998,101.199997,99.25,100.519997,2508100,81.443687
"2010-12-02",100.839996,104.360001,100.519997,103.970001,2367300,84.238976
"2010-12-03",102.720001,103.949997,102.260002,102.839996,1932300,83.323425
"2010-12-06",102.75,105.580002,102.43,104.959999,1465300,85.041084
"2010-12-07",106.489998,107.620003,105.599998,105.980003,2573800,85.867523
"2010-12-08",106.029999,106.480003,103.57,105.080002,2215400,85.138329
"2010-12-09",106.110001,106.199997,104,104.25,1342100,84.465843
"2010-12-10",105,105.220001,104,105.029999,1006900,85.097801
"2010-12-13",106.400002,107.260002,105.699997,106.690002,2145800,86.442772
"2010-12-14",106.550003,109.190002,106.550003,108.290001,1924800,87.73912
"2010-12-15",108.410004,110.839996,108.040001,108.620003,2171200,88.006508
"2010-12-16",109.25,109.25,107.139999,108.510002,1221200,87.917381
"2010-12-17",108.470001,109,107.800003,107.959999,2071900,87.471764
"2010-12-20",108.489998,109.57,107.68,109.120003,1241000,88.411629
"2010-12-21",109.720001,111.589996,109.25,111.190002,1218500,90.088799
"2010-12-22",111.050003,111.410004,110.379997,111.25,1223500,90.137383
"2010-12-23",110.870003,111.779999,110.459999,110.910004,937800,89.8619
"2010-12-27",110.18,110.269997,108.879997,109.82,908100,88.978783
"2010-12-28",109.889999,110.510002,108.870003,110.059998,845800,89.173218
"2010-12-29",110.199997,110.690002,109.809998,110.129997,734100,89.22995
"2010-12-30",110.190002,110.889999,109.910004,110.160004,590900,89.254234
"2010-12-31",109.849998,111.870003,109.089996,110.010002,1091000,89.132698
"2011-01-03",111.080002,112.07,110.830002,111.75,1585800,90.542496
"2011-01-04",112.230003,112.25,109,111.599998,1944000,90.420959
"2011-01-05",110.959999,113.660004,110.959999,112.989998,1454500,91.547173
"2011-01-06",113.470001,113.879997,109.980003,110.160004,2194700,89.254234
"2011-01-07",110.610001,112.059998,109.150002,109.779999,2097600,88.946373
"2011-01-10",109.010002,111.769997,108.870003,111.040001,1675700,89.967247
"2011-01-11",111.900002,113.110001,111.010002,111.519997,1255600,90.35614
"2011-01-12",112.900002,112.900002,111.690002,111.830002,1025100,90.607323
"2011-01-13",111.949997,113.25,111.07,112.910004,2321500,91.482368
"2011-01-14",112.779999,113.239998,111.470001,112.559998,1110000,91.198769
"2011-01-18",113.309998,114.809998,112.599998,113.849998,1203900,92.24398
"2011-01-19",113.75,113.910004,111.169998,111.43,1498500,90.283218
"2011-01-20",111.110001,112.07,107.779999,108.019997,3149000,87.520363
"2011-01-21",109.18,110.199997,103.720001,105.050003,3592600,85.114006
"2011-01-24",105.050003,106.309998,102.580002,106.129997,2972700,85.989037
"2011-01-25",106.029999,107.199997,104.699997,107.07,2574500,86.750641
"2011-01-26",107.800003,110.68,107.599998,109.610001,1974400,88.808617
"2011-01-27",110.650002,111.919998,109.18,109.919998,2059700,89.059784
"2011-01-28",110.230003,110.330002,104.959999,105.379997,2511900,85.381371
"2011-01-31",106.699997,109.480003,105.160004,105.879997,3892600,85.786491
"2011-02-01",106.980003,108.32,101.849998,107.410004,6930700,87.026108
"2011-02-02",107,108.650002,106.190002,106.889999,3369400,86.604813
"2011-02-03",107.400002,107.940002,105.5,107.650002,3227300,87.220596
"2011-02-04",107.669998,110.139999,107.050003,109.690002,3489900,88.873451
"2011-02-07",110.230003,112.139999,109.699997,111.809998,3315800,90.591118
"2011-02-08",112.050003,112.389999,110,111.699997,2496100,90.502007
"2011-02-09",111.160004,112.290001,110.220001,111.800003,2273200,90.583
"2011-02-10",110.540001,112.129997,109.769997,111.139999,1678700,90.048279
"2011-02-11",110.639999,112.25,110.639999,111.699997,1918900,90.502007
"2011-02-14",112.809998,114.300003,112.360001,113.540001,2569800,91.992836
"2011-02-15",113.5,113.529999,111.370003,112.650002,1924600,91.271706
"2011-02-16",113.379997,113.800003,110.879997,110.989998,2085100,90.136772
"2011-02-17",110.949997,112.199997,110.330002,111.82,1944300,90.810822
"2011-02-18",112.18,112.5,109.82,110.040001,2374300,89.36528
"2011-02-22",107.980003,108.18,102.760002,103.080002,4107200,83.712952
"2011-02-23",102.650002,102.970001,97.199997,100.690002,6356300,81.771988
"2011-02-24",100.730003,103.550003,99.510002,100.870003,2813800,81.918152
"2011-02-25",102.209999,103.050003,101.25,102.330002,2518000,83.103844
"2011-02-28",102.959999,103.809998,100.800003,101.120003,2352200,82.12117
"2011-03-01",102.379997,102.379997,98.919998,99.919998,2032300,81.146667
"2011-03-02",99.879997,101.93,99.07,100.300003,3169300,81.455246
"2011-03-03",102.089996,104.580002,101.559998,103.940002,2738800,84.411385
"2011-03-04",104.199997,104.339996,101.5,102.5,2348900,83.241905
"2011-03-07",102.489998,103.07,99.360001,99.699997,2511100,80.967957
"2011-03-08",100.209999,101.160004,98.620003,100.089996,2271500,81.284698
"2011-03-09",99.639999,101,98.699997,100.07,1810700,81.268448
"2011-03-10",97.980003,99.440002,95.830002,98.650002,3450000,80.11525
"2011-03-11",97.199997,99.300003,96.900002,98.730003,3396800,80.180237
"2011-03-14",98.190002,99.480003,96.599998,97.550003,2270600,79.221954
"2011-03-15",94.160004,100.5,93.5,99.93,4868800,81.154785
"2011-03-16",100.089996,101.769997,97.849998,98.93,3181100,80.342667
"2011-03-17",101.25,101.949997,99.300003,99.970001,2207200,81.187241
"2011-03-18",101.970001,102.5,99.5,99.919998,3387700,81.146667
"2011-03-21",102.029999,103.360001,101.290001,102.57,2329400,83.298737
"2011-03-22",102.93,102.93,100.830002,101.699997,2202700,82.592224
"2011-03-23",101.440002,103.169998,100.010002,102.68,1929800,83.388092
"2011-03-24",103.839996,104.489998,102.68,103.769997,2545900,84.273293
"2011-03-25",104.099998,105.800003,104.07,104.540001,2045300,84.898621
"2011-03-28",104.860001,105.410004,104.290001,104.919998,2228500,85.207237
"2011-03-29",104.760002,108.050003,104.5,107.629997,2817600,87.408051
"2011-03-30",108.900002,110.75,108.639999,109.57,2567400,88.983566
"2011-03-31",109.239998,110.330002,108.580002,109.620003,1957000,89.02417
"2011-04-01",110.879997,113.650002,110.519997,111.300003,3433500,90.388519
"2011-04-04",112.040001,112.199997,110.459999,110.830002,1904000,90.006844
"2011-04-05",111.32,111.870003,109.290001,110.949997,2443700,90.104294
"2011-04-06",111.169998,111.980003,109.650002,110.260002,1833900,89.54393
"2011-04-07",109.660004,111.599998,108.709999,110.169998,1533300,89.470848
"2011-04-08",111,111.220001,107.410004,108.889999,1846800,88.431351
"2011-04-11",108.870003,108.980003,106.589996,107.419998,1735900,87.237534
"2011-04-12",106.169998,106.669998,104.150002,105.720001,2935000,85.856918
"2011-04-13",106.739998,108,105,105.889999,1948300,85.994972
"2011-04-14",104.879997,105.470001,103.300003,105.32,2171900,85.532074
"2011-04-15",105.709999,106.07,104.529999,105.129997,2163100,85.377769
"2011-04-18",103.470001,103.519997,101.160004,102.82,2675200,83.501793
"2011-04-19",103.830002,106.510002,103.830002,105.330002,1896200,85.540199
"2011-04-20",107.150002,108.32,106.25,108.150002,2549900,87.83036
"2011-04-21",109,109.870003,108.449997,108.940002,1912100,88.471939
"2011-04-25",109.419998,109.790001,108.029999,108.199997,1939600,87.870964
"2011-04-26",114.589996,117.400002,114.25,116.389999,6e+06,94.522186
"2011-04-27",117.400002,119.580002,115.050003,119.080002,3333500,96.706795
"2011-04-28",118.68,119.839996,117.150002,117.75,2269700,95.626678
"2011-04-29",118.379997,120.540001,117.879997,120.18,2836000,97.600113
"2011-05-02",121.32,121.489998,118.050003,118.290001,2358400,96.065231
"2011-05-03",117.25,118.150002,115.059998,115.93,2181300,94.148628
"2011-05-04",116.480003,116.849998,112.599998,112.660004,3718200,91.493011
"2011-05-05",111.75,117.949997,110.82,115.889999,3723200,94.11615
"2011-05-06",118.349998,119.510002,116.790001,117.239998,2143400,95.212479
"2011-05-09",117.620003,118.550003,116.459999,117.589996,1225100,95.496742
"2011-05-10",118.07,118.720001,117.199997,118.410004,1247500,96.162682
"2011-05-11",118.099998,118.099998,113.169998,114.040001,3017600,92.613716
"2011-05-12",113.669998,114.690002,111.080002,113.120003,2252200,91.866577
"2011-05-13",112.5,113.5,110.169998,110.290001,2444500,89.568298
"2011-05-16",109.739998,112.5,109.260002,110.120003,2916700,89.430229
"2011-05-17",109.519997,109.599998,105.860001,106.489998,3819500,86.482262
"2011-05-18",106.800003,108.529999,105.629997,108.190002,3806200,88.079971
"2011-05-19",109.309998,110.260002,108.209999,109.510002,2391700,89.154625
"2011-05-20",108.980003,109.239998,106.139999,106.410004,2553100,86.630844
"2011-05-23",104.080002,105.190002,102.330002,104.160004,3052800,84.799057
"2011-05-24",104.940002,105.5,102.25,102.68,3588600,83.594154
"2011-05-25",101.82,105.75,101.739998,105.110001,3517800,85.572472
"2011-05-26",104.769997,106.330002,104,105.849998,2402700,86.174911
"2011-05-27",106.059998,106.290001,104.519997,104.970001,2372100,85.458511
"2011-05-31",106.730003,106.879997,103.93,105.239998,2485800,85.678299
"2011-06-01",104.790001,105.330002,100.5,100.639999,3153100,81.933342
"2011-06-02",101.349998,103.919998,101,103.089996,3169000,83.92794
"2011-06-03",100.669998,103.18,99.790001,101.400002,2341300,82.552063
"2011-06-06",101.209999,101.830002,99.25,99.949997,2714400,81.371574
"2011-06-07",101.599998,102.410004,100.739998,100.980003,2452800,82.210144
"2011-06-08",100.650002,100.93,95.849998,96.230003,5914800,78.343086
"2011-06-09",96.75,97.550003,95.860001,96.580002,3500800,78.628014
"2011-06-10",96.169998,96.169998,92.68,92.870003,4721600,75.607613
"2011-06-13",93.150002,94.809998,92.410004,93.449997,3392300,76.079788
"2011-06-14",94.900002,97.099998,94.779999,95.870003,2994300,78.049965
"2011-06-15",94.660004,95.580002,92.32,92.440002,4774000,75.257545
"2011-06-16",92.690002,94.760002,91.129997,92.93,3620400,75.656433
"2011-06-17",94.629997,94.900002,93.089996,93.620003,3126800,76.218224
"2011-06-20",93.389999,94.169998,92.760002,93.480003,2221000,76.104225
"2011-06-21",94.260002,97.639999,94.230003,97.519997,3399200,79.393265
"2011-06-22",97.25,99.449997,95.980003,96.080002,3264800,78.22094
"2011-06-23",94.089996,98.400002,93.489998,98.349998,4328000,80.068993
"2011-06-24",99.080002,100,96.260002,96.669998,5402200,78.701263
"2011-06-27",96.690002,97.900002,95.660004,97.389999,2302300,79.287422
"2011-06-28",98.290001,100.699997,98.029999,100.699997,2855000,81.982185
"2011-06-29",101.82,101.940002,100.120003,101.040001,3343900,82.259003
"2011-06-30",101.370003,104.169998,100.57,103.489998,3547100,84.253571
"2011-07-01",103.800003,107.839996,103.480003,107.419998,4286900,87.453094
"2011-07-05",106.5,107.199997,105.25,105.650002,2127800,86.012115
"2011-07-06",105.739998,107.339996,104.720001,106.779999,2448200,86.932053
"2011-07-07",108.790001,110.150002,108.669998,108.82,3093300,88.592865
"2011-07-08",105.93,107.620003,105.010002,106.769997,2715000,86.923897
"2011-07-11",104.970001,106.459999,103.160004,103.650002,3129100,84.383865
"2011-07-12",104.760002,106.309998,103.010002,103.32,3755900,84.115196
"2011-07-13",104.650002,107.610001,104.650002,105.709999,2753900,86.060928
"2011-07-14",106.220001,107.650002,103.150002,104.489998,2787900,85.067711
"2011-07-15",105.489998,105.760002,103.269997,104.68,2477000,85.222382
"2011-07-18",104.300003,104.32,101.800003,103.5,2605000,84.261734
"2011-07-19",104.519997,106.790001,104.519997,106.580002,2147600,86.769241
"2011-07-20",107.660004,108,105.919998,106.75,1636900,86.907631
"2011-07-21",107.449997,109.139999,106.43,107.57,2228500,87.575218
"2011-07-22",106.339996,107.580002,104.739998,106.779999,2360800,86.932053
"2011-07-25",104.639999,107.620003,104.400002,106.660004,2514600,86.834351
"2011-07-26",113.220001,114,110.349998,110.82,6299400,90.221085
"2011-07-27",109.379997,110.199997,105.879997,106.489998,4748300,86.695961
"2011-07-28",106.870003,108.940002,105.400002,105.739998,4265900,86.08535
"2011-07-29",104.019997,105.849998,102.050003,104.879997,3723000,85.385193
"2011-08-01",108.599998,108.75,102.5,103.790001,4662800,84.497803
"2011-08-02",102.82,105.040001,99.080002,99.150002,5740700,80.720299
"2011-08-03",99.739998,101.800003,95.739998,101.540001,5260800,82.666046
"2011-08-04",99.379997,100.959999,93,93.160004,6496200,75.843697
"2011-08-05",95.959999,96.5,88.010002,92.260002,6743600,75.110977
"2011-08-08",86.68,89.690002,83.010002,83.669998,5757800,68.117668
"2011-08-09",86.040001,91.290001,83.839996,91.110001,6554500,74.174721
"2011-08-10",88.93,89.690002,86,86.25,6459600,70.218117
"2011-08-11",87.510002,93.389999,87.150002,91.870003,4743900,74.793465
"2011-08-12",94.449997,96.400002,93.669998,94.470001,4313300,76.910202
"2011-08-15",95.459999,96.949997,94.699997,96.18,3054000,78.302376
"2011-08-16",94.970001,95.459999,92.959999,93.68,3440800,76.267052
"2011-08-17",94.720001,94.75,90.660004,91.93,3837100,74.842316
"2011-08-18",87.099998,87.190002,82.32,83.339996,7744200,68.145515
"2011-08-19",81.779999,84.459999,79.620003,79.910004,4780800,65.340881
"2011-08-22",84.019997,84.449997,79.629997,79.949997,3751900,65.373573
"2011-08-23",80.959999,84.150002,79.870003,84.150002,3259000,68.807861
"2011-08-24",83.849998,86.849998,82.800003,86.580002,2844400,70.794815
"2011-08-25",87.660004,88.260002,84.540001,85.129997,2626500,69.609184
"2011-08-26",83.529999,87.519997,82.800003,87.470001,3101000,71.522545
"2011-08-29",89.760002,90.529999,88.440002,90.459999,2407500,73.967407
"2011-08-30",89.760002,91.900002,88.489998,90.980003,2675400,74.392609
"2011-08-31",92.209999,94.959999,91.68,92.919998,3901300,75.978897
"2011-09-01",92.800003,94.349998,90.690002,90.760002,2718700,74.212715
"2011-09-02",86.540001,88.790001,86.120003,86.82,3233200,70.991035
"2011-09-06",82.620003,85.75,82.269997,85.540001,3279700,69.94442
"2011-09-07",88.139999,91,88,90.5,3263900,74.000114
"2011-09-08",89.080002,92.449997,88.800003,90.010002,3874700,73.599449
"2011-09-09",88.43,89.980003,86.489998,88.160004,4935300,72.086723
"2011-09-12",85.849998,88.220001,84.330002,87.059998,3585800,71.187271
"2011-09-13",89.559998,93.739998,89.019997,92.199997,6503700,75.390167
"2011-09-14",92.959999,95.699997,91.199997,94.169998,5000400,77.001022
"2011-09-15",96.839996,98,95.379997,97.860001,4964800,80.018257
"2011-09-16",98.5,99.730003,96.690002,97.839996,4421600,80.001877
"2011-09-19",95.099998,97.849998,94.300003,97.029999,3433800,79.339554
"2011-09-20",97.129997,97.800003,94.230003,94.25,3543100,77.066414
"2011-09-21",94,95.580002,91.510002,91.610001,4096700,74.907745
"2011-09-22",86.919998,88.699997,84.110001,85.260002,6833000,69.715454
"2011-09-23",84.839996,87.919998,84.449997,86.260002,4086500,70.533134
"2011-09-26",87.300003,89.650002,84.300003,89.480003,3702400,73.166077
"2011-09-27",92.419998,94.940002,91.32,91.910004,4371600,75.153061
"2011-09-28",91.889999,92.82,86.699997,86.949997,3918900,71.097336
"2011-09-29",89.870003,90.089996,83.610001,86.449997,4752900,70.688499
"2011-09-30",83.879997,84.620003,81.510002,81.660004,5810800,66.771828
"2011-10-03",80.900002,83.669998,80.419998,81.010002,4075800,66.240318
"2011-10-04",79.68,85.5,79.529999,85.120003,5200000,69.60099
"2011-10-05",85.160004,88.769997,84.5,88.32,3735400,72.217575
"2011-10-06",88.480003,90.300003,87,90.019997,3003400,73.60762
"2011-10-07",91.269997,91.57,89.25,90.169998,3535600,73.730255
"2011-10-10",91.959999,94.080002,91.150002,94.080002,2836400,76.927422
"2011-10-11",93.150002,96.379997,92.739998,95.75,2830000,78.292931
"2011-10-12",96.849998,97.709999,94.919998,95.709999,4635400,78.260223
"2011-10-13",95.040001,95.720001,92.75,95.480003,2631100,78.072144
"2011-10-14",97.279999,98.260002,95.599998,97.599998,2227100,79.805656
"2011-10-17",96.099998,96.099998,92,92.370003,5025500,75.52919
"2011-10-18",92.82,94.75,90.949997,93.760002,4880900,76.665764
"2011-10-19",93.690002,93.860001,90.059998,90.489998,3813700,73.991928
"2011-10-20",91.260002,92.599998,89.900002,91.839996,2857100,75.09581
"2011-10-21",93.370003,94.330002,91.779999,94.220001,3207200,77.041878
"2011-10-24",96.18,99.209999,96,98.82,4750500,80.803192
"2011-10-25",92.099998,94.959999,90.5,93.809998,9556000,76.706642
"2011-10-26",95.400002,96.860001,92.75,94.879997,4426700,77.581543
"2011-10-27",98.720001,102.900002,98.43,101.709999,5730500,83.166306
"2011-10-28",100.970001,103.540001,100.540001,102.75,2454900,84.016716
"2011-10-31",100.370003,101.919998,99.169998,99.43,2931700,81.30201
"2011-11-01",94.209999,97.419998,93.900002,96.029999,4040400,78.521889
"2011-11-02",98.889999,100.32,97.550003,98.769997,3239500,80.762337
"2011-11-03",100.519997,103.949997,100,103.239998,3543900,84.417366
"2011-11-04",101.919998,103.459999,101.050003,103.389999,2659500,84.540031
"2011-11-07",102.949997,103.690002,99.589996,101,2745800,82.58577
"2011-11-08",101.75,101.980003,98.57,101.68,2590200,83.1418
"2011-11-09",98.269997,99.220001,96.029999,96.349998,3715400,78.783546
"2011-11-10",98.139999,98.699997,95.949997,97.279999,2583900,79.543983
"2011-11-11",98.739998,99.790001,98.300003,98.720001,2108600,80.721443
"2011-11-14",98.400002,99.980003,98.230003,99.410004,1974600,81.28566
"2011-11-15",99,100.019997,98.019997,99.230003,1472100,81.138466
"2011-11-16",98.309998,100.5,97.839996,98.029999,1923900,80.157234
"2011-11-17",97.769997,98.379997,94.019997,94.779999,2358700,77.817314
"2011-11-18",96.120003,96.120003,93.709999,94.019997,2136400,77.193321
"2011-11-21",92.360001,92.790001,90.160004,91.099998,2625200,74.795914
"2011-11-22",91.089996,91.209999,87.900002,89.580002,3629000,73.547958
"2011-11-23",88.419998,88.699997,86.400002,86.839996,2687800,71.298309
"2011-11-25",86.669998,87.639999,86.040001,86.040001,994400,70.641495
"2011-11-28",90.089996,90.760002,89.080002,90.449997,2991800,74.26223
"2011-11-29",90.830002,91.089996,88.349998,88.470001,2627300,72.636604
"2011-11-30",92.199997,96.5,92.199997,96.330002,4384300,79.089897
"2011-12-01",96.059998,97.330002,95.190002,96.32,2160500,79.081703
"2011-12-02",97.959999,98,95.720001,95.730003,2782800,78.597305
"2011-12-05",97.550003,97.650002,94.870003,95.709999,2467200,78.580872
"2011-12-06",95.440002,97.540001,94.870003,96.699997,2205000,79.393707
"2011-12-07",95.779999,95.949997,93.330002,94.580002,2712500,77.653107
"2011-12-08",93.669998,94.419998,91.510002,91.889999,2529200,75.444511
"2011-12-09",92.300003,95.489998,92,95.110001,2255900,78.088257
"2011-12-12",93.75,93.870003,91.260002,92.370003,1931000,75.838638
"2011-12-13",93.019997,94.050003,88.5,89.239998,3302000,73.268814
"2011-12-14",87.739998,88.510002,86.269997,87.510002,3692600,71.848412
"2011-12-15",88.879997,88.980003,86.550003,86.830002,1942000,71.290115
"2011-12-16",87.809998,90.019997,86.809998,87.300003,3270200,71.676018
"2011-12-19",87.639999,88.18,85.510002,85.82,1883100,70.460884
"2011-12-20",87.82,90.18,87.599998,90.019997,2764500,73.90921
"2011-12-21",89.370003,89.489998,86.129997,87.970001,3500000,72.226089
"2011-12-22",88.559998,88.870003,87.139999,88.150002,2409400,72.373871
"2011-12-23",88.580002,89.150002,87.779999,89.07,1007700,73.129219
"2011-12-27",88.82,89.540001,87.919998,88.830002,1285600,72.932175
"2011-12-28",89.080002,89.580002,87,87.849998,2463500,72.127571
"2011-12-29",88,89.279999,87.949997,88.980003,1592700,73.055321
"2011-12-30",88.089996,88.940002,88.019997,88.019997,1149900,72.267136
"2012-01-03",90.449997,92.75,90.370003,91.050003,2833000,74.754852
"2012-01-04",90.860001,92.779999,90.449997,92.300003,2663300,75.781166
"2012-01-05",92.669998,94.860001,91.589996,94.699997,3757700,77.751648
"2012-01-06",95,95.029999,93.370003,93.529999,2743600,76.791031
"2012-01-09",93.769997,96.57,93.610001,96.209999,2697000,78.991409
"2012-01-10",97.879997,99.199997,97.669998,98.730003,3207400,81.060402
"2012-01-11",98.349998,99.25,98,98.57,1696100,80.929016
"2012-01-12",99.010002,99.510002,97.260002,99.230003,1859700,81.470894
"2012-01-13",97.809998,99.040001,96.800003,97.760002,2654000,80.263977
"2012-01-17",99.559998,100.949997,98.970001,99.25,2210500,81.487335
"2012-01-18",98.959999,101.75,98.669998,101.32,1993500,83.186852
"2012-01-19",103.629997,106.099998,103.190002,105.510002,5075300,86.626953
"2012-01-20",105.120003,105.5,104.099998,104.779999,3126200,86.027641
"2012-01-23",105.239998,106.5,104.339996,105.5,2470800,86.618736
"2012-01-24",104.379997,107.230003,103.790001,106.800003,2158700,87.686104
"2012-01-25",106.5,109.339996,105.900002,108.959999,2537700,89.459526
"2012-01-26",110.949997,110.949997,106.610001,107.25,3455300,88.05558
"2012-01-27",106.699997,107.75,106.209999,106.5,1905200,87.439796
"2012-01-30",104.669998,105.889999,102.519997,105.349998,2448200,86.495621
"2012-01-31",106.349998,107.059998,103.75,104,2827400,85.387215
"2012-02-01",105.339996,107.910004,104.25,105.82,3768400,86.8815
"2012-02-02",111.760002,114.75,110.580002,113.309998,6282200,93.030998
"2012-02-03",115.459999,120.660004,114.760002,120.089996,6095700,98.597595
"2012-02-06",119.019997,120.93,118.370003,119.800003,2452200,98.35952
"2012-02-07",119.480003,120.050003,118.139999,119.550003,2194900,98.154243
"2012-02-08",119.540001,119.989998,118.529999,119.580002,1934900,98.178871
"2012-02-09",119.529999,121.730003,119.160004,121.239998,2542200,99.541794
