"","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
"2005-09-20",13.865,13.865,13.5725,13.6475,2055600,11.02926
"2005-09-21",13.7,14.2325,13.49,13.905,2389600,11.237357
"2005-09-22",13.82,14.02,13.78,13.94,896800,11.265644
"2005-09-23",13.9375,14.1375,13.9375,14.045,1724000,11.350501
"2005-09-26",14.09,14.2325,14.005,14.12,1114000,11.411111
"2005-09-27",14.075,14.3075,14.0325,14.245,838400,11.512134
"2005-09-28",14.2475,14.3375,14.0825,14.1375,966400,11.425253
"2005-09-29",14.1,14.125,13.96,14.095,1514400,11.390911
"2005-09-30",14.025,14.3225,13.9875,14.115,1123600,11.407072
"2005-10-03",14.14,14.275,14.0875,14.1675,1852800,11.449497
"2005-10-04",14.1875,14.3025,14,14,2024800,11.314135
"2005-10-05",14.0325,14.0425,13.7675,13.775,2090000,11.132298
"2005-10-06",13.775,14.06,13.755,13.9,1205200,11.233317
"2005-10-07",13.9625,14.1025,13.9625,14.075,1311200,11.374744
"2005-10-10",14.0275,14.0275,13.365,13.5675,4684000,10.96461
"2005-10-11",13.8,14.1275,13.725,13.86,4080000,11.200993
"2005-10-12",13.86,14.0925,13.86,13.93,2616000,11.257563
"2005-10-13",13.9325,14.2175,13.915,14.15,1806400,11.435356
"2005-10-14",14.175,14.25,13.985,14.1475,1448000,11.433338
"2005-10-17",14.725,14.7975,14.225,14.365,2116000,11.609112
"2005-10-18",14.325,14.43,14.095,14.26,1533200,11.524255
"2005-10-19",14.2375,14.2375,13.885,14.16,2241200,11.443437
"2005-10-20",14.1875,14.3275,13.945,14.015,1843200,11.326256
"2005-10-21",14.0625,14.075,13.6925,13.75,2250400,11.112094
"2005-10-24",13.7625,14.2775,13.7625,14.245,1847600,11.512134
"2005-10-25",14.325,14.375,14.0875,14.24,1709200,11.508089
"2005-10-26",14.1875,14.6,14.0275,14.375,2865200,11.617191
"2005-10-27",14.35,14.35,14.0575,14.065,2413200,11.366663
"2005-10-28",14.03,14.255,13.9,14.255,2177200,11.636037
"2005-10-31",14.29,14.5725,14.2675,14.4975,1640800,11.833982
"2005-11-01",14.4525,14.6225,14.3525,14.475,1872400,11.815616
"2005-11-02",14.475,14.925,14.475,14.925,2054400,12.182941
"2005-11-03",14.9625,14.9775,14.63,14.71,1601200,12.007442
"2005-11-04",14.6975,14.7625,14.505,14.675,1271600,11.978873
"2005-11-07",14.675,14.875,14.675,14.875,1182400,12.142128
"2005-11-08",14.875,14.915,14.6875,14.8975,1526400,12.160494
"2005-11-09",14.8825,14.8875,14.4175,14.6725,2594400,11.97683
"2005-11-10",13.98,14.6925,13.8875,14.6125,1835200,11.927856
"2005-11-11",14.6325,14.8325,14.6325,14.8325,707600,12.107436
"2005-11-14",14.8675,14.8925,14.7375,14.8375,2009200,12.111517
"2005-11-15",14.84,14.85,14.6175,14.6825,1672800,11.984995
"2005-11-16",14.6825,14.72,14.475,14.5675,1493200,11.891124
"2005-11-17",14.5675,14.7375,14.3475,14.7275,1795600,12.021729
"2005-11-18",14.7275,15.175,14.7275,14.9375,1207200,12.193145
"2005-11-21",15.025,15.275,14.98,15.265,1518400,12.460476
"2005-11-22",15.265,15.3325,14.9975,15.265,1125600,12.460476
"2005-11-23",15.2625,15.4325,15.1775,15.375,1250800,12.550266
"2005-11-25",15.375,15.4075,15.2625,15.4025,369200,12.572714
"2005-11-28",15.4025,15.425,15.155,15.1625,1389200,12.376807
"2005-11-29",15.2,15.3075,15.03,15.07,1100000,12.301303
"2005-11-30",15.1,15.2,14.985,15,1154400,12.244163
"2005-12-01",15.0375,15.215,15.025,15.1875,1308000,12.397214
"2005-12-02",15.1875,15.1875,14.8025,14.895,1622400,12.158454
"2005-12-05",14.875,15.01,14.675,14.91,1753200,12.170696
"2005-12-06",14.91,15.0425,14.705,14.855,1148800,12.125803
"2005-12-07",14.8575,14.9325,14.6,14.7575,1081600,12.046216
"2005-12-08",14.7575,15.1,14.7575,14.9425,887200,12.197226
"2005-12-09",14.95,15.1,14.95,15.045,2193200,12.280894
"2005-12-12",15.07,15.2925,15.0175,15.1525,1283600,12.368645
"2005-12-13",15.155,15.375,15.1125,15.2725,980000,12.466597
"2005-12-14",15.2875,15.375,15.1125,15.1125,1003200,12.335995
"2005-12-15",15.05,15.1025,14.98,15.01,869600,12.252323
"2005-12-16",15.02,15.105,14.9425,15.025,1434000,12.264565
"2005-12-19",15.0225,15.11,14.71,14.7125,1793600,12.00948
"2005-12-20",14.515,14.785,14.515,14.6925,2006400,11.993159
"2005-12-21",14.695,14.9625,14.6725,14.84,1650800,12.113558
"2005-12-22",14.8375,14.925,14.7025,14.7625,1335200,12.050293
"2005-12-23",14.7525,15.0225,14.7525,14.9875,870800,12.23396
"2005-12-27",15,15.1725,14.835,14.8525,858800,12.123761
"2005-12-28",14.975,15.2175,14.965,15.1375,1152000,12.3564
"2005-12-29",15.1775,15.315,15.14,15.18,732000,12.391091
"2005-12-30",15.1825,15.2675,15.075,15.1575,876400,12.372725
"2006-01-03",15.1825,15.4425,15.045,15.44,1356400,12.603322
"2006-01-04",15.125,15.2525,14.8775,15.2325,2434000,12.433947
"2006-01-05",15.0825,15.15,14.765,14.94,2252400,12.195185
"2006-01-06",14.375,14.69,14.275,14.5525,3172400,11.878879
"2006-01-09",14.64,14.8575,14.555,14.625,2347600,11.938056
"2006-01-10",14.575,14.6475,14.375,14.6125,1953600,11.927856
"2006-01-11",14.625,14.7075,14.4775,14.575,1892800,11.897243
"2006-01-12",14.1725,14.1975,13.8725,14,5109200,11.427885
"2006-01-13",14,14.22,13.9275,14.145,2384000,11.546245
"2006-01-17",14.0875,14.1475,13.9025,14,2559600,11.427885
"2006-01-18",14,14.3025,13.985,14.065,1932800,11.480943
"2006-01-19",14.12,14.2775,14.02,14.225,2175200,11.611547
"2006-01-20",14.1975,14.2,13.8875,13.9,2058400,11.346256
"2006-01-23",13.9025,14.075,13.86,14.04,1676800,11.460533
"2006-01-24",14.065,14.2375,14.0375,14.1125,1284000,11.519717
"2006-01-25",14.055,14.325,13.95,14.0775,1469200,11.491146
"2006-01-26",14.08,14.08,13.695,13.7225,2890400,11.201369
"2006-01-27",13.725,13.8,13.485,13.76,3646000,11.231979
"2006-01-30",13.7,13.8325,13.6425,13.8025,2628400,11.399219
"2006-01-31",13.775,13.875,13.575,13.7825,1528000,11.382702
"2006-02-01",13.7825,14.0325,13.715,13.9975,1923200,11.560264
"2006-02-02",13.85,13.85,13.615,13.755,1858400,11.359987
"2006-02-03",13.755,13.795,13.6,13.6925,1449200,11.308372
"2006-02-06",13.7175,13.83,13.675,13.825,1554000,11.417801
"2006-02-07",13.8175,13.8975,13.7375,13.84,2070000,11.430189
"2006-02-08",13.84,13.84,13.49,13.5875,2156000,11.221653
"2006-02-09",13.5,13.7075,13.325,13.45,2232000,11.108097
"2006-02-10",13.4525,13.6275,13.445,13.5875,1880800,11.221653
"2006-02-13",13.555,13.6625,13.305,13.3725,1610800,11.04409
"2006-02-14",13.595,13.9325,13.39,13.9025,2174400,11.481809
"2006-02-15",13.905,14.0075,13.8375,13.9575,1425600,11.527232
"2006-02-16",13.9725,14.025,13.9,13.9375,1887200,11.510713
"2006-02-17",13.9375,14.35,13.9325,14.26,1327200,11.77706
"2006-02-21",14.205,14.3475,14.12,14.135,1669600,11.673825
"2006-02-22",14.16,14.31,14.115,14.245,781200,11.764672
"2006-02-23",14.185,14.575,14.1525,14.2975,2517200,11.808028
"2006-02-24",14.1875,14.225,14,14.0375,1714400,11.593305
"2006-02-27",14.05,14.2175,14.025,14.1125,1293600,11.655243
"2006-02-28",14.0375,14.105,13.895,13.9425,930400,11.514843
"2006-03-01",13.9925,14.3,13.9775,14.3,1715200,11.810095
"2006-03-02",14.25,14.2625,13.7825,13.84,3019200,11.430189
"2006-03-03",13.81,13.85,13.67,13.745,2530800,11.351731
"2006-03-06",13.745,13.8375,13.69,13.7175,894800,11.329021
"2006-03-07",13.7,13.78,13.66,13.73,1191200,11.339343
"2006-03-08",13.6875,13.7375,13.6475,13.7375,2220000,11.345537
"2006-03-09",13.7375,13.9575,13.7375,13.9375,1705200,11.510713
"2006-03-10",13.9375,14.2,13.935,14.06,1098400,11.611883
"2006-03-13",14.07,14.1125,13.9,13.9625,1023600,11.53136
"2006-03-14",13.925,14.125,13.8775,14.08,769200,11.628401
"2006-03-15",14.08,14.2625,14.0525,14.255,827200,11.772931
"2006-03-16",14.2675,14.475,14.2,14.4475,1450400,11.931912
"2006-03-17",14.575,14.7125,14.5275,14.6775,2019600,12.121863
"2006-03-20",14.67,14.8825,14.635,14.85,1291600,12.264328
"2006-03-21",14.85,15,14.7525,14.86,2269600,12.272586
"2006-03-22",14.75,15.0625,14.675,15.05,2337600,12.42951
"2006-03-23",15.05,15.085,14.81,14.925,1594400,12.326271
"2006-03-24",14.9275,15.0875,14.9125,15.0725,1152000,12.448085
"2006-03-27",14.975,15.15,14.94,15.0825,1305200,12.456347
"2006-03-28",15.095,15.245,15.0125,15.1025,981200,12.472861
"2006-03-29",15.165,15.2725,15.0875,15.2025,865200,12.555455
"2006-03-30",15.2,15.2525,15.0575,15.0975,1442800,12.468736
"2006-03-31",15.0375,15.04,14.715,15.01,1859200,12.396469
"2006-04-03",15.01,15.08,14.88,14.9075,1431200,12.311815
"2006-04-04",14.9125,15.0075,14.85,14.915,1715200,12.318013
"2006-04-05",14.8975,15.105,14.8525,15.1,1364800,12.4708
"2006-04-06",15.1,15.1,14.96,15,576800,12.388211
"2006-04-07",15.0625,15.1,14.8,14.995,724000,12.384081
"2006-04-10",14.97,15.02,14.8375,15.02,916400,12.404728
"2006-04-11",15,15.0675,14.8925,14.9525,1074800,12.348982
"2006-04-12",14.9325,14.97,14.795,14.88,660400,12.289105
"2006-04-13",14.85,14.91,14.7525,14.865,753200,12.276716
"2006-04-17",14.865,14.9,14.6675,14.7075,766000,12.146642
"2006-04-18",14.7075,15.0175,14.62,14.995,1236400,12.384081
"2006-04-19",15,15.165,14.935,15.165,1326400,12.524481
"2006-04-20",15.14,15.29,14.9825,15.275,946400,12.615328
"2006-04-21",15.275,15.275,15.055,15.115,886400,12.483188
"2006-04-24",15.1025,15.1025,14.805,14.97,948000,12.363436
"2006-04-25",14.97,15.115,14.85,15.0825,1564400,12.456347
"2006-04-26",15.145,15.53,15.1075,15.4625,1470400,12.770179
"2006-04-27",15.375,15.4575,15.295,15.425,1186400,12.872408
"2006-04-28",15.25,15.295,15.0275,15.1825,1784800,12.670039
"2006-05-01",15.1825,15.2575,15.1,15.1,1191200,12.601191
"2006-05-02",15.1875,15.6175,15.125,15.575,1775200,12.997587
"2006-05-03",15.575,15.98,15.575,15.8125,1626000,13.195785
"2006-05-04",15.78,16.092501,15.78,16.09,960000,13.427362
"2006-05-05",16.129999,16.174999,16,16.112499,731600,13.446137
"2006-05-08",16.0975,16.262501,16.004999,16.254999,682400,13.565058
"2006-05-09",16.3225,16.3575,16.1625,16.309999,1345600,13.610953
"2006-05-10",16.3375,16.3375,16.15,16.264999,1073200,13.5734
"2006-05-11",16.264999,16.264999,15.94,16.012501,1290800,13.362685
"2006-05-12",15.975,15.99,15.77,15.8275,1507200,13.208303
"2006-05-15",16.112499,16.785,16.0625,16.7425,3849200,13.971884
"2006-05-16",16.674999,16.8675,16.627501,16.825001,2582800,14.04073
"2006-05-17",16.7575,16.799999,16.4175,16.450001,2070400,13.727788
"2006-05-18",16.4125,16.6175,16.395,16.502501,1665200,13.771599
"2006-05-19",16.5725,16.67,16.450001,16.549999,1311600,13.81124
"2006-05-22",16.549999,16.6075,16.1675,16.48,1563200,13.752823
"2006-05-23",16.612499,16.627501,16.2225,16.245001,1259600,13.556713
"2006-05-24",16.182501,16.290001,16.07,16.23,2017600,13.544194
"2006-05-25",16.43,16.455,16.23,16.455,1465600,13.731961
"2006-05-26",16.5375,16.77,16.5375,16.74,1791200,13.969799
"2006-05-30",16.674999,16.737499,16.51,16.58,1686800,13.836274
"2006-05-31",16.637501,16.7125,16.385,16.445,4341200,13.723614
"2006-06-01",16.25,16.352501,15.7925,16.24,3740800,13.552537
"2006-06-02",16.280001,16.35,16.155001,16.247499,2094400,13.558797
"2006-06-05",16.245001,16.245001,15.8,15.8225,1260000,13.20413
"2006-06-06",16.0875,16.195,15.7625,16.049999,2072000,13.39398
"2006-06-07",15.9225,16,15.65,15.71,1876000,13.110244
"2006-06-08",15.64,15.69,15.265,15.64,2039200,13.051829
"2006-06-09",15.655,15.865,15.6275,15.765,1425600,13.156145
"2006-06-12",15.8125,15.8125,15.5,15.51,1039200,12.94334
"2006-06-13",15.4875,15.5575,15.25,15.31,1303200,12.77644
"2006-06-14",15.2875,15.39,15.055,15.1875,1833600,12.674212
"2006-06-15",15.1875,15.6875,15.0775,15.6625,1640400,13.070606
"2006-06-16",15.7375,15.7875,15.6,15.675,1396000,13.081038
"2006-06-19",15.685,15.695,15.44,15.505,1288800,12.939171
"2006-06-20",15.505,15.725,15.335,15.5125,1556800,12.945429
"2006-06-21",15.4875,15.8625,15.4725,15.725,763600,13.122765
"2006-06-22",15.7275,15.865,15.585,15.7875,1558400,13.174922
"2006-06-23",15.7375,16,15.6925,15.9625,1101200,13.320959
"2006-06-26",15.9525,15.9675,15.815,15.85,676000,13.227077
"2006-06-27",15.84,15.85,15.6525,15.68,1056400,13.085209
"2006-06-28",15.765,15.765,15.4825,15.54,1521200,12.968377
"2006-06-29",15.5525,16.0175,15.5,15.995,1868400,13.348083
"2006-06-30",16.1625,16.325001,15.8,16.275,2245200,13.581749
"2006-07-03",16.3375,16.3375,15.8725,16.049999,629600,13.39398
"2006-07-05",16.0525,16.0525,15.7075,15.9775,1328000,13.333479
"2006-07-06",15.965,16.1425,15.95,16.127501,1071600,13.458657
"2006-07-07",16.127501,16.165001,15.925,15.99,1126000,13.34391
"2006-07-10",16.040001,16.075001,15.9275,16.002501,546000,13.354339
"2006-07-11",15.975,16.012501,15.725,15.9825,416400,13.337652
"2006-07-12",15.9475,15.9625,15.65,15.6525,719600,13.062262
"2006-07-13",15.59,15.59,15.11,15.2025,1667200,12.686731
"2006-07-14",15.145,15.175,14.9425,15.0975,964800,12.599105
"2006-07-17",14.8375,15.015,14.8275,14.8825,953600,12.419683
"2006-07-18",14.91,14.94,14.63,14.93,1616800,12.459325
"2006-07-19",14.955,15.395,14.945,15.335,1773200,12.797301
"2006-07-20",15.2875,15.29,14.405,14.45,4279200,12.058756
"2006-07-21",14.45,14.6275,14.295,14.605,2664000,12.188105
"2006-07-24",14.665,14.845,14.5275,14.8075,1896800,12.357096
"2006-07-25",14.775,14.795,14.5475,14.6375,2487200,12.215226
"2006-07-26",14.7275,14.7425,14.3475,14.6,1772400,12.183932
"2006-07-27",14.825,15.5325,14.7875,14.98,4136800,12.501049
"2006-07-28",14.995,15.125,14.975,15.0575,2320800,12.70139
"2006-07-31",14.995,15.015,14.84,15,1806400,12.652885
"2006-08-01",14.625,14.7225,14.295,14.6325,3874800,12.342886
"2006-08-02",14.665,14.7875,14.62,14.765,2765200,12.454656
"2006-08-03",14.745,14.9875,14.6825,14.9675,1506400,12.625469
"2006-08-04",15.0625,15.225,14.75,14.9125,1398000,12.579075
"2006-08-07",14.915,14.94,14.76,14.8525,494000,12.528465
"2006-08-08",14.8975,14.94,14.6725,14.7275,1207600,12.423026
"2006-08-09",14.8625,14.895,14.7125,14.7375,1744000,12.431458
"2006-08-10",14.7225,14.825,14.5575,14.7325,996000,12.427238
"2006-08-11",14.7325,14.8175,14.5525,14.6725,810000,12.376628
"2006-08-14",14.585,14.89,14.2475,14.5975,596800,12.313361
"2006-08-15",15.0175,15.0175,14.7525,14.955,626400,12.614924
"2006-08-16",14.975,15.18,14.8725,15.13,830000,12.762543
"2006-08-17",15.0625,15.395,15.0625,15.18,740000,12.804717
"2006-08-18",15.155,15.1575,14.6475,14.6625,2461600,12.368196
"2006-08-21",14.475,14.475,14.135,14.245,2808400,12.016023
"2006-08-22",14.245,14.3075,14.065,14.18,2376800,11.96119
"2006-08-23",14.2075,14.385,13.9,13.9825,1518000,11.794599
"2006-08-24",13.975,14.0275,13.695,13.8075,1502400,11.646981
"2006-08-25",13.8075,14.075,13.785,13.9075,1441200,11.73133
"2006-08-28",13.8825,14.1225,13.79,13.895,1603600,11.720787
"2006-08-29",13.9525,14.06,13.8625,14.0275,918800,11.832554
"2006-08-30",14.065,14.1575,13.975,14.11,950000,11.902146
"2006-08-31",14.1025,14.21,14.0575,14.1775,852000,11.959082
"2006-09-01",14.175,14.37,14.1175,14.24,873200,12.011804
"2006-09-05",14.2525,14.34,14.1025,14.2025,1340800,11.980172
"2006-09-06",14.17,14.17,13.9825,14.015,811200,11.822013
"2006-09-07",14.0125,14.0125,13.735,13.7475,1272000,11.596368
"2006-09-08",13.775,13.8475,13.595,13.68,2412000,11.539428
"2006-09-11",13.5625,13.8775,13.5,13.7625,2122000,11.60902
"2006-09-12",13.7625,14.2875,13.72,14.175,1214400,11.956975
"2006-09-13",14.1625,14.395,14.135,14.295,1360400,12.058199
"2006-09-14",14.225,14.3,13.985,14.2175,845600,11.992827
"2006-09-15",14.1725,14.1925,14,14.075,1540000,11.872622
"2006-09-18",14.05,14.095,13.7925,13.8725,1194800,11.701809
"2006-09-19",13.7325,13.975,13.72,13.755,1723200,11.602697
"2006-09-20",13.82,14.1575,13.805,14.1525,2434400,11.937996
"2006-09-21",13.8975,13.9775,13.6,13.6225,3207200,11.490926
"2006-09-22",12.72,13.4975,12.615,13.44,9729200,11.336985
"2006-09-25",13.75,14.055,13.555,13.96,3851200,11.775618
"2006-09-26",13.9625,14.28,13.8875,14.2,2780400,11.978064
"2006-09-27",14.175,14.3725,14.1525,14.2325,2618400,12.005479
"2006-09-28",14.2125,14.3825,14.2,14.365,1690800,12.117246
"2006-09-29",14.3625,14.435,14.255,14.2925,1960400,12.056088
"2006-10-02",14.535,14.7025,14.3375,14.565,3043200,12.285951
"2006-10-03",14.485,14.5375,14.325,14.5,1816400,12.231121
"2006-10-04",14.45,14.8525,14.45,14.7475,2174400,12.439896
"2006-10-05",14.7125,15,14.6275,14.91,1781600,12.576967
"2006-10-06",14.8475,15,14.705,14.86,1143200,12.53479
"2006-10-09",14.7675,15.05,14.75,14.96,702800,12.619139
"2006-10-10",14.9375,15.02,14.9125,14.9475,1307200,12.608599
"2006-10-11",14.8275,14.87,14.75,14.8325,2133200,12.511592
"2006-10-12",14.83,15.07,14.815,15.0675,1231600,12.709822
"2006-10-13",15.0475,15.0625,14.8375,14.9525,1231200,12.612819
"2006-10-16",14.9525,15.015,14.8125,14.9375,1339200,12.600163
"2006-10-17",14.9175,14.995,14.7925,14.84,1583200,12.51792
"2006-10-18",14.87,14.985,14.7575,14.81,1372400,12.492614
"2006-10-19",14.825,14.97,14.7625,14.95,1901200,12.61071
"2006-10-20",14.915,14.97,14.78,14.8875,974000,12.557984
"2006-10-23",14.78,15.085,14.77,15.03,976800,12.678191
"2006-10-24",14.9325,15.15,14.8825,15.1125,816400,12.747781
"2006-10-25",15.1125,15.1825,14.9775,15.145,1137600,12.775197
"2006-10-26",15.1575,15.395,15.15,15.3275,1667600,12.929139
"2006-10-27",15.0875,15.18,14.4625,14.5625,4204800,12.283841
"2006-10-30",14.5225,14.6575,14.4975,14.55,1617200,12.409644
"2006-10-31",14.42,14.55,14.3075,14.375,2454000,12.260387
"2006-11-01",14.5,14.645,14.2375,14.2925,2562000,12.190022
"2006-11-02",14.1,14.18,13.9575,14.1425,1865200,12.06209
"2006-11-03",14.165,14.255,14.005,14.105,957200,12.030106
"2006-11-06",14.195,14.34,14.0875,14.265,1174400,12.166572
"2006-11-07",14.225,14.44,14.225,14.35,1056000,12.239065
"2006-11-08",14.3,14.4675,14.255,14.4225,710400,12.300896
"2006-11-09",14.4225,14.4975,14.3075,14.445,880000,12.320091
"2006-11-10",14.445,14.57,14.3525,14.565,736000,12.422435
"2006-11-13",14.5675,14.7675,14.54,14.66,1014800,12.503463
"2006-11-14",14.675,14.9375,14.65,14.9375,1078800,12.740144
"2006-11-15",14.9375,15.2325,14.9075,15.2,1998000,12.964026
"2006-11-16",15.25,15.2675,15.0175,15.175,2344000,12.942703
"2006-11-17",15.1625,15.22,14.94,15.0325,1502400,12.821163
"2006-11-20",14.975,15.01,14.7125,14.805,861600,12.627131
"2006-11-21",14.8075,14.8075,14.65,14.7775,945200,12.603678
"2006-11-22",14.8025,14.84,14.6625,14.7525,1152000,12.582355
"2006-11-24",14.7,14.77,14.6725,14.6725,350800,12.514122
"2006-11-27",14.5975,14.5975,14.3925,14.4425,1502400,12.317956
"2006-11-28",14.4,14.485,14.295,14.4325,1042400,12.309428
"2006-11-29",14.49,14.625,14.3425,14.5375,1234800,12.398984
"2006-11-30",14.5225,14.61,14.375,14.45,1286800,12.324355
"2006-12-01",14.47,14.5175,14.2225,14.475,1251200,12.345677
"2006-12-04",14.4525,14.72,14.4,14.6,1032000,12.452289
"2006-12-05",14.59,14.6875,14.53,14.6,932400,12.452289
"2006-12-06",14.6125,14.6125,14.36,14.465,918800,12.337148
"2006-12-07",14.4325,14.475,14.3125,14.3725,735200,12.258256
"2006-12-08",14.325,14.51,14.325,14.44,725200,12.315822
"2006-12-11",14.4525,14.4975,14.385,14.41,586800,12.290239
"2006-12-12",14.3775,14.455,14.2775,14.41,1881200,12.290239
"2006-12-13",14.4875,14.5675,14.3875,14.4075,753200,12.288107
"2006-12-14",14.4375,14.6175,14.4175,14.5625,1004000,12.420307
"2006-12-15",14.575,14.6,14.39,14.44,967200,12.315822
"2006-12-18",14.425,14.5125,14.3175,14.385,891600,12.268919
"2006-12-19",14.4,14.4,14.105,14.285,1022800,12.183627
"2006-12-20",14.2225,14.61,14.2225,14.5675,951200,12.424571
"2006-12-21",14.55,14.705,14.545,14.635,1002400,12.482142
"2006-12-22",14.595,14.5975,14.425,14.47,547200,12.341413
"2006-12-26",14.4375,14.6375,14.4375,14.62,550400,12.469347
"2006-12-27",14.75,14.825,14.6625,14.8075,598800,12.629261
"2006-12-28",14.81,14.8625,14.6875,14.8075,618400,12.629261
"2006-12-29",14.7875,14.9375,14.7525,14.755,838400,12.584488
"2007-01-03",14.8175,14.9725,14.7375,14.8925,1459600,12.701761
"2007-01-04",14.8925,15.0125,14.6775,14.815,986000,12.635661
"2007-01-05",14.595,14.74,14.585,14.65,740400,12.494932
"2007-01-08",14.6225,14.6925,14.5075,14.675,910800,12.516256
"2007-01-09",14.6925,14.725,14.5875,14.7175,1375200,12.552503
"2007-01-10",14.64,14.7625,14.525,14.75,845200,12.580226
"2007-01-11",14.7775,16.32,14.69,16.32,9568000,13.919271
"2007-01-12",16.139999,16.25,15.9125,16.0525,3958400,13.691121
"2007-01-16",16.0725,16.35,16.002501,16.217501,2351200,13.831851
"2007-01-17",16.137501,16.309999,16.084999,16.235001,1796400,13.846775
"2007-01-18",16.092501,16.3375,16.030001,16.184999,963600,13.804128
"2007-01-19",16.0375,16.387501,16.002501,16.355,2962800,13.949121
"2007-01-22",16.2925,16.684999,16.202499,16.622499,3346400,14.177272
"2007-01-23",16.5,16.8225,16.4475,16.705,2943600,14.247639
"2007-01-24",17.360001,17.450001,17.040001,17.190001,4064800,14.66129
"2007-01-25",17.0875,17.157499,16.877501,16.967501,1805200,14.471519
"2007-01-26",16.725,16.877501,16.475,16.84,1862800,14.362776
"2007-01-29",16.8675,17.084999,16.780001,17.0175,1420400,14.514165
"2007-01-30",17.075001,17.08,16.83,16.987499,1168400,14.634775
"2007-01-31",17.025,17.15,16.725,17.135,1392400,14.761844
"2007-02-01",17.202499,17.530001,17.202499,17.4375,1973600,15.022451
"2007-02-02",17.387501,17.4125,17.17,17.315001,1478000,14.916917
"2007-02-05",17.487499,17.620001,17.3475,17.434999,1748000,15.0203
"2007-02-06",17.43,17.530001,17.415001,17.5,2258400,15.076296
"2007-02-07",17.477501,17.66,17.3475,17.502501,1717200,15.078453
"2007-02-08",17.825001,18.995001,17.795,18.6,8866400,16.023949
"2007-02-09",18.6,18.91,18.487499,18.735001,3989200,16.140249
"2007-02-12",18.674999,18.77,18.377501,18.6,3013200,16.023949
"2007-02-13",18.615,18.782499,18.525,18.782499,2292800,16.181171
"2007-02-14",18.782499,18.9125,18.75,18.895,2608800,16.278097
"2007-02-15",19,19.202499,18.83,19.145,2145600,16.493465
"2007-02-16",19.145,19.200001,19.0375,19.155001,2330400,16.502079
"2007-02-20",19.125,19.4925,18.93,19.4,2666400,16.71315
"2007-02-21",19.389999,19.545,19.299999,19.415001,1971600,16.726078
"2007-02-22",19.450001,19.450001,19.127501,19.290001,1976000,16.618385
"2007-02-23",19.309999,19.549999,19.192499,19.52,3425600,16.81653
"2007-02-26",19.575001,19.655001,19.1525,19.2325,2485600,16.56885
"2007-02-27",18.950001,19.147499,18.237499,18.469999,3460400,15.911953
"2007-02-28",18.43,18.5625,18.3125,18.41,2044800,15.860266
"2007-03-01",18.41,18.6075,18.165001,18.445,1485600,15.89042
"2007-03-02",18.42,18.434999,18.209999,18.2425,1800400,15.715963
"2007-03-05",18.0625,18.385,18.0625,18.190001,2573200,15.670735
"2007-03-06",18.5875,18.5875,18.200001,18.465,1227600,15.907645
"2007-03-07",18.51,18.75,18.440001,18.5375,1032800,15.970109
"2007-03-08",18.637501,18.889999,18.627501,18.754999,1899200,16.157478
"2007-03-09",18.9275,19.025,18.637501,18.665001,1161200,16.079948
"2007-03-12",18.6875,18.754999,18.5525,18.75,1530800,16.153172
"2007-03-13",18.674999,18.674999,18.2225,18.252501,933600,15.72458
"2007-03-14",18.022499,18.325001,17.98,18.217501,1108400,15.694429
"2007-03-15",18.225,18.42,18.182501,18.327499,861200,15.789184
"2007-03-16",18.327499,18.4025,18.192499,18.282499,803200,15.750419
"2007-03-19",18.4,18.6525,18.379999,18.625,689200,16.045488
"2007-03-20",18.637501,18.967501,18.637501,18.950001,1352000,16.325472
"2007-03-21",18.9625,19.215,18.870001,19.157499,854800,16.504238
"2007-03-22",19.1875,19.237499,18.940001,19.1425,1852000,16.491314
"2007-03-23",19.1425,19.25,19.112499,19.129999,765200,16.480545
"2007-03-26",19.190001,19.285,19.067499,19.235001,1469600,16.571005
"2007-03-27",19.1875,19.202499,19,19.112499,1456000,16.465469
"2007-03-28",19.115,19.115,18.877501,18.940001,1176400,16.31686
"2007-03-29",18.7575,19.049999,18.7575,18.852501,1499200,16.241484
"2007-03-30",18.844999,18.98,18.68,18.855,804000,16.243635
"2007-04-02",18.92,19,18.8025,18.91,974400,16.291014
"2007-04-03",18.995001,19.09,18.950001,19.02,1254800,16.385778
"2007-04-04",18.98,19.047501,18.8125,18.8375,1127600,16.22855
"2007-04-05",18.807501,18.977501,18.75,18.9125,927600,16.293173
"2007-04-09",18.885,19.08,18.7925,19.059999,690800,16.420242
"2007-04-10",19.01,19.285,19.002501,19.2225,1067200,16.560232
"2007-04-11",18.700001,18.790001,18.362499,18.555,3044400,15.985183
"2007-04-12",18.52,18.6075,18.315001,18.5625,999600,15.991638
"2007-04-13",18.584999,18.5875,18.455,18.5175,1086800,15.952876
"2007-04-16",18.674999,19.07,18.674999,18.855,1818800,16.243635
"2007-04-17",18.8375,18.975,18.782499,18.844999,1601600,16.235016
"2007-04-18",19,19.0875,18.639999,18.719999,3146400,16.127331
"2007-04-19",18.7225,18.870001,18.495001,18.717501,1556800,16.125181
"2007-04-20",18.805,18.887501,18.695,18.764999,1420400,16.1661
"2007-04-23",18.75,19.0525,18.695,18.91,1622000,16.291014
"2007-04-24",18.870001,19.014999,18.745001,18.924999,1076400,16.30394
"2007-04-25",19.012501,19.375,18.865,19.26,4928800,16.592541
"2007-04-26",19.262501,20.09,19.2125,20.08,5470400,17.298977
