"","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
"2013-12-11",54.575001,54.77,52.785,53.099998,1497400,49.077755
"2013-12-12",52.959999,53.575001,52.560001,53.375,1179200,49.331928
"2013-12-13",53.48,54.185001,53.41,53.785,1008800,49.710869
"2013-12-16",54,54.75,53.75,54.695,1353200,50.551945
"2013-12-17",54.639999,55.450001,54.5,55.389999,1340300,51.194286
"2013-12-18",55.18,55.860001,53.779999,55.860001,2289500,51.628689
"2013-12-19",55.810001,55.810001,54.09,54.59,2264100,50.454887
"2013-12-20",54.779999,55.110001,54.48,55.02,2040000,50.85231
"2013-12-23",55.5,56.099998,55.5,55.830002,1104700,51.60096
"2013-12-24",55.950001,56,55.610001,55.849998,303500,51.61945
"2013-12-26",56.169998,56.290001,55.43,55.75,1263300,51.527016
"2013-12-27",55.73,55.990002,55.490002,55.830002,696600,51.60096
"2013-12-30",55.669998,56.139999,55.32,55.959999,772300,51.721111
"2013-12-31",55.91,56.450001,55.689999,55.91,902400,51.6749
"2014-01-02",55.889999,55.959999,54.59,54.939999,1301500,50.778378
"2014-01-03",54.959999,55.130001,54.5,54.889999,1155100,50.732166
"2014-01-06",55,55.610001,54.68,55,1292500,50.833832
"2014-01-07",55.459999,56.43,55.330002,56.380001,1349300,52.10931
"2014-01-08",56.459999,57,55.990002,56.279999,1466400,52.016869
"2014-01-09",56.450001,56.990002,55.860001,56.299999,1056800,52.035351
"2014-01-10",56.560001,56.939999,56.259998,56.75,883200,52.451275
"2014-01-13",56.830002,57.290001,55.490002,55.57,1347100,51.360657
"2014-01-14",55.939999,56.830002,55.779999,56.779999,1217400,52.478996
"2014-01-15",56.860001,56.919998,54.52,55.959999,3576600,51.721111
"2014-01-16",56.02,56.939999,55.93,56.93,1607500,52.61763
"2014-01-17",56.93,56.93,55.689999,55.810001,1930300,51.582478
"2014-01-21",56.259998,56.459999,55.209999,56.110001,1513600,51.859756
"2014-01-22",56.380001,56.790001,55.68,56.75,1116000,52.451275
"2014-01-23",56.34,56.52,55.099998,55.639999,1412000,51.42535
"2014-01-24",54.970001,55.009998,53.48,53.709999,1643600,49.641548
"2014-01-27",54.189999,54.43,53.259998,53.68,1779500,49.613819
"2014-01-28",53.880001,54.330002,53.68,54,1295000,49.909576
"2014-01-29",53.57,54.439999,53.150002,53.950001,2134200,49.863365
"2014-01-30",54.259998,54.490002,53.779999,54.220001,1060100,50.229294
"2014-01-31",53.369999,54.169998,53.34,53.700001,1142400,49.747562
"2014-02-03",53.779999,53.849998,50.98,51.32,2573600,47.542751
"2014-02-04",51.66,52.220001,50.830002,52.18,1675000,48.339439
"2014-02-05",51.880001,52.57,51.360001,52.439999,1344400,48.580307
"2014-02-06",52.490002,53.639999,52.41,53.439999,1093300,49.506699
"2014-02-07",53.77,54.34,53.5,53.91,1723400,49.942112
"2014-02-10",53.990002,54.040001,53.41,53.900002,1754700,49.932854
"2014-02-11",54.110001,54.68,53.900002,54.669998,1843400,50.646183
"2014-02-12",54.77,55.549999,54.73,55.439999,1766000,51.359497
"2014-02-13",55.09,57.25,54.790001,56.93,1660400,52.739826
"2014-02-14",57.48,58.259998,57.41,57.959999,2241000,53.694023
"2014-02-18",58.110001,58.48,57.799999,58.099998,1826600,53.823723
"2014-02-19",57.98,59.75,57.939999,59.27,2051200,54.907612
"2014-02-20",59.220001,60.580002,59.02,60.419998,2055700,55.972954
"2014-02-21",60.41,61.540001,60.16,61.16,1676600,56.658497
"2014-02-24",61.32,61.68,61.150002,61.299999,1220000,56.788193
"2014-02-25",61.380001,61.610001,60.82,61.009998,992300,56.519535
"2014-02-26",61.09,61.48,60.599998,60.869999,971500,56.389839
"2014-02-27",60.790001,61.439999,60.59,61.389999,1010400,56.871563
"2014-02-28",61.389999,61.82,60.860001,61.450001,1312300,56.927158
"2014-03-03",60.790001,61.169998,59.970001,60.799999,1342700,56.324997
"2014-03-04",61.540001,62.169998,61.18,62.02,1281200,57.4552
"2014-03-05",61.939999,62.099998,61.220001,61.450001,1769200,56.927158
"2014-03-06",61.759998,62.07,61.48,61.849998,796500,57.29771
"2014-03-07",62.009998,62.080002,61.049999,61.310001,1025600,56.797459
"2014-03-10",61.259998,61.599998,60.889999,61.560001,803300,57.02906
"2014-03-11",61.599998,61.759998,60.91,61.150002,1165300,56.649235
"2014-03-12",60.799999,61.400002,60.369999,61.380001,1136200,56.862309
"2014-03-13",61.599998,61.759998,60.419998,60.700001,1529200,56.232353
"2014-03-14",60.419998,61.540001,60.27,61.130001,1235100,56.630703
"2014-03-17",61.419998,62.27,60.790001,61.360001,1516600,56.843781
"2014-03-18",61.509998,62.220001,61.380001,62.169998,610000,57.594162
"2014-03-19",62.220001,62.279999,61.009998,61.400002,1131500,56.880836
"2014-03-20",61.27,62.5,61.189999,62.419998,991100,57.825752
"2014-03-21",63.029999,63.040001,61.709999,61.740002,1354600,57.195812
"2014-03-24",61.889999,61.98,60.259998,60.73,1294800,56.260143
"2014-03-25",60.950001,61.259998,59.59,59.880001,1518100,55.472713
"2014-03-26",60.360001,60.98,59.610001,60.049999,1361100,55.630188
"2014-03-27",59.959999,60.049999,59.130001,59.639999,1120100,55.250381
"2014-03-28",59.93,60.490002,59.650002,60.02,1062300,55.602394
"2014-03-31",60.549999,61.549999,60.490002,61.470001,1128200,56.945679
"2014-04-01",61.790001,63.119999,61.290001,63.07,1221200,58.427921
"2014-04-02",63.209999,63.889999,63.209999,63.599998,1218000,58.918907
"2014-04-03",63.639999,63.880001,62.869999,63.200001,861900,58.548351
"2014-04-04",63.75,63.82,61.919998,62.099998,1163800,57.529316
"2014-04-07",61.779999,61.91,59.98,60.259998,1678400,55.824734
"2014-04-08",60.16,60.799999,59.950001,60.5,1311300,56.04707
"2014-04-09",60.880001,62.18,60.860001,62.119999,1683000,57.54784
"2014-04-10",62.110001,62.240002,60.400002,60.400002,909500,55.95443
"2014-04-11",60.099998,60.610001,59.209999,59.27,1053500,54.907612
"2014-04-14",59.919998,60.43,59.259998,60.360001,1389700,55.917377
"2014-04-15",60.48,61.259998,59.52,60.939999,1166300,56.454697
"2014-04-16",61.700001,62.34,61.43,62.060001,1123300,57.49226
"2014-04-17",61.939999,63.080002,61.790001,62.59,771000,57.983246
"2014-04-21",62.490002,63.490002,62.25,63.130001,958900,58.483494
"2014-04-22",63.09,63.889999,63.049999,63.389999,1282600,58.724377
"2014-04-23",63.310001,63.66,62.900002,63.490002,982600,58.817001
"2014-04-24",63.91,64.230003,63.220001,63.75,1325300,59.057869
"2014-04-25",63.470001,63.709999,61.540001,61.639999,1365700,57.103168
"2014-04-28",62.049999,62.220001,59.970001,61.32,1600700,56.806717
"2014-04-29",61.700001,61.84,60.77,61.150002,1304600,56.649235
"2014-04-30",60.959999,62.200001,60.59,62.139999,2561400,57.684288
"2014-05-01",62.080002,62.540001,60.540001,60.66,2897000,56.310402
"2014-05-02",60.810001,61.130001,60.049999,60.650002,2018700,56.301128
"2014-05-05",60.330002,60.650002,59.849998,60.5,1323600,56.161865
"2014-05-06",60.52,60.799999,59.959999,60.16,1412200,55.846256
"2014-05-07",60.34,60.599998,59.360001,59.93,1003800,55.632744
"2014-05-08",59.849998,61.049999,59.599998,59.82,812300,55.530643
"2014-05-09",59.849998,59.970001,58.849998,59.119999,1182800,54.880829
"2014-05-12",59.580002,61.18,59.490002,61.110001,1110000,56.728134
"2014-05-13",61.209999,61.34,60.599998,60.84,763000,56.477493
"2014-05-14",60.790001,61.049999,60.259998,60.349998,654900,56.022629
"2014-05-15",60.029999,60.09,58.240002,59.060001,1551300,54.82513
"2014-05-16",59.09,59.790001,58.540001,59.720001,1206900,55.437809
"2014-05-19",59.639999,60.27,59.419998,59.970001,964900,55.669872
"2014-05-20",60.060001,60.080002,59.049999,59.389999,1072100,55.13147
"2014-05-21",59.52,60.630001,59.369999,60.48,1235800,56.143307
"2014-05-22",60.630001,61.459999,60.490002,61.060001,1495100,56.681721
"2014-05-23",61.02,62.450001,60.919998,62.169998,1329900,57.712128
"2014-05-27",62.400002,62.84,62.189999,62.360001,915500,57.8885
"2014-05-28",62.43,62.939999,61.939999,62.630001,1146600,58.139141
"2014-05-29",62.77,63.209999,62.310001,62.84,637100,58.33408
"2014-05-30",62.73,63.41,62.630001,62.889999,1483100,58.380497
"2014-06-02",62.889999,63.360001,62.18,63.310001,964200,58.77039
"2014-06-03",63.169998,64,63.07,63.799999,1072700,59.22525
"2014-06-04",63.470001,64.559998,62.959999,64.389999,1214700,59.772945
"2014-06-05",64.82,65.370003,64.559998,65.150002,1715600,60.478447
"2014-06-06",65.400002,66.379997,65.209999,66.160004,2108700,61.416031
"2014-06-09",66.099998,66.519997,65.760002,65.910004,809800,61.183971
"2014-06-10",65.629997,66.330002,65.5,66.07,1033100,61.332481
"2014-06-11",65.639999,66.190002,65.5,66.080002,789400,61.34177
"2014-06-12",65.900002,65.900002,64.239998,64.470001,1525700,59.84721
"2014-06-13",64.440002,65.300003,64.220001,65.120003,842900,60.450607
"2014-06-16",64.949997,65.669998,64.589996,65.139999,926200,60.46917
"2014-06-17",65.010002,65.650002,64.760002,65.07,707100,60.404182
"2014-06-18",65.150002,65.209999,64.120003,64.949997,1220500,60.292786
"2014-06-19",65.160004,65.239998,64.830002,65.089996,923000,60.422752
"2014-06-20",65.059998,65.57,64.550003,64.660004,1670500,60.02359
"2014-06-23",64.720001,64.940002,64.480003,64.599998,1120900,59.967892
"2014-06-24",64.5,64.849998,63.599998,63.689999,996900,59.123142
"2014-06-25",63.41,64.610001,63.209999,64.529999,1156100,59.902908
"2014-06-26",64.580002,65.18,63.57,65.059998,1590500,60.394901
"2014-06-27",64.93,65.75,64.559998,65.360001,813300,60.673386
"2014-06-30",65.339996,65.459999,64.800003,65.190002,960700,60.515583
"2014-07-01",65.589996,66.349998,65.379997,66.080002,801600,61.34177
"2014-07-02",66.07,67.489998,66.040001,66.620003,1362200,61.843056
"2014-07-03",66.620003,67.080002,66.5,67.010002,515100,62.205067
"2014-07-07",66.790001,67.029999,66.470001,66.730003,751600,61.945156
"2014-07-08",66.389999,66.769997,65.68,66.559998,1449900,61.78735
"2014-07-09",66.610001,67.400002,66.480003,67.379997,1125200,62.548565
"2014-07-10",66.309998,67.489998,65.949997,66.150002,1691700,61.406754
"2014-07-11",66.050003,66.260002,65.699997,66.190002,1259300,61.443871
"2014-07-14",66.790001,66.790001,65.510002,65.900002,1557900,61.174683
"2014-07-15",65.769997,66.129997,65.220001,65.370003,1700600,60.682678
"2014-07-16",65.550003,65.959999,65.089996,65.18,1671200,60.506302
"2014-07-17",64.860001,65.669998,64.040001,64.160004,1680200,59.559452
"2014-07-18",64.419998,65.300003,64.080002,65.18,998500,60.506302
"2014-07-21",65,65.629997,64.699997,64.830002,696400,60.181396
"2014-07-22",65.349998,65.940002,65.269997,65.699997,1196600,60.989014
"2014-07-23",65.959999,66,65.25,65.470001,753600,60.775513
"2014-07-24",65.800003,65.940002,65.410004,65.559998,929200,60.859039
"2014-07-25",65.220001,66.150002,65.220001,65.839996,955600,61.118977
"2014-07-28",65.760002,65.769997,64.760002,65.489998,880700,60.794071
"2014-07-29",65.389999,65.959999,64.519997,64.529999,1002300,59.902908
"2014-07-30",64.690002,64.739998,63.740002,64.5,2277000,59.87505
"2014-07-31",63.41,63.439999,61.509998,62.25,2523400,57.7864
"2014-08-01",61.98,62.23,60.439999,60.91,1936400,56.542469
"2014-08-04",61.259998,62.16,61.009998,62.02,1224400,57.572887
"2014-08-05",61.52,62.209999,61.310001,61.389999,1583200,56.98806
"2014-08-06",60.959999,61.380001,60.759998,60.779999,1380200,56.421803
"2014-08-07",61.279999,61.689999,60.52,60.759998,1569400,56.403229
"2014-08-08",60.860001,62,60.810001,61.919998,1223300,57.480053
"2014-08-11",61.959999,62.240002,61.790001,61.84,818600,57.405792
"2014-08-12",61.689999,62.16,61.380001,61.66,627600,57.238701
"2014-08-13",62.080002,62.349998,61.490002,62.23,905900,57.76783
"2014-08-14",62.080002,62.48,61.779999,62.419998,696300,57.944202
"2014-08-15",62.75,62.970001,61.669998,62.16,851500,57.702847
"2014-08-18",62.650002,62.799999,62.220001,62.419998,839800,57.944202
"2014-08-19",62.68,62.959999,62.279999,62.889999,739200,58.380497
"2014-08-20",62.799999,64,62.459999,63.720001,946700,59.150993
"2014-08-21",63.889999,63.900002,62.689999,62.709999,925800,58.213413
"2014-08-22",62.5,62.529999,61.889999,62.23,937000,57.76783
"2014-08-25",62.720001,62.959999,62.259998,62.41,628100,57.934933
"2014-08-26",62.610001,62.650002,61.779999,61.82,743300,57.387226
"2014-08-27",62.049999,62.200001,61.610001,61.970001,484500,57.52647
"2014-08-28",61.599998,62.200001,61.32,61.950001,864800,57.628799
"2014-08-29",62.290001,62.310001,61.860001,62.189999,791700,57.973721
"2014-09-02",62.23,62.959999,62.029999,62.689999,965700,58.439816
"2014-09-03",63.080002,63.200001,62.689999,62.77,1106800,58.514389
"2014-09-04",62.779999,63.619999,62.779999,63.049999,1001100,58.775406
"2014-09-05",62.939999,63.240002,62.27,63.189999,1030800,58.905914
"2014-09-08",62.77,63.299999,62.119999,62.529999,1230700,58.290657
"2014-09-09",62.290001,62.630001,61.709999,61.82,1161500,57.628792
"2014-09-10",61.799999,62.040001,61.259998,61.34,1026300,57.181339
"2014-09-11",60.93,61.279999,60.610001,61.189999,928000,57.041512
"2014-09-12",61.060001,61.25,59.950001,60.200001,1057300,56.118633
"2014-09-15",60.07,60.439999,58.66,58.689999,1735700,54.710995
"2014-09-16",58.369999,58.73,57.970001,58.349998,2321700,54.394051
"2014-09-17",58.610001,59.02,57.610001,57.790001,2291000,53.872017
"2014-09-18",57.880001,58.540001,57.810001,58.34,1737400,54.384727
"2014-09-19",58.630001,58.68,57.73,57.799999,1787100,53.88134
"2014-09-22",57.650002,57.709999,56.700001,56.849998,1649900,52.99575
"2014-09-23",56.709999,57.189999,56.23,56.32,1334500,52.501682
"2014-09-24",56.32,56.98,55.700001,56.830002,1889700,52.977093
"2014-09-25",56.82,57.259998,56.16,56.32,1809900,52.501682
"2014-09-26",56.389999,56.75,56.119999,56.32,1449200,52.501682
"2014-09-29",55.790001,55.790001,54.279999,54.310001,2960600,50.627953
"2014-09-30",54.310001,54.310001,51.599998,52.610001,5383200,49.043201
"2014-10-01",52.52,53.799999,52.200001,53.34,3300300,49.723717
"2014-10-02",53.400002,54.330002,53.310001,54.029999,2698900,50.366932
"2014-10-03",54.48,54.75,53.98,54.259998,2458000,50.581348
"2014-10-06",54.740002,54.830002,54.049999,54.060001,1914400,50.394901
"2014-10-07",53.779999,53.950001,52.52,52.52,1548000,48.959309
"2014-10-08",52.380001,53.540001,52.07,53.48,2450300,49.854221
"2014-10-09",53.380001,53.5,51.209999,51.419998,2243000,47.933876
"2014-10-10",51.290001,52.450001,51.130001,51.860001,3728500,48.344059
"2014-10-13",51.970001,52.450001,50.220001,50.240002,2657500,46.833897
"2014-10-14",51.389999,52.93,50.900002,52.439999,3575700,48.884735
"2014-10-15",52.380001,52.73,50.880001,52.349998,3473200,48.800827
"2014-10-16",51.310001,55.290001,51.290001,54.52,3560300,50.823708
"2014-10-17",55.549999,56.799999,54.689999,54.98,3076900,51.252529
"2014-10-20",54.73,55.330002,54.25,54.59,1195200,50.888962
"2014-10-21",55.189999,56.439999,54.990002,56.439999,1467500,52.613541
"2014-10-22",56.52,56.619999,55.59,55.720001,1505300,51.942352
"2014-10-23",56.18,57.150002,56,56.52,1765400,52.688118
"2014-10-24",56.73,56.73,55.73,56.299999,1683400,52.483021
"2014-10-27",55.889999,55.889999,54.799999,55.27,1625500,51.522865
"2014-10-28",55.619999,57.25,55.41,57.119999,1262300,53.247437
"2014-10-29",57.369999,58,56.380001,56.860001,1848600,53.005066
"2014-10-30",54.380001,54.880001,52.799999,54.369999,6740600,50.683887
"2014-10-31",55.52,57.080002,55.220001,57.02,3359400,53.154221
"2014-11-03",56.490002,57.639999,56.490002,57.07,2225500,53.200832
"2014-11-04",56.68,57,55.27,55.709999,1520500,51.933037
"2014-11-05",56.259998,57.349998,56.009998,57.32,1757000,53.433891
"2014-11-06",57.389999,58.790001,57.34,58.75,1937400,54.76693
"2014-11-07",58.68,58.880001,57.349998,57.68,1659800,53.769478
"2014-11-10",57.41,57.41,55.759998,56.25,3398600,52.436432
"2014-11-11",56.16,56.59,55.389999,55.5,3174500,51.73727
"2014-11-12",55.189999,55.580002,55.07,55.25,3547200,51.504227
"2014-11-13",55.450001,55.689999,55.18,55.299999,2987600,51.550835
"2014-11-14",55.240002,55.310001,54.709999,55.18,3074500,51.438969
"2014-11-17",55.150002,56.310001,54.990002,55.970001,1807300,52.175404
"2014-11-18",56.27,57.610001,56.27,57.240002,2380900,53.35931
"2014-11-19",57.189999,57.220001,56.43,57.09,2178400,53.219482
"2014-11-20",56.630001,58.009998,56.48,57.68,1570900,53.769478
"2014-11-21",58.27,58.75,58.119999,58.220001,1911500,54.272869
"2014-11-24",58.439999,58.889999,57.630001,58.130001,1098200,54.188969
"2014-11-25",58.240002,58.529999,57.150002,57.18,1388100,53.303375
"2014-11-26",56.98,57.189999,56.450001,56.950001,1435900,53.209934
"2014-11-28",57.209999,57.240002,56.470001,56.560001,892500,52.845554
"2014-12-01",56.470001,56.98,55.990002,56.82,1585700,53.088482
"2014-12-02",56.900002,57.369999,56.669998,57.25,1339700,53.490234
"2014-12-03",57.509998,58.82,57.400002,58.75,1507000,54.891731
"2014-12-04",58.73,58.73,57.810001,58.029999,1197400,54.219009
"2014-12-05",58.09,58.240002,57.32,57.470001,1161900,53.695793
"2014-12-08",57.529999,57.599998,55.990002,56.060001,1371100,52.378395
"2014-12-09",55.41,56.029999,55.040001,55.970001,1648600,52.294304
"2014-12-10",55.830002,56,53.349998,53.419998,2235200,49.911766
"2014-12-11",53.66,54.459999,53.290001,53.41,1558700,49.902424
"2014-12-12",52.790001,53.5,52.740002,52.759998,2059900,49.295113
"2014-12-15",52.959999,53.400002,52.48,52.759998,2259400,49.295113
"2014-12-16",52.57,53.07,51.290001,51.34,3476600,47.968365
"2014-12-17",51.610001,52.689999,51.290001,52.450001,2564600,49.005474
"2014-12-18",53.349998,53.610001,52.68,53.610001,1757700,50.089287
"2014-12-19",53.93,55.389999,53.68,54.82,3291000,51.219826
"2014-12-22",55,55.310001,54.68,54.860001,1286100,51.257202
"2014-12-23",55.419998,56.560001,55.34,56.389999,2179000,52.68671
"2014-12-24",56.450001,56.509998,55.639999,55.669998,514400,52.014008
"2014-12-26",55.869999,56.259998,55.639999,55.68,808700,52.023346
"2014-12-29",55.560001,56.700001,55.41,56.259998,872700,52.565254
"2014-12-30",56.220001,56.5,55.330002,55.369999,1270800,51.733715
"2014-12-31",55.470001,55.790001,54.889999,54.950001,1014900,51.341282
"2015-01-02",55.240002,55.400002,54.16,54.740002,1611900,51.145077
"2015-01-05",54.5,54.549999,52.619999,53.16,2628600,49.668835
"2015-01-06",53.360001,53.52,51.950001,52.790001,2118800,49.323139
"2015-01-07",53.060001,54.040001,52.990002,54.029999,1300300,50.481697
"2015-01-08",54.57,55.119999,54.200001,54.950001,1898600,51.341282
"2015-01-09",55.049999,55.299999,53.369999,53.52,1671100,50.005199
"2015-01-12",53.32,53.400002,51.860001,52.119999,1765600,48.69714
"2015-01-13",52.43,53.09,50.639999,51.439999,2312300,48.061798
"2015-01-14",50.580002,51.91,48.400002,51.73,6291400,48.332745
"2015-01-15",51.849998,52.119999,50.419998,50.459999,2480700,47.146145
"2015-01-16",50.150002,50.849998,49.869999,50.799999,1748000,47.463833
"2015-01-20",51.139999,52.779999,50.709999,52.759998,4527200,49.295113
"2015-01-21",52.619999,54,52.32,53.52,3275500,50.005199
"2015-01-22",54.029999,55.290001,53.540001,55.119999,2450600,51.500118
"2015-01-23",54.91,55.299999,54.389999,54.779999,2211800,51.182449
"2015-01-26",54.580002,54.970001,54.470001,54.830002,1128200,51.229168
"2015-01-27",54.16,55.200001,53.919998,54.880001,1533300,51.275883
"2015-01-28",54.970001,55.189999,53.16,53.32,1632400,49.818329
"2015-01-29",53.57,54.900002,53.310001,54.700001,1555600,51.107704
"2015-01-30",54.080002,54.630001,53.700001,54.009998,2465900,50.46302
"2015-02-02",54.150002,55.610001,53.900002,55.529999,1701800,51.883194
"2015-02-03",56.09,57.259998,56.009998,57.029999,1852800,53.284691
"2015-02-04",57.009998,57.84,56.59,57.439999,1976200,53.667767
"2015-02-05",57.52,58.5,57.389999,58.310001,1660300,54.480633
"2015-02-06",58.560001,59.220001,58.200001,58.560001,2305300,54.714211
"2015-02-09",58.07,58.27,56.860001,57,2152500,53.25666
"2015-02-10",57.790001,58.040001,57.09,57.900002,1254600,54.097561
"2015-02-11",57.860001,58.16,57.52,58.02,1535200,54.209671
"2015-02-12",59.259998,61.439999,58.869999,61.380001,2739400,57.349003
"2015-02-13",60.509998,60.75,59.450001,60.169998,2446800,56.218472
"2015-02-17",60.360001,60.709999,60.139999,60.560001,1813400,56.582859
"2015-02-18",60.299999,60.419998,59.689999,60.299999,1471400,56.339931
"2015-02-19",60.07,60.639999,59.66,60.59,1203600,56.610893
"2015-02-20",60.580002,61.369999,59.810001,61.299999,1190900,57.274261
"2015-02-23",61,61.459999,60.82,61.220001,1055300,57.199516
"2015-02-24",61.259998,61.389999,60.93,61.060001,1018000,57.05003
"2015-02-25",61.23,61.91,61.02,61.790001,1313200,57.732082
"2015-02-26",61.66,61.790001,61.25,61.549999,1388700,57.629097
"2015-02-27",61.419998,61.759998,60.990002,61.459999,1361000,57.544827
"2015-03-02",61.580002,63.299999,61.580002,63.009998,2349300,58.99609
"2015-03-03",62.669998,63.23,62.43,62.970001,2648000,58.958641
"2015-03-04",62.970001,63.150002,61.990002,62.169998,2541800,58.209599
"2015-03-05",62.27,62.68,61.93,62.040001,1893800,58.087879
"2015-03-06",61.84,61.91,60.27,60.66,2164500,56.795795
"2015-03-09",60.639999,61.09,60.580002,60.73,1339500,56.861332
"2015-03-10",60.139999,60.369999,59.41,59.41,1510000,55.62542
"2015-03-11",59.259998,59.459999,58.560001,58.619999,1759800,54.885738
"2015-03-12",58.860001,60.130001,58.759998,60.080002,1514500,56.252731
"2015-03-13",59.779999,59.959999,58.330002,58.799999,1350400,55.054276
"2015-03-16",59.240002,60.189999,59.150002,60.18,1602000,56.346367
"2015-03-17",59.720001,60.09,59.360001,59.43,1229600,55.644138
"2015-03-18",58.900002,60.98,58.509998,60.689999,1654000,56.823879
"2015-03-19",60.27,60.310001,59.759998,60.139999,1128400,56.308918
"2015-03-20",60.419998,61.34,60.419998,60.459999,1604600,56.608528
"2015-03-23",60.459999,60.810001,60.279999,60.529999,835100,56.674068
"2015-03-24",60.310001,60.68,59.98,59.990002,1116000,56.168476
"2015-03-25",59.990002,60.23,59.02,59.040001,1932900,55.278988
"2015-03-26",58.810001,59.450001,58.720001,59.130001,2323500,55.363262
"2015-03-27",59.27,59.849998,58.950001,59.389999,1389100,55.606697
"2015-03-30",60.009998,61.32,59.93,61.099998,1295800,57.20776
"2015-03-31",60.700001,61.220001,60.459999,60.48,1237600,56.627251
"2015-04-01",60.52,60.75,59.5,60.09,1809800,56.2621
"2015-04-02",60.259998,61.25,60,61.09,1013500,57.198391
"2015-04-06",60.860001,62.700001,60.610001,62.080002,2513300,58.125328
"2015-04-07",61.900002,62,60.869999,60.990002,1132700,57.104767
"2015-04-08",61.09,61.599998,60.830002,61.57,1041600,57.647816
"2015-04-09",61.400002,61.919998,61.259998,61.709999,701900,57.7789
"2015-04-10",61.75,61.790001,60.91,61.310001,984300,57.404377
"2015-04-13",61.25,61.490002,60.43,60.509998,693600,56.655338
"2015-04-14",60.59,60.869999,60.18,60.540001,929900,56.683426
"2015-04-15",60.740002,61.040001,60.32,60.740002,1099700,56.870697
"2015-04-16",60.619999,61.18,60.43,60.889999,760300,57.011135
"2015-04-17",60.25,60.82,59.610001,60.720001,1831100,56.851967
"2015-04-20",61.119999,61.619999,60.849998,61.150002,871700,57.254574
"2015-04-21",61.25,61.84,60.709999,60.950001,779700,57.067322
"2015-04-22",60.990002,61.09,60.380001,60.990002,863600,57.104767
"2015-04-23",60.619999,61.139999,60.23,60.689999,1391100,56.823879
"2015-04-24",60.93,61.029999,60.25,60.790001,886800,56.917515
"2015-04-27",60.889999,61.369999,60.540001,61.23,1191100,57.329479
"2015-04-28",61.310001,61.32,60.540001,61.07,1197800,57.179668
"2015-04-29",61.07,61.599998,60.290001,60.919998,1593000,57.039223
"2015-04-30",57.360001,59.59,57.18,59.200001,4208900,55.428795
"2015-05-01",59.619999,59.700001,58.830002,59.5,2256100,55.709679
"2015-05-04",59.509998,60.549999,59.509998,60.52,2674800,56.664707
"2015-05-05",60.52,61.66,60.240002,60.529999,1908900,56.674068
"2015-05-06",60.75,60.950001,60.23,60.619999,1609300,56.758335
"2015-05-07",60.57,60.98,60.450001,60.540001,1022700,56.683426
"2015-05-08",61,61.5,60.950001,61.27,1058300,57.366924
"2015-05-11",61.369999,61.77,60.700001,60.73,1149200,56.861332
"2015-05-12",60.639999,61.220001,60.27,60.939999,1176100,57.057953
"2015-05-13",61.080002,61.5,60.66,61.279999,1055600,57.376293
"2015-05-14",61.5,61.75,61.259998,61.66,937600,57.732082
"2015-05-15",61.599998,61.849998,61.299999,61.82,723600,57.881893
"2015-05-18",61.639999,61.939999,61.459999,61.689999,1213100,57.76017
"2015-05-19",61.709999,61.93,60.82,60.990002,1075300,57.104767
"2015-05-20",61.259998,61.41,60.529999,60.790001,900500,56.917515
"2015-05-21",60.639999,61.689999,60.639999,61.549999,794500,57.629097
"2015-05-22",61.419998,61.52,60.900002,61.099998,510700,57.20776
"2015-05-26",60.709999,60.889999,60.18,60.41,913600,56.561718
"2015-05-27",60.5,60.880001,60.400002,60.790001,691300,56.917515
"2015-05-28",60.529999,60.73,59.849998,60.380001,1228800,56.654778
"2015-05-29",60.299999,60.560001,59.669998,60.150002,1647800,56.438969
"2015-06-01",60.330002,61.09,59.970001,60.860001,1332100,57.105175
"2015-06-02",60.549999,61.52,60.380001,61.189999,1124000,57.414799
"2015-06-03",61.240002,62.32,60.759998,61.619999,1529300,57.818279
"2015-06-04",61.110001,61.290001,60.299999,60.529999,1659100,56.795525
"2015-06-05",60.290001,60.5,59.849998,60.060001,1570200,56.354523
"2015-06-08",60,60.630001,59.880001,59.889999,1077100,56.195007
"2015-06-09",59.950001,60.240002,59.389999,59.990002,864500,56.288849
"2015-06-10",60.490002,61.09,60.150002,60.959999,1229700,57.198994
"2015-06-11",60.990002,61.41,60.689999,60.799999,962900,57.04887
"2015-06-12",60.380001,60.689999,60.220001,60.5,943600,56.76738
"2015-06-15",59.869999,60.32,59.549999,60.049999,1077800,56.345135
"2015-06-16",60.09,60.380001,59.82,60.189999,676800,56.476505
"2015-06-17",60.209999,60.66,60,60.5,1294500,56.76738
"2015-06-18",60.619999,61.110001,60.34,60.91,779700,57.152077
"2015-06-19",60.59,60.790001,59.880001,60.369999,2530400,56.645382
"2015-06-22",60.84,61.080002,60.529999,60.779999,980100,57.030102
"2015-06-23",60.849998,61.040001,60.18,60.419998,1290100,56.69231
"2015-06-24",60.299999,60.43,59.470001,59.73,2278900,56.044884
"2015-06-25",59.880001,60.400002,59.369999,59.439999,1604400,55.772778
"2015-06-26",59.68,59.77,59.02,59.490002,1426800,55.819695
"2015-06-29",58.709999,58.869999,57.189999,57.459999,2259100,53.914932
"2015-06-30",57.970001,57.970001,56.669998,56.84,2368800,53.333183
"2015-07-01",57.490002,57.66,57,57.419998,1748800,53.877403
"2015-07-02",57.490002,57.709999,57.279999,57.650002,1556900,54.093212
"2015-07-06",56.889999,57.450001,56.529999,56.799999,1969400,53.295654
