"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2008-01-24",19.405001,19.409,18.493,19.177999,31668000,18.043583
"2008-01-25",19.351,19.6,18.750999,19.343,31981000,18.198816
"2008-01-28",19.040001,19.382,18.429001,18.9,33537000,17.782019
"2008-01-29",18.900999,19.243,18.450001,19.146,33954000,18.01347
"2008-01-30",19.004999,19.771,18.799999,18.9,37193000,17.782019
"2008-01-31",20.601999,21.844999,19.959999,20.700001,110865000,19.475554
"2008-02-01",21.066999,21.735001,20.966,21.542,45387000,20.267738
"2008-02-04",21.5,22.225,21.431,21.6,35336000,20.322315
"2008-02-05",21.375999,21.599001,20.587999,20.677999,39437000,19.454847
"2008-02-06",20.799999,20.799999,19.885,20.495001,49293000,19.282675
"2008-02-07",20.201,20.51,19.516001,20.087999,38501000,18.899748
"2008-02-08",20.299999,20.659,19.962999,20.561001,29215000,19.344774
"2008-02-11",20.708,20.993,20.275999,20.611,22626000,19.391815
"2008-02-12",20.879,21.458,20.200001,20.4,29338000,19.193291
"2008-02-13",20.639999,20.702999,20.271999,20.476,21069000,19.264795
"2008-02-14",20.400999,20.549999,19.712,20.223,26902000,19.026768
"2008-02-15",20.059,20.695999,19.783001,20.6,29219000,19.381458
"2008-02-19",20.801001,20.945,20.141001,20.42,18023000,19.212107
"2008-02-20",20.049999,20.940001,19.934,20.822001,23530000,19.59033
"2008-02-21",20.625,21.045,20.173,20.448,22454000,19.238462
"2008-02-22",20.51,20.547001,19.799999,20.348,49754000,19.144367
"2008-02-25",20.135,20.200001,18.983999,19.844999,71620000,18.671118
"2008-02-26",19.85,20.099001,19.291,19.587999,30785000,18.429321
"2008-02-27",19.4,19.622,18.875,19.118999,32077000,17.988073
"2008-02-28",18.924999,19.715,18.725,19.469999,29401000,18.318306
"2008-02-29",19.264999,19.379,18.962,19,20681000,17.876108
"2008-03-03",18.83,19.59,18.57,18.856001,28706000,17.740627
"2008-03-04",18.799999,19.341999,18.500999,19.247,35603000,18.108492
"2008-03-05",19.275,19.479,18.987,19.1,22551000,17.970194
"2008-03-06",19,19.120001,18.903,18.999001,24381000,17.875162
"2008-03-07",18.757999,19.355,18.638,19.250999,46011000,18.112257
"2008-03-10",19.212,19.596001,18.992001,19.15,33419000,18.017237
"2008-03-11",19.49,19.698999,18.358,19.584,62841000,18.425562
"2008-03-12",19.5,20.75,19.42,20.389999,38828000,19.183884
"2008-03-13",19.899,21.291,19.649,20.972,56327000,19.731455
"2008-03-14",21.299999,21.540001,20.4,20.865,43383000,19.630789
"2008-03-17",20.190001,20.674999,19.302999,20.152,43204000,18.959965
"2008-03-18",20.5,21.544001,20.049999,21.025,45757000,19.781319
"2008-03-19",21.551001,22,20.726999,20.839001,94190000,19.606329
"2008-03-20",20.66,22.246,20.237,22.038,58150000,20.7344
"2008-03-24",22.23,23.035,21.475,21.65,55200000,20.369352
"2008-03-25",21.816,23,21.556999,22.497999,43698000,21.167194
"2008-03-26",22.43,22.745001,22.110001,22.285,19641000,20.966793
"2008-03-27",22.493,22.65,22.004999,22.07,19559000,20.764503
"2008-03-28",22.245001,22.263,21.549999,21.76,17260000,20.472845
"2008-03-31",21.799999,22.299,21.476999,22.299,18218000,20.979963
"2008-04-01",22.674,23.375,22.450001,22.959999,39142000,21.601868
"2008-04-02",22.937,23,22.334,22.375,21940000,21.051468
"2008-04-03",22.200001,23.125,22.200001,23.125,25037000,21.757109
"2008-04-04",23.197001,23.285,22.528,22.657,19508000,21.316786
"2008-04-07",22.893999,23.282,22.524,22.625,19722000,21.300785
"2008-04-08",22.530001,23.280001,22.528,23.146999,23586000,21.792233
"2008-04-09",23.200001,23.618999,22.681,22.875,22073000,21.536156
"2008-04-10",23.121,23.237,22.603001,22.892,19732000,21.55216
"2008-04-11",22.575001,23.098,22.535,22.860001,16114000,21.522028
"2008-04-14",22.752001,23,22.205,22.709999,23535000,21.380808
"2008-04-15",22.809999,22.950001,21.985001,22.468,25930000,21.152971
"2008-04-16",22.657,23.186001,22.313,23.047001,23099000,21.698082
"2008-04-17",23,23.179001,22.745001,23.049999,10528000,21.700911
"2008-04-18",23.440001,23.922001,23.200001,23.371,28231000,22.003122
"2008-04-21",23.466999,23.844,23.101999,23.6,17696000,22.218718
"2008-04-22",23.672001,23.898001,23.398001,23.462,11480000,22.0888
"2008-04-23",23.372,23.726,23.15,23.393999,14534000,22.024776
"2008-04-24",23.462,24.125999,23.150999,23.955,16895000,22.552944
"2008-04-25",24.493999,24.525,23.676001,23.739,20232000,22.349581
"2008-04-28",23.931,24.25,23.556999,24.25,27719000,22.830673
"2008-04-29",26.106001,27.872,25.799999,27.398001,131290000,25.794418
"2008-04-30",27.6,28.296,27.5,27.816,43698000,26.187965
"2008-05-01",27.948999,29.764999,27.662001,29.393999,54672000,27.673594
"2008-05-02",29.808001,29.84,28.184999,28.504,44699000,26.835688
"2008-05-05",28.212,29.4,28.202,29.08,21558000,27.377975
"2008-05-06",29.094,30.143,28.905001,29.601999,36255000,27.869425
"2008-05-07",29.605,30.094,29.101,29.101,28805000,27.397749
"2008-05-08",29.405001,29.405001,28.700001,29.341,22814000,27.623701
"2008-05-09",29.155001,29.541,28.535,28.684999,18315000,27.006096
"2008-05-12",28.656,29.298,28.23,29.025999,23204000,27.327143
"2008-05-13",29.186001,29.27,28.660999,28.879999,12926000,27.189686
"2008-05-14",29.200001,29.52,28.549999,28.646,24036000,26.969378
"2008-05-15",28.764999,28.868,28.424999,28.677,16355000,26.998564
"2008-05-16",28.799999,28.879999,28.059999,28.34,19805000,26.681295
"2008-05-19",28.351,28.591,27.801001,28,19982000,26.361185
"2008-05-20",27.823,27.914,27.320999,27.764999,19104000,26.139944
"2008-05-21",27.74,28.605,27.618999,27.865,28607000,26.234095
"2008-05-22",27.629999,28.25,27.226,27.59,21482000,25.975185
"2008-05-23",27.233,27.549999,27.045,27.322001,12553000,25.722868
"2008-05-27",27.400999,27.941,27.283001,27.875999,14332000,26.244446
"2008-05-28",28.209999,28.688999,27.830999,28.688999,31363000,27.009861
"2008-05-29",29.465,31.695999,29.452,30.9,130014000,29.09145
"2008-05-30",31.099001,32.029999,30.459999,30.865,60183000,29.058504
"2008-06-02",30.926001,32,30.257,32,50620000,30.127066
"2008-06-03",31.386999,31.399,30.235001,30.74,93913000,28.940813
"2008-06-04",30.745001,30.959999,29.454,29.74,66160000,27.999348
"2008-06-05",29.951,30.615999,29.544001,30.615999,45959000,28.824078
"2008-06-06",30.228001,30.242001,29.481001,29.573,29383000,27.842125
"2008-06-09",29.709999,29.886,27.641001,29.139999,55137000,27.434462
"2008-06-10",28.524,29.541,28.337,28.605,26190000,26.930769
"2008-06-11",28.743999,28.802,27.716,27.921,23577000,26.286816
"2008-06-12",28.219999,28.968,28.187,28.440001,31296000,26.775438
"2008-06-13",28.620001,29.372999,28.620001,29.246,21436000,27.534262
"2008-06-16",29.198999,29.9,28.9,29.447001,17072000,27.723497
"2008-06-17",29.983999,29.983999,29.033001,29.221001,15706000,27.510725
"2008-06-18",29.1,29.481001,28.544001,29.309,18943000,27.593569
"2008-06-19",29.259001,29.780001,28.858,29.26,24155000,27.547441
"2008-06-20",29,29.447001,28.301001,28.400999,26934000,26.73872
"2008-06-23",28.552999,28.922001,28,28.252001,18468000,26.598444
"2008-06-24",28.122,28.375,27.52,28.037001,33647000,26.396021
"2008-06-25",29.110001,29.516001,28.75,28.979,38692000,27.28289
"2008-06-26",28.551001,28.594,26.801001,27.573,47652000,25.959185
"2008-06-27",27.500999,27.797001,26.704,27.172001,39815000,25.581654
"2008-06-30",27.299999,27.65,26.540001,26.552,27996000,24.99794
"2008-07-01",26.25,27.077999,25.85,26.334999,42526000,24.793636
"2008-07-02",26.684999,26.938,25.1,25.549,40692000,24.053642
"2008-07-03",25.813,25.98,25.049999,25.374001,15778000,23.888884
"2008-07-07",25.679001,25.910999,24.334,24.610001,40381000,23.1696
"2008-07-08",24.796,26.499001,23.742001,26.424999,66434000,24.878376
"2008-07-09",26.243999,26.49,24.965,25.125,34122000,23.667896
"2008-07-10",25.200001,25.801001,24.503,25.32,38299000,23.851583
"2008-07-11",25.569,26.098,25.325001,25.735001,53063000,24.242523
"2008-07-14",26.299999,26.337,25.323,25.75,30862000,24.256649
"2008-07-15",25.5,25.9,24.27,25.037001,47649000,23.584995
"2008-07-16",25.287001,27.120001,25.082001,27.120001,69679000,25.547203
"2008-07-17",27.495001,29.096001,27.299999,28.6,178722000,26.941368
"2008-07-18",28.538,28.816,27.9,28.086,44996000,26.457169
"2008-07-21",28.414,28.465,26.673,26.790001,47389000,25.236336
"2008-07-22",25.9,27.487,25.452999,27.385,58522000,25.796825
"2008-07-23",27.473,27.652,26.811001,27.1,33621000,25.528353
"2008-07-24",27.013,27.384001,25.700001,25.848,36463000,24.348967
"2008-07-25",25.907,26.542999,25.5,26.355,35026000,24.826565
"2008-07-28",26.49,26.947001,25.26,25.370001,33925000,23.898687
"2008-07-29",25.503,26.353001,25.503,26.209999,33567000,24.689974
"2008-07-30",26.799,27.200001,26.115,27.073,39491000,25.502916
"2008-07-31",24.669001,25.618,23.747999,24.415001,160568000,22.999073
"2008-08-01",24.047001,24.264999,22.549,23.726999,111075000,22.350969
"2008-08-04",23.299,24,22.912001,23.091999,41515000,21.752789
"2008-08-05",23.281,23.711,23.049999,23.711,37083000,22.335896
"2008-08-06",23.5,23.584999,22.702,23.200001,45159000,21.854532
"2008-08-07",22.693001,22.938,22.5,22.5,34699000,21.195127
"2008-08-08",22.495001,23.51,22.1,23.212999,37477000,21.866774
"2008-08-11",23.257,24.035,23.201,23.514999,33941000,22.151266
"2008-08-12",23.299999,23.431999,22.878,23.091999,23156000,21.752789
"2008-08-13",22.881001,23.715,22.791,23.35,23760000,21.995831
"2008-08-14",23.202999,23.764999,23.1,23.587999,18220000,22.220028
"2008-08-15",23.691,24,23.58,23.895,21072000,22.509224
"2008-08-18",24.055,24.49,23.639999,23.791,26162000,22.411255
"2008-08-19",23.9,24.291,23.32,23.857,23806000,22.473427
"2008-08-20",23.957001,24.399,23.856001,24.332001,18713000,22.920883
"2008-08-21",24.160999,24.273001,23.76,24.125999,15150000,22.726828
"2008-08-22",24.357,24.469,24.025,24.164,14534000,22.762632
"2008-08-25",24.004,24.284,23.42,23.42,12574000,22.061779
"2008-08-26",23.51,23.763,23.157,23.674999,15516000,22.301979
"2008-08-27",23.576,23.726,23.232,23.697001,17120000,22.32271
"2008-08-28",23.75,24.247999,23.657,24.247999,19125000,22.841755
"2008-08-29",24.1,24.34,23.962999,24.254999,13108000,22.848345
"2008-09-02",24.587999,24.799999,23.663,23.92,19330000,22.532774
"2008-09-03",23.9,24.002001,22.385,22.962999,37675000,21.631269
"2008-09-04",22.580999,22.704,21.469999,21.603001,38979000,20.350151
"2008-09-05",21.294001,22.169001,20.792999,22.143999,54677000,20.859772
"2008-09-08",23.035999,23.1,21.139999,21.941,43685000,20.668547
"2008-09-09",22.103001,22.23,20.643,20.67,42655000,19.471254
"2008-09-10",20.719999,21.65,20.57,21.332001,32759000,20.094864
"2008-09-11",20.799999,22.58,20.52,22.559999,39959000,21.251652
"2008-09-12",22.1,22.580999,21.905001,22.382,20259000,21.083971
"2008-09-15",21.306,21.778999,21.007999,21.177,38490000,19.94886
"2008-09-16",20.709999,21.808001,20.191999,21.481001,36421000,20.235228
"2008-09-17",21.002001,21.299999,18.875,19.6,75806000,18.463314
"2008-09-18",19.85,21.413,18.207001,20.853001,69888000,19.643639
"2008-09-19",22.122999,23.9,21.5,22.518,81860000,21.212078
"2008-09-22",22.5,22.525,20.238001,20.238001,47090000,19.064316
"2008-09-23",20.473,20.785,19.700001,19.799999,35176000,18.651709
"2008-09-24",20.002001,20.275999,19.306999,19.434999,30168000,18.307878
"2008-09-25",19.618999,19.799999,18.851,19.035999,44080000,17.93202
"2008-09-26",18.299999,18.6,17.827999,18.507,48386000,17.433702
"2008-09-29",17.999001,18.125,15.06,16.802999,94509000,15.828518
"2008-09-30",16.843,18.184,16.780001,17.733,45565000,16.70458
"2008-10-01",17.723,17.723,16.334,17.134001,39524000,16.140327
"2008-10-02",16.700001,16.979,15.759,16.013,37716000,15.084341
"2008-10-03",16.205,17.184,16.02,16.02,41917000,15.090932
"2008-10-06",15.116,17.09,14.8,16.740999,54245000,15.770115
"2008-10-07",16.972,17.149,15.528,15.87,46915000,14.949631
"2008-10-08",15.122,17.433001,14.985,16.354,78642000,15.420139
"2008-10-09",17.007999,17.212999,15.498,15.57,46233000,14.680902
"2008-10-10",14.674,16.153,14,15.171,71283000,14.30469
"2008-10-13",16.045,17.799999,15.665,17.360001,43379000,16.368692
"2008-10-14",18.389999,18.43,16.524,17.407,42357000,16.413012
"2008-10-15",17.048,17.176001,15,15.355,51063000,14.478182
"2008-10-16",15.574,15.8,14.372,15.668,56496000,14.773306
"2008-10-17",14.979,16.725,14.95,15.675,39666000,14.779909
"2008-10-20",16.025999,16.179001,14.75,15.014,39522000,14.156651
"2008-10-21",14.99,15.685,14.547,14.978,35590000,14.122709
"2008-10-22",14.498,14.987,13.496,14.093,40966000,13.288244
"2008-10-23",14.1,14.38,13.056,13.6,50130000,12.823397
"2008-10-24",12.101,13.846,12.002,13.062,53071000,12.316121
"2008-10-27",12.763,13.466,12.6,12.635,32187000,11.9135
"2008-10-28",13.096,13.7,12.35,13.601,42837000,12.82434
"2008-10-29",13.574,14.431,13.246,13.573,50699000,12.797939
"2008-10-30",13.852,14.326,13.698,14.006,38696000,13.206213
"2008-10-31",14.143,14.871,13.854,14.782,32040000,13.9379
"2008-11-03",14.904,14.949,14.213,14.389,31438000,13.567342
"2008-11-04",15.9,17.197001,15.561,17.024,118329000,16.051874
"2008-11-05",16.787001,16.9,15.42,15.587,70599000,14.696933
"2008-11-06",15.275,15.567,13.855,14.33,92732000,13.511713
"2008-11-07",14.402,15.171,14.2,14.773,30609000,13.929415
"2008-11-10",15.05,15.36,14.033,14.285,25290000,13.469283
"2008-11-11",13.78,14.769,13.739,14.15,31529000,13.341992
"2008-11-12",13.872,14.581,13.647,13.647,46689000,12.867712
"2008-11-13",13.805,14.879,12.809,14.699,44355000,13.859642
"2008-11-14",14.445,15.12,14.158,14.368,36794000,13.547544
"2008-11-17",14.14,14.556,13.5,13.574,37110000,12.798883
"2008-11-18",13.54,14.27,13.493,14.14,38762000,13.332558
"2008-11-19",13.823,14.526,12.894,12.954,54451000,12.214286
"2008-11-20",12.515,13.039,12.033,12.109,56997000,11.41754
"2008-11-21",12.4,12.736,11.305,12.654,71536000,11.93142
"2008-11-24",12.833,13.534,12.23,13.147,52097000,12.396266
"2008-11-25",13.5,13.987,13.035,13.906,42357000,13.111923
"2008-11-26",13.642,14.731,13.572,14.556,30087000,13.724807
"2008-11-28",14.479,14.88,14.262,14.53,11336000,13.700291
"2008-12-01",14.097,14.159,13.007,13.099,38445000,12.351007
"2008-12-02",13.239,13.519,12.807,13.397,24865000,12.63199
"2008-12-03",13.057,13.856,12.902,13.794,31614000,13.006324
"2008-12-04",13.461,14.059,13.184,13.327,28070000,12.565989
"2008-12-05",13.082,14.034,12.766,14.012,39852000,13.21187
"2008-12-08",14.394,15.15,14.11,14.73,46684000,13.888872
"2008-12-09",14.5,15.04,14.228,14.321,25477000,13.503224
"2008-12-10",14.177,14.517,13.817,14.5,24045000,13.672005
"2008-12-11",14.238,14.625,13.77,13.836,27578000,13.045921
"2008-12-12",13.21,13.967,13.21,13.881,18186000,13.088353
"2008-12-15",13.791,14.14,13.5,13.929,16824000,13.13361
"2008-12-16",14.041,14.825,14.035,14.81,26863000,13.964305
"2008-12-17",14.725,15.184,14.61,14.868,23218000,14.018991
"2008-12-18",14.911,15.8,14.851,14.881,37306000,14.031247
"2008-12-19",15.075,15.349,14.697,15.234,28099000,14.364087
"2008-12-22",15.298,15.298,14.241,14.52,19529000,13.690862
"2008-12-23",14.461,14.499,14.014,14.162,15014000,13.353306
"2008-12-24",14.14,14.299,14.001,14.223,3133000,13.410821
"2008-12-26",14.277,14.277,13.921,14.093,7057000,13.288244
"2008-12-29",14.002,14.183,13.601,13.934,17811000,13.138323
"2008-12-30",13.935,13.99,13.508,13.909,18063000,13.114753
"2008-12-31",13.948,14.491,13.754,14.293,19307000,13.476826
"2009-01-02",14.41,15.07,14.273,14.978,22311000,14.122709
"2009-01-05",14.955,15.684,14.903,15.326,24719000,14.450838
"2009-01-06",15.626,16.5,15.529,16.202,43357000,15.276815
"2009-01-07",15.81,16.061001,14.911,15.207,39537000,14.351918
"2009-01-08",15.096,15.296,14.836,15.278,22841000,14.418929
"2009-01-09",15.35,15.365,14.729,15.004,20036000,14.160335
"2009-01-12",14.773,15.162,14.589,14.804,20687000,13.971582
"2009-01-13",14.638,15.131,14.55,15.044,19307000,14.198087
"2009-01-14",14.757,14.85,13.907,14.53,48442000,13.712988
"2009-01-15",14.402,14.475,12.856,13.03,80426000,12.297334
"2009-01-16",12.995,13.1,12.016,12.822,71298000,12.101027
"2009-01-20",12.619,12.74,11.706,11.918,55609000,11.247861
"2009-01-21",12.1,13.238,12.1,13.21,53002000,12.46721
"2009-01-22",12.804,13.15,12.543,12.885,22486000,12.160482
"2009-01-23",12.189,12.755,12.014,12.545,34383000,11.839605
"2009-01-26",12.444,12.867,12.156,12.312,23856000,11.619703
"2009-01-27",12.601,12.949,12.546,12.676,21768000,11.963239
"2009-01-28",13.256,13.505,13.133,13.366,27342000,12.614439
"2009-01-29",13.078,13.213,12.85,12.909,17777000,12.183138
"2009-01-30",13.236,13.955,13.213,13.578,37337000,12.814519
"2009-02-02",13.361,13.857,13.027,13.698,19962000,12.927772
"2009-02-03",13.801,14.166,13.66,13.97,28901000,13.184479
"2009-02-04",14.149,14.348,13.9,14.015,29432000,13.226947
"2009-02-05",14.719,16.039,14.573,15.984,94885000,15.085235
"2009-02-06",16.056,16.462999,15.657,16.25,64285000,15.336273
"2009-02-09",16.224001,16.326,15.75,16.202,33238000,15.290975
"2009-02-10",16.15,16.577,15.715,15.797,27107000,14.908746
"2009-02-11",15.999,16.4,15.673,16.398001,27056000,15.475954
"2009-02-12",16.122,16.215,15.515,16.18,39540000,15.27021
"2009-02-13",16.349001,16.888,16.186001,16.190001,44516000,15.279652
"2009-02-17",15.8,15.946,15.266,15.509,46498000,14.636935
"2009-02-18",15.704,16.049999,15.37,15.904,31373000,15.009729
"2009-02-19",16.075001,16.200001,15.423,15.455,29852000,14.585975
"2009-02-20",15.136,15.938,15.043,15.801,33074000,14.91252
"2009-02-23",16.049999,16.240999,15.122,15.258,29356000,14.400053
"2009-02-24",15.3,16.174999,15.143,16.127001,45905000,15.22019
"2009-02-25",15.975,16.596001,15.743,16.257,52819000,15.342881
"2009-02-26",16.450001,16.450001,15.5,15.57,46944000,14.694508
"2009-02-27",15.238,16.253,15.176,15.803,45445000,14.91441
"2009-03-02",15.477,15.87,14.91,15.063,41411000,14.216017
"2009-03-03",15.28,15.497,14.779,15.101,37274000,14.251881
"2009-03-04",15.41,15.58,14.64,15.048,39553000,14.201862
"2009-03-05",14.777,15.414,14.518,14.692,38804000,13.865876
"2009-03-06",14.8,14.829,13.916,14.244,37595000,13.443072
"2009-03-09",14.025,14.6,13.956,14.244,22719000,13.443072
"2009-03-10",14.41,14.904,14.351,14.848,39087000,14.013104
"2009-03-11",15.023,15.023,14.282,14.784,24505000,13.952703
"2009-03-12",14.791,15.796,14.543,15.707,33673000,14.823806
"2009-03-13",15.8,16.023001,15.45,15.831,29335000,14.940832
"2009-03-16",16,16.181999,15.332,15.369,22055000,14.504814
"2009-03-17",15.339,16.247,15.251,16.238001,29737000,15.324947
"2009-03-18",15.998,16.117001,15.759,15.975,28081000,15.076735
"2009-03-19",16.347,16.528,15.329,15.41,33658000,14.543507
"2009-03-20",15.531,15.699,15.284,15.553,24708000,14.678463
"2009-03-23",15.85,16.294001,15.571,16.289,23535000,15.373078
"2009-03-24",16.014,16.759001,15.911,16.288,31564000,15.372134
"2009-03-25",16.183001,16.5,15.981,16.452999,31788000,15.527859
"2009-03-26",16.695,17.141001,16.493,16.988001,36507000,16.032772
"2009-03-27",16.539,16.988001,16.457001,16.747,18360000,15.805326
"2009-03-30",16.434,16.719,16.207001,16.305,22330000,15.388177
"2009-03-31",16.4,16.836,16.305,16.747999,31897000,15.80627
"2009-04-01",16.339001,16.375,15.715,16.007999,50889000,15.107882
"2009-04-02",16.299999,16.756001,16.211,16.566,39610000,15.634506
"2009-04-03",16.5,17.405001,16.4,17.405001,36303000,16.426329
"2009-04-06",17.16,17.745001,16.827,17.153,43605000,16.188503
"2009-04-07",16.958,17.098,16.576,16.576,26152000,15.643944
"2009-04-08",16.795,16.795,16.379999,16.733,17512000,15.806417
"2009-04-09",17.087999,17.261,16.778999,17.246,27688000,16.291004
"2009-04-13",17.01,17.662001,16.896,17.606001,26997000,16.631077
"2009-04-14",17.5,17.5,16.6,16.610001,33818000,15.690225
"2009-04-15",16.719,16.719999,16.098,16.546,34967000,15.62977
"2009-04-16",16.1,16.337,15.79,16.17,39334000,15.274596
"2009-04-17",16.219999,16.497999,15.766,16.306,40526000,15.403058
"2009-04-20",15.976,16.167,15.185,15.185,36136000,14.344137
"2009-04-21",15.048,16.437,14.934,16.437,45720000,15.526804
"2009-04-22",16.113001,16.5,15.956,16.077,31615000,15.186741
"2009-04-23",16.219999,16.537001,15.88,16.525,32295000,15.609931
"2009-04-24",16.849001,17.309999,16.462,17.309,39012000,16.350521
"2009-04-27",16.816,17.200001,16.535999,16.555,32183000,15.638276
"2009-04-28",16.437,17.076,16.27,16.754,25515000,15.826256
"2009-04-29",17.038,17.820999,16.816999,17.820999,45922000,16.834164
"2009-04-30",18.089001,18.877001,18.035,18.344999,69872000,17.329157
"2009-05-01",17.551001,17.6,16.364,17.290001,109205000,16.332579
"2009-05-04",17.674999,17.922001,17.167,17.899,43896000,16.907854
"2009-05-05",17.607,18.341,17.546,18.341,43759000,17.325378
"2009-05-06",18.452,18.535999,17.987,18.343,32739000,17.327265
"2009-05-07",18.499001,18.674999,18.025,18.077999,28138000,17.076939
"2009-05-08",18.280001,18.507999,18.134001,18.507999,21538000,17.483124
"2009-05-11",18.16,18.469,17.924999,18.098,20229000,17.095831
"2009-05-12",18.249001,18.295,17.716,17.82,20480000,16.833229
"2009-05-13",17.4,17.625999,17.049999,17.076,37406000,16.130426
"2009-05-14",17,17.382999,16.922001,17.334999,26907000,16.375082
"2009-05-15",17.275999,17.392,17.004999,17.313,19498000,16.3543
"2009-05-18",17.466,17.5,17.125999,17.34,26282000,16.379797
"2009-05-19",17.233999,17.233999,16.645,16.673,32262000,15.749743
