"","VNO.Open","VNO.High","VNO.Low","VNO.Close","VNO.Volume","VNO.Adjusted"
"2008-06-24",65.68383,66.605659,64.710793,65.588722,1658300,40.495575
"2008-06-25",65.778938,67.805496,65.771622,66.927567,2113400,41.32222
"2008-06-26",66.195961,66.283752,63.971867,64.125504,1865500,39.592175
"2008-06-27",64.213295,64.901009,63.386581,63.767017,2173900,39.370827
"2008-06-30",66.722717,66.722717,63.547535,64.381569,1704700,39.750267
"2008-07-01",63.518269,64.8498,62.925667,64.8498,2299700,40.039356
"2008-07-02",64.805901,65.735046,63.993816,63.993816,1758500,39.510849
"2008-07-03",64.725426,65.442398,63.584114,64.220612,843300,39.650883
"2008-07-07",64.696159,65.493614,62.186741,62.625706,2142200,38.666168
"2008-07-08",62.545231,67.885971,61.989208,67.09584,2564600,41.426109
"2008-07-09",66.986092,66.986092,62.611076,62.830559,2648900,38.792648
"2008-07-10",62.713501,65.113174,62.552547,64.066978,3040500,39.55603
"2008-07-11",62.77203,65.881363,62.596443,64.13282,2975300,39.59668
"2008-07-14",64.813217,65.105858,61.974575,62.376961,2735800,38.512581
"2008-07-15",61.53561,64.637634,61.403919,62.611076,3466600,38.657135
"2008-07-16",62.713501,66.232536,61.72583,65.866737,4163200,40.667233
"2008-07-17",66.283752,66.781242,63.993816,65.88868,3959800,40.680779
"2008-07-18",65.976479,66.744667,64.864433,66.744667,2883100,41.209282
"2008-07-21",66.905617,67.015358,65.969162,66.569077,3374100,41.100872
"2008-07-22",65.691147,68.939491,64.922958,68.720009,2745100,42.428886
"2008-07-23",68.954124,72.063461,68.661476,70.212486,3044700,43.350384
"2008-07-24",70.453918,70.607559,65.332657,65.544823,3051100,40.468487
"2008-07-25",65.647255,68.485893,65.18634,67.308006,2246500,41.557114
"2008-07-28",67.176315,68.251778,64.703476,65.105858,2669400,40.19746
"2008-07-29",65.296082,69.956429,65.259499,69.649155,4094000,43.002575
"2008-07-30",70.051537,70.724617,67.490906,69.261398,2907900,42.763157
"2008-07-31",68.046928,70.475868,67.783546,69.554039,2078900,42.943832
"2008-08-01",69.385773,69.985695,67.351898,69.071182,1623900,42.645706
"2008-08-04",69.063866,69.063866,67.322632,67.600647,1903300,41.737774
"2008-08-05",68.324936,72.458527,67.110466,71.77813,3120200,44.317017
"2008-08-06",71.770813,73.153557,70.483185,72.517059,2381200,44.773254
"2008-08-07",71.339165,73.160873,70.731934,71.492805,3997100,44.695568
"2008-08-08",71.426964,74.243652,71.426964,73.833954,2810800,46.15921
"2008-08-11",73.907112,77.067665,73.160873,76.123886,2593400,47.590813
"2008-08-12",74.88015,76.014145,73.263298,73.994904,2507200,46.259838
"2008-08-13",73.746162,73.994904,72.143936,73.109657,2529000,45.706394
"2008-08-14",72.085411,74.726517,72.063461,74.558243,1971600,46.612015
"2008-08-15",74.550926,75.538605,73.490097,74.785042,1554400,46.753803
"2008-08-18",75.443489,75.443489,72.004929,72.356102,2486800,45.235294
"2008-08-19",71.697655,71.902504,70.278336,70.827042,2402200,44.279354
"2008-08-20",71.068474,71.57328,69.436981,70.987999,2043200,44.379982
"2008-08-21",70.175911,71.192848,69.722313,70.256386,2166900,43.922604
"2008-08-22",70.987999,73.636421,70.966049,73.307198,2077100,45.829887
"2008-08-25",72.582901,73.029182,70.314919,70.578293,2069100,44.123848
"2008-08-26",70.512451,71.163582,69.18824,70.607559,1624100,44.142132
"2008-08-27",70.40271,72.048828,70.073486,71.456223,1257500,44.672699
"2008-08-28",72.180519,73.980278,71.57328,73.585205,1618300,46.0037
"2008-08-29",73.007233,73.921745,72.502426,72.765808,1354200,45.491428
"2008-09-02",74.616776,74.821625,72.465843,73.848587,1658300,46.16835
"2008-09-03",73.885162,75.333748,73.270615,75.180115,1413700,47.000797
"2008-09-04",74.69725,75.041107,73.051132,73.48278,2509500,45.939659
"2008-09-05",72.531693,73.453514,71.609863,73.182823,2663200,45.752136
"2008-09-08",75.97757,76.701859,73.951012,76.701859,3811900,47.95216
"2008-09-09",76.804283,76.8116,72.992599,73.680313,3388700,46.063156
"2008-09-10",74.550926,75.011841,72.304893,74.148544,2475600,46.355877
"2008-09-11",72.392685,75.392281,71.946404,75.267906,2292600,47.055672
"2008-09-12",74.148544,76.058044,73.438881,75.970253,2026000,47.494778
"2008-09-15",72.421951,72.421951,64.893692,64.893692,8820100,40.569969
"2008-09-16",64.366936,70.856308,64.323036,69.590622,6473000,43.506378
"2008-09-17",67.403114,69.532097,63.869442,64.381569,5188500,40.249805
"2008-09-18",63.642643,73.833954,62.003841,73.833954,8607400,46.15921
"2008-09-19",73.929062,79.123482,69.941795,77.360306,8221100,48.363796
"2008-09-22",76.284843,76.599434,67.820129,68.368835,4322400,42.742546
"2008-09-23",68.822433,71.185532,67.622597,67.849396,4176300,42.417801
"2008-09-24",68.51516,69.34919,65.771622,66.912933,3139800,41.832344
"2008-09-25",67.629913,68.683426,65.566772,67.586014,2777400,42.253139
"2008-09-26",66.210587,69.539413,65.442398,69.290665,2860900,43.318848
"2008-09-29",67.490906,68.368835,60.723526,63.10857,4679000,39.453949
"2008-09-30",64.557152,66.934883,63.927971,66.539818,3481500,41.599091
"2008-10-01",65.478981,66.320328,63.898708,65.947212,2766100,41.228607
"2008-10-02",65.617989,66.08622,61.36734,61.733143,4131900,38.59407
"2008-10-03",63.035408,64.388885,58.492119,58.74818,5169600,36.727943
"2008-10-06",56.809418,60.284561,54.117096,58.24337,6350500,36.412342
"2008-10-07",59.077404,61.323444,53.122108,53.663502,6395000,33.549129
"2008-10-08",51.28577,58.843288,51.28577,56.333874,6853400,35.218582
"2008-10-09",56.677727,58.206791,49.749393,49.749393,7618000,31.102118
"2008-10-10",49.303112,57.233749,46.932701,57.233749,12246400,35.781158
"2008-10-13",58.931084,59.318836,52.873363,57.884884,5836200,36.18824
"2008-10-14",59.252991,59.252991,47.70089,51.944221,7139700,32.474258
"2008-10-15",50.780964,51.527203,43.955051,45.22805,6230800,28.275488
"2008-10-16",46.852222,49.632336,43.128334,48.300808,6950400,30.196505
"2008-10-17",46.793694,50.568794,45.827972,48.593452,4134500,30.379454
"2008-10-20",48.981205,49.829872,46.369362,49.529911,3133100,30.964903
"2008-10-21",48.088642,50.488319,46.683952,46.830276,2714400,29.277157
"2008-10-22",45.571907,46.310833,42.864956,44.364754,6425200,27.735765
"2008-10-23",45.359741,46.347412,39.514187,44.116005,6502700,27.580263
"2008-10-24",39.133751,45.871868,39.031326,41.555374,5497700,25.979412
"2008-10-27",39.960468,44.430599,39.762936,40.55307,4535800,25.352804
"2008-10-28",41.855335,49.412853,39.411762,49.025101,7995700,30.649315
"2008-10-29",48.278862,48.534924,44.123322,45.60849,6370100,28.513323
"2008-10-30",46.903435,47.569199,45.023201,46.940018,2794800,29.345766
"2008-10-31",46.713219,52.03933,46.12793,51.614998,5111700,32.268448
"2008-11-03",51.315037,52.2076,48.615398,48.973888,2965900,30.617289
"2008-11-04",49.968876,55.375465,49.932297,54.943817,5686400,34.349529
"2008-11-05",54.080517,54.080517,48.169117,49.032417,5206200,30.653881
"2008-11-06",48.388603,49.639652,46.479103,46.683952,4251000,29.185684
"2008-11-07",46.874172,50.09325,44.635448,49.134842,3689900,31.356001
"2008-11-10",49.42017,49.771343,44.467178,45.030518,4224800,28.736782
"2008-11-11",44.291592,47.554569,43.091755,45.549961,4697600,29.06827
"2008-11-12",43.618511,45.491432,40.436016,40.853031,6558400,26.070864
"2008-11-13",41.291996,46.508366,39.038643,45.008568,7885000,28.722765
"2008-11-14",43.040543,45.045151,39.879993,41.174938,4674900,26.276295
"2008-11-17",40.648182,41.431004,38.438725,39.089855,5237700,24.945671
"2008-11-18",39.836094,40.384804,37.868069,39.623928,5778100,25.286499
"2008-11-19",38.950848,40.084843,33.705215,34.509983,9361400,22.022964
"2008-11-20",32.790703,35.870777,29.578941,30.464188,12758900,19.441099
"2008-11-21",31.525021,32.666328,26.820776,32.40295,12475500,20.678339
"2008-11-24",33.690582,38.870373,32.59317,38.46067,11090400,24.544147
"2008-11-25",40.231163,40.896927,35.709824,39.828781,9442500,25.417217
"2008-11-26",39.177647,42.067501,37.677849,41.116409,7849100,26.238932
"2008-11-28",41.123726,41.482216,39.104488,39.104488,3371900,24.955006
"2008-12-01",37.919281,38.446037,30.58856,31.510387,8863400,20.108736
"2008-12-02",32.373688,35.241592,32.227364,34.700203,10957500,22.14436
"2008-12-03",33.961277,37.80954,32.373688,37.758327,7855100,24.095932
"2008-12-04",36.434116,40.962772,36.009781,36.880398,8072500,23.535673
"2008-12-05",36.148788,41.335892,35.402546,41.160309,7387700,26.26696
"2008-12-08",42.089451,45.067097,41.445633,45.052467,9750200,28.75078
"2008-12-09",44.152588,44.832985,40.523808,41.109093,6986800,26.234274
"2008-12-10",41.467583,45.403637,41.43832,44.452545,5683200,28.367939
"2008-12-11",43.238075,44.276962,38.519199,38.782578,9778400,24.749582
"2008-12-12",37.546162,42.725948,36.807236,42.608894,9790200,27.191385
"2008-12-15",43.479507,43.516087,39.302021,41.27005,5904800,26.336983
"2008-12-16",41.965076,47.079021,41.050568,47.079021,9318900,30.044064
"2008-12-17",46.435207,48.908043,44.130638,46.881489,6803100,29.917997
"2008-12-18",47.298504,47.503353,42.082134,42.616207,7214800,27.196053
"2008-12-19",43.889206,44.628132,42.177242,43.903839,5471900,28.017763
"2008-12-22",44.964672,44.964672,40.501858,42.228455,4103900,26.948601
"2008-12-23",42.65279,44.057476,42.323566,42.901535,3103200,27.378134
"2008-12-24",42.689369,43.018593,41.833385,42.908852,1029100,27.382807
"2008-12-26",43.142967,43.50877,41.987026,43.150284,1251300,27.536877
"2008-12-29",42.645473,42.682053,39.623928,40.779869,3267600,26.024168
"2008-12-30",40.977406,42.733265,40.545757,42.564995,2846900,27.163378
"2008-12-31",42.433308,44.598869,41.95776,44.152588,4089200,28.176514
"2009-01-02",44.028214,44.298908,42.360146,42.645473,3231000,27.214733
"2009-01-05",42.586945,43.084438,41.350525,42.038239,4868900,26.827209
"2009-01-06",42.499149,45.601173,41.233467,45.176838,6851200,28.830143
"2009-01-07",44.116005,44.467178,42.65279,42.974697,4399800,27.424831
"2009-01-08",41.335892,42.528416,40.472595,42.272354,4686000,26.976624
"2009-01-09",42.374779,42.945431,40.004364,40.297009,4260500,25.716032
"2009-01-12",40.040947,40.136055,37.480316,38.029022,4930300,24.268679
"2009-01-13",38.2924,39.989735,37.480316,39.638561,4279400,25.295826
"2009-01-14",38.175343,38.606995,36.529224,37.055981,6269100,23.647726
"2009-01-15",36.799919,39.031326,34.648991,37.494949,7885100,23.927868
"2009-01-16",38.48262,39.404446,36.4268,39.133751,5715500,24.973679
"2009-01-20",38.555779,38.870373,34.473404,34.83189,7197100,22.228392
"2009-01-21",36.170734,39.184963,35.080639,39.111801,9610100,24.959669
"2009-01-22",37.151093,38.672836,35.878094,36.946239,6769300,23.577698
"2009-01-23",35.52692,37.677849,34.934319,37.458366,5333000,23.904514
"2009-01-26",38.424091,39.053272,36.624332,37.304729,5660500,23.806467
"2009-01-27",37.985126,38.738682,37.070614,37.846119,4417500,24.151964
"2009-01-28",39.104488,42.155296,38.950848,41.848019,7905100,26.705822
"2009-01-29",40.684761,41.687065,38.643574,38.870373,7393400,24.805601
"2009-01-30",39.67514,39.997047,36.485329,37.173038,7374900,23.722427
"2009-02-02",36.243896,38.014389,35.848827,37.772961,6196800,24.105282
"2009-02-03",37.319363,37.43642,35.775665,36.40485,5923600,23.841848
"2009-02-04",36.59507,37.502262,35.958569,36.134155,6198200,23.664566
"2009-02-05",35.607395,37.429104,34.436825,35.724453,6869600,23.396252
"2009-02-06",36.346321,39.082539,35.73177,38.709419,6308000,25.35113
"2009-02-09",38.628941,39.587349,37.853436,39.353233,4174300,25.77277
"2009-02-10",38.409458,39.353233,34.744099,35.131851,8627500,23.00815
"2009-02-11",35.541553,36.434116,34.210026,36.265846,6531300,23.750816
"2009-02-12",35.373283,35.600082,32.278576,34.985531,9402500,22.912321
"2009-02-13",34.670937,34.963581,31.042158,31.305538,11734400,20.502266
"2009-02-17",29.498465,30.244705,27.567017,27.910873,12555100,18.279064
"2009-02-18",28.32789,28.96439,26.396442,28.518108,9711900,18.67675
"2009-02-19",29.118027,29.432619,27.018311,27.41338,7723400,17.953259
"2009-02-20",26.491552,30.120331,26.016006,29.659418,9527700,19.424202
"2009-02-23",30.186176,30.186176,26.579346,26.696404,8366000,17.483702
"2009-02-24",26.725666,28.166937,24.669846,27.632862,13258400,18.096992
"2009-02-25",27.31827,28.781488,25.737995,27.41338,12276700,17.953259
"2009-02-26",27.120735,27.91819,25.277082,25.481932,12063800,16.688341
"2009-02-27",24.706427,25.781891,23.696806,23.945553,13453300,15.682147
"2009-03-02",23.433428,23.521221,21.76536,22.043371,12559700,14.436385
"2009-03-03",22.855457,24.355255,21.011803,23.170048,15822400,15.174262
"2009-03-04",23.887026,24.252829,22.233589,22.994463,10084300,15.059271
"2009-03-05",22.336014,22.518917,20.763056,21.180073,10947400,13.871009
"2009-03-06",21.487349,21.582458,19.760752,21.443453,14041900,14.043505
"2009-03-09",21.33371,21.911682,20.419199,21.67025,10574400,14.19203
