"","TWX.Open","TWX.High","TWX.Low","TWX.Close","TWX.Volume","TWX.Adjusted"
"2001-03-06",89.255096,94.202698,88.6614,92.104897,10420155,92.104897
"2001-03-07",92.619499,93.213203,89.037399,89.650902,7024939,89.650902
"2001-03-08",88.265602,92.104897,87.572899,88.067703,10450271,88.067703
"2001-03-09",87.078201,87.295898,83.911697,84.841797,7572879,84.841797
"2001-03-12",82.328499,82.526398,75.995499,77.7173,15590517,77.7173
"2001-03-13",78.370399,81.338898,77.7173,80.468102,10186002,80.468102
"2001-03-14",77.380798,81.140999,77.380798,79.241096,9114680,79.241096
"2001-03-15",81.932602,81.932602,78.667198,80.329597,7316594,80.329597
"2001-03-16",78.667198,79.5578,77.578697,77.875603,9877319,77.875603
"2001-03-19",78.073502,80.171303,76.589203,78.964104,6913623,78.964104
"2001-03-20",80.151497,82.328499,76.391296,76.767303,11096793,76.767303
"2001-03-21",77.380798,78.073502,74.610199,74.887199,9589706,74.887199
"2001-03-22",75.302803,75.500702,69.524002,72.7696,12811910,72.7696
"2001-03-23",74.808098,79.063004,74.412201,78.211998,8353860,78.211998
"2001-03-26",79.162003,82.130501,79.162003,80.923302,7724972,80.923302
"2001-03-27",81.061897,85.692802,79.854599,85.099098,8884216,85.099098
"2001-03-28",83.219002,83.614799,80.468102,80.6661,8221726,80.6661
"2001-03-29",80.646202,80.9431,77.974503,80.646202,7598295,80.646202
"2001-03-30",80.6661,80.6661,76.589203,79.458801,6775678,79.458801
"2001-04-02",77.677696,78.6474,72.730103,73.561302,10388827,73.561302
"2001-04-03",72.730103,72.730103,66.298103,67.089798,14945055,67.089798
"2001-04-04",67.287697,71.146797,67.089798,69.563599,11863424,69.563599
"2001-04-05",73.2248,79.162003,72.631104,78.568298,11073752,78.568298
"2001-04-06",77.182899,78.370399,74.253899,77.776604,9361212,77.776604
"2001-04-09",79.5578,80.151497,76.272598,78.113098,6324199,78.113098
"2001-04-10",79.162003,82.130501,78.964104,79.181801,8656278,79.181801
"2001-04-11",83.021103,83.021103,80.151497,81.536797,7956599,81.536797
"2001-04-12",80.646202,84.505402,80.646202,83.555496,6353202,83.555496
"2001-04-16",84.208504,86.563599,83.614799,85.712601,7529424,85.712601
"2001-04-17",85.712601,89.057198,85.712601,86.880302,9615931,86.880302
"2001-04-18",91.036301,98.952499,90.0467,96.973396,22003192,96.973396
"2001-04-19",96.676598,98.893097,94.499603,98.754501,11500270,98.754501
"2001-04-20",97.369202,98.160797,95.588097,96.359901,8791596,96.359901
"2001-04-23",96.3797,96.4589,91.530998,94.202698,8458607,94.202698
"2001-04-24",94.598503,96.3797,93.015297,93.510101,6581848,93.510101
"2001-04-25",93.510101,97.962898,93.015297,97.962898,6790837,97.962898
"2001-04-26",98.8535,99.902397,96.597397,97.982697,10532330,97.982697
"2001-04-27",98.952499,99.150398,96.577599,98.932701,4709989,98.932701
"2001-04-30",98.952499,103.207001,98.952499,99.942001,10353760,99.942001
"2001-05-01",99.447197,102.831001,98.457703,102.831001,6774971,102.831001
"2001-05-02",102.911003,103.108002,101.011002,102.139,7403606,102.139
"2001-05-03",99.447197,100.536003,98.556602,100.238998,5944622,100.238998
"2001-05-04",97.962898,103.702003,97.962898,103.702003,5996415,103.702003
"2001-05-07",103.306,103.879997,101.347,103.108002,4179835,103.108002
"2001-05-08",103.702003,104.394997,101.544998,102.772003,5924764,102.772003
"2001-05-09",101.426003,103.642998,100.851997,102.911003,5076175,102.911003
"2001-05-10",104.394997,104.849998,102.989998,103.801003,5702688,103.801003
"2001-05-11",102.911003,103.602997,101.128998,102.197998,4225463,102.197998
"2001-05-14",101.920998,102.890999,101.029999,102.119003,4500393,102.119003
"2001-05-15",101.920998,102.693001,99.942001,100.436996,5703951,100.436996
"2001-05-16",99.942001,105.167,99.288902,104.969002,7853216,104.969002
"2001-05-17",104.889999,108.352997,104.394997,106.512001,10215865,106.512001
"2001-05-18",106.512001,108.333,105.977997,107.720001,6724441,107.720001
"2001-05-21",108.551003,112.211998,108.056,112.014,11809206,112.014
"2001-05-22",115.199997,115.793999,110.964996,110.964996,14540518,110.964996
"2001-05-23",110.134003,110.766998,109.045998,109.402,7807386,109.402
"2001-05-24",109.342003,109.797997,106.077003,107.422997,7203409,107.422997
"2001-05-25",105.384003,107.264,105.087997,105.938004,5283396,105.938004
"2001-05-29",103.959,104.255997,100.734001,100.931999,7299465,100.931999
"2001-05-30",98.952499,101.624001,98.101501,101.128998,9454035,101.128998
"2001-05-31",100.931999,104.692001,100.931999,103.365997,6288222,103.365997
"2001-06-01",104.791,105.878998,103.069,104.394997,5618405,104.394997
"2001-06-04",103.999001,104.255997,102.218002,102.811996,4336577,102.811996
"2001-06-05",103.108002,105.384003,102.751999,104.908997,5690611,104.908997
"2001-06-06",104.415001,105.285004,103.010002,103.464996,4063163,103.464996
"2001-06-07",102.911003,103.702003,100.971001,102.317001,5044291,102.317001
"2001-06-08",101.920998,102.890999,100.674004,101.029999,3498246,101.029999
"2001-06-11",101.029999,103.404999,100.931999,102.495003,4161544,102.495003
"2001-06-12",102.712997,104.196999,100.139999,103.108002,5269349,103.108002
"2001-06-13",102.811996,104.652,101.941002,102.019997,4197874,102.019997
"2001-06-14",101.920998,101.980003,99.546204,99.763901,6274831,99.763901
"2001-06-15",97.764999,100.734001,95.390198,100.734001,13400425,100.734001
"2001-06-18",100.436996,100.436996,98.061897,98.556602,6603070,98.556602
"2001-06-19",99.744102,100.734001,98.042099,98.635803,5527654,98.635803
"2001-06-20",98.437897,104.494003,98.437897,104.494003,8248860,104.494003
"2001-06-21",104.098,108.848,103.503998,108.848,9381424,108.848
"2001-06-22",106.968002,107.461998,104.394997,105.087997,6786592,105.087997
"2001-06-25",106.275002,106.552002,104.295998,104.889999,5610725,104.889999
"2001-06-26",103.108002,104.889999,102.474998,104.593002,5682375,104.593002
"2001-06-27",104.889999,105.185997,103.207001,104.255997,4561685,104.255997
"2001-06-28",104.494003,105.403999,102.119003,103.069,7127867,103.069
"2001-06-29",102.317001,105.185997,102.139,104.889999,6813272,104.889999
"2001-07-02",104.889999,105.483002,103.919998,105.008003,5470607,105.008003
"2001-07-03",104.889999,105.384003,104.295998,104.415001,2476189,104.415001
"2001-07-05",103.306,104.255997,101.643997,101.643997,3966602,101.643997
"2001-07-06",100.614998,101.110001,98.754501,99.170197,4623685,99.170197
"2001-07-09",99.249298,101.920998,98.912903,100.318001,5415025,100.318001
"2001-07-10",100.457001,102.416,99.051399,99.308701,5187238,99.308701
"2001-07-11",99.150398,99.150398,94.2621,95.983902,10127490,95.983902
"2001-07-12",98.556602,99.843002,96.775497,99.051399,7410124,99.051399
"2001-07-13",98.952499,98.952499,97.270302,98.576401,4451835,98.576401
"2001-07-16",98.576401,98.754501,96.478699,97.685898,4325057,97.685898
"2001-07-17",97.369202,98.754501,96.359901,97.863998,5007101,97.863998
"2001-07-18",91.036301,93.965302,87.869797,88.364502,18145026,88.364502
"2001-07-19",89.453003,89.749901,83.318001,84.663696,13868933,84.663696
"2001-07-20",84.7033,88.859299,84.7033,87.691704,8506762,87.691704
"2001-07-23",88.265602,89.255096,84.505402,85.099098,6304391,85.099098
"2001-07-24",84.109596,86.444901,83.5159,84.564796,5725578,84.564796
"2001-07-25",85.9897,87.078201,83.318001,86.583397,7087545,86.583397
"2001-07-26",86.187599,89.2155,85.099098,88.879097,6415505,88.879097
"2001-07-27",88.879097,90.541496,88.265602,89.334297,4225362,89.334297
"2001-07-30",89.848801,90.937302,89.057198,89.354103,4064325,89.354103
"2001-07-31",90.838402,91.2342,89.591599,89.9478,4877140,89.9478
"2001-08-01",90.442596,91.432098,90.1259,91.194603,4420709,91.194603
"2001-08-02",92.223701,93.510101,91.808098,93.015297,5104320,93.015297
"2001-08-03",93.015297,93.411102,91.056099,92.777802,3218869,92.777802
"2001-08-06",92.777802,92.777802,90.541496,91.036301,3266771,91.036301
"2001-08-07",91.036301,91.629997,90.0467,91.036301,3427050,91.036301
"2001-08-08",90.541496,91.709099,88.562401,89.2155,4197622,89.2155
"2001-08-09",89.255096,89.453003,87.473999,88.780197,4024104,88.780197
"2001-08-10",87.177101,88.067703,85.198097,87.671898,5505068,87.671898
"2001-08-13",86.979202,87.315697,84.208504,85.0793,6251335,85.0793
"2001-08-14",85.296997,85.316803,78.469299,78.469299,16698322,78.469299
"2001-08-15",77.202698,78.568298,75.302803,78.568298,17493400,78.568298
"2001-08-16",77.380798,79.6567,77.281898,79.260902,7747963,79.260902
"2001-08-17",78.469299,79.617104,77.479797,78.568298,5256666,78.568298
"2001-08-20",78.172401,79.953598,78.172401,79.577599,4760417,79.577599
"2001-08-21",79.854599,82.031601,78.568298,78.964104,5568533,78.964104
"2001-08-22",78.766197,79.854599,76.391296,78.172401,6897201,78.172401
"2001-08-23",77.182899,79.597397,77.182899,79.320297,4852532,79.320297
"2001-08-24",79.260902,83.120102,78.964104,82.744003,5419976,82.744003
"2001-08-27",82.546097,83.278397,80.9431,82.427399,3620830,82.427399
"2001-08-28",82.328499,82.605499,79.9338,80.547302,4657843,80.547302
"2001-08-29",80.052498,80.646202,75.995499,76.193398,8024864,76.193398
"2001-08-30",75.441399,75.599701,70.849998,71.245796,13774594,71.245796
"2001-08-31",71.740501,75.184097,70.948898,73.917503,8359620,73.917503
"2001-09-04",74.610199,78.2714,73.818497,74.214302,7774087,74.214302
"2001-09-05",74.709099,74.808098,71.443703,72.730103,9140753,72.730103
"2001-09-06",71.285301,71.9384,69.167801,69.444801,9560702,69.444801
"2001-09-07",67.683502,69.504204,63.329601,63.883701,19403510,63.883701
"2001-09-10",62.34,68.277199,61.964001,68.099098,12581345,68.099098
"2001-09-17",61.350498,65.308601,59.371498,59.371498,21415132,59.371498
"2001-09-18",59.866199,63.131699,59.371498,60.2621,13662520,60.2621
"2001-09-19",60.361,62.7952,56.581001,61.251598,17001700,61.251598
"2001-09-20",58.382,60.9547,57.887199,59.4021,16205358,59.4021
"2001-09-21",57.9268,59.371498,54.225899,59.0746,18763152,59.0746
"2001-09-24",59.094398,65.130501,59.094398,64.319099,13022061,64.319099
"2001-09-25",62.9338,66.298103,61.845299,64.912804,14289539,64.912804
"2001-09-26",64.418098,66.377296,62.735901,64.210098,8502063,64.210098
"2001-09-27",63.329601,64.319099,60.756802,62.0327,9257476,62.0327
"2001-09-28",65.308601,66.100197,64.912804,65.5065,10000257,65.5065
"2001-10-01",65.526299,65.526299,63.844101,64.853401,6170286,64.853401
"2001-10-02",64.516998,65.5065,62.537899,65.031601,7140500,65.031601
"2001-10-03",63.824299,68.870903,63.507702,67.901199,9555801,67.901199
"2001-10-04",68.831299,72.195702,66.7929,67.485603,12026078,67.485603
"2001-10-05",66.496002,67.584503,65.4076,66.911697,7268794,66.911697
"2001-10-08",63.329601,65.308601,62.043201,62.834801,12503327,62.834801
"2001-10-09",63.329601,64.910797,63.0327,63.329601,7372833,63.329601
"2001-10-10",63.329601,64.516998,62.834801,64.002403,7582378,64.002403
"2001-10-11",65.308601,68.059502,65.308601,67.109596,9810317,67.109596
"2001-10-12",67.109596,68.712601,63.764999,65.704399,8158716,65.704399
"2001-10-15",65.011803,66.694,63.9035,66.298103,5821836,66.298103
"2001-10-16",67.129303,68.277199,65.803398,66.298103,7101845,66.298103
"2001-10-17",65.704399,65.704399,60.855801,60.974499,16615706,60.974499
"2001-10-18",60.519299,60.855801,58.164299,59.173599,13315889,59.173599
"2001-10-19",58.678799,62.043201,58.659,61.687,13013471,61.687
"2001-10-22",61.449501,63.0327,59.569401,61.867599,7415581,61.867599
"2001-10-23",63.329601,66.891899,62.9338,65.090897,9127312,65.090897
"2001-10-24",65.209702,65.486702,62.676498,63.5275,7771156,63.5275
"2001-10-25",61.845299,64.457603,61.845299,64.457603,7499409,64.457603
"2001-10-26",64.279503,66.7929,63.883701,66.298103,8231225,66.298103
"2001-10-29",65.4076,65.526299,63.369202,63.6264,6453200,63.6264
"2001-10-30",62.537899,63.131699,60.756802,62.0616,7932951,62.0616
"2001-10-31",63.329601,64.2202,61.449501,61.548401,6405803,61.548401
"2001-11-01",62.300499,66.001297,61.865101,64.596199,9921886,64.596199
"2001-11-02",64.516998,64.794098,62.953499,63.3494,6763147,63.3494
"2001-11-05",66.298103,67.050201,64.319099,65.632401,12714186,65.632401
"2001-11-06",66.773102,69.563599,66.496002,69.563599,15495118,69.563599
"2001-11-07",69.266701,69.662498,68.277199,68.956001,14344818,68.956001
"2001-11-08",69.761497,72.730103,69.761497,72.136299,13215083,72.136299
"2001-11-09",71.9384,73.660202,70.671898,72.303703,8601201,72.303703
"2001-11-12",73.422699,73.6008,70.869797,72.096802,9575356,72.096802
"2001-11-13",74.906998,75.382004,73.541496,74.465302,11134539,74.465302
"2001-11-14",76.589203,77.578697,75.203903,75.698601,12238402,75.698601
"2001-11-15",75.698601,75.758003,73.402901,74.313301,10003844,74.313301
"2001-11-16",74.412201,74.5112,72.235298,73.026901,11072236,73.026901
"2001-11-19",74.2341,75.005997,73.719597,74.709099,11158288,74.709099
"2001-11-20",74.610199,74.689301,72.631104,73.165497,8041639,73.165497
"2001-11-21",73.165497,73.482101,70.988503,72.175903,6207577,72.175903
"2001-11-23",72.433197,73.699799,72.433197,72.749802,3276725,72.749802
"2001-11-26",73.719597,74.5112,73.007103,73.9571,7057429,73.9571
"2001-11-27",74.709099,74.709099,72.136299,72.749802,11630080,72.749802
"2001-11-28",72.433197,72.453003,69.959396,70.256203,8748393,70.256203
"2001-11-29",70.256203,70.454102,68.1782,69.2341,9240346,69.2341
"2001-11-30",70.018799,72.532204,68.316803,69.651802,9375058,69.651802
"2001-12-03",68.475098,68.851097,66.2388,66.456497,9895358,66.456497
"2001-12-04",67.5252,68.772003,66.5158,68.772003,7986815,68.772003
"2001-12-05",68.772003,71.186401,68.772003,71.186401,19322511,71.186401
"2001-12-06",70.750999,70.750999,67.881401,68.772003,12326172,68.772003
"2001-12-07",67.287697,67.307503,64.418098,65.268997,14377510,65.268997
"2001-12-10",64.714897,65.546097,61.350498,61.350498,15705320,61.350498
"2001-12-11",62.735901,65.605499,62.082802,63.7948,11307197,63.7948
"2001-12-12",64.2202,65.051399,63.745201,64.319099,10132846,64.319099
"2001-12-13",64.259697,66.298103,63.448299,65.2845,9626087,65.2845
"2001-12-14",65.9617,66.7929,64.319099,65.268997,14701302,65.268997
"2001-12-17",65.902298,67.267899,65.308601,66.397102,8276146,66.397102
"2001-12-18",67.287697,67.782402,64.319099,64.813904,10080093,64.813904
"2001-12-19",63.5275,66.7929,63.5275,65.367996,7444888,65.367996
"2001-12-20",66.298103,67.784401,64.655502,64.873199,9755392,64.873199
"2001-12-21",64.180603,64.338898,63.329601,64.061798,11183097,64.061798
"2001-12-24",63.6264,64.200401,63.0327,63.4347,3192189,63.4347
"2001-12-26",63.0327,64.101402,62.122299,62.2411,7167533,62.2411
"2001-12-27",62.834801,64.514999,62.834801,64.180603,6855919,64.180603
"2001-12-28",65.308601,66.278397,64.9524,65.5065,7313512,65.5065
"2001-12-31",64.714897,65.5065,63.5275,63.5275,7844272,63.5275
"2002-01-02",63.5868,64.378502,61.409901,62.537899,12376701,62.537899
"2002-01-03",63.0327,63.606602,61.588001,62.498402,14966935,62.498402
"2002-01-04",61.944199,63.428501,61.944199,63.428501,21251417,63.428501
"2002-01-07",63.329601,65.011803,63.0327,64.675301,16437590,64.675301
"2002-01-08",65.011803,65.150299,62.1441,63.329601,15632962,63.329601
"2002-01-09",63.824299,64.714897,62.043201,62.438999,11494914,62.438999
"2002-01-10",61.588001,62.4786,60.855801,62.142101,8126276,62.142101
"2002-01-11",61.390099,62.260899,60.657902,60.737,8945508,60.737
"2002-01-14",60.4599,60.737,59.0746,59.173599,10299037,59.173599
"2002-01-15",59.7673,60.242298,58.7976,59.430901,10395952,59.430901
"2002-01-16",59.173599,60.855801,57.887199,58.382,8567902,58.382
"2002-01-17",59.866199,59.866199,59.173599,59.4506,7171424,59.4506
"2002-01-18",58.698601,59.3517,57.7882,58.540298,9048941,58.540298
"2002-01-22",59.470402,59.668301,55.8092,56.205002,11620126,56.205002
"2002-01-23",56.304001,57.313301,53.632198,55.498699,24771896,55.498699
"2002-01-24",57.590302,58.380001,54.720699,56.2159,14013143,56.2159
"2002-01-25",55.3144,56.284199,53.434299,54.3843,11243783,54.3843
"2002-01-28",54.958199,56.105999,54.4832,55.2155,9458178,55.2155
"2002-01-29",55.7696,55.987301,51.455299,52.840599,12882449,52.840599
"2002-01-30",51.851101,55.710201,47.5961,52.246899,29959639,52.246899
"2002-01-31",52.5438,52.900002,50.465801,51.533199,13455401,51.533199
"2002-02-01",51.811501,52.049,49.674099,50.801998,13906173,50.801998
"2002-02-04",51.2178,51.237598,47.398201,47.972099,14201870,47.972099
"2002-02-05",47.4972,49.8325,46.705601,47.3965,14362301,47.3965
"2002-02-06",47.101398,48.625198,46.905399,48.071098,13639479,48.071098
"2002-02-07",48.546101,51.534401,48.229401,50.366798,11489154,50.366798
"2002-02-08",51.0793,54.819698,50.267799,54.146801,15079413,54.146801
"2002-02-11",53.434299,55.73,53.137501,55.413399,9373087,55.413399
"2002-02-12",55.116501,55.710201,54.0676,54.780102,6621159,54.780102
"2002-02-13",55.3936,56.482101,53.434299,53.7906,8892098,53.7906
"2002-02-14",54.364498,55.156101,53.5135,54.126999,6817415,54.126999
"2002-02-15",54.265499,54.265499,51.2178,51.554199,11331906,51.554199
"2002-02-19",51.376099,51.534401,49.4762,50.505299,10386705,50.505299
"2002-02-20",48.684601,49.001301,45.280701,47.893002,23423976,47.893002
"2002-02-21",47.200298,47.2201,44.627602,45.518101,19345148,45.518101
"2002-02-22",44.528599,47.101398,44.528599,47.101398,14022946,47.101398
"2002-02-25",46.9035,47.833599,45.913898,46.705601,10681291,46.705601
"2002-02-26",47.101398,47.4972,45.142101,45.518101,14382007,45.518101
"2002-02-27",45.735802,47.396301,45.122299,47.002399,12131482,47.002399
"2002-02-28",47.932598,50.465801,47.793999,49.080399,15505729,49.080399
"2002-03-01",49.4762,51.455299,49.416901,51.415699,11518562,51.415699
"2002-03-04",52.6031,54.087399,51.870899,53.671799,14328547,53.671799
"2002-03-05",53.434299,55.3144,52.326099,52.880199,12958445,52.880199
"2002-03-06",52.860401,54.225899,52.444801,52.444801,9891417,52.444801
"2002-03-07",53.9291,53.9291,50.584499,51.158401,13005791,51.158401
"2002-03-08",52.2271,52.5438,52.2271,52.5438,11198105,52.5438
"2002-03-11",51.870899,54.305099,51.059502,53.988499,10269527,53.988499
"2002-03-12",53.3354,53.355202,51.257401,52.1479,14273774,52.1479
"2002-03-13",51.950001,52.840599,51.257401,52.246899,9171121,52.246899
"2002-03-14",51.752102,52.246899,50.505299,50.940701,8900638,50.940701
"2002-03-15",51.752102,52.900002,51.3563,52.108398,12166651,52.108398
"2002-03-18",52.444801,53.434299,52.444801,53.038502,7947857,53.038502
"2002-03-19",53.434299,53.731201,51.653198,52.345901,7694907,52.345901
"2002-03-20",51.514599,51.752102,49.4762,49.872002,12813678,49.872002
"2002-03-21",49.119999,49.674099,47.516998,48.7836,15188304,48.7836
"2002-03-22",48.031502,50.069901,47.793999,48.486698,8745159,48.486698
"2002-03-25",49.397099,49.456402,47.576302,47.9128,8589327,47.9128
"2002-03-26",47.5961,47.813801,45.518101,46.1119,14792356,46.1119
"2002-03-27",45.716,46.982601,45.518101,46.705601,12157960,46.705601
"2002-03-28",47.299301,47.556499,46.606602,46.804501,8426218,46.804501
"2002-04-01",45.557701,46.230598,45.557701,46.230598,8437688,46.230598
"2002-04-02",45.716,47.101398,45.518101,46.745098,10627932,46.745098
"2002-04-03",47.299301,47.417999,45.498299,45.913898,9671513,45.913898
"2002-04-04",45.577499,46.9035,43.934898,44.706699,12439711,44.706699
"2002-04-05",45.023399,45.102501,42.846401,44.3703,12488977,44.3703
"2002-04-08",42.747501,43.835899,42.569401,43.440102,11681620,43.440102
"2002-04-09",43.737,44.528599,42.846401,43.242199,10382915,43.242199
"2002-04-10",43.0443,43.341202,39.581001,40.966301,40744111,40.966301
"2002-04-11",40.075699,40.4716,37.601898,38.789398,27046523,38.789398
"2002-04-12",39.086201,40.570499,38.927898,39.7789,12773204,39.7789
"2002-04-15",41.659,42.846401,41.362099,42.252701,15724116,42.252701
"2002-04-16",43.202599,43.341202,41.560001,42.747501,15577379,42.747501
"2002-04-17",42.9454,43.835899,42.3517,43.301601,9162582,43.301601
"2002-04-18",43.539101,43.539101,41.0653,41.975601,11290220,41.975601
"2002-04-19",42.3517,42.4506,41.362099,41.421501,7800766,41.421501
"2002-04-22",40.530899,40.966301,39.007099,39.3237,12468563,39.3237
"2002-04-23",38.888302,39.9174,37.641499,37.819599,12887603,37.819599
"2002-04-24",37.799801,39.818501,37.265499,38.195599,16952838,38.195599
"2002-04-25",39.620602,39.8778,37.799801,38.571701,16341079,38.571701
"2002-04-26",38.611301,38.611301,35.622898,37.047798,13717193,37.047798
"2002-04-29",36.810299,37.403999,35.128101,35.702,14324909,35.702
"2002-04-30",35.702,38.096699,35.444801,37.641499,12677451,37.641499
"2002-05-01",37.403999,38.591499,36.137402,38.373798,11790056,38.373798
"2002-05-02",38.136299,38.235199,36.434299,36.909302,8919687,36.909302
"2002-05-03",36.414501,36.7509,35.444801,35.721802,10391101,35.721802
"2002-05-06",35.2864,35.919701,34.059399,34.138599,13703197,34.138599
"2002-05-07",34.6334,34.989601,33.920898,34.158401,11732452,34.158401
"2002-05-08",35.622898,36.454102,35.2271,36.3353,12218898,36.3353
"2002-05-09",36.493698,36.632198,35.128101,35.2271,8389584,35.2271
"2002-05-10",35.484299,35.523899,33.505299,33.604301,10521517,33.604301
"2002-05-13",33.742802,34.435501,33.4063,34.336498,9422403,34.336498
"2002-05-14",35.523899,36.9884,34.613602,36.711399,16039824,36.711399
"2002-05-15",37.666199,37.666199,37.6464,37.6464,479574,37.6464
"2002-05-16",37.305099,38.096699,36.5135,37.403999,10446784,37.403999
"2002-05-17",37.799801,39.838299,37.7603,39.541401,12909381,39.541401
"2002-05-20",39.343498,39.4622,38.195599,38.619202,6615955,38.619202
"2002-05-21",38.8092,39.105999,36.6124,36.770699,8956725,36.770699
"2002-05-22",36.7509,37.1665,35.820801,36.515202,6740257,36.515202
"2002-05-23",37.2061,37.799801,36.6124,37.681099,5746800,37.681099
"2002-05-24",37.799801,38.195599,37.126999,37.542599,5297594,37.542599
"2002-05-28",37.601898,37.799801,36.9884,37.1665,5891567,37.1665
"2002-05-29",37.502998,37.681099,36.533199,36.731201,5523814,36.731201
"2002-05-30",36.216599,36.909302,35.919701,36.6124,11274050,36.6124
"2002-05-31",37.107201,37.4436,36.414501,37.008202,7033074,37.008202
"2002-06-03",36.632198,37.364399,35.622898,35.800999,6643746,35.800999
"2002-06-04",34.6334,34.6334,33.663601,34.0396,14620556,34.0396
"2002-06-05",34.6334,35.009399,33.248001,34.016701,11091639,34.016701
"2002-06-06",33.742802,33.940701,32.080399,32.654301,11039897,32.654301
"2002-06-07",31.684601,33.149101,31.268999,32.7533,15489559,32.7533
"2002-06-10",32.555401,32.951199,31.4669,31.7637,14897457,31.7637
"2002-06-11",31.783501,32.416801,31.17,31.807301,12035274,31.807301
"2002-06-12",31.5856,31.823099,29.923201,31.367901,13029439,31.367901
"2002-06-13",31.1304,32.951199,30.7346,32.317902,10700846,32.317902
"2002-06-14",31.367901,32.5751,31.3284,32.456402,9973122,32.456402
"2002-06-17",32.396999,33.347,32.040798,32.8522,9827143,32.8522
"2002-06-18",32.654301,34.3167,32.495998,33.742802,8518030,33.742802
"2002-06-19",33.4459,33.940701,32.654301,33.198601,7822696,33.198601
"2002-06-20",32.654301,32.911598,31.407499,31.664801,9587079,31.664801
"2002-06-21",31.268999,31.842899,29.7055,29.804501,13806630,29.804501
"2002-06-24",29.685699,31.387699,28.815001,30.675301,14028656,30.675301
"2002-06-25",30.675301,30.972099,29.8836,30.4774,10033909,30.4774
"2002-06-26",28.498301,29.527399,25.529699,26.9744,31123228,26.9744
"2002-06-27",27.805599,28.0035,25.232901,26.966299,23722755,26.966299
"2002-06-28",26.697399,29.685699,26.6182,29.111799,22063322,29.111799
"2002-07-01",28.498301,28.933701,26.717199,26.7369,13284157,26.7369
"2002-07-02",25.846399,26.002701,23.8277,24.7777,17385167,24.7777
"2002-07-03",24.7381,27.8848,24.520399,27.825399,17611942,27.825399
"2002-07-05",28.102501,29.191,27.825399,27.825399,5590715,27.825399
"2002-07-08",28.4587,28.9139,27.132799,28.8941,11039594,28.8941
