"","IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted"
"2005-06-07",75,76.089996,75,75.040001,5226600,51.884453
"2005-06-08",75.040001,75.400002,74.629997,74.800003,4280000,51.71851
"2005-06-09",74.580002,75.470001,74.230003,74.93,4423200,51.808411
"2005-06-10",74.75,75.050003,74.099998,74.769997,4895800,51.697781
"2005-06-13",74.5,75.93,74.449997,75.050003,5715700,51.891369
"2005-06-14",75.050003,75.43,74.730003,74.889999,4314900,51.780746
"2005-06-15",75.699997,76.5,75.150002,76.300003,7103600,52.755646
"2005-06-16",76.400002,77.25,76.309998,77.050003,7840000,53.27422
"2005-06-17",77.699997,77.730003,76.379997,76.389999,8593800,52.817883
"2005-06-20",76.029999,76.980003,75.57,76.550003,3745600,52.928505
"2005-06-21",76.699997,77,76.110001,76.410004,5339100,52.831696
"2005-06-22",76.830002,77.489998,76.669998,77.230003,5646300,53.398663
"2005-06-23",76.809998,76.970001,75.059998,75.410004,7766700,52.140293
"2005-06-24",75.169998,75.400002,74,74.010002,10792100,51.172291
"2005-06-27",74.010002,74.769997,73.5,73.879997,6489800,51.082413
"2005-06-28",73.830002,75.300003,73.449997,75.300003,8188800,52.06424
"2005-06-29",75.260002,75.68,74.620003,74.730003,5519100,51.670116
"2005-06-30",74.800003,75.489998,74.07,74.199997,6127000,51.303658
"2005-07-01",74.300003,75.330002,74.300003,74.669998,4353100,51.62862
"2005-07-05",74.379997,74.970001,74.160004,74.790001,5181800,51.711597
"2005-07-06",74.800003,76.150002,74.400002,75.809998,8009300,52.416843
"2005-07-07",75.150002,77.529999,75,77.379997,10757200,53.502403
"2005-07-08",77.379997,79.519997,77.139999,79.300003,13440500,54.829945
"2005-07-11",79.400002,79.519997,78.519997,78.959999,7186700,54.594818
"2005-07-12",79.199997,80.489998,79.18,80.040001,10945500,55.341595
"2005-07-13",81.160004,81.75,81.160004,81.449997,11340000,56.31649
"2005-07-14",82,82.669998,82,82.419998,8546200,56.987167
"2005-07-15",82.43,82.75,81.519997,82.379997,7644100,56.959496
"2005-07-18",81.989998,83.940002,81.68,81.809998,8705600,56.565392
"2005-07-19",84.720001,85.110001,83.699997,83.699997,14149700,57.872192
"2005-07-20",83.199997,84.959999,82.989998,84.599998,9323200,58.494461
"2005-07-21",84.599998,84.949997,83.400002,84.400002,8265300,58.356194
"2005-07-22",83.980003,84.629997,83.860001,84.440002,4570400,58.383869
"2005-07-25",83.980003,84.519997,83.919998,84.199997,4457800,58.217922
"2005-07-26",84.150002,84.349998,83.849998,84.120003,4542900,58.162575
"2005-07-27",83.800003,84.129997,82.809998,83.870003,4862200,57.989723
"2005-07-28",83.550003,83.970001,83.269997,83.800003,6189700,57.941345
"2005-07-29",83.300003,83.949997,83.220001,83.459999,4330300,57.706234
"2005-08-01",83,83.849998,82.849998,83.43,3664300,57.68552
"2005-08-02",83.269997,83.860001,83.040001,83.309998,5380700,57.602539
"2005-08-03",83.309998,84.199997,83.110001,84.059998,4256200,58.12112
"2005-08-04",83.75,83.889999,82.980003,83.120003,5249900,57.471157
"2005-08-05",82.75,83.739998,82.730003,83.360001,3714600,57.637108
"2005-08-08",83.410004,83.889999,83.019997,83.360001,4424300,57.775719
"2005-08-09",83.400002,83.949997,82.940002,83.5,3793500,57.872765
"2005-08-10",83.650002,84.010002,81.970001,82.019997,5402400,56.846985
"2005-08-11",81.93,82.75,81.620003,82.660004,4570400,57.290558
"2005-08-12",82.150002,82.580002,82.059998,82.190002,4378200,56.964809
"2005-08-15",81.900002,82.940002,81.610001,82.5,3431100,57.179672
"2005-08-16",82.07,82.43,81.089996,81.300003,4407400,56.347939
"2005-08-17",81.400002,81.940002,80.839996,81.300003,4853000,56.347939
"2005-08-18",81.099998,82,80.800003,81.150002,3713300,56.243996
"2005-08-19",81.360001,83.300003,81.360001,82.760002,6481000,57.359875
"2005-08-22",82.75,83.349998,81.849998,82.599998,5157200,57.248981
"2005-08-23",82.699997,83.139999,81.599998,82.029999,4000300,56.853935
"2005-08-24",81.529999,82.400002,81.230003,81.32,4417600,56.361832
"2005-08-25",81.449997,81.449997,80.720001,81.099998,3606100,56.209335
"2005-08-26",80.809998,81.019997,80.260002,80.379997,5029300,55.710327
"2005-08-29",80,81.75,79.900002,81.339996,4025300,56.375671
"2005-08-30",81,81,79.980003,80.540001,5674200,55.82122
"2005-08-31",80.349998,80.790001,79.870003,80.620003,5400800,55.876671
"2005-09-01",80.160004,80.32,79.339996,79.540001,6390600,55.12812
"2005-09-02",79.5,80.010002,79.459999,79.459999,3680600,55.072701
"2005-09-06",79.699997,81.190002,79.699997,81.019997,6305500,56.153889
"2005-09-07",80.699997,81.129997,80.32,80.980003,4116300,56.126167
"2005-09-08",81.279999,81.519997,80.5,80.800003,4277300,56.001408
"2005-09-09",80.860001,81.489998,80.519997,81.440002,3982200,56.445004
"2005-09-12",81.029999,82.110001,81,81.480003,3692800,56.472721
"2005-09-13",81.489998,81.489998,80.519997,80.75,5040900,55.966774
"2005-09-14",80.75,81.400002,80.419998,80.480003,3887700,55.779625
"2005-09-15",80.43,80.650002,79.669998,80.010002,4864100,55.453876
"2005-09-16",80.379997,80.5,79.830002,80.330002,7624900,55.675686
"2005-09-19",79.739998,79.980003,79.010002,79.43,5148500,55.051899
"2005-09-20",79.269997,79.650002,78.629997,78.699997,7122300,54.545929
"2005-09-21",78,78.459999,77.370003,77.559998,7126000,53.755821
"2005-09-22",77.559998,78.5,77.300003,78.209999,6870400,54.206326
"2005-09-23",77.699997,78.110001,77.5,78,5434600,54.060783
"2005-09-26",78.309998,78.410004,76.93,77.410004,5433200,53.651852
"2005-09-27",77.169998,78.599998,77.160004,77.989998,5499600,54.053833
"2005-09-28",78.059998,79.730003,78.059998,79.5,7747700,55.100407
"2005-09-29",79.25,80.550003,78.870003,80.360001,5899700,55.69648
"2005-09-30",80.019997,80.5,79.970001,80.220001,5536500,55.599426
"2005-10-03",80.220001,80.599998,79.5,80.449997,5297600,55.75885
"2005-10-04",80.650002,81.470001,79.93,80.110001,6365100,55.523201
"2005-10-05",80.110001,80.68,79.559998,79.82,4998800,55.322193
"2005-10-06",79.82,80.269997,78.699997,79.699997,8130200,55.239029
"2005-10-07",80.25,81.120003,80.089996,80.5,6130100,55.793488
"2005-10-10",81.239998,82.099998,81.080002,81.25,7882900,56.313313
"2005-10-11",82.25,83.519997,81.970001,83.190002,9781300,57.657909
"2005-10-12",82.75,82.93,81.949997,82.190002,7580800,56.964809
"2005-10-13",81.699997,83.199997,81.699997,82.199997,5530600,56.971737
"2005-10-14",82.599998,82.709999,81.599998,82.349998,5573700,57.075691
"2005-10-17",82.360001,82.989998,81.93,82.589996,7964800,57.24205
"2005-10-18",84.330002,84.599998,83.349998,83.480003,12045300,57.858887
"2005-10-19",82.410004,84.199997,82.379997,84.169998,7502600,58.337132
"2005-10-20",84,84.190002,82.879997,83.169998,5752700,57.644035
"2005-10-21",83.080002,84,82.910004,83.330002,6020700,57.754936
"2005-10-24",83.150002,83.610001,82.599998,83.470001,5482200,57.851982
"2005-10-25",83.080002,83.949997,82.709999,83.360001,5393300,57.775719
"2005-10-26",82.970001,83.870003,82.720001,82.889999,4270800,57.449997
"2005-10-27",82.529999,82.93,82.25,82.309998,3705800,57.047989
"2005-10-28",82.32,82.43,80.5,81.419998,6941300,56.431141
"2005-10-31",81.510002,82.300003,81.300003,81.879997,7531200,56.74995
"2005-11-01",81.849998,82.150002,81.290001,81.589996,5653100,56.548958
"2005-11-02",81.199997,81.889999,80.639999,81.059998,6447400,56.181625
"2005-11-03",81.550003,83.029999,81.309998,82.870003,7690900,57.436096
"2005-11-04",82.910004,83.300003,82.650002,83,3831400,57.526222
"2005-11-07",83.099998,83.849998,83.07,83.610001,4455100,57.948982
"2005-11-08",83.410004,83.900002,83.110001,83.150002,3798000,57.768387
"2005-11-09",82.709999,83.330002,82.489998,82.839996,3936200,57.552986
"2005-11-10",82.699997,84.300003,82.300003,83.989998,4732000,58.35194
"2005-11-11",84.199997,84.839996,84.150002,84.550003,4841300,58.741028
"2005-11-14",84.25,85,84.110001,84.360001,3915300,58.608994
"2005-11-15",84.029999,85.900002,84.029999,85.529999,6830800,59.42186
"2005-11-16",85.449997,86.580002,85.389999,86.540001,6694100,60.1236
"2005-11-17",86.18,86.980003,85.760002,86.889999,5293600,60.366734
"2005-11-18",88,88,87.169998,87.769997,7985800,60.978096
"2005-11-21",87.599998,87.870003,87.010002,87.290001,4807900,60.644638
"2005-11-22",86.879997,88.080002,86.879997,87.989998,5786600,61.130917
"2005-11-23",88.120003,89.389999,87.949997,88.800003,5399300,61.693699
"2005-11-25",88.949997,89.32,88.620003,88.800003,2199300,61.693699
"2005-11-28",88.800003,89.43,88.75,89.110001,5197900,61.90905
"2005-11-29",89.18,89.940002,89.019997,89.099998,5147000,61.9021
"2005-11-30",89.050003,89.639999,88.730003,88.900002,6021500,61.76318
"2005-12-01",89.150002,89.739998,89.050003,89.209999,4668500,61.978523
"2005-12-02",89,89.150002,88.360001,88.650002,4730500,61.589474
"2005-12-05",88.400002,88.650002,87.709999,88.43,4023600,61.436626
"2005-12-06",88.559998,89.839996,88.559998,89.139999,4871500,61.929913
"2005-12-07",89,89.919998,88.449997,88.720001,5284000,61.6381
"2005-12-08",88.57,88.910004,86.669998,87.5,5787000,60.790535
"2005-12-09",86.800003,87.099998,86.330002,86.970001,6461800,60.422295
"2005-12-12",87.010002,87.349998,85.760002,85.959999,6044100,59.720631
"2005-12-13",84.5,84.900002,83.5,83.709999,12545300,58.157425
"2005-12-14",83.650002,83.949997,82.949997,83.129997,7161800,57.754475
"2005-12-15",82.879997,83.629997,82.75,83.529999,6155900,58.032364
"2005-12-16",83.889999,84,83,83.370003,7398200,57.921223
"2005-12-19",83.230003,83.599998,82.650002,82.760002,4985400,57.49741
"2005-12-20",82.949997,83.099998,82.059998,82.480003,5276200,57.302872
"2005-12-21",82.459999,84,82.459999,83.120003,6846800,57.747505
"2005-12-22",82.610001,83.230003,82.300003,83.220001,6573600,57.817009
"2005-12-23",84,84.199997,83.389999,83.480003,3616200,57.997623
"2005-12-27",83.480003,84.5,82.889999,82.989998,4377800,57.657211
"2005-12-28",83.099998,83.57,82.800003,83.040001,3836800,57.691936
"2005-12-29",82.800003,83.059998,82.220001,82.400002,3958400,57.247307
"2005-12-30",81.849998,82.489998,81.559998,82.199997,5449000,57.108341
"2006-01-03",82.449997,82.550003,80.809998,82.059998,11715100,57.011086
"2006-01-04",82.199997,82.5,81.330002,81.949997,9832800,56.934662
"2006-01-05",81.400002,82.900002,81.25,82.5,7213400,57.316772
"2006-01-06",83.949997,85.029999,83.410004,84.949997,8196900,59.018898
"2006-01-09",83.900002,84.25,83.379997,83.730003,6851100,58.171333
"2006-01-10",83.150002,84.120003,83.120003,84.07,5700000,58.407524
"2006-01-11",84.370003,84.809998,83.400002,84.169998,5776400,58.477009
"2006-01-12",83.82,83.959999,83.400002,83.57,4924100,58.060139
"2006-01-13",83,83.449997,82.5,83.169998,6921600,57.782253
"2006-01-17",82.800003,83.160004,82.540001,83,8718400,57.664158
"2006-01-18",84,84.699997,83.519997,83.800003,10984800,58.219952
"2006-01-19",84.139999,84.389999,83.019997,83.089996,6483500,57.726669
"2006-01-20",83.040001,83.050003,81.25,81.360001,8605800,56.524757
"2006-01-23",81.330002,81.919998,80.919998,81.410004,6114100,56.559509
"2006-01-24",81.389999,82.150002,80.800003,80.849998,6069000,56.170456
"2006-01-25",81.050003,81.620003,80.610001,80.910004,6374300,56.212128
"2006-01-26",81.5,81.650002,80.589996,80.720001,7810200,56.08012
"2006-01-27",80.75,81.769997,80.75,81.019997,6103400,56.288536
"2006-01-30",80.209999,81.809998,80.209999,81.629997,5325100,56.712364
"2006-01-31",81.5,82,81.169998,81.300003,6771600,56.483055
"2006-02-01",80.900002,82.239998,80.650002,81.940002,5419300,56.927711
"2006-02-02",81.449997,81.589996,80.900002,81.230003,6198000,56.434448
"2006-02-03",80.550003,80.769997,79.720001,79.970001,9852000,55.559052
"2006-02-06",79.940002,79.949997,78.93,79.510002,9568500,55.239479
"2006-02-07",79.5,80.190002,79.300003,79.849998,5247300,55.475697
"2006-02-08",80.580002,80.900002,80.239998,80.800003,5029200,56.276646
"2006-02-09",80.400002,80.800003,79.5,80.400002,7609200,55.998051
"2006-02-10",80.400002,81.459999,80.199997,81.330002,5371900,56.645798
"2006-02-13",81.330002,81.910004,80.18,80.440002,5257400,56.025898
"2006-02-14",80.550003,81.449997,80.349998,81.089996,6075500,56.478657
"2006-02-15",80.860001,81.5,80.5,80.849998,5052000,56.311485
"2006-02-16",80.68,80.910004,80.129997,80.910004,5310500,56.353275
"2006-02-17",80.910004,81.029999,80.129997,80.709999,5298800,56.213959
"2006-02-21",80.099998,80.75,79.970001,80.5,5838000,56.06773
"2006-02-22",80,81.650002,79.970001,81.349998,5294300,56.65971
"2006-02-23",81.199997,81.339996,80.040001,80.199997,4979400,55.858753
"2006-02-24",80.650002,80.650002,79.849998,80.099998,3903200,55.789108
"2006-02-27",79.970001,80.889999,79.949997,80.629997,3787000,56.158264
"2006-02-28",80.099998,80.550003,79.709999,80.239998,5960700,55.88662
"2006-03-01",80.199997,80.809998,79.779999,79.900002,5172300,55.649803
"2006-03-02",79.550003,80.209999,79.540001,79.940002,4418800,55.677685
"2006-03-03",79.510002,80.830002,79.510002,79.959999,4354400,55.691605
"2006-03-06",79.910004,80.639999,79.900002,80,4709500,55.719482
"2006-03-07",80.010002,80.790001,79.860001,80.290001,4330800,55.92144
"2006-03-08",80.25,81.599998,80.25,81.139999,5569900,56.51347
"2006-03-09",81.260002,81.980003,80.800003,81.019997,4310700,56.429893
"2006-03-10",81.029999,82.25,81.029999,81.57,4787200,56.812946
"2006-03-13",81.559998,82.400002,81.449997,81.93,4571400,57.063702
"2006-03-14",81.510002,82.989998,81.470001,82.879997,4518000,57.725361
"2006-03-15",82.650002,83.760002,82.639999,83.379997,5370400,58.073605
"2006-03-16",83.43,83.720001,82.610001,82.870003,4299500,57.718384
"2006-03-17",83.349998,83.410004,82.82,83.300003,6414400,58.017906
"2006-03-20",83.110001,83.75,82.989998,83.580002,3870300,58.212914
"2006-03-21",83.82,84.989998,83.580002,83.809998,7404300,58.373108
"2006-03-22",83.349998,84.68,83.349998,84.449997,4968600,58.81884
"2006-03-23",84.230003,84.269997,82.93,83.199997,5105800,57.94825
"2006-03-24",82.989998,83.720001,82.989998,83.360001,4198800,58.059666
"2006-03-27",82.980003,83.260002,82.580002,83.080002,3910100,57.864658
"2006-03-28",82.860001,83.389999,82.290001,82.43,4508600,57.411938
"2006-03-29",82.199997,83.550003,82.199997,83.129997,4392100,57.899498
"2006-03-30",82.879997,83.699997,82.830002,83.199997,4467000,57.94825
"2006-03-31",82.949997,83.599998,82.290001,82.470001,5862000,57.439808
"2006-04-03",82.720001,83.589996,82.650002,83.059998,4121600,57.850727
"2006-04-04",83.050003,83.779999,82.800003,83.449997,3853000,58.122375
"2006-04-05",83.330002,84.449997,83.32,84.169998,5523900,58.62384
"2006-04-06",83.699997,84.32,83.360001,83.809998,4944100,58.373108
"2006-04-07",83.599998,83.800003,82.440002,82.480003,5337500,57.446762
"2006-04-10",82.269997,82.739998,82,82.099998,3627700,57.182114
"2006-04-11",81.830002,82.059998,80.75,81.160004,5959700,56.527405
"2006-04-12",81.099998,81.370003,80.629997,80.75,3905200,56.241829
"2006-04-13",81.18,82.599998,81.120003,81.980003,4799700,57.098515
"2006-04-17",81.919998,82.919998,81.400002,81.639999,4634200,56.861713
"2006-04-18",81.889999,83.529999,81.699997,83.309998,7905800,58.024849
"2006-04-19",83.949997,84,81.260002,81.860001,10554700,57.014942
"2006-04-20",81.650002,82.849998,81.639999,82.019997,6237200,57.126373
"2006-04-21",82.489998,82.5,81.379997,81.660004,6117400,56.875633
"2006-04-24",81.300003,82.410004,81.099998,82.110001,6604100,57.189083
"2006-04-25",81.949997,82.900002,81.599998,82.669998,6856300,57.579094
"2006-04-26",82.839996,83.480003,82.709999,83.349998,6648800,58.052727
"2006-04-27",82.699997,84.400002,82.699997,83.879997,8174300,58.421867
"2006-04-28",83.510002,83.620003,81.980003,82.339996,8201800,57.349251
"2006-05-01",82.589996,83.309998,82.099998,82.230003,6011100,57.272636
"2006-05-02",82.110001,82.739998,82,82.419998,4336400,57.404972
"2006-05-03",82.540001,83.290001,82.449997,82.699997,5721100,57.599998
"2006-05-04",82.870003,83.089996,82.400002,82.43,3966900,57.411938
"2006-05-05",82.949997,83.339996,82.699997,83.279999,4504500,58.003963
"2006-05-08",82.599998,83.220001,82.300003,82.889999,3856500,57.941036
"2006-05-09",82.489998,83.290001,82.410004,83.230003,4072800,58.178738
"2006-05-10",82.900002,83.330002,82.599998,82.900002,3430400,57.948051
"2006-05-11",82.650002,83.089996,82.449997,82.459999,5274500,57.640453
"2006-05-12",82.470001,83.690002,82.300003,82.389999,5685700,57.59153
"2006-05-15",81.800003,83.150002,81.800003,82.889999,5776400,57.941036
"2006-05-16",83,83.25,82.07,82.160004,4454800,57.430779
"2006-05-17",81.75,82.209999,81.019997,81.269997,5936000,56.808651
"2006-05-18",80.5,81.349998,80.029999,80.660004,5443600,56.382252
"2006-05-19",80.860001,81,79.510002,80.279999,7019100,56.116627
"2006-05-22",79.830002,80.339996,79.400002,80.019997,6250900,55.934895
"2006-05-23",80.25,81.300003,79.639999,79.830002,5006400,55.802067
"2006-05-24",79.349998,80.040001,79.059998,79.779999,7389600,55.767117
"2006-05-25",79.889999,80.18,79.650002,80.139999,3995000,56.018768
"2006-05-26",80.160004,80.860001,79.699997,80.75,3580800,56.44516
"2006-05-30",80.349998,80.959999,80.150002,80.160004,5049100,56.032761
"2006-05-31",80.150002,80.830002,79.610001,79.900002,6384900,55.850998
"2006-06-01",79.889999,80.870003,79.809998,80.690002,4866500,56.403248
"2006-06-02",80.5,80.559998,79.150002,79.519997,7232300,55.585396
"2006-06-05",79.099998,80.040001,79.010002,79.059998,5555800,55.263832
"2006-06-06",79.059998,79.900002,78.5,79.760002,7250600,55.753147
"2006-06-07",79.779999,80.739998,79.120003,79.150002,7924800,55.326763
"2006-06-08",78.550003,79.580002,76.75,77.029999,13474400,53.844841
"2006-06-09",77.239998,78.099998,77.050003,77.629997,6135400,54.264248
"2006-06-12",77.629997,78.089996,77.010002,77.019997,4924900,53.837872
"2006-06-13",77.139999,77.93,76.82,76.93,7374100,53.77494
"2006-06-14",76.93,77.849998,76.93,77.709999,6038600,54.320168
"2006-06-15",77.849998,78.779999,76.949997,78.559998,6679400,54.91433
"2006-06-16",78.440002,78.529999,77.57,77.949997,8133500,54.487926
"2006-06-19",77.900002,78.300003,77.339996,77.669998,5302100,54.29221
"2006-06-20",77.839996,78.300003,77.25,77.989998,6124500,54.5159
"2006-06-21",77.989998,78.559998,77.980003,78.300003,5559100,54.732586
"2006-06-22",78.160004,78.370003,77,77.190002,5563700,53.956703
"2006-06-23",77.150002,77.839996,76.940002,77.099998,4520600,53.893784
"2006-06-26",77.040001,77.519997,76.800003,77.150002,3448000,53.92873
"2006-06-27",77.32,77.599998,76.32,76.629997,5596800,53.565228
"2006-06-28",76.529999,76.599998,76.059998,76.559998,4392100,53.516296
"2006-06-29",76.889999,77.800003,76.559998,77.589996,5448900,54.236286
"2006-06-30",77.699997,77.93,76.790001,76.82,7911700,53.698048
"2006-07-03",77.540001,78.269997,77.269997,78.019997,3177300,54.536865
"2006-07-05",78,78.389999,77.519997,77.769997,4047800,54.362122
"2006-07-06",77.589996,78.529999,77.57,78.089996,4333100,54.585812
"2006-07-07",78.089996,78.089996,76.120003,76.419998,6641600,53.418453
"2006-07-10",76.18,76.830002,75.870003,76.669998,7154700,53.593193
"2006-07-11",76.25,76.650002,75.440002,76.470001,6086500,53.453381
"2006-07-12",76.07,76.300003,74.82,75.480003,8372100,52.761383
"2006-07-13",75.010002,75.279999,73.830002,74.239998,8754700,51.894592
"2006-07-14",74.239998,74.300003,73.370003,73.57,6957800,51.426254
"2006-07-17",73.349998,73.940002,73.199997,73.699997,6822700,51.517143
"2006-07-18",73.699997,74.419998,72.730003,74.260002,8667500,51.908596
"2006-07-19",76,77.059998,76,76.07,14536900,53.17379
"2006-07-20",75.730003,75.879997,75.199997,75.480003,12214900,52.761383
"2006-07-21",75.489998,75.5,74.5,74.860001,8372500,52.32798
"2006-07-24",74.919998,76.150002,74.919998,75.989998,5611200,53.117889
"2006-07-25",75.989998,76.410004,75.309998,75.889999,5580300,53.047966
"2006-07-26",75.480003,76.300003,75.360001,75.830002,3870100,53.006046
"2006-07-27",75.830002,77.290001,75.75,76.150002,6439100,53.229713
"2006-07-28",76.379997,77.300003,76.260002,76.959999,4165700,53.79591
"2006-07-31",76.440002,77.5,76.150002,77.410004,5381800,54.110485
"2006-08-01",76.650002,77.379997,75.75,76.139999,4406700,53.222721
"2006-08-02",76.209999,76.93,76.199997,76.32,3283800,53.348537
"2006-08-03",76,76.730003,75.400002,76.330002,2765800,53.355556
"2006-08-04",76.650002,76.769997,75.32,75.910004,5062400,53.061951
"2006-08-07",75.629997,76.199997,75.279999,75.519997,3870200,52.789345
"2006-08-08",75.629997,76.260002,75.110001,75.330002,3794700,52.866539
"2006-08-09",75.559998,76.279999,75.389999,75.389999,4480400,52.908642
"2006-08-10",75.199997,76.080002,75.050003,75.739998,3213600,53.15427
"2006-08-11",75.339996,75.779999,75.199997,75.480003,3695800,52.971813
"2006-08-14",76.050003,77.489998,75.599998,76.68,4997400,53.813961
"2006-08-15",76.900002,77.139999,76.309998,77.080002,5985400,54.094685
"2006-08-16",77.480003,79.279999,77.349998,79.089996,7386500,55.505302
"2006-08-17",78.93,79.559998,78.529999,79.370003,5535400,55.701813
"2006-08-18",79.379997,79.970001,78.629997,79.900002,5399200,56.073742
"2006-08-21",79.510002,79.879997,78.870003,79.279999,3676500,55.63863
"2006-08-22",79.279999,79.550003,78.610001,78.949997,4057200,55.407047
"2006-08-23",78.949997,79.470001,78.419998,78.669998,3425700,55.210545
"2006-08-24",78.900002,79.5,78.870003,79.379997,3473300,55.708813
"2006-08-25",79.199997,80,79.139999,79.879997,3427400,56.059734
"2006-08-28",79.910004,80.470001,79.760002,80.32,5259400,56.368511
"2006-08-29",80.059998,81.480003,80.059998,81.400002,5208500,57.12648
"2006-08-30",81.260002,81.68,80.839996,81.220001,4688800,57.000126
"2006-08-31",81.300003,81.5,80.779999,80.970001,3786200,56.824688
"2006-09-01",81.129997,81.57,80.809998,81.410004,3294000,57.133476
"2006-09-05",81.190002,81.540001,80.599998,80.849998,3968500,56.740471
"2006-09-06",80.290001,80.690002,80.169998,80.279999,3727600,56.340439
"2006-09-07",79.900002,80.379997,79.309998,79.400002,3913300,55.722866
"2006-09-08",79.599998,80.860001,79.349998,80.660004,4498600,56.607124
"2006-09-11",80.599998,81.199997,80.25,80.93,4314300,56.796627
"2006-09-12",81.139999,82.5,81.059998,82.279999,5722200,57.744057
"2006-09-13",82.25,82.699997,81.839996,82.209999,4920200,57.694904
"2006-09-14",81.900002,83,81.739998,82.470001,4265300,57.877384
"2006-09-15",83.209999,83.589996,82.790001,82.940002,8203800,58.207226
"2006-09-18",82.559998,83.209999,82.169998,82.239998,4417600,57.715954
"2006-09-19",81.970001,82.089996,81.419998,81.870003,5088600,57.456295
"2006-09-20",82.370003,83.790001,82.199997,83.419998,7524600,58.544086
"2006-09-21",82.610001,83.25,81.349998,81.610001,8909000,57.273823
"2006-09-22",81.75,82.120003,81.010002,81.209999,4350200,56.993126
"2006-09-25",81.650002,82.279999,81.279999,82,5683000,57.547554
"2006-09-26",81.900002,82.660004,81.699997,82.5,4731800,57.898438
"2006-09-27",82,82.669998,81.709999,82.089996,5880500,57.610664
"2006-09-28",81.849998,82.349998,81.720001,81.989998,4592300,57.540512
"2006-09-29",81.900002,82.790001,81.769997,81.940002,4770700,57.505424
"2006-10-02",81.760002,82.470001,81.580002,81.870003,4483300,57.456295
"2006-10-03",81.879997,82.260002,81.559998,81.650002,4838500,57.301907
"2006-10-04",81.650002,83.25,81.629997,83.099998,6119300,58.319504
"2006-10-05",82.809998,83.209999,82.599998,82.919998,4956600,58.193176
"2006-10-06",82.93,83.779999,82.5,83.139999,5340900,58.347584
"2006-10-09",83.139999,84.080002,83,84,4490200,58.951141
"2006-10-10",83.709999,84.629997,83.559998,84.190002,4712900,59.084457
"2006-10-11",84.150002,84.690002,83.790001,84.190002,5210600,59.084457
"2006-10-12",84.199997,84.900002,84.099998,84.699997,4661700,59.442383
"2006-10-13",84.449997,86.209999,84.440002,86.080002,7788600,60.41087
"2006-10-16",86.080002,87.599998,85.75,86.709999,8633100,60.852989
"2006-10-17",86.330002,87.940002,86.220001,86.949997,13295500,61.021431
"2006-10-18",90.510002,92.040001,89.730003,89.82,27875200,63.035606
"2006-10-19",89.800003,90.980003,89.309998,89.860001,10671400,63.063671
"2006-10-20",90.040001,90.699997,89.550003,90.480003,7390900,63.49881
"2006-10-23",90.050003,92,90.010002,91.559998,8862300,64.256775
"2006-10-24",90.910004,91.949997,90.800003,91.489998,9222300,64.207626
"2006-10-25",91.209999,91.989998,90.940002,91.830002,6122100,64.446213
"2006-10-26",91.830002,91.93,91.25,91.540001,4990300,64.242714
"2006-10-27",90.910004,91.889999,90.580002,90.760002,5840300,63.695301
"2006-10-30",89.800003,92,89.800003,91.5,5594000,64.214653
"2006-10-31",91.5,92.68,91.5,92.330002,9267300,64.797119
"2006-11-01",92.5,92.68,91.5,91.800003,5845700,64.425163
"2006-11-02",91.800003,91.949997,91.25,91.68,4895100,64.340973
"2006-11-03",91.760002,92.339996,91.18,91.410004,4506400,64.151474
"2006-11-06",91.5,92.739998,91.5,92.599998,6240600,64.986595
"2006-11-07",92.419998,93.400002,92.410004,92.75,7305200,65.091881
"2006-11-08",92.25,92.919998,92.010002,92.589996,6022200,65.19046
"2006-11-09",92.589996,93.190002,92.370003,92.419998,4518900,65.070755
"2006-11-10",92.300003,92.349998,91.629997,91.760002,5369600,64.606064
"2006-11-13",91.550003,92.43,91.410004,92.07,4358300,64.824326
"2006-11-14",92,93.290001,91.650002,93.290001,5873000,65.683334
"2006-11-15",93.080002,93.279999,92.540001,93.110001,4172800,65.556557
"2006-11-16",93.07,93.599998,92.599998,93.470001,4171500,65.810051
"2006-11-17",93.419998,94.050003,93.309998,93.809998,5251000,66.049438
"2006-11-20",93.599998,93.800003,93.010002,93.25,5010600,65.655144
"2006-11-21",93.010002,93.43,92.849998,93.080002,3067800,65.535461
"2006-11-22",92.900002,93.739998,92.800003,93.519997,3351700,65.845238
"2006-11-24",93.050003,93.75,92.980003,93.349998,2129800,65.725571
"2006-11-27",92.709999,93.239998,91.120003,91.449997,6284000,64.387787
"2006-11-28",90.650002,91.57,90.43,91.349998,4962100,64.317398
"2006-11-29",91.349998,91.660004,91.010002,91.519997,4623000,64.43708
"2006-11-30",91.349998,92.480003,91.25,91.919998,6470700,64.718727
"2006-12-01",91.900002,91.910004,90.550003,91.25,5445400,64.246979
"2006-12-04",92.5,93.949997,92.25,93.510002,7507900,65.838196
"2006-12-05",93.510002,94.639999,93.440002,94.480003,6886200,66.521156
"2006-12-06",94.480003,94.870003,94.010002,94.120003,5947300,66.267677
"2006-12-07",94,94.43,93.550003,94.230003,4310800,66.345139
"2006-12-08",93.650002,94.389999,93.470001,93.860001,4140000,66.08461
"2006-12-11",93.720001,94.349998,93.559998,93.639999,3459200,65.929741
"2006-12-12",93.599998,94.849998,93.300003,94.120003,7783800,66.267677
"2006-12-13",94.779999,95.330002,94.5,94.769997,6441300,66.725349
"2006-12-14",94.970001,95.720001,94.540001,95.360001,4644100,67.140739
