"","EQT.Open","EQT.High","EQT.Low","EQT.Close","EQT.Volume","EQT.Adjusted"
"2004-07-22",14.028307,14.074578,13.873163,13.897659,1058400,9.171994
"2004-07-23",13.908546,13.927599,13.758846,13.758846,550700,9.080385
"2004-07-26",13.826892,13.867719,13.60098,13.655416,688800,9.012128
"2004-07-27",13.658138,13.709853,13.579206,13.688078,594400,9.033682
"2004-07-28",13.707131,13.767012,13.584649,13.709853,917300,9.048051
"2004-07-29",13.723462,13.952096,13.693522,13.897659,779900,9.171994
"2004-07-30",13.897659,14.01742,13.881329,13.95754,457400,9.211519
"2004-08-02",13.95754,14.011976,13.786064,14.011976,687000,9.247443
"2004-08-03",14.020142,14.088187,13.949374,14.025585,519500,9.256424
"2004-08-04",14.025585,14.025585,13.818727,13.886772,770000,9.164813
"2004-08-05",13.903103,13.976592,13.745236,13.758846,852700,9.080385
"2004-08-06",13.758846,13.758846,13.587371,13.685356,922100,9.031886
"2004-08-09",13.685356,13.881329,13.685356,13.747958,452200,9.073201
"2004-08-10",13.772455,13.88405,13.767012,13.873163,552900,9.155836
"2004-08-11",13.761568,13.767012,13.655416,13.728906,656900,9.315797
"2004-08-12",13.756124,13.783342,13.666304,13.679913,510300,9.282556
"2004-08-13",13.707131,13.85411,13.70441,13.788786,458500,9.356426
"2004-08-16",13.745236,13.908546,13.742515,13.851388,535600,9.398905
"2004-08-17",13.889494,13.905825,13.669025,13.70441,716000,9.299175
"2004-08-18",13.731627,13.864997,13.647251,13.864997,1045900,9.408141
"2004-08-19",13.908546,13.924877,13.816005,13.908546,708700,9.437691
"2004-08-20",13.938487,14.055526,13.908546,13.968427,596600,9.478323
"2004-08-23",13.990201,14.001089,13.788786,13.889494,598400,9.424767
"2004-08-24",13.892216,13.962983,13.818727,13.878607,564300,9.417376
"2004-08-25",13.826892,13.998367,13.826892,13.971148,513200,9.480172
"2004-08-26",13.949374,14.025585,13.88405,14.006533,579000,9.504179
"2004-08-27",14.055526,14.145346,14.033751,14.126293,486400,9.585444
"2004-08-30",14.112683,14.164398,14.044638,14.096353,649900,9.565126
"2004-08-31",14.109962,14.292324,14.099074,14.27055,766000,9.683329
"2004-09-01",14.27055,14.471965,14.27055,14.278715,897500,9.688869
"2004-09-02",14.322265,14.384867,14.308656,14.371258,534100,9.751664
"2004-09-03",14.384867,14.42025,14.284159,14.393032,525000,9.766438
"2004-09-07",14.395754,14.43386,14.265106,14.368536,748000,9.749817
"2004-09-08",14.384867,14.384867,14.265106,14.357648,626000,9.742432
"2004-09-09",14.360371,14.548177,14.360371,14.54001,591500,9.866173
"2004-09-10",14.54001,14.569951,14.406641,14.439303,658300,9.797839
"2004-09-13",14.398476,14.529123,14.384867,14.48013,474300,9.825542
"2004-09-14",14.507349,14.534567,14.398476,14.42025,572000,9.784907
"2004-09-15",14.417528,14.469243,14.368536,14.393032,387600,9.766438
"2004-09-16",14.393032,14.444747,14.387589,14.425694,384300,9.788604
"2004-09-17",14.425694,14.501905,14.412085,14.439303,1110600,9.797839
"2004-09-20",14.452912,14.594447,14.357648,14.504627,546600,9.842164
"2004-09-21",14.289602,14.621666,14.289602,14.55362,1058400,9.875406
"2004-09-22",14.556342,14.556342,14.354926,14.463799,1282500,9.814461
"2004-09-23",14.403919,14.422973,14.194339,14.368536,900800,9.749817
"2004-09-24",14.425694,14.488297,14.376701,14.412085,724100,9.779369
"2004-09-27",14.452912,14.496462,14.305934,14.398476,653900,9.770133
"2004-09-28",14.439303,14.681546,14.439303,14.646162,580100,9.9382
"2004-09-29",14.646162,14.673381,14.482853,14.564507,797200,9.882795
"2004-09-30",14.575395,14.831246,14.556342,14.782253,973600,10.030549
"2004-10-01",14.757757,14.907457,14.749592,14.907457,659100,10.115501
"2004-10-04",14.907457,14.929233,14.817637,14.893848,568700,10.106271
"2004-10-05",14.948285,15.054437,14.907457,14.975504,792400,10.161681
"2004-10-06",14.994556,15.097986,14.994556,15.078933,389800,10.231861
"2004-10-07",15.092543,15.187806,14.8503,14.872074,628200,10.091496
"2004-10-08",14.874796,14.980947,14.798585,14.8503,405900,10.076719
"2004-10-11",14.8503,14.89657,14.738705,14.885683,451100,10.100728
"2004-10-12",14.817637,14.931954,14.768644,14.787698,990800,10.034244
"2004-10-13",14.64344,14.673381,14.52368,14.529123,1787400,9.858786
"2004-10-14",14.542733,14.986391,14.542733,14.831246,1961500,10.063793
"2004-10-15",14.861187,15.057158,14.839412,14.994556,445600,10.174608
"2004-10-18",15.078933,15.078933,14.798585,14.825803,716400,10.0601
"2004-10-19",14.825803,14.825803,14.662493,14.727818,651000,9.993613
"2004-10-20",14.779531,15.035384,14.763201,14.945563,965500,10.141364
"2004-10-21",14.972782,15.062602,14.912902,14.983669,664900,10.167218
"2004-10-22",14.997278,15.019053,14.8503,14.8503,986800,10.076719
"2004-10-25",14.942842,14.961894,14.831246,14.942842,1310500,10.139516
"2004-10-26",14.997278,15.035384,14.833968,14.907457,969200,10.115501
"2004-10-27",14.929233,15.114317,14.915624,15.021774,1557700,10.193075
"2004-10-28",15.021774,15.038106,14.801307,14.861187,812600,10.084107
"2004-10-29",14.833968,15.092543,14.823081,15.051715,1289200,10.213392
"2004-11-01",15.119761,15.242243,14.972782,15.201415,1381000,10.314973
"2004-11-02",15.228634,15.269461,15.146978,15.146978,1362300,10.278032
"2004-11-03",15.258574,15.413718,15.242243,15.370169,1577900,10.429481
"2004-11-04",15.370169,15.462711,15.351116,15.462711,1204300,10.492274
"2004-11-05",15.45999,15.500816,15.362003,15.427327,895300,10.468265
"2004-11-08",15.413718,15.413718,15.274905,15.321176,871100,10.396232
"2004-11-09",15.201415,15.236799,15.106152,15.125204,1265600,10.524284
"2004-11-10",15.106152,15.187806,15.081655,15.160588,1064300,10.548905
"2004-11-11",15.16331,15.250408,15.127926,15.16331,1350900,10.550799
"2004-11-12",15.1497,15.391943,15.084376,15.386499,871400,10.706097
"2004-11-15",15.378334,15.391943,15.144257,15.307567,1083800,10.651179
"2004-11-16",15.307567,15.489929,15.296679,15.329341,814500,10.666326
"2004-11-17",15.351116,15.557975,15.351116,15.41644,1232200,10.72693
"2004-11-18",15.348394,15.653239,15.337507,15.620577,893800,10.868971
"2004-11-19",15.647796,15.691344,15.503538,15.560697,776300,10.827306
"2004-11-22",15.560697,15.792052,15.560697,15.786609,1024300,10.984494
"2004-11-23",15.805661,15.939031,15.748503,15.87915,1524700,11.048889
"2004-11-24",15.87915,16.118671,15.857376,16.066957,614200,11.179565
"2004-11-26",16.08601,16.238432,16.08601,16.11595,313000,11.213655
"2004-11-29",16.118671,16.268372,15.955362,16.11595,897100,11.213655
"2004-11-30",16.11595,16.290148,16.11595,16.194883,779200,11.26858
"2004-12-01",16.194883,16.20577,15.939031,15.990746,1718600,11.126538
"2004-12-02",15.990746,15.990746,15.753946,15.792052,1760200,10.988285
"2004-12-03",15.745781,16.099619,15.704954,15.887317,1530900,11.054569
"2004-12-06",15.941752,15.985302,15.786609,15.865541,1054800,11.039417
"2004-12-07",15.865541,16.004354,15.528035,15.604246,1209800,10.85761
"2004-12-08",15.604246,15.857376,15.389221,15.835602,951500,11.018587
"2004-12-09",16.004354,16.211214,15.933587,16.1595,1429100,11.24396
"2004-12-10",16.13228,16.219379,16.007076,16.08601,1097000,11.192822
"2004-12-13",16.154055,16.344584,16.154055,16.320087,845700,11.355697
"2004-12-14",16.399019,16.41263,16.252041,16.301035,778500,11.34244
"2004-12-15",16.287426,16.317366,16.137724,16.290148,1454100,11.334865
"2004-12-16",16.41263,16.41263,16.058792,16.183996,963600,11.261003
"2004-12-17",16.135002,16.48884,16.102341,16.426239,2256200,11.429561
"2004-12-20",16.423517,16.448013,16.208492,16.273815,818100,11.323502
"2004-12-21",16.241154,16.420795,16.230267,16.420795,598100,11.425772
"2004-12-22",16.456179,16.546,16.33914,16.344584,790200,11.372742
"2004-12-23",16.344584,16.570496,16.330975,16.516058,501500,11.492061
"2004-12-27",16.543278,16.548721,16.268372,16.284704,724800,11.331078
"2004-12-28",16.298313,16.439848,16.203049,16.360914,561700,11.384109
"2004-12-29",16.388132,16.565052,16.377245,16.502449,809300,11.482586
"2004-12-30",16.505171,16.581383,16.497005,16.532391,351900,11.503423
"2004-12-31",16.521502,16.652151,16.483397,16.510614,302000,11.488268
"2005-01-03",16.456179,16.469788,16.028851,16.105062,1144400,11.206083
"2005-01-04",16.069679,16.145889,15.949919,15.977137,1158000,11.117067
"2005-01-05",15.977137,16.045183,15.900926,15.914535,1099200,11.073509
"2005-01-06",15.917256,16.298313,15.903647,16.192162,876900,11.266687
"2005-01-07",16.192162,16.192162,15.944474,16.015242,831400,11.143584
"2005-01-10",16.061514,16.164944,15.998911,16.053349,1203200,11.170098
"2005-01-11",16.053349,16.099619,15.933587,16.028851,1069500,11.153053
"2005-01-12",16.053349,16.135002,15.936309,16.094175,1298300,11.198508
"2005-01-13",16.135002,16.219379,15.911813,15.9227,1171200,11.07919
"2005-01-14",15.928144,15.971693,15.843767,15.909091,1018400,11.069721
"2005-01-18",15.963528,16.045183,15.857376,15.9227,2214600,11.07919
"2005-01-19",15.868263,15.944474,15.658683,15.740337,1913700,10.952301
"2005-01-20",15.685901,15.69951,15.44638,15.541644,2578000,10.814047
"2005-01-21",15.60969,15.647796,15.514425,15.560697,2109600,10.827306
"2005-01-24",15.628742,15.628742,15.44638,15.457267,1676800,10.755338
"2005-01-25",15.498095,15.653239,15.329341,15.362003,1688500,10.689051
"2005-01-26",15.394665,15.495373,15.242243,15.329341,2825600,10.666326
"2005-01-27",15.329341,15.435493,15.182363,15.383778,1925100,10.704205
"2005-01-28",15.381056,15.440936,15.185084,15.410996,1734100,10.723144
"2005-01-31",15.410996,15.601524,15.35656,15.525313,1296900,10.802684
"2005-02-01",15.541644,15.764834,15.541644,15.702232,1220100,10.925784
"2005-02-02",15.724007,15.854654,15.617855,15.691344,1622000,10.918213
"2005-02-03",15.677735,15.767556,15.549809,15.737616,1268900,10.950408
"2005-02-04",15.764834,15.81927,15.66957,15.813827,1093700,11.003436
"2005-02-07",15.800218,15.890038,15.647796,15.770278,697600,10.973133
"2005-02-08",15.748503,15.797496,15.650517,15.737616,1286600,10.950408
"2005-02-09",15.737616,15.821992,15.601524,15.623299,1072400,10.870864
"2005-02-10",15.718563,15.745781,15.560697,15.69951,859300,10.923891
"2005-02-11",15.617855,15.726728,15.503538,15.636908,864800,11.150223
"2005-02-14",15.677735,15.802939,15.645074,15.786609,960000,11.25697
"2005-02-15",15.813827,15.909091,15.778443,15.870985,685900,11.317135
"2005-02-16",15.925422,16.110506,15.860098,16.107784,681500,11.485986
"2005-02-17",16.135002,16.170387,15.971693,16.01252,1025700,11.418058
"2005-02-18",16.03974,16.183996,16.028851,16.075123,1147700,11.462702
"2005-02-22",16.151333,16.276537,16.096897,16.099619,1506300,11.480166
"2005-02-23",16.121393,16.175831,15.966249,16.034294,1790700,11.433584
"2005-02-24",16.083288,16.08601,15.914535,16.064236,1235100,11.454932
"2005-02-25",16.13228,16.298313,16.099619,16.194883,1893900,11.548096
"2005-02-28",16.23571,16.347305,15.887317,16.154055,1363700,11.518982
"2005-03-01",16.156776,16.268372,16.031572,16.167665,989000,11.528687
"2005-03-02",16.167665,16.241154,16.037018,16.126837,1071300,11.499572
"2005-03-03",16.222101,16.371801,16.124115,16.260206,1653300,11.594677
"2005-03-04",16.303757,16.472509,16.186718,16.431683,742500,11.716952
"2005-03-07",16.431683,16.4589,16.301035,16.428961,1602200,11.715011
"2005-03-08",16.428961,16.63854,16.428961,16.570496,839100,11.815933
"2005-03-09",16.603157,16.668482,16.262928,16.26565,1848700,11.598557
"2005-03-10",16.262928,16.268372,15.958084,16.099619,708700,11.480166
"2005-03-11",16.031572,16.238432,16.020685,16.064236,890200,11.454932
"2005-03-14",16.096897,16.390854,16.053349,16.350027,1235500,11.658726
"2005-03-15",16.36908,16.44257,16.094175,16.118671,1003000,11.493754
"2005-03-16",16.107784,16.352749,16.099619,16.13228,551100,11.503458
"2005-03-17",16.200327,16.249319,16.113228,16.167665,669000,11.528687
"2005-03-18",16.23571,16.295591,16.107784,16.183996,757500,11.540335
"2005-03-21",16.183996,16.197605,16.015242,16.121393,338300,11.495692
"2005-03-22",16.075123,16.330975,15.884595,15.887317,1378100,11.328783
"2005-03-23",15.786609,15.786609,15.244965,15.549809,2065800,11.088113
"2005-03-24",15.596081,15.601524,15.394665,15.451823,1435400,11.018241
"2005-03-28",15.451823,15.574306,15.400109,15.465433,693200,11.027949
"2005-03-29",15.465433,15.601524,15.342951,15.342951,885400,10.940607
"2005-03-30",15.370169,15.522592,15.299401,15.451823,1027600,11.018241
"2005-03-31",15.552531,15.683179,15.544366,15.634186,1017600,11.148277
"2005-04-01",15.743059,15.83288,15.62602,15.781165,736200,11.253091
"2005-04-04",15.87915,15.898204,15.743059,15.86282,819300,11.31131
"2005-04-05",15.83288,16.058792,15.783887,16.015242,1033100,11.419997
"2005-04-06",16.015242,16.026129,15.821992,15.887317,885800,11.328783
"2005-04-07",15.887317,16.069679,15.865541,16.031572,1030100,11.431644
"2005-04-08",16.028851,16.028851,15.802939,15.846489,743200,11.299666
"2005-04-11",15.81927,15.827436,15.683179,15.683179,1188500,11.183215
"2005-04-12",15.655961,15.702232,15.533479,15.623299,1088900,11.140513
"2005-04-13",15.582472,15.636908,15.432771,15.443658,791300,11.012421
"2005-04-14",15.511703,15.664126,15.484486,15.549809,1249100,11.088113
"2005-04-15",15.522592,15.601524,15.329341,15.345673,994500,10.94255
"2005-04-18",15.45999,15.745781,15.405553,15.596081,1163900,11.121109
"2005-04-19",15.60969,15.813827,15.500816,15.726728,1226000,11.214269
"2005-04-20",15.753946,15.764834,15.440936,15.440936,669400,11.010479
"2005-04-21",15.508982,15.683179,15.427327,15.620577,856000,11.138574
"2005-04-22",15.56614,15.680457,15.479042,15.620577,830600,11.138574
"2005-04-25",15.688622,15.851933,15.683179,15.849211,767800,11.301608
"2005-04-26",15.86282,16.058792,15.808383,15.903647,983500,11.340425
"2005-04-27",15.9227,15.9227,15.639629,15.751225,1240700,11.231737
"2005-04-28",15.704954,15.704954,15.500816,15.541644,865500,11.082291
"2005-04-29",15.541644,15.688622,15.484486,15.688622,748300,11.187097
"2005-05-02",15.661405,15.906369,15.661405,15.898204,684000,11.336545
"2005-05-03",15.854654,16.271093,15.849211,16.173109,1978000,11.532571
"2005-05-04",16.213936,16.287426,15.977137,16.232988,1825200,11.883881
"2005-05-05",16.23571,16.418074,16.192162,16.230267,1977700,11.881884
"2005-05-06",16.262928,16.303757,16.102341,16.173109,993800,11.840046
"2005-05-09",16.181274,16.499727,16.170387,16.448013,2222700,12.041297
"2005-05-10",16.426239,16.532391,16.399019,16.521502,1386500,12.095099
"2005-05-11",16.494284,16.646708,16.36908,16.627653,1299800,12.172809
"2005-05-12",16.627653,16.627653,16.29287,16.330975,1503000,11.955619
"2005-05-13",16.3092,16.341862,15.974415,16.110506,966900,11.794214
"2005-05-16",16.05607,16.107784,15.9227,16.096897,1323300,11.784251
"2005-05-17",16.053349,16.181274,16.015242,16.167665,1462200,11.836059
"2005-05-18",16.181274,16.41263,16.173109,16.350027,1050300,11.969565
"2005-05-19",16.317366,16.355471,16.203049,16.279259,701700,11.917751
"2005-05-20",16.290148,16.295591,16.126837,16.145889,651000,11.820118
"2005-05-23",16.200327,16.415352,16.156776,16.388132,1360800,11.997458
"2005-05-24",16.320087,16.551443,16.320087,16.510614,1447500,12.087127
"2005-05-25",16.565052,16.565052,16.409908,16.445292,979100,12.039301
"2005-05-26",16.499727,16.614044,16.494284,16.575939,1091500,12.134946
"2005-05-27",16.573217,16.940664,16.573217,16.842678,1572800,12.330224
"2005-05-31",16.880783,17.346216,16.880783,17.299946,4324600,12.664981
"2005-06-01",17.299946,17.849754,17.299946,17.847033,2604400,13.065492
"2005-06-02",17.78171,18.089275,17.773544,18.089275,1939800,13.242836
"2005-06-03",18.007622,18.236256,17.958628,18.048449,1785100,13.212942
"2005-06-06",18.05117,18.113773,17.819815,17.93141,990100,13.127261
"2005-06-07",17.958628,18.1546,17.876974,17.936853,1530200,13.13125
"2005-06-08",17.936853,18.0049,17.882418,17.936853,979100,13.13125
"2005-06-09",17.988569,17.994013,17.70822,17.966793,1235900,13.153163
"2005-06-10",18.089275,18.168209,17.93141,18.138269,1097700,13.278705
"2005-06-13",18.111052,18.473053,18.067501,18.454,1036000,13.509843
"2005-06-14",18.418617,18.473053,18.33424,18.410452,1087800,13.477962
"2005-06-15",18.467609,18.48122,18.309744,18.413174,748300,13.479953
"2005-06-16",18.385956,18.584648,18.372347,18.584648,605800,13.60549
"2005-06-17",18.508438,18.508438,18.209036,18.339684,2314600,13.426157
"2005-06-20",18.331518,18.443113,18.249865,18.440392,925800,13.499878
"2005-06-21",18.372347,18.448557,18.328796,18.36146,800100,13.442092
"2005-06-22",18.36146,18.440392,18.307022,18.394121,608400,13.466002
"2005-06-23",18.358738,18.486664,18.345127,18.402287,641400,13.471986
"2005-06-24",18.383234,18.592813,18.366903,18.43767,1576100,13.497891
"2005-06-27",18.383234,18.505716,18.296135,18.467609,764500,13.519814
"2005-06-28",18.48122,18.671747,18.48122,18.666304,1088200,13.665265
"2005-06-29",18.693521,18.73435,18.508438,18.562874,1242500,13.589551
"2005-06-30",18.576483,18.603703,18.445835,18.508438,1152100,13.549696
"2005-07-01",18.51116,18.698965,18.51116,18.679913,725200,13.675234
"2005-07-05",18.753403,18.957539,18.753403,18.922155,676300,13.852572
"2005-07-06",18.998367,19.022863,18.758846,18.780621,660200,13.748956
"2005-07-07",18.590092,18.916712,18.590092,18.91399,770000,13.846592
"2005-07-08",18.91399,19.183451,18.91399,19.16712,671200,14.031909
"2005-07-11",19.16712,19.229723,19.118128,19.227001,692500,14.075743
"2005-07-12",19.227001,19.322264,19.191616,19.259663,726300,14.099652
"2005-07-13",19.27055,19.311377,19.022863,19.055525,780700,13.950211
"2005-07-14",19.256941,19.433859,18.96026,19.047359,1011400,13.94423
"2005-07-15",19.055525,19.188894,18.990202,19.107241,710900,13.988066
"2005-07-18",19.060968,19.112684,18.873163,18.930321,487500,13.858549
"2005-07-19",18.984758,18.998367,18.851389,18.941208,802000,13.866517
"2005-07-20",18.957539,19.025585,18.829613,18.949373,931300,13.872501
"2005-07-21",18.968428,18.968428,18.652695,18.837778,750900,13.790802
"2005-07-22",18.875885,19.401197,18.875885,19.401197,984900,14.203266
"2005-07-25",19.308655,19.477409,19.275993,19.414806,632200,14.213232
"2005-07-26",19.550898,19.59717,19.324986,19.433859,604700,14.227184
"2005-07-27",19.379423,19.667936,19.365814,19.659771,803100,14.392567
"2005-07-28",19.741426,19.757757,19.431137,19.482853,1398600,14.263048
"2005-07-29",19.550898,19.676102,19.281437,19.338596,903000,14.157445
"2005-08-01",19.379423,19.480131,19.292324,19.327707,519100,14.14947
"2005-08-02",19.324986,19.695156,19.324986,19.678823,690700,14.406512
"2005-08-03",19.678823,19.839413,19.537289,19.610779,587100,14.356703
"2005-08-04",19.542732,19.651606,19.436581,19.455635,792400,14.24312
"2005-08-05",19.482853,19.482853,18.802395,19.014698,1050000,13.92032
"2005-08-08",19.052803,19.139902,18.859554,18.889494,1277400,13.828657
"2005-08-09",18.916712,18.998367,18.731628,18.824169,1597400,13.780842
"2005-08-10",18.777899,18.911268,18.655416,18.767012,1070200,14.052529
"2005-08-11",18.807838,19.069134,18.796951,19.066412,955200,14.276715
"2005-08-12",19.052803,19.104519,18.905825,19.033751,1045900,14.252258
"2005-08-15",18.990202,19.227001,18.990202,19.16712,1002200,14.352128
"2005-08-16",19.126293,19.256941,18.990202,19.011976,1181100,14.235954
"2005-08-17",18.94393,19.025585,18.693521,18.739794,1032700,14.032153
"2005-08-18",18.671747,18.835056,18.519325,18.780621,1324400,14.06272
"2005-08-19",18.941208,19.224279,18.870441,19.180729,1051100,14.362318
"2005-08-22",19.194338,19.335875,19.142624,19.297768,1089300,14.449954
"2005-08-23",19.352205,19.608057,19.352205,19.52368,1435400,14.619109
"2005-08-24",19.589005,19.907457,19.553619,19.744148,1137100,14.784194
"2005-08-25",19.71693,19.812193,19.662493,19.768644,743900,14.802544
"2005-08-26",19.768644,19.806749,19.586283,19.599892,555100,14.676187
"2005-08-29",19.599892,19.951008,19.59717,19.951008,896000,14.939092
"2005-08-30",19.978226,20.168753,19.899292,20.1497,972800,15.087866
"2005-08-31",20.176918,20.528034,20.160587,20.522591,1161700,15.367089
"2005-09-01",20.577028,20.83288,20.577028,20.732172,1033800,15.524022
"2005-09-02",20.72945,20.843767,20.479042,20.593359,688600,15.42008
"2005-09-06",20.762112,21.192162,20.762112,21.175831,1355500,15.856228
"2005-09-07",21.197605,21.556887,21.045183,21.224823,1050900,15.892913
"2005-09-08",21.230267,21.301035,21.066957,21.072401,937200,15.778784
"2005-09-09",21.110506,21.252041,21.050627,21.143167,1002800,15.83177
"2005-09-12",21.164944,21.257484,21.05607,21.083288,778500,15.786931
"2005-09-13",21.066957,21.181274,20.821993,20.849211,974500,15.611653
"2005-09-14",20.930866,21.01252,20.821993,20.843767,1035500,15.607576
"2005-09-15",20.762112,20.876429,20.642351,20.685902,1431300,15.489375
"2005-09-16",20.685902,21.01252,20.636908,20.952641,1221400,15.689107
"2005-09-19",21.050627,21.350027,21.034294,21.279259,799800,15.933669
"2005-09-20",21.230267,21.529669,21.066957,21.311922,1478900,15.958133
"2005-09-21",21.284704,21.720196,21.175831,21.295591,1017300,15.9459
"2005-09-22",21.295591,21.311922,20.854654,21.061514,569800,15.77063
"2005-09-23",21.072401,21.072401,20.827436,20.870985,664400,15.627968
"2005-09-26",20.870985,20.881872,20.664125,20.821993,1428200,15.591281
"2005-09-27",20.827436,20.849211,20.691345,20.751225,717700,15.538283
"2005-09-28",20.794775,21.322809,20.734894,21.311922,1015100,15.958133
"2005-09-29",21.257484,21.333696,20.658682,21.186718,1581200,15.864378
"2005-09-30",21.170387,21.469788,21.143167,21.262928,1494000,15.921443
"2005-10-03",21.284704,21.660316,21.284704,21.420795,1073500,16.039656
"2005-10-04",21.8454,22.416985,21.355471,21.360914,1612700,15.994819
"2005-10-05",21.230267,21.230267,20.28307,20.288513,1217300,15.191817
"2005-10-06",20.473598,21.154055,20.032661,20.647795,8234900,15.460842
"2005-10-07",20.854654,21.230267,20.778442,21.13228,3165100,15.823612
"2005-10-10",21.175831,21.175831,20.511703,20.533478,1502200,15.375244
"2005-10-11",20.604246,20.821993,20.435493,20.533478,1183700,15.375244
"2005-10-12",20.577028,20.658682,19.940121,20.043549,1125300,15.008382
"2005-10-13",19.923788,19.923788,18.786064,19.395754,2517600,14.523327
"2005-10-14",19.395754,19.874796,19.052803,19.858465,1018400,14.869802
"2005-10-17",20.849211,20.849211,20.010887,20.059879,1553900,15.020618
"2005-10-18",20.076212,20.17964,19.657049,19.667936,870700,14.727131
"2005-10-19",19.59717,19.853022,19.058247,19.825804,891600,14.845341
"2005-10-20",20.604246,20.767555,19.346762,19.586283,1717400,14.66599
"2005-10-21",19.733261,20.125204,19.59717,19.831247,1390200,14.849415
"2005-10-24",19.923788,20.32662,19.831247,20.315733,1173600,15.212193
"2005-10-25",20.304844,20.60969,20.168753,20.582472,980500,15.411922
"2005-10-26",20.500816,20.669569,20.190529,20.304844,725700,15.204047
"2005-10-27",20.261295,20.468155,19.934675,20.032661,1086000,15.000237
"2005-10-28",20.163309,20.90909,20.048992,20.870985,1241600,15.627968
"2005-10-31",20.919979,21.295591,20.778442,21.03974,1305700,15.75432
"2005-11-01",21.01252,21.192162,20.854654,20.860098,1712600,15.619809
"2005-11-02",20.805662,21.1595,20.767555,21.137724,984200,15.827691
"2005-11-03",21.13228,21.219379,20.636908,21.094175,1255900,15.795083
"2005-11-04",21.066957,21.148611,20.653238,20.811106,613100,15.583123
"2005-11-07",20.811106,20.974415,20.462711,20.620577,698400,15.440465
"2005-11-08",20.413717,20.685902,20.234077,20.342951,1283500,15.389296
"2005-11-09",20.141535,20.517147,20.043549,20.114317,3071000,15.216342
"2005-11-10",20.065325,20.17964,19.640718,19.972782,1341100,15.109271
"2005-11-11",19.934675,20.157866,19.678823,19.940121,927300,15.084558
"2005-11-14",19.978226,20.310289,19.89657,20.244965,928000,15.315174
"2005-11-15",20.087099,20.315733,19.923788,19.951008,874500,15.092791
"2005-11-16",19.989113,20.130648,19.869352,20.125204,833600,15.224575
"2005-11-17",20.261295,20.489929,20.005444,20.141535,1042300,15.236936
"2005-11-18",20.22319,20.293957,20.005444,20.266739,1306400,15.331645
"2005-11-21",20.293957,20.571585,20.119761,20.571585,1397700,15.562257
"2005-11-22",20.582472,20.718563,20.419161,20.702232,1092800,15.66109
"2005-11-23",20.675014,20.860098,20.528034,20.783886,729600,15.722866
"2005-11-25",20.843767,21.03974,20.783886,21.03974,361700,15.916413
"2005-11-28",21.01252,21.01252,20.615133,20.620577,1093900,15.599323
"2005-11-29",20.62602,20.838324,20.473598,20.511703,1116700,15.516959
"2005-11-30",20.615133,20.734894,20.337507,20.353838,1496200,15.397532
"2005-12-01",20.40283,20.805662,20.353838,20.800219,1574600,15.735223
"2005-12-02",20.827436,20.827436,20.440937,20.724007,1264000,15.677565
"2005-12-05",20.685902,20.898203,20.457268,20.484486,1499500,15.496371
"2005-12-06",20.560698,20.653238,20.304844,20.370169,1644400,15.409893
"2005-12-07",20.419161,20.598803,20.163309,20.32662,1104900,15.376945
"2005-12-08",20.337507,20.468155,20.152422,20.446381,1154000,15.46754
"2005-12-09",20.544365,20.566141,20.17964,20.28307,1165000,15.344004
"2005-12-12",20.435493,20.615133,20.348394,20.577028,1506100,15.566377
"2005-12-13",20.636908,20.881872,20.577028,20.794775,1301100,15.731097
"2005-12-14",20.925423,21.507893,20.919979,21.393576,2122100,16.184088
"2005-12-15",21.399019,21.437126,21.061514,21.257484,913700,16.081146
"2005-12-16",21.448013,21.469788,20.141535,20.195972,6592800,15.27811
"2005-12-19",20.201416,20.250408,19.885683,20.087099,2167600,15.195751
"2005-12-20",20.070768,20.391943,20.038105,20.353838,2052600,15.397532
"2005-12-21",20.370169,20.484486,20.217747,20.315733,1208300,15.36871
"2005-12-22",20.315733,20.462711,20.212303,20.321177,1066100,15.372828
"2005-12-23",20.359282,20.446381,20.272182,20.359282,923600,15.401654
"2005-12-27",20.293957,20.293957,19.923788,19.972782,855800,15.109271
"2005-12-28",20.054436,20.152422,19.836691,19.940121,964600,15.084558
"2005-12-29",20.17964,20.272182,19.874796,19.918344,651400,15.068091
"2005-12-30",19.787697,20.048992,19.602613,19.972782,918500,15.109271
"2006-01-03",20.043549,20.560698,20.027218,20.484486,987000,15.496371
"2006-01-04",20.408274,20.816549,20.342951,20.740337,1483300,15.689919
"2006-01-05",20.794775,20.854654,20.500816,20.71312,1313600,15.669332
"2006-01-06",20.876429,20.979858,20.675014,20.979858,1365800,15.871118
"2006-01-09",21.066957,21.203049,20.767555,20.876429,1730400,15.792876
"2006-01-10",20.821993,21.181274,20.751225,21.164944,927800,16.011131
"2006-01-11",21.13228,21.241154,20.996189,21.213936,1159100,16.048199
"2006-01-12",21.143167,21.175831,20.783886,20.811106,1073300,15.743459
"2006-01-13",20.778442,21.023407,20.772999,20.919979,591100,15.825816
"2006-01-17",20.881872,21.094175,20.849211,21.083288,866300,15.949363
"2006-01-18",20.821993,21.034294,20.685902,20.794775,1199100,15.731097
"2006-01-19",20.849211,20.849211,20.620577,20.767555,1308100,15.710511
"2006-01-20",20.794775,21.028851,20.794775,20.849211,1086700,15.772279
"2006-01-23",20.930866,20.941753,20.577028,20.647795,878800,15.619914
"2006-01-24",20.60969,20.762112,20.468155,20.734894,943600,15.685804
"2006-01-25",20.72945,20.72945,20.440937,20.582472,1327900,15.570498
