"","DRI.Open","DRI.High","DRI.Low","DRI.Close","DRI.Volume","DRI.Adjusted"
"2008-09-11",27.120926,27.862864,26.816999,27.755594,3600900,19.10327
"2008-09-12",27.210316,27.487425,26.54883,27.201378,3811300,18.721825
"2008-09-15",26.361111,27.398035,25.869467,26.387928,2985000,18.161951
"2008-09-16",26.244904,26.825939,25.949917,26.718672,3044500,18.389589
"2008-09-17",27.022596,27.326523,25.485088,25.762197,5218700,17.731283
"2008-09-18",26.146576,26.54883,24.886175,26.316416,6095400,18.112734
"2008-09-19",27.844984,28.872971,26.825939,28.354507,6777200,19.515484
"2008-09-22",27.907558,28.023766,26.289598,26.682915,2489500,18.364979
"2008-09-23",26.709732,27.281828,25.395699,25.520845,2928000,17.565165
"2008-09-24",25.681747,25.681747,24.966627,25.056017,2257700,17.245241
"2008-09-25",25.279491,25.494028,24.93087,25.127529,2398400,17.294455
"2008-09-26",24.582251,25.574478,24.582251,25.529783,2712900,17.571318
"2008-09-29",25.109652,25.377821,23.911825,24.376654,3601900,16.777655
"2008-09-30",24.85936,25.878405,23.876068,25.592358,3186500,17.61438
"2008-10-01",25.297371,26.191271,25.082834,25.797955,3064900,17.75589
"2008-10-02",25.610235,25.75326,25.047077,25.538723,2617000,17.577473
"2008-10-03",25.994612,26.110819,24.260447,24.537556,3226800,16.888403
"2008-10-06",23.357607,24.1353,21.954184,23.125193,4125200,15.916324
"2008-10-07",23.116255,23.598961,22.320683,22.678244,3055500,15.608698
"2008-10-08",21.46254,22.937473,21.46254,21.516172,4944400,14.926549
"2008-10-09",21.525112,21.775404,18.986437,18.986437,5408500,13.171581
"2008-10-10",17.645586,20.094872,15.91142,19.156277,7248500,13.289406
"2008-10-13",20.318348,20.809992,19.853519,20.809992,2404900,14.436651
