"","TSCO.Open","TSCO.High","TSCO.Low","TSCO.Close","TSCO.Volume","TSCO.Adjusted"
"2004-11-24",8.1375,8.18,8.095,8.15,2600400,7.067206
"2004-11-26",8.1475,8.21,8.1125,8.1125,569200,7.034688
"2004-11-29",8.08,8.24,8.0375,8.2025,2238800,7.11273
"2004-11-30",8.225,8.26,7.93,7.93,2162000,6.876434
"2004-12-01",8,8.3425,7.995,8.325,2336400,7.218955
"2004-12-02",8.3525,8.5625,8.255,8.515,2348000,7.383713
"2004-12-03",8.5,8.55,8.3625,8.4375,1869200,7.31651
"2004-12-06",8.475,8.475,8.3225,8.4125,1586400,7.294831
"2004-12-07",8.475,8.475,8.3325,8.36,1406800,7.249305
"2004-12-08",8.335,8.4875,8.335,8.47,942400,7.344691
"2004-12-09",8.345,8.49,8.26,8.3925,873200,7.277488
"2004-12-10",8.4475,8.745,8.365,8.6325,2021600,7.485599
"2004-12-13",8.6875,8.72,8.525,8.63,1198800,7.483434
"2004-12-14",8.5925,8.8125,8.57,8.7875,1868000,7.620009
"2004-12-15",8.76,8.81,8.7325,8.78,676000,7.613506
"2004-12-16",8.79,8.84,8.73,8.8125,821200,7.64169
"2004-12-17",8.8525,8.9375,8.8025,8.855,1486000,7.678542
"2004-12-20",8.875,8.9225,8.785,8.8125,1376400,7.64169
"2004-12-21",8.8475,8.945,8.785,8.94,1286800,7.752247
"2004-12-22",8.8675,9.2075,8.8675,9.085,1327600,7.877984
"2004-12-23",9.125,9.155,8.9125,8.9825,990000,7.789102
"2004-12-27",8.9525,8.9725,8.8025,8.885,870000,7.704556
"2004-12-28",8.83,9.12,8.83,9.075,1285600,7.869311
"2004-12-29",9.045,9.1525,8.925,9.1425,681200,7.927845
"2004-12-30",9.05,9.295,9.05,9.215,1218400,7.990712
"2004-12-31",9.2625,9.4325,9.2,9.3025,1225600,8.066586
"2005-01-03",9.375,9.4425,9.115,9.26,2329600,8.029737
"2005-01-04",9.19,9.3125,8.9725,9.0575,1229600,7.85414
"2005-01-05",9,9.075,8.8775,8.9075,752400,7.724068
"2005-01-06",8.995,9.2,8.9775,9.0875,1054400,7.880152
"2005-01-07",9.095,9.1325,8.8125,8.865,923200,7.687214
"2005-01-10",8.8275,9.145,8.785,9.0125,864000,7.815113
"2005-01-11",9.01,9.11,8.875,9.0025,989600,7.80644
"2005-01-12",8.9925,9.1375,8.885,9.13,892800,7.917006
"2005-01-13",9.13,9.13,8.85,8.8925,1320800,7.711059
"2005-01-14",8.98,9.11,8.8475,8.8975,1122000,7.715394
"2005-01-18",8.8625,9.1225,8.8225,9.0725,750400,7.867145
"2005-01-19",9.04,9.1925,8.945,9.055,950800,7.851967
"2005-01-20",9.0475,9.0925,8.9475,8.96,1036000,7.769588
"2005-01-21",8.965,8.9975,8.5675,8.61,2422800,7.46609
"2005-01-24",8.66,8.66,8.3,8.475,2038400,7.349028
"2005-01-25",8.425,8.7325,8.425,8.625,1722400,7.479099
"2005-01-26",8.65,8.875,8.61,8.875,1672400,7.695888
"2005-01-27",8.875,9.2025,8.7875,8.9825,3108800,7.789102
"2005-01-28",8.9175,8.97,8.7475,8.795,1884800,7.626512
"2005-01-31",8.875,8.9925,8.84,8.95,1631200,7.760921
"2005-02-01",8.875,9.3225,8.875,9.285,1612000,8.05141
"2005-02-02",9.25,9.31,9.0975,9.3025,1336800,8.066586
"2005-02-03",9.165,9.775,9.165,9.64,2969200,8.359245
"2005-02-04",10.3925,11.2,10.3525,11.0825,13593200,9.610099
"2005-02-07",11.0275,11.345,10.8575,11.345,3872000,9.837729
"2005-02-08",11.25,11.3625,11.2425,11.3125,2254400,9.809539
"2005-02-09",11.25,11.25,10.465,10.62,4600400,9.209048
"2005-02-10",10.6,10.885,10.6,10.81,1438000,9.373801
"2005-02-11",10.8575,10.8575,10.6825,10.79,1112400,9.356458
"2005-02-14",10.775,10.8325,10.715,10.8025,921200,9.367298
"2005-02-15",10.7475,10.87,10.65,10.725,1014800,9.300097
"2005-02-16",10.67,10.74,10.65,10.7025,991200,9.280584
"2005-02-17",10.75,10.8,10.495,10.495,1655200,9.100654
"2005-02-18",10.5525,10.695,10.5,10.645,1088800,9.230726
"2005-02-22",10.5675,10.6525,10.385,10.4225,1465200,9.037787
"2005-02-23",10.4425,10.5675,10.4275,10.4875,1433600,9.094152
"2005-02-24",10.4875,10.7225,10.475,10.7225,1594000,9.297931
"2005-02-25",10.6875,10.72,10.5625,10.625,1131600,9.213381
"2005-02-28",10.625,10.695,10.5125,10.6475,1336400,9.232893
"2005-03-01",10.65,10.8675,10.57,10.805,1090000,9.369468
"2005-03-02",10.8,10.925,10.7025,10.81,1838800,9.373801
"2005-03-03",10.88,10.88,10.565,10.68,1450800,9.261075
"2005-03-04",10.75,11.04,10.705,10.9625,1262400,9.506042
"2005-03-07",10.935,10.99,10.75,10.825,932000,9.386807
"2005-03-08",10.8,10.8,10.625,10.625,1355200,9.213381
"2005-03-09",10.625,10.75,10.5575,10.5825,418800,9.176532
"2005-03-10",10.65,10.7575,10.505,10.635,975600,9.222054
"2005-03-11",10.6725,10.75,10.4875,10.6825,865600,9.263243
"2005-03-14",10.74,10.7475,10.58,10.6775,568800,9.258907
"2005-03-15",10.6925,10.86,10.64,10.6725,701200,9.254569
"2005-03-16",10.625,10.7025,10.505,10.57,957200,9.165692
"2005-03-17",10.595,10.6775,10.435,10.645,922000,9.230726
"2005-03-18",10.6175,10.7275,10.5625,10.6375,1268400,9.224223
"2005-03-21",10.6375,10.6375,10.47,10.5825,870400,9.176532
"2005-03-22",10.6325,10.91,10.5575,10.7875,1854000,9.354293
"2005-03-23",10.715,10.88,10.63,10.7525,1382000,9.323947
"2005-03-24",10.7375,10.9625,10.7375,10.8725,796800,9.428001
"2005-03-28",10.8625,11.18,10.8625,10.98,1e+06,9.521219
"2005-03-29",11.015,11.0625,10.755,10.7975,819600,9.362964
"2005-03-30",10.7575,11.1075,10.755,11.03,918400,9.564577
"2005-03-31",11.0475,11.0625,10.7375,10.9125,1059200,9.462688
"2005-04-01",10.9175,11,10.555,10.585,1224800,9.178698
"2005-04-04",10.6475,10.75,10.6225,10.735,1689200,9.308766
"2005-04-05",10.735,10.915,10.6975,10.82,969600,9.382475
"2005-04-06",10.8725,11,10.7575,10.8275,971200,9.38898
"2005-04-07",10.8725,10.905,10.505,10.785,2502000,9.352125
"2005-04-08",10.74,11.0025,10.625,10.95,1500400,9.495206
"2005-04-11",11.025,11.03,10.8175,10.945,1172800,9.490869
"2005-04-12",10.8625,11.23,10.7675,11.16,1584000,9.6773
"2005-04-13",11.1975,11.2075,10.8275,10.87,1124800,9.425832
"2005-04-14",10.925,10.925,10.425,10.5225,1742000,9.124501
"2005-04-15",10.5125,10.55,10.0525,10.2175,2264400,8.860022
"2005-04-18",10.25,10.335,10.0525,10.115,1853200,8.771138
"2005-04-19",10.155,10.4675,10.125,10.4675,1577200,9.076806
"2005-04-20",10.47,10.6075,10.35,10.375,1688400,8.996597
"2005-04-21",10.3125,10.4475,9.8125,10.3925,8888400,9.011771
"2005-04-22",10.2975,10.47,10.2775,10.2975,1992800,8.929395
"2005-04-25",10.26,10.6225,10.26,10.5175,1820000,9.120161
"2005-04-26",10.5,10.515,10.335,10.345,1471600,8.970582
"2005-04-27",10.3125,10.66,10.23,10.4125,1532000,9.029114
"2005-04-28",10.4325,10.435,10.125,10.125,911200,8.779812
"2005-04-29",10.175,10.2725,9.8875,10.055,1442400,8.719111
"2005-05-02",10.0275,10.36,10,10.295,1398800,8.927225
"2005-05-03",10.2425,10.2875,10.0875,10.155,1047600,8.805825
"2005-05-04",10.2275,10.35,10.0775,10.285,1731600,8.918555
"2005-05-05",10.3625,10.55,10.215,10.525,974800,9.12667
"2005-05-06",10.4625,10.525,10.335,10.4475,984400,9.059466
"2005-05-09",10.425,10.5775,10.3175,10.555,1238400,9.152681
"2005-05-10",10.5375,10.5375,10.25,10.4,1310400,9.018273
"2005-05-11",10.43,10.445,10.13,10.335,1191600,8.961912
"2005-05-12",10.35,10.4125,10.08,10.2475,1133200,8.886035
"2005-05-13",10.1975,10.2475,10.0325,10.0775,1165200,8.738625
"2005-05-16",10.0425,10.25,10.0375,10.22,1416000,8.862191
"2005-05-17",10.14,10.4025,10.1,10.3775,1343600,8.998766
"2005-05-18",10.345,10.75,10.345,10.595,3078400,9.187366
"2005-05-19",10.5975,10.905,10.5625,10.8475,1655600,9.406321
"2005-05-20",10.85,10.85,10.5475,10.6675,1135600,9.250235
"2005-05-23",10.7075,10.8675,10.6925,10.79,828400,9.356458
"2005-05-24",10.8025,10.8025,10.625,10.725,1417600,9.300097
"2005-05-25",10.695,10.705,10.5,10.5375,1052400,9.137505
"2005-05-26",10.585,10.8625,10.525,10.86,874000,9.41716
"2005-05-27",10.835,10.965,10.81,10.9275,608400,9.475696
"2005-05-31",10.87,11.11,10.87,11.105,981600,9.629613
"2005-06-01",11.0625,11.1625,11,11.08,1133600,9.607932
"2005-06-02",11.0975,11.245,11.0275,11.225,1060400,9.733667
"2005-06-03",11.225,11.41,11.185,11.4,1453600,9.885418
"2005-06-06",11.33,11.5475,11.3125,11.5025,1079600,9.974298
"2005-06-07",11.55,11.9725,11.48,11.765,2074000,10.201924
"2005-06-08",11.83,11.8525,11.6375,11.6825,1008800,10.130385
"2005-06-09",11.74,11.895,11.5,11.845,1015600,10.271296
"2005-06-10",11.7675,11.85,11.665,11.8075,810800,10.238774
"2005-06-13",11.7775,12.1175,11.7775,11.885,1867200,10.305981
"2005-06-14",11.85,12.275,11.84,12.2375,1838000,10.611646
"2005-06-15",12.29,12.3225,12.0775,12.32,1482000,10.683187
"2005-06-16",12.3975,12.55,12.2575,12.4575,2053200,10.802419
"2005-06-17",12.2025,12.3525,12.15,12.2525,2160400,10.624654
"2005-06-20",12.18,12.285,12.08,12.2175,1113600,10.594306
"2005-06-21",12.2875,12.3025,12.07,12.2225,687200,10.59864
"2005-06-22",12.255,12.3475,12.15,12.3175,1142000,10.681017
"2005-06-23",12.3525,12.42,12.1325,12.22,1539200,10.596475
"2005-06-24",12.2425,12.2425,12,12.025,1382400,10.427378
"2005-06-27",12.01,12.025,11.8025,11.99,1164800,10.397027
"2005-06-28",12,12.4,11.9975,12.19,1498400,10.570457
"2005-06-29",12.1875,12.2575,12.0075,12.1925,963200,10.57263
"2005-06-30",12.275,12.425,12.25,12.275,1552400,10.644166
"2005-07-01",12.3375,12.3375,12.1125,12.2625,518000,10.633327
"2005-07-05",12.2925,12.4125,12.26,12.3875,1396800,10.741719
"2005-07-06",12.42,12.42,12.2325,12.3125,1478800,10.676682
"2005-07-07",12.255,12.275,11.9775,12.1925,1098000,10.57263
"2005-07-08",12.245,12.405,12.21,12.3925,1290800,10.746055
"2005-07-11",12.4225,12.6225,12.3125,12.4875,1234800,10.828433
"2005-07-12",12.4725,12.5225,12.4225,12.4475,1560400,10.793748
"2005-07-13",12.49,12.4975,12.25,12.325,908400,10.687522
"2005-07-14",12.4375,12.4925,12.27,12.3275,993600,10.689692
"2005-07-15",12.2975,12.4175,12.205,12.29,1074800,10.657175
"2005-07-18",12.25,12.25,12.1375,12.1675,953600,10.550947
"2005-07-19",12.2025,12.6,12.195,12.6,1180000,10.925987
"2005-07-20",12.5375,12.66,12.4625,12.655,790400,10.973678
"2005-07-21",12.58,12.8475,12.425,12.625,1504800,10.947665
"2005-07-22",12.6575,13.71,12.6575,13.565,3338800,11.76278
"2005-07-25",13.525,13.855,13.5175,13.56,3230000,11.758444
"2005-07-26",13.5525,13.935,13.55,13.8925,2732400,12.046769
"2005-07-27",13.8925,14.12,13.5725,14.1025,1882400,12.228868
"2005-07-28",14.0925,14.66,14.0825,14.545,2368800,12.612577
"2005-07-29",14.5225,14.575,13.975,14.055,1180800,12.187675
"2005-08-01",14.055,14.35,14.01,14.08,1339600,12.209356
"2005-08-02",14.1,14.1075,13.625,13.76,2242000,11.931874
"2005-08-03",13.7325,13.7325,13.625,13.6725,1091600,11.855995
"2005-08-04",13.6875,13.7125,13.3175,13.32,1109600,11.550331
"2005-08-05",13.4275,13.455,13.29,13.35,985600,11.576344
"2005-08-08",13.3275,13.3975,12.96,13.01,1135600,11.281518
"2005-08-09",12.8825,13.255,12.5,13.2325,5437600,11.474455
"2005-08-10",13.3225,13.9325,13.2875,13.555,3103200,11.75411
"2005-08-11",13.54,13.6225,13.4225,13.5275,1418000,11.730262
"2005-08-12",13.4725,13.685,13.355,13.535,963200,11.736764
"2005-08-15",13.535,13.64,13.3025,13.52,699600,11.723759
"2005-08-16",13.305,13.3875,12.6875,12.7,2566800,11.012702
"2005-08-17",12.7325,12.7575,12.525,12.6575,1741200,10.975848
"2005-08-18",12.5825,12.675,12.4125,12.545,2242000,10.878297
"2005-08-19",12.5225,12.6,12.415,12.435,1141200,10.782908
"2005-08-22",12.4075,12.5675,12.3975,12.5075,1392800,10.84578
"2005-08-23",12.5,12.66,12.2875,12.4175,1241600,10.767732
"2005-08-24",12.455,12.7975,12.4,12.5575,1594000,10.889135
"2005-08-25",12.56,12.71,12.5,12.5575,1186800,10.889135
"2005-08-26",12.56,12.625,12.475,12.5125,1522800,10.850112
"2005-08-29",12.395,12.6475,12.3125,12.5375,1002400,10.87179
"2005-08-30",12.5725,12.66,12.475,12.635,1201200,10.956337
"2005-08-31",12.6875,12.87,12.54,12.865,1441600,11.15578
"2005-09-01",12.775,12.9225,12.48,12.5,1184000,10.839272
"2005-09-02",12.4725,12.5425,11.89,11.9675,2388800,10.377522
"2005-09-06",11.9675,12.445,11.9675,12.43,2595200,10.778572
"2005-09-07",12.4525,12.99,12.385,12.96,1958400,11.238158
"2005-09-08",12.905,12.9875,12.655,12.775,956400,11.077734
"2005-09-09",12.815,12.9475,12.705,12.9475,451200,11.227319
"2005-09-12",12.975,13.215,12.9,13.11,803600,11.368229
"2005-09-13",13.08,13.3075,12.875,13.1075,1455600,11.366062
"2005-09-14",13.1075,13.25,12.8775,12.9125,1427600,11.196968
"2005-09-15",12.9125,13.0525,12.75,12.7925,738800,11.092914
"2005-09-16",12.875,12.885,12.5775,12.7275,1750800,11.036549
"2005-09-19",12.6875,12.8175,12.475,12.615,984400,10.938993
"2005-09-20",12.6775,12.8025,12.1475,12.2025,1501200,10.581301
"2005-09-21",12.1475,12.245,11.635,11.9675,1898000,10.377522
"2005-09-22",11.9975,12,11.63,11.8575,3018400,10.282133
"2005-09-23",11.8275,12.34,11.7625,12.25,1386400,10.622487
"2005-09-26",12.2275,12.4375,12.0775,12.2,1722800,10.579128
"2005-09-27",12.125,12.31,12.0725,12.17,1148400,10.553117
"2005-09-28",12.13,12.255,11.9825,12.0825,2070400,10.477242
"2005-09-29",11.625,11.81,11.275,11.515,5458000,9.985141
"2005-09-30",11.6,11.6,11.295,11.4125,4336000,9.896255
"2005-10-03",11.3825,11.64,11.3825,11.5,1628400,9.972134
"2005-10-04",11.5,11.5125,11.35,11.3625,2271200,9.852902
"2005-10-05",11.375,11.4125,11.2275,11.2275,2858400,9.735833
"2005-10-06",11.3,11.3425,10.9425,10.985,2370000,9.525552
"2005-10-07",11.0525,11.1825,10.87,10.8925,1661200,9.445345
"2005-10-10",10.9625,10.9875,10.6775,10.7575,1259200,9.328278
"2005-10-11",10.8125,10.825,10.6,10.6025,1747200,9.193873
"2005-10-12",10.575,10.655,10.355,10.39,2331600,9.009602
"2005-10-13",10.3625,10.41,10.1875,10.2775,1931600,8.912048
"2005-10-14",10.2625,10.68,10.2625,10.635,2444400,9.222054
"2005-10-17",11.2075,11.2075,10.6025,10.765,2864400,9.334783
"2005-10-18",10.6975,10.815,10.525,10.5375,1544800,9.137505
"2005-10-19",10.5,10.95,10.4275,10.9425,1832000,9.4887
"2005-10-20",12,12.28,11.6825,11.7925,7859600,10.225767
"2005-10-21",11.715,11.99,11.715,11.87,2444000,10.292974
"2005-10-24",11.9125,12.2,11.89,12.125,1527200,10.514097
"2005-10-25",12.0125,12.1575,11.8075,11.9525,1797600,10.364511
"2005-10-26",11.9775,12.2775,11.785,11.8025,1329200,10.234444
"2005-10-27",11.845,11.975,11.6475,11.6875,2481600,10.134721
"2005-10-28",11.755,12.06,11.6725,12.0125,1113600,10.41654
"2005-10-31",12.125,12.3075,11.8875,12.125,1345200,10.514097
"2005-11-01",12.155,12.4875,12.0775,12.4425,1416000,10.789412
"2005-11-02",12.47,13,12.4525,12.97,1868800,11.246829
"2005-11-03",13.065,13.0875,12.7625,12.8375,1376400,11.131932
"2005-11-04",12.8275,13.025,12.75,13.02,1017600,11.290189
"2005-11-07",13.015,13.035,12.8,12.955,1238800,11.233824
"2005-11-08",12.85,12.9725,12.625,12.785,1008400,11.086408
"2005-11-09",12.82,12.8675,12.6275,12.675,894000,10.991025
"2005-11-10",12.72,13.055,12.4175,13,1856400,11.272844
"2005-11-11",12.98,13,12.64,12.705,762400,11.017038
"2005-11-14",12.9225,12.9225,12.7325,12.7625,994800,11.066898
"2005-11-15",12.7,12.7825,12.3975,12.505,794800,10.843608
"2005-11-16",12.5675,12.655,12.2725,12.6,1017200,10.925987
"2005-11-17",12.69,12.7725,12.5,12.7675,638400,11.071233
"2005-11-18",12.86,12.8925,12.495,12.5225,737600,10.858785
"2005-11-21",12.6,12.9825,12.5,12.9675,1044800,11.244664
"2005-11-22",12.885,13.1325,12.82,13.0075,1117600,11.279349
"2005-11-23",12.9725,13.0975,12.7,12.7525,1002400,11.058227
"2005-11-25",12.875,12.9475,12.6775,12.89,415200,11.177461
"2005-11-28",12.875,12.975,12.625,12.6875,934800,11.001859
"2005-11-29",12.8325,13.05,12.77,13.0325,1226000,11.301027
"2005-11-30",13.0475,13.495,12.98,13.465,2542000,11.676065
"2005-12-01",13.4625,13.62,13.3,13.57,2586000,11.767116
"2005-12-02",13.515,13.7875,13.35,13.7875,1363600,11.955716
"2005-12-05",13.7375,13.96,13.6275,13.88,1730400,12.035929
"2005-12-06",13.9575,14.235,13.9125,14.1775,2240400,12.293902
"2005-12-07",13.57,13.98,13.5625,13.6425,3326000,11.829983
"2005-12-08",13.715,13.9925,13.46,13.735,2304000,11.910192
"2005-12-09",13.665,13.815,13.5225,13.5675,1093200,11.764948
"2005-12-12",13.6225,13.7675,13.4,13.4275,1129600,11.643545
"2005-12-13",13.405,13.77,13.36,13.7575,1214800,11.929703
"2005-12-14",13.8,13.8375,13.5325,13.71,1087200,11.888515
"2005-12-15",13.6475,13.78,13.625,13.6825,958000,11.864672
"2005-12-16",13.7175,13.7475,13.5125,13.5675,1393200,11.764948
"2005-12-19",13.6475,13.6475,13.285,13.2875,828400,11.522147
"2005-12-20",13.2875,13.645,13.1775,13.6325,992400,11.821311
"2005-12-21",13.6075,13.7925,13.575,13.675,941600,11.858166
"2005-12-22",13.625,13.7175,13.3825,13.5275,639600,11.730262
"2005-12-23",13.48,13.575,13.4775,13.5,492000,11.706415
"2005-12-27",13.5525,13.5725,13.2175,13.2925,941600,11.526483
"2005-12-28",13.3375,13.515,13.2625,13.47,427200,11.680405
"2005-12-29",13.5025,13.555,13.3525,13.37,352000,11.593683
"2005-12-30",13.34,13.34,13.15,13.235,458000,11.476622
"2006-01-03",13.3375,13.4075,12.86,13.3825,1554000,11.604527
"2006-01-04",13.4825,13.49,13.1325,13.165,1196000,11.415922
"2006-01-05",13.2675,13.345,13.1075,13.16,1024800,11.411588
"2006-01-06",13.17,13.2875,12.9225,13.1725,836400,11.422423
"2006-01-09",13.1875,13.7175,13.15,13.54,1026400,11.741101
"2006-01-10",13.4475,13.775,13.4475,13.745,915600,11.918863
"2006-01-11",13.6725,13.95,13.3525,13.4825,1824000,11.69124
"2006-01-12",13.425,13.5775,13.1525,13.2875,1271600,11.522147
"2006-01-13",13.29,13.4225,13.1525,13.1525,531200,11.405087
"2006-01-17",13.11,13.11,12.7425,12.78,1265200,11.082075
"2006-01-18",12.73,12.7425,12.4575,12.5625,2092400,10.893471
"2006-01-19",12.585,12.66,12.4825,12.555,1211200,10.886967
"2006-01-20",12.59,12.59,12.2625,12.305,1551600,10.670181
"2006-01-23",12.365,12.375,12.125,12.2,2329600,10.579128
"2006-01-24",12.285,12.58,12.285,12.4825,1482000,10.824098
"2006-01-25",12.5375,12.65,12.475,12.645,3811200,10.965007
"2006-01-26",12.7075,12.87,12.7075,12.81,1631200,11.108087
"2006-01-27",12.845,12.9775,12.7275,12.925,1515200,11.207808
"2006-01-30",12.91,13,12.8625,12.9725,677600,11.248998
"2006-01-31",12.9375,12.9925,12.675,12.77,2011200,11.0734
"2006-02-01",12.72,12.775,12.6125,12.6675,1633200,10.984519
"2006-02-02",14.5,15.955,14.3375,15.4775,16376400,13.421187
"2006-02-03",15.31,15.9625,15.19,15.825,4104400,13.722518
"2006-02-06",15.825,16.092501,15.3425,15.8325,2596800,13.729022
"2006-02-07",15.745,15.875,15.365,15.5025,2307200,13.442864
"2006-02-08",15.4725,15.4725,15.1625,15.34,1554000,13.301958
"2006-02-09",15.2975,15.2975,14.875,14.8875,1744400,12.909574
"2006-02-10",14.8975,15.045,14.6525,14.9025,1370400,12.922584
"2006-02-13",14.8075,15.115,14.6275,14.88,1053600,12.903069
"2006-02-14",14.905,15.3125,14.73,15.215,1465600,13.193564
"2006-02-15",15.18,15.4,14.975,15.285,954400,13.254263
"2006-02-16",15.295,15.315,15.11,15.275,1018800,13.24559
"2006-02-17",15.3275,15.4425,15.21,15.32,1148000,13.284612
"2006-02-21",15.4225,15.4225,15,15.27,1012800,13.241258
"2006-02-22",15.3075,15.6175,15.25,15.5175,1095600,13.455873
"2006-02-23",15.5,15.625,15.395,15.4675,1423600,13.412517
"2006-02-24",15.4375,15.63,15.4,15.5875,1190000,13.516572
"2006-02-27",15.6225,15.81,15.525,15.75,1798800,13.657482
"2006-02-28",15.8325,15.9,15.695,15.795,2498000,13.696505
"2006-03-01",15.7625,16.110001,15.7325,16.110001,1320000,13.969654
"2006-03-02",15.995,16.0425,15.5,15.655,1630400,13.575103
"2006-03-03",15.5375,15.805,15.4375,15.615,1196800,13.540419
"2006-03-06",15.6825,15.8275,15.4375,15.5975,956000,13.525247
"2006-03-07",15.5925,15.61,15.365,15.4375,1208800,13.386501
"2006-03-08",15.3825,15.6125,15.3625,15.38,1151600,13.33664
"2006-03-09",15.47,15.675,15.4,15.515,1185600,13.453707
"2006-03-10",15.5175,15.6925,15.41,15.645,862800,13.566434
"2006-03-13",15.5875,15.85,15.3475,15.4225,705600,13.373496
"2006-03-14",15.45,15.565,15.25,15.4925,769600,13.434196
"2006-03-15",15.5775,15.8025,15.4075,15.67,1039600,13.588114
"2006-03-16",15.78,16.295,15.6625,15.8825,1616400,13.77238
"2006-03-17",15.9475,16.237499,15.8175,16.045,2053200,13.913291
"2006-03-20",16.125,16.459999,16.002501,16.362499,1303200,14.188608
"2006-03-21",16.315001,16.372499,16.182501,16.315001,1368800,14.147419
"2006-03-22",16.264999,16.66,16.182501,16.594999,1386800,14.390218
"2006-03-23",16.6425,16.897499,16.5525,16.754999,1525200,14.528959
"2006-03-24",16.780001,16.780001,16.450001,16.745001,1008800,14.520293
"2006-03-27",16.682501,16.6975,16.6,16.672501,720000,14.457422
"2006-03-28",16.620001,16.6425,16.375,16.522499,1162800,14.327351
"2006-03-29",16.5975,16.772499,16.434999,16.6075,842400,14.401055
"2006-03-30",16.622499,16.705,16.25,16.372499,677600,14.197277
"2006-03-31",16.5,16.695,16.397499,16.584999,878000,14.381552
"2006-04-03",16.584999,16.605,15.9475,16.004999,1059600,13.878602
"2006-04-04",15.9625,16.275,15.9075,16.0075,1247200,13.880772
"2006-04-05",16.032499,16.049999,15.8525,16.012501,876400,13.885109
"2006-04-06",16.067499,16.112499,15.86,16.012501,365600,13.885109
"2006-04-07",16.0875,16.15,15.7275,15.73,459200,13.640139
"2006-04-10",15.73,15.815,15.395,15.5025,934400,13.442864
"2006-04-11",15.4275,15.745,15.22,15.2875,608400,13.256433
"2006-04-12",15.255,15.575,15.24,15.525,505600,13.462378
"2006-04-13",15.525,15.625,15.3925,15.525,593200,13.462378
"2006-04-17",15.5475,15.655,15.1425,15.425,657600,13.375664
"2006-04-18",15.5125,16.137501,15.46,16.1175,1073200,13.976158
"2006-04-19",16.1325,16.545,16.125,16.32,1163600,14.151755
"2006-04-20",16.3925,16.549999,16.18,16.272499,536800,14.110565
"2006-04-21",16.415001,16.4275,16.065001,16.0975,634800,13.958817
"2006-04-24",16.002501,16.0525,15.705,15.8125,851200,13.711682
"2006-04-25",15.845,16.02,15.7625,15.945,864000,13.826578
"2006-04-26",16.025,16.344999,15.93,16.182501,1392000,14.032525
"2006-04-27",15.54,16.475,15.54,15.81,2901600,13.709514
"2006-04-28",15.7275,16.2875,15.6875,16.1975,1461600,14.045527
"2006-05-01",16.1775,16.3375,15.745,15.75,870000,13.657482
"2006-05-02",15.7525,16.275,15.7525,16.25,1548800,14.091056
"2006-05-03",16.264999,16.264999,15.9575,16.040001,1126000,13.908954
"2006-05-04",16.125,16.125,15.75,15.9225,978000,13.807067
"2006-05-05",16.002501,16.299999,15.9925,16.2325,930800,14.075883
"2006-05-08",16.225,16.225,15.9175,16.075001,966000,13.939305
"2006-05-09",15.9825,16.200001,15.95,16.067499,862000,13.932798
"2006-05-10",16.065001,16.299999,15.985,16.112499,1041600,13.97182
"2006-05-11",16.067499,16.2925,15.77,15.77,979200,13.674828
"2006-05-12",15.7975,15.7975,15.1975,15.3575,1091600,13.317131
"2006-05-15",15.2675,15.4975,15.155,15.44,1197200,13.38867
"2006-05-16",15.475,15.5125,15.145,15.175,618000,13.158879
"2006-05-17",15.1125,15.115,14.7175,14.8475,1289200,12.874888
"2006-05-18",14.9325,15.1875,14.8525,14.9,958400,12.920411
"2006-05-19",14.8875,15.295,14.8875,15.1175,843600,13.109015
"2006-05-22",15.01,15.01,14.545,14.6975,1350800,12.74482
"2006-05-23",14.7975,15.0325,14.5125,14.5125,1302000,12.584396
"2006-05-24",14.505,14.5125,13.625,14.2475,2586800,12.354603
"2006-05-25",14.3225,14.4625,14.125,14.4625,873600,12.541039
"2006-05-26",14.525,14.6675,14.325,14.4175,1790400,12.502019
"2006-05-30",14.36,14.36,14.025,14.0275,1000800,12.163833
"2006-05-31",14.07,14.135,13.765,13.9025,1327200,12.05544
"2006-06-01",13.985,14.6725,13.8775,14.6675,1852800,12.718803
"2006-06-02",14.6825,15.11,14.6825,14.81,1826400,12.842372
"2006-06-05",14.7,14.815,14.075,14.1025,1409200,12.228868
"2006-06-06",14.145,14.16,13.2875,13.6625,3596000,11.847326
"2006-06-07",13.7475,13.8325,13.135,13.1475,2788800,11.400749
"2006-06-08",13.025,13.1225,12.425,13.1,2566400,11.359558
"2006-06-09",13.1625,13.235,12.75,12.8025,1086000,11.101579
"2006-06-12",12.825,12.85,12.045,12.0475,3232000,10.446892
"2006-06-13",12.0375,12.315,11.5975,11.675,4244400,10.123882
"2006-06-14",11.65,11.9025,11.5375,11.805,2774400,10.236611
"2006-06-15",11.925,12.955,11.8575,12.6975,2972800,11.010533
"2006-06-16",12.6475,12.6675,11.9425,12.16,5322400,10.544444
"2006-06-19",12.095,12.49,12.095,12.2375,2042400,10.611646
"2006-06-20",12.235,12.555,12.215,12.405,1896800,10.756894
"2006-06-21",12.4,13,12.4,12.8975,2080400,11.183961
"2006-06-22",12.9375,13.24,12.88,13.2075,2580400,11.452778
"2006-06-23",13.2625,13.7175,13.2625,13.6175,3056000,11.808304
"2006-06-26",13.67,13.7775,13.595,13.69,2372800,11.871172
"2006-06-27",13.6775,13.8225,13.485,13.5075,2339200,11.712917
"2006-06-28",13.5375,13.645,13.0775,13.2625,3090800,11.500466
"2006-06-29",13.405,13.525,12.8575,13.5025,3236400,11.708583
