"","MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted"
"2001-03-02",54.775002,56.490002,54.259998,55.665001,5335400,33.621731
"2001-03-05",56.099998,56.549999,55.724998,56.099998,2659000,33.884472
"2001-03-06",56.75,56.75,55.939999,56.125,3172200,33.899578
"2001-03-07",56.150002,56.615002,56.080002,56.465,2920800,34.104942
"2001-03-08",56.950001,58.75,56.630001,58.595001,4856800,35.391468
"2001-03-09",58.450001,59.875,57.525002,58.205002,6008200,35.155899
"2001-03-12",58,58.400002,55.5,55.900002,5499600,33.763672
"2001-03-13",56.450001,56.450001,53.25,53.849998,9926000,32.525478
"2001-03-14",52.5,55,52.255001,53.755001,11314000,32.468105
"2001-03-15",54.700001,54.959999,54,54.619999,4221600,32.990562
"2001-03-16",55.150002,55.150002,52.75,53.005001,6756800,32.015079
"2001-03-19",53.005001,54.325001,52.615002,53.990002,4714400,32.61002
"2001-03-20",53.990002,54.75,52.615002,52.619999,5505000,31.782555
"2001-03-21",52.615002,52.900002,51.009998,51.814999,8985600,31.296333
"2001-03-22",50.5,51.75,49.25,50.904999,13475400,30.746702
"2001-03-23",51.125,51.724998,49.75,50.875,7820400,30.728563
"2001-03-26",50.75,53.25,50.75,52.014999,5447400,31.41713
"2001-03-27",52,53.150002,51.380001,52.705002,6526400,31.833885
"2001-03-28",51.825001,52.474998,51.23,52.415001,4470600,31.658722
"2001-03-29",52.009998,52.009998,50.275002,51.400002,4987000,31.045673
"2001-03-30",51.525002,52.625,51.025002,51.950001,3696200,31.37788
"2001-04-02",51.799999,53.049999,50.75,51.025002,4640600,30.819168
"2001-04-03",50.674999,51,49.255001,49.955002,6518000,30.172897
"2001-04-04",49.950001,51,48.580002,49.310001,8049800,29.783308
"2001-04-05",50.5,51.924999,50.490002,51.615002,5920400,31.175547
"2001-04-06",51.174999,51.450001,50.384998,51,3722600,30.804075
"2001-04-09",51.900002,52.599998,51.529999,52.290001,3954400,31.583231
"2001-04-10",52.75,55.900002,52.625,54.285,7774400,32.788219
"2001-04-11",55.5,55.599998,53.125,53.404999,4574400,32.256695
"2001-04-12",53,54.119999,52.700001,53.865002,3257600,32.534542
"2001-04-16",53.860001,55.355,53.860001,55.240002,4091600,33.365036
"2001-04-17",54.740002,55.325001,54.099998,54.450001,3664400,32.887878
"2001-04-18",55.299999,58.625,54.450001,58,6839600,35.032082
"2001-04-19",57.875,58.25,57.014999,58.25,3849400,35.183079
"2001-04-20",57.259998,57.549999,56.075001,56.25,4346000,33.975079
"2001-04-23",56.299999,58.345001,55.509998,58.150002,5980200,35.1227
"2001-04-24",58.099998,59.84,57.759998,58.055,6300200,35.065304
"2001-04-25",58.055,58.700001,57.279999,58.514999,3360200,35.343143
"2001-04-26",58.669998,59.34,57.75,58.915001,2607000,35.584743
"2001-04-27",58.75,59.825001,58.650002,59.490002,3171000,35.932037
"2001-04-30",59.485001,60.959999,59.174999,59.505001,5043400,35.941101
"2001-05-01",59.505001,59.505001,58.189999,58.755001,3515800,35.488106
"2001-05-02",59.25,59.25,57.84,58.275002,4315800,35.198189
"2001-05-03",58.375,59.400002,57.674999,58.875,4016800,35.560581
"2001-05-04",58.375,60,58.049999,59.994999,4185400,36.237061
"2001-05-07",59.625,60.349998,58.775002,58.950001,2934200,35.605881
"2001-05-08",58.939999,59.325001,57.884998,58.18,3610000,35.140808
"2001-05-09",58.18,59.049999,58.150002,58.465,2607800,35.312935
"2001-05-10",58.674999,59.48,58.650002,59.02,2344000,35.648148
"2001-05-11",59.02,59.375,58.224998,58.689999,2259800,35.448837
"2001-05-14",58.689999,59.200001,58.625,59.150002,1640800,35.726685
"2001-05-15",59.150002,59.875,58.904999,59.075001,2843200,35.681385
"2001-05-16",59.049999,62.775002,58.775002,62.75,7170600,38.289982
"2001-05-17",62.505001,63.5,61.349998,61.855,8058800,37.743835
"2001-05-18",61.915001,62.200001,61,61.525002,3933200,37.542484
"2001-05-21",61.549999,61.924999,61.130001,61.544998,2800000,37.554691
"2001-05-22",61.650002,61.705002,60.259998,60.5,4311600,36.917049
"2001-05-23",60.299999,60.544998,60.055,60.32,2805600,36.80719
"2001-05-24",60.439999,60.744999,59.005001,59.490002,5119800,36.300728
"2001-05-25",59.625,60.049999,59.384998,59.384998,2095000,36.23666
"2001-05-29",59.5,60.365002,59,59.875,3110800,36.535652
"2001-05-30",59.375,59.75,58.355,58.674999,3375000,35.803425
"2001-05-31",58.68,59.700001,58.68,59.290001,3122800,36.178699
"2001-06-01",59.025002,59.900002,57.919998,59.705002,4273800,36.431927
"2001-06-04",59.525002,60.525002,59.264999,60,2398000,36.611931
"2001-06-05",60.099998,60.939999,59.540001,60.75,3104800,37.069588
"2001-06-06",60.974998,61,60.43,60.794998,3007600,37.097061
"2001-06-07",60.724998,61.544998,60.450001,60.900002,2293800,37.161125
"2001-06-08",60.75,60.75,59.924999,60.055,1930800,36.645496
"2001-06-11",60.075001,60.435001,59.525002,60.169998,1700200,36.715672
"2001-06-12",60.169998,61.215,59.950001,61.040001,4083600,37.246548
"2001-06-13",61.200001,62,60.855,60.974998,2817000,37.206879
"2001-06-14",60.970001,61.200001,60.064999,60.380001,2752800,36.843811
"2001-06-15",60.474998,61.375,59.875,60.439999,5069200,36.880424
"2001-06-18",60.5,61.814999,60.5,61.115002,3260600,37.29232
"2001-06-19",61.115002,61.5,60.125,60.18,3400400,36.721779
"2001-06-20",60.18,60.18,58.505001,59.299999,6549400,36.184799
"2001-06-21",58.849998,59.294998,57.75,58.169998,7828600,35.495266
"2001-06-22",58.424999,58.990002,58.25,58.389999,2918400,35.629513
"2001-06-25",58.5,59.34,57.845001,57.845001,3780800,35.296955
"2001-06-26",57.5,58.330002,57.325001,57.5,4600200,35.086441
"2001-06-27",57.950001,58.450001,57,57.150002,3741000,34.872871
"2001-06-28",57.924999,58.974998,57.775002,57.93,2937800,35.34882
"2001-06-29",57.93,58.799999,57.049999,57.049999,4077400,34.811848
"2001-07-02",54.625,58.700001,54.625,58.630001,11605600,35.77597
"2001-07-03",58.009998,58.75,57.755001,58.415001,2464200,35.644768
"2001-07-05",58.075001,58.615002,57.674999,58.220001,2476000,35.525784
"2001-07-06",57.950001,58.095001,56.849998,57.299999,3345600,34.964401
"2001-07-09",57,57.494999,56.375,57.424999,3938200,35.040668
"2001-07-10",57.299999,57.700001,55.75,55.825001,3834200,34.06435
"2001-07-11",55.549999,56.240002,55,55.869999,3926200,34.09182
"2001-07-12",56,57,55.825001,56.764999,3116000,34.637936
"2001-07-13",56.5,56.75,55.700001,56.115002,2790400,34.241325
"2001-07-16",55.674999,56.240002,55.025002,55.025002,3138800,33.576195
"2001-07-17",55.025002,56.994999,55.025002,56.43,4070400,34.433533
"2001-07-18",56.43,56.875,56,56.875,3767200,34.70507
"2001-07-19",57.369999,58,56.564999,57.325001,4547400,34.979637
"2001-07-20",57.325001,57.325001,56.105,56.5,3592600,34.476231
"2001-07-23",57.125,57.299999,55.5,55.66,2763200,33.963657
"2001-07-24",55.75,55.75,53.389999,53.529999,5238200,32.663948
"2001-07-25",53.654999,55.25,53.645,55.18,3752200,33.670769
"2001-07-26",55.200001,55.950001,54.34,55.73,3007400,34.00639
"2001-07-27",55.73,56.095001,55.375,55.740002,2186200,34.012486
"2001-07-30",55.744999,56,54.5,54.625,2091400,33.332115
"2001-07-31",55.075001,56.34,54.919998,55.939999,3270200,34.134521
"2001-08-01",55.75,56.25,55.255001,55.5,3209200,33.866043
"2001-08-02",55.825001,56.25,55.575001,55.645,2204000,33.954517
"2001-08-03",55.77,56,54.994999,55.865002,2241200,34.08876
"2001-08-06",55.549999,55.775002,54.599998,54.685001,1872200,33.368729
"2001-08-07",54.900002,55.439999,54.759998,55.424999,2257000,33.820282
"2001-08-08",55.424999,55.634998,53.799999,54.095001,2580200,33.008717
"2001-08-09",53.834999,54.200001,53.299999,53.759998,3115400,32.804291
"2001-08-10",53.875,54.990002,53.66,54.924999,3292200,33.515182
"2001-08-13",54.625,55.310001,54.459999,55.25,2225800,33.71349
"2001-08-14",55.130001,55.474998,54.34,54.549999,2318600,33.286343
"2001-08-15",54.674999,55.75,54.375,54.825001,2851600,33.454163
"2001-08-16",55,55,53.75,54.509998,3492400,33.261944
"2001-08-17",55.450001,55.450001,54.235001,54.34,4144400,33.158211
"2001-08-20",54.34,54.740002,53.865002,54.299999,2216400,33.133804
"2001-08-21",54.619999,55.75,53.775002,53.875,3683600,32.874477
"2001-08-22",54.25,55.174999,53.525002,54.904999,4081000,33.880295
"2001-08-23",54.91,54.91,54,54.174999,2964800,33.429844
"2001-08-24",54.224998,55.91,53.755001,55.305,2782400,34.12711
"2001-08-27",55.740002,55.759998,55.200001,55.275002,1800600,34.108612
"2001-08-28",55.025002,55.099998,54.200001,54.650002,2438800,33.722942
"2001-08-29",54.700001,55,53.105,53.375,3602200,32.936153
"2001-08-30",53.040001,53.825001,51.549999,52.099998,3987600,32.14941
"2001-08-31",52.224998,52.875,51.799999,52.049999,2352200,32.118553
"2001-09-04",52.049999,53.794998,52.025002,52.275002,4309400,32.257401
"2001-09-05",52.52,53.150002,51.73,52.5,4040600,32.396244
"2001-09-06",52.5,52.584999,51.5,51.950001,3272000,32.056847
"2001-09-07",51.404999,51.650002,50.384998,50.389999,4707600,31.094223
"2001-09-10",50.389999,51.950001,50.205002,51.099998,5046200,31.532328
"2001-09-17",50.785,50.790001,47.209999,47.724998,7105000,29.449713
"2001-09-18",47.75,48.599998,46.674999,47.07,6034800,29.045538
"2001-09-19",47.25,47.650002,44.25,46.224998,6716200,28.524113
"2001-09-20",46.224998,46.400002,44.75,45.16,6416200,27.866924
"2001-09-21",45.165001,46,42.93,43.490002,12220600,26.836426
"2001-09-24",43.490002,46.240002,43.490002,45.834999,6966000,28.283457
"2001-09-25",45.5,47,45.255001,46.564999,5168800,28.733927
"2001-09-26",46.75,46.970001,46.330002,46.689999,4282800,28.811047
"2001-09-27",46.689999,48.25,45.849998,48.154999,4472800,29.715075
"2001-09-28",49,49.384998,48.400002,49.200001,4894000,30.359894
"2001-10-01",49,49.064999,47.599998,48.43,5230600,29.884764
"2001-10-02",48.43,48.849998,48.150002,48.605,4148000,29.992739
"2001-10-03",48.450001,49.900002,48.049999,49.794998,4597800,30.727072
"2001-10-04",49.794998,50.25,49.400002,49.82,4342600,30.742491
"2001-10-05",49.700001,50,48.82,49.869999,3257200,30.773346
"2001-10-08",49.700001,49.875,48.849998,49.224998,3651000,30.375324
"2001-10-09",49.23,49.900002,48.724998,49.220001,2936400,30.37225
"2001-10-10",49.290001,51.450001,49,50.919998,4500200,31.421265
"2001-10-11",51.700001,53.5,51.645,53.07,6248400,32.747967
"2001-10-12",52.724998,53.25,51.919998,52.244999,4195200,32.238873
"2001-10-15",51.845001,53,51.810001,52.904999,2792800,32.646149
"2001-10-16",52.904999,53.384998,52.450001,53.099998,3437600,32.766468
"2001-10-17",53.650002,53.799999,51.490002,51.580002,4404600,31.828524
"2001-10-18",51.580002,51.950001,50.700001,51.474998,4013800,31.763737
"2001-10-19",51.215,51.395,50.580002,51.084999,4515800,31.523081
"2001-10-22",50.5,54,50.5,53.695,6962200,33.133636
"2001-10-23",53.994999,53.994999,52.924999,53.200001,4075000,32.828178
"2001-10-24",53.400002,53.619999,53,53.349998,3121200,32.920738
"2001-10-25",53.275002,54.445,53.009998,54.349998,3485800,33.537823
"2001-10-26",54.299999,55,53.799999,54.915001,2491400,33.886475
"2001-10-29",54.299999,54.625,53.134998,53.264999,4189600,32.868294
"2001-10-30",53.150002,53.195,52,52.68,4158000,32.507317
"2001-10-31",53.200001,53.494999,52.165001,52.189999,3176400,32.204956
"2001-11-01",52.314999,53.285,51.700001,53.134998,3289200,32.788071
"2001-11-02",53.240002,54.650002,53.005001,54.099998,3054600,33.383553
"2001-11-05",54.950001,55.59,54.849998,55.25,3513400,34.093178
"2001-11-06",55.25,55.25,53.790001,54.689999,6284600,33.747612
"2001-11-07",54.689999,56.095001,54.645,55.224998,3299000,34.07777
"2001-11-08",55.25,56.525002,55.25,55.700001,3475200,34.370869
"2001-11-09",55.575001,56.240002,55.32,55.77,2595200,34.414066
"2001-11-12",55.509998,56.105,54.849998,55.474998,3910000,34.232006
"2001-11-13",55.775002,56.974998,55.75,56.705002,3097200,34.991028
"2001-11-14",57.490002,57.924999,56.755001,57.43,3650800,35.438404
"2001-11-15",57.43,57.990002,57.154999,57.310001,2882000,35.364349
"2001-11-16",57.875,58.25,57,57.5,4258600,35.481586
"2001-11-19",57.875,58.845001,57.654999,58.360001,3208200,36.012268
"2001-11-20",57.674999,58.494999,57.674999,58.075001,3083600,36.20866
"2001-11-21",58.07,58.150002,57.424999,57.674999,2526400,35.959282
"2001-11-23",57.775002,58.735001,57.715,58.625,1178800,36.55159
"2001-11-26",58.619999,58.625,58.02,58.474998,2420000,36.458046
"2001-11-27",58.400002,58.445,57.650002,58.115002,2774200,36.233604
"2001-11-28",57.625,57.919998,57.134998,57.294998,2895800,35.722347
"2001-11-29",57.294998,57.884998,57.075001,57.615002,2707600,35.921867
"2001-11-30",57.599998,57.805,57.275002,57.290001,2455800,35.719238
"2001-12-03",57.200001,57.200001,56.349998,56.935001,2315200,35.497898
"2001-12-04",57.25,58.294998,57.02,58.215,2541200,36.295963
"2001-12-05",58.5,59.740002,58.5,59.43,3158000,37.05349
"2001-12-06",59.099998,59.830002,59,59.415001,2181200,37.044144
"2001-12-07",59.150002,59.395,58.689999,59.150002,2409200,36.878925
"2001-12-10",58.880001,58.994999,57.549999,57.794998,3076000,36.0341
"2001-12-11",58.150002,58.334999,57.625,57.919998,2426600,36.112015
"2001-12-12",57.935001,58.25,57.560001,58,3045600,36.161907
"2001-12-13",57.875,57.924999,57.375,57.52,2617400,35.862656
"2001-12-14",57.514999,57.985001,56.974998,57.900002,2744200,36.099556
"2001-12-17",57.650002,59.150002,57.650002,58.650002,3464400,36.56715
"2001-12-18",58.75,59.959999,58.75,59.75,3605600,37.252995
"2001-12-19",59.200001,59.939999,59.025002,59.900002,2367200,37.346539
"2001-12-20",59.849998,59.875,59.075001,59.240002,3302000,36.935017
"2001-12-21",59.25,59.674999,58.950001,59.599998,4210000,37.15947
"2001-12-24",59.599998,59.945,59.419998,59.709999,929600,37.228058
"2001-12-26",59.709999,60.950001,59.605,60.314999,2089400,37.60527
"2001-12-27",60.325001,60.595001,59.82,60.080002,1653000,37.458763
"2001-12-28",60,60.080002,59.650002,59.959999,2044200,37.38393
"2001-12-31",59.959999,59.959999,59.099998,59.105,3447800,36.850861
"2002-01-02",58.514999,58.994999,58.075001,58.57,4287000,36.517281
"2002-01-03",58.450001,58.75,58.235001,58.375,3695800,36.395718
"2002-01-04",58.330002,58.990002,58.25,58.549999,4065400,36.504826
"2002-01-07",58.5,58.849998,57.75,57.849998,3521000,36.06839
"2002-01-08",57.950001,58.035,57.25,57.525002,3065800,35.865765
"2002-01-09",57.650002,58.540001,57.209999,57.325001,3140800,35.741043
"2002-01-10",56.974998,57.349998,55.555,56.599998,6459600,35.289032
"2002-01-11",56.599998,57.235001,56.255001,56.895,4191400,35.472961
"2002-01-14",56.895,57.049999,55.700001,55.880001,5101800,34.840149
"2002-01-15",55.880001,56.200001,54.549999,54.75,5943800,34.135601
"2002-01-16",54.25,54.25,50.099998,51.849998,22779600,32.327492
"2002-01-17",52.349998,52.445,50,52.259998,15854000,32.583122
"2002-01-18",52.224998,53.994999,51.775002,53.400002,8667600,33.293888
"2002-01-22",53.825001,54.415001,52.924999,53.209999,4692200,33.175446
"2002-01-23",53.325001,54.119999,52.509998,53.73,4060800,33.499638
"2002-01-24",53.650002,55.049999,53.650002,54.73,4580200,34.123131
"2002-01-25",54.650002,56.264999,54.349998,55.615002,5438000,34.674908
"2002-01-28",55.275002,55.474998,54.73,55.27,3059800,34.459797
"2002-01-29",55.25,55.619999,54.139999,54.325001,3756800,33.870625
"2002-01-30",53.950001,55.125,52.75,54.935001,7653800,34.250927
"2002-01-31",54.935001,56.48,54.825001,55.5,4525600,34.60321
"2002-02-01",55.5,56.68,55.25,56.634998,4746200,35.310867
"2002-02-04",56.299999,56.299999,54.75,54.75,3363800,34.135601
"2002-02-05",54.950001,55.419998,54.049999,54.34,4725800,33.879963
"2002-02-06",54.625,55.25,54.299999,54.845001,3949800,34.194817
"2002-02-07",55.125,55.650002,54.549999,54.755001,2598200,34.138702
"2002-02-08",54.549999,55.75,54,55.605,7498400,34.668682
"2002-02-11",55.25,57.165001,55.224998,57.005001,4416600,35.541553
"2002-02-12",57,57.5,56.650002,57.084999,2706600,35.591423
"2002-02-13",57.349998,58.5,57.349998,57.904999,2968000,36.102669
"2002-02-14",58,58.560001,57.509998,58.450001,3168200,36.442474
"2002-02-15",58.68,58.845001,57.59,57.759998,4486600,36.012268
"2002-02-19",57.724998,57.869999,56.900002,56.994999,3964400,35.535316
"2002-02-20",57.049999,58.849998,56.775002,58.549999,3624000,36.9063
"2002-02-21",58.625,59.25,58,58,4535000,36.559608
"2002-02-22",58.005001,59.665001,58,59.5,4747200,37.505119
"2002-02-25",59.5,60.400002,59.09,60.224998,5658200,37.96212
"2002-02-26",59.950001,60.099998,58.974998,59.650002,5105600,37.599667
"2002-02-27",59.724998,60.195,59.200001,59.5,4093400,37.505119
"2002-02-28",59.549999,59.84,58.900002,58.965,3455800,37.167889
"2002-03-01",58.599998,60.474998,58.599998,60.16,3850200,37.921124
"2002-03-04",59.985001,61.744999,59.625,61.505001,5199600,38.768951
"2002-03-05",60.849998,61.849998,59.900002,60.075001,4847400,37.867561
"2002-03-06",60.450001,60.994999,60.400002,60.785,3747000,38.315102
"2002-03-07",60.66,60.68,59.700001,60.564999,3769600,38.176434
"2002-03-08",60.689999,61.400002,60.200001,60.75,3139200,38.293045
"2002-03-11",60.5,60.505001,59.805,60.25,3187600,37.977875
"2002-03-12",59.5,61.25,59.5,60.650002,3821200,38.230019
"2002-03-13",60.695,60.985001,59.75,59.75,3308400,37.662693
"2002-03-14",60.075001,60.494999,59.650002,60.294998,3033800,38.006241
"2002-03-15",60.325001,60.799999,60,60.700001,5668200,38.261517
"2002-03-18",61.25,61.314999,60.705002,61.099998,2578800,38.513664
"2002-03-19",61.299999,61.494999,60.755001,60.849998,3806200,38.356068
"2002-03-20",60.799999,60.805,59.950001,59.950001,2752600,37.788776
"2002-03-21",60,60.099998,58.5,59.150002,2802000,37.284512
"2002-03-22",58.974998,58.990002,57.860001,58.195,3768600,36.682518
"2002-03-25",58.435001,58.549999,57.700001,57.849998,2450000,36.465061
"2002-03-26",57.775002,58.645,57.775002,58.325001,2819800,36.764469
"2002-03-27",58.424999,58.965,58.169998,58.48,2440800,36.862175
"2002-03-28",57.924999,58.200001,56.450001,57.505001,4141000,36.247601
"2002-04-01",57.575001,57.775002,56.650002,57.630001,2370000,36.326389
"2002-04-02",57.634998,57.900002,56.849998,57.494999,2408400,36.241291
"2002-04-03",56.674999,57.099998,56.150002,56.455002,3654000,35.585735
"2002-04-04",56.525002,57.395,56.330002,57.060001,3048600,35.967102
"2002-04-05",60.200001,60.974998,59.5,60.965,15237200,38.428558
"2002-04-08",60.465,61.990002,60.404999,61.814999,5231600,38.964344
"2002-04-09",61.814999,62.625,61.450001,62.459999,5830400,39.370926
"2002-04-10",62.055,62.75,61.549999,62.57,5183000,39.440254
"2002-04-11",62.57,62.900002,61.810001,61.919998,5051600,39.030537
"2002-04-12",62.25,62.25,60.970001,61.110001,3803600,38.519978
"2002-04-15",61.400002,61.799999,60.709999,60.775002,2929800,38.308807
"2002-04-16",61.25,62.424999,61.240002,62.205002,3754000,39.210182
"2002-04-17",62,62.5,61.349998,61.759998,2379600,38.929684
"2002-04-18",61.700001,62.125,61.105,61.84,2331600,38.980095
"2002-04-19",62.125,62.474998,61.450001,62.445,2415200,39.361465
"2002-04-22",62.610001,64.050003,61.700001,62.505001,7387800,39.399284
"2002-04-23",62.380001,62.75,61.790001,62.139999,3782200,39.169212
"2002-04-24",62.099998,63.424999,61.994999,62.75,4755800,39.553722
"2002-04-25",62.5,63.474998,62.455002,63.474998,3454600,40.010712
"2002-04-26",63.474998,63.544998,62.150002,62.200001,3666600,39.207016
"2002-04-29",61.860001,62.174999,61.25,61.32,3056400,38.65234
"2002-04-30",61.32,63.27,61.32,62.900002,3116000,39.64827
"2002-05-01",62.900002,63.400002,61.5,63,3874200,39.711292
"2002-05-02",62.990002,63.700001,62.990002,63.580002,3714600,40.076889
"2002-05-03",63.099998,63.5,62.525002,63.5,3572200,40.026455
"2002-05-06",63.049999,63.494999,62.110001,62.110001,3217800,39.150299
"2002-05-07",61.985001,62.950001,61.645,62.145,4415000,39.172359
"2002-05-08",62.799999,63.599998,62.775002,63.09,3936000,39.768032
"2002-05-09",62.965,63.615002,62.884998,63.150002,3004200,39.805862
"2002-05-10",63.200001,63.974998,63.200001,63.450001,4127800,39.994949
"2002-05-13",63.490002,64.375,63.185001,64.25,3922800,40.499226
"2002-05-14",64.574997,64.995003,64,64.995003,4717800,40.968819
"2002-05-15",64.754997,65.044998,64.400002,64.75,3493400,40.814404
"2002-05-16",64.75,65.300003,64.355003,64.705002,2618800,40.786034
"2002-05-17",64.485001,65.07,64.305,65.035004,2933200,40.994038
"2002-05-20",64.910004,64.910004,63.889999,64.120003,2666600,40.417282
"2002-05-21",64.150002,64.595001,63.325001,63.490002,2843400,40.020164
"2002-05-22",63.474998,63.985001,63.099998,63.77,2089400,40.593063
"2002-05-23",64.25,64.595001,63.91,64.245003,6152400,40.895432
"2002-05-24",64.535004,64.695,63.959999,63.974998,2980600,40.72356
"2002-05-28",64.5,64.599998,63.380001,63.389999,2714800,40.351177
"2002-05-29",63.744999,63.990002,62.5,62.5,4740000,39.784649
"2002-05-30",62.5,63.195,62.41,62.549999,3245600,39.816475
"2002-05-31",62.799999,63.5,62.715,62.715,2961400,39.921505
"2002-06-03",62.59,63.240002,62.014999,62.224998,3623600,39.609592
"2002-06-04",62.224998,62.59,61.825001,62.540001,3229000,39.810101
"2002-06-05",62.5,63.349998,62.395,62.865002,2892800,40.016994
"2002-06-06",62.990002,63.049999,61.665001,61.775002,3202000,39.323132
"2002-06-07",60.950001,62.419998,60.950001,62.220001,2961200,39.606396
"2002-06-10",62.205002,63.174999,62,63,2967400,40.102905
"2002-06-11",63,63.75,62.66,62.740002,3389200,39.937405
"2002-06-12",62.625,63.775002,62.174999,63.775002,3430200,40.596241
"2002-06-13",63.650002,63.75,62.560001,62.900002,2358800,40.039265
"2002-06-14",62.5,63.095001,61.450001,63.025002,4126800,40.118832
"2002-06-17",63,63.59,62.525002,63.549999,2909800,40.453033
"2002-06-18",63.685001,64.25,63.279999,64.25,2182600,40.898624
"2002-06-19",64.010002,64.800003,63.645,63.875,3921000,40.659889
"2002-06-20",63.674999,64.449997,63.174999,63.404999,3165800,40.360733
"2002-06-21",62.849998,63.5,61.75,62,5587400,39.466373
"2002-06-24",62.005001,62.494999,61.110001,62.060001,4076200,39.504559
"2002-06-25",62.490002,62.924999,61.200001,61.305,3504400,39.023975
"2002-06-26",60.375,61.435001,59.689999,61.209999,4717400,38.963501
"2002-06-27",61.310001,62.584999,60.950001,62.584999,3947200,39.83876
"2002-06-28",62.075001,62.599998,61.5,61.5,4014400,39.14809
"2002-07-01",62.875,64.360001,62.75,63.700001,7480800,40.548508
"2002-07-02",63.700001,63.75,62.68,62.884998,5736600,40.02972
"2002-07-03",62.884998,63.5,61.549999,63.049999,4477400,40.134758
"2002-07-05",63.75,64.934998,63.299999,64.934998,1833000,41.334648
"2002-07-08",64.800003,64.974998,64.175003,64.574997,4487600,41.105492
"2002-07-09",64.574997,65.044998,63.84,64,4564600,40.73946
"2002-07-10",64,64.230003,61.990002,62,6210600,39.466373
"2002-07-11",61.099998,62.009998,60.130001,60.700001,7696600,38.638844
"2002-07-12",61.200001,61.68,60.049999,60.435001,6010800,38.470154
"2002-07-15",59.950001,59.955002,57.43,59.445,9856600,37.839966
"2002-07-16",58.75,59.43,57.5,57.950001,6432000,36.888325
"2002-07-17",58.900002,59.235001,57.799999,58.73,5661200,37.38483
"2002-07-18",58.674999,59.200001,57.990002,58.325001,6325400,37.127029
"2002-07-19",58.325001,58.330002,54.439999,54.439999,9727000,34.654007
"2002-07-22",54.895,56.575001,54.099998,54.5,12608600,34.692196
"2002-07-23",55.5,56.875,55.025002,55.880001,10135000,35.57066
"2002-07-24",55.884998,59.974998,55.330002,59.860001,11071000,38.10413
"2002-07-25",59.755001,60.994999,58.25,59.974998,10389800,38.17733
"2002-07-26",59.974998,60.75,59.5,60.424999,5789000,38.463795
"2002-07-29",60.849998,63.5,60.805,63.330002,6632800,40.312973
"2002-07-30",63.305,63.775002,61.75,62.744999,7853000,39.94059
