"","MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted"
"2010-07-22",84.730003,85.139999,83.849998,84.75,7153200,66.84745
"2010-07-23",84.699997,86.269997,84.349998,86.169998,4559100,67.967499
"2010-07-26",86.5,87.470001,85.889999,87.32,4834500,68.874603
"2010-07-27",87.160004,87.389999,86.330002,86.800003,4243800,68.464417
"2010-07-28",86.440002,87,86.220001,86.690002,2824600,68.377647
"2010-07-29",87.050003,87.480003,85.720001,86.339996,3344200,68.101593
"2010-07-30",85.5,86.349998,84.860001,85.540001,4744600,67.470589
"2010-08-02",86.800003,87.779999,86.720001,87.410004,3639000,68.945549
"2010-08-03",86.980003,87.550003,86.68,87.209999,2855500,68.787811
"2010-08-04",87.300003,88.07,87.230003,88,2222600,69.410934
"2010-08-05",87.309998,87.919998,86.970001,87.720001,2523600,69.190071
"2010-08-06",86.809998,87.540001,86.019997,87.290001,2701300,68.850929
"2010-08-09",87.730003,88.379997,87.410004,88.029999,3187400,69.434608
"2010-08-10",87.410004,87.779999,85.849998,87.110001,3641400,68.708923
"2010-08-11",85.900002,85.989998,83.529999,84.099998,4505600,66.334755
"2010-08-12",83.300003,84.629997,83.160004,84.010002,3435300,66.263779
"2010-08-13",83.900002,84.449997,83.739998,84.010002,2079100,66.263779
"2010-08-16",83.330002,83.959999,82.330002,83.43,2358400,65.806297
"2010-08-17",82.940002,84.889999,82.669998,84.089996,4374600,66.326866
"2010-08-18",83.779999,84,82.410004,83.610001,3198900,66.36261
"2010-08-19",83.330002,83.440002,81.190002,81.809998,3959300,64.933922
"2010-08-20",81,81.440002,80.110001,80.660004,4355400,64.021126
"2010-08-23",81.010002,82.300003,80.900002,81.080002,3243400,64.354477
"2010-08-24",80.199997,81,79.470001,80.449997,4475900,63.854431
"2010-08-25",80.010002,81.099998,79.470001,80.75,3577100,64.092545
"2010-08-26",81.260002,81.330002,79.5,79.779999,3577000,63.322666
"2010-08-27",80.120003,81.089996,79.199997,81,3445900,64.290977
"2010-08-30",80.559998,80.68,79.580002,79.650002,2408400,63.219498
"2010-08-31",79.559998,80.199997,78.400002,78.550003,4956000,62.346378
"2010-09-01",79.510002,81.099998,79.290001,81.010002,4507000,64.298943
"2010-09-02",81.440002,81.889999,80.830002,81.870003,2477800,64.981514
"2010-09-03",82.580002,83.709999,82.559998,83.480003,2939700,66.259422
"2010-09-07",83.230003,83.379997,82.019997,82.139999,3099200,65.195816
"2010-09-08",82.209999,83.709999,82.209999,82.75,2787000,65.680008
"2010-09-09",83.919998,84.080002,82.480003,82.959999,2471700,65.84668
"2010-09-10",82.870003,84.07,82.650002,83.940002,2166300,66.624527
"2010-09-13",84.559998,84.970001,84.209999,84.860001,2863500,67.354744
"2010-09-14",84.68,85,84.019997,84.629997,3319500,67.172165
"2010-09-15",84.470001,84.75,83.620003,84.580002,2175900,67.132484
"2010-09-16",84.019997,85,83.940002,84.949997,2431800,67.426186
"2010-09-17",85.339996,86.169998,85.089996,86.07,5967100,68.315147
"2010-09-20",86.260002,87.629997,86.059998,87.410004,3657900,69.378723
"2010-09-21",86.650002,87.620003,86.059998,86.550003,3680200,68.696114
"2010-09-22",86.57,87.160004,86.129997,86.629997,2473000,68.759605
"2010-09-23",85.860001,86.75,85.349998,85.529999,1994000,67.886513
"2010-09-24",86.410004,87.470001,85.790001,86.959999,3420400,69.02153
"2010-09-27",86.860001,87.110001,86.07,86.190002,2494700,68.410355
"2010-09-28",86.650002,87.32,85.440002,87.040001,2582600,69.08503
"2010-09-29",86.660004,87.650002,86.32,87.169998,2915700,69.18824
"2010-09-30",87.779999,88,86.209999,86.709999,3634700,68.823112
"2010-10-01",87.379997,87.889999,86.900002,87.620003,3200900,69.545372
"2010-10-04",87.290001,87.730003,86.110001,86.699997,2286300,68.815178
"2010-10-05",87.309998,89,87.309998,88.860001,4612200,70.529602
"2010-10-06",88.660004,89.900002,88.660004,89.889999,4137400,71.347115
"2010-10-07",89.860001,89.919998,88.440002,88.900002,3321900,70.561333
"2010-10-08",89.82,89.82,88.43,89.160004,2264400,70.767693
"2010-10-11",89.480003,89.5,87.970001,88.25,2605900,70.045418
"2010-10-12",87.919998,88.540001,86.779999,88.150002,2501400,69.96608
"2010-10-13",88.129997,89.730003,88.129997,89.139999,3179900,70.751831
"2010-10-14",89.150002,89.260002,88.360001,89.07,2313700,70.696281
"2010-10-15",89.75,89.889999,88.370003,89.139999,3097100,70.751831
"2010-10-18",89.089996,89.919998,88.690002,89.660004,2692000,71.164558
"2010-10-19",88.75,88.959999,87.510002,88.550003,3888100,70.283531
"2010-10-20",88.730003,89.949997,88.599998,89.470001,2819400,71.013741
"2010-10-21",89.870003,90.900002,89.720001,90.550003,5633800,71.870979
"2010-10-22",90.449997,90.629997,90.019997,90.440002,2310800,71.783691
"2010-10-25",90.629997,91.489998,90.629997,90.900002,3192900,72.148781
"2010-10-26",90.68,90.980003,90.139999,90.470001,2268200,71.807487
"2010-10-27",89.989998,90.529999,88.559998,90.370003,3398500,71.728111
"2010-10-28",87.82,88,83.800003,85.07,16228100,67.521416
"2010-10-29",85.010002,85.209999,84.07,84.220001,6085200,66.846733
"2010-11-01",84.57,85.290001,83.419998,83.980003,4467200,66.656265
"2010-11-02",84.809998,85.050003,84.32,84.800003,3815200,67.307129
"2010-11-03",85.150002,85.580002,83.300003,85.300003,4081700,67.703964
"2010-11-04",86.290001,87.870003,86.099998,87.040001,6606100,69.08503
"2010-11-05",87.459999,87.489998,86,86.339996,3724300,68.529457
"2010-11-08",85.800003,86.599998,85.550003,85.860001,5515100,68.14843
"2010-11-09",86.330002,86.339996,84.949997,85.300003,4920500,67.703964
"2010-11-10",85.300003,86.489998,85.290001,86.25,3999000,68.458008
"2010-11-11",85.720001,86.559998,85.220001,86.5,5850800,68.656433
"2010-11-12",86.019997,87.169998,85.629997,86.239998,4123700,68.450081
"2010-11-15",86.690002,86.779999,86.139999,86.199997,3131100,68.418304
"2010-11-16",85.709999,85.779999,83.970001,84.239998,5699800,66.862633
"2010-11-17",84.080002,84.519997,83.519997,83.949997,3130600,67.050331
"2010-11-18",84.839996,85.75,84.559998,85.550003,3576400,68.328239
"2010-11-19",85.529999,85.550003,84.720001,85.010002,3221300,67.896927
"2010-11-22",84.660004,85.059998,83.970001,84.900002,2976300,67.809082
"2010-11-23",83.910004,84.540001,83.139999,83.589996,3933200,66.762794
"2010-11-24",84.489998,84.809998,84.080002,84.660004,3857600,67.617371
"2010-11-26",84.459999,85.07,83.919998,84.400002,1661300,67.409737
"2010-11-29",83.699997,84.379997,83,84.220001,3590000,67.265945
"2010-11-30",83.25,84.300003,83.029999,83.980003,3463500,67.074287
"2010-12-01",85.419998,86.730003,85.400002,86.050003,5153700,68.727592
"2010-12-02",86.239998,87.129997,86.150002,86.510002,4257900,69.094971
"2010-12-03",86.059998,87.239998,85.809998,86.940002,2910700,69.438431
"2010-12-06",87,87.419998,86.620003,86.879997,3165400,69.390518
"2010-12-07",86.68,87.07,83.809998,84.190002,10359600,67.242004
"2010-12-08",83.230003,84.82,83.230003,84.68,5145300,67.633362
"2010-12-09",84.980003,85.050003,83.720001,84.110001,3598100,67.178101
"2010-12-10",84.349998,84.419998,83.75,84.32,4453200,67.34584
"2010-12-13",84.540001,85.720001,84.43,85.300003,4264300,68.128555
"2010-12-14",85.230003,85.910004,85.019997,85.839996,2873400,68.559853
"2010-12-15",85.839996,87,85.449997,85.809998,4758500,68.535881
"2010-12-16",85.889999,86.580002,85.150002,86.400002,2670600,69.007118
"2010-12-17",86.389999,86.650002,85.900002,86.370003,3655800,68.983185
"2010-12-20",86.599998,87.82,86.110001,87.339996,4002600,69.757889
"2010-12-21",87.519997,87.599998,86.230003,86.529999,3265900,69.110947
"2010-12-22",86.410004,86.900002,85.830002,86.720001,2396800,69.262711
"2010-12-23",86.790001,86.860001,86.230003,86.470001,1890200,69.063026
"2010-12-27",86.379997,87.25,86,87.010002,1585500,69.494339
"2010-12-28",87.010002,87.419998,86.440002,86.739998,1769700,69.278679
"2010-12-29",86.839996,87.199997,86.550003,86.760002,1666800,69.294662
"2010-12-30",86.779999,87.029999,86.370003,86.540001,1502900,69.118935
"2010-12-31",86.529999,86.980003,86.010002,86.300003,1791500,68.927261
"2011-01-03",86.75,87.330002,86.739998,86.790001,2632800,69.318611
"2011-01-04",87,87.279999,86.279999,86.669998,2644100,69.222778
"2011-01-05",86.290001,87.900002,86.120003,86.669998,4081300,69.222778
"2011-01-06",86.860001,87.190002,85.629997,86.139999,3452600,68.799446
"2011-01-07",86.550003,87.309998,85.949997,86.230003,3355500,68.871368
"2011-01-10",85.720001,87.330002,85.720001,87.150002,3475200,69.606155
"2011-01-11",87.330002,88.339996,87.330002,87.739998,3024400,70.07737
"2011-01-12",88.019997,88.760002,87.919998,88.660004,2732900,70.81218
"2011-01-13",88.470001,88.870003,87.760002,88.040001,2351900,70.316986
"2011-01-14",87.739998,88.110001,87.449997,88.099998,2094300,70.364906
"2011-01-18",87.839996,88.5,87.709999,88.139999,2323700,70.396858
"2011-01-19",88.25,88.739998,87.660004,87.959999,2302200,70.253075
"2011-01-20",87.860001,88.379997,87.25,88.040001,2167400,70.316986
"2011-01-21",88.660004,89.389999,88.370003,89.290001,3911300,71.315361
"2011-01-24",89.209999,90.5,89.059998,90.32,6319600,72.138
"2011-01-25",89.400002,89.5,87.199997,88.5,7480800,70.684372
"2011-01-26",88.580002,89.720001,88.43,89.57,4097800,71.538986
"2011-01-27",89.199997,90.290001,89.019997,89.190002,3282400,71.235466
"2011-01-28",89.43,89.690002,87.25,87.440002,4927600,69.837753
"2011-01-31",87.93,88.190002,87.309998,87.919998,4116500,70.22113
"2011-02-01",88.019997,88.300003,87.440002,87.790001,3995200,70.117287
"2011-02-02",87.68,88.449997,87.68,87.75,2892600,70.08535
"2011-02-03",87.82,88.269997,87.550003,87.949997,1982200,70.24511
"2011-02-04",87.919998,88.389999,87.650002,88.290001,1973900,70.516647
"2011-02-07",88.169998,89.25,87.809998,88.790001,2621700,70.915993
"2011-02-08",88.970001,89.5,88.779999,89.470001,2708000,71.459091
"2011-02-09",89.669998,90.839996,89.650002,90.779999,4786500,72.505402
"2011-02-10",90.239998,90.68,89.959999,90.459999,2787500,72.249809
"2011-02-11",90.339996,91.949997,90.059998,91.800003,3410000,73.320076
"2011-02-14",91.720001,92.300003,91.720001,91.900002,3418500,73.39994
"2011-02-15",91.519997,92.139999,91,92,2971900,73.479805
"2011-02-16",91.459999,92.949997,91.449997,92.330002,3906500,74.186897
"2011-02-17",92.139999,92.959999,92.019997,92.730003,3134200,74.508278
"2011-02-18",92.730003,92.970001,92.050003,92.959999,3435200,74.693077
"2011-02-22",92.730003,93.650002,91.82,92,5032300,73.92173
"2011-02-23",92.57,92.580002,89.870003,90.260002,5360900,72.523651
"2011-02-24",90.43,90.730003,89.269997,90.029999,3995700,72.338844
"2011-02-25",89.75,90.669998,89.690002,90.25,2859500,72.515617
"2011-02-28",91.900002,92.639999,91.099998,92.230003,4797400,74.106522
"2011-03-01",92.190002,92.349998,90.440002,90.459999,4008100,72.684334
"2011-03-02",90.239998,92.199997,90.239998,91.32,2809500,73.375351
"2011-03-03",91.849998,93.400002,91.849998,92.809998,3061100,74.572563
"2011-03-04",92.709999,93.290001,91.349998,92.190002,2770400,74.074394
"2011-03-07",92.580002,93.550003,92.019997,92.400002,3790500,74.243141
"2011-03-08",92.370003,94.160004,92.300003,93.75,3623700,75.327858
"2011-03-09",93.519997,93.739998,92.580002,93.169998,2117900,74.861832
"2011-03-10",92.32,92.32,90,90.010002,5098400,72.322777
"2011-03-11",89.709999,92.050003,89.709999,91.610001,3513000,73.60836
"2011-03-14",91.209999,91.209999,89.900002,91.019997,3549000,73.134308
"2011-03-15",89.050003,90.089996,88.059998,89.5,5273500,71.913002
"2011-03-16",89.059998,89.239998,86.910004,87.550003,6387500,70.346184
"2011-03-17",88.589996,88.970001,88.050003,88.690002,3581300,71.262161
"2011-03-18",89.720001,90.099998,88.529999,88.980003,4823200,71.495171
"2011-03-21",90.269997,91.800003,90.169998,90.949997,3576000,73.078049
"2011-03-22",90.959999,91.480003,90.410004,90.699997,2067100,72.877197
"2011-03-23",90.620003,92.660004,90.599998,92.139999,3978100,74.034203
"2011-03-24",92.610001,92.980003,91.889999,92.580002,2595800,74.387749
"2011-03-25",92.870003,92.959999,92.129997,92.269997,2748500,74.138687
"2011-03-28",92.419998,92.82,92.120003,92.120003,2414300,74.018158
"2011-03-29",92.269997,92.900002,91.900002,92.839996,2221400,74.596664
"2011-03-30",92.839996,93.160004,92.330002,92.470001,3566500,74.29937
"2011-03-31",92.410004,93.669998,92.360001,93.5,3202900,75.126976
"2011-04-01",93.529999,94.330002,92.620003,93.129997,3546700,74.829674
"2011-04-04",92.68,93.830002,92.68,93.639999,1956600,75.239456
"2011-04-05",93.510002,94,93.019997,93.389999,2253400,75.038574
"2011-04-06",93.940002,94.099998,93.220001,93.82,2498400,75.384109
"2011-04-07",93.510002,93.93,92.599998,93.190002,3428700,74.877884
"2011-04-08",93.589996,93.75,92.620003,93.220001,2462700,74.902016
"2011-04-11",93.589996,94.639999,93.400002,93.800003,3221500,75.368027
"2011-04-12",93.199997,93.269997,92.029999,92.370003,3894500,74.21904
"2011-04-13",93.07,93.25,92.550003,92.860001,2834700,74.612755
"2011-04-14",92.43,93.220001,91.75,92.940002,2290200,74.677017
"2011-04-15",92.889999,93.139999,91.980003,92.82,3110700,74.58062
"2011-04-18",91.940002,91.940002,90.580002,91.449997,3639300,73.479828
"2011-04-19",91.650002,92.029999,91.470001,91.860001,2435100,73.809242
"2011-04-20",92.970001,94.419998,92.93,93.760002,3635400,75.335892
"2011-04-21",94.089996,94.43,93.650002,93.919998,2926600,75.464455
"2011-04-25",93.910004,94.32,93.269997,94.120003,2187100,75.625153
"2011-04-26",95.010002,96.589996,94.389999,95.940002,8004300,77.087524
"2011-04-27",95.669998,96.540001,95.379997,96.470001,3774200,77.51339
"2011-04-28",96.110001,97.300003,96.089996,97.230003,3597800,78.124031
"2011-04-29",96.919998,97.5,96.860001,97.209999,3086000,78.107956
"2011-05-02",97.580002,97.949997,96.650002,96.919998,3025000,77.874924
"2011-05-03",96.93,97.5,96.580002,96.830002,2938700,77.802605
"2011-05-04",96.550003,97,95.739998,96.199997,3226100,77.296417
"2011-05-05",95.610001,96.279999,94.400002,94.919998,4159700,76.267944
"2011-05-06",95.730003,96.830002,95.360001,95.599998,3666500,76.814331
"2011-05-09",95.300003,96.459999,95.300003,95.989998,2039000,77.127693
"2011-05-10",96.239998,96.43,95.629997,95.709999,3285600,76.90271
"2011-05-11",95.769997,96,94.440002,95.519997,3458300,76.750038
"2011-05-12",95.18,96.940002,95.110001,96.650002,3949300,77.657974
"2011-05-13",96.610001,97.18,95.190002,96.010002,2918900,77.143761
"2011-05-16",95.540001,96.230003,95.269997,95.459999,2605500,76.701836
"2011-05-17",95.279999,95.459999,93.139999,93.860001,4845500,75.416245
"2011-05-18",93.720001,94.18,92.75,93.940002,3340200,75.925446
"2011-05-19",94.339996,95,93.93,94.709999,2385400,76.547768
"2011-05-20",94.550003,94.650002,93.129997,93.559998,3486900,75.618286
"2011-05-23",92.290001,92.879997,91.760002,92.489998,2988900,74.753502
"2011-05-24",92.919998,92.919998,91.93,91.970001,3218300,74.333206
"2011-05-25",91.540001,93.029999,91.379997,92.690002,2814300,74.915146
"2011-05-26",92.650002,93.199997,92.029999,92.82,2669200,75.020203
"2011-05-27",93.459999,93.989998,93.099998,93.470001,1987200,75.545555
"2011-05-31",94.050003,94.68,93.489998,94.379997,3181300,76.281067
"2011-06-01",94.330002,94.330002,91.330002,91.440002,3456200,73.904869
"2011-06-02",91.349998,92.110001,90.970001,91.459999,2745200,73.920982
"2011-06-03",90.190002,91.230003,90.190002,90.699997,3108300,73.306755
"2011-06-06",90.379997,90.93,90.239998,90.620003,2964500,73.242073
"2011-06-07",90.860001,91.989998,90.739998,90.849998,3049700,73.427979
"2011-06-08",90.940002,91.349998,90.360001,90.910004,3469900,73.476479
"2011-06-09",91.360001,92.43,90.989998,91.959999,2493300,74.325111
"2011-06-10",91.440002,91.900002,90.639999,90.730003,2765200,73.331001
"2011-06-13",91.139999,91.870003,90.900002,91.300003,2543300,73.791679
"2011-06-14",92.279999,92.989998,92.040001,92.589996,2839100,74.834297
"2011-06-15",91.699997,92.080002,90.580002,91.029999,3407700,73.573456
"2011-06-16",91.07,91.879997,90.660004,91.580002,2995700,74.018005
"2011-06-17",92.300003,92.629997,91.529999,91.779999,3764100,74.179657
"2011-06-20",91.419998,92.870003,91.410004,92.559998,2026700,74.810066
"2011-06-21",92.809998,93.790001,92.330002,93.43,2438300,75.513199
"2011-06-22",93.330002,93.919998,92.720001,92.800003,2675400,75.004021
"2011-06-23",92.040001,92.419998,90.730003,92.339996,3804200,74.632256
"2011-06-24",92.339996,92.529999,90.68,90.889999,4179900,73.46032
"2011-06-27",91.080002,92.650002,90.839996,92.25,2783700,74.559502
"2011-06-28",92.629997,93.019997,92.419998,93.019997,2730000,75.181847
"2011-06-29",93.419998,93.639999,92.68,93.110001,3071700,75.25457
"2011-06-30",93.379997,95.059998,93.349998,94.849998,4201800,76.660927
"2011-07-01",94.830002,96.949997,94.830002,96.669998,4659700,78.131889
"2011-07-05",96.400002,96.860001,96.059998,96.139999,3064200,77.703529
"2011-07-06",96.120003,97.5,96.099998,97.239998,3704100,78.592583
"2011-07-07",97.730003,98.190002,97.169998,97.970001,3312100,79.18261
"2011-07-08",97.120003,97.669998,96.989998,97.620003,3014900,78.899719
"2011-07-11",96.449997,97,96.059998,96.559998,4510200,78.042984
"2011-07-12",97.110001,97.220001,95.800003,95.879997,4578100,77.493401
"2011-07-13",96.089996,97.300003,96.029999,96.190002,2816100,77.743942
"2011-07-14",94.82,95.779999,94.559998,94.980003,5397100,76.766006
"2011-07-15",95.199997,95.629997,94.720001,95.470001,3924000,77.162018
"2011-07-18",95.099998,95.120003,93.709999,94.599998,2951400,76.458855
"2011-07-19",94.940002,94.940002,93.379997,94.269997,4756900,76.192123
"2011-07-20",94.830002,94.919998,94.150002,94.25,2808000,76.17598
"2011-07-21",95.010002,96.089996,94.5,95.839996,3540400,77.461067
"2011-07-22",96.089996,96.379997,95.110001,95.379997,2846200,77.089279
"2011-07-25",94.839996,95.529999,93.900002,95.07,3438600,76.83873
"2011-07-26",91.919998,92.5,89.559998,89.93,11432000,72.684395
"2011-07-27",89.690002,89.720001,87.75,88.080002,6658400,71.189186
"2011-07-28",88.190002,88.720001,87.410004,87.57,4285900,70.776978
"2011-07-29",86.940002,87.709999,86.599998,87.139999,4883800,70.429428
"2011-08-01",87.980003,88.169998,85.540001,86.769997,5997600,70.130394
"2011-08-02",85.669998,87.25,85.25,85.269997,6406300,68.91803
"2011-08-03",85.559998,86.449997,84.82,86.18,6277000,69.653534
"2011-08-04",85.07,85.07,82.110001,82.230003,9061600,66.461029
"2011-08-05",83.440002,84.220001,81.239998,82.75,8453100,66.881287
"2011-08-08",80.75,81.370003,78.529999,78.589996,11496200,63.519039
"2011-08-09",80.230003,82.860001,78.059998,82.690002,12008400,66.832802
"2011-08-10",81,81.220001,78.010002,78.230003,9377400,63.228065
"2011-08-11",78.690002,82.360001,78.290001,81.220001,7142300,65.644684
"2011-08-12",81.889999,82.760002,80.800003,82.540001,5718100,66.711555
"2011-08-15",82.660004,83.660004,81.970001,83.309998,4157200,67.333893
"2011-08-16",82.529999,82.68,81.050003,82.129997,5078200,66.380211
"2011-08-17",82.190002,83.029999,80.580002,80.93,5429400,65.851303
"2011-08-18",79.830002,80.019997,76.739998,77.419998,8546300,62.995258
"2011-08-19",76.650002,78.82,76.599998,76.870003,6151600,62.547764
"2011-08-22",78.339996,78.519997,76.5,76.949997,4434200,62.612839
"2011-08-23",77.169998,79.809998,76.870003,79.669998,5819100,64.826057
"2011-08-24",79.400002,80.449997,78.849998,80.290001,5176800,65.330559
"2011-08-25",80.449997,80.650002,77.790001,78.190002,6604500,63.621792
"2011-08-26",77.730003,80.260002,76.5,80.010002,5390000,65.102715
"2011-08-29",81.300003,82.230003,80.900002,82.099998,3467000,66.803314
"2011-08-30",81.68,82.610001,80.709999,82.07,3734200,66.778908
"2011-08-31",82.699997,83.370003,82.199997,82.980003,4737700,67.519356
"2011-09-01",83.019997,83.949997,81.279999,81.610001,4535400,66.404594
"2011-09-02",80.019997,80.330002,78.919998,79.349998,4391300,64.565674
"2011-09-06",77.440002,78.260002,76.699997,78.080002,5271200,63.532299
"2011-09-07",79.360001,80.639999,78.660004,80.57,5213800,65.558388
"2011-09-08",79.879997,80.650002,78.779999,79.260002,4722200,64.492462
"2011-09-09",78.059998,78.18,76,76.650002,7423400,62.368721
"2011-09-12",76.209999,78.279999,76,78.220001,5848900,63.646217
"2011-09-13",78.279999,78.790001,77.190002,77.809998,6469100,63.312614
"2011-09-14",77.959999,80.389999,76.910004,79.440002,5402500,64.638901
"2011-09-15",80.18,81.029999,79.480003,80.629997,4222300,65.60717
"2011-09-16",81.43,81.650002,80.010002,80.529999,6027600,65.525818
"2011-09-19",79.57,79.57,77.879997,79.209999,4552700,64.451782
"2011-09-20",79.440002,79.919998,78.459999,79.209999,3914800,64.451782
"2011-09-21",79.330002,79.760002,76.269997,76.339996,4957800,62.116482
"2011-09-22",74.82,74.900002,72,72.900002,10108500,59.317432
"2011-09-23",72.639999,74.330002,72.339996,73.989998,4583800,60.204338
"2011-09-26",74.389999,75.260002,73.449997,75.190002,5033400,61.180748
"2011-09-27",76.370003,77.769997,75.82,76.279999,4875300,62.067669
"2011-09-28",76.419998,77.199997,73.5,73.599998,5932100,59.887001
"2011-09-29",74.970001,75.68,73.5,74.529999,5633500,60.643726
"2011-09-30",73.910004,73.940002,71.709999,71.790001,7184500,58.414238
"2011-10-03",71.129997,73.239998,70.93,70.93,7619300,57.714474
"2011-10-04",70.129997,72.18,68.629997,72.010002,8700000,58.59325
"2011-10-05",71.739998,72.839996,71.010002,72.529999,5467000,59.016361
"2011-10-06",72.720001,74.690002,72,74.650002,4835800,60.741383
"2011-10-07",75.199997,75.449997,73.07,73.82,5291800,60.066006
"2011-10-10",75.120003,76.739998,75.089996,76.720001,3855600,62.425705
"2011-10-11",76.550003,76.870003,75.889999,76.419998,3320200,62.181572
"2011-10-12",76.730003,79.339996,76.730003,78.360001,5663300,63.760113
"2011-10-13",78.269997,78.400002,76.669998,77.800003,3726900,63.304474
"2011-10-14",78.940002,79.230003,78.120003,78.889999,2840800,64.191376
"2011-10-17",78.629997,79.050003,75.660004,75.879997,4359500,61.742191
"2011-10-18",76.18,79.150002,75.709999,78.360001,4167200,63.760113
"2011-10-19",78.260002,78.860001,77.269997,77.699997,3865000,63.223095
"2011-10-20",77.769997,79.059998,77.110001,78.68,4087300,64.020508
"2011-10-21",79.379997,80.559998,78.980003,80.480003,5125200,65.48513
"2011-10-24",80.32,82.400002,80.230003,82.18,5428700,66.868408
"2011-10-25",76.879997,79.019997,76.279999,77.040001,12651800,62.686058
"2011-10-26",77.980003,78.400002,75.970001,77.019997,5788900,62.669796
"2011-10-27",79.510002,82.330002,78.919998,81.410004,7413700,66.241867
"2011-10-28",81.529999,81.839996,80.5,81,5252000,65.908257
"2011-10-31",79.879997,80.589996,78.93,79.019997,4022500,64.297165
"2011-11-01",77.889999,78.220001,76.260002,76.529999,5772100,62.271091
"2011-11-02",77.389999,78.639999,77.349998,78.059998,3559600,63.516048
"2011-11-03",78.860001,79.82,77.889999,79.639999,4337800,64.801666
"2011-11-04",78.970001,79.540001,78.120003,79.300003,3771900,64.524994
"2011-11-07",79.269997,80.190002,78.300003,79.690002,4311700,64.842316
"2011-11-08",80.290001,82,80,81.830002,4230500,66.583618
"2011-11-09",80.129997,80.309998,78.470001,79,6393500,64.280914
"2011-11-10",80.309998,81.160004,79.650002,80.32,4646300,65.354965
"2011-11-11",81.300003,82.660004,81.300003,82.290001,3645800,66.957909
"2011-11-14",81.559998,82.489998,81.379997,81.870003,3168600,66.616173
"2011-11-15",81.440002,82.379997,81.059998,81.870003,3602400,66.616173
"2011-11-16",81.290001,83.099998,80.860001,81.870003,5097100,66.616173
"2011-11-17",81.529999,81.669998,79.669998,80.43,5077900,65.44445
"2011-11-18",80.699997,81.019997,79.980003,80.540001,3928300,65.533966
"2011-11-21",79.279999,79.639999,77.540001,78.389999,5438800,63.784542
"2011-11-22",77.629997,78.940002,77.449997,77.830002,4170600,63.776348
"2011-11-23",77.080002,77.160004,75.489998,75.540001,4149900,61.899849
"2011-11-25",75.550003,76.860001,75.550003,76.129997,2094000,62.383312
"2011-11-28",77.199997,78.010002,77.050003,77.720001,4923100,63.686195
"2011-11-29",78,78.18,77.029999,77.239998,3853300,63.292881
"2011-11-30",79.709999,81.050003,79.43,81.040001,8721000,66.406746
"2011-12-01",81.25,81.309998,80.25,80.300003,3867100,65.800346
"2011-12-02",81.389999,81.459999,79.050003,79.760002,5578000,65.357849
"2011-12-05",81.330002,81.599998,80.339996,80.93,5910500,66.316589
"2011-12-06",82.129997,82.800003,81.610001,82.129997,6011800,67.299927
"2011-12-07",82.029999,82.730003,80.779999,82.389999,4306100,67.512947
"2011-12-08",81.830002,82.139999,80.260002,80.459999,3980600,65.931465
"2011-12-09",80.919998,82.419998,80.769997,82.199997,4075500,67.357246
"2011-12-12",81.900002,81.989998,80.029999,80.589996,3338000,66.037964
"2011-12-13",81,81.220001,78.910004,79.410004,3975800,65.071037
"2011-12-14",79.18,79.449997,78.260002,78.510002,4203000,64.333557
"2011-12-15",79.43,79.779999,78.599998,78.860001,3247000,64.620369
"2011-12-16",79.519997,80.019997,78.419998,78.870003,6492600,64.628555
"2011-12-19",79.019997,79.5,77.510002,77.82,3485400,63.768154
"2011-12-20",79.190002,80.400002,78.870003,80.309998,4660200,65.808533
"2011-12-21",80.43,80.470001,78.970001,80,3611800,65.554497
"2011-12-22",80.269997,81.18,79.93,80.970001,3164200,66.349358
"2011-12-23",81.239998,82.209999,80.779999,82.199997,2042200,67.357246
"2011-12-27",81.910004,82.639999,81.620003,82.279999,1722600,67.422806
"2011-12-28",82.220001,82.440002,80.940002,81.150002,2613300,66.496857
"2011-12-29",81.370003,82.199997,81.190002,82.110001,1935200,67.283516
"2011-12-30",82.230003,82.449997,81.599998,81.730003,1706500,66.972122
"2012-01-03",83.760002,84.440002,83.360001,83.489998,3380100,68.414352
"2012-01-04",83.129997,84.260002,83.110001,84.18,3007400,68.979744
"2012-01-05",83.529999,83.870003,82.699997,83.800003,3116400,68.668343
"2012-01-06",83.779999,84.239998,83.32,83.370003,2839200,68.315994
"2012-01-09",83.580002,84.059998,83.260002,83.870003,2796600,68.725723
"2012-01-10",84.589996,85.190002,84.040001,84.300003,3438400,69.078056
"2012-01-11",83.239998,83.889999,83.080002,83.769997,4465300,68.643753
"2012-01-12",84.370003,84.639999,83.760002,84.279999,3649900,69.061676
"2012-01-13",83.75,84.120003,83.07,83.599998,3092900,68.504448
"2012-01-17",84.849998,85.360001,84.129997,84.230003,2694900,69.020729
"2012-01-18",84.139999,85.120003,84.019997,85.07,3721100,69.709015
"2012-01-19",85.099998,86.230003,84.919998,85.800003,3413700,70.307251
"2012-01-20",85.449997,85.699997,84.959999,85.650002,3522600,70.184319
"2012-01-23",85.699997,86.059998,85.309998,85.610001,3494800,70.151527
"2012-01-24",85.260002,85.940002,84.629997,85.93,3895600,70.41375
"2012-01-25",85.300003,86.660004,85,86.480003,4412000,70.864426
"2012-01-26",87.510002,87.989998,87,87.580002,4898900,71.765823
"2012-01-27",87.150002,87.800003,86.669998,87.459999,3747200,71.667473
"2012-01-30",86.5,87.589996,86.419998,87.339996,3148400,71.569153
