"","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
"2001-06-13",39.808208,39.844349,39.211899,39.293217,1307500,24.440496
"2001-06-14",39.293217,39.293217,37.314548,37.721127,2373200,23.462643
"2001-06-15",38.059937,38.782738,38.059937,38.561378,1572300,23.985283
"2001-06-18",38.624626,38.800808,37.788887,37.856651,920400,23.546934
"2001-06-19",37.946999,38.38068,37.901825,38.07349,1142200,23.681808
"2001-06-20",38.082523,38.263226,37.585602,37.594635,971500,23.383968
"2001-06-21",37.639809,37.639809,36.5014,36.704689,1754700,22.830408
"2001-06-22",36.817623,37.052536,34.897686,35.390095,2940500,22.012732
"2001-06-25",36.094826,36.094826,34.96545,35.055801,2066400,21.804804
"2001-06-26",35.010624,35.353954,34.513699,35.295227,2364300,21.953722
"2001-06-27",35.191326,36.474297,35.191326,36.316181,1742700,22.588764
"2001-06-28",36.411049,37.269375,36.234867,36.917011,1120900,22.962482
"2001-06-29",37.029949,37.029949,36.117413,36.185177,1080600,22.507286
"2001-07-02",36.049648,36.311665,35.936714,36.049648,733500,22.422976
"2001-07-03",36.139999,36.365875,36.135483,36.216797,428300,22.526955
"2001-07-05",36.103859,36.271008,35.990921,36.185177,812300,22.507286
"2001-07-06",36.094826,36.591751,36.094826,36.46526,1529300,22.681494
"2001-07-09",36.5014,36.727276,36.334251,36.636925,1415600,22.788267
"2001-07-10",36.591751,36.727276,36.456226,36.510433,1585100,22.709587
"2001-07-11",36.510433,36.700169,35.5979,35.602417,923200,22.144791
"2001-07-12",35.489479,35.756012,35.417198,35.643074,1624300,22.170094
"2001-07-13",35.688251,36.153553,35.530136,36.117413,476300,22.465136
"2001-07-16",36.162586,36.438156,36.036098,36.094826,564400,22.451078
"2001-07-17",36.049648,36.374908,35.981888,36.072239,426500,22.437031
"2001-07-18",36.076756,36.19421,35.688251,36.063202,797500,22.431421
"2001-07-19",36.17614,36.555611,35.643074,35.86895,985000,22.310593
"2001-07-20",35.86895,36.185177,35.733425,35.972851,875000,22.375216
"2001-07-23",35.891537,35.923161,35.575314,35.575314,714700,22.127935
"2001-07-24",35.530136,35.530136,34.920277,34.960934,944700,21.745796
"2001-07-25",34.784752,34.988037,34.513699,34.784752,1173600,21.636208
"2001-07-26",34.784752,35.751495,34.716988,35.710838,848600,22.212244
"2001-07-27",35.710838,36.817623,35.710838,36.356838,1398500,22.614052
"2001-07-30",36.293594,36.5014,36.162586,36.334251,548900,22.599998
"2001-07-31",36.221313,36.880871,36.203243,36.243904,933700,22.543804
"2001-08-01",36.289078,36.311665,36.094826,36.117413,759700,22.465136
"2001-08-02",36.23035,36.555611,36.149036,36.492367,896000,22.698353
"2001-08-03",36.433636,36.727276,36.23035,36.578197,687300,22.75174
"2001-08-06",36.623371,36.795036,36.275524,36.397499,643400,22.639347
"2001-08-07",36.442673,36.456226,36.081272,36.15807,1202800,22.490417
"2001-08-08",36.225834,36.257454,35.507549,35.5979,725100,22.141991
"2001-08-09",35.462376,35.86895,35.426235,35.620487,649900,22.156038
"2001-08-10",35.688251,35.805706,35.435268,35.697285,1203300,22.203812
"2001-08-13",35.801186,35.914124,35.055801,35.191326,854200,21.889103
"2001-08-14",35.191326,35.2365,34.829926,34.988037,1627800,21.762651
"2001-08-15",35.078388,35.733425,35.078388,35.484962,1116900,22.071741
"2001-08-16",35.394611,36.15807,35.326851,36.135483,891200,22.476374
"2001-08-17",36.135483,36.795036,36.130966,36.758896,1279200,22.864132
"2001-08-20",36.817623,36.907974,36.546574,36.907974,1006000,22.956861
"2001-08-21",36.903458,36.907974,36.668549,36.79052,796900,22.883802
"2001-08-22",36.727276,36.727276,36.546574,36.636925,846200,22.788267
"2001-08-23",36.456226,36.831177,36.388462,36.772449,920800,23.125048
"2001-08-24",36.749863,37.13385,36.659512,36.998325,628400,23.267088
"2001-08-27",37.179024,38.218048,37.11578,38.014763,1505000,23.906301
"2001-08-28",38.014763,38.014763,37.585602,37.698536,1114300,23.707436
"2001-08-29",37.246788,37.608189,37.201614,37.495251,773400,23.579597
"2001-08-30",37.427486,37.427486,36.636925,36.682098,888300,23.068228
"2001-08-31",36.659512,37.079639,36.474297,37.043499,891400,23.295496
"2001-09-04",37.156437,38.082523,37.13385,37.603668,895400,23.647783
"2001-09-05",37.608189,37.811474,37.445557,37.752747,661600,23.741526
"2001-09-06",37.752747,37.752747,37.291962,37.377796,1177400,23.505732
"2001-09-07",37.264858,37.291962,36.804073,36.862801,937600,23.18186
"2001-09-10",36.772449,37.608189,36.722759,37.016396,703200,23.278461
"2001-09-17",44.723251,44.768425,42.600025,42.825901,9424600,26.931868
"2001-09-18",42.830418,43.142124,42.148273,42.803314,4429800,26.917665
"2001-09-19",42.916248,43.819752,42.328976,43.819752,3714400,27.556862
"2001-09-20",43.932686,46.16885,43.63905,46.037842,4350600,28.951771
"2001-09-21",46.037842,46.042358,44.122421,44.881363,4176400,28.224489
"2001-09-24",44.876846,45.075615,43.684223,44.108871,2676000,27.738688
"2001-09-25",44.2715,45.491226,44.226326,44.330227,2173100,27.877897
"2001-09-26",44.226326,45.016888,44.181149,44.542549,2308500,28.011414
"2001-09-27",44.497375,46.620602,44.339264,46.516697,2469900,29.252884
"2001-09-28",46.756126,47.207874,45.626751,45.626751,3228500,28.693233
"2001-10-01",45.852627,46.236614,45.174999,45.830036,2463300,28.821072
"2001-10-02",45.717098,47.885502,45.717098,47.524101,3642900,29.886425
"2001-10-03",47.528618,49.308514,46.823887,48.572159,4129900,30.545517
"2001-10-04",48.33725,48.608299,47.43375,47.885502,4454400,30.113701
"2001-10-05",47.524101,49.00584,46.729019,48.563126,4223300,30.539835
"2001-10-08",48.567642,49.669914,48.111374,48.608299,5841500,30.568232
"2001-10-09",48.563126,49.444038,48.111374,49.227196,4117900,30.957439
"2001-10-10",49.114262,49.94548,47.908089,48.346287,6324000,30.403475
"2001-10-11",48.346287,48.350803,46.674809,47.546688,5788800,29.90062
"2001-10-12",47.546688,47.546688,46.49411,47.094936,3291600,29.616535
"2001-10-15",47.207874,48.472775,47.207874,48.124928,2714700,30.264256
"2001-10-16",48.111374,48.111374,46.769676,47.43375,1728300,29.829599
"2001-10-17",47.43375,47.569275,46.101086,46.16885,1876700,29.034136
"2001-10-18",46.101086,47.515064,45.857143,46.981998,3748300,29.545511
"2001-10-19",46.914238,48.657993,46.756126,48.599266,3120500,30.562557
"2001-10-22",48.508915,49.105225,47.524101,47.659626,2478300,29.97164
"2001-10-23",47.659626,47.975849,45.165966,45.174999,5262800,28.409153
"2001-10-24",44.2715,46.936825,43.593876,46.864544,10166600,29.471642
"2001-10-25",46.751606,46.778713,45.238243,46.688362,4809700,29.360844
"2001-10-26",46.620602,47.298225,46.349548,46.530251,3404500,29.261415
"2001-10-29",47.43375,47.43375,46.16885,46.214024,4383800,29.062557
"2001-10-30",46.078499,46.177883,45.287937,45.333111,2010400,28.508579
"2001-10-31",45.446049,46.123676,44.858776,45.152412,2327800,28.394945
"2001-11-01",45.129826,45.152412,44.506409,44.994301,2228000,28.295511
"2001-11-02",45.107239,45.174999,44.646454,45.089169,1327500,28.355179
"2001-11-05",45.089169,45.287937,44.700661,45.003334,2083000,28.301199
"2001-11-06",44.045624,44.687111,43.571289,44.506409,6215800,27.988689
"2001-11-07",44.510929,44.510929,43.133091,43.40414,3787400,27.295515
"2001-11-08",43.480938,44.2715,43.480938,44.248913,2656100,27.826757
"2001-11-09",44.497375,44.497375,43.955276,44.090801,2576200,27.727329
"2001-11-12",43.977863,44.068211,43.598392,43.756504,1296700,27.517099
"2001-11-13",43.878479,44.00045,41.732666,41.737183,4803700,26.247211
"2001-11-14",41.714596,42.238625,41.177013,41.339642,5338100,25.997217
"2001-11-15",41.226704,41.226704,40.047638,40.214787,7116500,25.28982
"2001-11-16",40.228336,41.335125,40.20575,41.335125,18082300,25.994368
"2001-11-19",41.673939,43.413174,41.339642,43.345413,6795100,27.25857
"2001-11-20",43.232475,44.2715,42.938839,43.706814,7077100,27.485855
"2001-11-21",43.706814,43.806198,42.4645,42.600025,4030900,26.789822
"2001-11-23",42.604542,42.604542,42.396736,42.487087,2734400,26.718796
"2001-11-26",42.4645,42.803314,41.353195,41.47065,5005200,26.07959
"2001-11-27",41.696526,41.940472,41.122803,41.692009,6655400,26.218794
"2001-11-28",41.786877,42.396736,41.547447,42.225071,3844100,26.554024
"2001-11-29",42.044373,42.613579,42.026302,42.166344,8738400,26.770679
"2001-11-30",42.197968,42.41029,41.579071,42.41029,3240000,26.925587
"2001-12-03",42.487087,42.961426,42.356079,42.961426,3043700,27.275473
"2001-12-04",42.961426,43.485455,42.961426,43.426727,2803000,27.570898
"2001-12-05",42.916248,43.187302,42.694893,42.947872,4535400,27.26687
"2001-12-06",42.952389,43.164711,42.884628,42.916248,3420000,27.246794
"2001-12-07",42.893661,42.934319,42.600025,42.830418,2342200,27.192308
"2001-12-10",42.862041,43.232475,42.780724,42.853004,2014300,27.20664
"2001-12-11",42.780724,42.825901,42.283798,42.283798,3123800,26.845263
"2001-12-12",42.288319,42.821381,42.288319,42.75362,1787900,27.143551
"2001-12-13",42.75362,42.780724,42.347046,42.509674,1352900,26.988668
"2001-12-14",42.487087,42.73555,42.324459,42.649719,1013100,27.077583
"2001-12-17",42.288319,42.740067,42.1031,42.703926,1686700,27.111996
"2001-12-18",42.703926,42.758137,42.175381,42.690376,1558300,27.10339
"2001-12-19",42.577438,43.065327,42.374149,42.920769,1836600,27.249668
"2001-12-20",42.925285,44.542549,42.925285,44.298607,3583100,28.124443
"2001-12-21",44.411541,44.700661,44.285053,44.65097,2894500,28.348143
"2001-12-24",44.65097,44.994301,44.57869,44.94009,640600,28.531691
"2001-12-26",44.944607,45.039474,44.641933,44.691628,886100,28.373953
"2001-12-27",44.678074,44.791012,44.501892,44.791012,886100,28.437056
"2001-12-28",44.791012,45.021404,44.759392,45.016888,673300,28.580452
"2001-12-31",45.016888,45.717098,45.016888,45.540916,1530000,28.913155
"2002-01-02",45.269867,45.269867,44.2715,44.501892,2372700,28.253483
"2002-01-03",44.497375,44.610313,44.131458,44.610313,2179000,28.322317
"2002-01-04",44.610313,45.296974,44.479305,44.804565,1468200,28.445658
"2002-01-07",44.90395,44.90395,44.416061,44.474789,1681600,28.236282
"2002-01-08",44.479305,44.682594,44.443165,44.506409,1431500,28.256361
"2002-01-09",44.574173,44.745838,44.569656,44.655487,1118900,28.351011
"2002-01-10",44.723251,44.723251,44.411541,44.416061,1251700,28.199011
"2002-01-11",44.2715,44.2715,43.345413,43.368,2564600,27.533607
"2002-01-14",43.304756,44.723251,43.142124,44.099834,2732200,27.998234
"2002-01-15",44.099834,44.497375,44.099834,44.375404,2152500,28.173187
"2002-01-16",44.339264,44.429611,43.797161,43.892029,2088700,27.866306
"2002-01-17",43.892029,44.235359,43.892029,44.172115,1307300,28.044121
"2002-01-18",44.090801,44.57869,43.910099,44.461235,1781000,28.227674
"2002-01-22",44.497375,44.971714,44.158562,44.266983,1563200,28.104361
"2002-01-23",44.2715,44.587727,43.648087,43.765541,1816200,27.786003
"2002-01-24",43.765541,46.281788,43.765541,46.110123,3622800,29.274542
"2002-01-25",45.626751,47.7048,45.581573,47.347916,4839600,30.060389
"2002-01-28",47.352436,49.290443,47.230461,48.956146,4261600,31.081421
"2002-01-29",48.901939,48.906456,47.343399,48.129444,3312000,30.55657
"2002-01-30",48.129444,48.314663,46.349548,48.251419,5570700,30.634014
"2002-01-31",48.33725,50.460476,48.156551,50.419819,3984000,32.010689
"2002-02-01",49.692501,50.085522,49.136848,49.60215,6769600,31.491549
"2002-02-04",49.60215,50.135216,49.037464,49.683464,6788700,31.54319
"2002-02-05",49.570526,50.139732,48.68058,48.825142,4010400,30.998253
"2002-02-06",48.825142,49.737675,48.608299,49.385311,2430700,31.353899
"2002-02-07",49.466625,49.611183,48.789001,49.353687,1818400,31.333818
"2002-02-08",49.240749,49.692501,49.055534,49.353687,1900300,31.333818
"2002-02-11",49.240749,49.864166,49.014874,49.692501,2795300,31.548914
"2002-02-12",49.918373,50.031311,49.344654,49.502766,2383600,31.428471
"2002-02-13",49.728642,50.21653,49.606667,49.895786,3465800,31.677977
"2002-02-14",49.828026,49.968067,49.398861,49.683464,1476900,31.54319
"2002-02-15",49.27689,53.180012,49.27689,52.177124,6957600,33.126377
"2002-02-19",51.951248,52.09581,51.635025,51.906075,3391000,32.954288
"2002-02-20",51.928661,52.403,51.594368,51.973839,3558300,32.997299
"2002-02-21",51.973839,53.708557,51.865417,53.216148,3444800,33.786026
"2002-02-22",49.692501,50.596001,47.343399,49.669914,17629600,31.534584
"2002-02-25",49.127811,49.511799,48.382423,48.98777,9587300,31.1015
"2002-02-26",48.98777,48.98777,48.174622,48.66251,4772900,30.894995
"2002-02-27",48.436634,49.3311,48.002956,49.245266,4958000,31.264988
"2002-02-28",49.177505,49.240749,47.980366,48.35532,3318400,30.95138
"2002-03-01",48.789001,48.789001,48.246899,48.676064,2600300,31.156679
"2002-03-04",48.224312,48.228828,46.304375,46.756126,7898100,29.927755
"2002-03-05",46.914238,48.075233,46.710949,46.959412,3259900,30.057882
"2002-03-06",47.298225,49.575047,47.212391,49.376274,3393200,31.604862
"2002-03-07",49.285927,49.3311,48.111374,48.377907,2319200,30.965832
"2002-03-08",48.671543,48.834175,47.117523,47.849361,2002600,30.62752
"2002-03-11",48.03006,49.543423,47.998436,48.996803,1974100,31.361988
"2002-03-12",49.001324,49.868683,48.703167,49.453072,2382200,31.654026
"2002-03-13",49.421452,50.912224,49.195576,49.647324,5082800,31.778358
"2002-03-14",49.760262,50.031311,48.69865,48.784481,2264300,31.226076
"2002-03-15",48.834175,49.308514,48.671543,49.308514,1938000,31.561508
"2002-03-18",49.421452,49.963551,49.00584,49.127811,1791900,31.445843
"2002-03-19",49.240749,50.717972,49.240749,50.514687,1909200,32.333561
"2002-03-20",50.333984,50.722488,50.099075,50.469509,1442300,32.304649
"2002-03-21",50.257187,50.324951,48.901939,49.3311,1329000,31.57597
"2002-03-22",49.389828,49.462109,48.789001,49.29496,2132100,31.552824
"2002-03-25",49.240749,49.579563,48.789001,48.789001,3111400,31.228966
"2002-03-26",48.789001,49.376274,47.555721,48.563126,3547300,31.084391
"2002-03-27",48.834175,50.821877,48.789001,50.370125,4366700,32.24102
"2002-03-28",50.370125,51.418186,50.053902,51.070339,2658100,32.689205
"2002-04-01",51.612438,52.832161,51.251038,52.457211,3234900,33.576908
"2002-04-02",52.457211,53.216148,51.228451,51.4995,3858900,32.963902
"2002-04-03",51.4995,52.308132,50.821877,51.269108,2644100,32.816441
"2002-04-04",51.296211,51.540157,51.19231,51.409149,1693800,32.906063
"2002-04-05",51.522087,52.222301,51.522087,51.883488,1968100,33.209698
"2002-04-08",51.883488,52.705673,51.815723,52.655979,1721300,33.704147
"2002-04-09",52.719227,52.922512,51.092926,51.838314,2723100,33.180786
"2002-04-10",52.064186,53.261326,51.860901,53.148388,2156900,34.019333
"2002-04-11",53.148388,53.961536,52.945099,53.704041,3124200,34.374996
"2002-04-12",53.645313,54.097061,53.320053,53.446541,3385500,34.210175
"2002-04-15",52.678566,52.678566,51.78862,51.901558,3901900,33.221256
"2002-04-16",51.901558,52.899925,51.4995,52.737293,3488400,33.756199
"2002-04-17",52.628876,52.633392,51.269108,51.44529,4544900,32.929207
"2002-04-18",51.449806,51.815723,50.934811,51.454327,3036600,32.934994
"2002-04-19",51.454327,51.458843,50.279774,50.704418,2392000,32.45499
"2002-04-22",50.934811,52.222301,50.912224,51.571781,3463100,33.010162
"2002-04-23",51.589851,53.058037,51.278141,53.03545,3083100,33.947048
"2002-04-24",52.628876,53.351673,51.964802,52.624359,3269700,33.683899
"2002-04-25",52.511421,52.854752,51.928661,52.7644,2938500,33.773556
"2002-04-26",52.809574,52.967686,52.109364,52.687603,1487500,33.7244
"2002-04-29",52.574665,53.446541,52.312649,52.398483,2010100,33.539352
"2002-04-30",53.753731,55.158676,53.676933,54.508156,5749400,34.889694
"2002-05-01",54.661751,56.396469,54.562366,56.324188,4447100,36.052109
"2002-05-02",56.129936,56.911465,55.741432,55.745949,4880700,35.68198
"2002-05-03",55.791126,55.8363,54.142239,55.285164,5090800,35.387054
"2002-05-06",55.113499,55.118019,53.532375,54.042854,3578500,34.591869
"2002-05-07",54.359077,54.752102,53.803425,53.970573,2993900,34.545601
"2002-05-08",54.309383,54.977974,54.01123,54.937317,1937700,35.164398
"2002-05-09",54.824379,55.958271,54.779205,55.009598,2552700,35.210659
"2002-05-10",55.009598,55.642048,54.453945,54.544296,1706900,34.912834
"2002-05-13",54.544296,56.459717,54.503639,56.247391,3356700,36.002949
"2002-05-14",56.360329,56.992779,55.81823,55.827267,2498500,35.734028
"2002-05-15",55.791126,55.791126,54.661751,55.041222,1880000,35.230892
"2002-05-16",55.045738,55.931168,55.045738,55.628494,1238500,35.606819
"2002-05-17",55.633011,56.066692,55.023151,55.506523,1434400,35.528725
"2002-05-20",55.56525,56.175114,55.294201,55.583321,2122600,35.577885
"2002-05-21",55.678188,56.46875,55.605907,56.035069,1023500,35.867046
"2002-05-22",56.035069,56.283531,55.754986,56.233841,1386800,35.994278
"2002-05-23",56.166077,56.197701,54.548813,55.456829,1887700,35.75124
"2002-05-24",55.56525,55.56525,54.209999,54.476532,1675200,35.119251
"2002-05-28",54.774689,54.977974,54.051888,54.377148,1654200,35.055202
"2002-05-29",54.151272,55.158676,54.119652,55.113499,1786600,35.5299
"2002-05-30",55.023151,55.633011,54.9328,55.592354,1464000,35.838604
"2002-05-31",55.56525,55.791126,54.801792,54.801792,1392500,35.328945
"2002-06-03",54.801792,55.56525,54.449429,54.449429,1342500,35.101791
"2002-06-04",54.223553,54.390701,52.750847,53.871189,2799700,34.729023
"2002-06-05",53.871189,54.548813,53.758251,54.435875,2463900,35.093048
"2002-06-06",54.431358,54.435875,53.577549,53.758251,2609400,34.656216
"2002-06-07",53.758251,53.762768,52.972206,53.166458,2473200,34.274708
"2002-06-10",52.972206,54.887627,52.448174,54.526226,2904700,35.151295
"2002-06-11",54.508156,54.512672,53.952503,54.232586,1857800,34.961994
"2002-06-12",54.345524,55.113499,54.237106,55.023151,2286400,35.471642
"2002-06-13",55.068325,56.265461,54.865036,55.700775,2570000,35.908493
"2002-06-14",55.700775,56.107349,54.562366,55.172226,1632900,35.567749
"2002-06-17",55.176746,56.947605,55.176746,56.943089,2119000,36.709373
"2002-06-18",56.947605,58.614563,56.920502,58.591976,3783000,37.772362
"2002-06-19",58.591976,60.986252,58.370617,59.856876,7452700,38.587795
"2002-06-20",59.947224,60.263451,58.501625,58.704914,3647800,37.845169
"2002-06-21",58.298336,58.659737,57.824001,58.135708,4214400,37.478214
"2002-06-24",57.37225,58.456451,57.327076,57.982113,2255600,37.379196
"2002-06-25",57.982113,58.885612,55.926651,56.016998,6250500,36.11237
"2002-06-26",55.904064,55.926651,54.937317,55.226437,3754500,35.602703
"2002-06-27",55.294201,57.778824,55.267094,57.742683,4313200,37.224846
"2002-06-28",57.37225,58.194435,56.46875,56.46875,3533500,36.403591
"2002-07-01",55.113499,55.452312,53.374264,53.392334,8695700,34.420311
"2002-07-02",53.663383,54.435875,53.216148,53.469131,5331000,34.46983
"2002-07-03",53.442024,54.191929,53.306499,53.93895,3738300,34.772694
"2002-07-05",54.435875,56.175114,54.390701,56.062176,2041100,36.141487
"2002-07-08",56.016998,56.14349,54.092545,54.345524,3595300,35.034809
