"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2013-11-05",109.080002,109.57,108.120003,108.790001,653700,95.312622
"2013-11-06",109.059998,110.129997,108.690002,109.029999,807600,95.522881
"2013-11-07",111.110001,113.949997,110.010002,111.559998,1444900,97.739449
"2013-11-08",111.32,111.889999,110.870003,111.720001,1154600,97.879631
"2013-11-11",111.82,113.18,111.419998,112.690002,738200,98.729469
"2013-11-12",112.480003,113.400002,111.910004,112.949997,638600,98.957245
"2013-11-13",112.470001,114.07,112.019997,113.75,925400,99.65815
"2013-11-14",113.269997,113.870003,112.529999,112.599998,611600,99.156181
"2013-11-15",112.910004,113.75,111.93,111.980003,1004000,98.610229
"2013-11-18",112.610001,112.75,111,111.449997,890900,98.143517
"2013-11-19",111.610001,112.129997,110.82,111.120003,564300,97.852921
"2013-11-20",111.18,111.760002,110.300003,110.959999,424300,97.712006
"2013-11-21",111.07,111.989998,111.029999,111.440002,729400,98.134712
"2013-11-22",111.669998,114.169998,111.080002,114.07,815600,100.450706
"2013-11-25",114.209999,114.349998,113.029999,113.290001,561300,99.763809
"2013-11-26",113.019997,114.32,113.019997,113.900002,501000,100.300995
"2013-11-27",114.489998,114.489998,113.480003,114.360001,360600,100.706078
"2013-11-29",114.739998,114.760002,113.400002,113.580002,274900,100.019203
"2013-12-02",113.139999,113.559998,111.669998,111.849998,701800,98.49575
"2013-12-03",112.559998,112.559998,110.279999,111.160004,640000,97.888123
"2013-12-04",110.5,111.209999,108.349998,108.889999,1577800,95.889145
"2013-12-05",108.980003,110.199997,108.5,109.209999,624700,96.170944
"2013-12-06",110.5,111.879997,110.010002,111.699997,666300,98.36367
"2013-12-09",111.440002,112.370003,111.110001,111.959999,706500,98.59259
"2013-12-10",111.620003,112.949997,111.379997,111.879997,678400,98.522179
"2013-12-11",112.360001,112.360001,109.440002,109.669998,516900,96.576012
"2013-12-12",109.610001,110.949997,108.779999,110.529999,798000,97.333328
"2013-12-13",110.57,111.449997,110.040001,110.519997,385100,97.324547
"2013-12-16",110.809998,111.900002,110.730003,110.959999,797200,97.712006
"2013-12-17",111.029999,111.459999,110.260002,110.529999,477900,97.333328
"2013-12-18",110.32,113.32,109.629997,113.110001,752700,99.605309
"2013-12-19",112.589996,114.129997,112.309998,114.029999,651300,100.415474
"2013-12-20",113.889999,117.110001,113.889999,116.510002,1154700,102.599373
"2013-12-23",117.260002,117.669998,116.209999,116.349998,773800,102.458466
"2013-12-24",116.5,117.379997,116.190002,117.099998,250300,103.118927
"2013-12-26",117.489998,118,117.029999,117.809998,307300,103.744164
"2013-12-27",118.730003,119.029999,117.559998,117.980003,464900,103.893852
"2013-12-30",117.760002,118.489998,117.400002,117.699997,513300,103.647285
"2013-12-31",117.970001,118.809998,117.790001,118.160004,346200,104.052376
"2014-01-02",117.620003,117.989998,116.010002,116.379997,479100,102.484894
"2014-01-03",116.610001,118.010002,116.449997,117.830002,606600,103.76178
"2014-01-06",118.199997,118.739998,116.120003,116.519997,662300,102.60817
"2014-01-07",117.57,117.57,115.779999,117.040001,556200,103.066071
"2014-01-08",117.279999,117.279999,115.709999,116.470001,785500,102.56414
"2014-01-09",116.75,117.330002,115.029999,116.43,537700,102.528908
"2014-01-10",116.82,117.300003,115.959999,116.959999,503500,102.995628
"2014-01-13",116.459999,117.32,114.769997,115.07,657700,101.331306
"2014-01-14",115.43,118.830002,115.029999,118.239998,1203600,104.12281
"2014-01-15",118.32,119.029999,118.199997,118.860001,889200,104.668785
"2014-01-16",117.68,119.709999,117.639999,119.660004,985300,105.373283
"2014-01-17",119.660004,119.660004,118.660004,119.230003,735700,104.994606
"2014-01-21",120.18,121.010002,118.300003,119.830002,665100,105.52298
"2014-01-22",119.370003,119.760002,118.059998,119.059998,636800,104.84491
"2014-01-23",118.220001,118.5,116.489998,117.010002,576500,103.039673
"2014-01-24",116.610001,116.720001,112.870003,112.989998,941500,99.499649
"2014-01-27",114.209999,114.720001,111.790001,112.959999,1131200,99.473228
"2014-01-28",113.699997,115.309998,113.32,115.010002,1232800,101.278465
"2014-01-29",117.029999,118.029999,114.18,115.089996,1788800,101.3489
"2014-01-30",115.5,116.32,114.610001,115.099998,1284200,101.357712
"2014-01-31",113.099998,115.43,113.099998,114.839996,1032100,101.128738
"2014-02-03",114.900002,115.660004,111.769997,111.970001,1758300,98.601418
"2014-02-04",111.940002,112.059998,110.18,111.18,1435100,97.905746
"2014-02-05",110.82,111.050003,108.830002,109.910004,1576100,96.787369
"2014-02-06",110.279999,111.309998,110.089996,110.639999,935400,97.430214
"2014-02-07",111.379997,112.589996,110.639999,112.349998,1239200,98.936058
"2014-02-10",112.580002,112.68,111.599998,112.040001,543100,98.663063
"2014-02-11",112.440002,114.010002,112.330002,113.480003,937100,99.931137
"2014-02-12",113.5,115.800003,113.43,115.559998,1074100,101.762802
"2014-02-13",114.32,116.470001,113.709999,116.449997,1040400,103.06382
"2014-02-14",116.370003,117.120003,115.540001,117,777700,103.550606
"2014-02-18",116.889999,118.720001,116.889999,118.5,897700,104.878166
"2014-02-19",117.989998,119.07,117.650002,118,1174700,104.435638
"2014-02-20",117.959999,119.300003,117.5,118.989998,932700,105.311836
"2014-02-21",119.040001,120.400002,118.5,119.32,1019600,105.603889
"2014-02-24",119.349998,120.970001,119.059998,120.559998,828900,106.70137
"2014-02-25",120.379997,121.480003,119.660004,120.849998,831400,106.958023
"2014-02-26",121.029999,122.580002,120.629997,121.730003,677400,107.736855
"2014-02-27",121.5,122.400002,121.18,122.18,473000,108.135132
"2014-02-28",122.18,124.110001,121.900002,122.839996,830100,108.719238
"2014-03-03",119.900002,122.120003,119.900002,121.589996,721500,107.612946
"2014-03-04",123.309998,124.18,123.110001,124,680100,109.745926
"2014-03-05",123.809998,123.860001,123.220001,123.489998,611400,109.29454
"2014-03-06",124.110001,124.360001,122.699997,123.459999,695300,109.267998
"2014-03-07",124.18,124.779999,123.760002,124.720001,1075200,110.383171
"2014-03-10",125.199997,125.199997,123.25,123.739998,612300,109.515816
"2014-03-11",125.599998,125.599998,121.389999,122.07,603700,108.037796
"2014-03-12",121.220001,121.82,120.599998,121.800003,693500,107.798828
"2014-03-13",122.290001,122.68,119.190002,120.25,1076300,106.427002
"2014-03-14",120.139999,121.160004,119.57,120,1081800,106.205711
"2014-03-17",120.940002,122.669998,120.940002,122.25,601800,108.197098
"2014-03-18",122.519997,123.470001,122.330002,123.279999,521700,109.108681
"2014-03-19",123.18,123.800003,121.43,122.230003,451800,108.179398
"2014-03-20",122.029999,123.5,121.82,122.800003,543900,108.683868
"2014-03-21",124.220001,124.739998,122.959999,123.040001,1021200,108.896263
"2014-03-24",123.699997,124.360001,121.779999,122.129997,778700,108.090874
"2014-03-25",123.269997,124.769997,122.25,123.669998,793500,109.453835
"2014-03-26",124.459999,124.599998,122.160004,122.169998,603300,108.126289
"2014-03-27",122.019997,122.57,121.07,121.779999,745600,107.781097
"2014-03-28",122.120003,124.669998,121.510002,124.25,776600,109.967178
"2014-03-31",125.419998,125.660004,124.470001,124.550003,799700,110.232689
"2014-04-01",124.790001,125.370003,124.120003,124.839996,963400,110.489357
"2014-04-02",125.190002,126.690002,124.82,126.099998,1096000,111.604492
"2014-04-03",126.220001,127.120003,125.769997,126.879997,545500,112.294853
"2014-04-04",127.730003,128.130005,124.269997,124.510002,686300,110.197296
"2014-04-07",124.169998,124.43,121.57,121.989998,533600,107.96698
"2014-04-08",121.989998,123.309998,121.309998,122.970001,637000,108.83432
"2014-04-09",123.389999,124.059998,122.5,123.940002,527500,109.692818
"2014-04-10",123.879997,124.199997,121.360001,121.57,525100,107.595253
"2014-04-11",121.120003,122.190002,120.139999,120.800003,879600,106.913765
"2014-04-14",122.089996,122.389999,120.349998,121.449997,557400,107.489059
"2014-04-15",121.540001,122.709999,119.849998,122.43,891700,108.356415
"2014-04-16",123.589996,125.730003,122.970001,125.699997,589800,111.250511
"2014-04-17",125.949997,127.400002,125.339996,127.019997,664100,112.418747
"2014-04-21",127,128.029999,125.110001,127.75,593200,113.06485
"2014-04-22",127.849998,128.460007,127.610001,127.669998,512000,112.994049
"2014-04-23",127.790001,128.110001,126.849998,127.160004,556200,112.542694
"2014-04-24",128.190002,128.259995,126.599998,127.639999,567600,112.967484
"2014-04-25",127.470001,127.470001,124.610001,125.099998,731900,110.71946
"2014-04-28",125.510002,125.82,122.410004,124.529999,961000,110.215004
"2014-04-29",122.110001,123,115.209999,115.629997,2329100,102.338066
"2014-04-30",115.830002,120.5,115.660004,119.18,1713200,105.479988
"2014-05-01",118.709999,120.910004,118.400002,120.220001,1100200,106.400436
"2014-05-02",119.919998,120.730003,119.25,119.57,742200,105.825172
"2014-05-05",118.970001,120.199997,118.57,119.839996,531700,106.064117
"2014-05-06",119.260002,119.839996,118.690002,118.82,643100,105.161385
"2014-05-07",119.18,120.300003,118.099998,119.580002,633300,105.834023
"2014-05-08",119.230003,120.360001,118.019997,118.349998,879100,105.255936
"2014-05-09",118.389999,118.730003,116.330002,117.889999,741900,104.846817
"2014-05-12",118.589996,121.660004,118.589996,121.419998,715700,107.986275
"2014-05-13",121.779999,122,120.580002,120.690002,587400,107.337036
"2014-05-14",120.580002,121.419998,119.389999,119.629997,1005300,106.394302
"2014-05-15",119.720001,120.019997,117.300003,119.769997,806100,106.518814
"2014-05-16",119.93,120.360001,118.470001,120.190002,696000,106.892357
"2014-05-19",119.470001,121.629997,119.43,121.419998,507300,107.986275
"2014-05-20",121.220001,121.68,118.040001,118.910004,668400,105.753975
"2014-05-21",119.269997,120.349998,118.330002,119.599998,616600,106.367638
"2014-05-22",119.419998,121.199997,119.419998,119.879997,517200,106.616653
"2014-05-23",119.529999,121.440002,119.529999,121.260002,364800,107.843979
"2014-05-27",122.209999,122.900002,121.440002,122.290001,499100,108.76001
"2014-05-28",122.690002,122.980003,121.07,121.139999,407800,107.737244
"2014-05-29",121.199997,121.290001,120.040001,120.370003,654100,107.052452
"2014-05-30",120.699997,121.330002,120.230003,121.080002,450700,107.683899
"2014-06-02",121.050003,123,120.940002,122.660004,722700,109.089058
"2014-06-03",122.57,123.599998,122.269997,122.480003,561900,108.929001
"2014-06-04",122.540001,123,122.139999,122.349998,401000,108.813362
"2014-06-05",123.230003,125.389999,123.099998,125.300003,907800,111.436989
"2014-06-06",125.5,126.529999,125.419998,126.339996,404100,112.361931
"2014-06-09",126,128.570007,125.919998,127.830002,729300,113.687065
"2014-06-10",127.830002,128,126.18,126.639999,518100,112.628723
"2014-06-11",126.239998,126.300003,125.57,126.169998,387400,112.210747
"2014-06-12",126.080002,126.459999,124.879997,125.300003,621600,111.436989
"2014-06-13",125.18,125.910004,124.349998,125.620003,542400,111.721581
"2014-06-16",126.07,126.470001,125.010002,125.660004,341100,111.757149
"2014-06-17",125.300003,127.199997,125.099998,126.93,449600,112.886635
"2014-06-18",127.139999,127.269997,124.949997,125.690002,850800,111.783829
"2014-06-19",126.269997,126.269997,125.07,125.339996,811600,111.472557
"2014-06-20",124.830002,127.260002,124.550003,127.239998,775200,113.162346
"2014-06-23",127.879997,127.879997,126.099998,126.480003,316400,112.486427
"2014-06-24",125.830002,126.739998,124.269997,124.279999,396100,110.529831
"2014-06-25",124.300003,125.620003,124.300003,124.739998,489000,110.93895
"2014-06-26",124.879997,125.230003,123.889999,124.709999,361500,110.912277
"2014-06-27",124.099998,126.029999,124.099998,125.839996,382000,111.917252
"2014-06-30",125.449997,125.839996,124.720001,125.160004,643500,111.312492
"2014-07-01",125.669998,126.839996,125.150002,125.690002,613800,111.783829
"2014-07-02",125.830002,126.059998,124.620003,125.25,476800,111.392517
"2014-07-03",126.010002,126.82,125.110001,126.190002,395400,112.228516
"2014-07-07",125.860001,125.889999,124.529999,125.25,470400,111.392517
"2014-07-08",124.860001,125.279999,124.019997,124.080002,555100,110.35199
"2014-07-09",124.370003,124.980003,124.089996,124.57,352700,110.787766
"2014-07-10",123,123.459999,122.599998,122.93,550500,109.329208
"2014-07-11",122.519997,123.830002,122.209999,123.190002,371800,109.56044
"2014-07-14",123.709999,124.389999,123.459999,123.559998,531100,109.889496
"2014-07-15",123.650002,124,122.650002,123.239998,644200,109.604904
"2014-07-16",123.519997,123.699997,122.849998,123.239998,495300,109.604904
"2014-07-17",122.589996,122.839996,120.650002,120.669998,710000,107.319237
"2014-07-18",121.050003,122.779999,121.019997,122.5,526400,108.94677
"2014-07-21",122.220001,122.839996,121.580002,122.480003,494400,108.929001
"2014-07-22",123.029999,123.690002,122.919998,122.959999,493500,109.355896
"2014-07-23",122.849998,123.370003,122.370003,122.639999,423300,109.071297
"2014-07-24",122.809998,123.699997,122.43,122.660004,672200,109.089058
"2014-07-25",122.660004,123.720001,122.129997,123.059998,474100,109.444809
"2014-07-28",122.519997,122.699997,121.25,122.370003,426400,108.831154
"2014-07-29",121.970001,122.949997,119.910004,119.970001,1167200,106.696693
"2014-07-30",113.379997,114.269997,111.239998,113.330002,2954800,100.791344
"2014-07-31",112.129997,113.139999,111.540001,111.660004,1299100,99.306099
"2014-08-01",112.089996,112.089996,109.800003,111.559998,1085800,99.217163
"2014-08-04",112.279999,113.120003,111.370003,112.879997,791100,100.391113
"2014-08-05",112.099998,113.660004,111.699997,112.309998,849000,99.884193
"2014-08-06",111.790001,113.220001,111.040001,111.769997,1742300,99.403923
"2014-08-07",111.970001,112.68,111.190002,111.550003,891200,99.725769
"2014-08-08",111.940002,113.32,111.620003,113.150002,726000,101.156166
"2014-08-11",113.610001,114.540001,113.529999,113.730003,408400,101.674683
"2014-08-12",113.620003,114.32,112.989998,113.260002,480100,101.254524
"2014-08-13",113.75,114.419998,113.639999,114.199997,591900,102.094872
"2014-08-14",114.540001,115.279999,114.139999,114.809998,581200,102.640205
"2014-08-15",115.470001,115.470001,113.300003,114.290001,547900,102.175331
"2014-08-18",114.779999,115.849998,114.779999,115.669998,481100,103.409042
"2014-08-19",115.739998,116.489998,115.739998,116.279999,554800,103.954391
"2014-08-20",116.290001,117.68,116.029999,117.459999,691800,105.0093
"2014-08-21",117.739998,117.739998,116.760002,117.389999,470700,104.946732
"2014-08-22",116.910004,117.290001,116.269997,116.449997,404400,104.106377
"2014-08-25",117.160004,117.809998,116.379997,117.349998,520300,104.910973
"2014-08-26",117.370003,117.760002,116.32,116.360001,433100,104.025932
"2014-08-27",116.239998,116.519997,115.720001,116.370003,349700,104.034843
"2014-08-28",115.93,116.860001,115.5,116.370003,559700,104.034843
"2014-08-29",116.449997,117.040001,115.980003,116.610001,475500,104.249428
"2014-09-02",116.510002,117.510002,116.279999,117.18,596100,104.758995
"2014-09-03",117.050003,118.209999,116.309998,116.489998,417700,104.142136
"2014-09-04",116.480003,118.769997,116.010002,116.980003,856700,104.5802
"2014-09-05",116.650002,117.370003,115.75,117.190002,569300,104.767937
"2014-09-08",117.029999,117.669998,116.410004,116.57,373000,104.213638
"2014-09-09",116.309998,116.809998,115.5,115.93,496900,103.641487
"2014-09-10",116.080002,116.669998,115.330002,115.82,595600,103.543159
"2014-09-11",115.459999,116.379997,115.050003,116.160004,431100,103.847115
"2014-09-12",116.029999,116.209999,114.760002,115.400002,674600,103.167686
"2014-09-15",115.43,115.980003,115.059998,115.489998,299700,103.248131
"2014-09-16",115.32,116.370003,114.43,116.290001,532400,103.963333
"2014-09-17",116.809998,117.580002,115.589996,116.139999,536700,103.829231
"2014-09-18",116.599998,117.900002,116.5,117.720001,477800,105.241768
"2014-09-19",118.419998,118.75,116.559998,117.129997,828300,104.714294
"2014-09-22",116.870003,117,114.68,115,761800,102.810074
"2014-09-23",114.230003,115.209999,114.110001,114.269997,485900,102.157455
"2014-09-24",114,114.139999,112.779999,113.300003,1172500,101.290283
"2014-09-25",113.150002,113.150002,111.279999,111.489998,833900,99.672134
"2014-09-26",111.440002,113.199997,111.230003,112.839996,503800,100.879021
"2014-09-29",111.599998,111.910004,111.029999,111.480003,812300,99.663193
"2014-09-30",111.5,111.849998,109.839996,109.879997,1155200,98.232811
"2014-10-01",109.389999,110.099998,108.379997,109.389999,1815300,97.794731
"2014-10-02",109.440002,109.669998,107.699997,109.440002,1314900,97.839432
"2014-10-03",110.239998,110.589996,109.489998,110.300003,744900,98.608269
"2014-10-06",110.660004,111.080002,108.769997,108.82,841500,97.285149
"2014-10-07",108.099998,108.300003,105.879997,105.879997,1249100,94.656792
"2014-10-08",105.959999,108.059998,104.339996,108.059998,1972700,96.605698
"2014-10-09",108.019997,108.139999,102.68,102.949997,2061600,92.037346
"2014-10-10",102.800003,103.120003,99.93,100.519997,2333700,89.864929
"2014-10-13",100.980003,101.410004,98.550003,98.599998,1280300,88.14846
"2014-10-14",99.040001,103.120003,99.040001,100.970001,1765400,90.267258
"2014-10-15",100.029999,101.510002,98.720001,100.779999,1605200,90.097397
"2014-10-16",98.839996,103.529999,98.610001,103.120003,1439800,92.189354
"2014-10-17",104.68,106.699997,104.629997,105.169998,1306600,94.022049
"2014-10-20",104.669998,105.230003,104.160004,105.120003,855800,93.977356
"2014-10-21",105.940002,108.989998,105.730003,108.959999,895900,97.410309
"2014-10-22",108.82,108.82,105.089996,105.129997,1221500,93.98629
"2014-10-23",106.5,108.790001,106.5,107.669998,1170000,96.257034
"2014-10-24",107.699997,109.309998,106.610001,109.309998,872000,97.723213
"2014-10-27",108.629997,108.629997,106.779999,107.940002,607900,96.498428
"2014-10-28",108.970001,111.25,108.519997,110.879997,861000,99.126778
"2014-10-29",110.610001,110.980003,108.529999,109.220001,634000,97.642761
"2014-10-30",108.830002,110.309998,107.970001,110.25,724600,98.56356
"2014-10-31",112.139999,112.540001,111.370003,112.349998,705600,100.440964
"2014-11-03",112.349998,112.779999,110.669998,110.839996,715000,99.091026
"2014-11-04",110.730003,110.790001,108.959999,109.25,939200,97.669556
"2014-11-05",110.260002,111.089996,109.370003,110.230003,942500,98.545692
"2014-11-06",110.370003,112.260002,110.300003,111.769997,866600,99.922447
"2014-11-07",112.040001,112.339996,111.120003,112.290001,848500,100.387337
"2014-11-10",112.32,113.050003,112.25,112.75,626800,100.798584
"2014-11-11",112.629997,112.93,112,112.860001,751400,100.896919
"2014-11-12",114.25,117.370003,112.269997,112.440002,1585900,100.521439
"2014-11-13",110.849998,111.849998,107.25,108.160004,1868400,97.257362
"2014-11-14",108.199997,110.260002,107.699997,110.120003,960700,99.019775
"2014-11-17",109.5,110.889999,109.300003,110.18,675000,99.07373
"2014-11-18",110.360001,111.440002,110.199997,110.889999,880400,99.712151
"2014-11-19",110.43,110.889999,109.779999,110.190002,561000,99.082726
"2014-11-20",109.339996,110.839996,109.160004,110.360001,747300,99.235596
"2014-11-21",111.739998,115.129997,111.739998,113.639999,1355100,102.184944
"2014-11-24",114.370003,114.68,113.809998,114.260002,762600,102.742462
"2014-11-25",114.75,115.419998,114.040001,114.809998,899500,103.237007
"2014-11-26",115.18,115.199997,113.900002,114.650002,469400,103.093124
"2014-11-28",113.75,116.110001,112.129997,115.410004,2183400,103.776527
"2014-12-01",113.230003,113.690002,111.169998,111.620003,1956400,100.368561
"2014-12-02",112.25,116.879997,111.900002,115.690002,2209700,104.028297
"2014-12-03",116.209999,118.32,116.209999,117.93,1384100,106.042496
"2014-12-04",117.669998,118.029999,115.900002,116.300003,985800,104.576805
"2014-12-05",114.540001,115.580002,113.540001,114.290001,1543600,102.769432
"2014-12-08",113.940002,114.18,111.379997,111.660004,1076300,100.404533
"2014-12-09",109.809998,111.169998,109.190002,111.059998,1037100,99.865013
"2014-12-10",110.489998,110.870003,106.620003,106.870003,1365600,96.097374
"2014-12-11",107.370003,108.309998,106.57,106.889999,1425100,96.115372
"2014-12-12",105.580002,106.860001,104.769997,104.800003,1780500,94.236023
"2014-12-15",105.639999,106.190002,103.150002,103.379997,1321100,92.959183
"2014-12-16",103.690002,106.459999,103.099998,104.830002,2295900,94.263023
"2014-12-17",104.959999,108.160004,104.269997,107.93,1988200,97.050522
"2014-12-18",109.690002,111.470001,109.32,111.440002,1587100,100.206718
"2014-12-19",112.089996,112.639999,111.169998,111.790001,2296900,100.521439
"2014-12-22",112,112.550003,110.980003,112.389999,778600,101.060936
"2014-12-23",112.949997,114.059998,112.519997,113.290001,620600,101.870216
"2014-12-24",113.540001,113.760002,112.400002,112.93,320900,101.546524
"2014-12-26",113,113.690002,112.870003,113.010002,326900,101.618462
"2014-12-29",112.790001,113.57,112.190002,113.089996,401800,101.690384
"2014-12-30",113.260002,113.260002,112.07,112.349998,484200,101.024971
"2014-12-31",112.650002,113.360001,111.080002,111.199997,617600,99.990906
"2015-01-02",111.93,112.580002,109.949997,111.040001,712600,99.847038
"2015-01-05",109.660004,109.93,107.080002,107.309998,1337500,96.493019
"2015-01-06",107.25,107.769997,104.889999,106.080002,1059900,95.387016
"2015-01-07",107.18,107.550003,105.919998,106.260002,1242100,95.548859
"2015-01-08",107.339996,109.410004,107.169998,109.389999,847400,98.363358
"2015-01-09",109.970001,109.970001,106.209999,107.510002,1123000,96.672859
"2015-01-12",107.239998,107.279999,105.18,106,667700,95.315071
"2015-01-13",106.449997,107.089996,103.260002,104.480003,912800,93.948303
"2015-01-14",103,105.019997,102.599998,104.870003,1799100,94.298965
"2015-01-15",105.43,106.309998,104.300003,104.800003,1280600,94.236023
"2015-01-16",104.489998,104.769997,102.309998,104.690002,1392100,94.137115
"2015-01-20",105.389999,106.010002,104.220001,105.449997,1129800,94.820503
"2015-01-21",104.970001,106.489998,104.970001,106.389999,684400,95.665756
"2015-01-22",108.209999,109.019997,106.470001,108.519997,1806800,97.581047
"2015-01-23",108.25,108.849998,106.730003,106.860001,1075600,96.088387
"2015-01-26",106.620003,107.32,105.489998,107.25,1158500,96.439079
"2015-01-27",107.730003,108.260002,104.690002,107.239998,3431300,96.430069
"2015-01-28",109.510002,111.419998,107.489998,108.559998,4328000,97.61702
"2015-01-29",108.779999,110.110001,106.82,110.019997,1738600,98.92984
"2015-01-30",109.029999,109.68,108.050003,108.919998,1349700,97.94075
"2015-02-02",109.379997,112.169998,108.949997,111.889999,1305000,100.611359
"2015-02-03",113.050003,114.550003,112.239998,114.330002,1484100,102.805389
"2015-02-04",113.730003,113.730003,111.809998,112.099998,1373800,100.800179
"2015-02-05",112.139999,113.269997,112.080002,113.040001,823400,101.645432
"2015-02-06",113.120003,114.25,112.25,112.650002,952300,101.294746
"2015-02-09",112,115.110001,111.459999,115.029999,1134900,103.43483
"2015-02-10",115.470001,115.669998,113.559998,115,908200,103.40786
"2015-02-11",114.779999,115.839996,113.739998,115.330002,1169100,103.704605
"2015-02-12",115.940002,117.050003,115.32,116.879997,1114300,105.694046
"2015-02-13",117.050003,118.239998,117.010002,117.900002,999100,106.616425
"2015-02-17",117.900002,118.190002,117.029999,117.82,774100,106.544075
"2015-02-18",117.75,118.959999,117.120003,118.449997,1161400,107.113792
"2015-02-19",117.910004,118.519997,117.010002,117.830002,733000,106.553139
"2015-02-20",117.620003,118.300003,115.860001,118.199997,792500,106.887711
"2015-02-23",117.400002,117.900002,116.160004,117.709999,978000,106.444618
"2015-02-24",116.790001,118.529999,116.790001,118.419998,697300,107.086662
"2015-02-25",118.279999,118.32,116.870003,117.580002,531800,106.327034
"2015-02-26",117.839996,118.32,116.75,117.410004,828700,106.173325
"2015-02-27",117.580002,117.82,116.339996,117.040001,1202900,105.83873
"2015-03-02",117.040001,117.779999,115.379997,117.730003,818400,106.4627
"2015-03-03",116.940002,117.720001,116.400002,117.129997,607200,105.92012
"2015-03-04",116.339996,116.339996,113.879997,114.849998,1163400,103.858322
"2015-03-05",115.07,115.370003,113.730003,114.199997,981000,103.270531
"2015-03-06",113.129997,114.290001,111.949997,112.360001,752400,101.606613
"2015-03-09",112.610001,112.919998,111.959999,112.330002,899800,101.579483
"2015-03-10",111.220001,112.099998,110.669998,110.699997,863700,100.105507
"2015-03-11",110.660004,110.919998,109.699997,109.980003,1459400,99.454407
"2015-03-12",111.459999,113.650002,111.220001,113.239998,1091100,102.402397
"2015-03-13",112.550003,112.82,110.980003,111.519997,1330800,100.847008
"2015-03-16",112.349998,114.760002,112.120003,114.599998,1038400,103.632263
"2015-03-17",113.480003,113.610001,112.589996,113.019997,801100,102.203453
"2015-03-18",112.760002,116.610001,112.019997,115.690002,1143500,104.617928
"2015-03-19",115,115.480003,114.110001,114.5,741100,103.541809
"2015-03-20",115.57,116.589996,115.010002,116.150002,1497100,105.03392
"2015-03-23",115.989998,116.400002,115.209999,115.25,1115500,104.220055
"2015-03-24",114.82,116.690002,114.75,116.129997,1170900,105.015823
"2015-03-25",116,116.110001,113.699997,113.709999,1042400,102.827415
"2015-03-26",113.349998,113.910004,112.889999,113.400002,1021900,102.547089
"2015-03-27",113.720001,113.720001,112.660004,113.139999,1189500,102.311989
"2015-03-30",114.209999,115.980003,114,115.519997,1163300,104.464203
"2015-03-31",115.139999,116.269997,113.760002,115.989998,1378100,104.889206
"2015-04-01",114.910004,115.389999,112.910004,113.230003,1378800,102.393379
"2015-04-02",113.110001,113.870003,112.470001,112.800003,991100,102.004524
"2015-04-06",112.589996,115.589996,111.889999,114.379997,847300,103.433296
"2015-04-07",113.889999,114.709999,112.730003,112.809998,666200,102.01355
"2015-04-08",112.010002,113.489998,110.269997,111.550003,1257900,100.874146
"2015-04-09",111.480003,112.260002,110.970001,111.699997,1436000,101.009804
"2015-04-10",111.510002,111.639999,110.169998,111.550003,999400,100.874146
"2015-04-13",111.459999,111.800003,111.07,111.279999,682800,100.629982
"2015-04-14",110.010002,111.800003,110,111.519997,1305300,100.847008
"2015-04-15",111.709999,114.440002,111.709999,114.139999,1693400,103.216278
"2015-04-16",113.739998,114.68,112.730003,114.330002,1033300,103.388084
"2015-04-17",113.370003,113.690002,112,112.309998,903200,101.561424
"2015-04-20",113.139999,114.580002,113.029999,114.139999,589900,103.216278
"2015-04-21",114.139999,114.449997,113.110001,113.720001,964200,102.836472
"2015-04-22",113.830002,114.279999,112.150002,114.019997,843300,103.107758
"2015-04-23",113.449997,114.269997,112.379997,114.019997,863000,103.107758
"2015-04-24",114.029999,114.190002,111.459999,112.129997,1045300,101.398636
"2015-04-27",112.57,114.959999,112.169998,114.839996,1951900,103.849274
"2015-04-28",114.150002,114.699997,112.940002,113.540001,1587600,102.673676
"2015-04-29",113.150002,113.459999,111.400002,112.330002,1705200,101.579483
"2015-04-30",117.120003,122.660004,116.440002,118.599998,3902800,107.249435
"2015-05-01",119.150002,122.059998,119.150002,121.239998,1351000,109.63678
"2015-05-04",121.5,122.660004,121.089996,122.209999,995900,110.513924
"2015-05-05",121.480003,122.480003,119.879997,120.199997,936500,108.696304
"2015-05-06",121.059998,121.800003,119.769997,120.849998,1055400,109.284096
"2015-05-07",120.669998,120.989998,119.07,119.440002,1091200,108.009041
"2015-05-08",120.809998,120.980003,119.599998,120.080002,1070000,108.587791
"2015-05-11",119.629997,121.389999,119.379997,120.650002,681500,109.103226
"2015-05-12",120.129997,122.699997,119.650002,121.660004,989300,110.016579
"2015-05-13",122.260002,124.459999,121.769997,123.620003,1317400,111.788986
"2015-05-14",123.419998,124.699997,122.860001,124.410004,1019100,113.098061
"2015-05-15",124.339996,124.410004,122.82,124.370003,681400,113.061714
"2015-05-18",124,125.529999,123.959999,125.059998,1006300,113.688957
"2015-05-19",124.830002,125.620003,124.129997,125.010002,945200,113.643509
"2015-05-20",124.980003,125.459999,124.370003,125,523900,113.634415
"2015-05-21",125.099998,126.290001,125.099998,125.669998,759400,114.243492
"2015-05-22",125.459999,126,125.129997,125.129997,505300,113.752586
"2015-05-26",124.699997,124.860001,123.510002,123.739998,811200,112.488976
"2015-05-27",124,124.839996,123.779999,124.660004,860500,113.325333
"2015-05-28",124.040001,124.699997,123.639999,123.82,721200,112.561707
