"","OXY.Open","OXY.High","OXY.Low","OXY.Close","OXY.Volume","OXY.Adjusted"
"2001-05-23",14.461937,14.562533,14.327808,14.409244,2700900,7.272437
"2001-05-24",14.34697,14.394873,14.251163,14.313437,1653500,7.22408
"2001-05-25",14.433195,14.457147,14.140986,14.155357,1543000,7.144298
"2001-05-29",14.184099,14.519421,14.184099,14.437985,2084500,7.286941
"2001-05-30",14.51463,14.605646,14.270325,14.327808,1679300,7.231336
"2001-05-31",14.332599,14.418824,14.155357,14.35655,2726300,7.245845
"2001-06-01",14.370921,14.390082,14.083503,14.179309,2112000,7.156385
"2001-06-04",14.299067,14.485888,14.279905,14.418824,2558200,7.27727
"2001-06-05",14.394873,14.730194,14.289486,14.66792,2693400,7.402991
"2001-06-06",14.548162,14.548162,14.275115,14.284696,5345900,7.334588
"2001-06-07",14.04518,14.270325,14.006858,14.107454,2926600,7.243581
"2001-06-08",14.107454,14.222422,14.030809,14.136196,1644800,7.258339
"2001-06-11",14.34697,14.399663,14.155357,14.19847,2649700,7.290311
"2001-06-12",14.20326,14.437985,14.18889,14.428405,1979500,7.408376
"2001-06-13",14.423615,14.600856,14.107454,14.179309,2111800,7.280474
"2001-06-14",14.179309,14.217631,13.896681,13.949374,1643800,7.162411
"2001-06-15",13.657166,14.232002,13.657166,14.059551,2710400,7.218984
"2001-06-18",14.064342,14.150567,13.867939,13.867939,1341700,7.120598
"2001-06-19",13.772133,13.891891,13.762552,13.8871,1231700,7.130437
"2001-06-20",14.006858,14.169728,13.652375,13.72423,1867800,7.04681
"2001-06-21",13.72423,13.820036,13.197296,13.41286,3004300,6.886933
"2001-06-22",13.532618,13.748181,13.182925,13.585311,2270100,6.975481
"2001-06-25",13.484715,13.647585,13.269151,13.269151,3517400,6.813148
"2001-06-26",13.293102,13.40807,13.130232,13.297893,2162400,6.827901
"2001-06-27",13.269151,13.269151,12.981732,13.0967,1830100,6.7246
"2001-06-28",13.029635,13.048797,12.646411,12.694314,3545000,6.517992
"2001-06-29",12.814072,12.952991,12.703895,12.737427,3178900,6.540129
"2001-07-02",12.852394,12.852394,12.550605,12.646411,2682600,6.493396
"2001-07-03",12.694314,12.761378,12.560185,12.660782,986000,6.500776
"2001-07-05",12.584137,13.044006,12.584137,12.871555,2400300,6.608997
"2001-07-06",12.929039,13.125442,12.737427,13.000894,2021100,6.675408
"2001-07-09",12.881136,12.900297,12.670362,12.694314,1651200,6.517992
"2001-07-10",12.814072,12.933829,12.622459,12.847604,2927000,6.596697
"2001-07-11",12.799701,12.861975,12.608088,12.814072,2667600,6.579484
"2001-07-12",12.79012,12.929039,12.670362,12.895507,2184300,6.621298
"2001-07-13",12.885926,13.125442,12.751798,12.933829,1219600,6.640974
"2001-07-16",12.957781,13.053587,12.694314,12.766169,1654500,6.554888
"2001-07-17",12.761378,12.890717,12.670362,12.727846,2510800,6.53521
"2001-07-18",12.63204,12.63204,12.220074,12.287138,3455400,6.308924
"2001-07-19",12.574556,12.641621,12.392525,12.488331,2648600,6.412227
"2001-07-20",12.46917,12.622459,12.454799,12.545815,3469100,6.441743
"2001-07-23",12.574556,12.78533,12.550605,12.622459,1993300,6.4811
"2001-07-24",12.622459,12.670362,12.244025,12.339831,2307100,6.33598
"2001-07-25",12.406896,12.885926,12.344622,12.818862,2407200,6.581941
"2001-07-26",12.885926,13.125442,12.751798,13.024845,2973400,6.687704
"2001-07-27",13.158974,13.245199,12.838023,13.125442,2330200,6.739358
"2001-07-30",13.41286,13.41286,13.197296,13.293102,1867800,6.825444
"2001-07-31",13.293102,13.460763,13.182925,13.240409,1778700,6.798387
"2001-08-01",13.364957,13.41286,13.077538,13.135022,1783100,6.744276
"2001-08-02",13.197296,13.283522,13.029635,13.197296,1611300,6.776251
"2001-08-03",13.197296,13.216457,12.94341,13.077538,1055100,6.714763
"2001-08-06",13.087119,13.182925,12.924249,12.976942,1187300,6.663111
"2001-08-07",13.077538,13.25957,13.029635,13.058377,1655400,6.704924
"2001-08-08",13.125442,13.245199,12.747007,12.818862,1422600,6.581941
"2001-08-09",12.818862,13.005684,12.670362,12.957781,1707400,6.653272
"2001-08-10",12.885926,13.278731,12.847604,13.144603,833900,6.749197
"2001-08-13",13.221248,13.350586,13.154183,13.163764,1091300,6.759034
"2001-08-14",13.182925,13.317054,13.053587,13.216457,1297800,6.786091
"2001-08-15",13.26436,13.820036,13.26436,13.676327,2425400,7.022211
"2001-08-16",13.638004,13.796084,13.427231,13.604472,1885400,6.985319
"2001-08-17",13.470344,13.671536,13.41286,13.436811,1372500,6.899232
"2001-08-20",13.441602,13.475134,13.293102,13.41765,1112300,6.889396
"2001-08-21",13.427231,13.551779,13.293102,13.41286,1435100,6.886933
"2001-08-22",13.470344,13.772133,13.168554,13.187716,2802600,6.771331
"2001-08-23",13.197296,13.374537,13.192506,13.302683,1902700,6.830363
"2001-08-24",13.317054,13.546988,13.24999,13.479924,1480800,6.921369
"2001-08-27",13.484715,13.628424,13.355376,13.355376,1242400,6.857418
"2001-08-28",13.41286,13.532618,13.321844,13.393699,2236100,6.877095
"2001-08-29",13.513456,13.652375,13.341005,13.364957,1714600,6.86234
"2001-08-30",13.364957,13.623633,13.178135,13.273941,1707100,6.815609
"2001-08-31",13.197296,13.345796,13.125442,13.182925,1540500,6.768872
"2001-09-04",13.206877,13.666746,13.206877,13.508666,1633400,6.936128
"2001-09-05",13.513456,13.676327,13.331425,13.57094,2781400,6.968099
"2001-09-06",13.652375,13.72423,13.460763,13.599682,2667600,7.113911
"2001-09-07",13.71944,13.71944,13.484715,13.609262,4038900,7.118922
"2001-09-10",13.532618,13.628424,13.341005,13.41286,2020200,7.016186
"2001-09-17",12.933829,13.173345,12.885926,13.005684,3745400,6.803193
"2001-09-18",12.981732,12.981732,12.464379,12.464379,1984900,6.520041
"2001-09-19",12.287138,12.382944,11.549431,11.812898,4066300,6.179256
"2001-09-20",11.669188,11.721882,11.463205,11.520689,3667300,6.026402
"2001-09-21",10.730288,11.640447,10.730288,11.400931,4198800,5.96376
"2001-09-24",11.209318,11.290753,10.835674,10.955432,4917100,5.730721
"2001-09-25",10.873997,10.960222,10.490772,10.490772,4936100,5.487659
"2001-09-26",10.658433,11.017706,10.543466,10.864416,3075100,5.683111
"2001-09-27",10.869206,11.444044,10.730288,11.204528,1747800,5.861021
"2001-09-28",11.324286,11.731462,11.309916,11.659608,2963800,6.099069
"2001-10-01",11.659608,11.659608,11.113512,11.520689,1939400,6.026402
"2001-10-02",11.640447,11.879962,11.424883,11.879962,1848000,6.214336
"2001-10-03",11.544641,11.635656,11.410512,11.515899,3040600,6.023898
"2001-10-04",11.68835,11.927865,11.602124,11.865591,3028100,6.206818
"2001-10-05",11.879962,12.138638,11.664398,12.119477,3705700,6.339624
"2001-10-08",12.119477,12.358993,11.975768,12.282348,3078800,6.424821
"2001-10-09",12.282348,12.445218,12.090735,12.31109,2069900,6.439858
"2001-10-10",12.335041,12.641621,12.267977,12.569766,2950500,6.575167
"2001-10-11",12.569766,12.718266,12.349412,12.689524,2440000,6.637814
"2001-10-12",12.574556,12.718266,12.31109,12.526653,1459100,6.552614
"2001-10-15",12.47875,12.521863,11.980558,12.16259,1901900,6.362175
"2001-10-16",12.16259,12.402105,12.114687,12.16259,2719400,6.362175
"2001-10-17",12.47875,12.617669,12.16738,12.358993,2113500,6.464913
"2001-10-18",12.354202,12.354202,11.85122,11.918284,1791000,6.234383
"2001-10-19",11.798527,12.109897,11.635656,11.961397,3193200,6.256934
"2001-10-22",11.99972,12.258396,11.879962,12.210493,2148600,6.387234
"2001-10-23",12.239235,12.378154,11.918284,12.109897,2623700,6.334613
"2001-10-24",12.023671,12.109897,11.85601,12.061994,1618000,6.309558
"2001-10-25",11.975768,12.224864,11.975768,12.215283,2350000,6.389741
"2001-10-26",12.215283,12.665572,12.16738,12.541024,2157400,6.560135
"2001-10-29",12.421267,12.646411,12.378154,12.454799,1829500,6.515028
"2001-10-30",12.430847,12.450008,11.975768,12.042832,1620000,6.299531
"2001-10-31",12.16259,12.31109,11.760204,12.129058,3322700,6.344639
"2001-11-01",12.071574,12.761378,11.884752,12.411686,2342700,6.492479
"2001-11-02",12.31109,12.31109,11.942236,12.038042,1658900,6.297028
"2001-11-05",12.095526,12.205703,11.784156,12.028461,2096200,6.292015
"2001-11-06",12.028461,12.057203,11.745833,12.0093,1433600,6.281992
"2001-11-07",12.014091,12.258396,11.903913,12.16259,1728800,6.362175
"2001-11-08",12.234445,12.31588,12.0093,12.047623,2424800,6.302039
"2001-11-09",12.215283,12.521863,12.215283,12.464379,2266800,6.520041
"2001-11-12",12.263186,12.382944,12.047623,12.287138,1428000,6.427326
"2001-11-13",12.382944,12.387734,12.066784,12.387734,2763800,6.479947
"2001-11-14",12.622459,12.63204,11.788946,11.903913,4027200,6.226865
"2001-11-15",11.664398,11.68835,11.209318,11.285963,5424800,5.903618
"2001-11-16",11.37698,11.712301,11.161415,11.496737,2778700,6.013875
"2001-11-19",11.611705,11.616495,11.333867,11.429673,3276100,5.978792
"2001-11-20",11.664398,11.970978,11.496737,11.951817,2847700,6.251922
"2001-11-21",11.951817,12.023671,11.673979,11.817688,1461600,6.181761
"2001-11-23",11.69793,11.956607,11.506318,11.927865,1094000,6.239393
"2001-11-26",11.927865,11.927865,11.549431,11.84643,2137100,6.196796
"2001-11-27",11.760204,12.085945,11.640447,11.961397,2226400,6.256934
"2001-11-28",11.966187,12.272767,11.741043,11.741043,1999500,6.141669
"2001-11-29",11.808107,11.970978,11.808107,11.913494,1408700,6.231877
"2001-11-30",11.975768,12.023671,11.836849,11.975768,1925200,6.264452
"2001-12-03",11.808107,12.31109,11.750624,12.153009,2402200,6.357166
"2001-12-04",12.229654,12.454799,12.052413,12.454799,2374300,6.515028
"2001-12-05",12.459589,12.857184,12.459589,12.804491,3619100,6.697949
"2001-12-06",12.574556,12.584137,12.16259,12.16738,3272300,6.491426
"2001-12-07",12.16738,12.358993,12.00451,12.358993,2090400,6.593648
"2001-12-10",12.071574,12.095526,11.879962,11.961397,2334800,6.381531
"2001-12-11",11.990139,12.090735,11.84643,11.860801,1493100,6.327861
"2001-12-12",11.951817,11.951817,11.745833,11.84643,1551000,6.320193
"2001-12-13",11.760204,11.879962,11.573382,11.659608,1372500,6.22052
"2001-12-14",11.731462,11.927865,11.669188,11.85601,2074100,6.325303
"2001-12-17",11.832059,12.018881,11.707511,11.860801,1223000,6.327861
"2001-12-18",11.860801,12.095526,11.84164,12.061994,1400600,6.4352
"2001-12-19",11.927865,12.239235,11.927865,12.210493,2299000,6.514422
"2001-12-20",12.430847,12.47875,12.296719,12.406896,2841900,6.619208
"2001-12-21",12.502702,12.593718,12.483541,12.526653,2715200,6.683099
"2001-12-24",12.526653,12.665572,12.488331,12.651201,1134500,6.749544
"2001-12-26",12.670362,12.929039,12.670362,12.852394,1453400,6.856885
"2001-12-27",12.79012,12.895507,12.651201,12.766169,1458000,6.810881
"2001-12-28",12.838023,13.029635,12.78054,12.900297,1691800,6.882443
"2001-12-31",12.742217,12.981732,12.708685,12.708685,1525200,6.780212
"2002-01-02",12.670362,12.742217,12.440428,12.699104,2083300,6.775103
"2002-01-03",12.79491,12.79491,12.550605,12.641621,2154700,6.744437
"2002-01-04",12.584137,12.770959,12.550605,12.747007,1297400,6.800661
"2002-01-07",12.670362,12.842813,12.560185,12.703895,1525400,6.777658
"2002-01-08",12.713475,12.713475,12.47875,12.512282,1186300,6.675431
"2002-01-09",12.454799,12.588927,12.363783,12.47875,2555500,6.657543
"2002-01-10",12.454799,12.560185,12.392525,12.47396,1991400,6.65499
"2002-01-11",12.502702,12.502702,12.119477,12.16738,1953700,6.491426
"2002-01-14",12.16738,12.263186,12.061994,12.16259,1550300,6.488868
"2002-01-15",12.282348,12.368573,12.248816,12.335041,1320500,6.580869
"2002-01-16",12.335041,12.335041,11.975768,12.00451,2668000,6.404531
"2002-01-17",12.0093,12.090735,11.927865,11.970978,1717600,6.386643
"2002-01-18",11.764995,11.903913,11.760204,11.788946,2529300,6.289524
"2002-01-22",11.784156,11.85601,11.635656,11.68835,1469700,6.235858
"2002-01-23",11.741043,12.066784,11.741043,12.066784,1220900,6.437754
"2002-01-24",12.066784,12.215283,11.990139,12.181751,1551000,6.499092
"2002-01-25",12.181751,12.32546,12.095526,12.210493,1922100,6.514422
"2002-01-28",12.239235,12.239235,12.057203,12.16738,1534500,6.491426
"2002-01-29",12.119477,12.1578,11.822478,11.860801,2274100,6.327861
"2002-01-30",11.879962,12.047623,11.741043,12.014091,2794500,6.40964
"2002-01-31",12.191332,12.430847,12.119477,12.430847,2886800,6.631985
"2002-02-01",12.47875,12.579347,12.397315,12.541024,1595500,6.690769
"2002-02-04",12.47875,12.47875,12.153009,12.224864,2010700,6.522091
"2002-02-05",12.31109,12.335041,12.181751,12.267977,2044400,6.545092
"2002-02-06",12.244025,12.459589,12.176961,12.258396,2709200,6.539984
"2002-02-07",12.071574,12.196122,12.014091,12.153009,1624200,6.483757
"2002-02-08",12.057203,12.16738,11.980558,12.153009,2426100,6.483757
"2002-02-11",12.071574,12.368573,11.975768,12.363783,1363500,6.596207
"2002-02-12",12.124268,12.287138,12.071574,12.205703,2267400,6.511869
"2002-02-13",12.105106,12.1578,12.0093,12.148219,2672800,6.4812
"2002-02-14",12.071574,12.339831,12.071574,12.306299,1440300,6.565542
"2002-02-15",12.239235,12.358993,12.16738,12.291928,2028200,6.557873
"2002-02-19",12.119477,12.191332,11.975768,12.071574,2614600,6.440308
"2002-02-20",12.047623,12.143429,11.85601,12.00451,1732600,6.404531
"2002-02-21",12.066784,12.272767,12.066784,12.133848,1640300,6.473533
"2002-02-22",12.1578,12.464379,12.148219,12.421267,1804400,6.626876
"2002-02-25",12.335041,12.694314,12.335041,12.641621,2736300,6.744437
"2002-02-26",12.814072,12.814072,12.526653,12.78054,2775300,6.818552
"2002-02-27",12.79012,12.876346,12.694314,12.809281,1608400,6.833882
"2002-02-28",12.747007,12.9482,12.742217,12.857184,1999100,6.859441
"2002-03-01",12.838023,13.364957,12.823652,13.206877,4153300,7.046005
"2002-03-04",13.192506,13.465553,13.125442,13.41286,2809100,7.155898
"2002-03-05",13.221248,13.460763,13.178135,13.388908,2346900,7.143119
"2002-03-06",13.197296,13.647585,13.197296,13.628424,2420200,7.409252
"2002-03-07",13.628424,13.628424,13.436811,13.518247,3663600,7.349351
"2002-03-08",13.638004,13.638004,13.350586,13.40807,1511100,7.289452
"2002-03-11",13.40807,13.604472,13.341005,13.556569,2639200,7.370187
"2002-03-12",13.341005,13.714649,13.341005,13.700278,2166100,7.448318
"2002-03-13",13.762552,13.834407,13.633214,13.690698,2056900,7.443106
"2002-03-14",13.695488,13.72423,13.513456,13.700278,2107700,7.448318
"2002-03-15",13.796084,13.8871,13.73381,13.820036,2791400,7.513425
"2002-03-18",13.796084,13.891891,13.738601,13.88231,2264100,7.547279
"2002-03-19",13.891891,13.958955,13.829617,13.958955,2217500,7.588951
"2002-03-20",13.867939,13.87752,13.71944,13.71944,2262400,7.458731
"2002-03-21",13.623633,13.810455,13.604472,13.72423,2734600,7.461339
"2002-03-22",13.676327,13.676327,13.561359,13.590101,1865300,7.38842
"2002-03-25",13.537408,13.647585,13.441602,13.484715,1443000,7.33112
"2002-03-26",13.532618,13.690698,13.532618,13.638004,2438400,7.41446
"2002-03-27",13.757762,13.915842,13.72423,13.824826,2028200,7.516026
"2002-03-28",13.915842,13.982906,13.824826,13.963745,2073700,7.591554
"2002-04-01",13.963745,14.19847,13.963745,14.18889,3120800,7.713959
"2002-04-02",14.251163,14.34697,14.232002,14.260744,2475600,7.75302
"2002-04-03",14.265534,14.265534,14.064342,14.131406,2526600,7.682701
"2002-04-04",14.241583,14.241583,13.72423,13.834407,2891800,7.521237
"2002-04-05",13.891891,13.930213,13.666746,13.671536,2527900,7.432693
"2002-04-08",13.867939,14.021229,13.800875,13.901471,2090400,7.557699
"2002-04-09",13.867939,13.872729,13.661956,13.786504,3084500,7.495196
"2002-04-10",13.843987,14.083503,13.796084,14.083503,3854600,7.65666
"2002-04-11",14.083503,14.145777,13.939794,13.987697,2110200,7.604576
"2002-04-12",13.8871,13.891891,13.523037,13.57094,3542700,7.378001
"2002-04-15",13.671536,13.848778,13.671536,13.752972,2704300,7.476963
"2002-04-16",13.867939,13.958955,13.843987,13.915842,4141000,7.565511
"2002-04-17",13.963745,14.0356,13.872729,14.011648,3587300,7.617598
"2002-04-18",14.0356,14.102664,13.896681,13.987697,3234100,7.604576
"2002-04-19",13.939794,14.021229,13.834407,13.987697,3317000,7.604576
"2002-04-22",14.026019,14.0356,13.824826,13.925423,1691000,7.570721
"2002-04-23",13.820036,14.107454,13.73381,14.002068,2249300,7.612386
"2002-04-24",13.843987,13.867939,13.661956,13.676327,2550300,7.435298
"2002-04-25",13.436811,13.820036,13.436811,13.661956,2660700,7.427481
"2002-04-26",13.661956,13.700278,13.523037,13.700278,2588000,7.448318
"2002-04-29",13.700278,13.810455,13.561359,13.781713,2651100,7.492589
"2002-04-30",13.796084,13.930213,13.690698,13.772133,2915200,7.487381
"2002-05-01",13.772133,13.963745,13.671536,13.949374,2850700,7.583739
"2002-05-02",13.949374,14.097874,13.853568,14.093083,3242500,7.661872
"2002-05-03",14.093083,14.232002,14.073922,14.232002,3560400,7.737394
"2002-05-06",14.083503,14.083503,13.657166,13.666746,2420700,7.430086
"2002-05-07",13.657166,13.72423,13.542198,13.642795,1892300,7.417066
"2002-05-08",13.72423,13.992487,13.700278,13.939794,3158300,7.578533
"2002-05-09",13.939794,14.002068,13.796084,13.87752,1590000,7.544676
"2002-05-10",13.915842,14.016438,13.891891,13.915842,2288900,7.565511
"2002-05-13",13.911052,14.18889,13.805665,14.18889,2574900,7.713959
"2002-05-14",14.18889,14.232002,14.131406,14.19368,3259400,7.716559
"2002-05-15",14.19368,14.227212,14.002068,14.164938,4730900,7.700933
"2002-05-16",14.212841,14.394873,14.212841,14.370921,3682100,7.812918
"2002-05-17",14.370921,14.370921,14.174519,14.323018,2172200,7.786877
"2002-05-20",14.179309,14.294276,14.164938,14.251163,1895600,7.747813
"2002-05-21",14.251163,14.366131,14.160148,14.184099,2272200,7.711348
"2002-05-22",14.179309,14.442776,14.155357,14.437985,2523300,7.849376
"2002-05-23",14.476308,14.711033,14.332599,14.691872,3765500,7.987409
"2002-05-24",14.730194,14.730194,14.423615,14.552953,2527200,7.911887
"2002-05-28",14.375711,14.529001,14.370921,14.471518,1995100,7.867611
"2002-05-29",14.471518,14.50984,14.323018,14.447566,2840900,7.854589
"2002-05-30",14.327808,14.437985,14.088293,14.260744,2182700,7.75302
"2002-05-31",14.299067,14.548162,14.299067,14.303857,2265300,7.776459
"2002-06-03",14.251163,14.35655,14.131406,14.160148,2658000,7.69833
"2002-06-04",14.184099,14.34697,14.059551,14.20326,3093800,7.721768
"2002-06-05",14.179309,14.323018,14.126616,14.265534,2905600,7.755626
"2002-06-06",14.265534,14.370921,14.107454,14.208051,3481800,7.862156
"2002-06-07",14.208051,14.289486,14.102664,14.131406,2675700,7.819742
"2002-06-10",14.126616,14.270325,13.920632,13.920632,1887500,7.703111
"2002-06-11",13.987697,14.126616,13.772133,13.805665,2501800,7.639495
"2002-06-12",13.820036,14.0356,13.72423,13.920632,3535400,7.703111
"2002-06-13",13.963745,14.270325,13.796084,14.18889,2921600,7.851554
"2002-06-14",14.222422,14.246373,13.820036,14.217631,3235400,7.867456
"2002-06-17",14.299067,14.524211,14.279905,14.500259,3586300,8.02385
"2002-06-18",14.519421,14.567324,14.404453,14.476308,3724300,8.010598
"2002-06-19",14.51463,14.548162,14.275115,14.284696,2472400,7.904568
"2002-06-20",14.34697,14.538582,14.34697,14.447566,2913300,7.994692
"2002-06-21",14.131406,14.447566,14.093083,14.260744,3219300,7.891313
"2002-06-24",14.308647,14.370921,14.169728,14.227212,2285900,7.872763
"2002-06-25",14.323018,14.50984,14.255954,14.318228,3075500,7.923124
"2002-06-26",14.270325,14.303857,14.107454,14.303857,2989700,7.91517
"2002-06-27",14.34697,14.370921,14.083503,14.222422,3479500,7.870109
"2002-06-28",14.155357,14.437985,14.155357,14.366131,4132600,7.949632
"2002-07-01",14.34697,14.409244,14.19368,14.232002,4173300,7.875411
"2002-07-02",14.179309,14.284696,13.848778,13.920632,3992700,7.703111
"2002-07-03",13.901471,14.088293,13.652375,13.820036,3898400,7.647442
