"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"2009-01-20",41.701469,41.905659,37.979614,38.174522,10216000,25.569456
"2009-01-21",39.733803,43.232903,37.988895,43.065838,9621400,28.845671
"2009-01-22",41.404461,42.128414,39.343983,40.067936,7985300,26.837671
"2009-01-23",37.719734,41.822124,37.710453,41.52512,6354000,27.813696
"2009-01-26",42.276917,42.805958,39.919434,40.829014,5110400,27.347445
"2009-01-27",41.088894,42.156258,39.873024,40.652664,4269700,27.229321
"2009-01-28",42.184101,45.850266,41.487995,45.451164,9215100,30.443382
"2009-01-29",43.947575,45.2841,41.070332,41.246677,8905300,27.627193
"2009-01-30",42.56464,42.69458,37.831112,39.89159,16117500,26.719547
"2009-02-02",38.833508,40.912544,38.41584,40.67123,7677500,27.241756
"2009-02-03",40.773323,40.829014,38.991291,39.882309,6218300,26.713337
"2009-02-04",39.928715,41.933502,39.483208,39.900871,6638400,26.725763
"2009-02-05",39.121231,41.599373,38.016739,40.123623,8361800,26.874966
"2009-02-06",40.439194,42.898773,40.160751,42.56464,7888700,28.50997
"2009-02-09",41.942783,43.799072,41.376617,43.492783,5059500,29.131647
"2009-02-10",42.397575,42.880211,38.657158,38.889194,10123300,26.598551
"2009-02-11",38.944881,40.058655,37.50626,39.89159,8542500,27.284149
"2009-02-12",38.59219,38.879913,35.269436,38.276619,9978000,26.179583
"2009-02-13",37.76614,38.15596,35.065247,35.315842,9461900,24.154526
"2009-02-17",33.66375,33.895786,32.160156,32.624229,10513300,22.313585
"2009-02-18",33.821533,33.92363,31.501175,33.35746,7758100,22.815077
"2009-02-19",33.79369,34.805367,31.584709,32.002373,7818600,21.888256
"2009-02-20",30.387403,33.895786,29.960459,33.61734,11825400,22.992821
"2009-02-23",34.164948,34.248478,30.285309,30.396685,10900900,20.790035
"2009-02-24",30.340996,32.976921,29.895489,32.800575,16065300,22.434187
"2009-02-25",31.872433,33.895786,30.443092,32.095188,11497500,21.951731
"2009-02-26",32.856266,33.932911,30.916445,31.018541,9381800,21.215357
"2009-02-27",29.886206,31.575426,29.886206,30.721535,11042600,21.012218
"2009-03-02",29.700579,30.313152,27.51016,27.807165,13564700,19.018911
"2009-03-03",28.41046,29.088003,26.201479,27.742195,14052600,18.974478
"2009-03-04",29.115849,29.301476,26.349981,27.25028,14196400,18.638031
"2009-03-05",26.266449,27.008963,25.412558,25.765251,12987500,17.622326
"2009-03-06",26.08082,26.08082,22.526031,24.308067,20799200,16.625681
"2009-03-09",23.268547,26.721239,23.268547,26.637707,15072900,18.219057
"2009-03-10",27.194592,31.176325,26.312857,31.1392,18969200,21.297884
"2009-03-11",31.816744,31.816744,29.375729,30.071835,13028400,20.567852
"2009-03-12",29.338602,33.246086,29.338602,33.088299,12373400,22.63098
"2009-03-13",33.320335,33.784409,31.092793,32.234409,11115300,22.046957
"2009-03-16",32.540695,33.283211,28.920938,29.236506,10246700,19.996519
"2009-03-17",29.682014,31.46405,27.890699,31.39908,13163400,21.475637
"2009-03-18",31.102074,33.14399,29.700579,32.8377,14784400,22.459581
"2009-03-19",33.366741,34.202072,31.556864,31.909559,12538500,21.824772
"2009-03-20",29.793392,31.677523,29.505669,30.443092,26812800,20.821774
"2009-03-23",31.631115,36.689495,30.925726,36.290394,19121500,24.821077
"2009-03-24",35.380814,35.937698,32.345787,32.670635,15724800,22.345325
"2009-03-25",33.385307,33.914349,29.654171,32.438599,15558100,22.186613
"2009-03-26",33.01405,34.341293,31.306265,34.1371,15269000,23.34832
"2009-03-27",32.911953,33.218239,31.027822,31.232014,10053000,21.361364
"2009-03-30",30.118242,30.443092,28.261955,28.642494,12214100,19.590244
"2009-03-31",29.06016,32.596386,29.013752,32.150875,17360400,21.98983
"2009-04-01",31.287703,31.566145,30.220339,30.860756,11018400,21.107441
"2009-04-02",32.020935,34.861053,31.306265,34.31345,16160500,23.468931
"2009-04-03",33.673031,38.33231,33.561653,38.33231,17069100,26.217667
"2009-04-06",37.079315,38.452969,36.188297,37.422729,12148100,25.595551
"2009-04-07",36.20686,36.559555,33.236801,33.320335,13079200,22.789686
"2009-04-08",33.905067,34.57333,32.949078,34.276321,11236700,23.443535
"2009-04-09",35.789196,40.142189,35.649975,39.900871,16100600,27.290487
"2009-04-13",39.074821,40.494881,37.6362,39.5853,11568800,27.074657
"2009-04-14",38.090992,39.139793,35.269436,35.798477,13134000,24.484632
"2009-04-15",36.364647,41.033203,35.882011,40.838295,16733300,27.93165
"2009-04-16",40.699074,46.091583,39.418236,43.854759,19379900,29.994783
"2009-04-17",43.854759,47.177513,42.945179,45.794579,17889000,31.321535
"2009-04-20",44.309551,44.550865,40.086498,40.299973,14327400,27.563463
"2009-04-21",39.11195,45.479012,38.54578,45.479012,16954800,31.105694
"2009-04-22",44.355957,45.664639,42.56464,42.56464,17826600,29.112391
"2009-04-23",43.186497,45.423321,42.453262,44.931404,10064500,30.731155
"2009-04-24",44.318832,48.746075,43.446377,47.010445,12671800,32.153126
"2009-04-27",45.163441,45.479012,41.070332,42.453262,12689800,29.036215
"2009-04-28",41.460152,44.996376,41.441589,43.78051,9486500,29.944008
"2009-04-29",44.448772,47.056854,43.929012,46.119431,10506900,31.543715
"2009-04-30",46.732002,49.108047,46.434998,47.892181,11962500,32.756207
"2009-05-01",46.425716,47.335297,43.622723,44.049671,10793200,30.128096
"2009-05-04",44.894279,48.207752,44.894279,48.152061,14070200,32.933956
"2009-05-05",47.558052,47.920025,46.06374,46.518532,8761100,31.81669
"2009-05-06",47.687992,51.038586,46.908352,50.899364,11134800,34.812984
"2009-05-07",48.959545,49.377213,46.806255,48.309845,29396500,33.041874
"2009-05-08",49.516434,50.203259,47.511642,50.054756,15788900,34.235317
"2009-05-11",48.5326,50.008347,48.244877,48.244877,10880700,32.99744
"2009-05-12",48.922421,49.098766,45.581104,47.715836,8540000,33.046574
"2009-05-13",46.054459,46.388592,44.003262,44.625118,10779000,30.906036
"2009-05-14",44.615837,47.112541,43.158653,46.45356,10460900,32.172363
"2009-05-15",45.581104,46.249371,43.102962,43.548473,9015700,30.160389
"2009-05-18",44.151764,48.031403,44.151764,47.790085,11046600,33.098007
"2009-05-19",47.36314,48.365536,46.184399,46.861942,7767300,32.455193
"2009-05-20",47.817932,49.340084,45.850266,46.370026,9177800,32.114517
"2009-05-21",45.432602,46.611343,44.801464,46.035896,6509200,31.883106
"2009-05-22",45.998772,46.796974,44.912842,44.968533,4972500,31.143881
"2009-05-26",44.959251,48.068527,44.133202,47.632301,9509700,32.988728
"2009-05-27",47.743679,47.864338,46.175117,46.379311,9219500,32.120945
"2009-05-28",46.667034,48.207752,45.85955,48.068527,6701100,33.29084
"2009-05-29",48.27272,49.627808,47.10326,49.627808,7891300,34.370758
"2009-06-01",50.361042,53.321819,49.887688,52.337986,10978400,36.247749
"2009-06-02",52.068825,52.839184,50.203259,50.34248,7393300,34.865707
"2009-06-03",50.138287,50.806553,49.590683,50.110443,6077800,34.705025
"2009-06-04",50.407448,51.790382,49.720623,50.667328,10197800,35.090702
"2009-06-05",51.502659,52.022419,49.525715,49.664936,6625600,34.396465
"2009-06-08",49.284397,50.658047,48.978107,49.999065,5792300,34.627884
"2009-06-09",50.370323,50.370323,49.228706,49.534996,6093900,34.306473
"2009-06-10",49.971222,50.314636,47.409546,48.820324,7096800,33.811512
"2009-06-11",49.070923,49.664936,48.263439,48.393379,5588000,33.515827
"2009-06-12",48.913139,50.509544,48.653259,50.240383,7038900,34.795006
"2009-06-15",49.683498,49.915535,47.817932,48.189186,7345800,33.374393
"2009-06-16",48.569725,49.219425,47.019726,47.660145,6777200,33.008011
"2009-06-17",47.446674,47.780804,45.970924,46.722721,7184300,32.358791
"2009-06-18",46.750565,47.771523,46.221523,47.539486,5161300,32.924458
"2009-06-19",48.504757,49.256554,47.817932,49.117332,9400700,34.017223
"2009-06-22",47.966434,48.152061,45.525417,45.590385,7586200,31.57456
"2009-06-23",46.100864,47.029011,45.525417,46.360744,5919500,32.108078
"2009-06-24",46.769131,47.8829,46.388592,46.945477,5544200,32.51305
"2009-06-25",46.546375,47.836494,46.017334,47.827213,6477300,33.123718
"2009-06-26",47.595177,48.588287,46.676315,48.189186,8224500,33.374393
"2009-06-29",48.198467,49.052361,47.279606,47.725117,6016000,33.053009
"2009-06-30",47.706554,48.541882,47.632301,47.734398,4700900,33.059444
"2009-07-01",48.003559,48.811043,47.585896,47.660145,4156700,33.008011
"2009-07-02",46.908352,47.223919,44.69009,44.847874,6670500,31.060318
"2009-07-06",44.782902,46.555656,44.17033,46.45356,6377600,32.172363
"2009-07-07",46.258652,46.258652,43.99398,44.142483,5696500,30.571781
"2009-07-08",44.550865,44.838593,42.778114,44.151764,6664400,30.578209
"2009-07-09",44.550865,44.857155,43.075119,43.075119,6061400,29.832563
"2009-07-10",42.703861,43.279312,41.766438,42.917336,4608600,29.723278
"2009-07-13",43.409252,45.237694,42.536797,45.191284,6864800,31.298149
"2009-07-14",45.061344,46.71344,44.318832,46.147274,5593100,31.960243
"2009-07-15",46.787693,47.613739,46.054459,47.056854,6631100,32.590191
"2009-07-16",46.861942,48.263439,46.128712,47.873619,4666100,33.155861
"2009-07-17",47.511642,47.511642,45.905956,46.370026,5538900,32.114517
"2009-07-20",46.639191,48.365536,46.509251,48.207752,4640300,33.387272
"2009-07-21",48.773918,48.848167,46.861942,48.087093,3523200,33.303715
"2009-07-22",47.558052,49.126614,47.2332,48.458347,3435500,33.560822
"2009-07-23",48.486195,50.99218,48.198467,50.101162,6064800,34.698582
"2009-07-24",49.590683,50.184696,48.504757,49.813438,2869300,34.499321
"2009-07-27",49.739185,51.177807,49.321522,51.094276,3053100,35.386375
"2009-07-28",50.704456,51.066433,49.748466,50.648766,3749200,35.077843
"2009-07-29",50.221821,50.778706,49.479305,50.203259,3669200,34.769291
"2009-07-30",50.825115,53.423916,50.676613,52.096668,5203100,36.080624
"2009-07-31",51.279903,51.966728,50.296074,51.716133,4200000,35.817066
"2009-08-03",52.746368,53.154755,51.873917,52.904156,4201400,36.639862
"2009-08-04",52.310143,56.783791,51.623318,56.533195,9319600,39.153221
"2009-08-05",55.827805,58.788582,55.308044,58.46373,8559400,40.49025
"2009-08-06",58.844269,61.554447,58.213131,58.380199,7360200,40.432411
"2009-08-07",59.234089,62.53828,58.259541,61.879299,6829500,42.855785
"2009-08-10",61.637981,61.805046,59.131996,59.865227,4809100,41.460907
"2009-08-11",59.261936,59.521816,57.55415,57.953251,4350100,40.136719
"2009-08-12",57.637684,60.050858,57.637684,58.565826,4346300,40.560966
"2009-08-13",59.119549,59.942215,57.922951,59.110203,3336500,41.361729
"2009-08-14",58.726917,58.857796,57.32465,58.605385,3126800,41.008499
"2009-08-17",56.903969,56.903969,54.230316,54.333149,5120800,38.019039
"2009-08-18",54.669693,56.361759,54.464027,55.436264,3828900,38.790932
"2009-08-19",53.921818,55.052979,53.323517,54.585556,3758100,38.195667
"2009-08-20",54.819267,57.090939,54.594906,57.062893,3762900,39.92915
"2009-08-21",57.969692,58.951279,57.231167,58.156662,4491100,40.694504
"2009-08-24",58.259495,59.315868,57.090939,57.3153,3790300,40.105778
"2009-08-25",57.885555,58.867142,57.408787,58.128616,2824100,40.67487
"2009-08-26",58.044479,59.315868,57.530315,59.222382,2830800,41.440228
"2009-08-27",58.885841,59.830032,57.726631,59.708504,2638300,41.780396
"2009-08-28",60.147881,60.708786,59.390656,60.549862,2869300,42.369118
"2009-08-31",59.773941,60.054394,58.371674,59.474792,3693200,41.61684
"2009-09-01",59.063461,59.886124,56.053261,56.24958,6388900,39.360043
"2009-09-02",55.735413,56.212185,54.968842,55.043629,3417700,38.516193
"2009-09-03",56.081306,56.286972,54.55751,55.894337,4346800,39.111454
"2009-09-04",55.969124,57.259209,55.221249,57.175076,3397100,40.007645
"2009-09-08",57.922951,60.316151,57.446178,60.316151,5525400,42.205585
"2009-09-09",60.241364,61.783855,59.586971,61.737114,3421900,43.19989
"2009-09-10",61.288391,63.223518,60.961193,63.036549,4037600,44.109138
"2009-09-11",63.354397,63.485271,62.073658,62.943062,4078900,44.043736
"2009-09-14",62.484989,64.747314,61.75581,64.616432,3235200,45.214661
"2009-09-15",65.093208,66.813316,63.008503,65.672806,6855800,45.953835
"2009-09-16",66.093491,68.701706,65.887825,68.580177,5259700,47.988255
"2009-09-17",68.365158,71.094902,67.037682,68.103401,5902700,47.654621
"2009-09-18",68.31842,69.870262,67.402267,69.150429,4347800,48.38726
"2009-09-21",68.056664,68.944763,66.888107,67.112473,4664500,46.961231
"2009-09-22",67.720116,68.860626,66.962891,68.626915,6311300,48.02095
"2009-09-23",68.711052,69.178474,65.420403,65.420403,5141600,45.777225
"2009-09-24",65.457794,66.037399,62.597172,62.90567,6288700,44.017555
"2009-09-25",62.606518,64.410767,62.167141,63.597454,5177100,44.501633
"2009-09-28",64.373375,67.121819,63.775074,66.98159,4622600,46.869656
"2009-09-29",67.00029,67.635979,64.766006,64.803406,5516900,45.345482
"2009-09-30",65.298874,66.0187,63.345047,64.906235,4832500,45.417446
"2009-10-01",64.102272,64.915588,61.699722,61.76516,6718300,43.219501
"2009-10-02",60.85836,63.700287,60.316151,61.727768,4836200,43.193348
"2009-10-05",61.905388,63.681591,61.905388,63.204819,3886300,44.226887
"2009-10-06",63.887257,64.924934,62.653263,63.812469,3305100,44.652084
"2009-10-07",63.45723,63.933998,62.737396,63.63485,2391300,44.527805
"2009-10-08",63.933998,65.439095,63.933998,64.392075,3797600,45.057663
"2009-10-09",64.111618,64.962326,63.26091,64.878189,2644800,45.39782
"2009-10-12",65.083855,65.897171,64.14901,64.569695,1811900,45.181953
"2009-10-13",64.14901,64.513603,62.90567,62.961761,3506800,44.05682
"2009-10-14",63.606804,66.121536,63.606804,65.803688,4844600,46.045422
"2009-10-15",65.252129,65.691505,64.607086,65.495186,2930300,45.829559
"2009-10-16",64.794052,64.794052,62.840229,63.064594,3827700,44.128777
"2009-10-19",63.307652,65.093208,63.307652,64.672523,2794600,45.25391
"2009-10-20",64.476212,64.504257,63.915302,64.055527,3464800,44.822163
"2009-10-21",63.98074,65.775642,63.63485,63.756378,3828600,44.612835
"2009-10-22",63.550713,65.579323,62.746746,65.429749,4038400,45.783764
"2009-10-23",65.682159,65.710205,63.933998,64.354675,3837800,45.031483
"2009-10-26",64.476212,66.056091,64.036835,64.317284,3063000,45.005337
"2009-10-27",64.074226,64.382721,62.700005,62.961761,4051300,44.05682
"2009-10-28",62.625217,63.606804,60.017002,60.203968,5179600,42.127083
"2009-10-29",61.185555,63.990089,60.774223,63.728333,5985400,44.593224
"2009-10-30",63.214169,64.728615,61.03598,63.466576,8155700,44.410061
"2009-11-02",63.812469,65.055809,61.839947,63.915302,4820700,44.724041
"2009-11-03",63.167427,64.971672,62.943062,64.607086,3559300,45.208115
"2009-11-04",65.196037,65.859779,62.91502,63.158077,4750300,44.194183
"2009-11-05",63.513317,64.971672,63.401138,64.831451,3328500,45.365108
"2009-11-06",64.120964,64.878189,63.158077,63.775074,2318100,44.625919
"2009-11-09",64.653831,67.168556,64.102272,67.047028,4092300,46.915432
"2009-11-10",66.729179,66.729179,65.233429,66.028053,2880300,46.202423
"2009-11-11",66.729179,68.243629,66.401985,67.925781,3017600,47.530327
"2009-11-12",67.930389,68.344307,67.177795,67.460022,3083400,47.625103
"2009-11-13",67.478836,68.523048,67.290688,68.005646,2530300,48.010311
"2009-11-16",68.654747,70.112885,68.391342,69.303856,3310800,48.926811
"2009-11-17",68.889931,69.84948,67.836311,67.902161,3692300,47.937233
"2009-11-18",68.11853,71.35466,68.11853,71.100662,5263600,50.195305
"2009-11-19",70.667923,70.67733,68.70179,69.529633,5212200,49.086201
"2009-11-20",69.172157,69.379112,68.250237,68.259644,3161800,48.189629
"2009-11-23",69.614296,70.413925,69.172157,69.868294,3195500,49.325283
"2009-11-24",69.915337,69.915337,67.676384,67.892754,3618100,47.930607
"2009-11-25",67.986832,68.70179,67.685799,67.939796,2061200,47.96381
"2009-11-27",66.161804,67.074318,65.512703,65.597366,1827800,46.310116
"2009-11-30",65.907806,68.682976,65.484474,68.353714,6679800,48.256027
"2009-12-01",68.955788,69.840073,68.11853,69.454376,3464100,49.033073
"2009-12-02",69.482597,71.20414,69.134521,70.667923,3113600,49.88979
"2009-12-03",70.413925,72.163689,69.454376,69.78363,3233100,49.265511
"2009-12-04",70.818436,72.276573,70,71.307617,4176500,50.341415
"2009-12-07",70.752586,71.561615,68.842896,69.520226,3199600,49.079571
"2009-12-08",69.388519,71.119476,69.031044,70.253998,4596800,49.59758
"2009-12-09",70.263405,71.345253,69.670746,70.630295,4423900,49.863235
"2009-12-10",70.686737,71.251175,70.253998,71.063026,3862100,50.168747
"2009-12-11",71.222954,72.295387,70.809029,72.201317,3669500,50.972351
"2009-12-14",72.624649,73.349014,71.401695,73.236122,3854700,51.702888
"2009-12-15",72.577614,73.245529,72.163689,72.267166,2269600,51.018826
"2009-12-16",72.351837,73.254936,71.947319,72.267166,2975400,51.018826
"2009-12-17",71.82502,72.464722,71.222954,72.163689,3079000,50.945778
"2009-12-18",72.304794,73.27375,71.495766,73.170273,3846600,51.656406
"2009-12-21",73.27375,74.84478,73.254936,74.69426,2788300,52.732323
"2009-12-22",74.506111,75.380997,74.129822,75.117592,2921200,53.031151
"2009-12-23",75.15522,77.460022,74.769524,76.349953,2689900,53.90118
"2009-12-24",76.716843,78.015053,76.538101,77.836311,1198100,54.950512
"2009-12-28",77.996239,78.852303,77.601128,78.11853,2613100,55.149757
"2009-12-29",78.297272,78.852303,77.046097,77.177795,2761600,54.485634
"2009-12-30",76.980247,77.243652,75.823143,76.641579,2761400,54.107059
"2009-12-31",76.82032,77.394165,74.995293,75.070557,2619700,52.997959
"2010-01-04",75.719658,76.340546,73.800568,74.242706,3450400,52.413517
"2010-01-05",74.327377,74.355598,72.596428,73.734711,4342500,52.054863
"2010-01-06",73.49012,74.515526,72.596428,72.906868,3476200,51.470455
"2010-01-07",73.02916,74.769524,71.552208,73.85701,3986300,52.141235
"2010-01-08",73.612419,73.668861,70.997177,72.088432,4005800,50.892647
"2010-01-11",72.427094,72.897461,71.655693,72.154282,2662600,50.939148
"2010-01-12",71.683914,72.069611,70.319847,70.733772,4696600,49.936291
"2010-01-13",70.658516,72.154282,70.658516,71.44873,4540300,50.441036
"2010-01-14",71.13829,72.013168,70.573845,71.768578,2790200,50.666843
"2010-01-15",71.307617,71.505173,70.329254,70.451553,3910400,49.737049
"2010-01-19",70.329254,72.19191,69.887115,72.116653,4324700,50.912575
"2010-01-20",71.401695,71.966133,69.727188,70.442146,3554700,49.730419
"2010-01-21",70.479774,70.950142,68.015053,68.212608,4807000,48.156418
"2010-01-22",68.222015,68.711197,66.218246,66.406395,4963100,46.881264
"2010-01-25",67.187202,68.325493,66.001884,67.826904,3799300,47.884125
"2010-01-26",67.412979,68.64534,66.933205,67.554092,2804400,47.691525
"2010-01-27",67.601128,68.165565,66.50988,68.109123,4314100,48.083351
"2010-01-28",68.532455,68.532455,66.848541,67.80809,3146500,47.870842
"2010-01-29",68.015053,69.285042,67.102539,67.732834,4296200,47.817699
"2010-02-01",68.080902,69.219193,67.996239,69.209785,3030500,48.860394
"2010-02-02",69.444969,70.225777,68.391342,70.056442,3776700,49.458111
"2010-02-03",69.736595,69.736595,68.11853,68.48542,3140300,48.349018
"2010-02-04",68.203201,68.203201,65.296333,65.333961,5638100,46.124165
"2010-02-05",66.095955,69.125114,65.973656,69.01223,7971800,48.720936
"2010-02-08",68.626526,68.918159,66.284103,66.528694,5343100,46.967613
"2010-02-09",67.196617,67.601128,66.086548,66.406395,5293900,46.881264
"2010-02-10",66.302917,67.13076,64.985886,66.105362,3747700,46.668762
"2010-02-11",65.390404,67.111946,64.684853,67.046097,3888800,47.766438
"2010-02-12",66.378174,67.883347,65.851364,67.732834,4004000,48.255695
"2010-02-16",68.617119,70.498589,68.381935,70.385704,6032300,50.145714
"2010-02-17",70.404518,72.097839,70.357475,71.35466,5226100,50.836033
"2010-02-18",71.006584,73.104424,71.006584,72.643463,4296600,51.754219
"2010-02-19",72.389465,73.301979,71.777985,73.113831,4001200,52.089352
"2010-02-22",73.292564,74.47789,72.690498,73.979301,3667200,52.705948
"2010-02-23",73.433678,73.941673,72.577614,73.292564,4121900,52.216675
"2010-02-24",73.367828,73.885231,72.577614,72.935089,5580900,51.962006
"2010-02-25",72.624649,73.885231,71.674507,73.85701,3765100,52.618816
"2010-02-26",73.678268,74.609596,73.095016,73.650047,4256700,52.471367
"2010-03-01",74.223892,74.402634,73.396049,73.753525,2061400,52.545074
"2010-03-02",73.988708,74.637817,73.113831,73.386642,2288300,52.28371
"2010-03-03",73.320793,73.433678,72.558792,72.86924,1903300,51.915089
"2010-03-04",73.189087,73.377235,72.822205,73.010345,2385400,52.015614
"2010-03-05",73.320793,75.089371,73.104424,74.722481,3324900,53.235432
"2010-03-08",74.713074,75.362183,74.468483,75.06115,2351800,53.4767
"2010-03-09",74.807152,76.528694,74.336784,76.030106,3166200,54.167015
"2010-03-10",76.331139,76.603951,75.559738,75.98307,1944100,54.133511
"2010-03-11",75.729065,76.161804,75.286926,76.14299,2158400,54.247433
"2010-03-12",76.50988,78.02446,76.246475,77.215431,2783500,55.011482
"2010-03-15",76.839134,77.723427,76.199432,77.027283,2374100,54.877457
"2010-03-16",77.13076,79.614296,76.773285,79.190971,3325200,56.418941
"2010-03-17",79.397934,80.658516,78.880524,80.573845,3713900,57.404175
"2010-03-18",80.592659,80.940735,79.463783,79.548447,2553700,56.673626
"2010-03-19",78.588898,80.555031,78.494827,78.588898,4748700,55.990013
"2010-03-22",78.137344,79.962372,77.986832,79.934151,2398100,56.948429
"2010-03-23",79.924744,80.21637,78.692383,79.426155,1990900,56.586506
"2010-03-24",79.172157,80.197556,78.993416,79.501411,2298900,56.640114
"2010-03-25",80.15052,81.495766,80.075256,80.46096,3248300,57.323753
"2010-03-26",80.827843,81.288803,79.63311,79.971779,2577100,56.975246
"2010-03-29",80.159927,80.470367,79.379112,80.103477,1844600,57.069054
"2010-03-30",79.887115,80.536217,79.492004,80.112885,1707300,57.075752
"2010-03-31",79.586075,79.830666,78.814674,78.927567,2355600,56.2313
"2010-04-01",79.238007,80.075256,78.805267,79.463783,1885100,56.613312
"2010-04-05",79.943558,81.100662,79.379112,81.034805,1573900,57.732571
"2010-04-06",80.696144,82.718719,80.291626,82.511757,2763500,58.784813
"2010-04-07",82.19191,82.511757,79.2286,79.520226,3138600,56.653519
"2010-04-08",79.294449,80.103477,79.153343,79.708374,4148800,56.78756
"2010-04-09",79.962372,81.081841,79.238007,80.98777,2161800,57.699032
"2010-04-12",80.940735,81.147697,79.736595,79.990593,2001400,56.988632
"2010-04-13",79.981186,83.264343,79.774223,82.953903,3606300,59.099815
"2010-04-14",83.076202,83.70649,82.022575,82.737534,2646700,58.945683
"2010-04-15",82.304794,82.784569,79.793037,79.990593,3748800,56.988632
"2010-04-16",79.821259,80.272812,77.13076,77.394165,5407600,55.138828
"2010-04-19",76.876762,79.021637,76.810913,77.986832,2912100,55.561054
"2010-04-20",78.560677,79.661339,78.015053,79.642525,2564400,56.74065
"2010-04-21",79.576668,82.069611,79.341484,81.834435,3327600,58.302258
"2010-04-22",80.997177,83.555977,80.667923,83.151459,2565200,59.240562
"2010-04-23",83.452492,84.722481,82.615242,84.252113,2498000,60.024719
"2010-04-26",84.26152,86.067734,83.932266,85.221069,2598900,60.715046
"2010-04-27",84.619003,85.540924,82.210724,82.295387,3253700,58.630653
"2010-04-28",83.104424,83.254936,81.787392,82.436501,2593900,58.73122
"2010-04-29",83.226715,87.158981,83.189087,86.942612,3287000,61.941544
"2010-04-30",86.180618,87.751648,83.311386,83.744118,3673900,59.662819
"2010-05-03",84.590782,88.043274,84.063972,87.281281,3350400,62.182819
"2010-05-04",86.50988,86.50988,83.988708,84.750702,3952200,60.379929
"2010-05-05",84.205078,85.390404,82.333023,83.236122,2954600,59.300888
"2010-05-06",82.756348,83.537163,74.176857,79.84948,5349400,56.888103
"2010-05-07",80.169334,82.944496,78.692383,80.602066,7330700,57.424267
"2010-05-10",83.508934,85.249298,83.010345,84.976479,5489800,60.540783
"2010-05-11",84.007523,86.237068,83.650047,85.249298,3355000,60.735146
"2010-05-12",85.418625,86.547508,84.280342,85.898399,3026600,61.631374
"2010-05-13",85.757294,86.058327,84.223892,84.374413,2251400,60.537926
"2010-05-14",83.518341,83.932266,80.630295,81.561615,3210100,58.519756
"2010-05-17",81.843842,83.480713,79.360298,81.552208,3086600,58.513035
"2010-05-18",82.605835,83.095016,78.758232,79.181564,2912500,56.812122
"2010-05-19",78.579491,80.507996,76.349953,78.353714,3137400,56.218136
"2010-05-20",76.763878,78.64534,76.058327,76.284103,5108900,54.733212
"2010-05-21",75.042336,79.266228,74.449669,79.059265,5266700,56.724342
"2010-05-24",79.350891,79.435562,76.660393,76.904984,2569900,55.178669
"2010-05-25",75.841957,77.968018,73.969894,77.761055,3911600,55.792892
"2010-05-26",78.852303,79.670746,76.556915,77.121353,2845000,55.333916
"2010-05-27",78.824081,81.51458,78.203201,81.307617,3581100,58.337547
"2010-05-28",81.345253,81.646286,79.604889,79.990593,2597500,57.39257
"2010-06-01",79.153343,81.279396,78.871117,79.78363,3254400,57.244083
"2010-06-02",80.301033,81.646286,79.1063,81.458138,2849200,58.445549
"2010-06-03",81.307617,81.796799,80.197556,81.025398,2154400,58.135025
"2010-06-04",79.350891,80.319847,76.331139,76.6698,3533700,55.009914
"2010-06-07",77.140167,78.297272,76.114769,76.171211,2757800,54.65218
"2010-06-08",76.773285,77.71402,74.957664,77.300095,4155200,55.462158
"2010-06-09",78.005646,79.84948,76.961433,77.318909,2799100,55.475658
"2010-06-10",78.381935,80.98777,78.17498,80.733772,3195900,57.925797
"2010-06-11",79.661339,82.220131,79.567261,81.919098,2600600,58.776249
"2010-06-14",82.558792,83.687675,82.088432,83.170273,3422700,59.673962
"2010-06-15",83.292564,85.098778,82.746941,85.098778,2797000,61.057655
"2010-06-16",84.562561,85.042336,83.621826,84.148636,2671500,60.375927
"2010-06-17",84.346191,84.590782,83.170273,83.715897,2908200,60.065456
"2010-06-18",84.007523,84.656631,83.292564,84.111008,2890700,60.348938
"2010-06-21",85.192848,85.719658,83.301979,83.593605,2247300,59.977726
"2010-06-22",83.913452,84.026344,80.442146,80.517403,3482900,57.770569
"2010-06-23",80.489182,81.994354,79.595482,81.034805,2410500,58.141781
"2010-06-24",80.36689,80.7714,78.824081,78.993416,2691400,56.677113
"2010-06-25",79.858887,81.768578,79.16275,81.392288,4994600,58.398281
"2010-06-28",81.636879,81.834435,79.717781,79.934151,1806300,57.352081
"2010-06-29",78.767639,79.63311,76.415802,76.97084,4492500,55.225929
"2010-06-30",76.980247,78.523048,75.719658,75.964249,3390100,54.503708
"2010-07-01",76.124176,76.688614,74.195671,76.246475,2941600,54.706211
"2010-07-02",76.792099,77.243652,74.035751,74.393227,2576600,53.376514
"2010-07-06",75.92662,76.387581,71.937912,72.699905,3831500,52.161549
"2010-07-07",73.189087,76.50988,72.699905,76.425209,3918900,54.834435
"2010-07-08",77.365944,77.554092,75.456253,76.867355,2360800,55.151684
"2010-07-09",77.008469,77.836311,76.387581,77.761055,1919900,55.792892
"2010-07-12",77.685799,78.325493,76.481659,78.043274,1625100,55.995369
"2010-07-13",79.125114,80.423332,78.786453,80.028221,3438600,57.419552
"2010-07-14",79.397934,80.413925,78.79586,79.557854,2391300,57.082088
"2010-07-15",79.416748,80.037628,77.826904,79.858887,2546000,57.298077
"2010-07-16",79.529633,79.529633,76.867355,77.356537,3975500,55.502678
"2010-07-19",77.695206,78.758232,76.45343,78.419571,2464900,56.265381
