"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"2005-11-23",42.200001,43.759998,42.200001,43.470001,2149100,32.578419
"2005-11-25",44.099998,44.25,42.950001,43.450001,468300,32.563431
"2005-11-28",43.400002,44.200001,43.099998,43.900002,2377400,32.900681
"2005-11-29",43.75,43.990002,41.73,42.549999,2962200,31.88895
"2005-11-30",42.900002,43.25,41.299999,42.049999,2761100,31.51421
"2005-12-01",41.950001,43.880001,41.889999,43.310001,1833000,32.458508
"2005-12-02",43.25,43.740002,42.599998,43.23,1057900,32.398556
"2005-12-05",43.220001,43.700001,42.91,43.52,1042900,32.615898
"2005-12-06",43.700001,43.84,43.48,43.610001,1154900,32.683357
"2005-12-07",43.59,44.779999,43.220001,43.360001,2063900,32.495995
"2005-12-08",43.650002,44.049999,43.310001,43.650002,1227800,32.713318
"2005-12-09",43.639999,44.02,43.360001,43.759998,515400,32.795761
"2005-12-12",43.75,43.759998,42.880001,43.130001,1504900,32.323612
"2005-12-13",42.900002,43.369999,42.509998,42.830002,1321300,32.098774
"2005-12-14",42.830002,43.029999,41.52,41.529999,1701600,31.124504
"2005-12-15",41.43,41.900002,41.09,41.189999,1220600,30.869688
"2005-12-16",41.439999,42.41,41.41,42.259998,1305600,31.671597
"2005-12-19",42.310001,42.630001,41.119999,41.310001,676200,30.959625
"2005-12-20",41.25,42.400002,41,41.57,1121000,31.154488
"2005-12-21",41.57,42.599998,40.970001,41.549999,1313300,31.139505
"2005-12-22",41.57,42.389999,41.200001,41.93,808300,31.42428
"2005-12-23",39.419998,42.560001,39.419998,41.93,576000,31.42428
"2005-12-27",41.900002,42.080002,40.799999,40.900002,941900,30.652349
"2005-12-28",40.900002,41.330002,40.799999,41.049999,562800,30.764761
"2005-12-29",41.150002,41.169998,40.580002,40.84,718300,30.60737
"2005-12-30",40.509998,41.080002,40.459999,41,511700,30.727287
"2006-01-03",41.299999,42.200001,40.900002,42.099998,1351600,31.551691
"2006-01-04",43,44.389999,42.880001,43.419998,3492100,32.540962
"2006-01-05",43.540001,44.5,43.169998,43.93,1777200,32.923176
"2006-01-06",43.939999,44.200001,43.380001,43.599998,2265200,32.675854
"2006-01-09",43.599998,45.099998,43.599998,45.09,1310800,33.792538
"2006-01-10",44.799999,44.869999,44.459999,44.66,1254200,33.470268
"2006-01-11",44.73,44.779999,43.959999,44.200001,915500,33.125519
"2006-01-12",44.209999,44.580002,43.950001,44.16,1161500,33.095547
"2006-01-13",44.099998,44.25,43.709999,43.880001,907200,32.885685
"2006-01-17",43.650002,43.900002,42.970001,43.529999,684400,32.62339
"2006-01-18",43.299999,43.900002,42.27,42.32,976600,31.71656
"2006-01-19",42.450001,42.91,42.029999,42.599998,947100,31.926409
"2006-01-20",42.5,42.549999,41.880001,42.200001,1223300,31.626646
"2006-01-23",42.439999,43.900002,42.419998,43.5,1574200,32.600918
"2006-01-24",42.099998,43.700001,41.689999,43.48,2090500,32.585918
"2006-01-25",43.490002,43.490002,42.939999,43.209999,1058600,32.383575
"2006-01-26",43.950001,44.299999,43.009998,43.299999,1300600,32.451012
"2006-01-27",42.880001,43.689999,41.759998,42.400002,2305000,31.776516
"2006-01-30",42.400002,42.450001,41.5,41.549999,1937300,31.139505
"2006-01-31",41.400002,41.450001,40.509998,40.689999,2449400,30.575901
"2006-02-01",40.740002,43.119999,40.299999,41.25,1414900,30.996717
"2006-02-02",41.299999,42.689999,41.299999,42.509998,1530900,31.943541
"2006-02-03",42.150002,43.049999,41.57,42.599998,2156700,32.011143
"2006-02-06",42.599998,43.450001,42.389999,43.330002,1148500,32.559719
"2006-02-07",43.18,43.799999,43.07,43.549999,773400,32.725025
"2006-02-08",43.400002,43.950001,43.400002,43.810001,923500,32.920387
"2006-02-09",43.950001,44.240002,43.73,43.919998,514700,33.003048
"2006-02-10",43.700001,43.939999,43.279999,43.57,659700,32.740044
"2006-02-13",43.580002,43.59,42.860001,42.880001,712100,32.221565
"2006-02-14",42.82,44.110001,42.529999,43.939999,1260200,33.018085
"2006-02-15",43.599998,43.610001,42.759998,43.27,1072400,32.514606
"2006-02-16",43.290001,43.48,42.77,43.43,720500,32.634857
"2006-02-17",43.41,44.259998,43.41,44.02,758500,33.078205
"2006-02-21",43.139999,44.349998,43.139999,43.919998,436000,33.003048
"2006-02-22",44.080002,45.650002,44.080002,45.459999,1485900,34.160271
"2006-02-23",44.580002,47.25,44.580002,46.419998,1164800,34.88163
"2006-02-24",45.549999,46.48,45.549999,46.259998,869000,34.76141
"2006-02-27",46.200001,46.959999,45.869999,46.799999,938400,35.167183
"2006-02-28",45.919998,47.16,45.360001,45.48,1065900,34.175282
"2006-03-01",45.59,46.189999,45.529999,45.889999,525800,34.483372
"2006-03-02",45.77,45.799999,44.5,44.57,1151800,33.491478
"2006-03-03",44.32,44.790001,43.669998,44,1331500,33.063168
"2006-03-06",43.900002,43.939999,42.650002,42.77,916100,32.138905
"2006-03-07",42.73,43.77,42.68,43.650002,1619600,32.800159
"2006-03-08",43.650002,43.950001,43.189999,43.34,1085300,32.567215
"2006-03-09",43.439999,43.860001,43.049999,43.330002,867200,32.559719
"2006-03-10",43.25,43.369999,42.860001,43.299999,911500,32.537155
"2006-03-13",43.349998,43.889999,43.330002,43.799999,754600,32.912891
"2006-03-14",43.75,45.130001,43.75,45.029999,1289200,33.837135
"2006-03-15",44.84,45.549999,44.759998,45.389999,671400,34.107674
"2006-03-16",45.599998,46.130001,45.560001,46.049999,844200,34.603611
"2006-03-17",46.310001,46.59,45.779999,45.900002,1275700,34.490891
"2006-03-20",46.060001,46.150002,45.220001,45.349998,981900,34.077602
"2006-03-21",45.299999,45.52,43.880001,43.919998,1028500,33.003048
"2006-03-22",43.869999,44.34,43.869999,44.25,1277300,33.25103
"2006-03-23",44.25,44.529999,43.790001,44.049999,721300,33.100735
"2006-03-24",44.25,44.43,43.880001,44.25,953200,33.25103
"2006-03-27",44.419998,44.619999,44.200001,44.459999,837100,33.408813
"2006-03-28",44.470001,44.470001,43.099998,43.130001,4579900,32.40942
"2006-03-29",43.200001,43.380001,42.799999,42.91,1331900,32.244118
"2006-03-30",42.91,44.98,42.91,44.799999,2895500,33.66431
"2006-03-31",45,45.560001,44.75,45.060001,1603400,33.859684
"2006-04-03",45.5,45.700001,44.610001,44.66,1010700,33.559113
"2006-04-04",44.599998,45.040001,44.5,45,686400,33.814594
"2006-04-05",45.099998,45.52,44.900002,45.099998,715700,33.889744
"2006-04-06",45.099998,45.150002,44.509998,44.93,1162400,33.761986
"2006-04-07",44.970001,45.34,44.110001,44.200001,949900,33.213455
"2006-04-10",44.25,45.610001,44.200001,45.380001,1271800,34.100143
"2006-04-11",45.470001,45.740002,45.200001,45.299999,1102900,34.040024
"2006-04-12",45.369999,45.900002,45.23,45.549999,944500,34.227894
"2006-04-13",45.560001,45.900002,45.400002,45.48,559100,34.175282
"2006-04-17",45.599998,45.990002,45.130001,45.330002,520900,34.062584
"2006-04-18",45.360001,46.889999,45.209999,46.799999,985100,35.167183
"2006-04-19",46.98,48.43,46.919998,47.650002,1413300,35.805908
"2006-04-20",47.57,47.73,47.18,47.25,1062400,35.505329
"2006-04-21",47.32,47.549999,46.869999,47.119999,712600,35.407642
"2006-04-24",46.849998,47.450001,46.830002,46.91,757600,35.249844
"2006-04-25",46.939999,47.75,46.75,47.220001,724700,35.48278
"2006-04-26",47.75,49.200001,47.34,48.75,1263600,36.632469
"2006-04-27",48.66,50.080002,47.990002,50,862100,37.571781
"2006-04-28",49.950001,49.950001,49,49.040001,1001500,36.85041
"2006-05-01",49.049999,49.560001,48.610001,48.740002,1145500,36.624969
"2006-05-02",48.490002,48.66,47.759998,48.099998,770700,36.144047
"2006-05-03",48.07,48.5,48,48.130001,530400,36.166599
"2006-05-04",48.349998,48.82,48.099998,48.299999,602200,36.29435
"2006-05-05",48.290001,48.779999,48.110001,48.549999,1004800,36.482208
"2006-05-08",48.549999,49.169998,48.549999,49.130001,647000,37.001869
"2006-05-09",48.93,49.869999,48.27,49.580002,756100,37.340782
"2006-05-10",49.490002,49.759998,48.869999,49.189999,577800,37.04705
"2006-05-11",49.02,49.189999,48.169998,48.349998,690800,36.414406
"2006-05-12",48.299999,48.43,47.419998,47.5,992900,35.774242
"2006-05-15",47.200001,47.900002,46.849998,47.900002,747900,36.075508
"2006-05-16",47.889999,47.889999,46.599998,47.349998,1075600,35.661255
"2006-05-17",46.849998,46.889999,45.349998,45.43,1038900,34.21524
"2006-05-18",45.700001,45.970001,44.900002,44.950001,1286000,33.853733
"2006-05-19",45,45.419998,44.279999,44.849998,2382100,33.778419
"2006-05-22",44.860001,45.200001,43.82,43.959999,1544800,33.108135
"2006-05-23",43.950001,44.779999,43.849998,44.18,1134700,33.273815
"2006-05-24",44.150002,44.689999,43.450001,43.970001,1317300,33.115665
"2006-05-25",44.200001,44.740002,43.619999,44.419998,1071200,33.454563
"2006-05-26",44.419998,44.98,44.200001,44.48,735000,33.499752
"2006-05-30",44,44.98,43.779999,44.529999,784100,33.537415
"2006-05-31",44.779999,45.77,44.599998,45.77,1360900,34.471317
"2006-06-01",45.959999,46.689999,45.84,46.639999,779300,35.126549
"2006-06-02",46.549999,47.040001,46.330002,46.48,717300,35.006039
"2006-06-05",46.470001,47,45.040001,45.220001,858600,34.057076
"2006-06-06",45.209999,45.450001,44.689999,45.209999,559800,34.049545
"2006-06-07",45.209999,46.110001,45.150002,45.349998,531800,34.154987
"2006-06-08",45.349998,45.700001,43.5,45.169998,1132700,34.019421
"2006-06-09",45.049999,45.150002,43.869999,44.580002,843800,33.575069
"2006-06-12",44.57,44.66,43.610001,43.619999,622700,32.852055
"2006-06-13",43.419998,43.619999,41.07,41.360001,1987400,31.14995
"2006-06-14",41.27,41.93,40.490002,41.68,1655100,31.390955
"2006-06-15",41.849998,42.43,41.200001,41.950001,3080100,31.594303
"2006-06-16",41.549999,42.060001,41.509998,42,3351000,31.631968
"2006-06-19",42.200001,43.5,41.810001,42.200001,2015800,31.782604
"2006-06-20",42.119999,42.400002,41.849998,42.130001,1396600,31.729864
"2006-06-21",42.099998,42.650002,42.009998,42.330002,1295600,31.880501
"2006-06-22",42.240002,42.299999,41.889999,42,962200,31.631968
"2006-06-23",41.919998,42.450001,41.669998,41.939999,1018600,31.586777
"2006-06-26",42,42.66,41.950001,42.66,871500,32.129036
"2006-06-27",42.48,42.5,41.860001,41.860001,732000,31.526527
"2006-06-28",42,42.369999,41.799999,42.25,448800,31.820248
"2006-06-29",43.299999,44.380001,43.049999,44.23,1348900,33.311474
"2006-06-30",44.299999,44.900002,44.299999,44.669998,1834500,33.642849
"2006-07-03",44.82,45.380001,44.73,45.220001,504400,34.057076
"2006-07-05",44.799999,44.860001,43.200001,43.32,1072500,32.62611
"2006-07-06",43.380001,44.25,43.380001,43.900002,872500,33.062939
"2006-07-07",43.900002,44.200001,42.630001,42.669998,973200,32.136562
"2006-07-10",42.82,43.459999,42.52,42.73,708800,32.181759
"2006-07-11",42.75,43.169998,42.360001,42.57,772300,32.061256
"2006-07-12",42.700001,43.009998,41.75,41.790001,802700,31.473808
"2006-07-13",41.779999,42.189999,41.380001,41.529999,614600,31.277994
"2006-07-14",41.400002,41.599998,40.599998,41.290001,706000,31.097237
"2006-07-17",41.25,41.77,41.049999,41.43,593900,31.202686
"2006-07-18",41.439999,41.990002,41.049999,41.740002,577900,31.436155
"2006-07-19",42.200001,43.5,41.84,43.450001,741200,32.724022
"2006-07-20",43.32,43.529999,42.48,42.48,574800,31.993477
"2006-07-21",42.599998,42.610001,41.400002,41.459999,1110800,31.225258
"2006-07-24",41.209999,42.299999,41.200001,42.209999,1034800,31.790121
"2006-07-25",42.549999,42.98,42.16,42.779999,994700,32.219418
"2006-07-26",43.200001,45.240002,43.189999,44.330002,2801100,33.386795
"2006-07-27",44.400002,44.830002,43.459999,43.759998,577900,32.957481
"2006-07-28",43.73,44.630001,43.73,44.540001,738000,33.544945
"2006-07-31",44.080002,44.630001,43.650002,44.599998,997400,33.590118
"2006-08-01",44.299999,44.740002,44.07,44.650002,1397200,33.627781
"2006-08-02",44.450001,46,44.400002,46,1829800,34.644527
"2006-08-03",45.759998,45.98,45.52,45.689999,1110900,34.411053
"2006-08-04",45.93,45.990002,44.84,44.91,1333500,33.905235
"2006-08-07",44.91,45.040001,44.34,44.450001,389100,33.557961
"2006-08-08",44.599998,44.919998,43.77,44.080002,577300,33.278614
"2006-08-09",43.720001,45.07,43.720001,44.490002,773100,33.588161
"2006-08-10",44.5,44.93,44.389999,44.650002,648600,33.708935
"2006-08-11",44.450001,45.060001,44.09,44.43,568300,33.542858
"2006-08-14",44.599998,44.599998,43.689999,43.990002,874800,33.210682
"2006-08-15",44.599998,44.919998,44.290001,44.900002,928500,33.897701
"2006-08-16",45.25,45.5,45.049999,45.419998,957300,34.29026
"2006-08-17",45.299999,45.459999,44.889999,45.119999,1055100,34.063774
"2006-08-18",45.169998,45.299999,44.880001,45.07,515800,34.026009
"2006-08-21",45.549999,45.669998,45.27,45.650002,1138100,34.463894
"2006-08-22",45.849998,45.990002,45.5,45.790001,1021800,34.569599
"2006-08-23",45.990002,46,45.5,45.630001,520500,34.448792
"2006-08-24",45.75,45.880001,45.25,45.360001,532500,34.244972
"2006-08-25",45.220001,45.400002,44.84,44.950001,549100,33.935432
"2006-08-28",45.049999,45.799999,45.049999,45.48,784400,34.335564
"2006-08-29",45.41,45.5,44.82,45.150002,808900,34.08643
"2006-08-30",45.209999,45.560001,45.009998,45.240002,835300,34.154366
"2006-08-31",45.369999,45.75,45.23,45.73,622900,34.524288
"2006-09-01",45.799999,45.799999,45.16,45.400002,492200,34.27515
"2006-09-05",45.540001,46.27,45.400002,46.169998,722700,34.85648
"2006-09-06",45.349998,45.509998,44.450001,44.599998,1547100,33.671188
"2006-09-07",44.599998,44.66,44.25,44.360001,742200,33.490005
"2006-09-08",44.360001,44.529999,44.150002,44.48,650700,33.580597
"2006-09-11",44.48,44.52,43.959999,44,811400,33.21822
"2006-09-12",44.150002,45.490002,44,45.25,1224700,34.161922
"2006-09-13",45.150002,45.799999,44.900002,45.529999,843000,34.37331
"2006-09-14",45.200001,46,45.200001,45.900002,760300,34.652657
"2006-09-15",46.5,47.060001,46.439999,46.799999,1727900,35.332108
"2006-09-18",47.099998,47.380001,46.759998,46.970001,1196400,35.460449
"2006-09-19",46.869999,47.23,46.73,47.09,789100,35.551048
"2006-09-20",47.16,47.459999,46.549999,46.759998,1141600,35.30191
"2006-09-21",46.759998,47.25,46.27,46.630001,534900,35.203758
"2006-09-22",46.77,46.810001,45.98,46.209999,406800,34.886692
"2006-09-25",46.459999,46.700001,45.98,46.41,653200,35.037674
"2006-09-26",46.459999,46.919998,46.150002,46.889999,837600,35.400043
"2006-09-27",46.66,46.959999,46.349998,46.669998,856300,35.233967
"2006-09-28",46.580002,46.990002,46.240002,46.639999,552000,35.211323
"2006-09-29",46.639999,46.950001,46.360001,46.900002,627000,35.407604
"2006-10-02",46.950001,47.529999,46.849998,47.439999,1013700,35.815285
"2006-10-03",47.439999,47.869999,47.110001,47.77,1070700,36.064423
"2006-10-04",47.790001,48.900002,47.610001,48.84,1606600,36.872227
"2006-10-05",48.59,48.959999,48.540001,48.799999,678200,36.842033
"2006-10-06",48.5,48.900002,48.439999,48.84,679100,36.872227
"2006-10-09",48.639999,48.900002,48.279999,48.57,606200,36.668392
"2006-10-10",48.48,48.639999,48.099998,48.459999,547300,36.585331
"2006-10-11",48.360001,48.41,47.740002,48.189999,1052000,36.381496
"2006-10-12",48.209999,48.91,48.119999,48.700001,973800,36.766525
"2006-10-13",48.77,48.990002,48.439999,48.73,761000,36.789185
"2006-10-16",48.790001,49.369999,48.790001,49.290001,1208500,37.21196
"2006-10-17",49.400002,49.560001,49.139999,49.400002,1016500,37.295006
"2006-10-18",49.080002,49.77,48.799999,49.57,1111800,37.42334
"2006-10-19",49.599998,49.84,49.209999,49.299999,972000,37.219521
"2006-10-20",49.5,49.98,49.450001,49.950001,1047100,37.710232
"2006-10-23",49.599998,49.91,49.299999,49.540001,674700,37.400692
"2006-10-24",49.5,49.639999,48.77,49.599998,860100,37.445992
"2006-10-25",49.990002,51.09,49.93,50.889999,2753400,38.419891
"2006-10-26",51.049999,51.290001,50.889999,50.950001,1520200,38.465191
"2006-10-27",50.799999,51.150002,50.779999,51,1062000,38.502926
"2006-10-30",51.299999,52.400002,51,51.950001,2061000,39.220154
"2006-10-31",52,52.639999,51.43,51.5,1328000,38.880413
"2006-11-01",51.75,51.75,50.419998,50.560001,1433700,38.170753
"2006-11-02",50.400002,50.48,50.029999,50.200001,1633200,37.898979
"2006-11-03",50.18,50.5,50.130001,50.240002,1359500,38.012463
"2006-11-06",50.599998,52.23,50.599998,52.150002,2223000,39.457607
"2006-11-07",51.959999,52.57,51.869999,52.32,1695500,39.586224
"2006-11-08",52.32,52.700001,52.139999,52.25,1672200,39.533272
"2006-11-09",52.029999,52.09,51.080002,51.169998,1335600,38.716122
"2006-11-10",51.349998,51.349998,50.93,51.200001,952700,38.738831
"2006-11-13",51.279999,51.84,51.150002,51.650002,1570400,39.079292
"2006-11-14",51.900002,53.209999,51.66,52.880001,1267800,40.009941
"2006-11-15",53.130001,53.34,52.73,52.939999,1205700,40.055325
"2006-11-16",53.189999,54.18,53,53.619999,1737100,40.56982
"2006-11-17",53.299999,54.09,53.240002,53.41,1408800,40.410938
"2006-11-20",54.290001,54.290001,53.259998,54.169998,1666100,40.985966
"2006-11-21",54.220001,54.560001,53.73,53.919998,1209000,40.796822
"2006-11-22",54,54.25,53.709999,53.939999,588400,40.811939
"2006-11-24",53.950001,54.130001,53.310001,53.369999,444500,40.380676
"2006-11-27",53.119999,53.200001,52,52.060001,1116700,39.389511
"2006-11-28",51.93,53.009998,51.77,52.669998,859300,39.851051
"2006-11-29",52.849998,53.330002,52.580002,53.009998,561600,40.108284
"2006-11-30",53.240002,54.220001,52.939999,54.099998,1714000,40.933002
"2006-12-01",54.200001,54.23,53.200001,53.669998,782900,40.607666
"2006-12-04",54.049999,54.75,53.759998,54.59,1032200,41.303749
"2006-12-05",54.549999,55.580002,54.549999,55,1435800,41.613968
"2006-12-06",55,55.099998,54.52,54.599998,1076500,41.311317
"2006-12-07",54.799999,55.09,54.650002,54.849998,740300,41.500469
"2006-12-08",54.919998,55.529999,54.799999,55.299999,810100,41.840954
"2006-12-11",55.700001,55.790001,54.799999,54.939999,822800,41.568562
"2006-12-12",54.939999,55,54.310001,54.970001,774000,41.591259
"2006-12-13",55.200001,55.299999,54.580002,54.77,605400,41.439949
"2006-12-14",54.700001,55,54.450001,54.77,1174500,41.439949
"2006-12-15",54.939999,55.240002,54.75,54.75,1755600,41.424801
"2006-12-18",54.799999,55.310001,54.799999,55.099998,897000,41.689613
"2006-12-19",54.700001,55.25,54.5,55.009998,961700,41.621532
"2006-12-20",55.009998,55.34,54.639999,54.91,690700,41.545879
"2006-12-21",55,55.209999,54.599998,54.709999,879000,41.394539
"2006-12-22",54.669998,54.880001,54.299999,54.650002,469200,41.349152
"2006-12-26",54.689999,54.93,54.59,54.830002,603700,41.485329
"2006-12-27",54.830002,55.27,54.610001,54.82,724200,41.477772
"2006-12-28",55.049999,55.049999,54.5,54.75,715200,41.424801
"2006-12-29",54.599998,54.889999,54.310001,54.5,774500,41.235661
"2007-01-03",54.68,55.57,54.68,55.220001,1858900,41.780422
"2007-01-04",55.34,55.75,55.07,55.580002,1586600,42.052799
"2007-01-05",55.450001,55.66,55.02,55.5,1045100,41.992275
"2007-01-08",55.509998,56.299999,55.27,56.189999,1227600,42.514336
"2007-01-09",56.360001,56.709999,56.09,56.529999,1161200,42.771595
"2007-01-10",56.540001,56.869999,56.130001,56.759998,1047800,42.945602
"2007-01-11",56.720001,57.93,56.5,57.810001,1149200,43.740055
"2007-01-12",57.560001,58.18,57.540001,57.98,1236100,43.868683
"2007-01-16",58.200001,58.5,57.5,58.07,1371900,43.936779
"2007-01-17",58.060001,58.290001,57.790001,58.040001,1117000,43.91407
"2007-01-18",58.240002,58.400002,57.540001,57.650002,1019200,43.619003
"2007-01-19",57.970001,57.970001,57.23,57.599998,1106600,43.581177
"2007-01-22",57.470001,57.869999,56.799999,56.91,1287600,43.059105
"2007-01-23",56.93,57.75,56.400002,57.599998,1237500,43.581177
"2007-01-24",57.599998,58.939999,57.040001,58.860001,1140000,44.534504
"2007-01-25",58.869999,58.869999,57.419998,57.450001,1063200,43.467674
"2007-01-26",58.450001,59.349998,56.950001,58.48,2641900,44.246983
"2007-01-29",58.669998,58.700001,57.5,57.529999,1511800,43.528191
"2007-01-30",57.400002,58.759998,57.32,58.73,1060300,44.436157
"2007-01-31",58.27,59.240002,58,58.959999,964400,44.610157
"2007-02-01",58.959999,59.290001,58.529999,59.040001,990600,44.754196
"2007-02-02",59.259998,59.849998,59.189999,59.759998,1147900,45.299976
"2007-02-05",59.759998,60.099998,59.509998,59.990002,1191800,45.474327
"2007-02-06",60.240002,61.299999,60.139999,61.209999,1408100,46.399128
"2007-02-07",61.459999,61.799999,60.950001,61.369999,1051700,46.520412
"2007-02-08",61.48,61.75,61.060001,61.330002,1177100,46.490089
"2007-02-09",61.119999,61.73,59.470001,60.099998,1293700,45.557705
"2007-02-12",60.110001,60.419998,59.740002,60.25,888500,45.671421
"2007-02-13",60.349998,61.529999,60.279999,61.119999,1318400,46.33091
"2007-02-14",61.18,63.07,61.16,62.560001,1502700,47.42247
"2007-02-15",62.360001,62.650002,61.990002,62.240002,911700,47.179901
"2007-02-16",61.950001,62.57,61.849998,62.360001,864800,47.27087
"2007-02-20",62.360001,62.970001,61.450001,62.900002,946600,47.680187
"2007-02-21",62.75,63.080002,62.279999,62.740002,1184200,47.558918
"2007-02-22",62.740002,63.029999,62.599998,62.919998,768600,47.695354
"2007-02-23",62.950001,62.950001,62.049999,62.630001,682000,47.475529
"2007-02-26",62.75,62.790001,61.09,61.34,1091100,46.497665
"2007-02-27",61.34,61.34,56.740002,58.130001,3217300,44.064384
"2007-02-28",58.119999,59.040001,57.990002,58.450001,1750200,44.306953
"2007-03-01",58,58.68,56.75,58.099998,1501900,44.041634
"2007-03-02",58.099998,58.360001,57.16,57.16,1211700,43.329098
"2007-03-05",56.869999,57.029999,55.889999,55.889999,1541900,42.366398
"2007-03-06",56.57,57.990002,56.119999,57.900002,1374200,43.890038
"2007-03-07",57.599998,58.349998,57.43,57.43,1072900,43.533764
"2007-03-08",58,58.82,57.889999,58.23,716600,44.140186
"2007-03-09",58.700001,58.990002,57.810001,58.389999,832800,44.261475
"2007-03-12",58.389999,58.66,57.970001,58.259998,883900,44.162926
"2007-03-13",57.98,57.98,54.48,54.540001,2564500,41.343056
"2007-03-14",54.529999,55.189999,53.009998,55.060001,3458600,41.737225
"2007-03-15",55.860001,56.34,55.189999,55.509998,1232500,42.078339
"2007-03-16",55.790001,56.709999,54.970001,55.150002,2279700,41.805447
"2007-03-19",56,57.610001,56,57.52,2110700,43.601982
"2007-03-20",57.389999,57.82,57.189999,57.66,897700,43.708103
"2007-03-21",57.66,59.400002,57.360001,59.259998,923300,44.920948
"2007-03-22",59.220001,59.41,58.32,58.41,519400,44.27663
"2007-03-23",58.540001,58.68,58.029999,58.41,633900,44.27663
"2007-03-26",58.25,58.310001,56.970001,57.529999,1052400,43.60955
"2007-03-27",57.099998,57.669998,57.040001,57.52,947400,43.601982
"2007-03-28",56.84,57.700001,56.040001,56.630001,1352200,42.927338
"2007-03-29",57.389999,57.599998,56.509998,57.299999,718100,43.435215
"2007-03-30",57.419998,57.900002,56.330002,57.139999,810800,43.313938
"2007-04-02",57.240002,58.259998,56.959999,58.09,1261800,44.034058
"2007-04-03",58.259998,58.759998,57.889999,58,1356700,43.965836
"2007-04-04",58.200001,59.380001,57.799999,59.290001,1159900,44.943707
"2007-04-05",59.290001,60,58.919998,59.540001,990100,45.133213
"2007-04-09",58.689999,60,58.669998,59.919998,976900,45.421261
"2007-04-10",59.869999,60.049999,59.540001,59.84,1143600,45.360611
"2007-04-11",59.700001,60.150002,59.32,59.580002,979000,45.163532
"2007-04-12",59.700001,59.75,59.009998,59.32,640100,44.966431
